,placename,control,doubled,longitude,latitude
333,Wakefield,0.7566778422833187,0.2433216071861032,-1.505924,53.6833
334,Andover,0.7319294835042573,0.2680706630976332,-1.4919233,51.2112
335,Witney,0.6278342464938569,0.3721656734936845,-1.4850544,51.78594
336,Barnsley,0.7416027833993363,0.2583974877066135,-1.479726,53.55263000000001
337,Derby,0.6234450009049337,0.3765543546270365,-1.4746186,52.92253
338,Sheffield,0.7488080818819597,0.2511919338895144,-1.470085,53.38113000000001
339,Nuneaton,0.7416470808605861,0.2583526700922439,-1.465382,52.52049
340,Northallerton,0.8202054642816908,0.17979403292073048,-1.429959,54.33796
341,South Shields,0.6882091548930338,0.3117911286998313,-1.427406,54.99941999999999
342,Chesterfield,0.7592534232445246,0.24074693389728544,-1.421629,53.23505
343,Southampton,0.8014777633072753,0.19852231423595607,-1.4043508999999998,50.9097
344,Wetherby,0.7491232266777041,0.2508767475079009,-1.384816,53.92706
345,Sunderland,0.6853374137623344,0.3146621341158991,-1.383801,54.90687
346,Rotherham,0.7144598304293188,0.2855394354176874,-1.3635008999999998,53.4326
347,Castleford,0.7602380925260059,0.2397621538026921,-1.345968,53.72346999999999
348,Thirsk,0.7569537521848146,0.24304628469988385,-1.341377,54.23385
349,Banbury,0.7286653934310663,0.2713338299168712,-1.339775,52.0629
350,Stockton,0.8855049847300324,0.11449447642108995,-1.3289821000000002,54.57046
351,Newbury,0.801985285649016,0.19801424163070694,-1.3231138999999998,51.40141
352,Isle of Wight,0.8173640985529921,0.1826362019716632,-1.304734,50.69385
353,Isle of Wight,0.8173640985529921,0.1826362019716632,-1.304734,50.69385
354,Abingdon,0.6099406034326756,0.3900596834794808,-1.2879528999999998,51.67078
355,Shetland Islands,0.8360829400351584,0.1639174015733629,-1.2659409,60.52965
356,Rugby,0.6747477892402749,0.3252514159194444,-1.265032,52.37088
357,Oxford,0.6407134169416276,0.35928598643831217,-1.2577263,51.75202
358,Middlesbrough,0.8858922711055239,0.11410738011330555,-1.234956,54.57423000000001
359,Hartlepool,0.9046592069741924,0.09534019046166044,-1.212926,54.69174
360,Loughborough,0.8506023821909037,0.14939693369503598,-1.206166,52.7721
361,Mansfield,0.8916155030989239,0.10838498418579008,-1.198674,53.1472
362,Nottingham,0.8822839264763389,0.11771579861672828,-1.1581086,52.95478000000001
363,Bicester,0.7350872596704529,0.264912231870215,-1.1535898999999998,51.8996
364,Leicester,0.875024205398467,0.12497586738973784,-1.1397592,52.63688000000001
