,"placename","himsel","himself","himsen","hissel","hisself","himseln","hissen","hisseln","longitude","latitude"
236,"Bridport",0.01,0.953777353187542,0.01,0.01,0.29916906753501,0.01,0.01,0.01,-2.758301,50.73358
237,"Shrewsbury",0.01,0.959616622707733,0.01,0.01,0.26136863676544,0.01,0.01,0.01,-2.7553268,52.7073
238,"Penrith",0.094761817782224,0.829428949208389,0.01,0.898704126271059,0.245330645059755,0.01,0.01,0.01,-2.752708,54.6641
239,"Kendal",0.077946254431872,0.922054232172403,0.01,0.01,0.01,0.01,0.01,0.01,-2.74629,54.32801
240,"Street",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.742919,51.12468
241,"Glastonbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.718454,51.14743
242,"Hereford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.715974,52.0564
243,"Ludlow",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.7139129,52.36775
244,"Preston",0.025616735769856,0.974382671180245,0.01,0.01,0.01,0.01,0.01,0.01,-2.70309,53.7632
245,"Whitchurch",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.682045,52.96872
246,"Wells",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.6445979,51.20935
247,"Yeovil",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.633308,50.94206
248,"Wigan",0.01,0.975708361889335,0.01,0.01,0.157230870615401,0.01,0.01,0.01,-2.6325074,53.54506
249,"Warrington",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.5969501,53.39004
250,"Arbroath",0.11046808506467,0.815888212775092,0.01,0.01,0.476654849500156,0.01,0.01,0.01,-2.591543,56.55911
251,"Bristol",0.01,0.970855572400711,0.01,0.01,0.188628497919297,0.01,0.01,0.01,-2.58791,51.45451
252,"Guernsey",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.585278,49.46569
253,"Ross-on-Wye",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.582446,51.91445
254,"Jedburgh",0.346662957192654,0.566672204800179,0.01,0.01,0.560926414895589,0.01,0.01,0.01,-2.5549369,55.47772
255,"Sedbergh",0.084560260507036,0.915439623960731,0.01,0.01,0.01,0.01,0.01,0.01,-2.528174,54.32363
256,"Sedbergh",0.084560260507036,0.915439623960731,0.01,0.01,0.01,0.01,0.01,0.01,-2.528174,54.32363
257,"Nantwich",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.524102,53.06719
258,"Banff",0.673827812509204,0.315725530103218,0.01,0.01,0.067615727484727,0.01,0.01,0.01,-2.524038,57.66651
259,"Dunbar",0.18904392764704,0.749974039999169,0.01,0.01,0.394693055286784,0.01,0.01,0.01,-2.516737,56.00209
260,"Cinderford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.5009579,51.8253
261,"Banchory",0.293617084791326,0.696081078274592,0.01,0.01,0.066679896253633,0.01,0.01,0.01,-2.4909599,57.05386
262,"Blackburn",0.022039222436499,0.977961689961439,0.01,0.01,0.01,0.01,0.01,0.01,-2.487529,53.74858
263,"Market Drayton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.483485,52.90355
264,"Telford",0.01,0.963396398828683,0.01,0.01,0.236907648716023,0.01,0.01,0.01,-2.4672611,52.67759
265,"Montrose",0.107606217627958,0.820657930261051,0.01,0.01,0.464306281635803,0.01,0.01,0.01,-2.466115,56.70692
266,"Turriff",0.659496344598706,0.33028043723564,0.01,0.01,0.066177625978548,0.01,0.01,0.01,-2.4623,57.53893
267,"Weymouth",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.457621,50.61443
268,"Crewe",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.4438209,53.10041
269,"Fortuneswell",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.442219,50.55919
270,"Dorchester",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.441181,50.71116
271,"Alston",0.112665461303946,0.849778128526232,0.01,0.01,0.243068121335774,0.01,0.01,0.01,-2.438685,54.81217
272,"Kelso",0.322275960122189,0.597156168442327,0.01,0.01,0.521466431162694,0.01,0.01,0.01,-2.432207,55.60003
273,"Wincanton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.416007,51.05569
274,"Clitheroe",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.393083,53.8711
275,"Sark",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.3666256,49.43007
276,"Bath",0.01,0.973434265816566,0.01,0.01,0.171932290203252,0.01,0.01,0.01,-2.3590167,51.38106
277,"Kidderminster",0.01,0.968598782995161,0.01,0.01,0.203230516382681,0.01,0.01,0.01,-2.2496839,52.3886
278,"Manchester",0.010522167428839,0.972378559116115,0.03018469660136,0.01,0.076615416130923,0.01,0.01,0.01,-2.2426305,53.48076
279,"Burnley",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.2405035,53.78929
280,"Gloucester",0.01,0.935657272607699,0.184576455083116,0.01,0.208220376661485,0.01,0.01,0.01,-2.238156,51.86424
281,"Newcastle-under-Lyme",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.2273002,53.01321
282,"Worcester",0.01,0.932701293846437,0.193054651562393,0.01,0.217784615304655,0.01,0.01,0.01,-2.221575,52.19364
283,"Trowbridge",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.208853,51.31966
284,"Shaftesbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.198083,51.0046
285,"Alderney",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.1973557,49.715
286,"Stoke-on-Trent",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.179404,53.00267
287,"Colne",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.176991,53.85564
288,"Blandford Forum",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.165353,50.85691
289,"Rochdale",0.01,0.97909008466422,0.059983058382055,0.01,0.067666783415009,0.01,0.01,0.01,-2.1561,53.60971
290,"Jersey",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.13125,49.21444
291,"Wolverhampton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.12882,52.58697
292,"Stafford",0.01,0.955594553245693,0.01,0.01,0.287405481000854,0.01,0.01,0.01,-2.12066,52.80669
293,"Macclesfield",0.01,0.973714633825532,0.100534372906439,0.01,0.056706314057102,0.01,0.01,0.01,-2.119287,53.25866
294,"Hexham",0.102710187933329,0.897288391379893,0.01,0.01,0.01,0.01,0.01,0.01,-2.1121439,54.97266
295,"Aberdeen",0.53619257359497,0.453292766505365,0.01,0.01,0.068047003357415,0.01,0.01,0.01,-2.094278,57.14972
296,"Dudley",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.081112,52.51226
297,"Cheltenham",0.01,0.945428616920385,0.156543826531813,0.01,0.176596817344912,0.01,0.01,0.01,-2.0782533,51.89939
298,"Bromsgrove",0.01,0.954154638532946,0.01,0.01,0.296725529367555,0.01,0.01,0.01,-2.061906,52.33559
299,"Skipton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-2.0162787,53.96285
300,"Fraserburgh",0.588869645429307,0.400521276816673,0.01,0.01,0.068672780145727,0.01,0.01,0.01,-2.007631,57.69335
301,"Berwick",0.305779681580953,0.610824974213065,0.01,0.01,0.539753706550765,0.01,0.01,0.01,-2.005395,55.77024
302,"Poole",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.987248,50.71505
303,"Walsall",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.982919,52.58621
304,"Cirencester",0.01,0.965452430894478,0.01,0.01,0.17887638958269,0.01,0.01,0.01,-1.968243,51.71849
305,"Evesham",0.01,0.940863118107623,0.169649501536929,0.01,0.191381306432317,0.01,0.01,0.01,-1.94677,52.09215
306,"Buxton",0.01,0.990169813018765,0.01,0.01,0.063632199978305,0.01,0.01,0.01,-1.91483,53.25908
307,"Keighley",0.01,0.94663316095893,0.306180830870086,0.01,0.01,0.01,0.01,0.01,-1.912358,53.8678
308,"Birmingham",0.01,0.988221082289739,0.01,0.01,0.07623201499409,0.01,0.01,0.01,-1.890401,52.48624
309,"Bournemouth",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.880769,50.71916
310,"Halifax",0.01,0.889521159131344,0.460985912402243,0.01,0.195014028843397,0.01,0.01,0.01,-1.85754,53.72702
311,"Salisbury",0.01,0.937692536672829,0.01,0.01,0.403263439504727,0.01,0.01,0.01,-1.794472,51.06878
312,"Ringwood",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.788817,50.84495
313,"Huddersfield",0.01,0.857448443438347,0.545241001019059,0.01,0.307542710559563,0.01,0.01,0.01,-1.7850351,53.64579
314,"Peterhead",0.582053717628245,0.40716703702934,0.01,0.01,0.069763414570435,0.01,0.01,0.01,-1.784066,57.50812
315,"Swindon",0.011194480547343,0.944026776875522,0.01,0.01,0.28981601987682,0.01,0.01,0.01,-1.7797176,51.55577
316,"Bradford",0.01,0.918523672059423,0.46745129135899,0.01,0.01,0.01,0.01,0.01,-1.759398,53.79598
317,"Ashbourne",0.01,0.876478854713992,0.551198330026332,0.01,0.177658821019774,0.01,0.01,0.01,-1.732179,53.01663
318,"Marlborough",0.011030380118518,0.988968730313666,0.01,0.01,0.01,0.01,0.01,0.01,-1.727062,51.42007
319,"Stratford-upon-Avon",0.020513631116261,0.979484676676843,0.01,0.01,0.01,0.01,0.01,0.01,-1.708298,52.19173
320,"Alnwick",0.078986802535501,0.921012370805729,0.01,0.01,0.01,0.01,0.01,0.01,-1.706299,55.41274
321,"Otley",0.01,0.94173537413553,0.334293451025051,0.01,0.01,0.01,0.01,0.01,-1.691786,53.90583
322,"Bishop Auckland",0.05451872580849,0.945480536922042,0.01,0.01,0.01,0.01,0.01,0.01,-1.678788,54.66382
323,"Burton upon Trent",0.01,0.959377790700093,0.233055159949944,0.01,0.01,0.01,0.01,0.01,-1.6371359,52.81403
324,"Newcastle",0.027016338710341,0.959474708036523,0.01,0.01,0.08742887846184,0.01,0.01,0.01,-1.61778,54.97825
325,"Durham",0.22326817838997,0.756436349539295,0.116451649514048,0.01,0.01,0.01,0.01,0.01,-1.584852,54.77525
326,"Ashington",0.07354628503172,0.92645358697985,0.01,0.01,0.01,0.01,0.01,0.01,-1.5659829,55.18298
327,"Darlington",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.559458,54.52361
328,"Leeds",0.01,0.915335783957413,0.3122612254106,0.01,0.195700741186938,0.01,0.01,0.01,-1.5490774,53.80076
329,"Harrogate",0.01,0.94749503298651,0.301234557604033,0.01,0.01,0.01,0.01,0.01,-1.541812,53.99212
330,"Leamington Spa",0.012145029138425,0.963566004167447,0.01,0.01,0.157212477934944,0.01,0.01,0.01,-1.5200789,52.28519
331,"Coventry",0.012765852846788,0.96170380677452,0.01,0.01,0.165248779933527,0.01,0.01,0.01,-1.519693,52.40682
332,"Blyth",0.098557327273482,0.901441991512808,0.01,0.01,0.01,0.01,0.01,0.01,-1.510277,55.12696
333,"Wakefield",0.01,0.795185977445956,0.96143086073289,0.01,0.241019656152311,0.01,0.01,0.01,-1.505924,53.6833
334,"Andover",0.01,0.965788180238555,0.01,0.01,0.221417920187954,0.01,0.01,0.01,-1.4919233,51.2112
335,"Witney",0.01,0.973423881816231,0.01,0.01,0.171998288786231,0.01,0.01,0.01,-1.4850544,51.78594
336,"Barnsley",0.01,0.805126927097397,0.958337799100928,0.01,0.180183188409018,0.01,0.01,0.01,-1.479726,53.55263
337,"Derby",0.01,0.895841554000269,0.42685869020501,0.01,0.192615408245145,0.01,0.01,0.01,-1.4746186,52.92253
338,"Sheffield",0.01,0.802752452354748,0.912649526261246,0.01,0.247094012494746,0.01,0.01,0.01,-1.470085,53.38113
339,"Nuneaton",0.01,0.971042484406694,0.01,0.01,0.187413438467478,0.01,0.01,0.01,-1.465382,52.52049
340,"Northallerton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.429959,54.33796
341,"South Shields",0.067912302531643,0.916415719991968,0.029972067480107,0.01,0.067622851568022,0.01,0.01,0.01,-1.427406,54.99942
342,"Chesterfield",0.01,0.82962278388126,0.837868875133961,0.01,0.157533061683226,0.01,0.01,0.01,-1.421629,53.23505
343,"Southampton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.4043509,50.9097
344,"Wetherby",0.01,0.91815677071435,0.30186289284233,0.01,0.189183885180209,0.01,0.01,0.01,-1.384816,53.92706
345,"Sunderland",0.139379671996106,0.849899275196777,0.061513106320419,0.01,0.01,0.01,0.01,0.01,-1.383801,54.90687
346,"Rotherham",0.01,0.786972233183108,1,0.01,0.250688493364364,0.01,0.01,0.01,-1.3635009,53.4326
347,"Castleford",0.01,0.832710293313394,0.959808190937654,0.01,0.01,0.01,0.01,0.01,-1.345968,53.72347
348,"Thirsk",0.01,0.944390216887157,0.319061008194075,0.01,0.01,0.01,0.01,0.01,-1.341377,54.23385
349,"Banbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.339775,52.0629
350,"Stockton",0.036955928433489,0.963043342817387,0.01,0.01,0.01,0.01,0.01,0.01,-1.3289821,54.57046
351,"Newbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.3231139,51.40141
352,"Isle of Wight",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.304734,50.69385
353,"Isle of Wight",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.304734,50.69385
354,"Abingdon",0.01,0.972759305794961,0.01,0.01,0.176307283846464,0.01,0.01,0.01,-1.2879529,51.67078
355,"Shetland Islands",1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.2659409,60.52965
356,"Rugby",0.01,0.971866281766386,0.01,0.01,0.182087066065478,0.01,0.01,0.01,-1.265032,52.37088
357,"Oxford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.2577263,51.75202
358,"Middlesbrough",0.036398901598202,0.963600617501889,0.01,0.01,0.01,0.01,0.01,0.01,-1.234956,54.57423
359,"Hartlepool",0.068681791198963,0.931316760468801,0.01,0.01,0.01,0.01,0.01,0.01,-1.212926,54.69174
360,"Loughborough",0.01,0.962984500148837,0.212369287553432,0.01,0.01,0.01,0.01,0.01,-1.206166,52.7721
361,"Mansfield",0.01,0.898423708749558,0.416270725108596,0.01,0.187837702270759,0.01,0.01,0.01,-1.198674,53.1472
362,"Nottingham",0.01,0.95852630267284,0.237954486803123,0.01,0.01,0.01,0.01,0.01,-1.1581086,52.95478
363,"Bicester",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.1535899,51.8996
364,"Leicester",0.01,0.965241289554391,0.199419802707899,0.01,0.01,0.01,0.01,0.01,-1.1397592,52.63688
365,"Doncaster",0.01,0.808799401881583,0.897539334749074,0.01,0.225002790265957,0.01,0.01,0.01,-1.128462,53.52282
366,"Worksop",0.01,0.856278512734247,0.274863502410919,0.01,0.620146096578106,0.01,0.01,0.01,-1.122745,53.3093
367,"Basingstoke",0.01,0.985946986216973,0.01,0.01,0.090963431901224,0.01,0.01,0.01,-1.0923964,51.26654
368,"Portsmouth",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.0879769,50.81977
369,"York",0.013874933273628,0.986123514222618,0.01,0.01,0.01,0.01,0.01,0.01,-1.0872979,53.95997
370,"Selby",0.012382542370462,0.925705938955923,0.35521502857148,0.01,0.01,0.01,0.01,0.01,-1.067189,53.78352
371,"Helmsley",0.016662387581795,0.983337140800119,0.01,0.01,0.01,0.01,0.01,0.01,-1.0562636,54.24651
372,"Towcester",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.989688,52.13511
373,"Reading",0.01,0.984496687503896,0.01,0.01,0.100340898587061,0.01,0.01,0.01,-0.9781303,51.45426
374,"Retford",0.01,0.798010425536335,0.772594137834787,0.01,0.435781048872063,0.01,0.01,0.01,-0.945503,53.32136
375,"Petersfield",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.93899,51.00759
376,"Northampton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.902656,52.24048
377,"Melton Mowbray",0.01,0.973752708493416,0.01,0.01,0.169889627339203,0.01,0.01,0.01,-0.887126,52.7664
378,"Aylesbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.8084,51.81561
379,"Newark-on-Trent",0.01,0.905311762303311,0.543252272328515,0.01,0.01,0.01,0.01,0.01,-0.80657,53.07004
380,"Malton",0.013009270767359,0.947962313001463,0.074638779226451,0.01,0.168399730611079,0.01,0.01,0.01,-0.797897,54.13684
381,"Chichester",0.01,0.988598367635146,0.01,0.01,0.073802590576558,0.01,0.01,0.01,-0.774936,50.83761
382,"Gainsborough",0.01,0.871802593231017,0.588411524232263,0.01,0.165946492040898,0.01,0.01,0.01,-0.774465,53.40058
383,"Milton Keynes",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.7594171,52.04062
384,"Aldershot",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.7557509,51.24837
385,"High Wycombe",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.748229,51.62861
386,"Midhurst",0.01,0.977625940617362,0.01,0.01,0.144814332723634,0.01,0.01,0.01,-0.737274,50.9869
387,"Kettering",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.730249,52.39632
388,"Wellingborough",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.693964,52.30242
389,"Corby",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.6842333,52.4923
390,"Bognor Regis",0.01,0.989034495649104,0.01,0.01,0.070962657661228,0.01,0.01,0.01,-0.673061,50.783
391,"Scunthorpe",0.01,0.834174437360245,0.951399977182137,0.01,0.01,0.01,0.01,0.01,-0.654413,53.58865
392,"Grantham",0.01,0.972295487113454,0.01,0.01,0.179317858719213,0.01,0.01,0.01,-0.643582,52.91252
393,"Whitby",0.041845657809184,0.88841007109579,0.080027766698173,0.01,0.361116713050124,0.01,0.01,0.01,-0.613347,54.48633
394,"Slough",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.5950406,51.51054
395,"Guildford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.570409,51.23622
396,"Woking",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.5600349,51.31677
397,"Lincoln",0.01,0.890116508483731,0.630440915983297,0.01,0.01,0.01,0.01,0.01,-0.540579,53.23069
398,"Bedford",0.056883045615792,0.943116446179724,0.01,0.01,0.01,0.01,0.01,0.01,-0.4667782,52.13864
399,"Heathrow",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.4542955,51.47002
400,"Driffield",0.01,0.942881075505526,0.131081772250917,0.01,0.221809677560854,0.01,0.01,0.01,-0.443377,54.006
401,"Beverley",0.01,0.974323828511695,0.073660570087132,0.01,0.083096360485067,0.01,0.01,0.01,-0.435093,53.84196
402,"Luton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.4200255,51.87867
403,"Scarborough",0.01,0.867347857088462,0.15221427105417,0.01,0.686850613484384,0.01,0.01,0.01,-0.399752,54.28311
404,"Worthing",0.01,0.992063162412688,0.01,0.01,0.051373355238471,0.01,0.01,0.01,-0.372882,50.81787
405,"Dorking",0.030554656597292,0.969446809688968,0.01,0.01,0.01,0.01,0.01,0.01,-0.332378,51.2322
406,"Hull",0.01,0.953919267858748,0.19829144051116,0.01,0.07456408339192,0.01,0.01,0.01,-0.3274198,53.76762
407,"Horsham",0.01,0.978640111316482,0.01,0.01,0.138236922008897,0.01,0.01,0.01,-0.325858,51.06288
408,"Biggleswade",0.052076228672643,0.947924238333575,0.01,0.01,0.01,0.01,0.01,0.01,-0.26422,52.08694
409,"Peterborough",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.2405299,52.5695
410,"Welwyn Garden City",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.208661,51.80317
411,"Bridlington",0.01,0.941918824808066,0.133296038340365,0.01,0.2255565421241,0.01,0.01,0.01,-0.198802,54.08535
412,"Stevenage",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.196612,51.90376
413,"Crawley",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.1872275,51.10914
414,"Huntingdon",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.182552,52.33146
415,"Hove",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.168749,50.82793
416,"Spalding",0.01,0.983236762130239,0.01,0.01,0.108496786612781,0.01,0.01,0.01,-0.1537024,52.7901
417,"Brighton",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.137163,50.82253
418,"London",0.01,0.980170020698774,0.01,0.01,0.074870441376389,0.01,0.01,0.01,-0.1277583,51.50735
419,"Grimsby",0.01,0.953611209182225,0.199609117493824,0.01,0.075059565625375,0.01,0.01,0.01,-0.080784,53.56747
420,"Boston",0.01,0.972852761797952,0.01,0.01,0.175708054349676,0.01,0.01,0.01,-0.026577,52.97894
421,"Royston",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-0.024066,52.04814
422,"Louth_Lincs",0.01,0.919063640076702,0.464354377102622,0.01,0.01,0.01,0.01,0.01,-0.007711,53.36596
423,"Lewes",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.00878,50.87387
424,"Chatteris",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.054012,52.4561
425,"Uckfield",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.095913,50.96641
426,"Cambridge",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.121817,52.20534
427,"Bishop's Stortford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.1536502,51.87216
428,"Wisbech",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.158797,52.66632
429,"Sevenoaks",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.190898,51.27241
430,"Tunbridge Wells",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.263695,51.13238
431,"Eastbourne",0.01,0.983243684797132,0.01,0.01,0.108448150182486,0.01,0.01,0.01,0.290472,50.76803
432,"Brentwood",0.01,0.960101209389905,0.01,0.01,0.258245286309963,0.01,0.01,0.01,0.3071749,51.62047
433,"Skegness",0.01,0.981298415401548,0.01,0.01,0.12105246815658,0.01,0.01,0.01,0.337881,53.1464
434,"Downham Market",0.01,0.950627539753413,0.01,0.01,0.319545155509105,0.01,0.01,0.01,0.385472,52.60661
435,"King's Lynn",0.01,0.954628841214787,0.01,0.01,0.293646446800729,0.01,0.01,0.01,0.4022963,52.75168
436,"Bexhill",0.01,0.963496777498563,0.01,0.01,0.236249298288997,0.01,0.01,0.01,0.4662071,50.84991
437,"Chelmsford",0.01,0.955092659896298,0.01,0.01,0.232524612475632,0.01,0.01,0.01,0.4685497,51.73559
438,"Mildenhall",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.5156095,52.34757
439,"Medway",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.5417861,51.40474
440,"Braintree",0.019480349043567,0.980519615376625,0.01,0.01,0.01,0.01,0.01,0.01,0.5509269,51.88009
441,"Gillingham",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.551438,51.38632
442,"Hastings",0.01,0.965549348230907,0.01,0.01,0.222964563151884,0.01,0.01,0.01,0.573453,50.85426
443,"Maldon",0.017921988242258,0.98207721542647,0.01,0.01,0.01,0.01,0.01,0.01,0.671448,51.73181
444,"Southend",0.01,0.966965033609547,0.01,0.01,0.213800953381567,0.01,0.01,0.01,0.7077123,51.54593
445,"Bury St Edmunds",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.7104932,52.24292
446,"Thetford",0.01,0.97450381785079,0.01,0.01,0.165009406254255,0.01,0.01,0.01,0.751657,52.41286
447,"Ashford",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.875019,51.14647
448,"Faversham",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.889358,51.31599
449,"Colchester",0.01,0.967574228295706,0.01,0.01,0.209878473444263,0.01,0.01,0.01,0.891874,51.89593
450,"New Romney",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.939473,50.98512
451,"Canterbury",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,1.0789089,51.28023
452,"Ipswich",0.01,0.972132804441583,0.01,0.01,0.180364538894157,0.01,0.01,0.01,1.14822,52.05674
453,"Clacton",0.01,0.968242265650422,0.01,0.01,0.205545776245268,0.01,0.01,0.01,1.153035,51.78953
454,"Folkestone",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,1.169456,51.0814
455,"Sheringham",0.01,0.949419534381421,0.01,0.01,0.327366458050508,0.01,0.01,0.01,1.2109589,52.94442
456,"Harwich",0.01,0.972454708451883,0.01,0.01,0.178283253641426,0.01,0.01,0.01,1.260297,51.93473
457,"Norwich",0.01,0.941236942119585,0.01,0.01,0.380331239405446,0.01,0.01,0.01,1.297355,52.63089
458,"Cromer",0.01,0.941686915467315,0.01,0.01,0.377426472851575,0.01,0.01,0.01,1.301866,52.93145
459,"Dover",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,1.3134027,51.12788
460,"Felixstowe",0.01,0.972112036440922,0.01,0.01,0.180509865712822,0.01,0.01,0.01,1.351255,51.96173
461,"Margate",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,1.3868339,51.38965
462,"Ramsgate",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,1.419895,51.33555
463,"Great Yarmouth",0.01,0.960751940077394,0.01,0.01,0.254015753902082,0.01,0.01,0.01,1.728047,52.59823
464,"Lowestoft",0.01,0.9606031027393,0.01,0.01,0.254979454188582,0.01,0.01,0.01,1.753449,52.48114
465,"Swaffham",0.01,0.946837379632128,0.01,0.01,0.344084642891435,0.01,0.01,0.01,0.687481,52.64747
466,"Dereham",0.01,0.949198009041004,0.01,0.01,0.328807897570558,0.01,0.01,0.01,0.937827,52.68162
467,"Ely",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.262363,52.39954
468,"March",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.088622,52.55172
469,"St Neots",0.065555555429409,0.934445805902265,0.01,0.01,0.01,0.01,0.01,0.01,-0.265103,52.23008
470,"Banham",0.01,0.95624182259974,0.01,0.01,0.283220955773288,0.01,0.01,0.01,1.0402849,52.45125
471,"Holt",0.01,0.949530297051635,0.01,0.01,0.326650465276568,0.01,0.01,0.01,1.086747,52.90936
472,"Cromer",0.01,0.941686915467315,0.01,0.01,0.377426472851575,0.01,0.01,0.01,1.301866,52.93145
473,"Hunstanton",0.01,0.942008819477612,0.01,0.01,0.375325764390615,0.01,0.01,0.01,0.491032,52.93891
474,"Horncastle",0.01,0.91561615196638,0.403444603679634,0.01,0.091025039539783,0.01,0.01,0.01,-0.11245,53.20731
475,"Market Weighton",0.01,0.974808415193867,0.072266694548546,0.01,0.081523931924052,0.01,0.01,0.01,-0.6677465,53.86484
476,"Hawes",0.09548505749807,0.904515655611169,0.01,0.01,0.01,0.01,0.01,0.01,-2.1968695,54.30383
477,"Reeth",0.028582438706851,0.971416308418656,0.01,0.01,0.01,0.01,0.01,0.01,-1.9428115,54.38946
478,"Aysgarth",0.01,1,0.01,0.01,0.01,0.01,0.01,0.01,-1.9967434,54.29159
479,"Stanhope",0.102872993823487,0.897125708708025,0.01,0.01,0.01,0.01,0.01,0.01,-2.011302,54.74946
