placename,bottoms,jeans,joggers,kecks,pants,slacks,strides,trackies,trens,trousers,longitude,latitude
Retford,0.00000000,0.00000000,0.00000000,0.000000000,0.068181818,0.00000000,0,0.00000000,0.000000000,0.9318182, -0.9455030,53.32136
Petersfield,0.00000000,0.01492537,0.00000000,0.000000000,0.007462687,0.00000000,0,0.00000000,0.000000000,0.9776119, -0.9389900,51.00759
Northampton,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -0.9026560,52.24048
Melton Mowbray,0.00000000,0.00000000,0.00000000,0.000000000,0.044117647,0.00000000,0,0.00000000,0.000000000,0.9558824, -0.8871260,52.76640
Aylesbury,0.00000000,0.00000000,0.00000000,0.000000000,0.022388060,0.00000000,0,0.00000000,0.000000000,0.9776119, -0.8084000,51.81561
Newark-on-Trent,0.00000000,0.00000000,0.00000000,0.000000000,0.082089552,0.01492537,0,0.00000000,0.000000000,0.9029851, -0.8065700,53.07004
Malton,0.00000000,0.00000000,0.00000000,0.000000000,0.028571429,0.00000000,0,0.00000000,0.000000000,0.9714286, -0.7978970,54.13684
Chichester,0.00000000,0.01470588,0.00000000,0.000000000,0.014705882,0.00000000,0,0.00000000,0.000000000,0.9705882, -0.7749360,50.83761
Gainsborough,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -0.7744650,53.40057
Milton Keynes,0.00000000,0.00000000,0.00000000,0.000000000,0.036231884,0.00000000,0,0.00000000,0.000000000,0.9637681, -0.7594171,52.04062
Aldershot,0.00000000,0.01449275,0.00000000,0.000000000,0.043478261,0.00000000,0,0.00000000,0.000000000,0.9420290, -0.7557509,51.24837
High Wycombe,0.00000000,0.00000000,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9850746, -0.7482290,51.62861
Midhurst,0.00000000,0.01449275,0.00000000,0.000000000,0.007246377,0.00000000,0,0.00000000,0.000000000,0.9782609, -0.7372740,50.98690
Kettering,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -0.7302490,52.39632
Wellingborough,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -0.6939640,52.30242
Corby,0.00000000,0.00000000,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9696970, -0.6842333,52.49230
Bognor Regis,0.00000000,0.01428571,0.00000000,0.000000000,0.028571429,0.00000000,0,0.00000000,0.000000000,0.9571429, -0.6730610,50.78300
Scunthorpe,0.00000000,0.00000000,0.00000000,0.014492754,0.094202899,0.00000000,0,0.00000000,0.000000000,0.8913043, -0.6544130,53.58865
Grantham,0.00000000,0.00000000,0.00000000,0.000000000,0.080882353,0.00000000,0,0.00000000,0.000000000,0.9191176, -0.6435820,52.91252
Whitby,0.00000000,0.00000000,0.00000000,0.000000000,0.066176471,0.00000000,0,0.00000000,0.000000000,0.9338235, -0.6133470,54.48634
Slough,0.00000000,0.00000000,0.01515152,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9242424, -0.5950406,51.51054
Guildford,0.00000000,0.00000000,0.00000000,0.000000000,0.064285714,0.00000000,0,0.00000000,0.000000000,0.9357143, -0.5704090,51.23622
Woking,0.00000000,0.00000000,0.00000000,0.000000000,0.065217391,0.00000000,0,0.00000000,0.000000000,0.9347826, -0.5600349,51.31677
Lincoln,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -0.5405790,53.23069
Bedford,0.00000000,0.00000000,0.00000000,0.000000000,0.036764706,0.00000000,0,0.00000000,0.000000000,0.9632353, -0.4667782,52.13864
Heathrow,0.00000000,0.00000000,0.01470588,0.000000000,0.029411765,0.00000000,0,0.00000000,0.000000000,0.9558824, -0.4542955,51.47002
Driffield,0.00000000,0.00000000,0.00000000,0.013888889,0.118055556,0.00000000,0,0.00000000,0.000000000,0.8680556, -0.4433770,54.00600
Beverley,0.00000000,0.00000000,0.00000000,0.013888889,0.118055556,0.00000000,0,0.00000000,0.000000000,0.8680556, -0.4350930,53.84196
Luton,0.00000000,0.01428571,0.01428571,0.000000000,0.021428571,0.00000000,0,0.00000000,0.000000000,0.9500000, -0.4200255,51.87867
Scarborough,0.00000000,0.00000000,0.00000000,0.014084507,0.077464789,0.00000000,0,0.00000000,0.000000000,0.9084507, -0.3997520,54.28311
Worthing,0.00000000,0.00000000,0.00000000,0.000000000,0.014285714,0.00000000,0,0.00000000,0.000000000,0.9857143, -0.3728820,50.81787
Dorking,0.00000000,0.00000000,0.00000000,0.000000000,0.021428571,0.00000000,0,0.00000000,0.000000000,0.9785714, -0.3323780,51.23220
Hull,0.00000000,0.00000000,0.00000000,0.014084507,0.105633803,0.00000000,0,0.00000000,0.000000000,0.8802817, -0.3274198,53.76762
Horsham,0.00000000,0.00000000,0.00000000,0.000000000,0.034722222,0.00000000,0,0.00000000,0.000000000,0.9652778, -0.3258580,51.06288
Biggleswade,0.00000000,0.00000000,0.00000000,0.000000000,0.014492754,0.00000000,0,0.00000000,0.000000000,0.9855072, -0.2642200,52.08694
Peterborough,0.00000000,0.00000000,0.00000000,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9846154, -0.2405299,52.56950
Welwyn Garden City,0.00000000,0.00000000,0.01492537,0.000000000,0.052238806,0.00000000,0,0.00000000,0.000000000,0.9328358, -0.2086610,51.80317
Bridlington,0.00000000,0.00000000,0.00000000,0.014492754,0.094202899,0.00000000,0,0.00000000,0.000000000,0.8913043, -0.1988020,54.08535
Stevenage,0.00000000,0.00000000,0.01449275,0.000000000,0.021739130,0.00000000,0,0.00000000,0.000000000,0.9637681, -0.1966120,51.90376
Crawley,0.00000000,0.00000000,0.00000000,0.000000000,0.021739130,0.00000000,0,0.00000000,0.000000000,0.9782609, -0.1872275,51.10914
Huntingdon,0.00000000,0.00000000,0.00000000,0.000000000,0.044776119,0.00000000,0,0.00000000,0.000000000,0.9552239, -0.1825520,52.33146
Hove,0.00000000,0.00000000,0.00000000,0.000000000,0.028169014,0.00000000,0,0.01408451,0.000000000,0.9577465, -0.1687490,50.82793
Spalding,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -0.1537024,52.79010
Brighton,0.00000000,0.00000000,0.00000000,0.000000000,0.028571429,0.00000000,0,0.01428571,0.000000000,0.9571429, -0.1371630,50.82253
London,0.00000000,0.00000000,0.00000000,0.000000000,0.089552239,0.00000000,0,0.00000000,0.000000000,0.9104478, -0.1277583,51.50735
Grimsby,0.00000000,0.00000000,0.00000000,0.014705882,0.110294118,0.00000000,0,0.00000000,0.000000000,0.8750000, -0.0807840,53.56747
Boston,0.00000000,0.00000000,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.000000000,0.9242424, -0.0265770,52.97894
Royston,0.00000000,0.00000000,0.00000000,0.000000000,0.042857143,0.00000000,0,0.00000000,0.000000000,0.9571429, -0.0240660,52.04814
Louth_Lincs,0.00000000,0.00000000,0.00000000,0.014925373,0.141791045,0.00000000,0,0.00000000,0.000000000,0.8432836, -0.0077110,53.36596
Lewes,0.00000000,0.00000000,0.00000000,0.000000000,0.028169014,0.00000000,0,0.01408451,0.000000000,0.9577465,  0.0087800,50.87387
Chatteris,0.00000000,0.00000000,0.00000000,0.000000000,0.029411765,0.00000000,0,0.00000000,0.000000000,0.9705882,  0.0540120,52.45610
Uckfield,0.00000000,0.00000000,0.00000000,0.000000000,0.028169014,0.00000000,0,0.01408451,0.000000000,0.9577465,  0.0959130,50.96641
Cambridge,0.00000000,0.00000000,0.00000000,0.000000000,0.043478261,0.00000000,0,0.00000000,0.000000000,0.9565217,  0.1218170,52.20534
Bishop's Stortford,0.00000000,0.00000000,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9850746,  0.1536502,51.87216
Wisbech,0.00000000,0.00000000,0.00000000,0.000000000,0.059701493,0.00000000,0,0.00000000,0.000000000,0.9402985,  0.1587970,52.66632
Sevenoaks,0.00000000,0.01470588,0.00000000,0.000000000,0.000000000,0.00000000,0,0.01470588,0.000000000,0.9705882,  0.1908980,51.27241
Tunbridge Wells,0.00000000,0.01470588,0.00000000,0.000000000,0.014705882,0.00000000,0,0.01470588,0.000000000,0.9558824,  0.2636950,51.13238
Eastbourne,0.00000000,0.00000000,0.00000000,0.000000000,0.028571429,0.00000000,0,0.01428571,0.000000000,0.9571429,  0.2904720,50.76803
Brentwood,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.3071749,51.62047
Skegness,0.00000000,0.00000000,0.00000000,0.000000000,0.107692308,0.00000000,0,0.00000000,0.000000000,0.8923077,  0.3378810,53.14640
Downham Market,0.00000000,0.00000000,0.00000000,0.000000000,0.059701493,0.00000000,0,0.00000000,0.000000000,0.9402985,  0.3854720,52.60661
King's Lynn,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455,  0.4022963,52.75168
Bexhill,0.00000000,0.00000000,0.00000000,0.000000000,0.028571429,0.00000000,0,0.01428571,0.000000000,0.9571429,  0.4662071,50.84991
Chelmsford,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.4685497,51.73559
Mildenhall,0.00000000,0.00000000,0.00000000,0.000000000,0.044117647,0.00000000,0,0.00000000,0.000000000,0.9558824,  0.5156095,52.34757
Medway,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.5417861,51.40474
Braintree,0.00000000,0.00000000,0.00000000,0.000000000,0.015151515,0.00000000,0,0.00000000,0.000000000,0.9848485,  0.5509269,51.88009
Gillingham,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.5514380,51.38632
Hastings,0.00000000,0.00000000,0.00000000,0.000000000,0.028985507,0.00000000,0,0.01449275,0.000000000,0.9565217,  0.5734530,50.85426
Maldon,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.6714480,51.73180
Southend,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.7077123,51.54593
Bury St Edmunds,0.00000000,0.00000000,0.00000000,0.000000000,0.044117647,0.00000000,0,0.00000000,0.000000000,0.9558824,  0.7104932,52.24292
Thetford,0.00000000,0.00000000,0.00000000,0.000000000,0.059701493,0.00000000,0,0.00000000,0.000000000,0.9402985,  0.7516570,52.41286
Ashford,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.01449275,0.000000000,0.9855072,  0.8750190,51.14647
Faversham,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  0.8893580,51.31599
Colchester,0.00000000,0.00000000,0.00000000,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9846154,  0.8918740,51.89593
New Romney,0.00000000,0.00000000,0.00000000,0.000000000,0.014492754,0.00000000,0,0.01449275,0.000000000,0.9710145,  0.9394730,50.98512
Canterbury,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  1.0789089,51.28023
Ipswich,0.00000000,0.00000000,0.00000000,0.000000000,0.015151515,0.00000000,0,0.00000000,0.000000000,0.9848485,  1.1482200,52.05674
Clacton,0.00000000,0.00000000,0.00000000,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9846154,  1.1530350,51.78953
Folkestone,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  1.1694560,51.08140
Sheringham,0.00000000,0.00000000,0.00000000,0.000000000,0.038461538,0.00000000,0,0.00000000,0.000000000,0.9615385,  1.2109589,52.94442
Harwich,0.00000000,0.00000000,0.00000000,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9846154,  1.2602970,51.93473
Norwich,0.00000000,0.00000000,0.00000000,0.000000000,0.053030303,0.00000000,0,0.00000000,0.000000000,0.9469697,  1.2973550,52.63089
Cromer,0.00000000,0.00000000,0.00000000,0.000000000,0.038461538,0.00000000,0,0.00000000,0.000000000,0.9615385,  1.3018660,52.93145
Dover,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  1.3134027,51.12788
Felixstowe,0.00000000,0.00000000,0.00000000,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9846154,  1.3512550,51.96173
Margate,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  1.3868339,51.38965
Ramsgate,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000,  1.4198950,51.33555
Great Yarmouth,0.00000000,0.00000000,0.00000000,0.000000000,0.037878788,0.00000000,0,0.00000000,0.000000000,0.9621212,  1.7280470,52.59823
Lowestoft,0.00000000,0.00000000,0.00000000,0.000000000,0.037878788,0.00000000,0,0.00000000,0.000000000,0.9621212,  1.7534490,52.48114
Swaffham,0.00000000,0.00000000,0.00000000,0.000000000,0.059701493,0.00000000,0,0.00000000,0.000000000,0.9402985,  0.6874810,52.64747
Dereham,0.00000000,0.00000000,0.00000000,0.000000000,0.053030303,0.00000000,0,0.00000000,0.000000000,0.9469697,  0.9378270,52.68162
Ely,0.00000000,0.00000000,0.00000000,0.000000000,0.029411765,0.00000000,0,0.00000000,0.000000000,0.9705882,  0.2623630,52.39954
March,0.00000000,0.00000000,0.00000000,0.000000000,0.044776119,0.00000000,0,0.00000000,0.000000000,0.9552239,  0.0886220,52.55172
St Neots,0.00000000,0.00000000,0.00000000,0.000000000,0.029411765,0.00000000,0,0.00000000,0.000000000,0.9705882, -0.2651030,52.23008
Banham,0.00000000,0.00000000,0.00000000,0.000000000,0.068181818,0.00000000,0,0.00000000,0.000000000,0.9318182,  1.0402849,52.45125
Holt,0.00000000,0.00000000,0.00000000,0.000000000,0.053846154,0.00000000,0,0.00000000,0.000000000,0.9461538,  1.0867470,52.90936
Cromer,0.00000000,0.00000000,0.00000000,0.000000000,0.038461538,0.00000000,0,0.00000000,0.000000000,0.9615385,  1.3018660,52.93145
Hunstanton,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462,  0.4910320,52.93891
Horncastle,0.00000000,0.00000000,0.00000000,0.000000000,0.113636364,0.00000000,0,0.00000000,0.000000000,0.8863636, -0.1124500,53.20731
Market Weighton,0.00000000,0.00000000,0.00000000,0.013888889,0.118055556,0.00000000,0,0.00000000,0.000000000,0.8680556, -0.6677465,53.86484
Hawes,0.00000000,0.00000000,0.00000000,0.000000000,0.216417910,0.00000000,0,0.00000000,0.000000000,0.7835821, -2.1968695,54.30383
Reeth,0.00000000,0.00000000,0.00000000,0.000000000,0.038461538,0.00000000,0,0.00000000,0.000000000,0.9615385, -1.9428115,54.38946
Aysgarth,0.00000000,0.00000000,0.00000000,0.007692308,0.084615385,0.00000000,0,0.00000000,0.000000000,0.9076923, -1.9967434,54.29159
Stanhope,0.01492537,0.00000000,0.00000000,0.000000000,0.194029851,0.00000000,0,0.00000000,0.000000000,0.7910448, -2.0113020,54.74946
Keswick,0.00000000,0.00000000,0.00000000,0.021428571,0.271428571,0.00000000,0,0.00000000,0.000000000,0.7071429, -3.1347060,54.60128
Oxenholme,0.00000000,0.00000000,0.00000000,0.021739130,0.369565217,0.00000000,0,0.00000000,0.000000000,0.6086957, -2.7243328,54.30134
