placename,bottoms,jeans,joggers,kecks,pants,slacks,strides,trackies,trens,trousers,longitude,latitude
Merthyr Tydfil,0.00000000,0.00000000,0.00000000,0.000000000,0.058823529,0.00000000,0,0.00000000,0.000000000,0.9411765, -3.3816460,51.74873
Llandrindod Wells,0.00000000,0.00000000,0.00000000,0.000000000,0.057142857,0.00000000,0,0.00000000,0.000000000,0.9428571, -3.3777420,52.24170
Corwen,0.00000000,0.00000000,0.00000000,0.000000000,0.250000000,0.00000000,0,0.00000000,0.000000000,0.7500000, -3.3692420,52.98005
Cockermouth,0.00000000,0.00000000,0.00000000,0.007142857,0.257142857,0.00000000,0,0.00000000,0.000000000,0.7357143, -3.3679850,54.66326
Lockerbie,0.00000000,0.00000000,0.00000000,0.000000000,0.159420290,0.00000000,0,0.00000000,0.007246377,0.8333333, -3.3490080,55.12224
Blairgowrie,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -3.3378318,56.58941
Elgin,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -3.3184850,57.64945
Newtown,0.00000000,0.00000000,0.00000000,0.000000000,0.029850746,0.00000000,0,0.00000000,0.000000000,0.9701493, -3.3131060,52.51211
Ruthin,0.00000000,0.00000000,0.00000000,0.000000000,0.371428571,0.00000000,0,0.00000000,0.000000000,0.6285714, -3.3103108,53.11487
Ruthin,0.00000000,0.00000000,0.00000000,0.000000000,0.371428571,0.00000000,0,0.00000000,0.000000000,0.6285714, -3.3103108,53.11487
Sidmouth,0.00000000,0.00000000,0.00000000,0.000000000,0.023076923,0.00000000,0,0.00000000,0.000000000,0.9769231, -3.2375600,50.67865
Barrow-in-Furness,0.00000000,0.00000000,0.00000000,0.021428571,0.464285714,0.00000000,0,0.00000000,0.000000000,0.5142857, -3.2188940,54.10897
Peebles,0.00000000,0.01470588,0.00000000,0.000000000,0.110294118,0.00000000,0,0.00000000,0.007352941,0.8676471, -3.1936420,55.65307
Edinburgh,0.00000000,0.01470588,0.00000000,0.000000000,0.125000000,0.00000000,0,0.00000000,0.007352941,0.8529412, -3.1882670,55.95325
Cardiff,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455, -3.1790900,51.48158
Llangollen,0.00000000,0.00000000,0.00000000,0.000000000,0.178571429,0.00000000,0,0.00000000,0.000000000,0.8214286, -3.1716600,52.96921
Kirkcaldy,0.00000000,0.01492537,0.00000000,0.000000000,0.082089552,0.00000000,0,0.00000000,0.007462687,0.8955224, -3.1581370,56.11682
Welshpool,0.00000000,0.00000000,0.00000000,0.000000000,0.082089552,0.00000000,0,0.00000000,0.000000000,0.9179104, -3.1464070,52.66035
Mold,0.00000000,0.00000000,0.00000000,0.000000000,0.357142857,0.00000000,0,0.00000000,0.000000000,0.6428571, -3.1419030,53.16720
Mold,0.00000000,0.00000000,0.00000000,0.000000000,0.357142857,0.00000000,0,0.00000000,0.000000000,0.6428571, -3.1419030,53.16720
Taunton,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -3.1068490,51.01534
Wick,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -3.0937160,58.43894
John o' Groats,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -3.0688997,58.63734
Dalkeith,0.00000000,0.01470588,0.00000000,0.000000000,0.125000000,0.00000000,0,0.00000000,0.007352941,0.8529412, -3.0666060,55.89312
Oswestry,0.00000000,0.00000000,0.00000000,0.000000000,0.108695652,0.00000000,0,0.00000000,0.000000000,0.8913043, -3.0564120,52.85715
Blackpool,0.00000000,0.00000000,0.00000000,0.014492754,0.413043478,0.00000000,0,0.00000000,0.000000000,0.5724638, -3.0356748,53.81751
Birkenhead,0.00000000,0.00000000,0.00000000,0.044776119,0.425373134,0.00000000,0,0.00000000,0.000000000,0.5298507, -3.0230090,53.38999
Cupar,0.00000000,0.01492537,0.00000000,0.000000000,0.082089552,0.00000000,0,0.00000000,0.007462687,0.8955224, -3.0101370,56.32023
Southport,0.00000000,0.00000000,0.00000000,0.000000000,0.425373134,0.00000000,0,0.00000000,0.000000000,0.5746269, -3.0101130,53.64571
Bridgwater,0.00000000,0.00000000,0.00000000,0.000000000,0.029850746,0.00000000,0,0.00000000,0.000000000,0.9701493, -3.0036320,51.12789
Langholm,0.00000000,0.00000000,0.00000000,0.000000000,0.272058824,0.00000000,0,0.00000000,0.007352941,0.7205882, -2.9989130,55.15306
Newport,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,1.0000000, -2.9976640,51.58415
Axminster,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -2.9949370,50.78273
Wrexham,0.00000000,0.00000000,0.00000000,0.000000000,0.195652174,0.00000000,0,0.00000000,0.000000000,0.8043478, -2.9924940,53.04304
Liverpool,0.00000000,0.00000000,0.00000000,0.044776119,0.492537313,0.00000000,0,0.00000000,0.000000000,0.4626866, -2.9915726,53.40837
Weston-super-Mare,0.00000000,0.00000000,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9850746, -2.9772550,51.34741
Dundee,0.00000000,0.01492537,0.00000000,0.000000000,0.074626866,0.00000000,0,0.00000000,0.007462687,0.9029851, -2.9707210,56.46202
Kirkwall,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.9622491,58.98467
Ambleside,0.00000000,0.00000000,0.00000000,0.021739130,0.340579710,0.00000000,0,0.00000000,0.000000000,0.6376812, -2.9613330,54.42874
Orkney Islands,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.9605206,58.98094
Lyme Regis,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -2.9366390,50.72516
Carlisle,0.00000000,0.00000000,0.00000000,0.000000000,0.260869565,0.00000000,0,0.00000000,0.000000000,0.7391304, -2.9329310,54.89247
Chester,0.00000000,0.00000000,0.00000000,0.014492754,0.297101449,0.00000000,0,0.00000000,0.000000000,0.6884058, -2.8930750,53.19339
Forfar,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.8890620,56.64356
Morecambe,0.00000000,0.00000000,0.00000000,0.021428571,0.428571429,0.00000000,0,0.00000000,0.000000000,0.5500000, -2.8649680,54.07417
Selkirk,0.00000000,0.01470588,0.00000000,0.000000000,0.154411765,0.00000000,0,0.00000000,0.007352941,0.8235294, -2.8385240,55.55066
Galashiels,0.00000000,0.01470588,0.00000000,0.000000000,0.147058824,0.00000000,0,0.00000000,0.007352941,0.8308824, -2.8144490,55.62373
Lancaster,0.00000000,0.00000000,0.00000000,0.021739130,0.413043478,0.00000000,0,0.00000000,0.000000000,0.5652174, -2.8007399,54.04657
St Andrews,0.00000000,0.01492537,0.00000000,0.000000000,0.082089552,0.00000000,0,0.00000000,0.007462687,0.8955224, -2.7967214,56.33978
Hawick,0.00000000,0.01449275,0.00000000,0.000000000,0.195652174,0.00000000,0,0.00000000,0.007246377,0.7826087, -2.7809140,55.42706
Bridport,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -2.7583010,50.73358
Shrewsbury,0.00000000,0.01515152,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9545455, -2.7553268,52.70730
Penrith,0.00000000,0.00000000,0.00000000,0.000000000,0.246376812,0.00000000,0,0.00000000,0.000000000,0.7536232, -2.7527080,54.66410
Kendal,0.00000000,0.00000000,0.00000000,0.021739130,0.362318841,0.00000000,0,0.00000000,0.000000000,0.6159420, -2.7462900,54.32801
Street,0.00000000,0.00000000,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9696970, -2.7429190,51.12468
Glastonbury,0.00000000,0.00000000,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9696970, -2.7184540,51.14743
Hereford,0.00000000,0.00000000,0.00000000,0.000000000,0.055555556,0.00000000,0,0.00000000,0.000000000,0.9444444, -2.7159740,52.05640
Ludlow,0.00000000,0.00000000,0.00000000,0.000000000,0.057142857,0.00000000,0,0.00000000,0.000000000,0.9428571, -2.7139129,52.36775
Preston,0.00000000,0.00000000,0.00000000,0.000000000,0.582089552,0.00000000,0,0.00000000,0.000000000,0.4179104, -2.7030900,53.76320
Whitchurch,0.00000000,0.01492537,0.00000000,0.000000000,0.074626866,0.00000000,0,0.00000000,0.000000000,0.9104478, -2.6820450,52.96872
Wells,0.00000000,0.00000000,0.00000000,0.000000000,0.029850746,0.00000000,0,0.00000000,0.000000000,0.9701493, -2.6445979,51.20935
Yeovil,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -2.6333080,50.94206
Wigan,0.00000000,0.00000000,0.00000000,0.000000000,0.810606061,0.00000000,0,0.00000000,0.000000000,0.1893939, -2.6325074,53.54506
Warrington,0.00000000,0.00000000,0.00000000,0.000000000,0.753846154,0.00000000,0,0.00000000,0.000000000,0.2461538, -2.5969501,53.39004
Arbroath,0.00000000,0.01515152,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.007575758,0.9015152, -2.5915430,56.55911
Bristol,0.00000000,0.00000000,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9850746, -2.5879100,51.45451
Guernsey,0.00000000,0.00000000,0.00000000,0.000000000,0.053846154,0.00000000,0,0.00000000,0.000000000,0.9461538, -2.5852780,49.46569
Ross-on-Wye,0.00000000,0.00000000,0.00000000,0.000000000,0.028169014,0.00000000,0,0.00000000,0.000000000,0.9718310, -2.5824460,51.91445
Jedburgh,0.00000000,0.01428571,0.00000000,0.000000000,0.264285714,0.00000000,0,0.00000000,0.007142857,0.7142857, -2.5549369,55.47772
Sedbergh,0.00000000,0.00000000,0.00000000,0.022058824,0.404411765,0.00000000,0,0.00000000,0.000000000,0.5735294, -2.5281740,54.32363
Sedbergh,0.00000000,0.00000000,0.00000000,0.022058824,0.404411765,0.00000000,0,0.00000000,0.000000000,0.5735294, -2.5281740,54.32363
Nantwich,0.00000000,0.01492537,0.00000000,0.000000000,0.082089552,0.00000000,0,0.00000000,0.000000000,0.9029851, -2.5241020,53.06718
Banff,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.5240380,57.66651
Dunbar,0.00000000,0.01492537,0.00000000,0.000000000,0.164179104,0.00000000,0,0.00000000,0.007462687,0.8134328, -2.5167370,56.00209
Cinderford,0.00000000,0.00000000,0.00000000,0.000000000,0.014084507,0.00000000,0,0.00000000,0.000000000,0.9859155, -2.5009579,51.82530
Banchory,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.4909599,57.05386
Blackburn,0.00000000,0.01492537,0.00000000,0.000000000,0.619402985,0.00000000,0,0.00000000,0.000000000,0.3656716, -2.4875290,53.74858
Market Drayton,0.00000000,0.01449275,0.00000000,0.000000000,0.014492754,0.00000000,0,0.00000000,0.000000000,0.9710145, -2.4834850,52.90355
Telford,0.00000000,0.00000000,0.00000000,0.000000000,0.015151515,0.00000000,0,0.00000000,0.000000000,0.9848485, -2.4672611,52.67759
Montrose,0.00000000,0.01515152,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.007575758,0.9015152, -2.4661150,56.70692
Turriff,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -2.4623000,57.53893
Weymouth,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -2.4576210,50.61443
Crewe,0.00000000,0.01492537,0.00000000,0.000000000,0.097014925,0.00000000,0,0.00000000,0.000000000,0.8880597, -2.4438209,53.10040
Fortuneswell,0.00000000,0.00000000,0.00000000,0.000000000,0.046153846,0.00000000,0,0.00000000,0.000000000,0.9538462, -2.4422190,50.55919
Dorchester,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -2.4411810,50.71116
Alston,0.01428571,0.00000000,0.00000000,0.000000000,0.228571429,0.00000000,0,0.00000000,0.000000000,0.7571429, -2.4386850,54.81217
Kelso,0.00000000,0.01470588,0.00000000,0.000000000,0.286764706,0.00000000,0,0.00000000,0.007352941,0.6911765, -2.4322070,55.60003
Wincanton,0.00000000,0.00000000,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9696970, -2.4160070,51.05569
Clitheroe,0.00000000,0.01492537,0.00000000,0.000000000,0.537313433,0.00000000,0,0.00000000,0.000000000,0.4477612, -2.3930830,53.87110
Sark,0.00000000,0.00000000,0.00000000,0.000000000,0.061538462,0.00000000,0,0.00000000,0.000000000,0.9384615, -2.3666256,49.43007
Bath,0.00000000,0.00000000,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9850746, -2.3590167,51.38106
Kidderminster,0.00000000,0.01388889,0.00000000,0.000000000,0.097222222,0.00000000,0,0.00000000,0.000000000,0.8888889, -2.2496839,52.38860
Manchester,0.00000000,0.00000000,0.00000000,0.000000000,0.462686567,0.00000000,0,0.00000000,0.000000000,0.5373134, -2.2426305,53.48076
Burnley,0.00000000,0.01492537,0.00000000,0.014925373,0.552238806,0.00000000,0,0.00000000,0.000000000,0.4179104, -2.2405035,53.78929
Gloucester,0.00000000,0.00000000,0.00000000,0.000000000,0.050724638,0.00000000,0,0.00000000,0.000000000,0.9492754, -2.2381560,51.86424
Newcastle-under-Lyme,0.00000000,0.01449275,0.00000000,0.000000000,0.028985507,0.00000000,0,0.00000000,0.000000000,0.9565217, -2.2273002,53.01321
Worcester,0.00000000,0.01428571,0.00000000,0.000000000,0.057142857,0.00000000,0,0.00000000,0.000000000,0.9285714, -2.2215750,52.19364
Trowbridge,0.00000000,0.00000000,0.00000000,0.000000000,0.029850746,0.00000000,0,0.00000000,0.000000000,0.9701493, -2.2088530,51.31966
Shaftesbury,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -2.1980830,51.00460
Alderney,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -2.1973557,49.71500
Stoke-on-Trent,0.00000000,0.01449275,0.00000000,0.000000000,0.028985507,0.00000000,0,0.00000000,0.000000000,0.9565217, -2.1794040,53.00267
Colne,0.00000000,0.01470588,0.00000000,0.014705882,0.522058824,0.00000000,0,0.00000000,0.000000000,0.4485294, -2.1769910,53.85564
Blandford Forum,0.00000000,0.00000000,0.00000000,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9692308, -2.1653530,50.85691
Rochdale,0.00000000,0.00000000,0.00000000,0.000000000,0.530769231,0.00000000,0,0.00000000,0.000000000,0.4692308, -2.1561000,53.60971
Jersey,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -2.1312500,49.21444
Wolverhampton,0.00000000,0.00000000,0.00000000,0.000000000,0.055555556,0.00000000,0,0.00000000,0.000000000,0.9444444, -2.1288200,52.58697
Stafford,0.00000000,0.01470588,0.00000000,0.000000000,0.014705882,0.00000000,0,0.00000000,0.000000000,0.9705882, -2.1206600,52.80669
Macclesfield,0.00000000,0.00000000,0.00000000,0.007692308,0.284615385,0.00000000,0,0.00000000,0.000000000,0.7076923, -2.1192870,53.25866
Hexham,0.01388889,0.00000000,0.00000000,0.000000000,0.347222222,0.00000000,0,0.00000000,0.000000000,0.6388889, -2.1121439,54.97266
Aberdeen,0.00000000,0.01515152,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.007575758,0.9015152, -2.0942780,57.14972
Dudley,0.00000000,0.00000000,0.00000000,0.000000000,0.062500000,0.00000000,0,0.00000000,0.000000000,0.9375000, -2.0811120,52.51225
Cheltenham,0.00000000,0.00000000,0.00000000,0.000000000,0.050724638,0.00000000,0,0.00000000,0.000000000,0.9492754, -2.0782533,51.89939
Bromsgrove,0.00000000,0.01388889,0.00000000,0.000000000,0.090277778,0.00000000,0,0.00000000,0.000000000,0.8958333, -2.0619060,52.33559
Skipton,0.00000000,0.00000000,0.00000000,0.000000000,0.340909091,0.00000000,0,0.00000000,0.000000000,0.6590909, -2.0162787,53.96285
Fraserburgh,0.00000000,0.01515152,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.007575758,0.9015152, -2.0076310,57.69335
Berwick,0.00000000,0.01428571,0.00000000,0.000000000,0.307142857,0.00000000,0,0.00000000,0.007142857,0.6714286, -2.0053950,55.77024
Poole,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.9872480,50.71505
Walsall,0.00000000,0.00000000,0.00000000,0.000000000,0.062500000,0.00000000,0,0.00000000,0.000000000,0.9375000, -1.9829190,52.58621
Cirencester,0.00000000,0.00000000,0.00000000,0.000000000,0.021739130,0.00000000,0,0.00000000,0.000000000,0.9782609, -1.9682430,51.71849
Evesham,0.00000000,0.01408451,0.00000000,0.000000000,0.070422535,0.00000000,0,0.00000000,0.000000000,0.9154930, -1.9467700,52.09215
Buxton,0.00000000,0.00000000,0.00000000,0.014285714,0.257142857,0.00000000,0,0.00000000,0.000000000,0.7285714, -1.9148300,53.25908
Keighley,0.00000000,0.00000000,0.00000000,0.000000000,0.318181818,0.00000000,0,0.00000000,0.000000000,0.6818182, -1.9123580,53.86780
Birmingham,0.00000000,0.01369863,0.00000000,0.000000000,0.075342466,0.00000000,0,0.00000000,0.000000000,0.9109589, -1.8904010,52.48624
Bournemouth,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.8807690,50.71916
Halifax,0.00000000,0.00000000,0.00000000,0.014925373,0.328358209,0.00000000,0,0.00000000,0.000000000,0.6567164, -1.8575400,53.72702
Salisbury,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.7944720,51.06878
Ringwood,0.00000000,0.00000000,0.00000000,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.7888170,50.84495
Huddersfield,0.00000000,0.00000000,0.00000000,0.014705882,0.279411765,0.00000000,0,0.00000000,0.000000000,0.7058824, -1.7850351,53.64579
Peterhead,0.00000000,0.01515152,0.00000000,0.000000000,0.075757576,0.00000000,0,0.00000000,0.007575758,0.9015152, -1.7840660,57.50812
Swindon,0.00000000,0.00000000,0.00000000,0.000000000,0.051470588,0.00000000,0,0.00000000,0.000000000,0.9485294, -1.7797176,51.55577
Bradford,0.00000000,0.00000000,0.00000000,0.007575758,0.340909091,0.00000000,0,0.00000000,0.000000000,0.6515152, -1.7593980,53.79598
Ashbourne,0.00000000,0.00000000,0.00000000,0.000000000,0.078571429,0.00000000,0,0.00000000,0.000000000,0.9214286, -1.7321790,53.01663
Marlborough,0.00000000,0.00000000,0.00000000,0.000000000,0.021428571,0.00000000,0,0.00000000,0.000000000,0.9785714, -1.7270620,51.42007
Stratford-upon-Avon,0.00000000,0.01428571,0.00000000,0.000000000,0.085714286,0.00000000,0,0.00000000,0.000000000,0.9000000, -1.7082980,52.19173
Alnwick,0.01388889,0.00000000,0.00000000,0.000000000,0.409722222,0.00000000,0,0.00000000,0.000000000,0.5763889, -1.7062990,55.41274
Otley,0.00000000,0.00000000,0.00000000,0.000000000,0.194029851,0.00000000,0,0.00000000,0.000000000,0.8059701, -1.6917860,53.90583
Bishop Auckland,0.01449275,0.00000000,0.00000000,0.000000000,0.115942029,0.00000000,0,0.00000000,0.000000000,0.8695652, -1.6787880,54.66382
Burton upon Trent,0.00000000,0.00000000,0.00000000,0.000000000,0.070422535,0.00000000,0,0.00000000,0.000000000,0.9295775, -1.6371359,52.81403
Newcastle,0.01388889,0.00000000,0.00000000,0.000000000,0.451388889,0.00000000,0,0.00000000,0.000000000,0.5347222, -1.6177800,54.97825
Durham,0.01388889,0.00000000,0.00000000,0.000000000,0.243055556,0.00000000,0,0.00000000,0.000000000,0.7430556, -1.5848520,54.77525
Ashington,0.01388889,0.00000000,0.00000000,0.000000000,0.409722222,0.00000000,0,0.00000000,0.000000000,0.5763889, -1.5659829,55.18298
Darlington,0.00000000,0.00000000,0.00000000,0.000000000,0.059701493,0.00000000,0,0.00000000,0.000000000,0.9402985, -1.5594580,54.52361
Leeds,0.00000000,0.00000000,0.00000000,0.014925373,0.164179104,0.00000000,0,0.00000000,0.000000000,0.8208955, -1.5490774,53.80076
Harrogate,0.00000000,0.00000000,0.00000000,0.007575758,0.106060606,0.00000000,0,0.00000000,0.000000000,0.8863636, -1.5418120,53.99212
Leamington Spa,0.00000000,0.01449275,0.00000000,0.000000000,0.072463768,0.00000000,0,0.00000000,0.000000000,0.9130435, -1.5200789,52.28519
Coventry,0.00000000,0.01428571,0.00000000,0.000000000,0.071428571,0.00000000,0,0.00000000,0.000000000,0.9142857, -1.5196930,52.40682
Blyth,0.01388889,0.00000000,0.00000000,0.000000000,0.423611111,0.00000000,0,0.00000000,0.000000000,0.5625000, -1.5102770,55.12696
Wakefield,0.00000000,0.00000000,0.00000000,0.023076923,0.207692308,0.00000000,0,0.00000000,0.000000000,0.7692308, -1.5059240,53.68330
Andover,0.00000000,0.01492537,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9701493, -1.4919233,51.21120
Witney,0.00000000,0.00000000,0.00000000,0.000000000,0.036764706,0.00000000,0,0.00000000,0.000000000,0.9632353, -1.4850544,51.78594
Barnsley,0.00000000,0.00000000,0.01538462,0.000000000,0.115384615,0.00000000,0,0.00000000,0.000000000,0.8692308, -1.4797260,53.55263
Derby,0.00000000,0.00000000,0.00000000,0.000000000,0.092857143,0.01428571,0,0.00000000,0.000000000,0.8928571, -1.4746186,52.92253
Sheffield,0.00000000,0.01515152,0.01515152,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9242424, -1.4700850,53.38113
Nuneaton,0.00000000,0.01449275,0.00000000,0.000000000,0.086956522,0.00000000,0,0.00000000,0.000000000,0.8985507, -1.4653820,52.52049
Northallerton,0.00000000,0.00000000,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.000000000,0.9393939, -1.4299590,54.33796
South Shields,0.01369863,0.00000000,0.00000000,0.000000000,0.465753425,0.00000000,0,0.00000000,0.000000000,0.5205479, -1.4274060,54.99942
Chesterfield,0.00000000,0.00000000,0.00000000,0.000000000,0.104477612,0.00000000,0,0.00000000,0.000000000,0.8955224, -1.4216290,53.23505
Southampton,0.00000000,0.01515152,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.4043509,50.90970
Wetherby,0.00000000,0.00000000,0.00000000,0.007352941,0.102941176,0.00000000,0,0.00000000,0.000000000,0.8897059, -1.3848160,53.92706
Sunderland,0.01333333,0.00000000,0.00000000,0.000000000,0.413333333,0.00000000,0,0.00000000,0.000000000,0.5733333, -1.3838010,54.90687
Rotherham,0.00000000,0.01538462,0.01538462,0.000000000,0.030769231,0.00000000,0,0.00000000,0.000000000,0.9384615, -1.3635009,53.43260
Castleford,0.00000000,0.00000000,0.00000000,0.014925373,0.104477612,0.00000000,0,0.00000000,0.000000000,0.8805970, -1.3459680,53.72347
Thirsk,0.00000000,0.00000000,0.00000000,0.007575758,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9469697, -1.3413770,54.23385
Banbury,0.00000000,0.00000000,0.00000000,0.000000000,0.029411765,0.00000000,0,0.00000000,0.000000000,0.9705882, -1.3397750,52.06290
Stockton,0.00000000,0.00000000,0.00000000,0.000000000,0.051470588,0.00000000,0,0.00000000,0.000000000,0.9485294, -1.3289821,54.57046
Newbury,0.00000000,0.00000000,0.00000000,0.000000000,0.014084507,0.00000000,0,0.00000000,0.000000000,0.9859155, -1.3231139,51.40141
Isle of Wight,0.00000000,0.01515152,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.3047340,50.69385
Isle of Wight,0.00000000,0.01515152,0.00000000,0.000000000,0.030303030,0.00000000,0,0.00000000,0.000000000,0.9545455, -1.3047340,50.69385
Abingdon,0.00000000,0.00000000,0.00000000,0.000000000,0.028571429,0.00000000,0,0.00000000,0.000000000,0.9714286, -1.2879529,51.67078
Shetland Islands,0.00000000,0.01515152,0.00000000,0.000000000,0.060606061,0.00000000,0,0.00000000,0.007575758,0.9166667, -1.2659409,60.52965
Rugby,0.00000000,0.00000000,0.00000000,0.000000000,0.085714286,0.00000000,0,0.00000000,0.000000000,0.9142857, -1.2650320,52.37088
Oxford,0.00000000,0.00000000,0.00000000,0.000000000,0.014492754,0.00000000,0,0.00000000,0.000000000,0.9855072, -1.2577263,51.75202
Middlesbrough,0.00000000,0.00000000,0.00000000,0.000000000,0.066176471,0.00000000,0,0.00000000,0.000000000,0.9338235, -1.2349560,54.57423
Hartlepool,0.00000000,0.00000000,0.00000000,0.000000000,0.150000000,0.00000000,0,0.00000000,0.000000000,0.8500000, -1.2129260,54.69174
Loughborough,0.00000000,0.00000000,0.00000000,0.000000000,0.035211268,0.00000000,0,0.00000000,0.000000000,0.9647887, -1.2061660,52.77210
Mansfield,0.00000000,0.00000000,0.00000000,0.000000000,0.098484848,0.01515152,0,0.00000000,0.000000000,0.8863636, -1.1986740,53.14720
Nottingham,0.00000000,0.00000000,0.00000000,0.000000000,0.066176471,0.01470588,0,0.00000000,0.000000000,0.9191176, -1.1581086,52.95478
Bicester,0.00000000,0.00000000,0.00000000,0.000000000,0.036231884,0.00000000,0,0.00000000,0.000000000,0.9637681, -1.1535899,51.89960
Leicester,0.00000000,0.00000000,0.00000000,0.000000000,0.028985507,0.00000000,0,0.00000000,0.000000000,0.9710145, -1.1397592,52.63688
Doncaster,0.00000000,0.01538462,0.01538462,0.000000000,0.015384615,0.00000000,0,0.00000000,0.000000000,0.9538462, -1.1284620,53.52282
Worksop,0.00000000,0.00000000,0.01515152,0.000000000,0.045454545,0.00000000,0,0.00000000,0.000000000,0.9393939, -1.1227450,53.30930
Basingstoke,0.00000000,0.01470588,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.000000000,0.9852941, -1.0923964,51.26654
Portsmouth,0.00000000,0.01492537,0.00000000,0.000000000,0.014925373,0.00000000,0,0.00000000,0.000000000,0.9701493, -1.0879769,50.81977
York,0.00000000,0.00000000,0.00000000,0.007142857,0.078571429,0.00000000,0,0.00000000,0.000000000,0.9142857, -1.0872979,53.95997
Selby,0.00000000,0.00000000,0.00000000,0.000000000,0.084507042,0.00000000,0,0.00000000,0.000000000,0.9154930, -1.0671890,53.78352
Helmsley,0.00000000,0.00000000,0.00000000,0.000000000,0.072463768,0.00000000,0,0.00000000,0.000000000,0.9275362, -1.0562636,54.24651
Towcester,0.00000000,0.00000000,0.00000000,0.000000000,0.052238806,0.00000000,0,0.00000000,0.000000000,0.9477612, -0.9896880,52.13511
Reading,0.00000000,0.00000000,0.00000000,0.000000000,0.028169014,0.00000000,0,0.00000000,0.000000000,0.9718310, -0.9781303,51.45426
