index,placename,longitude,latitude,'ee,deesel,theesen,you,yoursel,yourself,yourselfs,yoursels,yourselves,yoursen,yoursens,yous
157,Aviemore,-3.823812,57.19449,0.01,0.01,0.01,0.01,0.36285950879330053,0.2503550927063855,0.08304625647122348,0.38349720984074964,0.3814911370819555,0.01,0.01,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.01,0.01,0.01,0.01,0.8538990770461189,0.32829932113880955,0.2047347050519746,0.502893216639601,0.08012048957428348,0.01,0.01,0.01
159,Falkirk,-3.7839131,56.00188000000001,0.01,0.01,0.01,0.01,0.7567241984085101,0.14828052318640567,0.7277810602360695,0.5496180023417465,0.22318360428346393,0.01,0.01,0.3287975997098316
160,Kingsbridge,-3.777493,50.28395,0.9640633097864647,0.01,0.01,0.01,0.01,0.5264692859338114,0.6260298108720443,0.02733737454679075,0.34603196245270795,0.01,0.01,0.01
161,Pitlochry,-3.729711,56.70436,0.01,0.01,0.01,0.01,0.6051919037496027,0.24827442643073944,0.08235607061045101,0.2859068219660122,0.3444689671222108,0.01,0.01,0.31625865015782983
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.01,0.01,0.01,0.01,0.5211872302012445,0.14509993579342362,0.01,0.451834761721461,0.01,0.01,0.5014834478553872
163,Totnes,-3.685797,50.43374,0.9655914511588709,0.01,0.01,0.01,0.16604178547970172,0.5273037949219346,0.209007382088604,0.02738070715019329,0.34729046238051603,0.01,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.01,0.01,0.01,0.01,0.40704724772093726,0.2629163304892746,0.01,0.4430125450439845,0.31685961574215216,0.01,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.01,0.01,0.01,0.01,0.7565493459274493,0.27147978272978823,0.45852293608984995,0.6515081816382648,0.09015200442901863,0.01,0.01,0.01
166,Whitehaven,-3.589233,54.5497,0.01,0.01,0.01,0.01,0.7519937452498313,0.5037107542836383,0.01,0.2962357324689184,0.12154149132194908,0.03882924738614504,0.01,0.01
167,Dartmouth,-3.578807,50.35252,0.9583370823523403,0.01,0.01,0.01,0.16479433414019476,0.5233422269142063,0.20743713555096277,0.02717499929350843,0.34131613121969173,0.01,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.01,0.01,0.01,0.01,0.01,0.5207413778206188,0.01,0.01,0.5134539181063944,0.01,0.01,0.01
169,Paignton,-3.564235,50.43508,0.9799286281072317,0.01,0.01,0.01,0.16850718682142568,0.5351332426705291,0.21211073994965549,0.02778725801900269,0.3590978360177283,0.01,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.01,0.01,0.01,0.01,0.7515928465485087,0.42253186193697095,0.21023951722474354,0.33739098799481465,0.1443119913455199,0.03880854695485984,0.01,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.01,0.01,0.01,0.01,0.5190998824799862,0.13717039433385853,0.01,0.4026641509050244,0.07596170651499513,0.06385886474348607,0.01
172,Exeter,-3.533899,50.71841,1.0,0.01,0.01,0.01,0.17195863248418763,0.583117425339757,0.2164552946670771,0.01,0.35979013029187573,0.01,0.01,0.01
173,Torquay,-3.525315,50.46192,0.9809204073238542,0.01,0.01,0.01,0.1686777318192423,0.5356748474496748,0.2123254158122342,0.027815381317169215,0.3599146152078339,0.01,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.01,0.998801945468454,0.01,0.01,0.6607519666758368,0.24006769440105105,0.01,0.4903184605695542,0.21388314691978383,0.01,0.01,0.01
175,Livingston,-3.518068,55.90071,0.01,0.01,0.01,0.01,0.7562151657844267,0.1344603410476856,0.9768522977009125,0.6823569268498231,0.13273774056662663,0.01,0.01,0.3285764244053751
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.01,0.01,0.01,0.01,0.5208751422129795,0.14501304965263762,0.01,0.4512959856314515,0.01,0.01,0.5011831585326253
177,Tiverton,-3.491207,50.90205,0.9676883541092027,0.01,0.01,0.01,0.16640236604349284,0.42992453229171407,0.20946126783460634,0.01,0.4486347278959028,0.01,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.9676883541092027,0.01,0.01,0.01,0.16640236604349284,0.42992453229171407,0.20946126783460634,0.01,0.4486347278959028,0.01,0.01,0.01
179,Minehead,-3.481152,51.20428,0.01,0.01,0.01,0.01,0.01,0.5057803120644923,0.01,0.01,0.4858332870588844,0.01,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.01,0.01,0.01,0.01,0.7545952298453825,0.10679019767336274,0.7613086827194032,0.5970066791731705,0.2251999654798929,0.01,0.01,0.3278725602372123
181,Perth,-3.4308381000000003,56.39499,0.01,0.01,0.01,0.01,0.45012156996900854,0.1722894903282921,0.08394025642678457,0.41511676588888285,0.4057740638115545,0.01,0.01,0.3223421418076761
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.01,0.01,0.01,0.01,0.5176618216128057,0.14411845249877242,0.01,0.44574863881258353,0.01,0.01,0.498091319361858
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.01,0.01,0.01,0.01,0.6407579083854836,0.01,0.01,0.35152870827737304,0.01,0.06459274723893113,0.01
184,Braemar,-3.3979439,57.00646999999999,0.01,0.01,0.01,0.01,0.3914309145623505,0.22754660642778732,0.01,0.4260164063019207,0.3091493607679184,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.01,0.01,0.01,0.01,0.5374056532730153,0.01,0.01,0.4486347278959028,0.01,0.06500896657439935,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.01,0.01,0.01,0.01,0.5511833334826566,0.01,0.01,0.4716201006371178,0.01,0.06667562703240966,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.01,0.01,0.01,0.01,0.6817536538339006,0.13803786004289176,0.01,0.27169484454813464,0.07644208842190302,0.06426270826709611,0.01
188,Corwen,-3.369242,52.98005,0.01,0.01,0.01,0.01,0.01,0.46397123934228035,0.27821413295529723,0.01,0.45284128042240007,0.01,0.01,0.480771260332984
189,Cockermouth,-3.367985,54.66326,0.01,0.01,0.01,0.01,0.7434157659016766,0.41793485555674625,0.2079521810754008,0.3337202860569005,0.13786868421646095,0.03838632284815957,0.01,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.01,0.01,0.01,0.01,0.7529565525636719,0.3242286494178938,0.4563454467155068,0.6070260779255849,0.0644807789614162,0.01,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.01,0.01,0.01,0.01,0.44592263031886487,0.2240205055139485,0.08315722336534315,0.37039227683935905,0.37499383748216236,0.01,0.01,0.31933518704156333
192,Elgin,-3.318485,57.64945,0.01,0.01,0.01,0.01,0.5066938299796353,0.3000058865912619,0.01,0.501330505453216,0.27541348434131513,0.01,0.01,0.01
193,Newtown,-3.313106,52.51211,0.01,0.01,0.01,0.01,0.01,0.4673264262564645,0.34367343580920245,0.01,0.4497803426451383,0.07612727316214006,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.01,0.01,0.01,0.4617245457339224,0.14397080779805396,0.01,0.4922359364277598,0.01,0.01,0.49758104088951405
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.01,0.01,0.01,0.4617245457339224,0.14397080779805396,0.01,0.4922359364277598,0.01,0.01,0.49758104088951405
196,Sidmouth,-3.2375599999999998,50.67865,0.9644683921567943,0.01,0.01,0.01,0.16584866578950558,0.5088365857116438,0.208764290021381,0.01,0.37691505056401187,0.01,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.01,0.01,0.01,0.547580819194754,0.6030842556499211,0.01,0.19448681951144536,0.16114766185115795,0.03914913094574561,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.01,0.01,0.01,0.01,0.5383373561180647,0.17385902461191094,0.8687686302166394,0.7716438077674522,0.08602934349523927,0.01,0.01,0.32027436889759153
199,Edinburgh,-3.1882669999999997,55.95325,0.01,0.01,0.01,0.01,0.6871531903200504,0.13764654222971787,1.0,0.6554958410564327,0.19456349800257938,0.01,0.01,0.33636244207921895
200,Cardiff,-3.17909,51.48158,0.01,0.01,0.01,0.01,0.01,0.448166175329205,0.01,0.01,0.6064956281502977,0.01,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.01,0.01,0.01,0.01,0.3866992579170684,0.2804118474603604,0.01,0.5292016270605505,0.01,0.01,0.4845690471715882
202,Kirkcaldy,-3.158137,56.11682,0.01,0.01,0.01,0.01,0.4684077858930397,0.15127489253878423,0.6789502929619798,0.5406913347002277,0.31292193025610887,0.01,0.01,0.32933844936389095
203,Welshpool,-3.146407,52.66035,0.01,0.01,0.01,0.01,0.01,0.39268541806549073,0.347851270235891,0.01,0.5065056512655565,0.07705270733739963,0.01,0.48088700196562206
204,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.01,0.01,0.01,0.35605738388589175,0.14608239800247408,0.01,0.6022214790182268,0.01,0.01,0.5048789595989878
205,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.01,0.01,0.01,0.35605738388589175,0.14608239800247408,0.01,0.6022214790182268,0.01,0.01,0.5048789595989878
206,Taunton,-3.106849,51.01534,0.01,0.01,0.01,0.01,0.16899863575431567,0.32747427329584955,0.01,0.01,0.6260543151297402,0.01,0.01,0.01
207,Wick,-3.093716,58.43894,0.01,0.01,0.01,0.01,0.6593718318864723,0.29280319762463075,0.01,0.48929431595943057,0.21250081271670354,0.01,0.01,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.9467079431568179,0.01,0.01,0.6262894642391951,0.22754660642778732,0.01,0.5422026991409651,0.13610455536162258,0.01,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.01,0.01,0.01,0.01,0.6335525789291426,0.17732806559421488,0.8861033299199709,0.661671265693402,0.14336376447865534,0.01,0.01,0.3266648620788765
210,Oswestry,-3.056412,52.85715,0.01,0.01,0.01,0.01,0.01,0.4306222067099792,0.1428433555856584,0.01,0.5319052390922819,0.01,0.01,0.49368433850299115
211,Blackpool,-3.0356748,53.81751,0.01,0.01,0.01,0.01,0.2993114709688496,0.7502990717123802,0.01,0.1551226692847117,0.14673245707012747,0.03974134611178505,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.01,0.01,0.22761855981549647,0.01,0.5803564258087399,0.1483291288006709,0.01,0.41488122629354407,0.01,0.01,0.5126439410300387
213,Cupar,-3.010137,56.32023,0.01,0.01,0.01,0.01,0.3307304893545094,0.186919678747743,0.4163115353555945,0.4499408708518441,0.3745107767875821,0.01,0.01,0.01
214,Southport,-3.010113,53.64571,0.01,0.01,0.01,0.22210074034199337,0.08623539042236121,0.5941375129526204,0.01,0.11376345512839219,0.3463110914218976,0.01,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.01,0.01,0.01,0.01,0.17013427142290144,0.3296748322745599,0.21415885507928167,0.01,0.6097669691442331,0.01,0.01,0.01
216,Langholm,-2.998913,55.153059999999996,0.01,0.01,0.01,0.01,0.7867990440998661,0.23657689294233047,0.9903940989874055,0.49661069838827426,0.0805703503413654,0.01,0.01,0.3147517133391641
217,Newport,-2.997664,51.58415,0.01,0.01,0.01,0.01,0.01,0.44125471613852196,0.01,0.01,0.5666404032762873,0.01,0.06672220573070586,0.01
218,Axminster,-2.9949369999999997,50.78273,0.01,0.01,0.01,0.01,0.16628921510250927,0.42963219050272766,0.20931883753076735,0.01,0.4939710323776531,0.01,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.01,0.01,0.01,0.43613099109263886,0.1446706957324403,0.01,0.5206230452285796,0.01,0.01,1.0
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.01,0.23207872682075698,0.01,0.5917284623587525,0.1512356259102741,0.01,0.43178778098174264,0.01,0.01,0.522689156996093
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.01,0.01,0.01,0.4101425629886388,0.01,0.01,0.6047595457024535,0.01,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.01,0.01,0.01,0.01,0.34200745814251715,0.24851970321484176,0.43050657434173506,0.38068574346972883,0.402553388211287,0.01,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.9988489491056485,0.01,0.01,0.6607830616750586,0.2400789919909896,0.01,0.5720651233085607,0.1682704649780975,0.01,0.01,0.01
224,Ambleside,-2.961333,54.428740000000005,0.01,0.01,0.01,0.01,0.5868764207467316,0.6047068645313127,0.01,0.2419434855020764,0.11575976855917558,0.038961518391413645,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,1.0,0.01,0.01,0.6615445331015385,0.2403556535810065,0.01,0.572724358193276,0.16898055099116766,0.01,0.01,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.9630939045097098,0.01,0.01,0.01,0.1656123107733465,0.3743978866235359,0.20846677489271506,0.01,0.4901369211788644,0.01,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.01,0.01,0.01,0.01,0.9523799964690783,0.29839501497159926,0.2862857020620549,0.5977270474399342,0.06658406820520187,0.01,0.01,0.3298129735486518
228,Chester,-2.893075,53.19339,0.01,0.01,0.01,0.22788061377953514,0.01,0.46672467519950195,0.14849989798669916,0.01,0.5136628029630625,0.01,0.01,0.5132341406033786
229,Forfar,-2.889062,56.64356,0.01,0.01,0.01,0.01,0.5834689075648297,0.24227294564418903,0.01,0.4535872947868934,0.3120844782942005,0.01,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.01,0.01,0.01,0.01,0.37657532464343946,0.7612328634046579,0.01,0.1931944507851964,0.06461286581679501,0.03888898420355916,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.01,0.01,0.01,0.01,0.8066906671192136,0.1886561970210848,0.8753732245349842,0.5917333011366328,0.12467495308095418,0.01,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.01,0.01,0.01,0.01,0.8048587062515156,0.1882277666642225,0.8733852884433153,0.6727694287822198,0.07736420713596086,0.01,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.01,0.01,0.01,0.3816237739608161,0.7714381139299245,0.01,0.19578445689914173,0.07148401525047465,0.039410338240608245,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.01,0.01,0.01,0.3350890434533492,0.18938301236282593,0.42179792505120384,0.4558704470173628,0.3853492601833098,0.01,0.01,0.01
235,Hawick,-2.780914,55.42706,0.01,0.01,0.01,0.01,0.7182561850677779,0.18735619965347944,0.8693411783815229,0.546656528364956,0.1665266440945431,0.01,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.01,0.01,0.16590034426943343,0.37504904070567,0.20882934101904901,0.01,0.5376070366227524,0.01,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.01,0.01,0.17066818111233653,0.5419959759705226,0.35805153111517,0.01,0.36944733432814325,0.07931217218213979,0.01,0.4949883530119393
238,Penrith,-2.752708,54.6641,0.01,0.01,0.01,0.01,0.9751055700507302,0.38793967978605,0.01,0.4264625504251085,0.11825769095236177,0.01,0.01,0.01
239,Kendal,-2.74629,54.32801,0.01,0.01,0.01,0.01,0.59043711854177,0.5902152749910269,0.01,0.21559295937329248,0.10364258726385248,0.1959895383765449,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.01,0.01,0.16452730908784943,0.23910752625479062,0.20710101409224965,0.01,0.6430984355918409,0.01,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.01,0.01,0.16570632710026756,0.2408209930459396,0.20858511923782425,0.01,0.6509167882245427,0.01,0.01,0.01
242,Hereford,-2.715974,52.0564,0.01,0.01,0.01,0.01,0.01,0.6843229523396305,0.01,0.01,0.32489377170086425,0.07877631046941595,0.06622502292341531,0.01
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.01,0.01,0.16689025800574342,0.6108455140601077,0.35012567672371386,0.01,0.30524183640381486,0.07755651224618623,0.01,0.01
244,Preston,-2.70309,53.7632,0.01,0.01,0.01,0.01,0.3010043365315983,0.7823172279934658,0.01,0.1134545607524054,0.15009574189622862,0.03996611783881626,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.01,0.01,0.01,0.4458400694173483,0.1390178478999296,0.01,0.5056642868696066,0.01,0.01,0.48046308163765655
246,Wells,-2.6445979,51.20935,0.01,0.01,0.01,0.01,0.01,0.21529178612927588,0.20978236309385684,0.01,0.7262955480527862,0.01,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.01,0.01,0.16841447367847392,0.32634232302643207,0.21199403600529848,0.01,0.5990753503448074,0.01,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.01,0.22205126249638962,0.1724324459022906,0.5197547913467577,0.01,0.04265181591888213,0.44936187339037453,0.01,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.01,0.22240502298148565,0.17270715627782687,0.5205828375602793,0.01,0.04271976656649412,0.4269316899046768,0.0802597158211854,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.01,0.01,0.01,0.01,0.5019579117807671,0.2701834828685627,0.01,0.4138705980537603,0.33799859611403316,0.01,0.01,0.01
251,Bristol,-2.58791,51.45451,0.01,0.01,0.01,0.01,0.01,0.2806885156602992,0.21880443659252094,0.01,0.7287668505518555,0.01,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.9105234359194124,0.01,0.01,0.01,0.15657236488550602,0.5056591203384917,0.19708761862321592,0.01,0.3091493607679184,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.01,0.01,0.01,0.541877425226338,0.01,0.01,0.4560950073912063,0.01,0.06554990854564842,0.01
254,Jedburgh,-2.5549369,55.47772,0.01,0.01,0.01,0.01,0.7938114015851515,0.15912359187307734,0.8613974037405581,0.6229105515323399,0.11553312704778658,0.01,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.370263850954487,0.527032321744972,0.01,0.21709311420848265,0.18485069539765264,0.1911859965295498,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.370263850954487,0.527032321744972,0.01,0.21709311420848265,0.18485069539765264,0.1911859965295498,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.01,0.01,0.01,0.48650533872472734,0.01,0.0828039173673132,0.4538996128415156,0.01,0.01,0.48545031050889814
258,Banff,-2.524038,57.666509999999995,0.01,0.01,0.01,0.01,0.4946425780264266,0.26624593689965503,0.01,0.4894068152964028,0.2809879525558771,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.01,0.01,0.01,0.01,0.4618584129363599,0.2033996328974815,0.6694570718380457,0.5054361474013808,0.286815520131192,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.01,0.01,0.45910914496174254,0.01,0.01,0.5224924127399011,0.01,0.0653383330247358,0.01
261,Banchory,-2.4909599,57.05386,0.01,0.01,0.01,0.01,0.4982088550686975,0.2413489617881527,0.01,0.4929353435049656,0.3091859559768273,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.01,0.01,0.3834158411599285,0.720026818794847,0.01,0.07025137221533904,0.19163257796653668,0.03959540526023835,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.01,0.01,0.5225308952792138,0.13807702790192278,0.01,0.4310172276847965,0.01,0.01,0.47721148997272095
264,Telford,-2.4672611,52.67759,0.01,0.01,0.01,0.01,0.16971392438693533,0.6211805927085814,0.3560495581675474,0.01,0.3179848382432773,0.0788687141619177,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.01,0.01,0.01,0.01,0.5831283642043941,0.24213154232006565,0.01,0.3709002747597096,0.35767495580409325,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.01,0.01,0.01,0.01,0.4956795110208119,0.26680407566258524,0.01,0.4904327724157488,0.28251598636281233,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.1680151503202399,0.5154835284914856,0.01,0.01,0.4573242214417284,0.01,0.01,0.01
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.01,0.01,0.01,0.3280015321519767,0.01,0.08373950788245677,0.6043985558209265,0.01,0.01,0.49093534938780653
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.16386731860087192,0.5292185772153124,0.01,0.01,0.4123377325443176,0.01,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.16974580945730633,0.4385628009660421,0.01,0.01,0.537000397128693,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.01,0.01,0.8262209374336232,0.25808401749946375,0.27279132703739567,0.6097562708525487,0.06478672807324078,0.01,0.01,0.31426689520451284
272,Kelso,-2.432207,55.600030000000004,0.01,0.01,0.01,0.01,0.8824916021244763,0.16031562079313727,0.6595662473501511,0.5457190488850272,0.1654729059861351,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.01,0.01,0.1650071059380606,0.3730297068653566,0.20770496497911387,0.01,0.5323007658891789,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.01,0.01,0.37703932679527313,0.6809928677121879,0.01,0.1519826761510808,0.11154520006824596,0.19468451818442722,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.9105234359194124,0.01,0.01,0.01,0.15657236488550602,0.5056591203384917,0.19708761862321592,0.01,0.3091493607679184,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.01,0.01,0.01,0.01,0.24875614428829326,0.21545808511642917,0.01,0.7344175011025825,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.01,0.01,0.16833696489467845,0.6976887297177115,0.3531607803574551,0.01,0.24200303289651948,0.07822881955692496,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.01,0.01,0.17568560026779936,0.5957556966897211,0.01,0.01,0.40156719885463626,0.16328768572473992,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.01,0.01,0.3820608143487551,0.5529639710530745,0.01,0.07000309741118507,0.23628964499352942,0.3550992573439279,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.01,0.01,0.6080877682483286,0.01,0.01,0.42703409370087786,0.01,0.06687204519259321,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.01,0.01,0.01,0.3989754376210549,0.42410775817953456,0.08333942963522074,0.47524733508988914,0.01,0.01,0.8143162873106118
282,Worcester,-2.221575,52.19364,0.01,0.01,0.01,0.01,0.17125632624286224,0.6821342082722965,0.35928542405953817,0.01,0.27762721760956577,0.0795854924200208,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.01,0.01,0.01,0.3587183342689294,0.21510064060412948,0.01,0.6380258683904773,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.01,0.01,0.16576251363989558,0.45503833153302603,0.20865584481766755,0.01,0.4680875565786864,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.9105234359194124,0.01,0.01,0.01,0.15657236488550602,0.4298102515292292,0.19708761862321592,0.01,0.3740411790182339,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.01,0.01,0.01,0.4051896775783548,0.4307134464715124,0.08463748250971789,0.4896261515305205,0.01,0.01,0.8269996666200218
287,Colne,-2.176991,53.85564,0.01,0.01,0.01,0.01,0.20905394175769246,0.4455998400861627,0.01,0.04136822410102953,0.29528206829424586,0.47927645040442385,0.108895729689394,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.16482367776498932,0.4524611124699225,0.1383160440121321,0.01,0.4553092791060882,0.01,0.01,0.3186916107688766
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.01,0.01,0.3423185093391414,0.5251298769154383,0.01,0.04233688662986612,0.3560353372398074,0.1590807563257369,0.01,0.01
290,Jersey,-2.13125,49.21444,0.9105234359194124,0.01,0.01,0.01,0.15657236488550602,0.4298102515292292,0.19708761862321592,0.01,0.3740411790182339,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.01,0.01,0.17059554746581776,0.5417653111572185,0.5726386298745224,0.01,0.39266730157741914,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.01,0.01,0.01,0.17059779405949263,0.4866769321297392,0.42948462826712164,0.01,0.41624664965093666,0.01,0.01,0.8246402505077716
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.01,0.01,0.01,0.4394810163558978,0.6423516835154808,0.08415034679529083,0.4215644333004556,0.15809737418699835,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.01,0.01,0.01,0.01,0.8592323950273862,0.18651226801702672,0.2836906384884139,0.6341189350816878,0.15532650981332022,0.01,0.01,0.326823352943761
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.01,0.01,0.01,0.5151612463666717,0.24956126471686804,0.01,0.5097082947335126,0.33494781659852974,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.01,0.01,0.01,0.01,0.1702994815747875,0.6233238273449185,0.35727802176456647,0.01,0.3441544814610895,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.01,0.01,0.6065366167666525,0.01,0.01,0.4248021968998345,0.01,0.06670146344864199,0.01
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.01,0.01,0.16916615024570236,0.7011253680972755,0.3549003611192431,0.01,0.24540142832604261,0.0786141549539667,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.01,0.01,0.16723626336997616,0.35106420996669935,0.10525546746874524,0.0620497796128335,0.2490438440215959,0.6346913219697952,0.30489548553498186,0.01
300,Fraserburgh,-2.007631,57.69335,0.01,0.01,0.01,0.01,0.4966334046536741,0.26731751772209683,0.01,0.49137656914035194,0.2839216526181309,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.01,0.01,0.01,0.01,0.6795224021812329,0.14779658130792955,0.6633389751182321,0.651748176795581,0.18047671781003066,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.16967376471145343,0.5753693629503852,0.14238611967508577,0.01,0.388125327551446,0.01,0.01,0.32806940188661654
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.01,0.01,0.17041526002600552,0.6237475953251258,0.5720334584380384,0.01,0.32114991517951913,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.01,0.01,0.01,0.5494062789517747,0.2141386772629818,0.01,0.46865543168325413,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.01,0.01,0.01,0.7486747818001207,0.14062954917790507,0.01,0.26205435147599354,0.0778773043109295,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.01,0.01,0.01,0.40837791879604834,0.6366836935155311,0.12511173128119996,0.4371844282867112,0.07835117875097765,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.9710156467054756,0.01,0.1687714918324827,0.2997812794378805,0.10622171238618258,0.0626193964281957,0.2554419869014931,0.7189485376725113,0.30769442529870716,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.01,0.01,0.1747324871526309,0.6395493494537997,0.36657819959645055,0.01,0.36477273925459514,0.01,0.01,0.01
