index,placename,longitude,latitude,'ee,deesel,theesen,you,yoursel,yourself,yourselfs,yoursels,yourselves,yoursen,yoursens,yous
459,Cromer,1.301866,52.93145,0.01,0.01,0.01,0.01,0.03326344862690535,0.521016790380125,0.08374164476843664,0.01645567848528348,0.3654593171447974,0.1545804326405001,0.12995141095244633,0.01
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.01,0.01,0.5137741387934264,0.01,0.01,0.5005912289285803,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.01,0.01,0.03338365454966118,0.5228996169253037,0.294154913762308,0.016515145260333885,0.437578378648522,0.01,0.01,0.01
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.01,0.01,0.543132922628619,0.01,0.01,0.4814232312913206,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.01,0.01,0.5428303354123412,0.01,0.01,0.48090547971163455,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.01,0.01,0.01,0.033642730980204406,0.5269576198046441,0.2964377256986382,0.01664331232118054,0.4444503712726932,0.01,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.01,0.01,0.01,0.033711085715960876,0.5280282834460054,0.2970400228908697,0.016677127923620666,0.44626347808044387,0.01,0.01,0.01
466,Swaffham,0.687481,52.64747,0.01,0.01,0.01,0.01,0.033709945699153664,0.5280104476390363,0.08486571340105947,0.016676563948722644,0.43847144761448653,0.01,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.01,0.01,0.01,0.034810934641159655,0.5452556152611485,0.08763748327704482,0.017221231467978253,0.4674216328918825,0.01,0.01,0.01
468,Ely,0.262363,52.39954,0.01,0.01,0.01,0.6761483451739754,0.03500389989449342,0.5200163594351193,0.08812327859786605,0.017316692831690354,0.41607779388211596,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.01,0.01,0.01,0.6855561542807392,0.01,0.6877196141656283,0.01,0.01,0.23851258213347284,0.01,0.13865360987850225,0.01
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.9658214179878586,0.01,0.565173842668945,0.4195891313373306,0.01,0.26585973730731866,0.23235849083074797,0.01,0.01
471,Banham,1.0402849,52.45125,0.01,0.01,0.01,0.01,0.03341085648833655,0.5233256902089167,0.08411274810490975,0.016528602264207385,0.4613786457827152,0.01,0.01,0.01
472,Holt,1.086747,52.90936,0.01,0.01,0.01,0.01,0.034018622421504524,0.5328453570689947,0.08564281552060587,0.016829268647380626,0.35259400562628784,0.15808984786865016,0.13290167737831876,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.01,0.01,0.01,0.01,0.42431703454816383,0.01,0.01,0.4475290991102279,0.1628184984861723,0.13687692061675155,0.01
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.01,0.01,0.01,0.35426667223295827,0.3117942709522117,0.01,0.31957947305158396,0.690657027199342,0.16589025427425552,0.01
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.01,0.01,0.054981725775948634,0.29476043102183513,0.49830481760729434,0.01,0.32077033035080826,0.6694327201559922,0.2190949150453765,0.01
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01,0.01,0.3522878245152668,0.4930176472602059,0.13139174180705834,0.1807342338215636,0.1252892955811155,0.230411812002015,0.06116864728147028,0.01
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.01,0.01,0.41511614299939686,0.5630690395090657,0.34835543153044435,0.23274255882843348,0.14850410262142164,0.05144292136052792,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.01,0.01,0.4053594125786937,0.47128704087653545,0.13606712524520517,0.1871653978497895,0.15688628146795952,0.20093530676368646,0.1266904849051819,0.01
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.01,0.01,0.771455815782217,0.2129065259753951,0.2824961694660591,0.631449000576695,0.15278655490568024,0.01,0.01,0.32544727521009487
480,Keswick,-3.134706,54.60128,0.01,0.01,0.01,0.01,0.8252498744211899,0.461966294520536,0.01,0.3606273037272177,0.08412008683809336,0.038350649192031336,0.01,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.01,0.01,0.5311677561064734,0.611398868588029,0.01,0.18865731576225525,0.0751549865068124,0.1898784280528516,0.01,0.01
