,placename,adj_fuck_off,fuck_off,fuck_off_adj,longitude,latitude
300,Mayo,0.9031166123384796,0.1586947464620274,0.01,-9.4289369,54.0152604
301,Meath,0.9411995781100028,0.09113916272837852,0.01943885362371191,-6.656416900000001,53.605548
302,Medway,0.5066141480194591,0.5587294123179284,0.2075298438934796,0.5417860999999999,51.40474320000001
303,Melton Mowbray,0.5218285560403589,0.3862134476405058,0.4119645372441779,-0.887126,52.766404
304,Merthyr Tydfil,0.7416087450421658,0.2766625177809392,0.14531893004115126,-3.381646,51.74873
305,Middlesbrough,0.7872022796411101,0.19014030096578646,0.17621832358674422,-1.234956,54.574227
306,Midhurst,0.4377302356097513,0.468049906073208,0.4600508905852411,-0.737274,50.9868979
307,Mildenhall,0.2763524754860586,0.42499908815698384,0.8227287116176003,0.5156095,52.347568
308,Milford Haven,0.7155417554065946,0.2906489669647578,0.17560217560217567,-5.0426971,51.714306
309,Milton Keynes,0.31290974897100515,0.7704976004041422,0.2868351217260872,-0.7594171,52.0406224
310,Minehead,0.3267920884987321,0.6514914501080812,0.42146880011935417,-3.481152,51.20428
311,Mold,0.7632903972255517,0.2299632661698614,0.1675190867986055,-3.141903,53.167203
312,Mold,0.7632903972255517,0.2299632661698614,0.1675190867986055,-3.141903,53.167203
313,Monaghan,0.9461635218914856,0.06762375533428236,0.041851851851851835,-6.9683132,54.2492046
314,Montrose,0.8742650577886812,0.16737669463233382,0.042705971277400966,-2.4661150000000003,56.706922
315,Morecambe,0.5335531420290638,0.6400014973422167,0.046866575422005965,-2.864968,54.07416600000001
316,Motherwell,0.8816061308774403,0.14169861025154276,0.06355634297927319,-3.9810968,55.78320920000001
317,Mull,0.9003594690417949,0.13517871021940522,0.03698249059073872,-6.0008870000000005,56.4391984
318,Mullingar,0.9203376812492492,0.1202499137618277,0.019461451686515245,-7.3401868000000015,53.52582099999999
319,Nantwich,0.5907818281334538,0.4873720389083937,0.14515093127809814,-2.524102,53.067185
320,Nenagh,0.8033784416970006,0.2692881634404817,0.03873378237098738,-8.19834,52.8635
321,New Romney,0.6315857368400786,0.3411806543385493,0.26572604350382045,0.939473,50.985117
322,Newark-on-Trent,0.520494097853365,0.4233865306834936,0.36424588208748415,-0.80657,53.07003910000001
323,Newbury,0.3995916899281715,0.7211512968735801,0.1899658523772005,-1.3231138999999998,51.401409
324,Newcastle,0.7449278002820096,0.2573756089769184,0.16512111504524385,-1.61778,54.97825200000001
325,Newcastle-under-Lyme,0.5211501423572334,0.5710265158250354,0.1634837962962962,-2.2273002,53.013208
326,Newport,0.5220492344430024,0.5333414066778603,0.21271589251258824,-2.997664,51.584151
327,Newquay,0.16700162568413587,0.8124435648463096,0.5054571479692248,-5.0737190000000005,50.415497
328,Newry,0.9017369309724684,0.13143971570603624,0.0394363739475648,-6.34023,54.1751024
329,Newton Stewart,0.8435069772539443,0.1426633110843646,0.13414055080721715,-4.483164,54.960299
330,Newtown,0.5878878844639812,0.5640417301961677,0.04699814918793039,-3.313106,52.512112
331,Northallerton,0.9161785847228098,0.025758653390232592,0.15500685871056355,-1.429959,54.337961
332,Northampton,0.4546224141739853,0.6037807890993476,0.2447476716482562,-0.902656,52.240477
333,Norwich,0.3863077772215591,0.4306458036984347,0.6076268861454049,1.297355,52.6308859
334,Nottingham,0.4786143677274109,0.4754522893701389,0.37290432835381054,-1.1581086,52.95478320000001
335,Nuneaton,0.5168018817403239,0.4754935036778112,0.3007939786130611,-1.465382,52.52048900000001
336,Oban,0.8779566476647581,0.14654273397543915,0.06389595702572902,-5.471047,56.415157
337,Offaly,0.9043578919659216,0.15696166635411848,0.01,-7.7122229,53.23568710000001
338,Okehampton,0.08287524487052055,0.9085741956962554,0.5342789598108754,-4.004263,50.738308
339,Omagh,0.9353072991127728,0.08106531750470211,0.04417081989641409,-7.309959700000001,54.5977149
340,Orkney Islands,0.9192732958210974,0.07957286774878829,0.07644173854219623,-2.9605206,58.98094010000001
341,Oswestry,0.6582080529134109,0.4134627608830346,0.1178095759376558,-3.056412,52.857148
342,Otley,0.782299607326959,0.2832178364686117,0.05968178517198178,-1.691786,53.905825
343,Oxenholme,0.6204873352960204,0.5186235920602633,0.046866575422005965,-2.7243328,54.30134399999999
344,Oxford,0.3906173123187867,0.6542522677984277,0.29730823719894645,-1.2577263,51.7520209
345,Paignton,0.07522535796352955,0.8710165980583395,0.5994694960212212,-3.564235,50.43508
346,Peebles,0.660082303826343,0.3269225026131113,0.2312257008389615,-3.193642,55.653071
347,Pembroke,0.7824064659214259,0.18374643694700696,0.1939081939081952,-4.9086370000000015,51.674043
348,Penrith,0.8483092041223874,0.11216263318040964,0.16629874908020728,-2.752708,54.664097
349,Penzance,0.19307015310447725,0.7648818496422578,0.5205454210429317,-5.537592,50.118798
350,Perth,0.8324151691938765,0.19255248635243088,0.08764785728136502,-3.4308381000000003,56.394994
351,Peterborough,0.3866649533641287,0.4758272001979102,0.5458937198067616,-0.2405299,52.5694985
352,Peterhead,0.9449312641996226,0.04525746799431153,0.07440329218107086,-1.784066,57.508123
353,Petersfield,0.41504467875097256,0.5546439896328702,0.3858301323090045,-0.93899,51.007591
354,Pitlochry,0.8528812258926042,0.1897563843105929,0.05280990769949846,-3.729711,56.704361
355,Plymouth,0.10591668392943583,0.8347208522390999,0.5906100747949883,-4.1426565,50.3754565
356,Poole,0.4396085823709252,0.5294855568374013,0.37348109264119617,-1.987248,50.71505
357,Porthmadog,0.6386503721035799,0.4871953844426137,0.055068226120857225,-4.133384,52.92784200000001
358,Portree,0.9363590367779634,0.040470035252645684,0.0970477724100907,-6.1960231,57.412474
359,Portsmouth,0.4586725480486394,0.5066026715921744,0.36843445921850426,-1.0879769,50.8197675
360,Prestatyn,0.7335419034511014,0.2592359695560993,0.1840906198294514,-3.407613,53.336512
361,Preston,0.5532259872816365,0.6149713098396612,0.043572984749456,-2.70309,53.763201
362,Pwllheli,0.6386503721035799,0.4871953844426137,0.055068226120857225,-4.417633900000001,52.88881600000001
363,Ramsgate,0.4783163515473575,0.4031180654338551,0.4712208504801098,1.419895,51.335545
364,Reading,0.562497922242426,0.44752210554908217,0.2523729759910673,-0.9781303,51.4542645
365,Redruth,0.1633784720077155,0.7904868139627704,0.5419664268585135,-5.226666000000002,50.233022
366,Reeth,0.9516526697916038,0.028365446786501262,0.08454919566030587,-1.9428115,54.38946189999999
367,Retford,0.6500392510433527,0.4123730808848785,0.13469561515538653,-0.945503,53.32135600000001
368,Rhyl,0.7352197292886647,0.25745280566419754,0.18333460085684733,-3.4916339999999995,53.319141
369,Ringwood,0.39303506330837257,0.6107682485635235,0.3515116166034801,-1.788817,50.844949
370,Rochdale,0.7375143966159464,0.2678511499101009,0.16495230335743688,-2.1561,53.609713600000006
371,Roscommon,0.9331696837184144,0.11673451523075645,0.01,-8.1890955,53.6275906
372,Ross-on-Wye,0.5310556228993942,0.5928547076872434,0.1152943577186007,-2.582446,51.91445
373,Rosslare,0.90784496370571,0.12302122896374468,0.03928829087242738,-6.3414908,52.2513061
374,Rotherham,0.6779720795681993,0.4027162006416723,0.0950407016911488,-1.3635008999999998,53.432603500000006
375,Rothesay,0.9105164979929324,0.10794706443371424,0.05461905625037923,-5.055793,55.835963
376,Royston,0.2782920534727434,0.7653394926974901,0.3591248013690264,-0.024066,52.048142
377,Rugby,0.4794116917179031,0.5055824245297936,0.33068129858253426,-1.265032,52.37087800000001
378,Ruthin,0.7396932018123116,0.2509402175439994,0.18369503373160967,-3.3103108,53.1148735
379,Ruthin,0.7396932018123116,0.2509402175439994,0.18369503373160967,-3.3103108,53.1148735
380,Salisbury,0.3049155768564297,0.7461560345770865,0.3348148148148146,-1.794472,51.068785
381,Saltash,0.10591668392943583,0.8347208522390999,0.5906100747949883,-4.21643,50.40921
382,Sark,0.3484875411442425,0.6603898834286109,0.36850687165152496,-2.3666256000000003,49.4300745
383,Scarborough,0.8696239994991811,0.13412820841854092,0.09639582000426554,-0.399752,54.283113
384,Scilly Isles,0.18593464677520305,0.7719483630840958,0.5244592963891205,-6.327496599999999,49.9277261
385,Scunthorpe,0.7779054443817058,0.2926323535625249,0.0552499694413891,-0.654413,53.588646
386,Sedbergh,0.6310178761525841,0.5029219736350471,0.04821641918416274,-2.5281740000000004,54.323629
387,Sedbergh,0.6310178761525841,0.5029219736350471,0.04821641918416274,-2.5281740000000004,54.323629
388,Selby,0.7933403179552969,0.2600257655868384,0.0701917850764824,-1.067189,53.783524
389,Selkirk,0.5942042143720538,0.4049276577898923,0.25011066843736096,-2.838524,55.550658
390,Sevenoaks,0.461376349254615,0.6686658164516595,0.14431673052362842,0.190898,51.27241
391,Shaftesbury,0.2427282988959852,0.7109562429672396,0.499723604201215,-2.198083,51.0046
392,Sheffield,0.6468139816379761,0.4468971190594518,0.09412464673508804,-1.470085,53.381129
393,Sheringham,0.4755240854131178,0.3599009426661453,0.5348941342032862,1.2109589,52.944421
394,Shetland Islands,0.9395295866462484,0.051290944874218015,0.07644173854219623,-1.2659409,60.5296507
395,Shrewsbury,0.7061638910473615,0.35115281135478194,0.11153058454857204,-2.7553268,52.7073029
396,Sidmouth,0.09875919186649164,0.8710165980583395,0.5550643481677952,-3.23756,50.67865
397,Skegness,0.5005513308070246,0.3070387610629264,0.5591103425085271,0.337881,53.146403
398,Skipton,0.7694928370813665,0.320779662541677,0.033084467867078166,-2.0162787,53.9628495
399,Sligo,0.9418062302836566,0.10467613070373737,0.01,-8.476088800000001,54.2766103
400,Slough,0.4736348976677671,0.5886474794910265,0.2293252156265859,-0.5950406,51.5105384
401,South Shields,0.7314645902950347,0.27617300232906,0.16512111504524385,-1.427406,54.999424
402,Southampton,0.4165489871605227,0.560365556616458,0.37525944375259296,-1.4043508999999998,50.9097004
403,Southend,0.4462293277278561,0.6057592311462285,0.2579105716360617,0.7077123000000001,51.5459269
404,Southport,0.6575706669440352,0.3785286236701477,0.16622306804756756,-3.010113,53.645708
405,Spalding,0.5609655211474086,0.3311389210221898,0.4125474371907564,-0.1537024,52.79010160000001
406,St Andrews,0.8170511470749775,0.2405083917223398,0.05182891870198409,-2.7967214,56.3397753
407,St Austell,0.10917060612993326,0.8269642707723199,0.5949527959331875,-4.7834252,50.3403779
408,St Neots,0.2683097679400964,0.7822500969869396,0.3551066217732874,-0.26510300000000003,52.2300836
409,Stafford,0.602705676039417,0.4311846028459626,0.19858529941566624,-2.12066,52.806693
410,Stanhope,0.8580940446822488,0.13120914995008773,0.12209616423554985,-2.011302,54.74946
411,Stevenage,0.3152873339055616,0.8462258523379073,0.1800079649542012,-0.196612,51.903761
412,Stirling,0.9008112685189196,0.09453789453789617,0.0910529799418698,-3.9369029,56.1165227
413,Stockton,0.8100746219965291,0.18558597989608075,0.13921613921613946,-1.3289821000000002,54.5704551
414,Stoke-on-Trent,0.5311850798638009,0.5467638691322908,0.17733835530445602,-2.179404,53.00266800000001
415,Stornoway,0.9666524167341632,0.01,0.09458045616237766,-6.3848692000000025,58.209435
416,Strabane,0.9302773889450308,0.08729306831725099,0.04524524524524462,-7.4633103,54.8273865
417,Stranraer,0.7568825273572789,0.25877093369353404,0.1406784936196703,-5.0240550000000015,54.903367
418,Stratford-upon-Avon,0.5850245205879284,0.4399303071367856,0.22012808337594614,-1.708298,52.19173
419,Street,0.26408915016127743,0.7466444839137572,0.4111886341702664,-2.742919,51.124679
420,Sunderland,0.7655003600031133,0.21715730118607893,0.1806554756195045,-1.383801,54.90686899999999
421,Swaffham,0.435744782240364,0.3596144076407228,0.6103395061728392,0.687481,52.647466
422,Swansea,0.7360740282905752,0.2659459459459458,0.17024482109227754,-3.943646,51.62144
423,Swindon,0.27842161706077745,0.8116491899444847,0.2962962962962969,-1.7797176,51.5557739
424,Tain,0.9308483191497549,0.06635015056067782,0.07247073913740583,-4.05523,57.811501
425,Taunton,0.2668079250598813,0.6950566898987538,0.475775658057115,-3.106849,51.015344
426,Tavistock,0.09336254437574176,0.8646469537846909,0.5738551790561237,-4.141654,50.5511229
427,Telford,0.700087018468508,0.3299601088502685,0.1516371443907688,-2.4672611,52.6775873
428,Tenby,0.7983335225550642,0.16786256056017196,0.1853218532185319,-4.703579,51.672738
429,Thetford,0.3454235685302775,0.38519302656389504,0.7461958082113109,0.751657,52.412856
430,Thirsk,0.8960615222902282,0.1051279499366449,0.085703450891164,-1.341377,54.233849
431,Thurso,0.9192732958210974,0.07957286774878829,0.07644173854219623,-3.5220800000000003,58.593566
432,Tipperary,0.8097982858559539,0.2599892914795349,0.039187127202109234,-8.161851400000002,52.4737894
433,Tiverton,0.01,1.0,0.5670982635752274,-3.491207,50.902049
434,Tiverton,0.01,1.0,0.5670982635752274,-3.491207,50.902049
435,Torquay,0.09875919186649164,0.8381585550369577,0.5994694960212212,-3.525315,50.4619209
436,Totnes,0.10377366494993068,0.8398293029871979,0.5877499775804845,-3.685797,50.433741
437,Towcester,0.4323120643844584,0.5682844950213369,0.3348148148148146,-0.989688,52.135107
438,Tralee,0.8231686581353491,0.24159050662810186,0.038823610252182686,-9.6999325,52.2713096
439,Tregaron,0.7042222859443686,0.3562140065461473,0.10835430900155904,-3.934385,52.2199979
440,Tregaron,0.7042222859443686,0.3562140065461473,0.10835430900155904,-3.934385,52.2199979
441,Trowbridge,0.2795121105934005,0.7947627052890212,0.3170594837261512,-2.208853,51.319664
442,Truro,0.14210208020575807,0.7904868139627704,0.582112088107292,-5.0510410000000014,50.263195
443,Tunbridge Wells,0.4433617597312765,0.6644803276382231,0.183964183964184,0.263695,51.13237700000001
444,Turriff,0.9449312641996226,0.04525746799431153,0.07440329218107086,-2.4623,57.538932
445,Tyrone,0.9353072991127728,0.08106531750470211,0.04417081989641409,-7.1312320000000025,54.4912088
446,Tywyn,0.5687793823274289,0.6254978662873405,0.01,-4.087249,52.587006
447,Uckfield,0.3803331944731307,0.7321996637786098,0.2113729891507674,0.095913,50.966414
448,Ullapool,0.9116443031726632,0.0931628826365678,0.07247073913740583,-5.161313,57.89541800000001
449,Wadebridge,0.1633784720077155,0.7904868139627704,0.5419664268585135,-4.836456,50.516654
450,Wakefield,0.7082197267446692,0.40608512704321104,0.03341465217712826,-1.505924,53.683298
451,Walsall,0.6491894181524126,0.3764452258731439,0.18485289982874675,-1.982919,52.586214
452,Warrington,0.6509883344908988,0.4504376447134801,0.08146345859241286,-2.5969501,53.3900441
453,Waterford,0.8766119595467704,0.1811647737610276,0.01964414543621369,-7.110070200000001,52.259319700000006
454,Wellingborough,0.35747127069087903,0.8362586001683742,0.1138825900730655,-0.693964,52.302419
455,Wells,0.1756158738284489,0.8539522494630839,0.4331073993383369,-2.6445979,51.209347
456,Welshpool,0.6972935954283624,0.4460657533412948,0.01,-3.146407,52.660348
457,Welwyn Garden City,0.3384461741173007,0.9022079287525512,0.060654857756308085,-0.208661,51.8031689
458,Western Isles,0.9178332751463228,0.059869348021007775,0.10578667134749288,-7.0194034,57.75989179999999
459,Westmeath,0.9208520742291812,0.11956512055402405,0.0194163079804451,-7.4653217,53.5345308
460,Weston-super-Mare,0.3824210862938172,0.6636942545261719,0.3000132749236687,-2.977255,51.347405
461,Wetherby,0.7745276290962291,0.2910408453566358,0.06377425044091746,-1.384816,53.92705600000001
462,Wexford,0.90784496370571,0.12302122896374468,0.03928829087242738,-6.4633381,52.336916
463,Weymouth,0.2234259631564288,0.7578692173551412,0.4727451704195891,-2.457621,50.6144279
464,Whitby,0.7988717838178283,0.16047995465688664,0.19428325811304506,-0.613347,54.486335
465,Whitchurch,0.5695942158189474,0.5013871721176052,0.16618869034487774,-2.682045,52.968716
466,Whitehaven,0.6627702160530139,0.4273442597250492,0.09044160313744276,-3.589233,54.549699
467,Wick,0.9192732958210974,0.07957286774878829,0.07644173854219623,-3.093716,58.438936
468,Wicklow,0.922530521644498,0.10433976941259243,0.036825210604356534,-6.044589,52.9808207
469,Wigan,0.6663338729957282,0.4533861092213505,0.04852388620504535,-2.6325074,53.5450645
470,Wincanton,0.1628936212561951,0.843488076760264,0.4712540959189743,-2.416007,51.055688
471,Wisbech,0.3073372842806375,0.4466296517230297,0.7350325235629896,0.158797,52.66631700000001
472,Witney,0.3965248157871487,0.5884098162735935,0.3751426496524531,-1.4850544,51.7859365
473,Woking,0.4195413937596917,0.5757920600025871,0.3487654320987652,-0.5600349,51.316774
474,Wolverhampton,0.6895537899922592,0.3522922624919904,0.14133170739333578,-2.12882,52.586973
475,Worcester,0.6093413662538427,0.4527550767861566,0.15691379721842455,-2.221575,52.193636
476,Workington,0.6507871590818951,0.4273442597250492,0.11305200392180415,-3.542752,54.64356899999999
477,Worksop,0.6737731127531779,0.4068250426565165,0.09741079400264824,-1.122745,53.309302
478,Worthing,0.3754805667799949,0.595685377349215,0.4050179211469541,-0.372882,50.81787
479,Wrexham,0.7103887934530095,0.3446447153617761,0.11235396470295812,-2.992494,53.04304000000001
480,Yeovil,0.1987779859540749,0.8217295335262659,0.4329501915708797,-2.633308,50.942061
481,York,0.7838958490641856,0.2738573814088691,0.06931983743577827,-1.0872979,53.95996510000001
