placename,Annie-pig,Anthony pig,armadillo,armadillo-bug,army beetle,Assel,baby armadillo,baker,ball-bug,ball-wibble,bally-beetle,barney-pig,bead-worm,bear,beastie,bee-bug,beetle,bellybutton,bibbit,biggley,Billy,billy-baker,billy-button,Billy-wig,black clock,black pig,bomber-jacket,boogalizer,brick donkey,brick-bug,brickbat,brood-mother,butcher,cailleach-chòsag,cailleach-eòsag,cally clausac,caravan,carpenter,carpenter's bug,carpet beetle,centipede,charlie,Charlie-pig,cheeky-pig,cheese-bob,cheese-bug,cheese-hog,cheese-log,cheeser,cheesy-bob,cheesy-bug,cheesy-hog,cheesy-pig,chesil-bob,chew-pig,chicky-pig,chigger,chiggly-wig,chiggy-pig,chiggy-wig,chilly-wig,chisel-pig,chittle-pig,chizzle-bob,choogey-peg,choogey-pig,chookie-peg,chookie-pig,chora chora chosaig,chucky-peg,chucky-pig,chucky-wig,chuggy-pig,chunky-pig,chuppy-pig,church louse,church mouse,ciaròg,cláirseach,clegg,clock,coffin-cutter,coojie-peg,corra-chòsag,corrie-cross,crachen ludw,crachod lludw,crafty-cruger,crater,crawly-bob,crawly-button,crawly-pig,creature-logger,crech y llutu,creepy-crawly,crooger,crunchy-bat,crunchy-beetle,curly-baker,curly-bob,curly-bug,curly-button,curly-pig,curly-uppy-bug,curly-wurly,daddy-granfer,damp thing,damp-pig,damper,dampie,diddy-dillo,donkey,doodlebug,dooly,dumdum,earwig,eary-wig,Eric,Ernie,farmer-grey,fat pig,fat piggy,football,footballer,forky goller,forky-taily,Fred,Freddo,Freddy,gablo,gammer-sow,gannawhinny,George,glugger,God's pig,googie-bear,goola,goozie-gawsy,gramer-sale,gramfa-grey,gramfy-coucher,gramfy-crooger,gramfy-gravy,gramfy-pig,gramfy-wig,gramma-sow,grammer-sale,grammer-sow,gramphy-coochie,granddad,grandfather,grandfather's jacket,granfa-gig,granfer,granfer-crooger,granfer-gig,granfer-gravy,granfer-grey,granfer-grig,granfer-jig,granfy-crooger,granger-gropus,granny,granny pig,granny-beetle,granny-crawly,granny-grey,granny-groozle,granny-groucher,granny-grunt,granny-grunter,granny-slater,granny's pig,grannyfer,gransha-dad,Grayham,grey-clock,greyback,grolly,grub,grumble-bug,guinea-pig,gwrach lludw,gwrach y lludw,hard-back,hardy-back,haw-haw,Henry slater,hobby horse,hodmedod,hodnedod,hooker-back,horny golach,house-pig,hugly-bug,jambo,jellybug,jiggy-pig,Jimmy,Johnny,Johnny-grump,Johnny-pig,Johnny-slater,Kerry pig,land prawn,leather-jacket,leesie-louse,little pig,little tank,llwyn coed,lock-chester,louse,ludhouse,luggy,maggot,man-at-war,millipede,minister,míol críonna,Mister Pill,mochyn coed,mochyn llutu,mochyn y coed,mogrig,monkey-pea,monkey-peanut,monkey-pede,mouldy hen,mudwasher,mugwump,Murray,nut-bug,odmedod,ogopogo,old-sow,Paddy-pig,parson-pig,parson's pig,pea-bug,pea-monkey,pea-roller,penny-pig,penny-sow,pharaoh ant,pig,pig-beetle,pig-parson,pigeen,pigging,piggly wig,piggy,piggy wig,piggy-beetle,piggy-rogue,pill woodlouse,pill-bug,piss-a-bed,policeman,pooky,pop-up,porky pig,potato-bug,pry lludw,pry tamp,pryf lludw,pryf tamp,pryf twca,rainy-bat,roller-upper,roly-pig,roly-poly,rowli-powli,Sammy,sammygrammy,sand-sow,scaly bug,scaly pig,sclater,shelly-back,shiggle-pig,shunnie-pickle,silverback,silverfish,slady-creeper,slate,slate-cutter,slate-o,slate-ro,slate-roo,slater,slater-beast,slater-beastie,slater-beetle,slater-bug,slater-worm,slaterick,slatero,slateroo,slaterose,slatey,slatey-back,slatey-beetle,slatter,slatterick,sletto,slicer,slitty-beetle,slowcoach,snarfle-wig,soogie,sour-belly,sour-bug,sow,sow-bug,sow-pig,St Anthony's pig,stone beetle,tank,tankie,termite,tick,tiggy,tiggy-hog,tiggy-og,tramper,trilobyte,twrch coed,ubidizzy,wagga-wagga,wallaboo,wally,weevil,Wendy,wheelie-bug,wiggle-pig,wiggy-wogger,William,Willy-baker,wimble-wurzel,witchity,wobblybomb,wocca,wood-beetle,wood-bottle,wood-bug,wood-crab,wood-live,wood-mite,wood-mouse,wood-pig,wood-slater,woodlo,woodlouse,woodwouse,woody,woody-bug,woody-pig,woogy,woolly-bear,woolly-bug,woolly-mouse,wrigglebowl,wug-louse,ystalyfera,longitude,latitude
Dingle,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.040000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.100000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.040000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.70000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,-10.2640135,52.14094
Tralee,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.040000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.100000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04000000,0.000000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.70000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000, -9.6999325,52.27131
Killarney,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.040000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.14000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.04000000,0.000000000,0.000000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.060000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04000000,0.000000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.040000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.54000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000, -9.5044265,52.05994
Bantry,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01923077,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.038461538,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.21153846,0.03846154,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.03846154,0.000000000,0.000000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.057692308,0.00000000,0.00000000,0.00000000,0.00000000,0.03846154,0.076923077,0.038461538,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.038461538,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.038461538,0.000000000,0.000000000,0.36538462,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000, -9.4539805,51.68035
Mayo,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.038461538,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.03846154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.03846154,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.03846154,0.03846154,0.00000000,0.076923077,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0,0.03846154,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.038461538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.115384615,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0,0.000000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.000000000,0,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.038461538,0.000000000,0.000000000,0.50000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000, -9.4289369,54.01526
