placename,where_is_x,where_is_x_at,where_to_is_x,where_x_about,where_x_to,longitude,latitude
Kelso,0.9962705,0.002295095,0.00009562896,0.00133880543,0.00000000000, -2.4322070,55.60003
Wincanton,0.9945280,0.003156898,0.00021045985,0.00000000000,0.00210459855, -2.4160070,51.05569
Clitheroe,0.9884054,0.011431300,0.00016330428,0.00000000000,0.00000000000, -2.3930830,53.87110
Sark,0.9955314,0.003235914,0.00000000000,0.00000000000,0.00123272895, -2.3666256,49.43007
Bath,0.9892591,0.005400952,0.00015256927,0.00000000000,0.00518735506, -2.3590167,51.38106
Kidderminster,0.9935463,0.006453662,0.00000000000,0.00000000000,0.00000000000, -2.2496839,52.38860
Manchester,0.9903995,0.009302580,0.00004468813,0.00000000000,0.00025323276, -2.2426305,53.48076
Burnley,0.9905077,0.009309789,0.00018254488,0.00000000000,0.00000000000, -2.2405035,53.78929
Gloucester,0.9935203,0.006098529,0.00000000000,0.00000000000,0.00038115809, -2.2381560,51.86424
Newcastle-under-Lyme,0.9926800,0.007320021,0.00000000000,0.00000000000,0.00000000000, -2.2273002,53.01321
Worcester,0.9937442,0.006255792,0.00000000000,0.00000000000,0.00000000000, -2.2215750,52.19364
Trowbridge,0.9921529,0.003923530,0.00023079586,0.00000000000,0.00369273378, -2.2088530,51.31966
Shaftesbury,0.9918937,0.005944607,0.00000000000,0.00000000000,0.00216167530, -2.1980830,51.00460
Alderney,0.9954706,0.003592253,0.00000000000,0.00000000000,0.00093710954, -2.1973557,49.71500
Stoke-on-Trent,0.9929277,0.007072334,0.00000000000,0.00000000000,0.00000000000, -2.1794040,53.00267
Colne,0.9903707,0.009415342,0.00021398504,0.00000000000,0.00000000000, -2.1769910,53.85564
Blandford Forum,0.9944504,0.004117436,0.00000000000,0.00000000000,0.00143215181, -2.1653530,50.85691
Rochdale,0.9906072,0.009100647,0.00008764668,0.00000000000,0.00020450892, -2.1561000,53.60971
Jersey,0.9952681,0.003510736,0.00000000000,0.00000000000,0.00122112547, -2.1312500,49.21444
Wolverhampton,0.9924768,0.007523205,0.00000000000,0.00000000000,0.00000000000, -2.1288200,52.58697
Stafford,0.9942520,0.005748014,0.00000000000,0.00000000000,0.00000000000, -2.1206600,52.80669
Macclesfield,0.9940839,0.005916118,0.00000000000,0.00000000000,0.00000000000, -2.1192870,53.25866
Hexham,0.9896245,0.010192861,0.00000000000,0.00000000000,0.00018266775, -2.1121439,54.97266
Aberdeen,0.9957184,0.004103235,0.00000000000,0.00017840152,0.00000000000, -2.0942780,57.14972
Dudley,0.9920007,0.007999279,0.00000000000,0.00000000000,0.00000000000, -2.0811120,52.51226
Cheltenham,0.9937679,0.006232098,0.00000000000,0.00000000000,0.00000000000, -2.0782533,51.89939
Bromsgrove,0.9934581,0.006541886,0.00000000000,0.00000000000,0.00000000000, -2.0619060,52.33559
Skipton,0.9902896,0.009710356,0.00000000000,0.00000000000,0.00000000000, -2.0162787,53.96285
Fraserburgh,0.9946278,0.005127977,0.00000000000,0.00024418940,0.00000000000, -2.0076310,57.69335
Berwick,0.9959666,0.002631952,0.00010254359,0.00123052313,0.00006836240, -2.0053950,55.77024
Poole,0.9954406,0.003419525,0.00000000000,0.00000000000,0.00113984169, -1.9872480,50.71505
Walsall,0.9921967,0.007803291,0.00000000000,0.00000000000,0.00000000000, -1.9829190,52.58621
Cirencester,0.9936604,0.006014467,0.00000000000,0.00000000000,0.00032510634, -1.9682430,51.71849
Evesham,0.9948529,0.005147059,0.00000000000,0.00000000000,0.00000000000, -1.9467700,52.09215
Buxton,0.9926692,0.007330762,0.00000000000,0.00000000000,0.00000000000, -1.9148300,53.25908
Keighley,0.9908437,0.009156320,0.00000000000,0.00000000000,0.00000000000, -1.9123580,53.86780
Birmingham,0.9923136,0.007686404,0.00000000000,0.00000000000,0.00000000000, -1.8904010,52.48624
Bournemouth,0.9954932,0.003380091,0.00011266971,0.00000000000,0.00101402738, -1.8807690,50.71916
Halifax,0.9906019,0.009398110,0.00000000000,0.00000000000,0.00000000000, -1.8575400,53.72702
Salisbury,0.9961551,0.003161362,0.00017088445,0.00000000000,0.00051265336, -1.7944720,51.06878
Ringwood,0.9960420,0.002681250,0.00012767859,0.00000000000,0.00114910731, -1.7888170,50.84495
Huddersfield,0.9899435,0.010056488,0.00000000000,0.00000000000,0.00000000000, -1.7850351,53.64579
Peterhead,0.9943625,0.005402635,0.00000000000,0.00023489718,0.00000000000, -1.7840660,57.50812
Swindon,0.9936977,0.004847897,0.00000000000,0.00000000000,0.00145436917, -1.7797176,51.55577
Bradford,0.9924275,0.007572506,0.00000000000,0.00000000000,0.00000000000, -1.7593980,53.79598
Ashbourne,0.9908769,0.008951010,0.00017213482,0.00000000000,0.00000000000, -1.7321790,53.01663
Marlborough,0.9949937,0.004005006,0.00000000000,0.00000000000,0.00100125156, -1.7270620,51.42007
Stratford-upon-Avon,0.9941981,0.005801895,0.00000000000,0.00000000000,0.00000000000, -1.7082980,52.19173
Alnwick,0.9897680,0.009875270,0.00000000000,0.00019458660,0.00016215550, -1.7062990,55.41274
Otley,0.9929112,0.007088810,0.00000000000,0.00000000000,0.00000000000, -1.6917860,53.90583
Bishop Auckland,0.9825581,0.017135863,0.00000000000,0.00000000000,0.00030599755, -1.6787880,54.66382
Burton upon Trent,0.9901415,0.009456106,0.00040238750,0.00000000000,0.00000000000, -1.6371359,52.81403
Newcastle,0.9885472,0.011146984,0.00000000000,0.00000000000,0.00030586236, -1.6177800,54.97825
Durham,0.9829515,0.016334424,0.00000000000,0.00035703660,0.00035703660, -1.5848520,54.77525
Ashington,0.9896655,0.010169122,0.00000000000,0.00000000000,0.00016535157, -1.5659829,55.18298
Darlington,0.9845377,0.015145108,0.00000000000,0.00000000000,0.00031717503, -1.5594580,54.52361
Leeds,0.9920909,0.007909060,0.00000000000,0.00000000000,0.00000000000, -1.5490774,53.80076
Harrogate,0.9932948,0.006619232,0.00000000000,0.00000000000,0.00008596406, -1.5418120,53.99212
Leamington Spa,0.9944962,0.005503810,0.00000000000,0.00000000000,0.00000000000, -1.5200789,52.28519
Coventry,0.9935616,0.006438367,0.00000000000,0.00000000000,0.00000000000, -1.5196930,52.40682
Blyth,0.9894852,0.010156713,0.00000000000,0.00000000000,0.00035808924, -1.5102770,55.12696
Wakefield,0.9916791,0.008320922,0.00000000000,0.00000000000,0.00000000000, -1.5059240,53.68330
Andover,0.9964424,0.003557639,0.00000000000,0.00000000000,0.00000000000, -1.4919233,51.21120
Witney,0.9964671,0.003532933,0.00000000000,0.00000000000,0.00000000000, -1.4850544,51.78594
Barnsley,0.9903527,0.009647310,0.00000000000,0.00000000000,0.00000000000, -1.4797260,53.55263
Derby,0.9885431,0.011032532,0.00042432815,0.00000000000,0.00000000000, -1.4746186,52.92253
Sheffield,0.9904401,0.009559940,0.00000000000,0.00000000000,0.00000000000, -1.4700850,53.38113
Nuneaton,0.9914148,0.008585238,0.00000000000,0.00000000000,0.00000000000, -1.4653820,52.52049
Northallerton,0.9885691,0.011430881,0.00000000000,0.00000000000,0.00000000000, -1.4299590,54.33796
South Shields,0.9891641,0.010392985,0.00000000000,0.00017715315,0.00026572972, -1.4274060,54.99942
Chesterfield,0.9894255,0.010484385,0.00009012365,0.00000000000,0.00000000000, -1.4216290,53.23505
Southampton,0.9947516,0.004835416,0.00010324732,0.00000000000,0.00030974196, -1.4043509,50.90970
Wetherby,0.9932004,0.006725702,0.00000000000,0.00000000000,0.00007390882, -1.3848160,53.92706
Sunderland,0.9882237,0.011359691,0.00000000000,0.00016664584,0.00024996875, -1.3838010,54.90687
Rotherham,0.9898224,0.010177646,0.00000000000,0.00000000000,0.00000000000, -1.3635009,53.43260
Castleford,0.9922600,0.007739960,0.00000000000,0.00000000000,0.00000000000, -1.3459680,53.72347
Thirsk,0.9924341,0.007420430,0.00000000000,0.00000000000,0.00014549864, -1.3413770,54.23385
Banbury,0.9973140,0.002686033,0.00000000000,0.00000000000,0.00000000000, -1.3397750,52.06290
Stockton,0.9838599,0.015822114,0.00000000000,0.00000000000,0.00031803244, -1.3289821,54.57046
Newbury,0.9979149,0.001876564,0.00000000000,0.00000000000,0.00020850709, -1.3231139,51.40141
Isle of Wight,0.9948286,0.004501702,0.00011161245,0.00000000000,0.00055806224, -1.3047340,50.69385
Isle of Wight,0.9948286,0.004501702,0.00011161245,0.00000000000,0.00055806224, -1.3047340,50.69385
Abingdon,0.9964639,0.003536056,0.00000000000,0.00000000000,0.00000000000, -1.2879529,51.67078
Shetland Islands,0.9937863,0.006041143,0.00000000000,0.00017260407,0.00000000000, -1.2659409,60.52965
Rugby,0.9943271,0.005672882,0.00000000000,0.00000000000,0.00000000000, -1.2650320,52.37088
Oxford,0.9963724,0.003627630,0.00000000000,0.00000000000,0.00000000000, -1.2577263,51.75202
Middlesbrough,0.9852686,0.014198107,0.00000000000,0.00026663112,0.00026663112, -1.2349560,54.57423
Hartlepool,0.9847122,0.014520256,0.00000000000,0.00025586354,0.00051172708, -1.2129260,54.69174
Loughborough,0.9917622,0.008237832,0.00000000000,0.00000000000,0.00000000000, -1.2061660,52.77210
Mansfield,0.9913655,0.008634509,0.00000000000,0.00000000000,0.00000000000, -1.1986740,53.14720
Nottingham,0.9916807,0.008319310,0.00000000000,0.00000000000,0.00000000000, -1.1581086,52.95478
Bicester,0.9952109,0.004789101,0.00000000000,0.00000000000,0.00000000000, -1.1535899,51.89960
Leicester,0.9928842,0.007115791,0.00000000000,0.00000000000,0.00000000000, -1.1397592,52.63688
Doncaster,0.9877313,0.012268690,0.00000000000,0.00000000000,0.00000000000, -1.1284620,53.52282
Worksop,0.9895550,0.010445022,0.00000000000,0.00000000000,0.00000000000, -1.1227450,53.30930
Basingstoke,0.9967061,0.003120576,0.00000000000,0.00000000000,0.00017336531, -1.0923964,51.26654
Portsmouth,0.9944020,0.005204020,0.00009849881,0.00000000000,0.00029549642, -1.0879769,50.81977
York,0.9929171,0.006910154,0.00000000000,0.00000000000,0.00017275384, -1.0872979,53.95997
Selby,0.9913926,0.008416086,0.00000000000,0.00000000000,0.00019127469, -1.0671890,53.78352
Helmsley,0.9910037,0.008851163,0.00000000000,0.00000000000,0.00014510103, -1.0562636,54.24651
Towcester,0.9963232,0.003318088,0.00000000000,0.00000000000,0.00035871222, -0.9896880,52.13511
Reading,0.9967574,0.003011002,0.00000000000,0.00000000000,0.00023161552, -0.9781303,51.45426
Retford,0.9884233,0.011576725,0.00000000000,0.00000000000,0.00000000000, -0.9455030,53.32136
Petersfield,0.9932066,0.006793368,0.00000000000,0.00000000000,0.00000000000, -0.9389900,51.00759
Northampton,0.9952342,0.004431315,0.00000000000,0.00000000000,0.00033443884, -0.9026560,52.24048
Melton Mowbray,0.9915935,0.008406515,0.00000000000,0.00000000000,0.00000000000, -0.8871260,52.76640
Aylesbury,0.9955619,0.004438063,0.00000000000,0.00000000000,0.00000000000, -0.8084000,51.81561
Newark-on-Trent,0.9914981,0.008501897,0.00000000000,0.00000000000,0.00000000000, -0.8065700,53.07004
Malton,0.9910679,0.008756951,0.00000000000,0.00000000000,0.00017513902, -0.7978970,54.13684
Chichester,0.9937511,0.005946565,0.00030236771,0.00000000000,0.00000000000, -0.7749360,50.83761
Gainsborough,0.9877314,0.012268614,0.00000000000,0.00000000000,0.00000000000, -0.7744650,53.40058
Milton Keynes,0.9956214,0.004048137,0.00000000000,0.00000000000,0.00033046017, -0.7594171,52.04062
Aldershot,0.9946322,0.005367847,0.00000000000,0.00000000000,0.00000000000, -0.7557509,51.24837
High Wycombe,0.9958597,0.003450259,0.00069005175,0.00000000000,0.00000000000, -0.7482290,51.62861
Midhurst,0.9948873,0.004805917,0.00030676066,0.00000000000,0.00000000000, -0.7372740,50.98690
Kettering,0.9941349,0.005395894,0.00000000000,0.00000000000,0.00046920821, -0.7302490,52.39632
Wellingborough,0.9939906,0.005608787,0.00000000000,0.00000000000,0.00040062765, -0.6939640,52.30242
Corby,0.9927862,0.007213800,0.00000000000,0.00000000000,0.00000000000, -0.6842333,52.49230
Bognor Regis,0.9950329,0.004773599,0.00019352428,0.00000000000,0.00000000000, -0.6730610,50.78300
Scunthorpe,0.9891116,0.010888372,0.00000000000,0.00000000000,0.00000000000, -0.6544130,53.58865
Grantham,0.9937396,0.006260434,0.00000000000,0.00000000000,0.00000000000, -0.6435820,52.91252
Whitby,0.9864857,0.013165543,0.00000000000,0.00000000000,0.00034875610, -0.6133470,54.48633
Slough,0.9957087,0.004291266,0.00000000000,0.00000000000,0.00000000000, -0.5950406,51.51054
Guildford,0.9949903,0.005009691,0.00000000000,0.00000000000,0.00000000000, -0.5704090,51.23622
Woking,0.9953270,0.004673043,0.00000000000,0.00000000000,0.00000000000, -0.5600349,51.31677
Lincoln,0.9920019,0.007998141,0.00000000000,0.00000000000,0.00000000000, -0.5405790,53.23069
Bedford,0.9975022,0.002497819,0.00000000000,0.00000000000,0.00000000000, -0.4667782,52.13864
Heathrow,0.9966987,0.003301303,0.00000000000,0.00000000000,0.00000000000, -0.4542955,51.47002
Driffield,0.9910937,0.008906317,0.00000000000,0.00000000000,0.00000000000, -0.4433770,54.00600
Beverley,0.9921252,0.007874791,0.00000000000,0.00000000000,0.00000000000, -0.4350930,53.84196
Luton,0.9948098,0.005027978,0.00000000000,0.00016219285,0.00000000000, -0.4200255,51.87867
Scarborough,0.9915842,0.008415755,0.00000000000,0.00000000000,0.00000000000, -0.3997520,54.28311
Worthing,0.9974826,0.002298481,0.00021890296,0.00000000000,0.00000000000, -0.3728820,50.81787
Dorking,0.9960680,0.003407750,0.00000000000,0.00000000000,0.00052426930, -0.3323780,51.23220
Hull,0.9921906,0.007809449,0.00000000000,0.00000000000,0.00000000000, -0.3274198,53.76762
Horsham,0.9985274,0.001472635,0.00000000000,0.00000000000,0.00000000000, -0.3258580,51.06288
Biggleswade,0.9944261,0.005573906,0.00000000000,0.00000000000,0.00000000000, -0.2642200,52.08694
Peterborough,0.9915398,0.008460167,0.00000000000,0.00000000000,0.00000000000, -0.2405299,52.56950
Welwyn Garden City,0.9947364,0.005093811,0.00000000000,0.00016979370,0.00000000000, -0.2086610,51.80317
Bridlington,0.9914886,0.008511403,0.00000000000,0.00000000000,0.00000000000, -0.1988020,54.08535
Stevenage,0.9952940,0.004706024,0.00000000000,0.00000000000,0.00000000000, -0.1966120,51.90376
Crawley,0.9962667,0.003733318,0.00000000000,0.00000000000,0.00000000000, -0.1872275,51.10914
Huntingdon,0.9948625,0.005137458,0.00000000000,0.00000000000,0.00000000000, -0.1825520,52.33146
Hove,0.9979068,0.001883891,0.00020932127,0.00000000000,0.00000000000, -0.1687490,50.82793
Spalding,0.9911380,0.008861958,0.00000000000,0.00000000000,0.00000000000, -0.1537024,52.79010
Brighton,0.9979133,0.001877995,0.00020866610,0.00000000000,0.00000000000, -0.1371630,50.82253
London,0.9955473,0.004305903,0.00007339607,0.00002935843,0.00004403764, -0.1277583,51.50735
Grimsby,0.9912180,0.008781957,0.00000000000,0.00000000000,0.00000000000, -0.0807840,53.56747
Boston,0.9910405,0.008959493,0.00000000000,0.00000000000,0.00000000000, -0.0265770,52.97894
Royston,0.9943061,0.005693881,0.00000000000,0.00000000000,0.00000000000, -0.0240660,52.04814
Louth_Lincs,0.9920878,0.007912241,0.00000000000,0.00000000000,0.00000000000, -0.0077110,53.36596
Lewes,0.9980273,0.001740606,0.00023208073,0.00000000000,0.00000000000,  0.0087800,50.87387
Chatteris,0.9937207,0.006279252,0.00000000000,0.00000000000,0.00000000000,  0.0540120,52.45610
Uckfield,0.9982709,0.001729080,0.00000000000,0.00000000000,0.00000000000,  0.0959130,50.96641
Cambridge,0.9949346,0.005065383,0.00000000000,0.00000000000,0.00000000000,  0.1218170,52.20534
Bishop's Stortford,0.9944116,0.005588429,0.00000000000,0.00000000000,0.00000000000,  0.1536502,51.87216
Wisbech,0.9919414,0.008058636,0.00000000000,0.00000000000,0.00000000000,  0.1587970,52.66632
Sevenoaks,0.9976938,0.002049968,0.00000000000,0.00000000000,0.00025624600,  0.1908980,51.27241
Tunbridge Wells,0.9978355,0.002164474,0.00000000000,0.00000000000,0.00000000000,  0.2636950,51.13238
Eastbourne,0.9969499,0.003050061,0.00000000000,0.00000000000,0.00000000000,  0.2904720,50.76803
Brentwood,0.9930696,0.006413196,0.00000000000,0.00000000000,0.00051719323,  0.3071749,51.62047
Skegness,0.9929052,0.007094775,0.00000000000,0.00000000000,0.00000000000,  0.3378810,53.14640
Downham Market,0.9923642,0.007635796,0.00000000000,0.00000000000,0.00000000000,  0.3854720,52.60661
King's Lynn,0.9934381,0.006561941,0.00000000000,0.00000000000,0.00000000000,  0.4022963,52.75168
Bexhill,0.9963671,0.003632936,0.00000000000,0.00000000000,0.00000000000,  0.4662071,50.84991
Chelmsford,0.9931583,0.006305057,0.00000000000,0.00000000000,0.00053660063,  0.4685497,51.73559
Mildenhall,0.9937977,0.006202341,0.00000000000,0.00000000000,0.00000000000,  0.5156095,52.34757
Medway,0.9947502,0.004958163,0.00000000000,0.00009721889,0.00019443778,  0.5417861,51.40474
Braintree,0.9947646,0.004711836,0.00000000000,0.00000000000,0.00052353737,  0.5509269,51.88009
Gillingham,0.9947124,0.004993847,0.00000000000,0.00009791858,0.00019583715,  0.5514380,51.38632
Hastings,0.9949935,0.005006482,0.00000000000,0.00000000000,0.00000000000,  0.5734530,50.85426
Maldon,0.9936044,0.005844299,0.00000000000,0.00011026979,0.00044107917,  0.6714480,51.73181
Southend,0.9929879,0.006455562,0.00000000000,0.00011130280,0.00044521120,  0.7077123,51.54593
Bury St Edmunds,0.9946448,0.005355195,0.00000000000,0.00000000000,0.00000000000,  0.7104932,52.24292
Thetford,0.9944006,0.005599440,0.00000000000,0.00000000000,0.00000000000,  0.7516570,52.41286
Ashford,0.9960148,0.003985154,0.00000000000,0.00000000000,0.00000000000,  0.8750190,51.14647
Faversham,0.9953893,0.004322486,0.00000000000,0.00014408288,0.00014408288,  0.8893580,51.31599
Colchester,0.9954754,0.004524614,0.00000000000,0.00000000000,0.00000000000,  0.8918740,51.89593
New Romney,0.9941745,0.005825526,0.00000000000,0.00000000000,0.00000000000,  0.9394730,50.98512
Canterbury,0.9961969,0.003540775,0.00000000000,0.00013113980,0.00013113980,  1.0789089,51.28023
Ipswich,0.9953943,0.004605680,0.00000000000,0.00000000000,0.00000000000,  1.1482200,52.05674
Clacton,0.9950809,0.004601775,0.00000000000,0.00015868188,0.00015868188,  1.1530350,51.78953
Folkestone,0.9951420,0.004715105,0.00000000000,0.00000000000,0.00014288198,  1.1694560,51.08140
Sheringham,0.9946261,0.005373936,0.00000000000,0.00000000000,0.00000000000,  1.2109589,52.94442
Harwich,0.9951753,0.004824702,0.00000000000,0.00000000000,0.00000000000,  1.2602970,51.93473
Norwich,0.9953236,0.004676409,0.00000000000,0.00000000000,0.00000000000,  1.2973550,52.63089
Cromer,0.9946246,0.005375352,0.00000000000,0.00000000000,0.00000000000,  1.3018660,52.93145
Dover,0.9952230,0.004636492,0.00000000000,0.00000000000,0.00014049976,  1.3134027,51.12788
Felixstowe,0.9948332,0.005166805,0.00000000000,0.00000000000,0.00000000000,  1.3512550,51.96173
Margate,0.9956226,0.003996790,0.00000000000,0.00019032333,0.00019032333,  1.3868339,51.38965
Ramsgate,0.9950539,0.004565588,0.00000000000,0.00019023281,0.00019023281,  1.4198950,51.33555
Great Yarmouth,0.9953373,0.004662652,0.00000000000,0.00000000000,0.00000000000,  1.7280470,52.59823
Lowestoft,0.9954759,0.004524084,0.00000000000,0.00000000000,0.00000000000,  1.7534490,52.48114
Swaffham,0.9933490,0.006650963,0.00000000000,0.00000000000,0.00000000000,  0.6874810,52.64747
Dereham,0.9936892,0.006310807,0.00000000000,0.00000000000,0.00000000000,  0.9378270,52.68162
Ely,0.9940255,0.005974465,0.00000000000,0.00000000000,0.00000000000,  0.2623630,52.39954
March,0.9919703,0.008029740,0.00000000000,0.00000000000,0.00000000000,  0.0886220,52.55172
St Neots,0.9960651,0.003934942,0.00000000000,0.00000000000,0.00000000000, -0.2651030,52.23008
Banham,0.9943918,0.005608225,0.00000000000,0.00000000000,0.00000000000,  1.0402849,52.45125
Holt,0.9941184,0.005881552,0.00000000000,0.00000000000,0.00000000000,  1.0867470,52.90936
Cromer,0.9946246,0.005375352,0.00000000000,0.00000000000,0.00000000000,  1.3018660,52.93145
Hunstanton,0.9946055,0.005394500,0.00000000000,0.00000000000,0.00000000000,  0.4910320,52.93891
Horncastle,0.9931218,0.006878210,0.00000000000,0.00000000000,0.00000000000, -0.1124500,53.20731
Market Weighton,0.9913917,0.008608340,0.00000000000,0.00000000000,0.00000000000, -0.6677465,53.86484
Hawes,0.9890796,0.010920437,0.00000000000,0.00000000000,0.00000000000, -2.1968695,54.30383
Reeth,0.9836817,0.016318259,0.00000000000,0.00000000000,0.00000000000, -1.9428115,54.38946
Aysgarth,0.9880888,0.011911207,0.00000000000,0.00000000000,0.00000000000, -1.9967434,54.29159
Stanhope,0.9815381,0.018461941,0.00000000000,0.00000000000,0.00000000000, -2.0113020,54.74946
Keswick,0.9861856,0.013605103,0.00000000000,0.00020930928,0.00000000000, -3.1347060,54.60128
Oxenholme,0.9859168,0.013859704,0.00000000000,0.00022354361,0.00000000000, -2.7243328,54.30134
