,placename,what_for,why,why_for_continuous,why_for_discontinuous,longitude,latitude
48,Louth,0.531486481203291,0.9316615,0.01,0.4460713554554285,-6.4889423,53.925230000000006
49,Wexford,0.5511282469427345,0.9316615,0.01,0.186800135862822,-6.4633381,52.33692
50,Craigavon,0.09720696757564516,0.9316615,0.01,0.6398641781672965,-6.4175653,54.442930000000004
51,Drogheda,0.22471953091973493,0.9316615,0.01,0.22897676816644572,-6.3560985,53.717859999999995
52,Rosslare,0.5321575762723736,0.9316615,0.01,0.186800135862822,-6.3414908,52.25131
53,Newry,0.2198666079013147,0.9316615,0.01,0.25835311527335636,-6.34023,54.1751
54,Ballymena,0.5310831491290813,0.9316615,0.01,0.01,-6.2802213,54.86529
55,Banbridge,0.03042917,1.0,0.01,0.4770280605914508,-6.2704803,54.34873
56,Dublin,0.37065008186178533,0.9316615,0.01,0.20355516580050056,-6.2603097000000005,53.34981
57,Antrim,0.6160101457423856,0.9316615,0.01,0.7307507728139646,-6.2072498,54.719530000000006
58,Wicklow,0.43530021941377334,0.9316615,0.01,0.01,-6.044589,52.980819999999994
59,Kilkeel,0.4632426379942751,0.9316615,0.01,0.42938689353601384,-6.007004,54.06312
60,Belfast,0.6112818225209492,0.9316615,0.01,0.7058716690122872,-5.93012,54.597280000000005
61,Down,0.6412951853569644,0.9316615,0.01,0.3312853283218593,-5.7156921999999994,54.32875
62,Balivanich,0.5674781029216824,0.9316615,0.01,0.09835323380990196,-7.3743509000000005,57.472269999999995
63,Western Isles,0.5121406048237278,0.9316615,0.01,0.09725951261317471,-7.0194034,57.759890000000006
64,Dunvegan,0.5301397908467246,0.9316615,0.01,0.09818470696879673,-6.581398200000001,57.4366
65,Stornoway,0.5525252834926646,0.9316615,0.01,0.08889808870344505,-6.384869200000001,58.209430000000005
66,Scilly Isles,0.47389859264107415,0.9316615,0.01,0.24037715891607525,-6.327496599999999,49.92773
67,Portree,0.520168713187862,0.9316615,0.01,0.09818470696879673,-6.1960231,57.41246999999999
68,Islay,0.2988746922624088,0.9316615,0.01,0.37442659330842365,-6.177067,55.73625
69,Mull,0.4618169125520373,0.9316615,0.01,0.28155323753217104,-6.0008870000000005,56.4392
70,Broadford,0.5380351427680224,0.9316615,0.01,0.1001855373893068,-5.9096592,57.24139
71,Kyle of Lochalsh,0.5061083433205369,0.9316615,0.01,0.09934104758832413,-5.7143293,57.28261
72,Campbeltown,0.23926226794694141,0.9316615,0.01,0.39739850502151824,-5.605373999999999,55.424119999999995
73,Penzance,0.4697094518368345,0.9316615,0.01,0.2406014367072453,-5.537592,50.1188
74,Oban,0.5143718693597849,0.9316615,0.01,0.28809418382160057,-5.471047,56.41516
75,Lochgilphead,0.36592203990399913,0.9316615,0.01,0.399121300773523,-5.4323449,56.03829
76,Helston,0.4697094518368345,0.9316615,0.01,0.2406014367072453,-5.274996,50.10159
77,Redruth,0.46996540175840407,0.9316615,0.01,0.24064790968002664,-5.226666000000001,50.23302
78,Ullapool,0.5367480803052723,0.9316615,0.01,0.13313343492764618,-5.161313,57.895419999999994
79,Ballachulish,0.5327791689390426,0.9316615,0.01,0.01,-5.133719999999999,56.673930000000006
80,Fort William,0.5962558745429115,0.9316615,0.01,0.01,-5.1052179,56.81981999999999
81,Achnasheen,0.4975821170321173,0.9316615,0.01,0.10020365021660062,-5.078765799999999,57.578590000000005
82,Newquay,0.4629655932989498,0.9316615,0.01,0.24135472537630367,-5.0737190000000005,50.4155
83,Falmouth,0.46721689336985645,0.9316615,0.01,0.2411367898442319,-5.066269999999999,50.152570000000004
84,Rothesay,0.36331978861349123,0.9316615,0.01,0.34039580349609694,-5.055793,55.83596
85,Truro,0.46721689336985645,0.9316615,0.01,0.2411367898442319,-5.051041000000001,50.2632
86,Milford Haven,0.4090735090987385,0.9316615,0.01,0.6430335352073482,-5.0426971,51.71431
87,Stranraer,0.31330773646608545,0.9316615,0.01,0.1942139874896308,-5.024055000000001,54.903369999999995
88,Fishguard,0.4140271245038862,0.9316615,0.01,0.5886082557712896,-4.975989,51.99393
89,Inchnadamph,0.525825768981851,0.9316615,0.01,0.13208928859461297,-4.974295,58.15221
