Unnamed: 0,placename,needs_to_be_Xed,needs_Xed,needs_Xing,longitude,latitude,control
52,Dunvegan,0.5557278532955924,0.6561834473271451,0.051505495385267885,-6.5813982000000015,57.4366,0.9725122802972324
53,Louth,0.9313093004534762,0.2120327679994356,0.12548777908283876,-6.4889423,53.925230000000006,0.9797487605253907
54,Wexford,0.9614343175081822,0.21138746893967586,0.10235609635115328,-6.4633381,52.33692,0.9847519445175378
55,Craigavon,0.6240027758481813,0.5593891340613979,0.07829478893253643,-6.4175653,54.44293,0.9624467780268502
56,Stornoway,0.6821695386676067,0.5159540440898406,0.06868730080151156,-6.3848692000000025,58.20943000000001,0.9708591180263854
57,Drogheda,0.9759786630911228,0.1936342905585892,0.10568099098347124,-6.3560985,53.71786,0.9859329388365673
58,Rosslare,0.8857882990981032,0.23425809609339665,0.1427838876710698,-6.3414908,52.25131,0.9728633296272186
59,Newry,0.6137062352004974,0.5509956187636106,0.09335872089853392,-6.34023,54.1751,0.9547538770570386
60,Scilly Isles,0.8160070218062448,0.10371601497893593,0.3060802250107456,-6.327496599999999,49.92773,0.97457730983316
61,Ballymena,0.6544814688355401,0.5808108451278545,0.03654881106382154,-6.2802213,54.86529,0.9851634646178804
62,Banbridge,0.6175130995147574,0.5600622855583345,0.08283399606319708,-6.2704803,54.34873,0.9598348899978894
63,Dublin,0.9997197372178585,0.1846315141115268,0.09450933413632127,-6.2603097000000005,53.34981,0.988966683007586
64,Antrim,0.6323240872009711,0.5984451922644353,0.03930400359646896,-6.2072498,54.719530000000006,0.982855142853064
65,Antrim,0.6323240872009711,0.5984451922644353,0.03930400359646896,-6.2072498,54.719530000000006,0.982855142853064
66,Portree,0.5736205772905419,0.6437930854665787,0.047743647767175865,-6.1960231,57.41246999999999,0.9755922855500346
67,Islay,0.3625210629947164,0.8663806174802375,0.028639637358223363,-6.177067,55.73625,0.981555174383436
68,Wicklow,1.0,0.17629104068077642,0.1012196485810464,-6.044589,52.98082,0.9885693897757849
69,Kilkeel,0.6336630691914324,0.5238827772992247,0.10020845909493582,-6.007004,54.06312,0.9536897335796555
70,Mull,0.4378080957159731,0.7965478781321415,0.02751635748765038,-6.0008870000000005,56.4392,0.9844688075875089
71,Belfast,0.6330222047077221,0.5920328452703036,0.044083624650438524,-5.93012,54.59728000000001,0.9802606489030757
72,Broadford,0.5250723223419071,0.6887128020169528,0.04856058352875695,-5.9096592,57.24139,0.9728673417857283
73,Down,0.5912152623631325,0.6063516173305634,0.06503157629660553,-5.7156922,54.32875,0.966840535973684
74,Kyle of Lochalsh,0.6082302605774379,0.6206647577851873,0.03977035763616107,-5.7143293,57.28261,0.981684782547325
75,Campbeltown,0.2425695156740539,0.939386264561875,0.062217472830506035,-5.6053739999999985,55.42412,0.9477021345099544
76,Penzance,0.8160070218062448,0.10371601497893593,0.3060802250107456,-5.537592,50.1188,0.97457730983316
77,Oban,0.4044711378969072,0.846409939810141,0.01227552948287265,-5.471047,56.41516,0.9960720515463992
78,Lochgilphead,0.380658959209299,0.8078845403846915,0.06299584804882381,-5.4323449,56.03829,0.9553043226047134
79,Helston,0.8215520232595022,0.09691678977436624,0.30737339980547057,-5.274996,50.10159,0.9765458591523336
80,Redruth,0.8215520232595022,0.09691678977436624,0.30737339980547057,-5.226666000000002,50.23302,0.9765458591523336
81,Ullapool,0.6639836237885387,0.5182941726829713,0.0810307011935522,-5.161313,57.89542,0.9642580428515919
82,Ballachulish,0.4714442467522181,0.7978594528912587,0.01,-5.1337199999999985,56.67393000000001,0.9984993345872835
83,Fort William,0.518800346011415,0.7111248243861271,0.03486518809655256,-5.1052179,56.81981999999999,0.9815746265188502
84,Achnasheen,0.6838289528999233,0.5190099541248969,0.06484437809951228,-5.078765799999998,57.57859000000001,0.9726553845250244
85,Newquay,0.8195183866467478,0.10271046778190067,0.3041569136242743,-5.0737190000000005,50.4155,0.9750859319274059
86,Falmouth,0.8215520232595022,0.09691678977436624,0.30737339980547057,-5.0662699999999985,50.15257,0.9765458591523336
87,Rothesay,0.3284548217087765,0.8713956496108396,0.05123685935221408,-5.055793,55.83596,0.9615909032412685
88,Truro,0.8215520232595022,0.09691678977436624,0.30737339980547057,-5.0510410000000014,50.2632,0.9765458591523336
89,Milford Haven,0.9151773377759834,0.1013882846493759,0.2301004289942057,-5.0426971,51.71431,0.9830481995363808
90,Stranraer,0.5086425516010183,0.6960503912579844,0.05537154353066357,-5.0240550000000015,54.90337,0.9677369686544757
91,Fishguard,0.9279419916064297,0.091762233522735,0.2280705591920844,-4.975989,51.99393,0.985465103479899
92,Inchnadamph,0.6717748829602767,0.5176802840127861,0.07541959802066517,-4.974295,58.15221,0.9672318371461123
93,Haverfordwest,0.9571625032406827,0.08473449173132952,0.2109527613756413,-4.971319,51.80047,0.9885383304444599
94,Dunoon,0.3589367467216296,0.8379161033514885,0.05510784092553432,-4.926214,55.95097,0.9600527532462926
95,Pembroke,0.9151773377759834,0.1013882846493759,0.2301004289942057,-4.9086370000000015,51.67404000000001,0.9830481995363808
96,Girvan,0.1862380816174164,0.992820313996066,0.06207429459507785,-4.8542179,55.24016,0.9444989722079804
97,Wadebridge,0.8195183866467478,0.10271046778190067,0.3041569136242743,-4.836456,50.51665,0.9750859319274059
98,Invergarry,0.6886338205150047,0.5284189701552623,0.053251003852825836,-4.800261,57.07095,0.9782074414973777
99,St Austell,0.8215520232595022,0.09691678977436624,0.30737339980547057,-4.7834252,50.34038,0.9765458591523336
100,Greenock,0.351137407486156,0.8334533396480076,0.06494368147409665,-4.7719830000000005,55.956480000000006,0.9520490470007841
101,Helensburgh,0.3287240032606518,0.8546455082149736,0.06494368147409665,-4.734014,56.00232,0.9506637622926055
102,Bodmin,0.8378882961200226,0.1054149699908543,0.28747733842579176,-4.7188629,50.4715,0.97602772584502
103,Tenby,0.93421743082138,0.09220217542813898,0.22277466941589194,-4.703579,51.67274000000001,0.9858555915977822
104,Camelford,0.8300896494614407,0.11472257346391353,0.2858703649673801,-4.682364,50.62206,0.9735200881892213
105,Irvine,0.2297448385130005,0.947351450412392,0.06567469941185923,-4.6696364,55.61156999999999,0.9439067288391931
106,Cardigan,0.9237292772336814,0.0878642456495901,0.2346191769090616,-4.660864,52.0837,0.9857807783911525
107,Holyhead,0.8435512665038185,0.07862192951163699,0.3052914206708961,-4.633038,53.30944,0.9823706913264403
108,Ayr,0.17787106018977986,1.0,0.06268201310993178,-4.629179,55.45856,0.9434387010651076
109,Dumbarton,0.4612989187258709,0.7109126350900501,0.08021795521818649,-4.564554,55.94529,0.9491296773969113
110,Bude,0.7969761631194031,0.17192704835521427,0.2643529651479798,-4.543678,50.82664000000001,0.9607838184630576
111,Isle of Man,0.4926537214811264,0.4866546989953717,0.24192777831525544,-4.5126331,54.27697,0.888025924513269
112,Kilmarnock,0.2573389487467707,0.8981456672423491,0.08488193091757153,-4.498792,55.61472,0.9297958655487251
113,Newton Stewart,0.23814902823382056,0.8961366901573742,0.1016279985674196,-4.483164,54.9603,0.9148627446814258
114,Liskeard,0.8576549023247265,0.10091581913002738,0.2756860285212351,-4.4647190000000005,50.45552,0.9785272756992323
115,Altnaharra,0.6698405157019879,0.5089698490164346,0.0841770674028502,-4.442655,58.28023,0.9634066703826406
116,Pwllheli,0.8546428854230802,0.10061007533101997,0.2783064949412957,-4.417633900000001,52.88882,0.9783467484688192
117,Lairg,0.6512000395230546,0.5248393644519126,0.08563565713386917,-4.402414,58.02206,0.961291573766613
118,Launceston,0.808805145569274,0.1628700731608873,0.26258516556674805,-4.360451599999998,50.63683,0.9634834929415166
119,Carmarthen,0.95455725983338,0.07297052594416324,0.22277466941589194,-4.312131,51.85762,0.990167892718649
120,Llangefni,0.8402453661411625,0.06353125640445073,0.3204280844235756,-4.311401999999998,53.25579000000001,0.9860398976735751
121,Caernarfon,0.8345600024378707,0.06487513649822439,0.3237781540483909,-4.273911,53.13955,0.9853877133720224
122,Cumnock,0.19775586618398666,0.9567884935033644,0.08296549368250976,-4.265828900000002,55.45355,0.9266312433075221
123,Aberaeron,0.9530573691450992,0.09567089525307376,0.20509057936907915,-4.2581619,52.24279,0.9867807032262695
124,Alness,0.6693776434794231,0.5131941862533946,0.0810307011935522,-4.256825,57.69595,0.9646739968985413
125,Glasgow,0.4781580871395626,0.6879839238177343,0.08602461802299477,-4.251806,55.86424,0.9469600049624625
126,Dalwhinnie,0.6046646438804251,0.5887714689412474,0.06907299692215765,-4.242783,56.9366,0.965596255099261
127,Inverness,0.6734583065248361,0.526230196420582,0.06699250507100163,-4.224721,57.47776999999999,0.9710463442110732
128,Saltash,0.7933068907476113,0.13513736217381894,0.2978056692994848,-4.21643,50.40921,0.9660225580826681
129,Bideford,0.7955942413616613,0.2657143243185369,0.1875074794938985,-4.206666,51.01668,0.9563812579289235
130,Invergordon,0.6634759649269827,0.5174781792198249,0.08210758507651111,-4.172882,57.68811,0.9637636922822431
131,Llanelli,0.9344376702729142,0.12504087552520998,0.1953146291845127,-4.160248,51.68089000000001,0.9819482389171411
132,Plymouth,0.8407177035812456,0.15468294093011029,0.2443158839075898,-4.1426565,50.37546,0.9684917505266696
133,Tavistock,0.783681687966869,0.2028626368220963,0.2490923127434905,-4.141654,50.55112,0.9556685338570919
134,Porthmadog,0.8622766987814571,0.09833073751965796,0.27420286233860663,-4.133384,52.92784,0.9793913935132382
135,Bangor,0.8402453661411625,0.06353125640445073,0.3204280844235756,-4.129263,53.22739,0.9860398976735751
136,Tywyn,0.9365027037047552,0.09995030435445132,0.21454095958582997,-4.087249,52.58701,0.9849465691077828
137,Aberystwyth,0.9799208107582122,0.0991136616706394,0.18112433112602336,-4.08292,52.4153,0.9884609074892082
138,Lampeter,0.8961397841791889,0.11352334705444213,0.2349739484171659,-4.078509,52.1129,0.9796808117506292
139,Barnstaple,0.8068730869006236,0.27850828458301896,0.16801512487431094,-4.058338,51.07816,0.9594308617422826
140,Tain,0.6479560093627161,0.5351484114713885,0.07961810842288865,-4.05523,57.8115,0.9636442970647418
141,Okehampton,0.8275476614102388,0.1951345459344424,0.22105027311783468,-4.004263,50.73831,0.9631138150485012
142,Llandeilo,0.913131003920216,0.12244671349645067,0.21421009343803665,-3.99143,51.88469,0.9801294293871964
143,Motherwell,0.4453832708975264,0.7017776032222562,0.10031280472306076,-3.9810968,55.78321,0.9356730535851688
144,Golspie,0.6664436569075655,0.5129155745699129,0.08356731747649794,-3.976086,57.97341,0.9633871543974183
145,Airdrie,0.4510665568701435,0.7265882312058749,0.0752316561818627,-3.962566,55.86626999999999,0.9515106462549006
146,Swansea,0.8844666315299321,0.1288368833148993,0.23142053812888644,-3.943646,51.62144,0.9765198326044079
147,Stirling,0.3878603737283421,0.7396238048144859,0.1140582418010146,-3.9369029,56.11652,0.9216189642624737
148,Tregaron,0.9337815690975886,0.10032220860571768,0.21636988288803888,-3.934385,52.22,0.9846815796248183
149,Tregaron,0.9337815690975886,0.10032220860571768,0.21636988288803888,-3.934385,52.22,0.9846815796248183
150,Castle Douglas,0.26747319554285204,0.7770980366716624,0.17750274158933066,-3.931414,54.94042,0.8676922646832028
151,Dolgellau,0.9531148530271036,0.10556477506635853,0.1968242037166197,-3.8844,52.74215,0.9856166477677454
152,Aberfeldy,0.5262171519437516,0.6624542183749382,0.06948022237716572,-3.866969,56.62175,0.9602020024501736
153,Machynlleth,0.9582664708059216,0.09764490399607603,0.19935770033190725,-3.853485,52.59027,0.9869366507882221
154,Brora,0.6664436569075655,0.5129155745699129,0.08356731747649794,-3.852548000000001,58.01216,0.9633871543974183
155,Llandudno,0.6431878483228904,0.11011116156515592,0.4365428220274221,-3.827609,53.32406,0.9581479053575133
156,Llandudno,0.6431878483228904,0.11011116156515592,0.4365428220274221,-3.827609,53.32406,0.9581479053575133
157,Aviemore,0.6543392597137949,0.5500691978085545,0.062204903471860015,-3.823812,57.19449,0.9720895901911273
158,Dalbeattie,0.2794155297439843,0.7362907019113211,0.20202846232415456,-3.822527,54.93422,0.8568069983849695
159,Falkirk,0.33367454288193704,0.7632322596182423,0.1370127020170719,-3.7839131,56.00188000000001,0.9012746538074243
160,Kingsbridge,0.8084994883011065,0.1839120437496304,0.24534078542131416,-3.777493,50.28395,0.9611142620300664
161,Pitlochry,0.40844283551137217,0.771813669727328,0.07113986743371314,-3.729711,56.70436,0.9512647649070414
162,Colwyn Bay,0.5956126639069785,0.11111587930089598,0.4730857746455831,-3.72764,53.29318000000001,0.9536194214431142
163,Totnes,0.8198411274782421,0.1858657088629708,0.23480671972060546,-3.685797,50.43374,0.9626025252384048
164,Grantown-on-Spey,0.6944406160332937,0.4708115735258393,0.09655696065145043,-3.609628,57.33041,0.9607730389719905
165,Dumfries,0.2607210325675049,0.7025350760082314,0.24476466261030064,-3.60512,55.07086,0.8334513925195242
166,Whitehaven,0.3743782102381792,0.479885006978498,0.3404768462800811,-3.589233,54.5497,0.8420733560277319
167,Dartmouth,0.8206946130676791,0.18160339102986067,0.23767795663509605,-3.578807,50.35252,0.963085050207402
168,Bridgend,0.8384488216843051,0.2509476868147108,0.1661085544950983,-3.576945,51.50429000000001,0.9645732706704101
169,Paignton,0.8320265561683323,0.17743163727343236,0.2322414641630536,-3.564235,50.43508,0.9650539635260424
170,Workington,0.3794444102003647,0.5117684295986104,0.31000355170535365,-3.542752,54.64357,0.8468440093549119
171,Llanidloes,0.9637315950576788,0.12113799819600901,0.17554270155746507,-3.540195,52.44779000000001,0.9851262777396806
172,Exeter,0.8294857224119497,0.20387289885175708,0.2122665948998005,-3.533899,50.71841,0.9629720338615863
173,Torquay,0.8320265561683323,0.17743163727343236,0.2322414641630536,-3.525315,50.46192,0.9650539635260424
174,Thurso,0.7185854624878424,0.4317117939813721,0.11007674781466373,-3.5220800000000003,58.59356999999999,0.9586982829546156
175,Livingston,0.4534360932753321,0.6873086986675601,0.10600881001401713,-3.518068,55.90071,0.9331934692860904
176,Rhyl,0.5586992390195975,0.10335762221561028,0.5085337601909294,-3.4916339999999995,53.31914,0.9536259654633162
177,Tiverton,0.7688263753595913,0.2292038828305593,0.2388756550893986,-3.491207,50.90205,0.9514212747783912
178,Tiverton,0.7688263753595913,0.2292038828305593,0.2388756550893986,-3.491207,50.90205,0.9514212747783912
179,Minehead,0.924419083817733,0.194679215339219,0.1453208667060688,-3.481152,51.20428,0.9780543365164537
180,Dunfermline,0.4418631334163963,0.7424133268062006,0.06931266720375738,-3.452151,56.07174000000001,0.9547353552335683
181,Perth,0.3752970289143927,0.7794133250817942,0.09086623340286927,-3.4308381000000003,56.39499,0.935245204399877
182,Prestatyn,0.5628246887040017,0.10321150606007697,0.5054139474319314,-3.407613,53.33651,0.9540248589218981
183,Builth Wells,0.8868322433327351,0.17160801134755438,0.19402196224266235,-3.404592,52.15002,0.9730168844196851
184,Braemar,0.6321391691709092,0.5410879873551682,0.08710935548790713,-3.3979439,57.00646999999999,0.9590884184569785
185,Brecon,0.9611305071117258,0.2168561290870532,0.09805062850602128,-3.391463,51.94895,0.9851283025884433
186,Merthyr Tydfil,0.972372415216468,0.18293485103213472,0.1174047927309132,-3.381646,51.74873,0.9849123530639667
187,Llandrindod Wells,0.9131762522771352,0.1405749830064117,0.199111047073282,-3.377742,52.2417,0.9783572217785841
188,Corwen,0.7776322596775499,0.1309954471960901,0.31356207679758424,-3.369242,52.98005,0.965186602800608
189,Cockermouth,0.3686836121763327,0.5094675039656434,0.3203696813429981,-3.367985,54.66326,0.8422462696866608
190,Lockerbie,0.310683067810896,0.6738436605593795,0.22935221660911784,-3.349008,55.12224000000001,0.8509732923885824
191,Blairgowrie,0.456717522587818,0.7183112115642097,0.07766962204391993,-3.3378318,56.58941,0.9503747526415058
192,Elgin,0.7289981251943545,0.4322703706799227,0.1014318948074184,-3.318485,57.64945,0.9623977111124723
193,Newtown,0.8195998798609949,0.14601155609842098,0.2681125637033415,-3.313106,52.51211,0.9671268623926921
194,Ruthin,0.6680026474905976,0.11723835140027365,0.41112471310393545,-3.3103108,53.11487,0.9580157012839362
195,Ruthin,0.6680026474905976,0.11723835140027365,0.41112471310393545,-3.3103108,53.11487,0.9580157012839362
196,Sidmouth,0.7747931561398442,0.2245824519124725,0.2380278672656864,-3.23756,50.67865,0.9527240724996381
197,Barrow-in-Furness,0.549117668583027,0.061038659728499416,0.5512258498273972,-3.218894,54.10896999999999,0.9726642325495608
198,Peebles,0.6177192565694958,0.5289101858654688,0.10855736083951564,-3.193642,55.65306999999999,0.9487380003545028
199,Edinburgh,0.574382411871322,0.5788477285213344,0.1011105509010235,-3.188267,55.95325,0.9476202298138607
200,Cardiff,0.9744730009287452,0.16716465267279604,0.12885854371229355,-3.17909,51.48158,0.9848487751569092
201,Llangollen,0.8431177133696658,0.12702804650929178,0.26540966187917386,-3.17166,52.96921,0.9725954022093408
202,Kirkcaldy,0.5421718149369906,0.6168370994987065,0.09485024851599044,-3.158137,56.11682,0.9476408239590373
203,Welshpool,0.7851104740942768,0.13793950070839267,0.301916847144882,-3.146407,52.66035,0.9646118191198971
204,Mold,0.6231781476292286,0.15782895665534313,0.4126131573289391,-3.141903,53.1672,0.9409824748790573
205,Mold,0.6231781476292286,0.15782895665534313,0.4126131573289391,-3.141903,53.1672,0.9409824748790573
206,Taunton,0.8371059150914582,0.23127773251999265,0.18350802928091045,-3.106849,51.01534,0.9638115655824021
207,Wick,0.7127835150077949,0.4375287842168881,0.1098016547950616,-3.093716,58.43894,0.9581749333851853
208,John o' Groats,0.7127835150077949,0.4375287842168881,0.1098016547950616,-3.0688997,58.63734,0.9581749333851853
209,Dalkeith,0.6005318067091772,0.5413441599278211,0.11172911969254297,-3.066606,55.89312,0.9456511614371709
210,Oswestry,0.7859136324295899,0.1213721900443384,0.3150520627188143,-3.056412,52.85715,0.9680417718242188
211,Blackpool,0.5859687615501625,0.040287524463378376,0.5395163767860597,-3.0356748,53.81751,0.9846523150650874
212,Birkenhead,0.5200227442251206,0.10393241706527558,0.5384425400203483,-3.023009,53.38999,0.9502029638101503
213,Cupar,0.4506235385184719,0.7106734446460206,0.0888038247415691,-3.010137,56.32023,0.9430073959853669
214,Southport,0.6534118992559184,0.017217018965436072,0.5056992881970386,-3.010113,53.64571,0.9977665407596834
215,Bridgwater,0.8585522511172996,0.18124951664780112,0.2082288017947811,-3.003632,51.12789,0.968542207636804
216,Langholm,0.3630236429590671,0.6093352987491483,0.2418327554148997,-2.998913,55.15306,0.8582105482085877
217,Newport,0.9634268612253672,0.1545817248241635,0.1479926444040653,-2.997664,51.58415,0.9835036841273264
218,Axminster,0.8126651074452244,0.21940907998619685,0.21257237674310966,-2.994937,50.78273,0.9595851573616223
219,Wrexham,0.6592306994403285,0.15437104165517518,0.3871615663909352,-2.992494,53.04304000000001,0.9463732180453223
220,Liverpool,0.508900882781592,0.10222381410881794,0.5486002504657828,-2.9915726,53.40837,0.9500838154267781
221,Weston-super-Mare,0.9462528011849528,0.16617023771945988,0.15185620769789604,-2.977255,51.34741,0.9811312687924924
222,Dundee,0.4648019726436745,0.6953057096382987,0.09043412315700644,-2.970721,56.46202,0.943240063302594
223,Kirkwall,0.7150831011469303,0.4350232435791456,0.11007674781466373,-2.9622491,58.98467,0.9583313890677373
224,Ambleside,0.3468829076409468,0.4075896843565805,0.4221515593314175,-2.961333,54.42874000000001,0.8333418216932431
225,Orkney Islands,0.7150831011469303,0.4350232435791456,0.11007674781466373,-2.9605206,58.98094,0.9583313890677373
226,Lyme Regis,0.8149081331382112,0.2133341272878644,0.21585785836483928,-2.936639,50.72516,0.9601794748736975
227,Carlisle,0.3170016776520904,0.5864764368490625,0.2969845981644964,-2.932931,54.89247,0.8312181962106402
228,Chester,0.550988549626251,0.1600300195139501,0.4675005901069027,-2.893075,53.19339,0.9312273625447749
229,Forfar,0.483764727936174,0.6876368160936096,0.08190821654803042,-2.889062,56.64356,0.9498391327925042
230,Morecambe,0.5084975721717064,0.07146928831151299,0.5744721622079181,-2.864968,54.07417,0.9652048088010972
231,Selkirk,0.5151356908189009,0.6219659642781141,0.11182971083691652,-2.838524,55.55066,0.936521564172979
232,Galashiels,0.5114560297937346,0.6217671773303338,0.11488567923453805,-2.814449,55.62373,0.9346314310649887
233,Lancaster,0.5163363882900023,0.07107758612880524,0.5686389822280152,-2.8007399,54.04657,0.9658486159584823
234,St Andrews,0.4339349748790817,0.711521765271752,0.10121050722930383,-2.7967214,56.33978000000001,0.9340463006604768
235,Hawick,0.4157931540621135,0.6398871958832001,0.1749874369895149,-2.780914,55.42706,0.8938266272938924
236,Bridport,0.8335292171641792,0.13977898392606602,0.2623476899350707,-2.758301,50.73358,0.9696198753266624
237,Shrewsbury,0.6899887317739734,0.17979049422949234,0.34187442111573896,-2.7553268,52.7073,0.9446628851342732
238,Penrith,0.3117556385570484,0.5303181309303345,0.347770121412024,-2.752708,54.6641,0.8208969032703175
239,Kendal,0.4288265277265079,0.20832252214208727,0.5233500957429632,-2.74629,54.32801,0.8967924771958223
240,Street,0.8491258179044514,0.21738071970042824,0.1856121181531321,-2.742919,51.12468,0.9659180568741346
241,Glastonbury,0.8375757130829391,0.2121294875520452,0.1990499777651129,-2.718454,51.14743,0.964029933410444
242,Hereford,0.8248406091998682,0.17341174041781754,0.2412273766507894,-2.715974,52.0564,0.9644252083811309
243,Ludlow,0.7801546247168225,0.14321369583789634,0.30142785737706546,-2.7139129,52.36775,0.9630795398727106
244,Preston,0.5173357767446072,0.05131093410940641,0.5842786742529731,-2.70309,53.7632,0.9763543754855171
245,Whitchurch,0.6745255675148193,0.1233075196974684,0.4009567911882013,-2.682045,52.96872,0.9567661910370702
246,Wells,0.8320274796041877,0.2092204794779597,0.20582611356990504,-2.6445979,51.20935,0.9631857884914355
