index,placename,longitude,latitude,past_participle,present_participle
100,Greenock,-4.7719830000000005,55.956480000000006,0.06623781246314846,0.3571201946123366
101,Helensburgh,-4.734014,56.00232,0.04201649642849965,0.23411357341233618
102,Bodmin,-4.7188629,50.4715,0.21648268977939664,0.10031681143920765
103,Tenby,-4.703579,51.672740000000005,0.1711824744490296,0.14680005421010978
104,Camelford,-4.682364,50.62206,0.16988381891819587,0.06329255991037369
105,Irvine,-4.6696364,55.61156999999999,0.09258391052889992,0.36943802027245154
106,Cardigan,-4.660864,52.0837,0.14850690726893673,0.11818931576056711
107,Holyhead,-4.633038,53.30944,0.1571482022467669,0.13364071797299196
108,Ayr,-4.629179,55.45856,0.10653357954960076,0.39514973227103617
109,Dumbarton,-4.564554,55.94529,0.06335644996643204,0.3351224962078648
110,Bude,-4.543678,50.826640000000005,0.22973717735221835,0.10388734386362274
111,Isle of Man,-4.5126330999999995,54.27697,0.11756346954779477,0.3592040691410307
112,Kilmarnock,-4.498792,55.61472,0.08439822189068721,0.3517938277493526
113,Newton Stewart,-4.483164,54.9603,0.043140729428362605,0.17233256210862785
114,Liskeard,-4.4647190000000005,50.45552,0.2344575056950738,0.10824343054705438
115,Altnaharra,-4.442655,58.28023,0.017327032859913452,0.04419346485004639
116,Pwllheli,-4.417633900000001,52.888819999999996,0.17965896295444575,0.09469024252399179
117,Lairg,-4.402414,58.022059999999996,0.019503110227960387,0.04255196962274513
118,Launceston,-4.360451599999999,50.636829999999996,0.21753014169789006,0.09701693798265472
119,Carmarthen,-4.312131,51.857620000000004,0.20472993673594578,0.19588209193061662
120,Llangefni,-4.311401999999999,53.255790000000005,0.2170498272597983,0.1671583318534647
121,Caernarfon,-4.273911,53.13955,0.21218435435200247,0.15155803194128445
122,Cumnock,-4.265828900000001,55.45355,0.046696046067103744,0.2848455137498128
123,Aberaeron,-4.2581619,52.24279,0.13814669071236638,0.10823679869475282
124,Alness,-4.256825,57.69595,0.08137431749087254,0.20975920198373377
125,Glasgow,-4.251806,55.86424,0.14931248010284345,0.7476519238385793
126,Dalwhinnie,-4.242783,56.9366,0.011941377536151631,0.04825604149580073
127,Inverness,-4.224721,57.47776999999999,0.14462575038518113,0.35459787787979025
128,Saltash,-4.21643,50.409209999999995,0.2175183367066485,0.10100311399133549
129,Bideford,-4.206666,51.01668,0.2262174328477986,0.1322452189818805
130,Invergordon,-4.1728819999999995,57.688109999999995,0.08247380269329935,0.21265320544411856
131,Llanelli,-4.160248,51.680890000000005,0.22556377710761483,0.2281824620559509
132,Plymouth,-4.1426565,50.37546,0.4411939495159438,0.2453550917302789
133,Tavistock,-4.141654,50.551120000000004,0.2467287494329528,0.11692564036292852
134,Porthmadog,-4.1333839999999995,52.92784,0.22242902990689684,0.11404564483887022
135,Bangor,-4.129263,53.22739,0.2714917876358917,0.21544639386618594
136,Tywyn,-4.087249,52.58701,0.1233040846926204,0.07695116608952292
137,Aberystwyth,-4.08292,52.4153,0.2439438242791904,0.19782487967746565
138,Lampeter,-4.0785089999999995,52.1129,0.15132720592956977,0.11874215289004925
139,Barnstaple,-4.058338,51.07816,0.2619156024344552,0.1882428836437755
140,Tain,-4.05523,57.8115,0.05550383672966898,0.1509894298686677
141,Okehampton,-4.004263,50.73831,0.1945639079735341,0.08106345560909765
142,Llandeilo,-3.9914300000000003,51.88469,0.1658996765043825,0.17447231170904626
143,Motherwell,-3.9810968,55.78321,0.07343197859753411,0.4672012436826069
144,Golspie,-3.976086,57.97341,0.01703348000343469,0.044414898673828355
145,Airdrie,-3.9625660000000003,55.86626999999999,0.06306894786498006,0.4045279749875848
146,Swansea,-3.9436459999999998,51.62144,0.3180747690232315,0.36186189642152383
147,Stirling,-3.9369029,56.116519999999994,0.07963553795430019,0.4274478908861989
148,Tregaron,-3.934385,52.22,0.14626716363269548,0.11749533343608448
149,Tregaron,-3.934385,52.22,0.14626716363269548,0.11749533343608448
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.11300455669630773,0.1453592563856744
151,Dolgellau,-3.8844,52.74215,0.13980008015459605,0.07497445169616723
152,Aberfeldy,-3.866969,56.62175,0.06106463999799557,0.2248549145831197
153,Machynlleth,-3.853485,52.59027,0.16006866997832542,0.09893071121529089
154,Brora,-3.8525480000000005,58.012159999999994,0.04699917724078555,0.12899029209427065
155,Llandudno,-3.827609,53.324059999999996,0.24703787845082795,0.1728264923155863
156,Llandudno,-3.827609,53.324059999999996,0.24703787845082795,0.1728264923155863
157,Aviemore,-3.823812,57.19449,0.07450793197742483,0.18842551151792272
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.08882928984954412,0.10699708486216326
159,Falkirk,-3.7839131,56.00188000000001,0.07655131738270522,0.43071834239456813
160,Kingsbridge,-3.777493,50.28395,0.2215094857947305,0.10862526416282707
161,Pitlochry,-3.729711,56.70436,0.045514114050695484,0.16576711390913745
162,Colwyn Bay,-3.72764,53.29318000000001,0.23264827844875124,0.1573904270632565
163,Totnes,-3.685797,50.43374,0.23016177463957183,0.11242177646980298
164,Grantown-on-Spey,-3.609628,57.33041,0.0501849436759594,0.14081250942059667
165,Dumfries,-3.60512,55.070859999999996,0.1761700782885379,0.2467670128240918
166,Whitehaven,-3.589233,54.5497,0.28080937729066047,0.11951014606315463
167,Dartmouth,-3.578807,50.35252,0.19707721191804933,0.09102692989726106
168,Bridgend,-3.576945,51.504290000000005,0.2854945288210268,0.2532904960870224
169,Paignton,-3.564235,50.43508,0.31146444623113684,0.1645959271618163
170,Workington,-3.5427519999999997,54.64357,0.2526911917454691,0.13672791914744808
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.14109456051161637,0.09048283536171357
172,Exeter,-3.533899,50.71841,0.4828755339523106,0.25761664416902913
173,Torquay,-3.525315,50.46192,0.32126347917411585,0.16629041946054304
174,Thurso,-3.5220800000000003,58.59356999999999,0.0727388824463127,0.19873572269470582
175,Livingston,-3.518068,55.90071,0.07178133560664149,0.42718464567328857
176,Rhyl,-3.4916339999999995,53.319140000000004,0.22930585225174369,0.15541138074752786
177,Tiverton,-3.491207,50.90205,0.24033115421164386,0.11943083238370843
178,Tiverton,-3.491207,50.90205,0.24033115421164386,0.11943083238370843
179,Minehead,-3.481152,51.20428,0.182516470447311,0.10402775465877624
180,Dunfermline,-3.452151,56.071740000000005,0.07047435122991137,0.40607222397795306
181,Perth,-3.4308381000000003,56.39499,0.06473579216643026,0.2649725569955477
182,Prestatyn,-3.4076129999999996,53.33651,0.20234234630106454,0.13228011486745672
183,Builth Wells,-3.4045919999999996,52.15002,0.21218532438316376,0.09897999285999966
184,Braemar,-3.3979439,57.00646999999999,0.018323479439807385,0.043441807249281476
185,Brecon,-3.391463,51.94895,0.2157306941955934,0.13798777786615737
186,Merthyr Tydfil,-3.381646,51.74873,0.37063953915008335,0.24903057968216738
187,Llandrindod Wells,-3.377742,52.2417,0.18908501333326372,0.08679453606654264
188,Corwen,-3.369242,52.98005,0.09268664485296811,0.1138804164583832
189,Cockermouth,-3.367985,54.66326,0.1965420330302537,0.10590816465015525
190,Lockerbie,-3.349008,55.122240000000005,0.16235032220565754,0.21862366496711627
191,Blairgowrie,-3.3378318,56.58941,0.05917816699905796,0.20782947326757523
192,Elgin,-3.318485,57.64945,0.11085362827053398,0.3370031828106619
193,Newtown,-3.313106,52.51211,0.15705097700589082,0.08921493540813717
194,Ruthin,-3.3103108,53.114869999999996,0.17875751556330027,0.14337584001760795
195,Ruthin,-3.3103108,53.114869999999996,0.17875751556330027,0.14337584001760795
196,Sidmouth,-3.2375599999999998,50.67865,0.22609633952808766,0.10787152006325683
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.3979472809044126,0.09826365786393498
198,Peebles,-3.1936419999999996,55.65306999999999,0.03510116739525887,0.24398899445379735
199,Edinburgh,-3.1882669999999997,55.95325,0.111427741596587,0.7117477604957149
200,Cardiff,-3.17909,51.48158,0.5205964180941542,0.35605769749827343
201,Llangollen,-3.1716599999999997,52.96921,0.12565170371390685,0.12801298212387974
202,Kirkcaldy,-3.158137,56.11682,0.07514055641515915,0.4496110213846169
203,Welshpool,-3.146407,52.66035,0.1713139428305336,0.14754113981896094
204,Mold,-3.1419029999999997,53.1672,0.24528419865992304,0.20246628221760582
205,Mold,-3.1419029999999997,53.1672,0.24528419865992304,0.20246628221760582
206,Taunton,-3.106849,51.01534,0.3619545838292407,0.15317315555769742
207,Wick,-3.093716,58.43894,0.06701068727696768,0.19082542793411866
208,John o' Groats,-3.0688997000000002,58.63734,0.01622696335446537,0.04502328158288311
209,Dalkeith,-3.066606,55.893119999999996,0.05907188888192584,0.378796068956982
210,Oswestry,-3.056412,52.85715,0.2168963945767475,0.18016219847084394
211,Blackpool,-3.0356748,53.81751,0.5574941583681399,0.13323632925169585
212,Birkenhead,-3.023009,53.389990000000004,0.38361250947677256,0.2525224148411281
213,Cupar,-3.010137,56.32023,0.04273175245887607,0.227845936720209
214,Southport,-3.010113,53.64571,0.45684178491027416,0.1160694516219401
215,Bridgwater,-3.003632,51.12789,0.3725299938725729,0.21274015402602314
216,Langholm,-2.998913,55.153059999999996,0.09142948977866673,0.10879826270339472
217,Newport,-2.997664,51.58415,0.4086764390948983,0.22840647915319198
218,Axminster,-2.9949369999999997,50.78273,0.24188334000567174,0.11358799638757837
219,Wrexham,-2.9924939999999998,53.043040000000005,0.28750061460719356,0.23945194929378752
220,Liverpool,-2.9915726,53.40837,0.5672352624534686,0.39232687902220276
221,Weston-super-Mare,-2.977255,51.347409999999996,0.34144479923053356,0.18740338945368146
222,Dundee,-2.9707209999999997,56.462019999999995,0.09419900065432903,0.48052080558666815
223,Kirkwall,-2.9622491,58.984669999999994,0.0704620480172463,0.20073442563844093
224,Ambleside,-2.961333,54.428740000000005,0.3189473893825272,0.11723048893513746
225,Orkney Islands,-2.9605206,58.980940000000004,0.07238334899539703,0.20625055924905583
226,Lyme Regis,-2.936639,50.725159999999995,0.2292603361241962,0.09638909131552222
227,Carlisle,-2.932931,54.892469999999996,0.3179280944304244,0.28257508311172935
228,Chester,-2.893075,53.19339,0.37110015042079564,0.2756242652780085
229,Forfar,-2.889062,56.64356,0.07360579933444197,0.2580108892679325
230,Morecambe,-2.864968,54.074169999999995,0.34710467090994895,0.08125278261205574
231,Selkirk,-2.838524,55.55066,0.04488154177169857,0.2882101783459029
232,Galashiels,-2.814449,55.62373,0.04235339191206792,0.27379852832203133
233,Lancaster,-2.8007399,54.046569999999996,0.46224753823870773,0.1128453768786502
234,St Andrews,-2.7967214,56.339780000000005,0.05679949315520317,0.30856570662443367
235,Hawick,-2.780914,55.42706,0.055550586609571635,0.23274803531172833
236,Bridport,-2.758301,50.733579999999996,0.23246948575404397,0.1050858398809311
237,Shrewsbury,-2.7553267999999997,52.7073,0.3436508069113066,0.2693684356197944
238,Penrith,-2.752708,54.6641,0.33535478872175994,0.20695519086960887
239,Kendal,-2.74629,54.32801,0.38092774482392233,0.12228444409195006
240,Street,-2.7429189999999997,51.12468,0.20013313564118118,0.07963521743526532
241,Glastonbury,-2.718454,51.14743,0.23690796534972497,0.09420880366482055
242,Hereford,-2.715974,52.0564,0.43323914812476644,0.129054462413185
243,Ludlow,-2.7139129,52.36775,0.2756437458020554,0.11364349660442018
244,Preston,-2.70309,53.7632,0.6207494290602121,0.15702276439959378
245,Whitchurch,-2.682045,52.96872,0.18666952367814665,0.13033145380080086
246,Wells,-2.6445979,51.20935,0.26123888182278343,0.11441592806953522
247,Yeovil,-2.633308,50.94206,0.32467828284418493,0.14976154854902946
248,Wigan,-2.6325074,53.54506,0.682328159924439,0.14489250171119414
249,Warrington,-2.5969501,53.39004,0.6971357051001518,0.1565175104027954
250,Arbroath,-2.591543,56.55911,0.08073830727529388,0.2799845435336511
251,Bristol,-2.58791,51.45451,0.6157954980975076,0.3180487181512783
252,Guernsey,-2.5852779999999997,49.46569,0.06398005887396525,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.3461570642422637,0.10192829048506023
254,Jedburgh,-2.5549369,55.47772,0.04484996507974293,0.18719935209743144
255,Sedbergh,-2.5281740000000004,54.32363,0.2147810687548276,0.06974074251698004
256,Sedbergh,-2.5281740000000004,54.32363,0.2147810687548276,0.06974074251698004
257,Nantwich,-2.524102,53.067190000000004,0.2269309138160856,0.172494708852094
258,Banff,-2.524038,57.666509999999995,0.0661916660171277,0.19276317875885385
259,Dunbar,-2.516737,56.00209,0.05545784603544496,0.3291409532956656
260,Cinderford,-2.5009579,51.8253,0.3215540211467474,0.09493598902610575
261,Banchory,-2.4909599,57.05386,0.08863506671283435,0.2202918283644926
262,Blackburn,-2.487529,53.748580000000004,0.5507409374084884,0.09585156611082248
263,Market Drayton,-2.483485,52.90355,0.17336636615473214,0.10021344175777436
264,Telford,-2.4672611,52.67759,0.3334830410015333,0.21618678713301356
265,Montrose,-2.4661150000000003,56.70692,0.0803856576947123,0.24873409911863653
266,Turriff,-2.4623,57.53893000000001,0.07195659303702169,0.20072141090841264
267,Weymouth,-2.457621,50.61443,0.2947067868201602,0.15198118230422875
268,Crewe,-2.4438209,53.10041,0.2979068227774501,0.2168957906874488
269,Fortuneswell,-2.4422189999999997,50.55919,0.17587468112100244,0.07664267935071097
270,Dorchester,-2.4411810000000003,50.71116,0.3613827064950692,0.19707134056850237
271,Alston,-2.438685,54.812169999999995,0.13079266878218904,0.07234097531805746
272,Kelso,-2.432207,55.600030000000004,0.05228423139241846,0.22442381758072424
273,Wincanton,-2.416007,51.055690000000006,0.19872041213717326,0.09723073635597304
274,Clitheroe,-2.3930830000000003,53.8711,0.3720667987654524,0.07210046499404957
275,Sark,-2.3666256000000003,49.43007,0.060221567062145355,0.011836658348871935
276,Bath,-2.3590167,51.38106,0.43163691203476096,0.23743550797157148
277,Kidderminster,-2.2496839,52.3886,0.2676215577384239,0.18877167317091278
278,Manchester,-2.2426305,53.48076,1.0,0.22464501704851836
279,Burnley,-2.2405035,53.78929,0.48232506170795686,0.10942999562446219
280,Gloucester,-2.238156,51.86424,0.4924867991071993,0.19187821407634617
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.26467095459523593,0.19751656423303318
282,Worcester,-2.221575,52.19364,0.4977839213162104,0.19395848826006798
283,Trowbridge,-2.208853,51.31966,0.4035354570171631,0.23877243406522178
284,Shaftesbury,-2.198083,51.0046,0.19992837618536455,0.12426693722308682
285,Alderney,-2.1973557,49.715,0.06140903531135267,0.01094090763616575
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3569671186287663,0.28806604383440393
287,Colne,-2.176991,53.85564,0.34666248593704374,0.07589112621091136
288,Blandford Forum,-2.165353,50.85691,0.1935925957866222,0.09467119827725964
289,Rochdale,-2.1561,53.60971,0.605601866594082,0.10569881339830102
290,Jersey,-2.13125,49.21444,0.060256147367036,0.011810571204005034
291,Wolverhampton,-2.12882,52.586969999999994,0.32574242167520057,0.27801444073261594
292,Stafford,-2.12066,52.80669,0.33404787042354317,0.27189915335675424
293,Macclesfield,-2.119287,53.25866,0.44268793888756564,0.15772714982114797
294,Hexham,-2.1121439,54.97266,0.29458877762899116,0.205703778045888
295,Aberdeen,-2.094278,57.149719999999995,0.18450170090395707,0.4644537086461296
296,Dudley,-2.081112,52.51226,0.3151027986643367,0.2666204934953945
297,Cheltenham,-2.0782533,51.899390000000004,0.47075525902528964,0.17797210809639036
298,Bromsgrove,-2.061906,52.33559,0.2849626026875699,0.220681474638299
299,Skipton,-2.0162787,53.96285,0.3597225288705433,0.0657246488438926
300,Fraserburgh,-2.007631,57.69335,0.0745947104721153,0.2104929902230914
301,Berwick,-2.005395,55.77024,0.0662300274501872,0.2512303734548139
302,Poole,-1.987248,50.71505,0.3711279098279005,0.18536857706738175
303,Walsall,-1.9829189999999999,52.586209999999994,0.3133182054224747,0.27548469612042653
304,Cirencester,-1.968243,51.71849,0.4405329915992762,0.16042881020311928
305,Evesham,-1.9467700000000001,52.09215,0.3355777270029571,0.09998273786874864
306,Buxton,-1.91483,53.259080000000004,0.40738479807511496,0.09717724108676278
307,Keighley,-1.9123580000000002,53.8678,0.44801044380551747,0.07575106528825101
308,Birmingham,-1.8904009999999998,52.48624,0.5124785902360668,0.4868350780706804
309,Bournemouth,-1.880769,50.719159999999995,0.45091479301761395,0.2249774243829398
310,Halifax,-1.8575400000000002,53.727019999999996,0.45183534054584384,0.06694597802706466
311,Salisbury,-1.794472,51.06878,0.3445991941424555,0.1744294804031619
312,Ringwood,-1.7888169999999999,50.84495,0.296706184918959,0.14901312572233752
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.5982691314500069,0.10529289120322473
314,Peterhead,-1.784066,57.50812,0.09753040162678553,0.24561229117682348
315,Swindon,-1.7797176,51.55577,0.3886304898702045,0.22624900250646882
316,Bradford,-1.759398,53.79598000000001,0.625681355453219,0.12937505692526374
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.3645683112356335,0.2026245621045155
318,Marlborough,-1.7270619999999999,51.42007,0.2531910099969743,0.14298663356435914
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.2834205040943416,0.20796840909281553
320,Alnwick,-1.7062990000000002,55.41274,0.20867481762522913,0.14060245795785592
321,Otley,-1.691786,53.90583,0.3496077208187125,0.060298301077202195
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.27698964540101495,0.15458733396502974
323,Burton upon Trent,-1.6371358999999999,52.81403,0.3155605894893436,0.2176452526511938
324,Newcastle,-1.61778,54.97825,0.4991956292973338,0.38393369759541884
325,Durham,-1.5848520000000001,54.77525,0.3143269358505477,0.292211033334067
326,Ashington,-1.5659829,55.18298000000001,0.24743642604105623,0.15413742363289915
327,Darlington,-1.559458,54.52361,0.44284764528565135,0.10655898551830785
328,Leeds,-1.5490774,53.80076,0.8143220471769498,0.16680713538384448
329,Harrogate,-1.5418120000000002,53.99211999999999,0.5526822637758279,0.12137394357437518
330,Leamington Spa,-1.5200789,52.28519,0.3272429492106923,0.2804146145714096
331,Coventry,-1.519693,52.40682,0.36925843910905426,0.32046307737844626
332,Blyth,-1.510277,55.12696,0.2602171612172544,0.16170271929450522
333,Wakefield,-1.505924,53.6833,0.5454712746865421,0.09825032373119932
334,Andover,-1.4919233,51.2112,0.291055649002113,0.16560924808440658
335,Witney,-1.4850543999999999,51.785940000000004,0.3064731253353487,0.15764577343595207
336,Barnsley,-1.479726,53.55263000000001,0.529622531800407,0.10090747942467615
337,Derby,-1.4746186000000001,52.92253,0.5037111344575115,0.20600627281228473
338,Sheffield,-1.470085,53.381130000000006,0.745425028928954,0.1795757338856158
339,Nuneaton,-1.465382,52.52049,0.3086126837211627,0.2719584272121293
340,Northallerton,-1.429959,54.337959999999995,0.3635094039572596,0.032861746148725966
341,South Shields,-1.427406,54.99941999999999,0.3206703561096769,0.23437991629971075
342,Chesterfield,-1.421629,53.23505,0.4847218824616441,0.12441637638374117
343,Southampton,-1.4043508999999998,50.9097,0.5596830925884361,0.28091914767632514
344,Wetherby,-1.384816,53.92706,0.30760023778276974,0.0702414907862102
345,Sunderland,-1.383801,54.90687,0.33865552444698654,0.27563970942585564
346,Rotherham,-1.3635008999999998,53.4326,0.5279277886225917,0.10907323310192954
347,Castleford,-1.345968,53.72346999999999,0.4529059896498836,0.08717210206256655
348,Thirsk,-1.341377,54.23385,0.2957536899004895,0.0536720044302846
349,Banbury,-1.339775,52.0629,0.2637955652191739,0.2016956180073575
350,Stockton,-1.3289821000000002,54.57046,0.43164219096089207,0.12121632385441229
351,Newbury,-1.3231138999999998,51.40141,0.324371211501532,0.24770479436301382
352,Isle of Wight,-1.304734,50.69385,0.3863569106281295,0.1719838826452153
353,Isle of Wight,-1.304734,50.69385,0.3863569106281295,0.1719838826452153
354,Abingdon,-1.2879528999999998,51.67078,0.29222554544184054,0.19214615039343236
355,Shetland Islands,-1.2659409,60.52965,0.04699917724078555,0.12899029209427065
