,placename,coalescence,no_coalescence,yod-dropping,longitude,latitude
348,Thirsk,0.01,0.94117647,0.05882353,-1.341377,54.23385
349,Banbury,0.34374999833984377,0.26470588,0.41176471,-1.339775,52.0629
350,Stockton,0.0625000006640625,0.88235294,0.05882353,-1.3289821000000002,54.57046
351,Newbury,0.624999996015625,0.23529412,0.17647059,-1.3231138999999998,51.40141
352,Isle of Wight,0.624999996015625,0.35294118,0.05882353,-1.304734,50.69385
353,Isle of Wight,0.624999996015625,0.35294118,0.05882353,-1.304734,50.69385
354,Abingdon,0.5312500003320312,0.20588235,0.29411765,-1.2879528999999998,51.67078
355,Shetland Islands,0.125000001328125,0.88235294,0.01,-1.2659409,60.52965
356,Rugby,0.125000001328125,0.47058824,0.41176471,-1.265032,52.37088
357,Oxford,0.5312500003320312,0.20588235,0.29411765,-1.2577263,51.75202
358,Middlesbrough,0.0625000006640625,0.88235294,0.05882353,-1.234956,54.57423000000001
359,Hartlepool,0.0625000006640625,0.88235294,0.05882353,-1.212926,54.69174
360,Loughborough,0.01,0.79411765,0.20588235,-1.206166,52.7721
361,Mansfield,0.01,0.73529412,0.26470588,-1.198674,53.1472
362,Nottingham,0.01,0.73529412,0.26470588,-1.1581086,52.95478000000001
363,Bicester,0.4687499996679687,0.14705882,0.41176471,-1.1535898999999998,51.8996
364,Leicester,0.01,0.85294118,0.14705882,-1.1397591999999999,52.63688000000001
365,Doncaster,0.01,0.94117647,0.05882353,-1.128462,53.522819999999996
366,Worksop,0.01,0.82352941,0.17647059,-1.122745,53.3093
367,Basingstoke,0.4375000046484375,0.29411765,0.29411765,-1.0923964,51.26654
368,Portsmouth,0.4375000046484375,0.35294118,0.23529412,-1.0879769,50.81977
369,York,0.01,1.0,0.01,-1.0872979,53.95997
370,Selby,0.01,1.0,0.01,-1.067189,53.783519999999996
371,Helmsley,0.01,0.94117647,0.05882353,-1.0562636,54.24651
372,Towcester,0.1875000019921875,0.23529412,0.58823529,-0.9896879999999999,52.13511
373,Reading,0.375000003984375,0.23529412,0.41176471,-0.9781303,51.45426
374,Retford,0.01,0.94117647,0.05882353,-0.9455030000000001,53.32136
375,Petersfield,0.375000003984375,0.35294118,0.29411765,-0.93899,51.00759
376,Northampton,0.0625000006640625,0.47058824,0.47058824,-0.9026559999999999,52.24048
377,Melton Mowbray,0.01,0.91176471,0.08823529,-0.887126,52.7664
378,Aylesbury,0.25000000265625,0.17647059,0.58823529,-0.8084,51.81561
379,Newark-on-Trent,0.01,0.91176471,0.08823529,-0.80657,53.07004000000001
380,Malton,0.01,0.94117647,0.05882353,-0.7978970000000001,54.13684
381,Chichester,0.3125000033203125,0.35294118,0.35294118,-0.774936,50.83761
382,Gainsborough,0.01,0.94117647,0.05882353,-0.774465,53.400569999999995
383,Milton Keynes,0.1875000019921875,0.17647059,0.64705882,-0.7594171,52.040620000000004
384,Aldershot,0.1875000019921875,0.35294118,0.47058824,-0.7557509,51.24837
385,High Wycombe,0.1875000019921875,0.17647059,0.64705882,-0.748229,51.628609999999995
386,Midhurst,0.1875000019921875,0.35294118,0.47058824,-0.737274,50.9869
387,Kettering,0.0625000006640625,0.64705882,0.29411765,-0.7302489999999999,52.39632
388,Wellingborough,0.0625000006640625,0.52941176,0.41176471,-0.693964,52.30242
389,Corby,0.01,0.76470588,0.23529412,-0.6842333,52.4923
390,Bognor Regis,0.25000000265625,0.41176471,0.35294118,-0.673061,50.783
391,Scunthorpe,0.01,0.94117647,0.05882353,-0.654413,53.58865
392,Grantham,0.01,0.97058824,0.02941176,-0.643582,52.912519999999994
393,Whitby,0.0625000006640625,0.88235294,0.05882353,-0.613347,54.48634000000001
394,Slough,0.125000001328125,0.17647059,0.70588235,-0.5950406,51.51054
395,Guildford,0.125000001328125,0.29411765,0.58823529,-0.570409,51.23622
396,Woking,0.125000001328125,0.29411765,0.58823529,-0.5600349,51.31677
397,Lincoln,0.01,0.94117647,0.05882353,-0.540579,53.23069
398,Bedford,0.0625000006640625,0.41176471,0.52941176,-0.46677820000000003,52.13864
399,Heathrow,0.01,0.29411765,0.70588235,-0.4542955,51.47002
400,Driffield,0.01,1.0,0.01,-0.443377,54.006
401,Beverley,0.01,1.0,0.01,-0.435093,53.84196
402,Luton,0.01,0.35294118,0.64705882,-0.4200255,51.87867
403,Scarborough,0.01,0.94117647,0.05882353,-0.399752,54.28311
404,Worthing,0.125000001328125,0.41176471,0.47058824,-0.372882,50.81787
405,Dorking,0.0625000006640625,0.29411765,0.64705882,-0.332378,51.2322
406,Hull,0.01,1.0,0.01,-0.3274198,53.767619999999994
407,Horsham,0.0625000006640625,0.35294118,0.58823529,-0.325858,51.06288
408,Biggleswade,0.01,0.52941176,0.47058824,-0.26421999999999995,52.08694000000001
409,Peterborough,0.01,0.94117647,0.05882353,-0.2405299,52.5695
410,Welwyn Garden City,0.01,0.41176471,0.58823529,-0.208661,51.80317
411,Bridlington,0.01,0.94117647,0.05882353,-0.198802,54.08535
412,Stevenage,0.01,0.47058824,0.52941176,-0.19661199999999998,51.90376
413,Crawley,0.0625000006640625,0.29411765,0.64705882,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.01,0.70588235,0.29411765,-0.182552,52.33146
415,Hove,0.0625000006640625,0.41176471,0.52941176,-0.168749,50.82793
416,Spalding,0.01,1.0,0.01,-0.1537024,52.7901
417,Brighton,0.0625000006640625,0.41176471,0.52941176,-0.137163,50.82253
418,London,0.01,0.23529412,0.76470588,-0.12775830000000002,51.50735
419,Grimsby,0.01,1.0,0.01,-0.08078400000000001,53.56746999999999
420,Boston,0.01,1.0,0.01,-0.026576999999999996,52.97894
421,Royston,0.01,0.58823529,0.41176471,-0.024066,52.048140000000004
422,Louth_Lincs,0.01,1.0,0.01,-0.007711,53.36596
423,Lewes,0.0625000006640625,0.35294118,0.58823529,0.00878,50.873870000000004
424,Chatteris,0.01,0.82352941,0.17647059,0.054012,52.4561
425,Uckfield,0.0625000006640625,0.35294118,0.58823529,0.095913,50.966409999999996
426,Cambridge,0.01,0.58823529,0.41176471,0.12181700000000001,52.20534
427,Bishop's Stortford,0.01,0.52941176,0.47058824,0.15365020000000001,51.87216
428,Wisbech,0.01,0.88235294,0.11764706,0.158797,52.66631999999999
429,Sevenoaks,0.01,0.35294118,0.64705882,0.190898,51.27241
430,Tunbridge Wells,0.0625000006640625,0.29411765,0.64705882,0.26369499999999996,51.13238
431,Eastbourne,0.0625000006640625,0.35294118,0.58823529,0.29047199999999995,50.768029999999996
432,Brentwood,0.01,0.41176471,0.58823529,0.30717490000000003,51.62047000000001
433,Skegness,0.01,0.94117647,0.05882353,0.337881,53.1464
434,Downham Market,0.01,0.82352941,0.17647059,0.385472,52.606609999999996
435,King's Lynn,0.01,0.88235294,0.11764706,0.4022963,52.75168000000001
436,Bexhill,0.0625000006640625,0.29411765,0.64705882,0.4662071,50.849909999999994
437,Chelmsford,0.01,0.41176471,0.58823529,0.4685497,51.73559
438,Mildenhall,0.01,0.76470588,0.23529412,0.5156095,52.34757000000001
439,Medway,0.01,0.35294118,0.64705882,0.5417860999999999,51.404740000000004
440,Braintree,0.01,0.52941176,0.47058824,0.5509269,51.88009
441,Gillingham,0.01,0.41176471,0.58823529,0.551438,51.38632
442,Hastings,0.0625000006640625,0.29411765,0.64705882,0.573453,50.85426
443,Maldon,0.01,0.47058824,0.52941176,0.6714479999999999,51.7318
444,Southend,0.01,0.35294118,0.64705882,0.7077123000000001,51.54593
445,Bury St Edmunds,0.01,0.58823529,0.41176471,0.7104931999999999,52.24292
446,Thetford,0.01,0.64705882,0.35294118,0.751657,52.412859999999995
447,Ashford,0.01,0.35294118,0.64705882,0.8750190000000001,51.14647
448,Faversham,0.01,0.41176471,0.58823529,0.889358,51.31599
449,Colchester,0.01,0.52941176,0.47058824,0.891874,51.89593
450,New Romney,0.01,0.35294118,0.64705882,0.939473,50.98512
451,Canterbury,0.01,0.35294118,0.64705882,1.0789089,51.280229999999996
452,Ipswich,0.01,0.47058824,0.52941176,1.14822,52.05674000000001
453,Clacton,0.01,0.47058824,0.52941176,1.153035,51.78953
454,Folkestone,0.01,0.41176471,0.58823529,1.169456,51.0814
455,Sheringham,0.01,0.76470588,0.23529412,1.2109589,52.944419999999994
456,Harwich,0.01,0.52941176,0.47058824,1.260297,51.93473
457,Norwich,0.01,0.76470588,0.23529412,1.297355,52.63089
458,Cromer,0.01,0.76470588,0.23529412,1.301866,52.93145
459,Dover,0.01,0.41176471,0.58823529,1.3134027,51.12788
460,Felixstowe,0.01,0.52941176,0.47058824,1.3512549999999999,51.961729999999996
461,Margate,0.01,0.35294118,0.64705882,1.3868339,51.38965
462,Ramsgate,0.01,0.35294118,0.64705882,1.4198950000000001,51.33555
463,Great Yarmouth,0.01,0.70588235,0.29411765,1.728047,52.59823000000001
464,Lowestoft,0.01,0.70588235,0.29411765,1.7534490000000005,52.48114
465,Swaffham,0.01,0.82352941,0.17647059,0.687481,52.64747
466,Dereham,0.01,0.76470588,0.23529412,0.9378270000000001,52.681619999999995
467,Ely,0.01,0.76470588,0.23529412,0.262363,52.39954
468,March,0.01,0.94117647,0.05882353,0.088622,52.551719999999996
469,St Neots,0.01,0.58823529,0.41176471,-0.26510300000000003,52.23008
470,Banham,0.01,0.70588235,0.29411765,1.0402849,52.45125
471,Holt,0.01,0.76470588,0.23529412,1.086747,52.90936
472,Cromer,0.01,0.76470588,0.23529412,1.301866,52.93145
473,Hunstanton,0.01,0.94117647,0.05882353,0.49103199999999997,52.93891
474,Horncastle,0.01,1.0,0.01,-0.11245,53.20731
475,Market Weighton,0.01,1.0,0.01,-0.6677465,53.86484
476,Hawes,0.01,1.0,0.01,-2.1968695,54.30383000000001
477,Reeth,0.01,0.94117647,0.05882353,-1.9428115000000001,54.38946
478,Aysgarth,0.01,1.0,0.01,-1.9967433999999997,54.29159
479,Stanhope,0.0625000006640625,0.94117647,0.01,-2.011302,54.74946
480,Keswick,0.01,1.0,0.01,-3.134706,54.60128
481,Oxenholme,0.01,0.94117647,0.05882353,-2.7243327999999996,54.30134
