,placename,said,this_is,was_like,went,longitude,latitude
258,Fortuneswell,0.7518835675794676,0.8052842718094195,0.40240730481922,0.2036686736744928,-2.4422189999999997,50.55919
259,Dorchester,0.8000915861740143,0.9740897327350304,0.4085178271658455,0.14083229224862895,-2.4411810000000003,50.71116
260,Shaftesbury,0.7893712603072444,1.0,0.4105325310019987,0.15155216576188316,-2.198083,51.0046
261,Nottingham,0.7037898796669568,0.01,0.4107384978448596,0.26600755812977683,-1.1581086,52.95478000000001
262,Heathrow,0.8293590244916994,0.4942334813286983,0.4112842892574305,0.11202753633338998,-0.4542955,51.47002
263,Marlborough,0.8048983399549852,0.5825653602471674,0.41167301541156215,0.13892636542027093,-1.7270619999999999,51.42007
264,Wellingborough,0.7108291224572818,0.4702317009466387,0.41266358331125697,0.24947068800962904,-0.693964,52.30242
265,Trowbridge,0.8189166194849884,0.382501895733294,0.413266461107337,0.12450157354219756,-2.208853,51.31966
266,Exeter,0.8122592898240214,0.01,0.4135617355047986,0.13776551554955996,-3.533899,50.71841
267,Torquay,0.7771615948643623,0.01,0.4138428160101715,0.17844476285824296,-3.525315,50.46192
268,Craigavon,0.8624030241681675,0.01,0.4165886606964601,0.0773043015110665,-6.4175653,54.442930000000004
269,Kingsbridge,0.77208178535874,0.01,0.41907321344225823,0.18078480448085785,-3.777493,50.28395
270,Plymouth,0.7774255284601299,0.01,0.41969297886177204,0.17413803249968893,-4.1426565,50.37546
271,Kelso,0.7030446,0.01,0.4214991257287708,0.625047191394131,-2.432207,55.600030000000004
272,Paignton,0.772466739197727,0.01,0.4219976732377481,0.17833782756634609,-3.564235,50.43508
273,Armagh,0.8669318570890802,0.01,0.4223758316766023,0.06807415700466175,-6.652792,54.35028000000001
274,Weymouth,0.7810421484924457,0.9806941005690188,0.4243988239168947,0.15206141853276425,-2.457621,50.61443
275,Hereford,0.8147563205710701,0.4007137363549636,0.4250325760183937,0.12103141709303275,-2.715974,52.0564
276,Langholm,0.7030446,0.32797219546918555,0.4259878145954445,0.578605902304059,-2.998913,55.153059999999996
277,Dartmouth,0.7668353449654661,0.01,0.4261126586827924,0.18208289977918216,-3.578807,50.35252
278,Penzance,0.7735005804714674,0.01,0.4268481509451008,0.17381786398666524,-5.537592,50.1188
279,Tavistock,0.7662843683807556,0.01,0.4315386624525657,0.17901555653552031,-4.141654,50.551120000000004
280,Sidmouth,0.7768593483272749,0.2965820571131317,0.4335330596985776,0.16090758744137768,-3.2375599999999998,50.67865
281,Cardigan,0.7483356675847578,0.01,0.43712929464955547,0.196094893103304,-4.660864,52.0837
282,Hawick,0.7030446,0.01,0.4383919294151215,0.6701972545390668,-2.780914,55.42706
283,Banbridge,0.8594644823830404,0.01,0.43856370659090776,0.0657055048801089,-6.2704803,54.34873
284,Bridport,0.7720069839018754,0.6119866099642416,0.4395582114825687,0.15772849327677993,-2.758301,50.733579999999996
285,Builth Wells,0.7411328346164104,0.01,0.4395909506789188,0.2028005149040532,-3.4045919999999996,52.15002
286,Scilly Isles,0.7692995360485242,0.01,0.4397776469821557,0.16987230580604107,-6.327496599999999,49.92773
287,Tiverton,0.7862004083064879,0.01,0.4414553235849958,0.14904478103016078,-3.491207,50.90205
288,Okehampton,0.7614222736845435,0.01,0.4430747741487577,0.17679186900865818,-4.004263,50.73831
289,Fishguard,0.7386692516752783,0.01,0.44321111839684857,0.20319412175992266,-4.975989,51.99393
290,Haverfordwest,0.7273754479725457,0.01,0.4434484775703871,0.2161838561843548,-4.971319,51.80048
291,Street,0.7873491884041929,0.34587714396602104,0.4435129199125699,0.14113397724431148,-2.7429189999999997,51.12468
292,Pembroke,0.7277981066109291,0.01,0.4436961972490994,0.2155224861902985,-4.9086370000000015,51.67404000000001
293,Lyme Regis,0.7722356452659491,0.2946467355411045,0.4437036568128249,0.1593682857826555,-2.936639,50.725159999999995
294,Glastonbury,0.7821878878805223,0.3453732586728435,0.4452300700401233,0.1459779335130177,-2.718454,51.14743
295,Milford Haven,0.7267004104349862,0.01,0.4466857210170825,0.21475708444538366,-5.0426971,51.71431
296,Helston,0.7641431006602584,0.01,0.4478141872406443,0.17038375393721936,-5.274996,50.10159
297,Saltash,0.7597839393366268,0.01,0.4479431755300617,0.17537182498672693,-4.21643,50.409209999999995
298,Merthyr Tydfil,0.7525865796456109,0.3570337844943097,0.4487318171839131,0.17788140507874653,-3.381646,51.74873
299,Redruth,0.7596306875713411,0.01,0.4494592282521861,0.174514359745477,-5.226666000000002,50.23302
300,Axminster,0.7753803471638995,0.3022222251722469,0.4524811804013639,0.14959376274061414,-2.9949369999999997,50.78273
301,Liskeard,0.7596854203446571,0.01,0.4540351525724255,0.17132251832754053,-4.4647190000000005,50.45552
302,Omagh,0.8362462318005929,0.01,0.4547841134914601,0.08165564725630596,-7.309959700000001,54.59771
303,London,0.8343390987215026,0.11058907263012477,0.4552079617581321,0.08193509537671992,-0.12775830000000002,51.50735
304,Camelford,0.7515947001647454,0.01,0.4555584576481716,0.1797026334904763,-4.682364,50.62206
305,Newquay,0.7515947001647454,0.01,0.4555584576481716,0.1797026334904763,-5.0737190000000005,50.4155
306,Wadebridge,0.7515947001647454,0.01,0.4555584576481716,0.1797026334904763,-4.836456,50.51665
307,St Austell,0.7560292710871689,0.01,0.4573165317711626,0.17333743417194444,-4.7834252,50.340379999999996
308,Truro,0.7504641643248134,0.01,0.4581273449060867,0.17926341979488394,-5.0510410000000014,50.2632
309,Bristol,0.7441139463363391,0.32419699089261,0.45953378348346896,0.1808547019199984,-2.58791,51.45451
310,Launceston,0.7477019836981463,0.01,0.4599714112220226,0.18121969827392986,-4.360451599999998,50.636829999999996
311,Ross-on-Wye,0.7599809773205622,0.31810641727410577,0.4605209324164562,0.1617935215484174,-2.582446,51.91445
312,Strabane,0.828744801146712,0.01,0.4617156022680804,0.08565325672139652,-7.4633103,54.82739
313,Belfast,0.8547398277620437,0.01,0.4628235546913974,0.054624459188924834,-5.93012,54.59728000000001
314,Bridgend,0.7531703958943123,0.33567370383473405,0.4630005121197709,0.16776681364485824,-3.576945,51.50429000000001
315,Taunton,0.7832326757089255,0.3175382899248259,0.4631737397662816,0.13291214047699795,-3.106849,51.01534
316,Lampeter,0.7229037803926527,0.01,0.4639809267243946,0.2073566665196012,-4.0785089999999995,52.1129
317,Falmouth,0.7512298150093076,0.01,0.4647425274597418,0.17384994457423433,-5.066269999999999,50.152570000000004
318,Tenby,0.7113825316096959,0.01,0.4682965951546612,0.21782329459985986,-4.703579,51.67274000000001
319,Tyrone,0.8159117902299565,0.01,0.4683899433062798,0.09603490311273057,-7.1312320000000025,54.491209999999995
320,Selkirk,0.7030446,0.01,0.4683919118022626,0.7606145139235062,-2.838524,55.55066
321,Antrim,0.8336768321643828,0.01,0.4686167347645405,0.07519250654128845,-6.2072498,54.719530000000006
322,Bude,0.7395042305393057,0.01,0.4686331043627156,0.1848452295776785,-4.543678,50.82664000000001
323,Bath,0.7538095530582545,0.3102990873076567,0.4695357115734821,0.16293447154030516,-2.3590167,51.38106
324,Tain,0.7030446,0.3807356895960394,0.4699818349262782,0.6714335256586984,-4.05523,57.8115
325,Wells,0.7618054030977529,0.34625605356924594,0.4715421270054958,0.15171483487809978,-2.6445979,51.20935
326,Cinderford,0.7447166149847391,0.3097584584030553,0.4721079141930529,0.1717736294595823,-2.5009579,51.8253
327,Newport,0.7610324547101491,0.3479927225840269,0.4749599540573757,0.15025293737437315,-2.997664,51.58415
328,Galashiels,0.7030446,0.01,0.4758054748846332,0.7569787848170865,-2.814449,55.62373
329,Bodmin,0.7409595141675774,0.01,0.4761446778240329,0.1780162426918403,-4.7188629,50.4715
330,Wincanton,0.7554515362577249,0.8912328415631595,0.4764491730710992,0.14761963810689407,-2.416007,51.05569000000001
331,Stranraer,0.7030446,0.01,0.4824871718815061,0.9506966692630932,-5.0240550000000015,54.903369999999995
332,Newton Stewart,0.7030446,0.01,0.4859436436176853,0.9456805542562406,-4.483164,54.9603
333,Minehead,0.7376457488142752,0.01,0.4877936154215704,0.17391261856981627,-3.481152,51.20428
334,Bridgwater,0.7691377702962802,0.3200030039680256,0.4882682301635955,0.13213597438481933,-3.003632,51.12789
335,Brecon,0.7030446,0.01,0.4887739264211428,0.2165795875824473,-3.391463,51.94895
336,Cardiff,0.7339865588471579,0.3305253786464716,0.4892050270414366,0.1722719762470514,-3.17909,51.48158
337,Bideford,0.7439911016673422,0.01,0.4905848391205215,0.16461540934723512,-4.206666,51.01668
338,Castle Douglas,0.7030446,0.30026035337777146,0.4913774177663393,0.9378687541379884,-3.9314139999999997,54.940419999999996
339,Newry,0.8521473187326559,0.01,0.4959895002496363,0.03497329344198431,-6.34023,54.1751
340,Kilkeel,0.8264101442938343,0.01,0.4975666799522878,0.06386628867755675,-6.007004,54.06312
341,Berwick,0.7030446,0.01,0.4985532072549646,0.6371730161325698,-2.005395,55.77024
342,Carmarthen,0.7101115149849213,0.01,0.4986315326740806,0.198567931069086,-4.312131,51.857620000000004
343,Llanelli,0.7030446,0.01,0.4991409587134906,0.20950620752287646,-4.160248,51.68089000000001
344,Llandeilo,0.7030446,0.01,0.4993764529960976,0.2064387934611406,-3.9914300000000003,51.88469
345,Barnstaple,0.7272763208386512,0.01,0.4998722031686776,0.17773127076164627,-4.058338,51.07816
346,Kilmarnock,0.7030446,0.01,0.5011334910685712,0.9912735844546964,-4.498792,55.61472
347,Magherafelt,0.8403110524321721,0.01,0.5030385807599824,0.043938436715092295,-6.607980499999999,54.75536999999999
348,Down,0.8420254045208061,0.01,0.5048219345155982,0.040723154514627435,-5.7156921999999994,54.32875
349,Dalbeattie,0.7030446,0.3011822624411735,0.5068276247122498,0.9409786590441868,-3.8225269999999996,54.934219999999996
350,Yeovil,0.7484305377251709,0.3100285120942427,0.5072380043221957,0.14343159884053816,-2.633308,50.94206
351,Lockerbie,0.7030446,0.2374612070432809,0.5096062085948885,0.8690906654767342,-3.349008,55.12224000000001
352,Swansea,0.7030446,0.01,0.5099576369303938,0.2072879729877204,-3.9436459999999998,51.62144
353,Girvan,0.7030446,0.01,0.5111134548876148,0.981379803775864,-4.8542179,55.240159999999996
354,Weston-super-Mare,0.7298888985515878,0.3516057811592226,0.512991918080729,0.16046943601689692,-2.977255,51.347409999999996
355,Cumnock,0.7030446,0.01,0.514727924327699,1.0,-4.265828900000002,55.45355
356,Fort William,0.7030446,0.01,0.5167002536976901,0.9139204184724979,-5.1052179,56.81981999999999
357,Portree,0.7030446,0.01,0.5176711366375538,0.9054865523913171,-6.1960231,57.41246999999999
358,Donegal,0.836133725544332,0.01,0.5180106503921089,0.038568585428090635,-8.1096143,54.653830000000006
359,Irvine,0.7030446,0.01,0.5181291745713005,0.9956567983332824,-4.6696364,55.61156999999999
360,Ayr,0.7030446,0.01,0.5214753069273758,0.995387972923984,-4.629179,55.45856
361,Lochgilphead,0.7030446,0.01,0.5247406273430931,0.9740920574059806,-5.4323449,56.03829
362,Rothesay,0.7030446,0.01,0.5249862749207705,0.9789263824166088,-5.055793,55.83596
363,Balivanich,0.7030446,0.01,0.5251415788933301,0.8994046253692011,-7.3743509000000005,57.472269999999995
364,Glasgow,0.7030446,0.01,0.5255273005009614,0.9807471151018196,-4.251806,55.86424
365,Campbeltown,0.7030446,0.01,0.5275272924197674,0.9880677918761612,-5.605373999999999,55.424119999999995
366,Islay,0.7030446,0.01,0.5305730737308458,0.9920333207536828,-6.177067,55.73625
367,Dunvegan,0.7030446,0.01,0.5311676631227871,0.9109797687634079,-6.5813982000000015,57.4366
368,Invergordon,0.7030446,0.5490574623619779,0.5367879263645744,0.6057137863456946,-4.1728819999999995,57.688109999999995
369,Mull,0.7030446,0.01,0.5373971240688107,0.9579093484744262,-6.0008870000000005,56.4392
370,Greenock,0.7030446,0.01,0.5389977185131557,0.9740936154036108,-4.7719830000000005,55.956480000000006
371,Dunoon,0.7030446,0.01,0.5389977185131557,0.969534064520506,-4.926214,55.95097
372,Dumbarton,0.7030446,0.01,0.5392403615443327,0.9731224163353502,-4.564554,55.94529
373,Lairg,0.7030446,0.5512385631360972,0.5407579683422332,0.6104763726472554,-4.402414,58.022059999999996
374,Inchnadamph,0.7030446,0.5515057721605936,0.5414893164024719,0.6108085802328768,-4.974295,58.15221
375,Western Isles,0.7030446,0.01,0.5437251134190403,0.8975200855992224,-7.0194034,57.75989000000001
376,Peebles,0.7030446,0.01,0.5445686657503145,0.91973359090339,-3.1936419999999996,55.65306999999999
377,Broadford,0.7030446,0.01,0.5447481096999296,0.9113665062660894,-5.9096592,57.24139
378,Helensburgh,0.7030446,0.01,0.5459120088511868,0.9731224163353502,-4.734014,56.00232
379,Kilkenny,0.8031012805644528,0.01,0.5485190227681427,0.05618153618424709,-7.2447879,52.65415
380,Livingston,0.7030446,0.01,0.5494505357883449,0.9274439087214512,-3.518068,55.90071
381,Altnaharra,0.7030446,0.549428643954026,0.5518126273629851,0.6013866603817987,-4.442655,58.28023
382,Alness,0.7030446,0.549428643954026,0.5518126273629851,0.6013866603817987,-4.256825,57.69595
383,Inverness,0.7030446,0.549694051356285,0.5545488367794619,0.6140295986973441,-4.224721,57.47776999999999
384,Falkirk,0.7030446,0.01,0.5552745901669066,0.9258987999806524,-3.7839131,56.00188000000001
385,Oban,0.7030446,0.01,0.5568577789625591,0.9608104816981664,-5.471047,56.41516
386,Dumfries,0.7030446,0.2896366611540187,0.5610537835580647,0.9096032070389766,-3.60512,55.070859999999996
387,Dunbar,0.7030446,0.01,0.5622353991731694,0.7742217819541242,-2.516737,56.00209
388,Braemar,0.7030446,0.35416669234768544,0.5644104836294177,0.6801826738057896,-3.3979439,57.00646999999999
389,Shetland Islands,0.7030446,0.3625857678860078,0.5651828592901458,0.639461573015311,-1.2659409,60.52965
390,Ballachulish,0.7030446,0.01,0.5676744571794623,0.950584068525268,-5.133719999999999,56.67393000000001
391,Banff,0.7030446,0.3532431238953804,0.5681336347687778,0.6597459939808886,-2.524038,57.666509999999995
392,Turriff,0.7030446,0.3532431238953804,0.5681336347687778,0.6650223654100731,-2.4623,57.53893000000001
393,Aviemore,0.7030446,0.3536822930213404,0.568755368684275,0.6694644291082397,-3.823812,57.19449
394,Stirling,0.7030446,0.01,0.569636944069538,0.9127764941214979,-3.9369029,56.116519999999994
395,Brora,0.7030446,0.3622164353273088,0.5702172359643386,0.6423407526360788,-3.852548000000001,58.012159999999994
396,Thurso,0.7030446,0.3626782195534613,0.5721782723836901,0.6423524376183061,-3.5220800000000003,58.59356999999999
397,Forfar,0.7030446,0.3749395863911525,0.5723569910979431,0.7226090738206896,-2.889062,56.64356
398,John o' Groats,0.7030446,0.36290958577765264,0.5744825523394592,0.6319683834124524,-3.0688997000000002,58.63734
399,Airdrie,0.7030446,0.01,0.5749837935797814,0.924994594810494,-3.9625660000000003,55.86626999999999
400,Fraserburgh,0.7030446,0.3532431238953804,0.575852832753784,0.65446955173363,-2.007631,57.69335
401,Kirkcaldy,0.7030446,0.01,0.577324646118815,0.8072187554020912,-3.158137,56.11682
402,Dalkeith,0.7030446,0.01,0.5780482238001732,0.8082415808463737,-3.066606,55.893119999999996
403,Elgin,0.7030446,0.3539022805787683,0.5787338820325942,0.6637601748753195,-3.318485,57.64945
404,Golspie,0.7030446,0.35947009928171225,0.5821204203588485,0.6422713509234571,-3.976086,57.97341
405,Orkney Islands,0.7030446,0.36290958577765264,0.5824130010249648,0.6319683834124524,-2.9605206,58.980940000000004
406,Kirkwall,0.7030446,0.36290958577765264,0.5824130010249648,0.6319683834124524,-2.9622491,58.984669999999994
407,Wick,0.7030446,0.36290958577765264,0.5824130010249648,0.6319683834124524,-3.093716,58.43894
408,Blairgowrie,0.7030446,0.01,0.5826414501640534,0.7678414983858083,-3.3378318,56.58941
409,Dalwhinnie,0.7030446,0.2917307625385085,0.5832651525755335,0.8949338803510224,-4.242783,56.9366
410,Grantown-on-Spey,0.7030446,0.35545006372527505,0.584203710739254,0.6643363507262288,-3.609628,57.33041
411,Kyle of Lochalsh,0.7030446,0.01,0.5845115213479763,0.908530029944006,-5.7143293,57.28261
412,Peterhead,0.7030446,0.3535064926198441,0.5847289883515805,0.6602937717840822,-1.784066,57.50812
413,Perth,0.7030446,0.01,0.5862096081460094,0.9125524257350331,-3.4308381000000003,56.39499
414,Dunfermline,0.7030446,0.01,0.5870129617172081,0.9268056254195528,-3.452151,56.07174000000001
415,Invergarry,0.7030446,0.01,0.5871032017172746,0.9206681062092648,-4.800261,57.07095
416,Pitlochry,0.7030446,0.01,0.5876859801333169,0.8911127495265989,-3.729711,56.70436
417,Ullapool,0.7030446,0.3068018540778913,0.5879804256903645,0.8304735696678823,-5.161313,57.895419999999994
418,Edinburgh,0.7030446,0.01,0.5884476844737161,0.8176213639433599,-3.1882669999999997,55.95325
419,Stornoway,0.7030446,0.2975592949436713,0.5947507050064761,0.8476424202813333,-6.3848692000000025,58.20943000000001
420,Aberdeen,0.7030446,0.3535064926198441,0.5963164881534359,0.6655741090254166,-2.094278,57.149719999999995
421,Banchory,0.7030446,0.3540344153465597,0.5986526784651409,0.677256612619965,-2.4909599,57.05386
422,St Andrews,0.7030446,0.01,0.5990976621623678,0.7736148002409797,-2.7967214,56.33978000000001
423,Arbroath,0.7030446,0.3739292556047757,0.5995293844129723,0.7218561360568171,-2.591543,56.55911
424,Cupar,0.7030446,0.01,0.5995300060432828,0.7833490986169301,-3.010137,56.32023
425,Dundee,0.7030446,0.01,0.6044562190434581,0.7440572481980164,-2.9707209999999997,56.462019999999995
426,Achnasheen,0.7030446,0.28229301185818273,0.6050498759899332,0.8192814104184294,-5.078765799999998,57.57859000000001
427,Aberfeldy,0.7030446,0.01,0.6146914657099913,0.8966075947143938,-3.866969,56.62175
428,Motherwell,0.7030446,0.01,0.6173526650690075,0.9443415261110841,-3.9810968,55.78321
429,Sligo,0.7565826802395829,0.01,0.6203057198587781,0.06128327024269141,-8.476088800000001,54.27661
430,Bantry,0.7167755342070719,0.01,0.6328499087084087,0.0990645711409691,-9.4539805,51.68035
431,Tralee,0.7105955959578015,0.01,0.6557710759353542,0.09059345475280987,-9.6999325,52.27131
432,Montrose,0.7030446,0.3753105783387545,0.6572627814703192,0.6967696831224031,-2.4661150000000003,56.70692
433,Dingle,0.7083637150903721,0.01,0.6590792888424921,0.0909308320578408,-10.264013499999999,52.14094
434,Killarney,0.7030446,0.01,0.668254034199406,0.09517786277992524,-9.5044265,52.05994000000001
435,Cork,0.7030446,0.01,0.6752080052722538,0.09923580924415233,-8.4756035,51.898509999999995
436,Mallow,0.7030446,0.01,0.6752080052722538,0.09923580924415233,-8.6539164,52.13898
437,Charleville,0.7030446,0.01,0.6864454236042768,0.10958962413236352,-8.681017599999999,52.36206
438,Abbeyfeale,0.7030446,0.01,0.6971496903400412,0.09263846827870792,-9.2970823,52.386179999999996
439,Ennistymon,0.7030446,0.01,0.7000272170470924,0.10565235166640947,-9.2934951,52.940369999999994
440,Adare,0.7030446,0.01,0.7002219945443651,0.10872769735244506,-8.7925892,52.56363
441,Limerick,0.7030446,0.01,0.7002219945443651,0.10872769735244506,-8.6267343,52.66384
442,Tipperary,0.7030446,0.01,0.7078921873398978,0.11096292822538616,-8.161851400000002,52.47379
443,Enniskillen,0.7059390532324866,0.01,0.7176605896432867,0.05371175584987392,-7.631533599999999,54.343819999999994
444,Fermanagh,0.7059390532324866,0.01,0.7176605896432867,0.05371175584987392,-7.6318728,54.343830000000004
445,Waterford,0.7060460862114154,0.01,0.7183933881742499,0.05308643225553655,-7.110070200000001,52.25932
446,Clare,0.7030446,0.01,0.7352795611372892,0.09983549669566408,-8.9811351,52.90453
447,Athlone,0.7030446,0.01,0.7467048154281184,0.1262351999962608,-7.9406898,53.42393000000001
448,Ballycastle,0.7030446,0.01,0.7474552268178773,0.06404807867378143,-9.3724643,54.279669999999996
449,Roscommon,0.7030446,0.01,0.7567316087305491,0.061994212888620386,-8.1890955,53.62759000000001
450,Laois,0.7030446,0.01,0.7622604923167011,0.044098343926418884,-7.3323006999999985,52.99429
451,Doon,0.7030446,0.01,0.7654042840067266,0.02911515153403633,-7.60964,54.185930000000006
452,Rosslare,0.7030446,0.01,0.7756307242438618,0.022164286742665323,-6.3414908,52.25131
453,Nenagh,0.7030446,0.01,0.7775987022016797,0.08265559846265291,-8.19834,52.8635
454,Loughrea,0.7030446,0.01,0.780115994143828,0.08269228222503873,-8.5660931,53.19891
455,Wexford,0.7030446,0.01,0.7873133334832153,0.022164286742665323,-6.4633381,52.33692
456,Offaly,0.7030446,0.01,0.8110588861068629,0.1194522448585901,-7.7122229,53.23569000000001
457,Galway,0.7030446,0.01,0.827337415441442,0.08683315665404145,-9.0567905,53.270669999999996
458,Leitrim,0.7030446,0.01,0.8499021812903987,0.017815915356538203,-8.0020132,54.12469
459,Mayo,0.7030446,0.01,0.8755741662461166,0.11825733149423515,-9.4289369,54.01526
460,Wicklow,0.7030446,0.01,0.9039940679891576,0.0764837324864247,-6.044589,52.980819999999994
461,Cavan,0.7030446,0.01,0.9040233882188,0.013053045782681003,-7.3633319,53.98972
462,Dublin,0.7030446,0.01,0.922064032273388,0.07396834531232857,-6.2603097000000005,53.34981
463,Kildare,0.7030446,0.01,0.9342645631663941,0.0756084210905006,-6.8194707999999995,53.21204
464,Drogheda,0.7030446,0.01,0.9368396667274138,0.07957529551143007,-6.3560985,53.717859999999995
465,Meath,0.7030446,0.01,0.9479101773210821,0.07207721946145829,-6.656416900000001,53.60555
466,Louth,0.7030446,0.01,0.967235420412205,0.07578008410212844,-6.4889423,53.925230000000006
467,Claremorris,0.7030446,0.01,0.9728315436769368,0.08745189416748715,-9.0017356,53.72388
468,Longford,0.7030446,0.01,0.9775711639789272,0.01058948,-7.7932573000000005,53.72763000000001
469,Mullingar,0.7030446,0.01,0.9936754296164778,0.0956990129872558,-7.3401868000000015,53.525819999999996
470,Westmeath,0.7030446,0.01,1.0,0.09624934024111713,-7.4653217000000005,53.534530000000004
