,placename,said,this_is,was_like,went,longitude,latitude
103,Tywyn,0.8556885291661822,0.01,0.18785947715296225,0.2414683872720375,-4.087249,52.58701
104,Stockton,0.7030446,0.01,0.19107144096703296,0.4508712712247965,-1.3289821000000002,54.57046
105,Darlington,0.7030446,0.01,0.19277833419446397,0.4568598600252438,-1.559458,54.52361
106,Worthing,0.867617233039377,0.01,0.19380651072794053,0.2235124645829959,-0.372882,50.81787
107,Dorking,0.9738267878004292,0.4614327201717496,0.19412271334585374,0.09272316669533616,-0.332378,51.2322
108,Middlesbrough,0.7030446,0.01,0.19580857474778127,0.44843399638643705,-1.234956,54.57423000000001
109,Stanhope,0.7030446,0.35084691890831937,0.1960923489844996,0.4455743625541218,-2.011302,54.74946
110,Chichester,0.8286183076261598,0.6879484083663164,0.19897122255722344,0.25512062477971154,-0.774936,50.83761
111,New Romney,0.8488256475343187,0.36235482836182,0.20458112529383693,0.2326178276428296,0.939473,50.98512
112,Aberystwyth,0.8639902745943233,0.01,0.20480056079342407,0.2202212654070917,-4.08292,52.4153
113,South Shields,0.7030446,0.33335288251498124,0.2048236647199624,0.44575898527331065,-1.427406,54.99941999999999
114,Cockermouth,0.7030446,0.3616408170224096,0.20819766683495572,0.4935506334003957,-3.367985,54.66326
115,Maldon,0.8476823407139457,0.4326489128489897,0.20987233889129545,0.2292827212609809,0.6714479999999999,51.7318
116,Midhurst,0.815281755194899,0.3336069586615881,0.21118532571200765,0.26759508689696376,-0.737274,50.9869
117,Petersfield,0.8054791154940575,0.7487442930059792,0.2155173637404492,0.2698475973799862,-0.93899,51.00759
118,Keswick,0.7030446,0.35115006555534384,0.21628207262734853,0.4613224609649005,-3.134706,54.60128
119,Macclesfield,0.7163729442522371,0.43895259941375214,0.21632247859752748,0.37768893571694695,-2.119287,53.25866
120,Newcastle,0.7030446,0.3640707313097576,0.21742659763393005,0.4484275519416935,-1.61778,54.97825
121,Medway,0.8408602045911062,0.3952847373865346,0.2190037773365815,0.23154288009600665,0.5417860999999999,51.404740000000004
122,Gillingham,0.8404582227781989,0.39544958582127104,0.2194988022737994,0.2316707067197641,0.551438,51.38632
123,Bognor Regis,0.8196761887502259,0.6671357364002888,0.22198097210340748,0.2501161239370119,-0.673061,50.783
124,Shrewsbury,0.8672699839997856,0.3089807739408808,0.2237325191081388,0.19884560873764728,-2.7553267999999997,52.7073
125,Malton,0.7351213516805698,0.2980518963923084,0.2239157964446684,0.3527710297989001,-0.7978970000000001,54.13684
126,Penrith,0.7030446,0.3708338789562084,0.2286426733252943,0.4743066715795526,-2.752708,54.6641
127,High Wycombe,0.8815637518221455,0.01,0.2286465067122088,0.1834571245071682,-0.748229,51.628609999999995
128,Alston,0.7030446,0.3571907152734232,0.2327516496773377,0.4469838546830116,-2.438685,54.812169999999995
129,Driffield,0.7612337496875671,0.01,0.2342825179218609,0.3197288036015806,-0.443377,54.006
130,Grimsby,0.7030446,0.01,0.23550764765869675,0.3887774173059119,-0.08078400000000001,53.56746999999999
131,York,0.7743781292702951,0.3858870490954387,0.24180061850143794,0.29351924682995284,-1.0872979,53.95997
132,Blyth,0.7030446,0.3725580314375495,0.2423476531746297,0.4578471347963262,-1.510277,55.12696
133,Skegness,0.8344096431848873,0.01,0.2428412276411233,0.22866547092709144,0.337881,53.1464
134,Ashington,0.7030446,0.3782046948189423,0.24554024284402504,0.4659231571490598,-1.5659829,55.18298000000001
135,Reading,0.875701263658108,0.01,0.2474973422714101,0.17739877990372852,-0.9781303,51.45426
136,Manchester,0.7030446,0.4257062667343444,0.24880338755365586,0.3786005767848864,-2.2426305,53.48076
137,Wigan,0.7030446,0.5340941362790679,0.2504221128820554,0.4034521969855721,-2.6325074,53.54506
138,Crewe,0.7192135751873225,0.4440227436791269,0.2514295684051837,0.35030854372615955,-2.4438209,53.1004
139,Portsmouth,0.8037678041150526,0.6479140391033573,0.2525883909089054,0.2480074449624944,-1.0879769,50.81977
140,Monaghan,0.934695895589328,0.01,0.2543118609446149,0.10404180702513878,-6.9683132,54.2492
141,Louth_Lincs,0.8204734628148582,0.01,0.25585246806400186,0.2360002404981797,-0.007711,53.36596
142,Andover,0.8046678541651325,0.8542542606706529,0.2570647507744219,0.2408176399890969,-1.4919233,51.2112
143,Clitheroe,0.7030446,0.6541239464895438,0.2582119695123487,0.4086551300719109,-2.3930830000000003,53.8711
144,Warrington,0.7030446,0.522549815091924,0.2583434443230078,0.402216988137052,-2.5969501,53.39004
145,Llanidloes,0.8868849936722832,0.01,0.2584371032897816,0.15689765563139305,-3.5401949999999998,52.44779000000001
146,Horncastle,0.8026530799651893,0.01,0.2600203956904857,0.2539035453581621,-0.11245,53.20731
147,Preston,0.7030446,0.5352632468779072,0.26030230503627266,0.4213783760834899,-2.70309,53.7632
148,Stafford,0.8440292321660865,0.2766831869104369,0.2617378566331943,0.20041401662482616,-2.12066,52.80669
149,Wolverhampton,0.8551138350463674,0.2665289121017906,0.2617451089868162,0.1876524580351568,-2.12882,52.586969999999994
150,Market Weighton,0.7576718624285653,0.07839223421164948,0.2633564783565421,0.30283281502765197,-0.6677465,53.86484
151,Bridlington,0.7356778015426122,0.01,0.2665481355804717,0.3274338808821581,-0.198802,54.08535
152,Burnley,0.7030446,0.6876564033304979,0.2681491444450235,0.3861730118126672,-2.2405035,53.78929
153,Rochdale,0.7030446,0.6917727308544213,0.2685716458460229,0.37780571472114427,-2.1561,53.60971
154,Isle of Wight,0.7901715750815059,0.6763353884785879,0.269181361575518,0.2520736771413916,-1.304734,50.69385
155,Bradford,0.7296900361418748,0.4307125008213976,0.2693874320234305,0.3260326744679385,-1.759398,53.79598000000001
156,Southampton,0.7753347365194699,0.7667048547366214,0.26973668465284906,0.2676215728566786,-1.4043508999999998,50.9097
157,Chesterfield,0.7167968191744721,0.01,0.2705488446534458,0.34668662414419016,-1.421629,53.23505
158,Hawes,0.7030446,0.622179477417661,0.2709557016916322,0.3699340025122003,-2.1968695,54.30383000000001
159,Beverley,0.7551286128951628,0.01,0.2716284092925858,0.3013110054332335,-0.435093,53.84196
160,Hexham,0.7030446,0.3784059549873218,0.2723714647236713,0.4633848249189541,-2.1121439,54.97266
161,Wakefield,0.7030446,0.3355319446113053,0.27324982835233064,0.3884361450068052,-1.505924,53.6833
162,Helmsley,0.7030446,0.29758418577721657,0.27406913710149744,0.3676573430659084,-1.0562636,54.24651
163,St Neots,0.855701908288548,0.3938617876966459,0.2742615316825802,0.1765107920725398,-0.26510300000000003,52.23008
164,Peterborough,0.8136452452727606,0.3946814784036224,0.2746906638068909,0.22517966368354966,-0.2405299,52.5695
165,Walsall,0.8389865193179317,0.2744488908691984,0.2749640775384352,0.1972790421203951,-1.9829189999999999,52.586209999999994
166,Skipton,0.7290733802291836,0.3818262399830989,0.2752389417407037,0.3234811700760494,-2.0162787,53.96285
167,Ashbourne,0.7465915165417637,0.01,0.2789226193553508,0.3062667834409497,-1.7321790000000001,53.016630000000006
168,Nuneaton,0.8136823419302295,0.2915377044924209,0.2801554158660155,0.22294174172379266,-1.465382,52.52049
169,Telford,0.8405780267375674,0.2842303721080052,0.2859649655373336,0.1877600306897206,-2.4672611,52.67759
170,Blackburn,0.7030446,0.4256903366008755,0.286355038557138,0.39818913935431904,-2.487529,53.748580000000004
171,Selby,0.7030446,0.31813557510768725,0.28953871819208354,0.3577559848531471,-1.067189,53.783519999999996
172,Gainsborough,0.7073754844610605,0.01,0.29004772981128657,0.3443295153657163,-0.774465,53.400569999999995
173,Harrogate,0.7245074506508027,0.4072792744886214,0.29047406459920017,0.3180039585887063,-1.5418120000000002,53.99211999999999
174,Oxford,0.8686510743131188,0.01,0.29070904085654864,0.156072129341564,-1.2577263,51.75202
175,Lincoln,0.7107445907296059,0.01,0.2924305423962751,0.3387769534475265,-0.540579,53.23069
176,Buxton,0.7030446,0.41499638110985815,0.2927434296525325,0.4278857072767484,-1.91483,53.259080000000004
177,Huntingdon,0.8303004281927296,0.4194436381921536,0.2930780739696555,0.19284625558993607,-0.182552,52.33146
178,Corby,0.7748226810180048,0.4245644649357376,0.29378414239726963,0.2568910766323088,-0.6842333,52.4923
179,Barnsley,0.7030446,0.3712656045376606,0.2940209835455493,0.4045170175477981,-1.479726,53.55263000000001
180,Dudley,0.827038963045039,0.2750858591523974,0.2943798714447797,0.19791095179562407,-2.081112,52.51225
181,Bromsgrove,0.8447778548766598,0.2731365513024733,0.2978694967975161,0.1748979104348237,-2.061906,52.33559
182,Otley,0.7127538916522178,0.41223705441970654,0.29858665096566644,0.3260719076809921,-1.691786,53.90583
183,Castleford,0.7030446,0.34132942273842604,0.2991719159029507,0.38828601068970503,-1.345968,53.72346999999999
184,Carlisle,0.7030446,0.3980503223434061,0.30052002483620305,0.4368318004879224,-2.932931,54.892469999999996
185,Biggleswade,0.8466375528855418,0.41241996648792995,0.3035045755617026,0.16680014693334014,-0.26421999999999995,52.08694000000001
186,Leeds,0.7030446,0.3271055203506981,0.3035510942299342,0.37484339468137856,-1.5490774,53.80076
187,Hull,0.7233720496754641,0.01,0.3036152257569619,0.31642754825915365,-0.3274198,53.767619999999994
188,Kidderminster,0.8276957563248275,0.2667288447590477,0.3055731540247611,0.18962020904220755,-2.2496839,52.3886
189,Wetherby,0.7233270471729608,0.42011758714233416,0.3059068658964184,0.30863763092579977,-1.384816,53.92706
190,Retford,0.7030446,0.01,0.3083073949452546,0.35696593841844404,-0.9455030000000001,53.32136
191,Kettering,0.7771001725298649,0.4201746701205978,0.3093038683328984,0.24369667797371644,-0.7302489999999999,52.39632
192,Worcester,0.830273061806072,0.27824471927928285,0.3102271965540131,0.1832657032528653,-2.221575,52.19364
193,Scarborough,0.7030446,0.01,0.3111190288393986,0.3868391266176884,-0.399752,54.28311
194,Towcester,0.8330735553740588,0.4314022850828239,0.3143676688417857,0.17488608381644835,-0.9896879999999999,52.13511
195,Mansfield,0.7129405912234166,0.01,0.31454379742974514,0.32110486959949336,-1.198674,53.1472
196,Worksop,0.7030446,0.01,0.3178762539189906,0.34347523693780097,-1.122745,53.3093
197,Ludlow,0.8325645405822226,0.2893828694740809,0.3195876021636465,0.17403237193312596,-2.7139129,52.36775
198,Leicester,0.8027880874727019,0.33819986267845664,0.32051942599900396,0.2073411573613724,-1.1397591999999999,52.63688000000001
199,Thirsk,0.7030446,0.4033295021994489,0.32351330117916016,0.3884953489167561,-1.341377,54.23385
200,Luton,0.8276385909838092,0.44928793725727295,0.3247159486197684,0.17387444762787427,-0.4200255,51.87867
201,Keighley,0.7030446,0.6240343423334479,0.3254635626731306,0.3609533500808637,-1.9123580000000002,53.8678
202,Newark-on-Trent,0.7051697536964385,0.01,0.3259472946597088,0.3223590576918733,-0.80657,53.07004000000001
203,Reeth,0.7030446,0.5149556928939562,0.3275135958319273,0.3711377681358183,-1.9428115000000001,54.38946
204,Birmingham,0.8096017096085802,0.28495068912524696,0.3282338581516301,0.194928590240887,-1.8904009999999998,52.48624
205,Rugby,0.792401023381233,0.5665763895888613,0.3289253182669485,0.21027975334631333,-1.265032,52.37088
206,Melton Mowbray,0.8046605564620236,0.01,0.3307854433659044,0.20319497157681188,-0.887126,52.7664
207,Witney,0.8315039410637493,0.01,0.3329161848600073,0.17047949997340786,-1.4850543999999999,51.785940000000004
208,Bedford,0.8300285887519282,0.4172595031068976,0.3366613002703366,0.16340484518850318,-0.46677820000000003,52.13864
209,Spalding,0.8336148016879592,0.01,0.3370647383418158,0.16518535320762326,-0.1537024,52.7901
210,Welwyn Garden City,0.8527068093043274,0.4543936872673952,0.3373376340481011,0.13597884635799287,-0.208661,51.80317
211,Burton upon Trent,0.7973920441656982,0.2362382848328725,0.33773205848007865,0.2033822853828167,-1.6371358999999999,52.81403
212,Aysgarth,0.7030446,0.6309423309255761,0.3424069256247307,0.3612784758590746,-1.9967433999999997,54.29159
213,Milton Keynes,0.8068918291875282,0.4104561982489939,0.34304513274345444,0.18608546650946,-0.7594171,52.040620000000004
214,Derby,0.7762068120409664,0.01,0.3444748824574786,0.2269721399571933,-1.4746186000000001,52.92253
215,Aylesbury,0.8259759309588627,0.01,0.34595622748726984,0.16800320437621707,-0.8084,51.81561
216,Llandrindod Wells,0.8133679325546271,0.01,0.34629449798120376,0.18245405730556066,-3.377742,52.2417
217,Coventry,0.7786193110603377,0.2737279100963953,0.3469678272124677,0.21837008095001595,-1.519693,52.40682
218,Jersey,0.7516926110147883,0.7747441198606001,0.34831894069222075,0.24131874868145603,-2.13125,49.21444
219,Banbury,0.8175300558943245,0.4279496182978824,0.34852532195528835,0.16969009090137174,-1.339775,52.0629
220,Loughborough,0.7900177151742969,0.01,0.348657418396258,0.20803014640432912,-1.206166,52.7721
221,Bicester,0.8096801599169999,0.4287688348937437,0.3494837722889434,0.17816411083056924,-1.1535898999999998,51.8996
222,Coleraine,0.9049595798469059,0.01,0.3500081174558038,0.07325775675677018,-6.6646103000000005,55.132580000000004
223,Ringwood,0.7299369417637201,0.8043166110234058,0.35242574133817745,0.2634042857257178,-1.7888169999999999,50.84495
224,Guernsey,0.7644337925007583,0.7832232178660998,0.35274121872072833,0.22333237422054966,-2.5852779999999997,49.46569
225,Boston,0.7753377772290985,0.01,0.35322184255575434,0.22200552678413926,-0.026576999999999996,52.97894
226,Northallerton,0.7030446,0.3131099498760247,0.35426607787225056,0.3747720808807559,-1.429959,54.337959999999995
227,Evesham,0.7971566932404417,0.28821636648637483,0.3560357557610365,0.1903685436312633,-1.9467700000000001,52.09215
228,Swindon,0.8502195088280915,0.32230533495428765,0.3561212299287229,0.1280095468429338,-1.7797176,51.55577
229,Carlow,0.9413441031214096,0.01,0.3593742213432829,0.02448534912142036,-6.934135899999999,52.83651
230,Leamington Spa,0.7688391726107472,0.5397542170050191,0.3609049859827545,0.21625864007060847,-1.5200789,52.28519
231,Alderney,0.7610944851865746,0.7882692772868253,0.3626857496120769,0.2203483838501082,-2.1973557,49.715
232,Cheltenham,0.8333484355244879,0.32650406299002355,0.36821784495483295,0.13932429217866066,-2.0782533,51.899390000000004
233,Colne,0.7030446,0.6177175703019073,0.3684418390766968,0.3650575407474805,-2.176991,53.85564
234,Halifax,0.7030446,0.6065324831067098,0.3697318255759224,0.3654524223286838,-1.8575400000000002,53.727019999999996
235,Grantham,0.7559331846629027,0.01,0.3703234104213629,0.2329120059226572,-0.643582,52.912519999999994
236,Bournemouth,0.7315278410414298,0.8060258290046198,0.37064365363629387,0.2490738943404249,-1.880769,50.719159999999995
237,Sark,0.7505663321683356,0.7962120607988715,0.3717442501009371,0.2262975978013537,-2.3666256000000003,49.43007
238,Scunthorpe,0.7030446,0.01,0.3735118558886885,0.3725452773586332,-0.654413,53.58865
239,Huddersfield,0.7030446,0.5641645863461119,0.3745674877608762,0.3895693050105417,-1.7850351000000002,53.64579000000001
240,Rotherham,0.7030446,0.07855072955744287,0.37564591274444703,0.3947238693522673,-1.3635008999999998,53.4326
241,Gloucester,0.8243132709339175,0.3677655740523159,0.3767945819530984,0.1433668711208072,-2.238156,51.86424
242,Salisbury,0.7164234200320732,0.8086033814932244,0.3771331632621873,0.26218833939335395,-1.794472,51.06878
243,Stratford-upon-Avon,0.7851434576395697,0.30191429000295944,0.3801099436088064,0.18769735669413865,-1.7082979999999999,52.19173
244,Blandford Forum,0.7587160421150438,0.9468545619587844,0.3815261210610525,0.20787108900989185,-2.165353,50.85691
245,Poole,0.7294005605852263,0.8056834259572613,0.38327963656176695,0.2429189538839075,-1.987248,50.71505
246,Doncaster,0.7030446,0.07011681434121646,0.3840925217977259,0.3903736566962137,-1.128462,53.522819999999996
247,Totnes,0.8080174998920542,0.01,0.3844523421424218,0.1626021931366097,-3.685797,50.43374
248,Northampton,0.7500694802150144,0.43809934163982334,0.38613178003114174,0.22239120201570894,-0.9026559999999999,52.24048
249,Derry,0.8684820108577658,0.01,0.3864516088258657,0.09082524230935188,-7.308574799999999,54.99661
250,Cookstown,0.8876068581381249,0.01,0.38892787316752464,0.06686175157600313,-6.7443895000000005,54.641819999999996
251,Cirencester,0.8312029108105127,0.3387314360607587,0.38906100565901147,0.1273928630536371,-1.968243,51.71849
252,Alnwick,0.7030446,0.01,0.3895602784033508,0.5524959865626954,-1.7062990000000002,55.41274
253,Tregaron,0.7665330984283779,0.01,0.3905940496096213,0.20671271777177447,-3.934385,52.22
254,Jedburgh,0.7030446,0.01,0.396693693425814,0.6111909978330378,-2.5549369,55.47772
255,Ballymena,0.8959499572172149,0.01,0.3980568250915687,0.05090615620810005,-6.2802213,54.86529
256,Aberaeron,0.770155191738027,0.01,0.3986298646327475,0.19700207263257485,-4.2581619,52.24279
257,Dungannon,0.8738567691973679,0.01,0.3997803987323301,0.0754554540504362,-6.7669352,54.508269999999996
