,Unnamed:_0,Unnamed:_0,placename,dont_have,have_no,have_not_got,havent,havent_got,longitude,latitude
68,68,89,Fermanagh,0.1986770630929008,0.8308579838851935,0.2197712399345384,0.01,0.055510169610226666,-7.6318728,54.343830000000004
69,69,88,Enniskillen,0.1986770630929008,0.8308579838851935,0.2197712399345384,0.01,0.055510169610226666,-7.631533599999999,54.343819999999994
70,70,87,Omagh,0.1986770630929008,0.8308579838851935,0.2197712399345384,0.01,0.055510169610226666,-7.309959700000001,54.59771
71,71,391,Newcastle-under-Lyme,0.4761247530617973,0.34679782758224553,0.22219163468060524,0.01,0.7108724943737895,-2.2273002,53.01321
72,72,39,Motherwell,0.15044588198777273,0.8850138936488169,0.2246659190932513,0.01,0.01,-3.9810968,55.78321
73,73,40,Glasgow,0.16811137406903154,0.8634824631437379,0.22822398208746936,0.01,0.02562007784610177,-4.251806,55.86424
74,74,150,Langholm,0.3877243722137653,0.6147722100106371,0.2287414932532951,0.01,0.2335108840573859,-2.998913,55.153059999999996
75,75,41,Greenock,0.15564562624271258,0.8712500246341291,0.2324308730806332,0.01,0.02609233703246104,-4.7719830000000005,55.956480000000006
76,76,42,Dumbarton,0.17200283981044062,0.8593287884767069,0.2335069403288845,0.01,0.026213136592946547,-4.564554,55.94529
77,77,92,Monaghan,0.14072959620854233,0.8676736297536058,0.2335069403288845,0.01,0.0589795545031112,-6.9683132,54.2492
78,78,43,Helensburgh,0.17280283683823178,0.8584748854452914,0.2345930278271197,0.01,0.026335057236768173,-4.734014,56.00232
79,79,53,Girvan,0.1417137013085487,0.8776524948724959,0.2351398599928977,0.01,0.03299555488758617,-4.8542179,55.240159999999996
80,80,44,Dunoon,0.17320563868545955,0.8580449297674969,0.2351398599928977,0.01,0.02639644504247635,-4.926214,55.95097
81,81,54,Cumnock,0.14993618194781674,0.8716511403558946,0.2356892476586717,0.01,0.03307264352203708,-4.265828900000002,55.45355
82,82,45,Islay,0.15856855720539415,0.8680261982160561,0.23679577915687355,0.01,0.026582335380901455,-6.177067,55.73625
83,83,57,Ayr,0.15894163696428046,0.8647874711540359,0.23735294540596816,0.01,0.0333061006337286,-4.629179,55.45856
84,84,55,Irvine,0.15894163696428046,0.8647874711540359,0.23735294540596816,0.01,0.0333061006337286,-4.6696364,55.61156999999999
85,85,58,Kilmarnock,0.15894163696428046,0.8647874711540359,0.23735294540596816,0.01,0.0333061006337286,-4.498792,55.61472
86,86,56,Campbeltown,0.1430474800228725,0.8760970599106825,0.23735294540596816,0.01,0.0333061006337286,-5.605373999999999,55.424119999999995
87,87,250,Llanelli,0.5370598977762812,0.3805146201753756,0.23763250365551386,0.01,0.480172755091911,-4.160248,51.68089000000001
88,88,46,Rothesay,0.15931650680348733,0.8672013754736362,0.23791273440505845,0.01,0.02670772119139836,-5.055793,55.83596
89,89,228,Bristol,0.6056932997969103,0.37086068522774185,0.2384751797791445,0.01,0.4474558177235359,-2.58791,51.45451
90,90,377,Stoke-on-Trent,0.4072175363023223,0.4037331881081325,0.2384751797791445,0.01,0.6826569500675314,-2.179404,53.002669999999995
91,91,163,Dorking,1.0,0.15988583222740138,0.23989298911017395,0.01,0.28276522746687466,-0.332378,51.2322
92,92,47,Lochgilphead,0.17691718446710153,0.8540835214739909,0.24017856623470984,0.01,0.026962082543882587,-5.4323449,56.03829
93,93,261,Swansea,0.5307515871764049,0.3820008392427204,0.24017856623470984,0.01,0.4853174631417384,-3.9436459999999998,51.62144
94,94,48,Mull,0.17776368980812698,0.8531798695184255,0.2413277454411757,0.01,0.027091086396055158,-6.0008870000000005,56.4392
95,95,49,Balivanich,0.19438907767293606,0.8296714600275804,0.24190647652356864,0.01,0.02715605260917963,-7.3743509000000005,57.472269999999995
96,96,359,Nantwich,0.40951802593995257,0.4226094199948377,0.24219687323143005,0.01,0.6321361901548942,-2.524102,53.06718000000001
97,97,50,Oban,0.17861833494834606,0.8522678059090185,0.2424879760642904,0.01,0.02722133023434192,-5.471047,56.41516
98,98,268,Glastonbury,0.6195018442893566,0.3405962757042118,0.24391191635364315,0.01,0.4928612555586412,-2.718454,51.14743
99,99,279,Helmsley,0.6927436223322314,0.25422132839721473,0.2452142238098602,0.01,0.5109769091314564,-1.0562636,54.24651
100,100,241,Wells,0.5652885187287997,0.3902228703735301,0.2477631557223849,0.01,0.4648830411974175,-2.6445979,51.20935
101,101,168,Heathrow,0.9709304128229196,0.17488333036121556,0.2478501211805769,0.01,0.2921444201522294,-0.4542955,51.47002
102,102,52,Craigavon,0.1698189418193498,0.8280936740998448,0.2504655521346601,0.01,0.03163149089345421,-6.4175653,54.442930000000004
103,103,269,Weston-super-Mare,0.5793140344661389,0.3429176518315536,0.25391046700406217,0.01,0.4947411028179442,-2.977255,51.347409999999996
104,104,15,Newry,0.11514239075697093,0.9063636324309152,0.2547348511277225,0.01,0.01,-6.34023,54.1751
105,105,309,Builth Wells,0.5543241754400304,0.32742146279140977,0.25667938487456265,0.01,0.561881538170048,-3.4045919999999996,52.15002
106,106,304,High Wycombe,0.6527089825892735,0.2688378987784836,0.2578604293726435,0.01,0.5470986728462591,-0.748229,51.628609999999995
107,107,295,Northallerton,0.6326747751676004,0.27874538500620283,0.2584053785384246,0.01,0.5330255835010868,-1.429959,54.337959999999995
108,108,350,Malton,0.7048716529297704,0.2000096613852695,0.2599033834943237,0.01,0.6072329601716856,-0.7978970000000001,54.13684
109,109,105,Tyrone,0.3141869944922944,0.7355138102532772,0.2606589148264293,0.01,0.06583764026090191,-7.1312320000000025,54.491209999999995
110,110,292,Bradford,0.6221729143284447,0.29099755965905394,0.26218323694895224,0.01,0.5297812419328357,-1.759398,53.79598000000001
111,111,293,Aberaeron,0.4749623492068424,0.39514416853685774,0.2626953120731201,0.01,0.5308159735418897,-4.2581619,52.24279
112,112,30,Airdrie,0.16366788808688035,0.8682251939126544,0.2715675485170361,0.01,0.01,-3.9625660000000003,55.86626999999999
113,113,13,Banbridge,0.10234878803118523,0.8826944401852101,0.2717171685584596,0.01,0.01,-6.2704803,54.34873
114,114,415,Ashbourne,0.5288020883820072,0.2612275150484489,0.2717171685584596,0.01,0.7778151887439202,-1.7321790000000001,53.016630000000006
115,115,319,Keighley,0.6038578595165229,0.2855035480355904,0.2717171685584596,0.01,0.5662037051113491,-1.9123580000000002,53.8678
116,116,0,Cavan,0.01,0.9835749240427656,0.2767489704669496,0.01,0.01,-7.3633319,53.98972
117,117,107,Dungannon,0.3799698793654739,0.6824170478748076,0.2802083328779948,0.01,0.07077546313891864,-6.7669352,54.508269999999996
118,118,108,Armagh,0.2110943774252633,0.8025835313276426,0.2802083328779948,0.01,0.07077546313891864,-6.652792,54.35028000000001
119,119,109,Cookstown,0.3799698793654739,0.6824170478748076,0.2802083328779948,0.01,0.07077546313891864,-6.7443895000000005,54.641819999999996
120,120,249,Yeovil,0.6793473704902219,0.2950113605393456,0.2871204896167625,0.01,0.4781036995404708,-2.633308,50.94206
121,121,227,Bridgwater,0.5933897062275543,0.3490776261063129,0.2873931659496528,0.01,0.4462954172021326,-3.003632,51.12789
122,122,229,Taunton,0.5757850431020943,0.3608287065231653,0.2882142884483184,0.01,0.4475705475803027,-3.106849,51.01534
123,123,246,Street,0.6453632022307778,0.3202857366710134,0.29352570464802075,0.01,0.4722940701695459,-2.7429189999999997,51.12468
124,124,223,Bath,0.6209624485056375,0.3555829588545156,0.29438229031329544,0.01,0.4296098130032429,-2.3590167,51.38106
125,125,111,Magherafelt,0.2666455347121905,0.7583115551609823,0.2949561345623629,0.01,0.07450048900466093,-6.607980499999999,54.75536999999999
126,126,221,Minehead,0.5047999146165462,0.41668016536830776,0.2975663760581213,0.01,0.4286891374685466,-3.481152,51.20428
127,127,334,York,0.694132386909987,0.2090209459793977,0.29915479863887345,0.01,0.5893757446180313,-1.0872979,53.95997
128,128,418,Doncaster,0.6579956977277126,0.1387146608397137,0.30049150447003464,0.01,0.7944055574796102,-1.128462,53.522819999999996
129,129,433,Rotherham,0.630223783682641,0.15255255240820845,0.3045742743800668,0.01,0.8359710527449836,-1.3635008999999998,53.4326
130,130,11,Doon,0.09253452068572912,0.9112272506821852,0.3070776220009989,0.01,0.01,-7.60964,54.185930000000006
131,131,244,Bridgend,0.4957812873109312,0.4034986231324325,0.3084862404987099,0.01,0.467507644500239,-3.576945,51.50429000000001
132,132,206,Slough,0.8858193552265785,0.15825517304694606,0.3094325152471722,0.01,0.3907847663187566,-0.5950406,51.51054
133,133,262,Tenby,0.4903469749837964,0.39532946525434187,0.3124274043256388,0.01,0.4866326864042674,-4.703579,51.67274000000001
134,134,281,Cardiff,0.5366137287001551,0.3541116404311189,0.3142523339476733,0.01,0.5115235957948527,-3.17909,51.48158
135,135,251,Newport,0.5416761433969172,0.3627287789595215,0.3172169829428558,0.01,0.4807389927692446,-2.997664,51.58415
136,136,126,Selkirk,0.3394919752050233,0.6929469964868128,0.3177620217753034,0.01,0.09485371167563167,-2.838524,55.55066
137,137,432,Sheffield,0.5387932697032958,0.22463994516563027,0.3202380995212797,0.01,0.8358245192261008,-1.470085,53.38113000000001
138,138,127,Galashiels,0.34302836331605285,0.6893016260447876,0.3210720443532579,0.01,0.09584177111327327,-2.814449,55.62373
139,139,220,Sidmouth,0.6820257359509937,0.3001842873190231,0.32473660893063633,0.01,0.4275111393359884,-3.2375599999999998,50.67865
140,140,195,Keswick,0.3944537232150788,0.5181018790673348,0.3272506044682178,0.01,0.35473833034488184,-3.134706,54.60128
141,141,236,Colne,0.5189832613979987,0.3922589712691553,0.3280487835085873,0.01,0.4557249340727976,-2.176991,53.85564
142,142,348,Llandrindod Wells,0.5091099551770643,0.33605494396156216,0.3296568655059743,0.01,0.6036730676165389,-3.377742,52.2417
143,143,354,Selby,0.6881344357075765,0.19134301426568426,0.3309547232538652,0.01,0.6185886963851025,-1.067189,53.783519999999996
144,144,273,Carmarthen,0.4645645832270825,0.3996460856729348,0.33333333333333337,0.01,0.5051631577975584,-4.312131,51.857620000000004
145,145,276,Llandeilo,0.4789006610124897,0.3882780960053298,0.3345771108729789,0.01,0.5070480952281705,-3.9914300000000003,51.88469
146,146,167,Horsham,0.81828009758302,0.237813075747664,0.3352442644968948,0.01,0.287900191150937,-0.325858,51.06288
147,147,234,Trowbridge,0.6403039961685526,0.3235162924121592,0.3355044323298053,0.01,0.4519586093088045,-2.208853,51.31966
148,148,243,Haverfordwest,0.4427447537980944,0.43083265279048216,0.33583021374594263,0.01,0.4665348895487465,-4.971319,51.80048
149,149,76,Falkirk,0.2110943774252633,0.8025835313276426,0.3402529772387556,0.01,0.04044312098480535,-3.7839131,56.00188000000001
150,150,216,Basingstoke,0.6755020077608426,0.26967137350771264,0.34112319223734144,0.01,0.4184983880265446,-1.0923964,51.26654
151,151,321,Lampeter,0.5066265058206318,0.34040473032958796,0.3448717968979167,0.01,0.5662037051113491,-4.0785089999999995,52.1129
152,152,135,Hawick,0.3723921316175132,0.6392804046438098,0.3448717968979167,0.01,0.15243945950398147,-2.780914,55.42706
153,153,175,Guildford,0.91519626204209,0.14980819025911254,0.3470967743526344,0.01,0.3068458767072974,-0.570409,51.23622
154,154,329,Tregaron,0.5277359435631582,0.32004011637883595,0.3502604160974935,0.01,0.5750506380037138,-3.934385,52.22
155,155,209,Wincanton,0.6729384438662898,0.3178131911074877,0.3509250478464135,0.01,0.40289637315442295,-2.416007,51.05569000000001
156,156,36,Western Isles,0.16355980776563864,0.8392444027653669,0.3528046853433591,0.01,0.01,-7.0194034,57.75989000000001
157,157,32,Dunvegan,0.16355980776563864,0.8392444027653669,0.3528046853433591,0.01,0.01,-6.5813982000000015,57.4366
158,158,182,Woking,0.942243362432834,0.11980478233764184,0.3625336867858828,0.01,0.3204926656208545,-0.5600349,51.31677
159,159,283,Ross-on-Wye,0.5592630408195731,0.3484479537330201,0.3639069205753179,0.01,0.5147306415250479,-2.582446,51.91445
160,160,106,Peebles,0.3062028309613644,0.7160900998679612,0.3695054942745536,0.01,0.06999770874346653,-3.1936419999999996,55.65306999999999
161,161,201,Aldershot,0.6586845409001266,0.2949923742349599,0.3720608597704011,0.01,0.3759028719669437,-0.7557509,51.24837
162,162,270,Reading,0.5629183510590688,0.3119036437842447,0.37361110676788206,0.01,0.4954282419724304,-0.9781303,51.45426
163,163,60,Livingston,0.23109278324052496,0.7815017638036437,0.37361110676788206,0.01,0.039733594135819165,-3.518068,55.90071
164,164,137,Jedburgh,0.4276433997880951,0.5833650172294702,0.3765073176798423,0.01,0.17556704069573845,-2.5549369,55.47772
165,165,260,Brecon,0.5267676114350329,0.3594006480338121,0.377038738387312,0.01,0.4848227426543973,-3.391463,51.94895
166,166,188,Crawley,0.769198628325623,0.2590750929968417,0.3781630687188184,0.01,0.3343095930857604,-0.18722750000000002,51.109140000000004
167,167,362,Llanidloes,0.5375473738001818,0.2846828109536075,0.3788732399259976,0.01,0.6459507055920163,-3.5401949999999998,52.44779000000001
168,168,225,Lyme Regis,0.6561684647967194,0.30920278190215844,0.3791196887589305,0.01,0.43705229459119016,-2.936639,50.725159999999995
169,169,280,Merthyr Tydfil,0.5260919067766698,0.34662478784607353,0.3840861909175266,0.01,0.5115235957948527,-3.381646,51.74873
170,170,255,Pembroke,0.4869535906478098,0.3831789514464917,0.3878316012031071,0.01,0.4832649860347839,-4.9086370000000015,51.67404000000001
171,171,34,Fort William,0.15636621800949144,0.8370758784049773,0.3891782376175854,0.01,0.01,-5.1052179,56.81981999999999
172,172,267,Milford Haven,0.4700862041887205,0.3907850091831228,0.3932748498192616,0.01,0.4900476534590537,-5.0426971,51.71431
173,173,83,Stornoway,0.2377907909486784,0.7515089305327172,0.394556713275512,0.01,0.04429233797122679,-6.3848692000000025,58.20943000000001
174,174,204,Aysgarth,0.6131789090710125,0.31095000257156274,0.4002976215995164,0.01,0.3819628143338613,-1.9967433999999997,54.29159
175,175,367,Newtown,0.6153176497528845,0.2407412926164426,0.4024268574710564,0.01,0.6550494972164889,-3.313106,52.51211
176,176,237,Worthing,0.6478340872498658,0.2722184222909785,0.4030969028449675,0.01,0.4581668347640536,-0.372882,50.81787
177,177,462,Whitchurch,0.4174450757761265,0.2535774763788745,0.4068712194221676,0.01,0.9249135694290676,-2.682045,52.96872
178,178,33,Kyle of Lochalsh,0.16355980776563864,0.8276060385099931,0.4070823283801579,0.01,0.01,-5.7143293,57.28261
179,179,272,Middlesbrough,0.5936229908459345,0.3012828493107489,0.4075757528376894,0.01,0.5004325654756124,-1.234956,54.57423000000001
180,180,29,Ballachulish,0.16395680029559967,0.8387500378524423,0.408070387795219,0.01,0.01,-5.133719999999999,56.67393000000001
181,181,28,Broadford,0.16435571800628282,0.8265584271072512,0.4090632555852722,0.01,0.01,-5.9096592,57.24139
182,182,26,Portree,0.16435571800628282,0.8265584271072512,0.4090632555852722,0.01,0.01,-6.1960231,57.41246999999999
183,183,401,Aberystwyth,0.5404016062086741,0.2257844107540352,0.4138461540358333,0.01,0.7317094022218886,-4.08292,52.4153
184,184,217,Cinderford,0.573342765593035,0.3679072333974381,0.4151234557004244,0.01,0.4194101515149225,-2.5009579,51.8253
185,185,197,Cockermouth,0.40328479738823897,0.4884169123270144,0.41822139419539023,0.01,0.3626802319109226,-3.367985,54.66326
186,186,25,Invergarry,0.19388370084582984,0.8029834453845736,0.419613144151462,0.01,0.01,-4.800261,57.07095
187,187,129,Kelso,0.43498235757631226,0.5938094073052571,0.4245580814767598,0.01,0.11438458574733575,-2.432207,55.600030000000004
188,188,387,Chesterfield,0.5522300178906707,0.2494120253964652,0.42563291580834656,0.01,0.7047683258354657,-1.421629,53.23505
189,189,180,Welwyn Garden City,0.6126646156174038,0.3806035433731309,0.4300872083427749,0.01,0.31602066985510696,-0.208661,51.80317
190,190,286,Bedford,0.7166814883065535,0.2202058019262207,0.4336166452537063,0.01,0.5177478221668083,-0.46677820000000003,52.13864
191,191,342,Luton,0.6715284685254905,0.2173020990200664,0.4351470535012194,0.01,0.5995098057450777,-0.4200255,51.87867
192,192,396,Bournemouth,0.6588121094542924,0.17096734499845456,0.4372561816227921,0.01,0.7289228476732943,-1.880769,50.719159999999995
193,193,395,Poole,0.685164591130456,0.1522156055886069,0.4372561816227921,0.01,0.7289228476732943,-1.987248,50.71505
194,194,364,Market Weighton,0.6415382058869324,0.19033866279698552,0.4383147078294053,0.01,0.6484455859639596,-0.6677465,53.86484
195,195,256,Hereford,0.5168431697121111,0.35869454977704296,0.4387603735786811,0.01,0.4835903549939261,-2.715974,52.0564
196,196,381,Salisbury,0.5820252293244879,0.24285237739774185,0.4389686692450093,0.01,0.6874274767367988,-1.794472,51.06878
197,197,382,Market Drayton,0.4186663158559573,0.35829703904978105,0.4408522072419485,0.01,0.6883525403502098,-2.483485,52.90355
198,198,285,Barnstaple,0.5424823550431798,0.3184805957565852,0.4438943842786716,0.01,0.5169956828269754,-4.058338,51.07816
199,199,287,Exeter,0.5666462777643991,0.3001655413476044,0.4453642339012831,0.01,0.5187075884053055,-3.533899,50.71841
200,200,296,Biggleswade,0.6910401751441606,0.2282283566944989,0.4477905578556736,0.01,0.5346717811394387,-0.26421999999999995,52.08694000000001
201,201,369,Scarborough,0.656201935921204,0.17085126417543914,0.4483333326047917,0.01,0.6632671966072892,-0.399752,54.28311
202,202,257,Tiverton,0.5704239214175004,0.31123623913514725,0.4483333326047917,0.01,0.48441872800061503,-3.491207,50.90205
203,203,322,Southampton,0.5674216865191077,0.26423768545894233,0.4483333326047917,0.01,0.5662037051113491,-1.4043508999999998,50.9097
204,204,327,Machynlleth,0.5294475305504226,0.3056787796084205,0.4543918963032798,0.01,0.5738551045424083,-3.853485,52.59027
205,205,373,Tywyn,0.5337754381390459,0.2800066524165241,0.4581062707139106,0.01,0.671113381436981,-4.087249,52.58701
206,206,291,Dorchester,0.7734214278018388,0.16943738533113312,0.4591649202121904,0.01,0.5293290943020821,-2.4411810000000003,50.71116
207,207,102,Edinburgh,0.276845074627773,0.7211592028059352,0.4593579277118768,0.01,0.061880187774211386,-3.1882669999999997,55.95325
208,208,103,Dalkeith,0.25980847491573955,0.7325964083680091,0.4618818650411087,0.01,0.062220187437093726,-3.066606,55.893119999999996
209,209,239,Bridport,0.6569101997763412,0.2800246773890418,0.4627293607480648,0.01,0.4623131161863988,-2.758301,50.733579999999996
210,210,289,Royston,0.6590263449160536,0.23755904380164475,0.4635471879967358,0.01,0.5223724551273796,-0.024066,52.048140000000004
211,211,298,Newbury,0.40586102694543735,0.3856522180089182,0.4644336999119619,0.01,0.5396140260683921,-1.3231138999999998,51.40141
212,212,232,Shaftesbury,0.7114329728066534,0.24521557146132536,0.4650265983276651,0.01,0.4517582751138621,-2.198083,51.0046
213,213,393,Lowestoft,0.5142229649742077,0.2528946904198955,0.4653979192020618,0.01,0.7248974790521757,1.7534490000000005,52.48114
214,214,424,Dolgellau,0.4975534668282918,0.2327819454184607,0.4662045044924176,0.01,0.8095633572348867,-3.8844,52.74215
215,215,398,Ringwood,0.6183513630448387,0.17291788735786104,0.4663661622838217,0.01,0.7303321003851312,-1.7888169999999999,50.84495
216,216,210,Axminster,0.6436328025125972,0.3136914807250557,0.4665818666584712,0.01,0.4033088355674854,-2.9949369999999997,50.78273
