placename,bap,bap (only if crusty),bap (only if soft),barm,barmcake,batch,breadbun,breadcake,breadroll,bun,butty,cake,cob,cob (only if crusty),cookie,dinner roll,flour bap,flourcake,Glasgow (only if browner on top),morning roll,muffin,oven bottom bread,rhol bara,roll,roll (only if crusty),roll (only if soft),softie,split,stottie,stottiecake,teacake,longitude,latitude
Kilmarnock,0.07596899,0.000000000,0.000000000,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.013953488,0.043023256,0.003875969,0.000000000,0.000000000,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0329457364,0.000000000,0.000000000,0.000000000,0.76879845,0.000000000,0.0406976744,0.003875969,0.0000000000,0.000000000,0.000000000,0.011627907, -4.4987920,55.61472
Newton Stewart,0.23256705,0.000000000,0.004789272,0.020114943,0.0057471264,0.000000000,0.002298851,0.000000000,0.020881226,0.099425287,0.011494253,0.000000000,0.002873563,0.004789272,0.00000000,0.0038314176,0.000000000,0.00000000,0.000000000,0.0229885057,0.011494253,0.000000000,0.000000000,0.40977011,0.000000000,0.0143678161,0.000000000,0.0000000000,0.000000000,0.000000000,0.132567050, -4.4831640,54.96030
Liskeard,0.15736434,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.013953488,0.077906977,0.091860465,0.000000000,0.000000000,0.042635659,0.009689922,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.51337209,0.000000000,0.0203488372,0.000000000,0.0096899225,0.000000000,0.000000000,0.009689922, -4.4647190,50.45552
Altnaharra,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.59728682,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.4426550,58.28023
Pwllheli,0.47407407,0.000000000,0.000000000,0.057407407,0.0027777778,0.003703704,0.000000000,0.000000000,0.009722222,0.102314815,0.000000000,0.000000000,0.014814815,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.009259259,0.000000000,0.005555556,0.31898148,0.000000000,0.0013888889,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.4176339,52.88882
Lairg,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.59728682,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.4024140,58.02206
Launceston,0.14476744,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.086627907,0.094767442,0.000000000,0.000000000,0.038759690,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.54534884,0.000000000,0.0125968992,0.000000000,0.0058139535,0.000000000,0.000000000,0.009689922, -4.3604516,50.63683
Carmarthen,0.26579589,0.000000000,0.027290143,0.001044932,0.0010449321,0.018286311,0.001044932,0.000000000,0.057941484,0.111198189,0.000000000,0.000000000,0.022988506,0.006704981,0.00000000,0.0029606409,0.000000000,0.00000000,0.000000000,0.0048763497,0.000000000,0.000000000,0.000000000,0.47077673,0.000000000,0.0080459770,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.3121310,51.85762
Llangefni,0.37145390,0.000000000,0.002659574,0.051418440,0.0000000000,0.114361702,0.001773050,0.000000000,0.009751773,0.123226950,0.000000000,0.000000000,0.010638298,0.002659574,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005319149,0.000000000,0.005319149,0.30141844,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.3114020,53.25578
Caernarfon,0.39035088,0.000000000,0.002631579,0.050877193,0.0000000000,0.090350877,0.000000000,0.000000000,0.011403509,0.141228070,0.000000000,0.000000000,0.010526316,0.002631579,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005263158,0.000000000,0.005263158,0.28947368,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.2739110,53.13955
Cumnock,0.07015504,0.000000000,0.000000000,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.017829457,0.046899225,0.003875969,0.000000000,0.000000000,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0290697674,0.000000000,0.000000000,0.000000000,0.77461240,0.000000000,0.0406976744,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -4.2658289,55.45355
Aberaeron,0.28229486,0.000000000,0.026676881,0.016002724,0.0010214505,0.017875383,0.001021450,0.000000000,0.056639428,0.084354784,0.000000000,0.000000000,0.026217228,0.006554307,0.00000000,0.0028941096,0.000000000,0.00000000,0.000000000,0.0047667688,0.003745318,0.000000000,0.000000000,0.46207014,0.000000000,0.0078651685,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.2581619,52.24279
Alness,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.2568250,57.69595
Glasgow,0.06782946,0.000000000,0.003875969,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.017441860,0.040697674,0.003875969,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0368217054,0.000000000,0.000000000,0.000000000,0.77034884,0.000000000,0.0406976744,0.003875969,0.0000000000,0.000000000,0.000000000,0.011627907, -4.2518060,55.86424
Dalwhinnie,0.07364341,0.000000000,0.002906977,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.020348837,0.064922481,0.003875969,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0387596899,0.011627907,0.000000000,0.000000000,0.71220930,0.000000000,0.0406976744,0.019379845,0.0000000000,0.000000000,0.000000000,0.000000000, -4.2427830,56.93660
Inverness,0.10658915,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.029457364,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0585271318,0.011627907,0.000000000,0.000000000,0.57112403,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.2247210,57.47777
Saltash,0.15639535,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.086627907,0.090891473,0.000000000,0.000000000,0.038759690,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.52984496,0.000000000,0.0164728682,0.000000000,0.0096899225,0.000000000,0.000000000,0.009689922, -4.2164300,50.40921
Bideford,0.15900383,0.000000000,0.031609195,0.008045977,0.0022988506,0.000000000,0.003831418,0.002298851,0.050766284,0.092337165,0.000000000,0.000000000,0.003831418,0.001915709,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0038314176,0.015325670,0.000000000,0.000000000,0.60670498,0.000000000,0.0086206897,0.000000000,0.0000000000,0.000000000,0.000000000,0.009578544, -4.2066660,51.01668
Invergordon,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.1728820,57.68811
Llanelli,0.24478306,0.000000000,0.031714876,0.001033058,0.0010330579,0.018078512,0.001033058,0.000000000,0.055389118,0.110881543,0.000000000,0.000000000,0.016098485,0.006628788,0.00000000,0.0029269972,0.000000000,0.00000000,0.000000000,0.0048209366,0.000000000,0.000000000,0.000000000,0.49383609,0.000000000,0.0117424242,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.1602480,51.68089
Plymouth,0.15639535,0.000000000,0.025193798,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.086627907,0.094767442,0.000000000,0.000000000,0.038759690,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.52209302,0.000000000,0.0164728682,0.000000000,0.0096899225,0.000000000,0.000000000,0.009689922, -4.1426565,50.37546
Tavistock,0.14186047,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.083720930,0.091860465,0.000000000,0.000000000,0.038759690,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.55697674,0.000000000,0.0096899225,0.000000000,0.0058139535,0.000000000,0.000000000,0.009689922, -4.1416540,50.55112
Porthmadog,0.48148148,0.000000000,0.000000000,0.057407407,0.0027777778,0.000000000,0.000000000,0.000000000,0.009722222,0.102314815,0.000000000,0.000000000,0.014814815,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.009259259,0.000000000,0.005555556,0.31527778,0.000000000,0.0013888889,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.1333840,52.92784
Bangor,0.37631579,0.000000000,0.002631579,0.050877193,0.0000000000,0.111403509,0.000000000,0.000000000,0.007894737,0.130701754,0.000000000,0.000000000,0.010526316,0.002631579,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005263158,0.000000000,0.005263158,0.29649123,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.1292630,53.22739
Tywyn,0.34644195,0.000000000,0.002808989,0.058052434,0.0028089888,0.003745318,0.000000000,0.000000000,0.012640449,0.126872659,0.000000000,0.000000000,0.029962547,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.009363296,0.000000000,0.005617978,0.40028090,0.000000000,0.0014044944,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.0872490,52.58701
Aberystwyth,0.27224518,0.000000000,0.021298209,0.019972452,0.0010330579,0.016184573,0.001033058,0.000000000,0.042131543,0.106146694,0.000000000,0.000000000,0.041666667,0.000000000,0.00000000,0.0010330579,0.000000000,0.00000000,0.000000000,0.0048209366,0.003787879,0.000000000,0.005681818,0.46069215,0.000000000,0.0022727273,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.0829200,52.41530
Lampeter,0.25420497,0.000000000,0.026676881,0.016002724,0.0010214505,0.017875383,0.001021450,0.000000000,0.056639428,0.089972761,0.000000000,0.000000000,0.026217228,0.006554307,0.00000000,0.0028941096,0.000000000,0.00000000,0.000000000,0.0047667688,0.003745318,0.000000000,0.000000000,0.48454205,0.000000000,0.0078651685,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -4.0785090,52.11290
Barnstaple,0.17840909,0.000000000,0.033522727,0.005681818,0.0000000000,0.011363636,0.000000000,0.000000000,0.056250000,0.104166667,0.000000000,0.000000000,0.003787879,0.005681818,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0037878788,0.015151515,0.000000000,0.000000000,0.56761364,0.000000000,0.0107954545,0.000000000,0.0000000000,0.000000000,0.000000000,0.003787879, -4.0583380,51.07816
Tain,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -4.0552300,57.81150
Okehampton,0.16608527,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.051744186,0.104457364,0.000000000,0.000000000,0.015503876,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.58120155,0.000000000,0.0096899225,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -4.0042630,50.73831
Llandeilo,0.28582375,0.000000000,0.026245211,0.000000000,0.0000000000,0.017241379,0.000000000,0.000000000,0.045402299,0.119731801,0.000000000,0.000000000,0.022988506,0.006704981,0.00000000,0.0019157088,0.000000000,0.00000000,0.000000000,0.0038314176,0.000000000,0.000000000,0.000000000,0.46206897,0.000000000,0.0080459770,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.9914300,51.88469
Motherwell,0.09922481,0.000000000,0.003875969,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.008139535,0.043023256,0.003875969,0.000000000,0.000000000,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0368217054,0.000000000,0.000000000,0.000000000,0.74360465,0.000000000,0.0406976744,0.003875969,0.0000000000,0.000000000,0.000000000,0.011627907, -3.9810968,55.78321
Golspie,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -3.9760860,57.97341
Airdrie,0.10627451,0.000000000,0.003921569,0.000000000,0.0000000000,0.000000000,0.002941176,0.000000000,0.014117647,0.049411765,0.003921569,0.000000000,0.000000000,0.000000000,0.00000000,0.0023529412,0.000000000,0.00000000,0.000000000,0.0372549020,0.000000000,0.000000000,0.000000000,0.72294118,0.000000000,0.0411764706,0.003921569,0.0000000000,0.000000000,0.000000000,0.011764706, -3.9625660,55.86627
Swansea,0.25730337,0.000000000,0.025655431,0.000000000,0.0000000000,0.013108614,0.000000000,0.000000000,0.026029963,0.129588015,0.000000000,0.000000000,0.015917603,0.015355805,0.00000000,0.0018726592,0.000000000,0.00000000,0.000000000,0.0037453184,0.000000000,0.000000000,0.000000000,0.50074906,0.000000000,0.0106741573,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.9436460,51.62144
Stirling,0.08966862,0.000000000,0.007797271,0.000000000,0.0000000000,0.000000000,0.002923977,0.000000000,0.011695906,0.040935673,0.003898635,0.000000000,0.011695906,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0584795322,0.000000000,0.000000000,0.000000000,0.71637427,0.000000000,0.0409356725,0.003898635,0.0000000000,0.000000000,0.000000000,0.011695906, -3.9369029,56.11652
Tregaron,0.25599251,0.000000000,0.022846442,0.014981273,0.0000000000,0.016853933,0.000000000,0.000000000,0.044382022,0.086142322,0.000000000,0.000000000,0.026217228,0.006554307,0.00000000,0.0018726592,0.000000000,0.00000000,0.000000000,0.0037453184,0.003745318,0.000000000,0.000000000,0.51161049,0.000000000,0.0050561798,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.9343850,52.22000
Tregaron,0.25599251,0.000000000,0.022846442,0.014981273,0.0000000000,0.016853933,0.000000000,0.000000000,0.044382022,0.086142322,0.000000000,0.000000000,0.026217228,0.006554307,0.00000000,0.0018726592,0.000000000,0.00000000,0.000000000,0.0037453184,0.003745318,0.000000000,0.000000000,0.51161049,0.000000000,0.0050561798,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.9343850,52.22000
Castle Douglas,0.21222222,0.000000000,0.001851852,0.029074074,0.0018518519,0.000000000,0.002222222,0.000000000,0.036296296,0.167777778,0.011111111,0.000000000,0.000000000,0.001851852,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0055555556,0.011111111,0.000000000,0.000000000,0.37425926,0.000000000,0.0138888889,0.000000000,0.0000000000,0.000000000,0.000000000,0.130925926, -3.9314140,54.94042
Dolgellau,0.42696629,0.000000000,0.002808989,0.058052434,0.0028089888,0.000000000,0.000000000,0.000000000,0.012640449,0.093164794,0.000000000,0.000000000,0.018726592,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.009363296,0.000000000,0.005617978,0.36844569,0.000000000,0.0014044944,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8844000,52.74215
Aberfeldy,0.06298450,0.000000000,0.010658915,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.017441860,0.029069767,0.003875969,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0523255814,0.011627907,0.000000000,0.000000000,0.76744186,0.000000000,0.0290697674,0.003875969,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8669690,56.62175
Machynlleth,0.37292465,0.000000000,0.002873563,0.049169860,0.0041507024,0.005108557,0.000000000,0.000000000,0.029533844,0.083173691,0.000000000,0.000000000,0.030651341,0.001277139,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0012771392,0.009578544,0.000000000,0.005747126,0.39926564,0.000000000,0.0052681992,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8534850,52.59027
Brora,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0498062016,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8525480,58.01216
Llandudno,0.33421986,0.000000000,0.005319149,0.040780142,0.0000000000,0.148936170,0.001773050,0.000000000,0.009751773,0.136524823,0.000000000,0.000000000,0.010638298,0.002659574,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005319149,0.000000000,0.005319149,0.29875887,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8276090,53.32406
Llandudno,0.33421986,0.000000000,0.005319149,0.040780142,0.0000000000,0.148936170,0.001773050,0.000000000,0.009751773,0.136524823,0.000000000,0.000000000,0.010638298,0.002659574,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005319149,0.000000000,0.005319149,0.29875887,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8276090,53.32406
Aviemore,0.10658915,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.029457364,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0468992248,0.011627907,0.000000000,0.000000000,0.58275194,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -3.8238120,57.19449
Dalbeattie,0.20666667,0.000000000,0.001851852,0.029074074,0.0018518519,0.000000000,0.002222222,0.000000000,0.036296296,0.184444444,0.011111111,0.000000000,0.000000000,0.001851852,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0055555556,0.011111111,0.000000000,0.000000000,0.36870370,0.000000000,0.0027777778,0.000000000,0.0000000000,0.005555556,0.000000000,0.130925926, -3.8225270,54.93422
Falkirk,0.10310078,0.000000000,0.007751938,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.013953488,0.037209302,0.003875969,0.000000000,0.011627907,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0523255814,0.000000000,0.000000000,0.000000000,0.72034884,0.000000000,0.0406976744,0.003875969,0.0000000000,0.000000000,0.000000000,0.000000000, -3.7839131,56.00188
Kingsbridge,0.14282946,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.080813953,0.104457364,0.000000000,0.000000000,0.038759690,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.54631783,0.000000000,0.0096899225,0.000000000,0.0058139535,0.000000000,0.000000000,0.009689922, -3.7774930,50.28395
Pitlochry,0.07655039,0.000000000,0.010658915,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.017441860,0.040697674,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0523255814,0.011627907,0.000000000,0.000000000,0.73449612,0.000000000,0.0406976744,0.003875969,0.0000000000,0.000000000,0.000000000,0.000000000, -3.7297110,56.70436
Colwyn Bay,0.35549645,0.000000000,0.005319149,0.051418440,0.0000000000,0.117021277,0.001773050,0.000000000,0.009751773,0.125886525,0.000000000,0.000000000,0.010638298,0.002659574,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005319149,0.000000000,0.005319149,0.30939716,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.7276400,53.29318
Totnes,0.15445736,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.051744186,0.110271318,0.000000000,0.000000000,0.015503876,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.58701550,0.000000000,0.0096899225,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -3.6857970,50.43374
Grantown-on-Spey,0.10658915,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.029457364,0.086240310,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0527131783,0.011627907,0.000000000,0.000000000,0.57693798,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -3.6096280,57.33041
Dumfries,0.12555556,0.000000000,0.000000000,0.027222222,0.0000000000,0.000000000,0.007777778,0.000000000,0.044074074,0.134814815,0.011111111,0.000000000,0.000000000,0.000000000,0.00000000,0.0022222222,0.000000000,0.00000000,0.000000000,0.0055555556,0.011111111,0.000000000,0.000000000,0.49129630,0.000000000,0.0138888889,0.000000000,0.0000000000,0.005555556,0.000000000,0.119814815, -3.6051200,55.07086
Whitehaven,0.15944444,0.000000000,0.005555556,0.021666667,0.0000000000,0.000000000,0.002222222,0.000000000,0.022407407,0.388148148,0.011111111,0.000000000,0.002777778,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.022222222,0.000000000,0.000000000,0.23074074,0.000000000,0.0027777778,0.000000000,0.0000000000,0.000000000,0.000000000,0.130925926, -3.5892330,54.54970
Dartmouth,0.17771318,0.000000000,0.024224806,0.008139535,0.0023255814,0.000000000,0.006201550,0.002325581,0.066279070,0.110271318,0.000000000,0.000000000,0.015503876,0.008720930,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.54050388,0.000000000,0.0125968992,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -3.5788070,50.35252
Bridgend,0.26853933,0.000000000,0.025655431,0.000000000,0.0000000000,0.013108614,0.000000000,0.000000000,0.037265918,0.129588015,0.000000000,0.000000000,0.027153558,0.020973783,0.00000000,0.0018726592,0.000000000,0.00000000,0.000000000,0.0037453184,0.000000000,0.000000000,0.000000000,0.45580524,0.000000000,0.0162921348,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.5769450,51.50429
Paignton,0.18701550,0.000000000,0.024224806,0.008139535,0.0023255814,0.000000000,0.003875969,0.002325581,0.052325581,0.096317829,0.000000000,0.000000000,0.015503876,0.008720930,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.56143411,0.000000000,0.0125968992,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -3.5642350,50.43508
Workington,0.14120879,0.000000000,0.005494505,0.032417582,0.0000000000,0.000000000,0.002197802,0.000000000,0.033150183,0.361904762,0.010989011,0.000000000,0.002747253,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.021978022,0.000000000,0.000000000,0.25567766,0.000000000,0.0027472527,0.000000000,0.0000000000,0.000000000,0.000000000,0.129487179, -3.5427520,54.64357
Llanidloes,0.27588384,0.000000000,0.002840909,0.016414141,0.0041035354,0.005050505,0.000000000,0.000000000,0.040561869,0.112531566,0.000000000,0.000000000,0.030303030,0.001262626,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0012626263,0.003787879,0.000000000,0.000000000,0.50078914,0.000000000,0.0052083333,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.5401950,52.44779
Exeter,0.15213178,0.000000000,0.021317829,0.008139535,0.0023255814,0.000000000,0.003875969,0.002325581,0.049418605,0.078875969,0.000000000,0.000000000,0.015503876,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.62538760,0.000000000,0.0096899225,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -3.5338990,50.71841
Torquay,0.17538760,0.000000000,0.024224806,0.008139535,0.0023255814,0.000000000,0.003875969,0.002325581,0.063953488,0.084689922,0.000000000,0.000000000,0.015503876,0.008720930,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.57306202,0.000000000,0.0125968992,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -3.5253150,50.46192
Thurso,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.005329457,0.003875969,0.000000000,0.026550388,0.081879845,0.000000000,0.000000000,0.011627907,0.000000000,0.01162791,0.0000000000,0.001453488,0.00000000,0.001453488,0.0512596899,0.013081395,0.000000000,0.000000000,0.56967054,0.000000000,0.0139534884,0.084205426,0.0000000000,0.000000000,0.000000000,0.000000000, -3.5220800,58.59357
Livingston,0.08468992,0.000000000,0.007751938,0.000000000,0.0000000000,0.000000000,0.002906977,0.000000000,0.011046512,0.022674419,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0348837209,0.000000000,0.000000000,0.000000000,0.78914729,0.000000000,0.0290697674,0.003875969,0.0000000000,0.000000000,0.000000000,0.000000000, -3.5180680,55.90071
Rhyl,0.25171821,0.000000000,0.006872852,0.050687285,0.0000000000,0.262027491,0.001718213,0.000000000,0.008591065,0.133161512,0.000000000,0.000000000,0.010309278,0.004295533,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.005154639,0.000000000,0.000000000,0.26374570,0.000000000,0.0017182131,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -3.4916340,53.31914
Tiverton,0.15325670,0.000000000,0.016283525,0.005172414,0.0022988506,0.000000000,0.000000000,0.002298851,0.047892720,0.082758621,0.000000000,0.000000000,0.003831418,0.005747126,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015325670,0.000000000,0.000000000,0.65268199,0.000000000,0.0086206897,0.000000000,0.0000000000,0.000000000,0.000000000,0.003831418, -3.4912070,50.90205
