placename,bap,bap (only if crusty),bap (only if soft),barm,barmcake,batch,breadbun,breadcake,breadroll,bun,butty,cake,cob,cob (only if crusty),cookie,dinner roll,flour bap,flourcake,Glasgow (only if browner on top),morning roll,muffin,oven bottom bread,rhol bara,roll,roll (only if crusty),roll (only if soft),softie,split,stottie,stottiecake,teacake,longitude,latitude
Hereford,0.11355311,0.000000000,0.026556777,0.020146520,0.0000000000,0.014652015,0.000000000,0.000000000,0.034798535,0.163919414,0.000000000,0.000000000,0.041208791,0.005494505,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.57417582,0.000000000,0.0054945055,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.7159740,52.05640
Ludlow,0.16641698,0.000000000,0.013108614,0.016229713,0.0012484395,0.016229713,0.000000000,0.000000000,0.069038702,0.146754057,0.000000000,0.000000000,0.126779026,0.006866417,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0012484395,0.000000000,0.000000000,0.000000000,0.42952559,0.000000000,0.0065543071,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.7139129,52.36775
Preston,0.14463602,0.000000000,0.011877395,0.378352490,0.0358237548,0.002873563,0.000000000,0.000000000,0.012452107,0.271455939,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.09042146,0.003831418,0.0042145594,0.000000000,0.0000000000,0.000000000,0.000000000,0.044061303, -2.7030900,53.76320
Whitchurch,0.40262172,0.000000000,0.011235955,0.029026217,0.0000000000,0.017790262,0.000000000,0.000000000,0.002808989,0.103932584,0.000000000,0.000000000,0.033707865,0.005617978,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.37640449,0.000000000,0.0168539326,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.6820450,52.96872
Wells,0.15325670,0.000000000,0.003831418,0.031609195,0.0000000000,0.000000000,0.000000000,0.000000000,0.032567050,0.096743295,0.000000000,0.000000000,0.011494253,0.003831418,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.002873563,0.000000000,0.000000000,0.64272031,0.000000000,0.0095785441,0.000000000,0.0000000000,0.000000000,0.000000000,0.011494253, -2.6445979,51.20935
Yeovil,0.15891473,0.000000000,0.011627907,0.040697674,0.0000000000,0.011627907,0.000000000,0.000000000,0.039728682,0.106589147,0.000000000,0.000000000,0.017441860,0.011627907,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.002906977,0.000000000,0.000000000,0.57267442,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.023255814, -2.6333080,50.94206
Wigan,0.02107280,0.000000000,0.000000000,0.840996169,0.0287356322,0.000000000,0.000000000,0.000000000,0.003831418,0.034482759,0.000000000,0.000000000,0.026819923,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.03256705,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.011494253, -2.6325074,53.54506
Warrington,0.06782946,0.000000000,0.002325581,0.585271318,0.0372093023,0.003875969,0.000000000,0.011627907,0.000000000,0.161240310,0.000000000,0.000000000,0.000000000,0.002325581,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.11046512,0.000000000,0.0023255814,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5969501,53.39004
Arbroath,0.08333333,0.000000000,0.018410853,0.000000000,0.0000000000,0.003875969,0.000000000,0.000000000,0.014534884,0.056201550,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0416666667,0.011627907,0.000000000,0.000000000,0.69670543,0.000000000,0.0116279070,0.050387597,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5915430,56.55911
Bristol,0.15246212,0.000000000,0.009469697,0.005681818,0.0000000000,0.000000000,0.000000000,0.000000000,0.017045455,0.132575758,0.000000000,0.000000000,0.011363636,0.003787879,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.002840909,0.000000000,0.000000000,0.64393939,0.000000000,0.0094696970,0.000000000,0.0000000000,0.000000000,0.000000000,0.011363636, -2.5879100,51.45451
Guernsey,0.15736434,0.000000000,0.023255814,0.005232558,0.0023255814,0.000000000,0.003875969,0.002325581,0.043992248,0.123837209,0.000000000,0.000000000,0.021317829,0.015503876,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0000000000,0.015503876,0.000000000,0.000000000,0.56666667,0.000000000,0.0067829457,0.000000000,0.0000000000,0.000000000,0.000000000,0.009689922, -2.5852780,49.46569
Ross-on-Wye,0.11539855,0.000000000,0.028985507,0.016304348,0.0000000000,0.016666667,0.000000000,0.000000000,0.025724638,0.122282609,0.000000000,0.000000000,0.015760870,0.009057971,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.64438406,0.000000000,0.0054347826,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5824460,51.91445
Jedburgh,0.15593870,0.000000000,0.007662835,0.013793103,0.0000000000,0.000000000,0.013409962,0.000000000,0.033333333,0.242145594,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0022988506,0.000000000,0.00000000,0.000000000,0.0249042146,0.000000000,0.000000000,0.000000000,0.49693487,0.000000000,0.0038314176,0.000000000,0.0000000000,0.005747126,0.000000000,0.000000000, -2.5549369,55.47772
Sedbergh,0.14754055,0.000000000,0.014652015,0.043040293,0.0125588697,0.001831502,0.005232862,0.010989011,0.012009419,0.456410256,0.000000000,0.000000000,0.006514914,0.001831502,0.00000000,0.0036630037,0.000000000,0.00000000,0.000000000,0.0000000000,0.010989011,0.000000000,0.000000000,0.16768707,0.000000000,0.0018315018,0.000000000,0.0000000000,0.000000000,0.000000000,0.103218210, -2.5281740,54.32363
Sedbergh,0.14754055,0.000000000,0.014652015,0.043040293,0.0125588697,0.001831502,0.005232862,0.010989011,0.012009419,0.456410256,0.000000000,0.000000000,0.006514914,0.001831502,0.00000000,0.0036630037,0.000000000,0.00000000,0.000000000,0.0000000000,0.010989011,0.000000000,0.000000000,0.16768707,0.000000000,0.0018315018,0.000000000,0.0000000000,0.000000000,0.000000000,0.103218210, -2.5281740,54.32363
Nantwich,0.46685606,0.000000000,0.014204545,0.057765152,0.0000000000,0.035037879,0.000000000,0.000000000,0.002840909,0.113636364,0.000000000,0.000000000,0.022727273,0.008522727,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.25852273,0.000000000,0.0198863636,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5241020,53.06718
Banff,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.074612403,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0556201550,0.011627907,0.000000000,0.000000000,0.59147287,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5240380,57.66651
Dunbar,0.06821705,0.000000000,0.010658915,0.000000000,0.0000000000,0.000000000,0.005813953,0.000000000,0.022674419,0.046899225,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0513565891,0.011627907,0.000000000,0.000000000,0.75717054,0.000000000,0.0116279070,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5167370,56.00209
Cinderford,0.15314815,0.000000000,0.029629630,0.000000000,0.0000000000,0.013333333,0.000000000,0.000000000,0.015185185,0.130555556,0.000000000,0.000000000,0.005000000,0.009259259,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.63833333,0.000000000,0.0055555556,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.5009579,51.82530
Banchory,0.10755814,0.000000000,0.018410853,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.024224806,0.074612403,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0416666667,0.011627907,0.000000000,0.000000000,0.60852713,0.000000000,0.0116279070,0.076550388,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4909599,57.05386
Blackburn,0.16704120,0.000000000,0.010674157,0.100187266,0.0241573034,0.000000000,0.000000000,0.000000000,0.010674157,0.169288390,0.011235955,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.01123596,0.000000000,0.0000000000,0.042134831,0.000000000,0.000000000,0.08970037,0.000000000,0.0069288390,0.000000000,0.0000000000,0.000000000,0.000000000,0.356741573, -2.4875290,53.74858
Market Drayton,0.39579989,0.000000000,0.014981273,0.011235955,0.0016051364,0.001872659,0.000000000,0.000000000,0.021268058,0.120518994,0.000000000,0.000000000,0.059657571,0.005617978,0.00000000,0.0016051364,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.36021937,0.000000000,0.0056179775,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4834850,52.90355
Telford,0.18481912,0.000000000,0.009689922,0.018733850,0.0012919897,0.001291990,0.000000000,0.000000000,0.051098191,0.136369509,0.000000000,0.000000000,0.124418605,0.016795866,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0032299742,0.000000000,0.000000000,0.000000000,0.44354005,0.000000000,0.0087209302,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4672611,52.67759
Montrose,0.06800766,0.000000000,0.018199234,0.005747126,0.0000000000,0.003831418,0.003831418,0.000000000,0.018199234,0.064176245,0.000000000,0.000000000,0.011494253,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0411877395,0.011494253,0.000000000,0.000000000,0.68965517,0.000000000,0.0114942529,0.052681992,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4661150,56.70692
Turriff,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.074612403,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0614341085,0.011627907,0.000000000,0.000000000,0.58565891,0.000000000,0.0139534884,0.082751938,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4623000,57.53893
Weymouth,0.14476744,0.000000000,0.017441860,0.029069767,0.0000000000,0.011627907,0.000000000,0.000000000,0.059496124,0.084689922,0.000000000,0.000000000,0.017441860,0.011627907,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.59534884,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -2.4576210,50.61443
Crewe,0.48390152,0.000000000,0.014204545,0.063446970,0.0000000000,0.046401515,0.002840909,0.000000000,0.002840909,0.107954545,0.000000000,0.000000000,0.011363636,0.008522727,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.23863636,0.000000000,0.0198863636,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4438209,53.10040
Fortuneswell,0.13895349,0.000000000,0.017441860,0.029069767,0.0000000000,0.011627907,0.000000000,0.000000000,0.065310078,0.096317829,0.000000000,0.000000000,0.017441860,0.011627907,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.58372093,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -2.4422190,50.55919
Dorchester,0.13217054,0.000000000,0.014534884,0.040697674,0.0000000000,0.011627907,0.000000000,0.000000000,0.047868217,0.085658915,0.000000000,0.000000000,0.017441860,0.011627907,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.60988372,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -2.4411810,50.71116
Alston,0.11240741,0.000000000,0.011111111,0.013333333,0.0000000000,0.014814815,0.041666667,0.000000000,0.037407407,0.526296296,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.011111111,0.000000000,0.000000000,0.19759259,0.000000000,0.0037037037,0.000000000,0.0000000000,0.016666667,0.000000000,0.013888889, -2.4386850,54.81217
Kelso,0.11149425,0.000000000,0.007662835,0.022988506,0.0000000000,0.000000000,0.013409962,0.000000000,0.023371648,0.220689655,0.000000000,0.000000000,0.011494253,0.000000000,0.00000000,0.0022988506,0.000000000,0.00000000,0.000000000,0.0306513410,0.000000000,0.000000000,0.000000000,0.54444444,0.000000000,0.0114942529,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.4322070,55.60003
Wincanton,0.11724806,0.000000000,0.005813953,0.040697674,0.0000000000,0.011627907,0.000000000,0.000000000,0.033914729,0.099806202,0.000000000,0.000000000,0.017441860,0.005813953,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.64437984,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.023255814, -2.4160070,51.05569
Clitheroe,0.13426966,0.000000000,0.005056180,0.087078652,0.0134831461,0.000000000,0.000000000,0.000000000,0.002247191,0.186142322,0.011235955,0.000000000,0.019101124,0.000000000,0.00000000,0.0037453184,0.000000000,0.00000000,0.000000000,0.0000000000,0.030898876,0.000000000,0.000000000,0.09625468,0.000000000,0.0050561798,0.000000000,0.0000000000,0.000000000,0.000000000,0.405430712, -2.3930830,53.87110
Sark,0.13604651,0.000000000,0.030038760,0.005232558,0.0023255814,0.000000000,0.003875969,0.002325581,0.046899225,0.115116279,0.000000000,0.000000000,0.032945736,0.015503876,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0000000000,0.003875969,0.000000000,0.000000000,0.59282946,0.000000000,0.0067829457,0.000000000,0.0000000000,0.000000000,0.000000000,0.003875969, -2.3666256,49.43007
Bath,0.11079545,0.000000000,0.003787879,0.005681818,0.0000000000,0.000000000,0.000000000,0.000000000,0.021780303,0.127840909,0.000000000,0.000000000,0.000000000,0.003787879,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.71117424,0.000000000,0.0037878788,0.000000000,0.0000000000,0.000000000,0.000000000,0.011363636, -2.3590167,51.38106
Kidderminster,0.13674242,0.000000000,0.018939394,0.023674242,0.0000000000,0.011363636,0.000000000,0.000000000,0.036363636,0.110227273,0.000000000,0.000000000,0.292045455,0.041666667,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.011363636,0.000000000,0.000000000,0.30151515,0.000000000,0.0160984848,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.2496839,52.38860
Manchester,0.11742424,0.000000000,0.000000000,0.420454545,0.0056818182,0.034090909,0.000000000,0.000000000,0.000000000,0.147727273,0.000000000,0.000000000,0.011363636,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.181818182,0.000000000,0.000000000,0.08143939,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.2426305,53.48076
Burnley,0.16704120,0.000000000,0.002808989,0.096816479,0.0028089888,0.000000000,0.000000000,0.000000000,0.014044944,0.061797753,0.011235955,0.000000000,0.022471910,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.083707865,0.000000000,0.000000000,0.07808989,0.000000000,0.0028089888,0.000000000,0.0000000000,0.000000000,0.000000000,0.456367041, -2.2405035,53.78929
Gloucester,0.12907407,0.000000000,0.027777778,0.005555556,0.0000000000,0.017037037,0.000000000,0.000000000,0.030000000,0.191666667,0.000000000,0.000000000,0.016111111,0.012962963,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.55314815,0.000000000,0.0055555556,0.000000000,0.0000000000,0.000000000,0.000000000,0.011111111, -2.2381560,51.86424
Newcastle-under-Lyme,0.49424385,0.000000000,0.028388278,0.035714286,0.0015698587,0.001831502,0.000000000,0.000000000,0.010727368,0.115122972,0.000000000,0.000000000,0.025379383,0.008241758,0.00000000,0.0015698587,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.25798012,0.000000000,0.0082417582,0.000000000,0.0000000000,0.000000000,0.000000000,0.010989011, -2.2273002,53.01321
Worcester,0.13055556,0.000000000,0.011111111,0.034259259,0.0000000000,0.025925926,0.000000000,0.000000000,0.028703704,0.152777778,0.000000000,0.000000000,0.146296296,0.018518519,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.011111111,0.000000000,0.000000000,0.42777778,0.000000000,0.0129629630,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.2215750,52.19364
Trowbridge,0.08996212,0.000000000,0.003787879,0.017045455,0.0000000000,0.000000000,0.000000000,0.000000000,0.025568182,0.131628788,0.000000000,0.000000000,0.000000000,0.003787879,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.67897727,0.000000000,0.0037878788,0.000000000,0.0000000000,0.000000000,0.000000000,0.045454545, -2.2088530,51.31966
Shaftesbury,0.09108527,0.000000000,0.011627907,0.040697674,0.0000000000,0.011627907,0.000000000,0.000000000,0.054263566,0.079457364,0.000000000,0.000000000,0.017441860,0.008720930,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.65019380,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.023255814, -2.1980830,51.00460
Alderney,0.12926357,0.000000000,0.032945736,0.005232558,0.0023255814,0.011627907,0.000000000,0.002325581,0.046899225,0.139341085,0.000000000,0.000000000,0.032945736,0.015503876,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.57248062,0.000000000,0.0067829457,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.1973557,49.71500
Stoke-on-Trent,0.51439037,0.000000000,0.028388278,0.035714286,0.0015698587,0.001831502,0.000000000,0.000000000,0.016221873,0.107796965,0.000000000,0.000000000,0.025379383,0.008241758,0.00000000,0.0015698587,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.23966510,0.000000000,0.0082417582,0.000000000,0.0000000000,0.000000000,0.000000000,0.010989011, -2.1794040,53.00267
Colne,0.17758621,0.000000000,0.002873563,0.099042146,0.0114942529,0.000000000,0.000000000,0.000000000,0.000000000,0.073754789,0.000000000,0.000000000,0.017241379,0.000000000,0.00000000,0.0038314176,0.000000000,0.00000000,0.000000000,0.0000000000,0.031034483,0.000000000,0.000000000,0.11628352,0.000000000,0.0028735632,0.000000000,0.0000000000,0.000000000,0.000000000,0.463984674, -2.1769910,53.85564
Blandford Forum,0.11375969,0.000000000,0.017441860,0.040697674,0.0000000000,0.011627907,0.000000000,0.000000000,0.059496124,0.102131783,0.000000000,0.000000000,0.017441860,0.011627907,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.59728682,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -2.1653530,50.85691
Rochdale,0.09147287,0.000000000,0.000000000,0.085658915,0.0038759690,0.011627907,0.000000000,0.011627907,0.000000000,0.091085271,0.000000000,0.000000000,0.000000000,0.002325581,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.505813953,0.000000000,0.000000000,0.13023256,0.000000000,0.0139534884,0.000000000,0.0000000000,0.000000000,0.000000000,0.052325581, -2.1561000,53.60971
Jersey,0.14282946,0.000000000,0.032945736,0.005232558,0.0023255814,0.000000000,0.005813953,0.002325581,0.035271318,0.135465116,0.000000000,0.000000000,0.032945736,0.015503876,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.58023256,0.000000000,0.0067829457,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.1312500,49.21444
Wolverhampton,0.22796935,0.000000000,0.022030651,0.022988506,0.0000000000,0.022988506,0.000000000,0.000000000,0.029693487,0.028735632,0.000000000,0.000000000,0.356321839,0.041187739,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0019157088,0.011494253,0.000000000,0.000000000,0.23275862,0.000000000,0.0019157088,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.1288200,52.58697
Stafford,0.33116883,0.000000000,0.010416667,0.028409091,0.0016233766,0.001893939,0.000000000,0.000000000,0.030032468,0.106737013,0.000000000,0.000000000,0.122835498,0.012310606,0.00000000,0.0016233766,0.000000000,0.00000000,0.000000000,0.0018939394,0.011363636,0.000000000,0.000000000,0.32643398,0.000000000,0.0018939394,0.000000000,0.0000000000,0.000000000,0.000000000,0.011363636, -2.1206600,52.80669
Macclesfield,0.24844961,0.000000000,0.000000000,0.357558140,0.0023255814,0.011627907,0.000000000,0.000000000,0.010077519,0.123449612,0.003875969,0.000000000,0.000000000,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0038759690,0.053294574,0.000000000,0.000000000,0.17383721,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.011627907, -2.1192870,53.25866
Hexham,0.14528986,0.000000000,0.002173913,0.021739130,0.0000000000,0.014492754,0.029891304,0.000000000,0.019384058,0.519021739,0.000000000,0.000000000,0.021739130,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0021739130,0.010869565,0.000000000,0.000000000,0.18242754,0.000000000,0.0036231884,0.000000000,0.0000000000,0.016304348,0.000000000,0.010869565, -2.1121439,54.97266
Aberdeen,0.10174419,0.000000000,0.018410853,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.024224806,0.074612403,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0532945736,0.011627907,0.000000000,0.000000000,0.60271318,0.000000000,0.0116279070,0.076550388,0.0000000000,0.000000000,0.000000000,0.000000000, -2.0942780,57.14972
Dudley,0.24818841,0.000000000,0.019384058,0.008152174,0.0000000000,0.021739130,0.000000000,0.000000000,0.030253623,0.086413043,0.000000000,0.000000000,0.301630435,0.037500000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.23586957,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.010869565, -2.0811120,52.51225
Cheltenham,0.13000000,0.000000000,0.019444444,0.005555556,0.0000000000,0.017037037,0.000000000,0.000000000,0.035555556,0.187037037,0.000000000,0.000000000,0.013333333,0.015740741,0.00000000,0.0027777778,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.56240741,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.011111111, -2.0782533,51.89939
Bromsgrove,0.18717949,0.000000000,0.015018315,0.022893773,0.0000000000,0.010989011,0.002197802,0.000000000,0.024175824,0.132600733,0.000000000,0.000000000,0.139194139,0.039194139,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.010989011,0.000000000,0.000000000,0.40274725,0.000000000,0.0128205128,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.0619060,52.33559
Skipton,0.26026273,0.000000000,0.003831418,0.048850575,0.0169677066,0.000000000,0.009304871,0.022988506,0.011220580,0.116858238,0.000000000,0.000000000,0.001642036,0.000000000,0.00000000,0.0038314176,0.000000000,0.00000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000,0.13478380,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.369458128, -2.0162787,53.96285
Fraserburgh,0.10368217,0.000000000,0.014534884,0.005813953,0.0000000000,0.003875969,0.003875969,0.000000000,0.026550388,0.074612403,0.000000000,0.000000000,0.011627907,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0575581395,0.011627907,0.000000000,0.000000000,0.59341085,0.000000000,0.0139534884,0.078875969,0.0000000000,0.000000000,0.000000000,0.000000000, -2.0076310,57.69335
Berwick,0.11279070,0.000000000,0.010658915,0.011627907,0.0000000000,0.000000000,0.013565891,0.000000000,0.014922481,0.275581395,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0339147287,0.000000000,0.000000000,0.000000000,0.52461240,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -2.0053950,55.77024
Poole,0.13313953,0.000000000,0.021317829,0.029069767,0.0000000000,0.011627907,0.000000000,0.000000000,0.055620155,0.135077519,0.000000000,0.000000000,0.021317829,0.011627907,0.00000000,0.0023255814,0.000000000,0.00000000,0.000000000,0.0116279070,0.000000000,0.000000000,0.000000000,0.56434109,0.000000000,0.0029069767,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -1.9872480,50.71505
Walsall,0.27752809,0.000000000,0.024344569,0.005617978,0.0000000000,0.022471910,0.000000000,0.000000000,0.019101124,0.075280899,0.000000000,0.000000000,0.286891386,0.037453184,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0018726592,0.022471910,0.000000000,0.000000000,0.22509363,0.000000000,0.0018726592,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -1.9829190,52.58621
Cirencester,0.17758621,0.000000000,0.013409962,0.000000000,0.0000000000,0.002298851,0.000000000,0.000000000,0.037739464,0.163793103,0.000000000,0.000000000,0.002298851,0.013409962,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.011494253,0.000000000,0.000000000,0.55114943,0.000000000,0.0038314176,0.000000000,0.0000000000,0.000000000,0.000000000,0.022988506, -1.9682430,51.71849
Evesham,0.10000000,0.000000000,0.006481481,0.016666667,0.0000000000,0.014814815,0.000000000,0.000000000,0.020370370,0.174074074,0.000000000,0.000000000,0.050000000,0.008333333,0.00000000,0.0027777778,0.000000000,0.00000000,0.000000000,0.0000000000,0.011111111,0.000000000,0.000000000,0.58981481,0.000000000,0.0055555556,0.000000000,0.0000000000,0.000000000,0.000000000,0.000000000, -1.9467700,52.09215
Buxton,0.34518519,0.000000000,0.011111111,0.164814815,0.0087037037,0.005555556,0.000000000,0.030925926,0.014629630,0.092407407,0.014814815,0.000000000,0.041666667,0.003703704,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0037037037,0.075925926,0.000000000,0.000000000,0.17351852,0.000000000,0.0022222222,0.000000000,0.0000000000,0.000000000,0.000000000,0.011111111, -1.9148300,53.25908
Keighley,0.27203065,0.000000000,0.000000000,0.029693487,0.0000000000,0.000000000,0.003831418,0.000000000,0.009578544,0.158045977,0.000000000,0.000000000,0.022988506,0.000000000,0.00000000,0.0000000000,0.000000000,0.00000000,0.000000000,0.0000000000,0.022988506,0.000000000,0.000000000,0.17911877,0.000000000,0.0000000000,0.000000000,0.0000000000,0.000000000,0.000000000,0.301724138, -1.9123580,53.86780
