,placename,drank,drunk,longitude,latitude
70,Portree,0.7709627369274068,0.22903727272487825,-6.1960231,57.41246999999999
71,Islay,0.7675393988831342,0.2324606425205644,-6.177067,55.73625
72,Mull,0.7613862572606085,0.2386137106523978,-6.0008870000000005,56.4392
73,Broadford,0.7709627369274068,0.22903727272487825,-5.9096592,57.24139
74,Kyle of Lochalsh,0.7709627369274068,0.22903727272487825,-5.7143293,57.28261
75,Campbeltown,0.7675393988831342,0.2324606425205644,-5.605373999999999,55.424119999999995
76,Penzance,0.25965251064913125,0.7403475205512285,-5.537592,50.1188
77,Oban,0.7675393988831342,0.2324606425205644,-5.471047,56.41516
78,Lochgilphead,0.7764003033695722,0.2235996849821288,-5.4323449,56.03829
79,Helston,0.27913533266212404,0.7208646661100298,-5.274996,50.10159
80,Redruth,0.25965251064913125,0.7403475205512285,-5.226666000000002,50.23302
81,Ullapool,0.7149913121446211,0.28500867879503033,-5.161313,57.895419999999994
82,Ballachulish,0.7686414135287464,0.2313586067570807,-5.133719999999999,56.67393000000001
83,Fort William,0.7709627369274068,0.22903727272487825,-5.1052179,56.81981999999999
84,Achnasheen,0.7149913121446211,0.28500867879503033,-5.078765799999998,57.57859000000001
85,Newquay,0.25965251064913125,0.7403475205512285,-5.0737190000000005,50.4155
86,Falmouth,0.27913533266212404,0.7208646661100298,-5.066269999999999,50.152570000000004
87,Rothesay,0.7764003033695722,0.2235996849821288,-5.055793,55.83596
88,Truro,0.27913533266212404,0.7208646661100298,-5.0510410000000014,50.2632
89,Milford Haven,0.2976190423511904,0.7023810188562954,-5.0426971,51.71431
90,Stranraer,0.7699949683535589,0.23000508348236984,-5.0240550000000015,54.903369999999995
91,Fishguard,0.34342649496570904,0.6565735221684608,-4.975989,51.99393
92,Inchnadamph,0.7220639793051601,0.2779360534792881,-4.974295,58.15221
93,Haverfordwest,0.2976190423511904,0.7023810188562954,-4.971319,51.80048
94,Dunoon,0.7764003033695722,0.2235996849821288,-4.926214,55.95097
95,Pembroke,0.2976190423511904,0.7023810188562954,-4.9086370000000015,51.67404000000001
96,Girvan,0.7699949683535589,0.23000508348236984,-4.8542179,55.240159999999996
97,Wadebridge,0.25965251064913125,0.7403475205512285,-4.836456,50.51665
98,Invergarry,0.7686414135287464,0.2313586067570807,-4.800261,57.07095
99,St Austell,0.27913533266212404,0.7208646661100298,-4.7834252,50.340379999999996
100,Greenock,0.7764003033695722,0.2235996849821288,-4.7719830000000005,55.956480000000006
101,Helensburgh,0.7764003033695722,0.2235996849821288,-4.734014,56.00232
102,Bodmin,0.25965251064913125,0.7403475205512285,-4.7188629,50.4715
103,Tenby,0.2884972103641001,0.711502840692091,-4.703579,51.67274000000001
104,Camelford,0.25965251064913125,0.7403475205512285,-4.682364,50.62206
105,Irvine,0.7675393988831342,0.2324606425205644,-4.6696364,55.61156999999999
106,Cardigan,0.34342649496570904,0.6565735221684608,-4.660864,52.0837
107,Holyhead,0.6335403685481367,0.3664596574312347,-4.633038,53.30944
108,Ayr,0.7675393988831342,0.2324606425205644,-4.629179,55.45856
109,Dumbarton,0.7764003033695722,0.2235996849821288,-4.564554,55.94529
110,Bude,0.2976190423511904,0.7023810188562954,-4.543678,50.82664000000001
111,Isle of Man,0.6683201100636574,0.3316798933785666,-4.5126330999999995,54.27697
112,Kilmarnock,0.7675393988831342,0.2324606425205644,-4.498792,55.61472
113,Newton Stewart,0.7747536976511701,0.22524631184135324,-4.483164,54.9603
114,Liskeard,0.27913533266212404,0.7208646661100298,-4.4647190000000005,50.45552
115,Altnaharra,0.6328844149750682,0.36711561103194695,-4.442655,58.28023
116,Pwllheli,0.6402439064220383,0.3597560982033973,-4.417633900000001,52.888819999999996
117,Lairg,0.6328844149750682,0.36711561103194695,-4.402414,58.022059999999996
118,Launceston,0.27913533266212404,0.7208646661100298,-4.360451599999998,50.636829999999996
119,Carmarthen,0.31225198006634425,0.6877480699887533,-4.312131,51.857620000000004
120,Llangefni,0.6019841236478175,0.3980159141971391,-4.311401999999998,53.25578
121,Caernarfon,0.6281512558560924,0.3718487808861064,-4.273911,53.13955
122,Cumnock,0.7650308347697199,0.23496919620398202,-4.265828900000002,55.45355
123,Aberaeron,0.34342649496570904,0.6565735221684608,-4.2581619,52.24279
124,Alness,0.6454326930421532,0.35456736404318595,-4.256825,57.69595
125,Glasgow,0.7764003033695722,0.2235996849821288,-4.251806,55.86424
126,Dalwhinnie,0.6833826836727424,0.3166172980632722,-4.242783,56.9366
127,Inverness,0.6454326930421532,0.35456736404318595,-4.224721,57.47776999999999
128,Saltash,0.24358973953754576,0.7564102712683156,-4.21643,50.409209999999995
129,Bideford,0.2859126942862103,0.7140873568788999,-4.206666,51.01668
130,Invergordon,0.6454326930421532,0.35456736404318595,-4.1728819999999995,57.688109999999995
131,Llanelli,0.3678571412767857,0.6321428853635217,-4.160248,51.68089000000001
132,Plymouth,0.26417233208900226,0.7358276989208794,-4.1426565,50.37546
133,Tavistock,0.24358973953754576,0.7564102712683156,-4.141654,50.551120000000004
134,Porthmadog,0.5986394557823129,0.40136058220359744,-4.1333839999999995,52.92784
135,Bangor,0.6019841236478175,0.3980159141971391,-4.129263,53.22739
136,Tywyn,0.4061688335154221,0.5938312336531801,-4.087249,52.58701
137,Aberystwyth,0.35615079321180554,0.643849223386126,-4.08292,52.4153
138,Lampeter,0.34342649496570904,0.6565735221684608,-4.0785089999999995,52.1129
139,Barnstaple,0.2859126942862103,0.7140873568788999,-4.058338,51.07816
140,Tain,0.6454326930421532,0.35456736404318595,-4.05523,57.8115
141,Okehampton,0.2862903258942973,0.7137097568620427,-4.004263,50.73831
142,Llandeilo,0.3939633349134797,0.6060366484837789,-3.9914300000000003,51.88469
143,Motherwell,0.6647727245190748,0.3352272685369316,-3.9810968,55.78321
144,Golspie,0.6454326930421532,0.35456736404318595,-3.976086,57.97341
145,Airdrie,0.6647727245190748,0.3352272685369316,-3.9625660000000003,55.86626999999999
146,Swansea,0.3678571412767857,0.6321428853635217,-3.9436459999999998,51.62144
147,Stirling,0.6726501306101967,0.3273499253281217,-3.9369029,56.116519999999994
148,Tregaron,0.34342649496570904,0.6565735221684608,-3.934385,52.22
149,Tregaron,0.34342649496570904,0.6565735221684608,-3.934385,52.22
150,Castle Douglas,0.7892857137589286,0.2107142951211739,-3.9314139999999997,54.940419999999996
151,Dolgellau,0.6281512558560924,0.3718487808861064,-3.8844,52.74215
152,Aberfeldy,0.6858244618931326,0.3141755408114081,-3.866969,56.62175
153,Machynlleth,0.5563909779981203,0.4436090090896879,-3.853485,52.59027
154,Brora,0.6454326930421532,0.35456736404318595,-3.852548000000001,58.012159999999994
155,Llandudno,0.6019841236478175,0.3980159141971391,-3.827609,53.324059999999996
156,Llandudno,0.6019841236478175,0.3980159141971391,-3.827609,53.324059999999996
157,Aviemore,0.647971357691357,0.35202867821556605,-3.823812,57.19449
158,Dalbeattie,0.7366071421986607,0.2633928689014673,-3.8225269999999996,54.934219999999996
159,Falkirk,0.6726501306101967,0.3273499253281217,-3.7839131,56.00188000000001
160,Kingsbridge,0.2862903258942973,0.7137097568620427,-3.777493,50.28395
161,Pitlochry,0.6858244618931326,0.3141755408114081,-3.729711,56.70436
162,Colwyn Bay,0.6019841236478175,0.3980159141971391,-3.72764,53.29318000000001
163,Totnes,0.26417233208900226,0.7358276989208794,-3.685797,50.43374
164,Grantown-on-Spey,0.647971357691357,0.35202867821556605,-3.609628,57.33041
165,Dumfries,0.7699949683535589,0.23000508348236984,-3.60512,55.070859999999996
166,Whitehaven,0.5860969407509566,0.41390303454924265,-3.589233,54.5497
167,Dartmouth,0.2862903258942973,0.7137097568620427,-3.578807,50.35252
168,Bridgend,0.349534164445264,0.6504658629672262,-3.576945,51.50429000000001
169,Paignton,0.2862903258942973,0.7137097568620427,-3.564235,50.43508
170,Workington,0.6097883592030424,0.3902116888487362,-3.5427519999999997,54.64357
171,Llanidloes,0.4267331887454043,0.5732667827351242,-3.5401949999999998,52.44779000000001
172,Exeter,0.2227751716283665,0.7772248400546804,-3.533899,50.71841
173,Torquay,0.2862903258942973,0.7137097568620427,-3.525315,50.46192
174,Thurso,0.647971357691357,0.35202867821556605,-3.5220800000000003,58.59356999999999
175,Livingston,0.6867011281453242,0.3132988639865565,-3.518068,55.90071
176,Rhyl,0.6281512558560924,0.3718487808861064,-3.4916339999999995,53.319140000000004
177,Tiverton,0.2554761851029761,0.7445238778805303,-3.491207,50.90205
178,Tiverton,0.2554761851029761,0.7445238778805303,-3.491207,50.90205
179,Minehead,0.24917897812294745,0.7508210745902266,-3.481152,51.20428
180,Dunfermline,0.6726501306101967,0.3273499253281217,-3.452151,56.07174000000001
181,Perth,0.6726501306101967,0.3273499253281217,-3.4308381000000003,56.39499
182,Prestatyn,0.6033613416869748,0.39663868556422704,-3.4076129999999996,53.33651
183,Builth Wells,0.35262478463156194,0.6473752110435363,-3.4045919999999996,52.15002
184,Braemar,0.6428571428571429,0.35714292487245203,-3.3979439,57.00646999999999
185,Brecon,0.4089721237010017,0.5910278906708879,-3.391463,51.94895
186,Merthyr Tydfil,0.4184285699746429,0.5815714545344399,-3.381646,51.74873
187,Llandrindod Wells,0.3465189905091546,0.6534810791732625,-3.377742,52.2417
188,Corwen,0.5986394557823129,0.40136058220359744,-3.369242,52.98005
189,Cockermouth,0.659451662005772,0.3405483312744791,-3.367985,54.66326
190,Lockerbie,0.5506827701267071,0.44931725934452055,-3.349008,55.12224000000001
191,Blairgowrie,0.6505102014477041,0.34948978167365097,-3.3378318,56.58941
192,Elgin,0.647971357691357,0.35202867821556605,-3.318485,57.64945
193,Newtown,0.5868347357528011,0.4131653238020234,-3.313106,52.51211
194,Ruthin,0.6237244858450256,0.3762755721551595,-3.3103108,53.114869999999996
195,Ruthin,0.6237244858450256,0.3762755721551595,-3.3103108,53.114869999999996
196,Sidmouth,0.2449404707909225,0.7550595926365891,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.6488095264434525,0.35119045674957394,-3.2188939999999997,54.10896999999999
198,Peebles,0.65614509128322,0.3438549653506681,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.6891551699371737,0.31084488530557525,-3.1882669999999997,55.95325
200,Cardiff,0.3609484730452283,0.6390515749576596,-3.17909,51.48158
201,Llangollen,0.6202242476219892,0.3797757473114173,-3.1716599999999997,52.96921
202,Kirkcaldy,0.6891551699371737,0.31084488530557525,-3.158137,56.11682
203,Welshpool,0.6106366422408773,0.3893633530965783,-3.146407,52.66035
204,Mold,0.6237244858450256,0.3762755721551595,-3.1419029999999997,53.1672
205,Mold,0.6237244858450256,0.3762755721551595,-3.1419029999999997,53.1672
206,Taunton,0.3516483451648351,0.6483516610871277,-3.106849,51.01534
207,Wick,0.647971357691357,0.35202867821556605,-3.093716,58.43894
208,John o' Groats,0.647971357691357,0.35202867821556605,-3.0688997000000002,58.63734
209,Dalkeith,0.6726501306101967,0.3273499253281217,-3.066606,55.893119999999996
210,Oswestry,0.6136904717127977,0.3863095761745347,-3.056412,52.85715
211,Blackpool,0.6360389553400974,0.36396100731968783,-3.0356748,53.81751
212,Birkenhead,0.6564440948553959,0.3435559617658912,-3.023009,53.389990000000004
213,Cupar,0.6505102014477041,0.34948978167365097,-3.010137,56.32023
214,Southport,0.6360389553400974,0.36396100731968783,-3.010113,53.64571
215,Bridgwater,0.33697660441386995,0.6630233813849724,-3.003632,51.12789
216,Langholm,0.6143175995715083,0.38568238507510655,-2.998913,55.153059999999996
217,Newport,0.4362468650191886,0.5637531376675508,-2.997664,51.58415
218,Axminster,0.17857142330357142,0.8214285902423477,-2.9949369999999997,50.78273
219,Wrexham,0.5834717568158222,0.41652821859500977,-2.9924939999999998,53.04304000000001
220,Liverpool,0.6564440948553959,0.3435559617658912,-2.9915726,53.40837
221,Weston-super-Mare,0.3539420439205694,0.6460579306275862,-2.977255,51.347409999999996
222,Dundee,0.6505102014477041,0.34948978167365097,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.647971357691357,0.35202867821556605,-2.9622491,58.984669999999994
224,Ambleside,0.6049107132979911,0.39508930335220105,-2.961333,54.42874000000001
225,Orkney Islands,0.647971357691357,0.35202867821556605,-2.9605206,58.980940000000004
226,Lyme Regis,0.17857142330357142,0.8214285902423477,-2.936639,50.725159999999995
227,Carlisle,0.6609195398665845,0.33908049549466496,-2.932931,54.892469999999996
228,Chester,0.6374807994508449,0.3625191947553213,-2.893075,53.19339
229,Forfar,0.6428571428571429,0.35714292487245203,-2.889062,56.64356
230,Morecambe,0.6328463178321159,0.3671536449622163,-2.864968,54.074169999999995
231,Selkirk,0.6674061684542297,0.3325938666336548,-2.838524,55.55066
232,Galashiels,0.65614509128322,0.3438549653506681,-2.814449,55.62373
233,Lancaster,0.6328463178321159,0.3671536449622163,-2.8007399,54.046569999999996
234,St Andrews,0.6505102014477041,0.34948978167365097,-2.7967214,56.33978000000001
235,Hawick,0.5962950591693091,0.4037049894511156,-2.780914,55.42706
236,Bridport,0.3277210847478741,0.6722789014410224,-2.758301,50.733579999999996
237,Shrewsbury,0.5484693851211735,0.4515306023004733,-2.7553267999999997,52.7073
238,Penrith,0.6738945565061649,0.32610544670113595,-2.752708,54.6641
239,Kendal,0.5849567130695347,0.4150433149572909,-2.74629,54.32801
240,Street,0.3539420439205694,0.6460579306275862,-2.7429189999999997,51.12468
241,Glastonbury,0.3539420439205694,0.6460579306275862,-2.718454,51.14743
242,Hereford,0.4732142843973214,0.5267857378029347,-2.715974,52.0564
243,Ludlow,0.4947157387367893,0.505284240414475,-2.7139129,52.36775
244,Preston,0.5947802236298078,0.4052198145187418,-2.70309,53.7632
245,Whitchurch,0.5450487020769075,0.4549513381674705,-2.682045,52.96872
246,Wells,0.3678571412767857,0.6321428853635217,-2.6445979,51.20935
247,Yeovil,0.3277210847478741,0.6722789014410224,-2.633308,50.94206
248,Wigan,0.5441995972533562,0.4558004114196613,-2.6325074,53.54506
249,Warrington,0.5889913648653357,0.4110086629914582,-2.5969501,53.39004
250,Arbroath,0.6505102014477041,0.34948978167365097,-2.591543,56.55911
251,Bristol,0.3944038225931524,0.6055961502498282,-2.58791,51.45451
252,Guernsey,0.22064578787304304,0.7793542133640274,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.4344800362647715,0.5655199770321419,-2.582446,51.91445
254,Jedburgh,0.5918597130867922,0.4081403146491213,-2.5549369,55.47772
255,Sedbergh,0.5317460352579365,0.4682539423327654,-2.5281740000000004,54.32363
256,Sedbergh,0.5317460352579365,0.4682539423327654,-2.5281740000000004,54.32363
257,Nantwich,0.5292553186445669,0.4707446906582452,-2.524102,53.06718000000001
258,Banff,0.6428571428571429,0.35714292487245203,-2.524038,57.666509999999995
259,Dunbar,0.6726501306101967,0.3273499253281217,-2.516737,56.00209
260,Cinderford,0.4426759791424042,0.5573240338091087,-2.5009579,51.8253
261,Banchory,0.6428571428571429,0.35714292487245203,-2.4909599,57.05386
262,Blackburn,0.5670254435604207,0.43297457468636497,-2.487529,53.748580000000004
263,Market Drayton,0.5484693851211735,0.4515306023004733,-2.483485,52.90355
264,Telford,0.4732142843973214,0.5267857378029347,-2.4672611,52.67759
265,Montrose,0.6428571428571429,0.35714292487245203,-2.4661150000000003,56.70692
266,Turriff,0.6428571428571429,0.35714292487245203,-2.4623,57.53893000000001
267,Weymouth,0.2537202397414435,0.7462797601017751,-2.457621,50.61443
268,Crewe,0.5437289036807509,0.4562711471549619,-2.4438209,53.1004
269,Fortuneswell,0.2537202397414435,0.7462797601017751,-2.4422189999999997,50.55919
270,Dorchester,0.2537202397414435,0.7462797601017751,-2.4411810000000003,50.71116
271,Alston,0.6922150890519664,0.30778489231182554,-2.438685,54.812169999999995
272,Kelso,0.5843709062823559,0.4156291006977277,-2.432207,55.600030000000004
273,Wincanton,0.3313873658284684,0.6686126834202092,-2.416007,51.05569000000001
274,Clitheroe,0.5484693851211735,0.4515306023004733,-2.3930830000000003,53.8711
275,Sark,0.24358973953754576,0.7564102712683156,-2.3666256000000003,49.43007
276,Bath,0.3900375907965225,0.6099624665161816,-2.3590167,51.38106
277,Kidderminster,0.5061383916224887,0.4938616291902514,-2.2496839,52.3886
278,Manchester,0.5880773389701933,0.4119226362465463,-2.2426305,53.48076
279,Burnley,0.5204433525511084,0.4795566571230651,-2.2405035,53.78929
280,Gloucester,0.4398083578852352,0.5601916446514127,-2.238156,51.86424
281,Newcastle-under-Lyme,0.5484693851211735,0.4515306023004733,-2.2273002,53.01321
282,Worcester,0.4961180107045808,0.5038820421375912,-2.221575,52.19364
283,Trowbridge,0.3891056436513355,0.610894350486355,-2.208853,51.31966
284,Shaftesbury,0.3440026931814353,0.6559973239284521,-2.198083,51.0046
285,Alderney,0.2361607123761161,0.7638393198142553,-2.1973557,49.715
286,Stoke-on-Trent,0.5379072683090539,0.4620927617005697,-2.179404,53.002669999999995
287,Colne,0.5083333285922619,0.4916667237351217,-2.176991,53.85564
288,Blandford Forum,0.2543956001002747,0.7456044207859117,-2.165353,50.85691
289,Rochdale,0.5724637685740167,0.42753624944358254,-2.1561,53.60971
290,Jersey,0.28048780230836234,0.7195121964067945,-2.13125,49.21444
291,Wolverhampton,0.4854651181779485,0.5145349140417372,-2.12882,52.586969999999994
292,Stafford,0.4989111444615635,0.5010889187986124,-2.12066,52.80669
293,Macclesfield,0.5753045342954042,0.4246955046739064,-2.119287,53.25866
294,Hexham,0.6451127760770677,0.3548872283431798,-2.1121439,54.97266
295,Aberdeen,0.6428571428571429,0.35714292487245203,-2.094278,57.149719999999995
296,Dudley,0.5009398489309209,0.4990601615651858,-2.081112,52.51225
297,Cheltenham,0.4600446415072544,0.539955381248008,-2.0782533,51.899390000000004
298,Bromsgrove,0.5061383916224887,0.4938616291902514,-2.061906,52.33559
299,Skipton,0.4367043784131895,0.5632956769328428,-2.0162787,53.96285
300,Fraserburgh,0.6428571428571429,0.35714292487245203,-2.007631,57.69335
301,Berwick,0.6177307179728982,0.3822693402798813,-2.005395,55.77024
302,Poole,0.2474489822257653,0.7525510389531714,-1.987248,50.71505
303,Walsall,0.4854651181779485,0.5145349140417372,-1.9829189999999999,52.586209999999994
304,Cirencester,0.411711388350707,0.5882886048343127,-1.968243,51.71849
305,Evesham,0.4923701305166396,0.507629911947764,-1.9467700000000001,52.09215
306,Buxton,0.5813623487748345,0.4186376794034679,-1.91483,53.259080000000004
307,Keighley,0.4581632684668367,0.5418367438319974,-1.9123580000000002,53.8678
308,Birmingham,0.5434523833229168,0.4565476043101609,-1.8904009999999998,52.48624
309,Bournemouth,0.20576923283585166,0.7942308533138773,-1.880769,50.719159999999995
310,Halifax,0.4849206324623016,0.5150793997803303,-1.8575400000000002,53.727019999999996
311,Salisbury,0.2764629908697289,0.723537050157904,-1.794472,51.06878
312,Ringwood,0.2474489822257653,0.7525510389531714,-1.7888169999999999,50.84495
313,Huddersfield,0.4466089402236652,0.553391051490672,-1.7850351000000002,53.64579000000001
314,Peterhead,0.6428571428571429,0.35714292487245203,-1.784066,57.50812
315,Swindon,0.37919141005512136,0.6208086687861013,-1.7797176,51.55577
316,Bradford,0.4466089402236652,0.553391051490672,-1.759398,53.79598000000001
317,Ashbourne,0.5740881439352205,0.4259118529424935,-1.7321790000000001,53.016630000000006
318,Marlborough,0.3404916453155148,0.6595083508709085,-1.7270619999999999,51.42007
319,Stratford-upon-Avon,0.544127743681748,0.4558722649942976,-1.7082979999999999,52.19173
320,Alnwick,0.5701428560682144,0.4298571620471947,-1.7062990000000002,55.41274
321,Otley,0.4107142883482142,0.5892857048788261,-1.691786,53.90583
322,Bishop Auckland,0.6601382429003456,0.3398617187438267,-1.6787880000000002,54.663819999999994
323,Burton upon Trent,0.5183673427244897,0.4816327197157465,-1.6371358999999999,52.81403
324,Newcastle,0.6451127760770677,0.3548872283431798,-1.61778,54.97825
325,Durham,0.6451127760770677,0.3548872283431798,-1.5848520000000001,54.77525
326,Ashington,0.6451127760770677,0.3548872283431798,-1.5659829,55.18298000000001
327,Darlington,0.5823680775273488,0.41763194007285454,-1.559458,54.52361
328,Leeds,0.4473067943325527,0.5526932711023781,-1.5490774,53.80076
329,Harrogate,0.4473067943325527,0.5526932711023781,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.5695084480309139,0.4304916227898046,-1.5200789,52.28519
331,Coventry,0.5939360073776971,0.4060640413421448,-1.519693,52.40682
332,Blyth,0.6451127760770677,0.3548872283431798,-1.510277,55.12696
333,Wakefield,0.4732142843973214,0.5267857378029347,-1.505924,53.6833
334,Andover,0.2197234176921657,0.7802766151909204,-1.4919233,51.2112
335,Witney,0.33732962459332405,0.6626704349406445,-1.4850543999999999,51.785940000000004
336,Barnsley,0.5051406910842803,0.4948593613776501,-1.479726,53.55263000000001
337,Derby,0.5347866424083952,0.4652133350541667,-1.4746186000000001,52.92253
338,Sheffield,0.5317460352579365,0.4682539423327654,-1.470085,53.38113000000001
339,Nuneaton,0.5546759954938328,0.4453240127376792,-1.465382,52.52049
340,Northallerton,0.4732142843973214,0.5267857378029347,-1.429959,54.337959999999995
341,South Shields,0.6451127760770677,0.3548872283431798,-1.427406,54.99941999999999
342,Chesterfield,0.5765056057269783,0.42349443319171576,-1.421629,53.23505
343,Southampton,0.2676393722762413,0.7323607112661032,-1.4043508999999998,50.9097
344,Wetherby,0.4473067943325527,0.5526932711023781,-1.384816,53.92706
345,Sunderland,0.6307069251481959,0.3692931325577292,-1.383801,54.90687
346,Rotherham,0.5061383916224887,0.4938616291902514,-1.3635008999999998,53.4326
347,Castleford,0.4447393777189913,0.5552606140741346,-1.345968,53.72346999999999
348,Thirsk,0.4464285687946428,0.5535714229272957,-1.341377,54.23385
349,Banbury,0.5182160814741116,0.4817839072224959,-1.339775,52.0629
350,Stockton,0.5785714275178572,0.4214285902423478,-1.3289821000000002,54.57046
351,Newbury,0.2362757307692608,0.7637242698091193,-1.3231138999999998,51.40141
352,Isle of Wight,0.2649501628052325,0.7350498471004396,-1.304734,50.69385
353,Isle of Wight,0.2649501628052325,0.7350498471004396,-1.304734,50.69385
354,Abingdon,0.2733990155049261,0.726601046723261,-1.2879528999999998,51.67078
355,Shetland Islands,0.6428571428571429,0.35714292487245203,-1.2659409,60.52965
356,Rugby,0.6989795865688775,0.3010204366526981,-1.265032,52.37088
