,placename,drank,drunk,longitude,latitude
357,Oxford,0.2962309409191488,0.7037690992754062,-1.2577263,51.75202
358,Middlesbrough,0.5785714275178572,0.4214285902423478,-1.234956,54.57423000000001
359,Hartlepool,0.6307069251481959,0.3692931325577292,-1.212926,54.69174
360,Loughborough,0.6132459277831148,0.3867540779800928,-1.206166,52.7721
361,Mansfield,0.5377186579514395,0.4622813509947032,-1.198674,53.1472
362,Nottingham,0.5812728900246108,0.4187271276217469,-1.1581086,52.95478000000001
363,Bicester,0.32762024742619344,0.6723798335883854,-1.1535898999999998,51.8996
364,Leicester,0.6680528400629893,0.3319471844619279,-1.1397591999999999,52.63688000000001
365,Doncaster,0.4628851543714985,0.5371148471926273,-1.128462,53.522819999999996
366,Worksop,0.5527291113818227,0.4472709074674512,-1.122745,53.3093
367,Basingstoke,0.20306775979338365,0.7969323159344784,-1.0923964,51.26654
368,Portsmouth,0.2317708279008556,0.7682292360816623,-1.0879769,50.81977
369,York,0.4282945710707364,0.5717054951654239,-1.0872979,53.95997
370,Selby,0.4119601365656146,0.5880398566089222,-1.067189,53.783519999999996
371,Helmsley,0.4405815423514538,0.5594185339026131,-1.0562636,54.24651
372,Towcester,0.5153571416455357,0.4846428787787,-0.9896879999999999,52.13511
373,Reading,0.17320627936158708,0.8267937976247232,-0.9781303,51.45426
374,Retford,0.5527291113818227,0.4472709074674512,-0.9455030000000001,53.32136
375,Petersfield,0.2273809539613095,0.7726190469919219,-0.93899,51.00759
376,Northampton,0.6281512558560924,0.3718487808861064,-0.9026559999999999,52.24048
377,Melton Mowbray,0.6032003665080009,0.3967996712856997,-0.887126,52.7664
378,Aylesbury,0.2786627426609425,0.7213372982739865,-0.8084,51.81561
379,Newark-on-Trent,0.5108418400271046,0.4891581700517041,-0.80657,53.07004000000001
380,Malton,0.43688423359221057,0.5631158322819568,-0.7978970000000001,54.13684
381,Chichester,0.23272515290324144,0.7672749110390585,-0.774936,50.83761
382,Gainsborough,0.5183673427244897,0.4816327197157465,-0.774465,53.400569999999995
383,Milton Keynes,0.3539420439205694,0.6460579306275862,-0.7594171,52.040620000000004
384,Aldershot,0.13038548050453513,0.8696145245363628,-0.7557509,51.24837
385,High Wycombe,0.17942994705571774,0.8205701402040241,-0.748229,51.628609999999995
386,Midhurst,0.23272515290324144,0.7672749110390585,-0.737274,50.9869
387,Kettering,0.6596153870061814,0.34038460626716993,-0.7302489999999999,52.39632
388,Wellingborough,0.5961309548831846,0.40386903052986745,-0.693964,52.30242
389,Corby,0.6168831197564936,0.38311693853200623,-0.6842333,52.4923
390,Bognor Regis,0.20982142659598213,0.7901786067044021,-0.673061,50.783
391,Scunthorpe,0.4609634506166943,0.5390365615641323,-0.654413,53.58865
392,Grantham,0.5557228872821643,0.4442770787623697,-0.643582,52.912519999999994
393,Whitby,0.4854651181779485,0.5145349140417372,-0.613347,54.48634000000001
394,Slough,0.17096018096311474,0.8290398012964197,-0.5950406,51.51054
395,Guildford,0.058510637289133735,0.9414893813164904,-0.570409,51.23622
396,Woking,0.10334346257978724,0.8966565436007387,-0.5600349,51.31677
397,Lincoln,0.5359268700898171,0.4640731600032661,-0.540579,53.23069
398,Bedford,0.2529220750965909,0.7470779458516942,-0.46677820000000003,52.13864
399,Heathrow,0.19144518119289866,0.8085548950247722,-0.4542955,51.47002
400,Driffield,0.4412878777103625,0.5587121142282194,-0.443377,54.006
401,Beverley,0.413010199603954,0.5869898672763334,-0.435093,53.84196
402,Luton,0.21519679018084906,0.7848032850358609,-0.4200255,51.87867
403,Scarborough,0.4211145976599293,0.5788853740573828,-0.399752,54.28311
404,Worthing,0.20306775979338365,0.7969323159344784,-0.372882,50.81787
405,Dorking,0.07812499769531249,0.921875041155136,-0.332378,51.2322
406,Hull,0.42806122607015296,0.571938755890123,-0.3274198,53.767619999999994
407,Horsham,0.17219387096619895,0.8278061744556328,-0.325858,51.06288
408,Biggleswade,0.22418830591761368,0.7758116846344502,-0.26421999999999995,52.08694000000001
409,Peterborough,0.4639724295527882,0.5360275614298019,-0.2405299,52.5695
410,Welwyn Garden City,0.13915505088360194,0.8608450170020097,-0.208661,51.80317
411,Bridlington,0.4648526041978458,0.5351474078190808,-0.198802,54.08535
412,Stevenage,0.1439732121456473,0.8560268239297689,-0.19661199999999998,51.90376
413,Crawley,0.1220238108407738,0.8779761945525087,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.3603316280436862,0.6396684410566269,-0.182552,52.33146
415,Hove,0.21890393929725985,0.7810960830846467,-0.168749,50.82793
416,Spalding,0.4977159414228613,0.5022840902805398,-0.1537024,52.7901
417,Brighton,0.21890393929725985,0.7810960830846467,-0.137163,50.82253
418,London,0.2805836878443164,0.7194163214025143,-0.12775830000000002,51.50735
419,Grimsby,0.4253246690990259,0.5746753024408617,-0.08078400000000001,53.56746999999999
420,Boston,0.4606717693659651,0.5393282955057275,-0.026576999999999996,52.97894
421,Royston,0.12601461299360794,0.8739854765172088,-0.024066,52.048140000000004
422,Louth_Lincs,0.4846661528188082,0.5153338372916892,-0.007711,53.36596
423,Lewes,0.21890393929725985,0.7810960830846467,0.00878,50.873870000000004
424,Chatteris,0.2414285695321429,0.758571462436226,0.054012,52.4561
425,Uckfield,0.12500000263392858,0.8750000658482171,0.095913,50.966409999999996
426,Cambridge,0.2000661347858796,0.7999339410684796,0.12181700000000001,52.20534
427,Bishop's Stortford,0.050627942269427004,0.9493720977398258,0.15365020000000001,51.87216
428,Wisbech,0.31016156791826105,0.6898384611535028,0.158797,52.66631999999999
429,Sevenoaks,0.062064460155161136,0.9379355793721241,0.190898,51.27241
430,Tunbridge Wells,0.02351915952308362,0.9764809132357548,0.26369499999999996,51.13238
431,Eastbourne,0.1805555511656746,0.8194445044394869,0.29047199999999995,50.768029999999996
432,Brentwood,0.10545822276364557,0.8945418149349025,0.30717490000000003,51.62047000000001
433,Skegness,0.3384551444175664,0.6615449045332547,0.337881,53.1464
434,Downham Market,0.2756696410463169,0.7243303894790353,0.385472,52.606609999999996
435,King's Lynn,0.31016156791826105,0.6898384611535028,0.4022963,52.75168000000001
436,Bexhill,0.11914520083357727,0.8808548678953065,0.4662071,50.849909999999994
437,Chelmsford,0.017857140223214274,0.9821429117028088,0.4685497,51.73559
438,Mildenhall,0.1966517837059152,0.8033482501494754,0.5156095,52.34757000000001
439,Medway,0.04220778885551947,0.9577922409728679,0.5417860999999999,51.404740000000004
440,Braintree,0.11062152349083954,0.8893784718472534,0.5509269,51.88009
441,Gillingham,0.038847117239974936,0.9611529232657554,0.551438,51.38632
442,Hastings,0.12500000263392858,0.8750000658482171,0.573453,50.85426
443,Maldon,0.06538018641345046,0.934619884581245,0.6714479999999999,51.7318
444,Southend,0.01,1.0,0.7077123000000001,51.54593
445,Bury St Edmunds,0.16485191094784404,0.83514809264054,0.7104931999999999,52.24292
446,Thetford,0.21624564161204265,0.7837543492747479,0.751657,52.412859999999995
447,Ashford,0.04921603012304008,0.9507839888742852,0.8750190000000001,51.14647
448,Faversham,0.06832939624225205,0.9316706219495816,0.889358,51.31599
449,Colchester,0.13923903106238328,0.8607610473554039,0.891874,51.89593
450,New Romney,0.08690475611011904,0.9130953139774692,0.939473,50.98512
451,Canterbury,0.08808523022021307,0.9119147871390528,1.0789089,51.280229999999996
452,Ipswich,0.2055958676568468,0.7944041658216147,1.14822,52.05674000000001
453,Clacton,0.13923903106238328,0.8607610473554039,1.153035,51.78953
454,Folkestone,0.08128571198892857,0.9187143267283182,1.169456,51.0814
455,Sheringham,0.2859126942862103,0.7140873568788999,1.2109589,52.944419999999994
456,Harwich,0.22926654128745205,0.7707334701220299,1.260297,51.93473
457,Norwich,0.2349064566586947,0.7650935966559641,1.297355,52.63089
458,Cromer,0.27853260551776005,0.7214674143512239,1.301866,52.93145
459,Dover,0.08128571198892857,0.9187143267283182,1.3134027,51.12788
460,Felixstowe,0.22926654128745205,0.7707334701220299,1.3512549999999999,51.961729999999996
461,Margate,0.06110301300990039,0.9388970687007621,1.3868339,51.38965
462,Ramsgate,0.07370565536283556,0.9262943520667122,1.4198950000000001,51.33555
463,Great Yarmouth,0.21624564161204265,0.7837543492747479,1.728047,52.59823000000001
464,Lowestoft,0.2256884652070783,0.7743116095674827,1.7534490000000005,52.48114
465,Swaffham,0.2676393722762413,0.7323607112661032,0.687481,52.64747
466,Dereham,0.2599914972571216,0.7400085866075262,0.9378270000000001,52.681619999999995
467,Ely,0.2321428545089285,0.7678572199936259,0.262363,52.39954
468,March,0.3035714259375,0.6964285507334175,0.088622,52.551719999999996
469,St Neots,0.3008116903948864,0.699188381213767,-0.26510300000000003,52.23008
470,Banham,0.21624564161204265,0.7837543492747479,1.0402849,52.45125
471,Holt,0.2859126942862103,0.7140873568788999,1.086747,52.90936
472,Cromer,0.27853260551776005,0.7214674143512239,1.301866,52.93145
473,Hunstanton,0.3472437844395381,0.6527562219980456,0.49103199999999997,52.93891
474,Horncastle,0.5075698791260674,0.4924301416263456,-0.11245,53.20731
475,Market Weighton,0.4187192081896551,0.5812807741643203,-0.6677465,53.86484
476,Hawes,0.5785714275178572,0.4214285902423478,-2.1968695,54.30383000000001
477,Reeth,0.5785714275178572,0.4214285902423478,-1.9428115000000001,54.38946
478,Aysgarth,0.55749999889375,0.4425000197544652,-1.9967433999999997,54.29159
479,Stanhope,0.6451127760770677,0.3548872283431798,-2.011302,54.74946
480,Keswick,0.6168831197564936,0.38311693853200623,-3.134706,54.60128
481,Oxenholme,0.5849567130695347,0.4150433149572909,-2.7243327999999996,54.30134
