index,placename,longitude,latitude,needs to be Xed,needs Xed,needs Xing
132,Plymouth,-4.1426565,50.37546,0.40683792526992935,0.01,0.410394599470304
133,Tavistock,-4.141654,50.551120000000004,0.20202566224882199,0.01,0.15511081172798538
134,Porthmadog,-4.1333839999999995,52.92784,0.18583097089133158,0.01,0.13887452746776907
135,Bangor,-4.129263,53.22739,0.2723593646993821,0.01,0.4077346818719686
136,Tywyn,-4.087249,52.58701,0.10010816905464633,0.01,0.055856186113765395
137,Aberystwyth,-4.08292,52.4153,0.27886111652914086,0.01,0.07364503449059187
138,Lampeter,-4.0785089999999995,52.1129,0.15588617996301718,0.01,0.03829153543999297
139,Barnstaple,-4.058338,51.07816,0.27898730342515704,0.01,0.1014273661210373
140,Tain,-4.05523,57.8115,0.11568843781469844,0.08544300024591471,0.06433227128030226
141,Okehampton,-4.004263,50.73831,0.14297480564872742,0.01,0.11134756655741726
142,Llandeilo,-3.9914300000000003,51.88469,0.21467077973301596,0.01,0.02268981382305891
143,Motherwell,-3.9810968,55.78321,0.3592470362609571,0.6051274125342134,0.23319683763606616
144,Golspie,-3.976086,57.97341,0.01,0.029785752066516454,0.011437140658999746
145,Airdrie,-3.9625660000000003,55.86626999999999,0.30553911555449753,0.5402582796174333,0.1974078387357047
146,Swansea,-3.9436459999999998,51.62144,0.4667415201783438,0.01,0.07246003070245007
147,Stirling,-3.9369029,56.116519999999994,0.3541561794042206,0.4356662066147117,0.07187474232687795
148,Tregaron,-3.934385,52.22,0.15329572856000048,0.01,0.023562712954237383
149,Tregaron,-3.934385,52.22,0.15329572856000048,0.01,0.023562712954237383
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.14105510014049888,0.11178224204828084,0.1148205864889773
151,Dolgellau,-3.8844,52.74215,0.10298788955638588,0.019127929203497564,0.1017049257438716
152,Aberfeldy,-3.866969,56.62175,0.17492826950005788,0.17840406481878884,0.09973513940568468
153,Machynlleth,-3.853485,52.59027,0.13476014612315698,0.02035199089219451,0.11601805563657216
154,Brora,-3.8525480000000005,58.012159999999994,0.09308788069648403,0.07523764743669581,0.05329037654160852
155,Llandudno,-3.827609,53.324059999999996,0.2266949212098652,0.01,0.35280660281077647
156,Llandudno,-3.827609,53.324059999999996,0.2266949212098652,0.01,0.35280660281077647
157,Aviemore,-3.823812,57.19449,0.15770795175872426,0.1614429626030747,0.060357994726737904
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.09425383563513155,0.10363451958861945,0.10440214964210434
159,Falkirk,-3.7839131,56.00188000000001,0.35530624245037223,0.22937732800221025,0.12981790461575307
160,Kingsbridge,-3.777493,50.28395,0.17866488508445136,0.01,0.15543943688537043
161,Pitlochry,-3.729711,56.70436,0.11896436680087948,0.14072377701076985,0.07273232925542138
162,Colwyn Bay,-3.72764,53.29318000000001,0.20491468583748398,0.01,0.3471946637921922
163,Totnes,-3.685797,50.43374,0.18596582028885372,0.01,0.1682853315045162
164,Grantown-on-Spey,-3.609628,57.33041,0.1039051080947535,0.08054279072510062,0.06299152082883706
165,Dumfries,-3.60512,55.070859999999996,0.25420299138914554,0.21469715731724645,0.20418152236365622
166,Whitehaven,-3.589233,54.5497,0.21049868931067137,0.08686404571685707,0.2628097909295868
167,Dartmouth,-3.578807,50.35252,0.15059400103728737,0.01,0.13263859208717174
168,Bridgend,-3.576945,51.504290000000005,0.34947512045241147,0.01,0.10324860364897429
169,Paignton,-3.564235,50.43508,0.2777536701097758,0.01,0.2115924961744737
170,Workington,-3.5427519999999997,54.64357,0.20731205392382884,0.08634755970999564,0.2610799601183383
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.1251672347540263,0.01,0.03837871284893067
172,Exeter,-3.533899,50.71841,0.44912302738659976,0.01,0.36801446617365174
173,Torquay,-3.525315,50.46192,0.28493312917549235,0.01,0.21649155163134404
174,Thurso,-3.5220800000000003,58.59356999999999,0.1640061363757897,0.10726100934039058,0.08793872216276859
175,Livingston,-3.518068,55.90071,0.34859264838194626,0.2184121356607715,0.1383804865453823
176,Rhyl,-3.4916339999999995,53.319140000000004,0.19626580353355358,0.02878476960257946,0.37959239454382054
177,Tiverton,-3.491207,50.90205,0.20321840173006897,0.021178110670316472,0.12186863279852689
178,Tiverton,-3.491207,50.90205,0.20321840173006897,0.021178110670316472,0.12186863279852689
179,Minehead,-3.481152,51.20428,0.16083976723232166,0.01,0.06013714596471572
180,Dunfermline,-3.452151,56.071740000000005,0.3186316647339796,0.27808167674755285,0.2151777350587952
181,Perth,-3.4308381000000003,56.39499,0.21295161788250944,0.2054896534927682,0.07968364940892551
182,Prestatyn,-3.4076129999999996,53.33651,0.16618958066507622,0.024401755733788045,0.32111174557494515
183,Builth Wells,-3.4045919999999996,52.15002,0.18185207087540134,0.01,0.01
184,Braemar,-3.3979439,57.00646999999999,0.01,0.0172982545907276,0.028034053017271333
185,Brecon,-3.391463,51.94895,0.21701838365661275,0.01,0.010742026518990137
186,Merthyr Tydfil,-3.381646,51.74873,0.39950654525991613,0.01,0.11305858750874817
187,Llandrindod Wells,-3.377742,52.2417,0.1545853500239177,0.01,0.024196188010773185
188,Corwen,-3.369242,52.98005,0.09645370213558019,0.02355618642172686,0.1804163147105749
189,Cockermouth,-3.367985,54.66326,0.1515109379420371,0.07227481686985356,0.20861588690387387
190,Lockerbie,-3.349008,55.122240000000005,0.2251099877140668,0.13209351100982494,0.1960120717453378
191,Blairgowrie,-3.3378318,56.58941,0.15601815439580766,0.12118280719856807,0.14352855352538396
192,Elgin,-3.318485,57.64945,0.2968509285293538,0.16724749399664077,0.15284235280650704
193,Newtown,-3.313106,52.51211,0.1291568492200711,0.017057889979329693,0.0775887859565836
194,Ruthin,-3.3103108,53.114869999999996,0.16639187619385776,0.028814979045031646,0.26948376223923765
195,Ruthin,-3.3103108,53.114869999999996,0.16639187619385776,0.028814979045031646,0.26948376223923765
196,Sidmouth,-3.2375599999999998,50.67865,0.18661268428186567,0.021882614433608606,0.10102917526550494
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.24549148809149146,0.16031024654510131,0.4307422353979415
198,Peebles,-3.1936419999999996,55.65306999999999,0.1668545352085981,0.22057738136991845,0.15268718462454198
199,Edinburgh,-3.1882669999999997,55.95325,0.5758192159122127,0.5783574209207485,0.38246701168420316
200,Cardiff,-3.17909,51.48158,0.5648393867808326,0.01,0.30501783275943234
201,Llangollen,-3.1716599999999997,52.96921,0.12401029173311434,0.022959604937098036,0.22933498949372724
202,Kirkcaldy,-3.158137,56.11682,0.3552736732143634,0.364719873008335,0.2195882965147396
203,Welshpool,-3.146407,52.66035,0.17293687996809956,0.03871525423020922,0.20036967415157747
204,Mold,-3.1419029999999997,53.1672,0.24322761831355133,0.04444179422229154,0.4046480011850556
205,Mold,-3.1419029999999997,53.1672,0.24322761831355133,0.04444179422229154,0.4046480011850556
206,Taunton,-3.106849,51.01534,0.31685477313522553,0.02843949199560237,0.06419754199881947
207,Wick,-3.093716,58.43894,0.15546713380539484,0.1028680237852288,0.0730674389094123
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.03674300799059028,0.01164029694966167
209,Dalkeith,-3.066606,55.893119999999996,0.2837332522813036,0.3568821119099345,0.2282919868756704
210,Oswestry,-3.056412,52.85715,0.21752658472377992,0.0345959115861048,0.3087713750383021
211,Blackpool,-3.0356748,53.81751,0.34313024494703703,0.1429044358000974,0.733029864360165
212,Birkenhead,-3.023009,53.389990000000004,0.3470612292814359,0.03677421787987223,0.6446750721477889
213,Cupar,-3.010137,56.32023,0.16637959710205014,0.13648502122505296,0.10613345007277043
214,Southport,-3.010113,53.64571,0.2770355559535473,0.14426846437275906,0.6189671684202944
215,Bridgwater,-3.003632,51.12789,0.3666613703614704,0.016211488409771272,0.1345324019385209
216,Langholm,-2.998913,55.153059999999996,0.10008696538397903,0.034082263870979866,0.10262768363179371
217,Newport,-2.997664,51.58415,0.4016560463232895,0.01,0.15335028564257944
218,Axminster,-2.9949369999999997,50.78273,0.20876883062852303,0.02313859987889441,0.04016350277453415
219,Wrexham,-2.9924939999999998,53.043040000000005,0.2939263558752175,0.03631428615853578,0.47552462116666744
220,Liverpool,-2.9915726,53.40837,0.5464780771639395,0.05215346790032389,0.9645146320963449
221,Weston-super-Mare,-2.977255,51.347409999999996,0.32560094397399686,0.01,0.13438506226094593
222,Dundee,-2.9707209999999997,56.462019999999995,0.39351793962944953,0.26056081130279923,0.2538046595327632
223,Kirkwall,-2.9622491,58.984669999999994,0.1642298071567173,0.10736200858658351,0.08804800040782271
224,Ambleside,-2.961333,54.428740000000005,0.22263011413522352,0.14889443487165283,0.33362692090609725
225,Orkney Islands,-2.9605206,58.980940000000004,0.1697700368442822,0.10986371676616379,0.0907547758522641
226,Lyme Regis,-2.936639,50.725159999999995,0.18646979602362154,0.021806954814989322,0.03623404472182033
227,Carlisle,-2.932931,54.892469999999996,0.3465059554122296,0.1853147366989895,0.4640344580196799
228,Chester,-2.893075,53.19339,0.3644507167897046,0.05470401751304577,0.5906707020893752
229,Forfar,-2.889062,56.64356,0.20435896409553947,0.1623641208808874,0.16352897710148262
230,Morecambe,-2.864968,54.074169999999995,0.20255682968412814,0.14418152212749746,0.3987587460255371
231,Selkirk,-2.838524,55.55066,0.204798484293075,0.28506814283330933,0.18552036393949323
232,Galashiels,-2.814449,55.62373,0.19200719048998735,0.2733548061741706,0.1793028915605532
233,Lancaster,-2.8007399,54.046569999999996,0.2868142645211809,0.18818320627444077,0.5290330313448902
234,St Andrews,-2.7967214,56.339780000000005,0.2327920230999691,0.180809331921357,0.19122864069885456
235,Hawick,-2.780914,55.42706,0.17041086916811934,0.265615753045465,0.13952874389521117
236,Bridport,-2.758301,50.733579999999996,0.19531935885315754,0.028701500231330612,0.03964003534787728
237,Shrewsbury,-2.7553267999999997,52.7073,0.3490348285462652,0.04026486305405117,0.530314786198329
238,Penrith,-2.752708,54.6641,0.2976832970474717,0.19733528359487987,0.4221996111013161
239,Kendal,-2.74629,54.32801,0.26006621955013143,0.13835506877450318,0.3944368544620524
240,Street,-2.7429189999999997,51.12468,0.1473989201795281,0.01,0.09113788032452434
241,Glastonbury,-2.718454,51.14743,0.18238546543179032,0.01,0.10060008656399998
242,Hereford,-2.715974,52.0564,0.3343733545110311,0.01,0.13886399254442824
243,Ludlow,-2.7139129,52.36775,0.22026262940005042,0.01,0.1345154426900674
244,Preston,-2.70309,53.7632,0.3973845547099124,0.18583585555772344,0.777989304321745
245,Whitchurch,-2.682045,52.96872,0.16306875905295604,0.018804620432018575,0.24933160926668807
246,Wells,-2.6445979,51.20935,0.21331426989733152,0.010936630463469372,0.11711004692828665
247,Yeovil,-2.633308,50.94206,0.29256405620720555,0.03795827249239954,0.03909046677405524
248,Wigan,-2.6325074,53.54506,0.4393083332777029,0.01,0.7254035608932407
249,Warrington,-2.5969501,53.39004,0.4684198312360777,0.01,0.6432803415514536
250,Arbroath,-2.591543,56.55911,0.22537090005441315,0.1758288726394434,0.1794218470773484
251,Bristol,-2.58791,51.45451,0.5839391346546764,0.01,0.38796643517443163
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.03456797790683127
253,Ross-on-Wye,-2.582446,51.91445,0.2586724412305987,0.01,0.10892222273171928
254,Jedburgh,-2.5549369,55.47772,0.13149689295582762,0.24894916417909171,0.08615757743355433
255,Sedbergh,-2.5281740000000004,54.32363,0.12786947166672627,0.05099753531994276,0.25329246544963735
256,Sedbergh,-2.5281740000000004,54.32363,0.12786947166672627,0.05099753531994276,0.25329246544963735
257,Nantwich,-2.524102,53.067190000000004,0.21486616369916825,0.024048673554759432,0.33379948048300717
258,Banff,-2.524038,57.666509999999995,0.1552611454313079,0.10017358293089366,0.0851969139179725
259,Dunbar,-2.516737,56.00209,0.24222762261362896,0.3617446539502805,0.1996074468666811
260,Cinderford,-2.5009579,51.8253,0.23399212523498758,0.01,0.13334523677375273
261,Banchory,-2.4909599,57.05386,0.18349297145758128,0.12736709449688213,0.15980474165776792
262,Blackburn,-2.487529,53.748580000000004,0.3031459184651866,0.07065561135976879,0.7860493585444653
263,Market Drayton,-2.483485,52.90355,0.13184240028778407,0.01,0.22897489149268246
264,Telford,-2.4672611,52.67759,0.3227390096560765,0.0555147871242421,0.30770553565868775
265,Montrose,-2.4661150000000003,56.70692,0.20208157869559776,0.08611729043903942,0.17517941239466647
266,Turriff,-2.4623,57.53893000000001,0.16443757506987228,0.10111937241858966,0.09621296305813533
267,Weymouth,-2.457621,50.61443,0.260909983178863,0.02818713013706037,0.1631889044568577
268,Crewe,-2.4438209,53.10041,0.29168945506634225,0.01,0.39850114512346674
269,Fortuneswell,-2.4422189999999997,50.55919,0.12955882689908188,0.01682159041826725,0.08605203237657935
270,Dorchester,-2.4411810000000003,50.71116,0.336986827317213,0.03459897201039287,0.20670548850467824
271,Alston,-2.438685,54.812169999999995,0.09423988281049266,0.05181295127661889,0.09802066860341124
272,Kelso,-2.432207,55.600030000000004,0.16233612737675612,0.22631170475308857,0.1414872803413415
273,Wincanton,-2.416007,51.055690000000006,0.1645483139887075,0.02326256110559806,0.061122450162060395
274,Clitheroe,-2.3930830000000003,53.8711,0.1964097685344782,0.0673179695131228,0.543979755664244
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.06056521717674719
276,Bath,-2.3590167,51.38106,0.4091354182062847,0.01,0.2810219357217685
277,Kidderminster,-2.2496839,52.3886,0.2641561532201745,0.021897785983388544,0.256198640683328
278,Manchester,-2.2426305,53.48076,0.6796292969825992,0.01,1.0
279,Burnley,-2.2405035,53.78929,0.28426120905253893,0.0679236712667935,0.6713902932914009
280,Gloucester,-2.238156,51.86424,0.42170053801052815,0.01,0.17664544551332628
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.24626658632432225,0.01,0.4621480467128454
282,Worcester,-2.221575,52.19364,0.41494778985802744,0.01,0.2781917352159461
283,Trowbridge,-2.208853,51.31966,0.3919299349529091,0.01,0.28317711255436595
284,Shaftesbury,-2.198083,51.0046,0.17608842817026546,0.02430773692279167,0.16555100214072704
285,Alderney,-2.1973557,49.715,0.01,0.01,0.04368658644392753
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.36236652353224363,0.01,0.6374676144561573
287,Colne,-2.176991,53.85564,0.20225203705802008,0.01,0.4025507470585229
288,Blandford Forum,-2.165353,50.85691,0.14960398121994656,0.02136776848651931,0.14212757803204618
289,Rochdale,-2.1561,53.60971,0.37195018610851327,0.025087535688664866,0.5862031308977352
290,Jersey,-2.13125,49.21444,0.01,0.01,0.052661728940711
291,Wolverhampton,-2.12882,52.586969999999994,0.36889999916921723,0.09076667195243607,0.3111456157343589
292,Stafford,-2.12066,52.80669,0.34768155391547173,0.06290733116128172,0.500927591561359
293,Macclesfield,-2.119287,53.25866,0.3169860752511109,0.01,0.5466536534650669
294,Hexham,-2.1121439,54.97266,0.30825471800393806,0.12626791614179492,0.12092348875913303
295,Aberdeen,-2.094278,57.149719999999995,0.428493863050579,0.24806501868288475,0.33788426077636075
296,Dudley,-2.081112,52.51226,0.3546680091168179,0.0740796515036181,0.29613682028668115
297,Cheltenham,-2.0782533,51.899390000000004,0.3976962929957585,0.01,0.16084998177774834
298,Bromsgrove,-2.061906,52.33559,0.30651451161152793,0.021514584941149408,0.22265463291909143
299,Skipton,-2.0162787,53.96285,0.20833942780747783,0.01,0.34848847464783594
300,Fraserburgh,-2.007631,57.69335,0.17385165382866796,0.10460561629944395,0.10049932935496815
301,Berwick,-2.005395,55.77024,0.1908527567516099,0.2468896010146192,0.1638470944880495
302,Poole,-1.987248,50.71505,0.32860612736906913,0.01,0.2566057353817017
