placename,where_is_x,where_is_x_at,where_to_is_x,where_x_to,longitude,latitude
Buxton,0.9916478,0.0083522175,0.00000000000,0.00000000000, -1.9148300,53.25908
Keighley,0.9914010,0.0085989751,0.00000000000,0.00000000000, -1.9123580,53.86780
Birmingham,0.9921860,0.0078139754,0.00000000000,0.00000000000, -1.8904010,52.48624
Bournemouth,0.9950239,0.0032198263,0.00000000000,0.00175626890, -1.8807690,50.71916
Halifax,0.9900237,0.0099763009,0.00000000000,0.00000000000, -1.8575400,53.72702
Salisbury,0.9948692,0.0051308038,0.00000000000,0.00000000000, -1.7944720,51.06878
Ringwood,0.9949975,0.0032368808,0.00000000000,0.00176557136, -1.7888170,50.84495
Huddersfield,0.9893214,0.0106785517,0.00000000000,0.00000000000, -1.7850351,53.64579
Peterhead,0.9936702,0.0063298168,0.00000000000,0.00000000000, -1.7840660,57.50812
Swindon,0.9944058,0.0045770470,0.00000000000,0.00101712155, -1.7797176,51.55577
Bradford,0.9914271,0.0085728657,0.00000000000,0.00000000000, -1.7593980,53.79598
Ashbourne,0.9887123,0.0110055498,0.00028219358,0.00000000000, -1.7321790,53.01663
Marlborough,0.9949955,0.0042345695,0.00000000000,0.00076992172, -1.7270620,51.42007
Stratford-upon-Avon,0.9964835,0.0035165408,0.00000000000,0.00000000000, -1.7082980,52.19173
Alnwick,0.9925100,0.0072176601,0.00000000000,0.00027236453, -1.7062990,55.41274
Otley,0.9927707,0.0072293458,0.00000000000,0.00000000000, -1.6917860,53.90583
Bishop Auckland,0.9813619,0.0186380802,0.00000000000,0.00000000000, -1.6787880,54.66382
Burton upon Trent,0.9900352,0.0093786635,0.00058616647,0.00000000000, -1.6371359,52.81403
Newcastle,0.9891419,0.0107228943,0.00000000000,0.00013516253, -1.6177800,54.97825
Durham,0.9793249,0.0206751055,0.00000000000,0.00000000000, -1.5848520,54.77525
Ashington,0.9914179,0.0083469510,0.00000000000,0.00023512538, -1.5659829,55.18298
Darlington,0.9851866,0.0148134080,0.00000000000,0.00000000000, -1.5594580,54.52361
Leeds,0.9929950,0.0070049705,0.00000000000,0.00000000000, -1.5490774,53.80076
Harrogate,0.9961560,0.0038439978,0.00000000000,0.00000000000, -1.5418120,53.99212
Leamington Spa,0.9941736,0.0058263519,0.00000000000,0.00000000000, -1.5200789,52.28519
Coventry,0.9920395,0.0079605366,0.00000000000,0.00000000000, -1.5196930,52.40682
Blyth,0.9898653,0.0099434942,0.00000000000,0.00019122104, -1.5102770,55.12696
Wakefield,0.9900058,0.0099942063,0.00000000000,0.00000000000, -1.5059240,53.68330
Andover,0.9963621,0.0036378851,0.00000000000,0.00000000000, -1.4919233,51.21120
Witney,0.9956173,0.0043826722,0.00000000000,0.00000000000, -1.4850544,51.78594
Barnsley,0.9912252,0.0087747806,0.00000000000,0.00000000000, -1.4797260,53.55263
Derby,0.9894986,0.0105013899,0.00000000000,0.00000000000, -1.4746186,52.92253
Sheffield,0.9904884,0.0095116251,0.00000000000,0.00000000000, -1.4700850,53.38113
Nuneaton,0.9921765,0.0078234647,0.00000000000,0.00000000000, -1.4653820,52.52049
Northallerton,0.9900662,0.0099337748,0.00000000000,0.00000000000, -1.4299590,54.33796
South Shields,0.9893398,0.0103430656,0.00000000000,0.00031716385, -1.4274060,54.99942
Chesterfield,0.9910822,0.0089178134,0.00000000000,0.00000000000, -1.4216290,53.23505
Southampton,0.9960679,0.0032482848,0.00017096236,0.00051288708, -1.4043509,50.90970
Wetherby,0.9928117,0.0068100132,0.00000000000,0.00037833407, -1.3848160,53.92706
Sunderland,0.9880224,0.0115298507,0.00000000000,0.00044776119, -1.3838010,54.90687
Rotherham,0.9910006,0.0089993513,0.00000000000,0.00000000000, -1.3635009,53.43260
Castleford,0.9902881,0.0097118809,0.00000000000,0.00000000000, -1.3459680,53.72347
Thirsk,0.9954664,0.0045336244,0.00000000000,0.00000000000, -1.3413770,54.23385
Banbury,0.9990599,0.0009401442,0.00000000000,0.00000000000, -1.3397750,52.06290
Stockton,0.9851354,0.0143812440,0.00000000000,0.00048340316, -1.3289821,54.57046
Newbury,0.9984889,0.0015111447,0.00000000000,0.00000000000, -1.3231139,51.40141
Isle of Wight,0.9943206,0.0052230649,0.00000000000,0.00045638431, -1.3047340,50.69385
Isle of Wight,0.9943206,0.0052230649,0.00000000000,0.00045638431, -1.3047340,50.69385
Abingdon,0.9954739,0.0045261195,0.00000000000,0.00000000000, -1.2879529,51.67078
Shetland Islands,0.9916778,0.0083221950,0.00000000000,0.00000000000, -1.2659409,60.52965
Rugby,0.9980651,0.0019348597,0.00000000000,0.00000000000, -1.2650320,52.37088
Oxford,0.9955715,0.0044284982,0.00000000000,0.00000000000, -1.2577263,51.75202
Middlesbrough,0.9854997,0.0140209315,0.00000000000,0.00047934809, -1.2349560,54.57423
Hartlepool,0.9860420,0.0134051962,0.00000000000,0.00055279160, -1.2129260,54.69174
Loughborough,0.9931271,0.0068728522,0.00000000000,0.00000000000, -1.2061660,52.77210
Mansfield,0.9914871,0.0085128562,0.00000000000,0.00000000000, -1.1986740,53.14720
Nottingham,0.9921007,0.0078993320,0.00000000000,0.00000000000, -1.1581086,52.95478
Bicester,0.9962243,0.0037757221,0.00000000000,0.00000000000, -1.1535899,51.89960
Leicester,0.9923797,0.0076203378,0.00000000000,0.00000000000, -1.1397592,52.63688
Doncaster,0.9850091,0.0149909098,0.00000000000,0.00000000000, -1.1284620,53.52282
Worksop,0.9900772,0.0099228225,0.00000000000,0.00000000000, -1.1227450,53.30930
Basingstoke,0.9946022,0.0053978409,0.00000000000,0.00000000000, -1.0923964,51.26654
Portsmouth,0.9921772,0.0078227518,0.00000000000,0.00000000000, -1.0879769,50.81977
York,0.9913539,0.0083917862,0.00000000000,0.00025429655, -1.0872979,53.95997
Selby,0.9896683,0.0097879282,0.00000000000,0.00054377379, -1.0671890,53.78352
Helmsley,0.9938235,0.0061764933,0.00000000000,0.00000000000, -1.0562636,54.24651
Towcester,0.9945513,0.0047675805,0.00000000000,0.00068108292, -0.9896880,52.13511
Reading,0.9968941,0.0027608421,0.00000000000,0.00034510526, -0.9781303,51.45426
Retford,0.9903712,0.0096288027,0.00000000000,0.00000000000, -0.9455030,53.32136
Petersfield,0.9924375,0.0075625364,0.00000000000,0.00000000000, -0.9389900,51.00759
Northampton,0.9946640,0.0046690012,0.00000000000,0.00066700017, -0.9026560,52.24048
Melton Mowbray,0.9924433,0.0075566751,0.00000000000,0.00000000000, -0.8871260,52.76640
Aylesbury,0.9930289,0.0069711324,0.00000000000,0.00000000000, -0.8084000,51.81561
Newark-on-Trent,0.9941470,0.0058530241,0.00000000000,0.00000000000, -0.8065700,53.07004
Malton,0.9908440,0.0091560216,0.00000000000,0.00000000000, -0.7978970,54.13684
Chichester,0.9934769,0.0065231089,0.00000000000,0.00000000000, -0.7749360,50.83761
Gainsborough,0.9902369,0.0097631378,0.00000000000,0.00000000000, -0.7744650,53.40058
Milton Keynes,0.9981295,0.0018705362,0.00000000000,0.00000000000, -0.7594171,52.04062
Aldershot,0.9964606,0.0035393590,0.00000000000,0.00000000000, -0.7557509,51.24837
High Wycombe,0.9970018,0.0029982011,0.00000000000,0.00000000000, -0.7482290,51.62861
Midhurst,0.9962768,0.0037232392,0.00000000000,0.00000000000, -0.7372740,50.98690
Kettering,0.9928560,0.0071439911,0.00000000000,0.00000000000, -0.7302490,52.39632
Wellingborough,0.9937148,0.0056866364,0.00000000000,0.00059859331, -0.6939640,52.30242
Corby,0.9937565,0.0062434964,0.00000000000,0.00000000000, -0.6842333,52.49230
Bognor Regis,0.9942765,0.0053195270,0.00040401471,0.00000000000, -0.6730610,50.78300
Scunthorpe,0.9915752,0.0084247818,0.00000000000,0.00000000000, -0.6544130,53.58865
Grantham,0.9900870,0.0099130435,0.00000000000,0.00000000000, -0.6435820,52.91252
Whitby,0.9883508,0.0111256545,0.00000000000,0.00052356021, -0.6133470,54.48633
Slough,0.9964396,0.0035604083,0.00000000000,0.00000000000, -0.5950406,51.51054
Guildford,0.9959095,0.0040905372,0.00000000000,0.00000000000, -0.5704090,51.23622
Woking,0.9951878,0.0048122287,0.00000000000,0.00000000000, -0.5600349,51.31677
Lincoln,0.9884306,0.0115694452,0.00000000000,0.00000000000, -0.5405790,53.23069
Bedford,0.9976517,0.0023483366,0.00000000000,0.00000000000, -0.4667782,52.13864
Heathrow,0.9947758,0.0052242055,0.00000000000,0.00000000000, -0.4542955,51.47002
Driffield,0.9902540,0.0097460130,0.00000000000,0.00000000000, -0.4433770,54.00600
Beverley,0.9895444,0.0104555639,0.00000000000,0.00000000000, -0.4350930,53.84196
Luton,0.9950450,0.0049549550,0.00000000000,0.00000000000, -0.4200255,51.87867
Scarborough,0.9880279,0.0119720652,0.00000000000,0.00000000000, -0.3997520,54.28311
Worthing,0.9976858,0.0020249611,0.00028928016,0.00000000000, -0.3728820,50.81787
Dorking,0.9928214,0.0071785947,0.00000000000,0.00000000000, -0.3323780,51.23220
Hull,0.9911332,0.0088667820,0.00000000000,0.00000000000, -0.3274198,53.76762
Horsham,0.9977810,0.0022189933,0.00000000000,0.00000000000, -0.3258580,51.06288
Biggleswade,0.9978098,0.0021901807,0.00000000000,0.00000000000, -0.2642200,52.08694
Peterborough,0.9905122,0.0094877965,0.00000000000,0.00000000000, -0.2405299,52.56950
Welwyn Garden City,0.9947364,0.0052636439,0.00000000000,0.00000000000, -0.2086610,51.80317
Bridlington,0.9901286,0.0098713730,0.00000000000,0.00000000000, -0.1988020,54.08535
Stevenage,0.9952995,0.0047004753,0.00000000000,0.00000000000, -0.1966120,51.90376
Crawley,0.9984212,0.0015787812,0.00000000000,0.00000000000, -0.1872275,51.10914
Huntingdon,0.9948409,0.0051590714,0.00000000000,0.00000000000, -0.1825520,52.33146
Hove,0.9982694,0.0017305953,0.00000000000,0.00000000000, -0.1687490,50.82793
Spalding,0.9919480,0.0080519620,0.00000000000,0.00000000000, -0.1537024,52.79010
Brighton,0.9983267,0.0016733057,0.00000000000,0.00000000000, -0.1371630,50.82253
London,0.9956511,0.0042298580,0.00007438203,0.00004462922, -0.1277583,51.50735
Grimsby,0.9927156,0.0072844051,0.00000000000,0.00000000000, -0.0807840,53.56747
Boston,0.9939360,0.0060640362,0.00000000000,0.00000000000, -0.0265770,52.97894
Royston,0.9977745,0.0022255193,0.00000000000,0.00000000000, -0.0240660,52.04814
Louth_Lincs,0.9929438,0.0070561671,0.00000000000,0.00000000000, -0.0077110,53.36596
Lewes,0.9983261,0.0016738513,0.00000000000,0.00000000000,  0.0087800,50.87387
Chatteris,0.9917589,0.0082411463,0.00000000000,0.00000000000,  0.0540120,52.45610
Uckfield,0.9993991,0.0006009027,0.00000000000,0.00000000000,  0.0959130,50.96641
Cambridge,0.9955051,0.0044949251,0.00000000000,0.00000000000,  0.1218170,52.20534
Bishop's Stortford,0.9986836,0.0013163668,0.00000000000,0.00000000000,  0.1536502,51.87216
Wisbech,0.9903019,0.0096980669,0.00000000000,0.00000000000,  0.1587970,52.66632
Sevenoaks,0.9963597,0.0029122679,0.00000000000,0.00072806698,  0.1908980,51.27241
Tunbridge Wells,0.9975701,0.0024298876,0.00000000000,0.00000000000,  0.2636950,51.13238
Eastbourne,0.9966296,0.0033704069,0.00000000000,0.00000000000,  0.2904720,50.76803
Brentwood,0.9925116,0.0068372358,0.00000000000,0.00065116531,  0.3071749,51.62047
Skegness,0.9929589,0.0070411136,0.00000000000,0.00000000000,  0.3378810,53.14640
Downham Market,0.9915314,0.0084685956,0.00000000000,0.00000000000,  0.3854720,52.60661
King's Lynn,0.9923922,0.0076077768,0.00000000000,0.00000000000,  0.4022963,52.75168
Bexhill,0.9934327,0.0065673457,0.00000000000,0.00000000000,  0.4662071,50.84991
Chelmsford,0.9926477,0.0066683765,0.00000000000,0.00068393605,  0.4685497,51.73559
Mildenhall,0.9935015,0.0064984709,0.00000000000,0.00000000000,  0.5156095,52.34757
Medway,0.9955330,0.0044670444,0.00000000000,0.00000000000,  0.5417861,51.40474
Braintree,0.9947866,0.0052134246,0.00000000000,0.00000000000,  0.5509269,51.88009
Gillingham,0.9956863,0.0043137047,0.00000000000,0.00000000000,  0.5514380,51.38632
Hastings,0.9921079,0.0078921282,0.00000000000,0.00000000000,  0.5734530,50.85426
Maldon,0.9917020,0.0082980379,0.00000000000,0.00000000000,  0.6714480,51.73181
Southend,0.9936424,0.0060474492,0.00000000000,0.00031012560,  0.7077123,51.54593
Bury St Edmunds,0.9928344,0.0071656051,0.00000000000,0.00000000000,  0.7104932,52.24292
Thetford,0.9937389,0.0062611418,0.00000000000,0.00000000000,  0.7516570,52.41286
Ashford,0.9947496,0.0052504296,0.00000000000,0.00000000000,  0.8750190,51.14647
Faversham,0.9962670,0.0037329974,0.00000000000,0.00000000000,  0.8893580,51.31599
Colchester,0.9964758,0.0035242291,0.00000000000,0.00000000000,  0.8918740,51.89593
New Romney,0.9920077,0.0079923274,0.00000000000,0.00000000000,  0.9394730,50.98512
Canterbury,0.9942420,0.0053151045,0.00000000000,0.00044292537,  1.0789089,51.28023
Ipswich,0.9966062,0.0033938128,0.00000000000,0.00000000000,  1.1482200,52.05674
Clacton,0.9964420,0.0035580154,0.00000000000,0.00000000000,  1.1530350,51.78953
Folkestone,0.9949290,0.0050710296,0.00000000000,0.00000000000,  1.1694560,51.08140
Sheringham,0.9935205,0.0064794816,0.00000000000,0.00000000000,  1.2109589,52.94442
Harwich,0.9966091,0.0033908621,0.00000000000,0.00000000000,  1.2602970,51.93473
Norwich,0.9939210,0.0060790274,0.00000000000,0.00000000000,  1.2973550,52.63089
Cromer,0.9935345,0.0064655172,0.00000000000,0.00000000000,  1.3018660,52.93145
Dover,0.9959598,0.0036728922,0.00000000000,0.00036728922,  1.3134027,51.12788
Felixstowe,0.9966038,0.0033961771,0.00000000000,0.00000000000,  1.3512550,51.96173
Margate,0.9966343,0.0029917167,0.00000000000,0.00037396459,  1.3868339,51.38965
Ramsgate,0.9965636,0.0030545427,0.00000000000,0.00038181783,  1.4198950,51.33555
Great Yarmouth,0.9948409,0.0051590714,0.00000000000,0.00000000000,  1.7280470,52.59823
Lowestoft,0.9947871,0.0052128584,0.00000000000,0.00000000000,  1.7534490,52.48114
Swaffham,0.9940814,0.0059186190,0.00000000000,0.00000000000,  0.6874810,52.64747
Dereham,0.9942263,0.0057737148,0.00000000000,0.00000000000,  0.9378270,52.68162
Ely,0.9950654,0.0049346267,0.00000000000,0.00000000000,  0.2623630,52.39954
March,0.9914186,0.0085813684,0.00000000000,0.00000000000,  0.0886220,52.55172
St Neots,0.9965517,0.0034482759,0.00000000000,0.00000000000, -0.2651030,52.23008
Banham,0.9942005,0.0057994721,0.00000000000,0.00000000000,  1.0402849,52.45125
Holt,0.9942687,0.0057312906,0.00000000000,0.00000000000,  1.0867470,52.90936
Cromer,0.9935345,0.0064655172,0.00000000000,0.00000000000,  1.3018660,52.93145
Hunstanton,0.9926056,0.0073943662,0.00000000000,0.00000000000,  0.4910320,52.93891
Horncastle,0.9914794,0.0085205971,0.00000000000,0.00000000000, -0.1124500,53.20731
Market Weighton,0.9893115,0.0106885409,0.00000000000,0.00000000000, -0.6677465,53.86484
Hawes,0.9897820,0.0102179837,0.00000000000,0.00000000000, -2.1968695,54.30383
Reeth,0.9807356,0.0192644483,0.00000000000,0.00000000000, -1.9428115,54.38946
Aysgarth,0.9901840,0.0098159509,0.00000000000,0.00000000000, -1.9967434,54.29159
Stanhope,0.9780784,0.0219216418,0.00000000000,0.00000000000, -2.0113020,54.74946
Keswick,0.9872699,0.0127300588,0.00000000000,0.00000000000, -3.1347060,54.60128
Oxenholme,0.9891909,0.0108091414,0.00000000000,0.00000000000, -2.7243328,54.30134
