index,placename,longitude,latitude,oursel,ourself,ourselfs,ourseln,ourselns,oursels,ourselves,oursen,oursens,us,ussel,usself,usselfs,ussels,usselves,ussen,ussens,wesels,weselves
232,Galashiels,-2.814449,55.62373,0.5366593280240558,0.28968281347908226,0.01,0.01,0.01,0.4256296384155759,0.34186242006215983,0.01,0.01,0.1847999104834177,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.09938389309612812,0.6065016170270487,0.01,0.20552633582113977,0.01,0.11886913364689723,0.47909220275140313,0.49773362822505796,0.01,0.3607682723700504,0.9860937306833386,0.09334599953656188,0.01,0.01,0.15253901692952332,0.01,0.019114133085019015,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.2617954234954322,0.30225558912759937,0.01,0.01,0.01,0.33154214388815867,0.5076611466601538,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
235,Hawick,-2.780914,55.42706,0.33992915331067725,0.4164932224242066,0.01,0.01,0.01,0.4509916363520804,0.3161420877572896,0.01,0.01,0.18394421576621406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.01,0.38480070496820307,0.01,0.01,0.01,0.01,0.6397441992383179,0.01,0.01,0.5523284260484177,0.01,0.7304324284466895,0.01,0.01,0.3255321426290246,0.01,0.01,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.49482444337947146,0.01,0.01,0.01,0.028143612245453524,0.5896343540405222,0.01,0.07647172415389343,0.568201882072231,0.01,0.01,0.01,0.01,0.7534972505437131,0.01,0.01,0.01,0.01
238,Penrith,-2.752708,54.6641,0.6127698079700629,0.5244584474253167,0.01,0.8219744773342346,0.01,0.25634361059038735,0.2266162424705111,0.4976544268947927,0.01,0.5959570929400213,0.01,0.01,0.01,0.01,0.11091981132971467,0.01,0.01,0.01,0.9769196359510424
239,Kendal,-2.74629,54.32801,0.09884818686965759,0.5380180822387055,0.01,0.20441849294667555,0.01,0.17386529059788258,0.40637171548466056,0.7425760702267256,0.01,0.17161130772611463,0.9807784171556256,0.09284283919930798,0.01,0.01,0.1517167901219077,0.38312492015203686,0.019011102706672625,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.01,0.4452186705602266,0.01,0.01,0.01,0.01,0.6973452562430287,0.01,0.01,0.18258574022878762,0.01,0.7243871762415565,0.01,0.01,0.01,0.01,0.01,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.01,0.44840914899791307,0.01,0.01,0.01,0.01,0.7052595780645572,0.01,0.01,0.18389416663978234,0.01,0.7295782021781532,0.01,0.01,0.01,0.01,0.01,0.01,0.01
242,Hereford,-2.715974,52.0564,0.01,0.8846662149411063,0.01,0.01,0.01,0.0419301948989545,0.5487634720762873,0.01,0.01,0.09406048035561233,0.01,0.01,0.01,0.17423494565577083,0.24946878355724203,0.09624610145285044,0.01,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.01,1.0,0.01,0.01,0.01,0.01,0.5003548569321175,0.01,0.07477894057936264,0.370416079248317,0.01,0.01,0.01,0.01,0.24560592710812532,0.01,0.01,0.01,0.01
244,Preston,-2.70309,53.7632,0.01,0.3490851116358589,0.01,0.20842474647791862,0.01,0.14890911247662317,0.6147454958028917,0.01,0.01,0.620364473035316,1.0,0.09466240037027253,0.01,0.01,0.04218823373501202,0.01,0.019383687868873678,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.01,0.48030398187976037,0.01,0.01,0.01,0.027317747146142917,0.6271074123831469,0.01,0.074227686412327,0.18384273155221498,0.01,0.01,0.01,0.01,0.5688558679345793,0.01,0.01,0.01,0.01
246,Wells,-2.6445979,51.20935,0.01,0.5154090499376593,0.01,0.01,0.01,0.01,0.7340184188532339,0.01,0.01,0.1849496885388239,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.01,0.4557375215697118,0.01,0.01,0.01,0.01,0.7008283669189515,0.01,0.01,0.01,0.01,0.7415017342866597,0.01,0.01,0.33046540504614413,0.01,0.01,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.01,0.3999517121847114,0.01,0.01,0.01,0.10425999219361506,0.6346619551953759,0.01,0.01,0.7654341513715218,0.01,0.01,0.5100185939798313,0.23631138756432046,0.01,0.01,0.01,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.01,0.40058889438366313,0.01,0.01,0.01,0.10442609377304257,0.6826943680242356,0.01,0.01,0.38332679481121884,0.01,0.01,0.5108311289917284,0.23668786653660204,0.01,0.01,0.01,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.26144351243537445,0.2371672886997753,0.01,0.01,0.01,0.38627922352579036,0.46150529726034645,0.01,0.01,0.18568418109998486,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
251,Bristol,-2.58791,51.45451,0.01,0.6047720667994566,0.01,0.01,0.01,0.02866415684156888,0.736419990846375,0.01,0.01,0.19290378753429452,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.12105490322494872,0.01,0.01,0.01,0.05163835185652508,0.601906083064131,0.01,0.01,0.5212729861454762,0.01,0.6893628413767723,0.01,0.01,0.4608429670699291,0.01,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.6810593278299549,0.01,0.01,0.01,0.04150274804896869,0.606597111832588,0.01,0.01,0.2793048243483382,0.01,0.01,0.01,0.1724587512245863,0.08230854225587743,0.0952649447234678,0.01,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.5774108336073344,0.41268743433927235,0.01,0.01,0.01,0.43332907911489066,0.21031198885731572,0.01,0.01,0.2733950789380257,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9461187130257289
255,Sedbergh,-2.5281740000000004,54.32363,0.0964254993830646,0.46121572630989033,0.01,0.19940836437908596,0.01,0.11533071623636024,0.4085279119539447,0.7243761435497303,0.01,0.532653078926241,0.9567403475297599,0.09056733782825581,0.01,0.01,0.14799833679894414,0.3737348445295249,0.018545156268074594,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.0964254993830646,0.46121572630989033,0.01,0.19940836437908596,0.01,0.11533071623636024,0.4085279119539447,0.7243761435497303,0.01,0.532653078926241,0.9567403475297599,0.09056733782825581,0.01,0.01,0.14799833679894414,0.3737348445295249,0.018545156268074594,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.01,0.5823474711458427,0.01,0.01,0.01,0.027601306617143585,0.5816642270986725,0.01,0.01,0.5572530715223751,0.01,0.01,0.01,0.01,0.49265196109267334,0.01,0.01,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.289837509609046,0.21246448225440323,0.01,0.01,0.01,0.4803437253992,0.36768280399861347,0.01,0.01,0.18297809414375205,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.45924669345460795,0.10820872125932285,0.01,0.01,0.01,0.38773183812361484,0.48731918905334776,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.743514520134621,0.01,0.01,0.01,0.0413687895777429,0.5808720968589821,0.01,0.01,0.27840331182122685,0.01,0.01,0.01,0.17190210589988877,0.08204287487220413,0.09495745794351991,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.2270544754083888,0.2353959178443407,0.01,0.01,0.01,0.456421614721587,0.40299578101920025,0.01,0.01,0.18429733071046037,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.3458471128289796,0.01,0.20649146700559437,0.01,0.11006048263155462,0.5976415640253361,0.01,0.01,0.17335158955681068,0.9907243285406656,0.09378434304488589,0.5040278694888563,0.9341426106100749,0.15325532494667615,0.01,0.01920389114853172,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.5406606085885304,0.01,0.01,0.01,0.027132871008266824,0.5538391170342455,0.01,0.07372534162108288,0.5477956503401876,0.01,0.01,0.01,0.01,0.5650060674620412,0.01,0.01,0.01,0.01
264,Telford,-2.4672611,52.67759,0.01,0.754488535933105,0.01,0.01,0.01,0.01,0.5612768874761433,0.01,0.07604414792614396,0.37668326010431635,0.01,0.01,0.01,0.01,0.5827766142349853,0.01,0.01,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.2603322317178496,0.23615919547036365,0.01,0.01,0.01,0.3571632280958689,0.480181025339197,0.01,0.01,0.18489491978658049,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.29044510404202667,0.27678281003647703,0.01,0.01,0.01,0.45410441926675466,0.3693069337916605,0.01,0.01,0.18336167621188781,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.32475493037290504,0.01,0.01,0.01,0.01,0.7207578739340172,0.01,0.01,0.18645640508526115,0.01,0.7397435780177573,0.01,0.01,0.3296818467661407,0.01,0.01,0.01,0.01
268,Crewe,-2.4438209,53.1004,0.01,0.4580546094902397,0.01,0.01,0.01,0.027913170131547343,0.6155608837265566,0.01,0.01,0.7513992041639371,0.01,0.01,0.01,0.01,0.49821837046942496,0.01,0.01,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.2533901226440293,0.01,0.01,0.01,0.01,0.7149146652689868,0.01,0.01,0.18185330953216441,0.01,0.7214813446938426,0.01,0.01,0.32154290918396433,0.01,0.01,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.32810010541507223,0.01,0.01,0.01,0.01,0.75516405521075,0.01,0.01,0.01,0.01,0.7473633907545401,0.01,0.01,0.3330777720701579,0.01,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,1.0,0.4921885971065712,0.01,0.7878111976547488,0.01,0.15188068200146496,0.22573635915252654,0.01,0.01,0.5411251410616871,0.01,0.01,0.01,0.33412158884389875,0.01,0.01,0.01,0.01,0.9363164546264647
272,Kelso,-2.432207,55.600030000000004,0.3878242298565763,0.3198299696100826,0.01,0.01,0.01,0.4911471444876716,0.303794529562392,0.01,0.01,0.18362876370667638,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.01,0.5103051423790295,0.01,0.01,0.01,0.01,0.6562606788826407,0.01,0.01,0.01,0.01,0.7264996443018494,0.01,0.01,0.3237794169841764,0.01,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.46965553484898376,0.01,0.2030573475347958,0.01,0.1450743729534396,0.46844676914569483,0.24587718394945715,0.01,0.17046861294947802,0.974247784709713,0.09222463385604193,0.01,0.6889552997530365,0.15070656541179092,0.38057383624703134,0.01888451496575472,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.06052746977071166,0.01,0.01,0.01,0.05163835185652508,0.6229263999533535,0.01,0.01,0.5212729861454762,0.01,0.6893628413767723,0.01,0.01,0.4608429670699291,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.5955228032564037,0.01,0.01,0.01,0.028225772935595608,0.7189317268682628,0.01,0.01,0.18995355542651857,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.01,0.5639867407051135,0.01,0.01,0.01,0.01,0.6701854386277637,0.01,0.01,0.49816943001112723,0.01,0.01,0.01,0.01,0.16515666302900167,0.01,0.01,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.01,0.31694235573597174,0.01,0.01,0.01,0.07725599043302821,0.7643848176993733,0.01,0.01,0.12997916916425753,0.01,0.01,0.5196407344465757,0.2407696982845078,0.1723664644935872,0.01,0.01,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.01,0.410267700456624,0.01,0.20576170718861694,0.01,0.09100402646653317,0.502903855875655,0.3322024260608594,0.01,0.2983672726547041,0.9872230177351624,0.21805674554369303,0.01,0.6981309485958793,0.15271370654710872,0.4499161357657989,0.04465071535042872,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.7609673263774345,0.01,0.01,0.01,0.04233985530604816,0.6040623790718233,0.01,0.01,0.28493838131481747,0.01,0.01,0.01,0.17593723105986434,0.08396869926429362,0.09718643137970552,0.01,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.5209898965013967,0.01,0.01,0.01,0.027779810711801217,0.5880585835173028,0.01,0.01,0.7478092800746,0.01,0.01,0.01,0.01,0.4958380563567843,0.01,0.01,0.01,0.01
282,Worcester,-2.221575,52.19364,0.01,0.6730735402633847,0.01,0.01,0.01,0.01412029858102624,0.6428843182765771,0.01,0.01,0.22172887640378383,0.01,0.01,0.01,0.1760246686365647,0.25203130058413736,0.09723473125345485,0.01,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.01,0.5284753931633196,0.01,0.01,0.01,0.028178946437366063,0.7400050494900469,0.01,0.01,0.18963842287559884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.3844810110962831,0.01,0.01,0.01,0.01,0.7056367379993254,0.01,0.01,0.01,0.01,0.7298255824398834,0.01,0.01,0.32526168930145044,0.01,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.12105490322494872,0.01,0.01,0.01,0.05163835185652508,0.601906083064131,0.01,0.01,0.5212729861454762,0.01,0.6893628413767723,0.01,0.01,0.4608429670699291,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.4629665253543693,0.01,0.01,0.01,0.028212495016280797,0.6265269619185613,0.01,0.01,0.7594567798214217,0.01,0.01,0.01,0.01,0.5035609795535972,0.01,0.01,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.42562928123426974,0.01,0.2026576115207993,0.01,0.01,0.39936467175951706,0.6952805840395121,0.01,0.2629328605472494,0.9723298933808212,0.21476716844779475,0.74200466040648,0.6875990314441645,0.505924157270327,0.854605456683352,0.04397712018066677,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.23362985765843805,0.15732849710061006,0.01,0.01,0.01,0.736214762435851,0.01,0.01,0.01,0.01,0.725692039673348,0.01,0.01,0.3234194914731031,0.01,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.2426102380907521,0.01,0.01,0.01,0.07526557397290588,0.6882463326697797,0.01,0.01,0.12663039742076618,0.9950975986389794,0.01,0.5062527568231557,0.9382661168457191,0.1679256302465842,0.01,0.01,0.01,0.01
290,Jersey,-2.13125,49.21444,0.01,0.12105490322494872,0.01,0.01,0.01,0.05163835185652508,0.601906083064131,0.01,0.01,0.5212729861454762,0.01,0.6893628413767723,0.01,0.01,0.4608429670699291,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.5495709533026873,0.01,0.01,0.01,0.02813163477449043,0.6541017671423397,0.01,0.01,0.6310667433204089,0.01,0.01,0.01,0.01,0.16737257538585218,0.01,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.5715612961377387,0.01,0.01,0.01,0.028132005243436942,0.5930405290955777,0.01,0.01,0.6941825524916629,0.01,0.01,0.01,0.01,0.5021243285649516,0.01,0.01,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.5260592814149404,0.01,0.01,0.01,0.028050116439933756,0.6662511267544807,0.01,0.01,0.3775428364852496,0.01,0.01,0.01,0.01,0.3337751343080403,0.01,0.01,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.8088536999913815,0.2722626719156249,0.01,0.8192880033915444,0.01,0.2136957585263272,0.3039694143662232,0.01,0.01,0.3751637729884216,0.01,0.01,0.01,0.6949426512763002,0.27639323027207435,0.01,0.01,0.01,0.9737267519644297
295,Aberdeen,-2.094278,57.149719999999995,0.4360207114474581,0.2434056584754919,0.01,0.01,0.01,0.47195212513081414,0.3844515513762566,0.01,0.01,0.1905683562725112,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.01,0.5486171815519534,0.01,0.01,0.01,0.01,0.7208496604065433,0.01,0.01,0.2519886102270586,0.01,0.01,0.01,0.01,0.1670821029122047,0.01,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.693023909102344,0.01,0.01,0.01,0.042231851934296225,0.6244047645076497,0.01,0.01,0.28421154118508407,0.01,0.01,0.01,0.17548843844983264,0.08375450621671197,0.0969385216454451,0.01,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.01,0.6103621251591587,0.01,0.01,0.01,0.01,0.6906325172630463,0.01,0.01,0.25031164336901485,0.01,0.01,0.01,0.01,0.16597018301668426,0.01,0.01,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.01,0.3555743968412011,0.01,0.13509951075831306,0.9621828110045203,0.01,0.30765281221048496,0.7361491297264712,0.024977995023767543,0.21652402328429363,0.9722898531098326,0.1840785606126447,0.7419741048636753,0.7448682811590941,0.49223025959571676,0.8862210173321231,0.4146243550143653,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.29100404127723967,0.2133196046547111,0.01,0.01,0.01,0.48227700231719484,0.3708010005027387,0.01,0.01,0.1837145403742359,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.585063881542616,0.12866375280800357,0.01,0.01,0.01,0.4665144836978851,0.3078606676590251,0.01,0.01,0.18467912269432601,0.01,0.01,0.01,0.3420943289333455,0.16326968233602812,0.01,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.30609681506205694,0.16195803152455657,0.01,0.01,0.01,0.7470776538433549,0.01,0.01,0.01,0.01,0.7470461893713731,0.01,0.01,0.33293640478978287,0.01,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.6148689919227256,0.01,0.01,0.01,0.02810190492229577,0.6987378464784266,0.01,0.01,0.25215992519964037,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.5589939946674458,0.01,0.01,0.01,0.04207938790277663,0.6663586260991975,0.01,0.01,0.2831854901030503,0.01,0.01,0.01,0.17485489590822764,0.08345213847551985,0.09658855740891083,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.01,0.7234099817371156,0.01,0.01,0.01,0.013817226684384181,0.5978504212401975,0.01,0.01,0.21696978503426387,0.01,0.01,0.01,0.17224655234013184,0.24662181127037472,0.09514772762167163,0.01,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.5214174336188511,0.01,0.01,0.01,0.0278026075074299,0.6341454060784198,0.01,0.01,0.37421146976407965,0.01,0.01,0.01,0.01,0.4962449532558653,0.01,0.01,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.3588385688788264,0.01,0.13633972391547994,0.9710156467054757,0.01,0.268897765555036,0.7429069768215433,0.3276947811661772,0.21851171325454297,0.9812154714310114,0.18576840132000713,0.7487854252153476,0.7517061700416261,0.49674893209778365,0.8943565239648554,0.4184306055143436,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.7655413346617388,0.01,0.01,0.01,0.028813826532026434,0.6798350978541776,0.01,0.01,0.2585480366231924,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.24266190276122118,0.163410759427899,0.01,0.01,0.01,0.7804136227081139,0.01,0.01,0.01,0.01,0.7537470292999003,0.01,0.01,0.3359227710769237,0.01,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.27167088461515126,0.01,0.13625120943225294,0.9703852438727197,0.01,0.2911022923554607,0.7424246667122764,0.3274820351419217,0.2183698510677766,0.9805784466674735,0.18564779674805612,0.7482992986994839,0.7512181473196421,0.551584929666184,0.8937758897720759,0.4181589519731026,0.01,0.01
311,Salisbury,-1.794472,51.06878,0.01,0.30514082099317735,0.16145220817087844,0.01,0.01,0.01,0.788889209653187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3318965859722346,0.01,0.01,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.2381120970204681,0.16034687835350775,0.01,0.01,0.01,0.7581488724867583,0.01,0.01,0.01,0.01,0.7396145984487387,0.01,0.01,0.3296243643847146,0.01,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.26453580930649545,0.01,0.01,0.01,0.01,0.3661661464598704,0.7112117069634558,0.30661645717261243,0.22149440879229387,0.01,0.1255361144334712,0.7590063827707033,0.7033541451979223,0.5315034469870417,0.8741872268268454,0.41128940864461816,0.01,0.01
314,Peterhead,-1.784066,57.50812,0.22810192733992,0.23648185067335514,0.01,0.01,0.01,0.4585271874088146,0.4067327782221415,0.01,0.01,0.18514753458634306,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.5867176963540924,0.01,0.01,0.01,0.04218134252191639,0.6552229315627401,0.01,0.01,0.17032297403478136,0.01,0.15016359245908448,0.01,0.17527855378933171,0.1505778100928822,0.09682258290392605,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.01,0.43141582396478545,0.01,0.1386975299678663,0.9878080128847069,0.01,0.23448792305026808,0.7557545205601219,0.33336180700560175,0.09526738536710783,0.01,0.18898100765655787,0.7617346285495563,1.0,0.6737860227572755,0.9098231771502674,0.5030607382056786,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.13134072978765846,0.01,0.01,0.01,0.01,0.6116156314608346,0.41542726603663377,0.3044671751338083,0.18852155499779927,0.01,0.01,0.5024573141940102,0.01,1.0,0.01,0.15315239944852418,0.01,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.5105262638577808,0.01,0.01,0.01,0.02756645651439973,0.6903855709909171,0.01,0.01,0.0742065996840435,0.01,0.14720292709848187,0.01,0.17182271516585182,0.14760897790715208,0.01,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.696535770595175,0.01,0.01,0.01,0.01,0.6965851283321356,0.01,0.01,0.1249726456565755,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.6010385681474625,0.4608326913313083,0.01,0.01,0.01,0.23772131916318415,0.27031266405642956,0.01,0.01,0.3691880322352001,0.01,0.01,0.01,0.6838733598857593,0.27199074152190833,0.01,0.01,0.01,0.9582168891973883
321,Otley,-1.691786,53.90583,0.01,0.5743846717144231,0.01,0.1348648719243135,0.9605117061159734,0.01,0.22572491806091943,0.832853347934153,0.32414995001485847,0.09263484165201727,0.01,0.1837588556885926,0.7406854552020602,0.28599023583514355,0.4913753613542461,0.9605117061159731,0.444006365100559,0.01,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.3277373168445931,0.6702885537984625,0.01,0.8133146470068852,0.01,0.04611689629908366,0.4714939180880389,0.01,0.01,0.6827855652598178,0.01,0.01,0.01,0.34493795327728427,0.01,0.01,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.28396187440063375,0.01,0.01,0.01,0.027952966702104017,0.6246047552193389,0.4145371666203369,0.01,0.6897646153221869,0.01,0.24877809199024234,0.5013807431582545,0.01,0.01,0.01,0.20376567105379084,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.8306783174638801,0.4138212163970335,0.01,0.841394160875918,0.01,0.21946173101972402,0.2765448544692114,0.01,0.01,0.3852865007883919,0.01,0.01,0.01,0.7136937029554739,0.28385091578768806,0.01,0.01,0.01,1.0
325,Durham,-1.5848520000000001,54.77525,0.9500940482181197,0.5168491900853333,0.01,0.82728365070158,0.01,0.17825409444624138,0.27271837711894786,0.01,0.01,0.37882509501425393,0.01,0.01,0.01,0.350862400305877,0.11163624781826911,0.01,0.01,0.01,0.983229607679178
326,Ashington,-1.5659829,55.18298000000001,0.8006602774066655,0.4635481658763441,0.01,0.8109888847370256,0.01,0.266713113598365,0.18445295846048151,0.01,0.01,0.37136348706452293,0.01,0.01,0.01,0.6879031102392619,0.2735934575378976,0.01,0.01,0.01,0.963863219460378
327,Darlington,-1.559458,54.52361,0.38016905784706817,0.47981721201612354,0.01,0.820373510257955,0.01,0.07442743997259528,0.4942675295735074,0.01,0.01,0.688711549689965,0.01,0.01,0.5006152837282558,0.01,0.19373159818785302,0.01,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.5308077863802776,0.01,0.14040939955814527,1.0,0.01,0.2517400903898825,0.6120659162122677,0.3374763138760957,0.09644321986101065,0.01,0.19131349937593087,0.7711363125361317,0.29774778799063667,0.6821022040402475,1.0,0.5406094269056317,0.01,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.5216516036570089,0.01,0.13798740396688658,0.9827504739790893,0.01,0.286239665311076,0.6015080692640516,0.331655007418449,0.09477962003047773,0.01,0.18801343219029426,0.7578345766473704,0.2926117797740236,0.50275219572829,0.9827504739790891,0.45428646311534054,0.01,0.01
330,Leamington Spa,-1.5200789,52.28519,0.01,0.4837721508226206,0.01,0.01,0.01,0.01,0.7689804687138125,0.01,0.01,0.25250484151807284,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.48663727840272053,0.01,0.01,0.01,0.01,0.7298540856941756,0.01,0.01,0.6350007480935405,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
332,Blyth,-1.510277,55.12696,0.8024088304930423,0.4645605035668722,0.01,0.8127599943542249,0.01,0.2119930510081871,0.23076841366201614,0.01,0.01,0.3721745036589487,0.01,0.01,0.01,0.6894054142007285,0.2741909552508352,0.01,0.01,0.01,0.9659681896391055
333,Wakefield,-1.505924,53.6833,0.01,0.49399721252954587,0.01,0.13764144854692764,0.9802865689909074,0.01,0.20672852684813733,1.0,0.3308234978452964,0.09454199309998586,0.01,0.18754205390487538,0.7559345700403444,0.2918781575139733,0.6686556292997499,0.5159402970249708,0.7296442770902681,0.01,0.01
334,Andover,-1.4919233,51.2112,0.01,0.368159603738133,0.1633019626480749,0.01,0.01,0.028211806023469867,0.70842155531706,0.01,0.01,0.07594382216991043,0.01,0.5272716470726097,0.01,0.17584520204837475,0.15106460063354263,0.01,0.01,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.09861699341026835,0.4554325075511829,0.01,0.01,0.01,0.01,0.7226817675399606,0.01,0.01,0.0933872297196351,0.01,0.01,0.01,0.17298783541852011,0.08256105567386345,0.0955572069376568,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.4277692288736109,0.12187311740087972,0.01,0.01,0.01,0.2671568792362529,0.7493664129114965,0.30511755988974487,0.3778485158318439,0.01,0.01,0.7552959733057161,0.3499579065948249,0.4175567286749812,0.193314171595043,0.8441375568658165,0.01,0.01
337,Derby,-1.4746186000000001,52.92253,0.01,0.44194549478962886,0.01,0.01,0.01,0.01,0.506144936218167,0.6709736634700174,0.01,0.5709167185589106,0.01,0.25167156925171197,0.5072121801954197,0.01,0.6729754858812866,0.01,0.20613561983483292,0.01,0.01
