index,placename,longitude,latitude,oursel,ourself,ourselfs,ourseln,ourselns,oursels,ourselves,oursen,oursens,us,ussel,usself,usselfs,ussels,usselves,ussen,ussens,wesels,weselves
118,Launceston,-4.360451599999999,50.636829999999996,0.01,0.6819982716830246,0.01,0.01,0.01,0.0727299386860141,0.5181192756036959,0.01,0.01,0.5506394611466283,0.01,0.01,0.01,0.01,0.32453669800337254,0.01,0.01,0.01,0.01
119,Carmarthen,-4.312131,51.857620000000004,0.01,0.7123610781587338,0.01,0.01,0.01,0.01,0.6949531043484254,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
120,Llangefni,-4.311401999999999,53.25578,0.01,0.3341230669456687,0.01,0.01,0.01,0.028505350020780366,0.7532920019439151,0.01,0.01,0.38367011273744217,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
121,Caernarfon,-4.273911,53.13955,0.01,0.3332451085403123,0.01,0.01,0.01,0.02843044794389851,0.7733890790591208,0.01,0.01,0.19133097547530875,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
122,Cumnock,-4.265828900000001,55.45355,0.7658639065739652,0.2687620522995166,0.955610575549284,0.01,0.01,0.3439372219435871,0.29856076691690264,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
123,Aberaeron,-4.2581619,52.24279,0.01,0.8874086871021698,0.01,0.01,0.01,0.01,0.6055364613109521,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
124,Alness,-4.256825,57.69595,0.29120709624921964,0.2775089587695686,0.01,0.01,0.01,0.4552957770273698,0.34169005634387284,0.16204678977025397,0.09897025151887692,0.18384273155221498,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
125,Glasgow,-4.251806,55.86424,0.579764622423988,0.38249513627402276,1.0,0.01,0.01,0.3551147321693346,0.3508726978160841,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
126,Dalwhinnie,-4.242783,56.9366,0.2905230269572366,0.39342846271843934,0.01,0.01,0.01,0.296920526660608,0.3601728802638426,0.15315738434882398,0.09354103757604267,0.1737576655236453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
127,Inverness,-4.224721,57.47776999999999,0.2982150979052828,0.2841873099075681,0.01,0.01,0.01,0.46625263075965556,0.35970916208344894,0.165946503017962,0.1013520055883303,0.18826697183951377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
128,Saltash,-4.21643,50.409209999999995,0.01,0.6824385653459795,0.01,0.01,0.01,0.07277689266293769,0.5187165699362514,0.01,0.01,0.5509949504130709,0.01,0.01,0.01,0.01,0.32474621679170396,0.01,0.01,0.01,0.01
129,Bideford,-4.206666,51.01668,0.01,0.7507223166614696,0.01,0.01,0.01,0.01829916325381203,0.6134441724703041,0.01,0.01,0.18472432448190176,0.01,0.01,0.01,0.01,0.16330964398080336,0.01,0.01,0.01,0.01
130,Invergordon,-4.1728819999999995,57.688109999999995,0.29137760859937173,0.27767145036183244,0.01,0.01,0.01,0.45556236927033095,0.34212848090740533,0.16214167406158558,0.0990282022020814,0.18395037816048487,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
131,Llanelli,-4.160248,51.680890000000005,0.01,0.716455440239961,0.01,0.01,0.01,0.01,0.701287068843923,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
132,Plymouth,-4.1426565,50.37546,0.01,0.706672617848476,0.01,0.01,0.01,0.07536127040376489,0.551592042450339,0.01,0.01,0.5705613132110927,0.01,0.01,0.01,0.01,0.3362782685650786,0.01,0.01,0.01,0.01
133,Tavistock,-4.141654,50.551120000000004,0.01,0.6863897825584113,0.01,0.01,0.01,0.07319825998530073,0.5240767189600728,0.01,0.01,0.5541851287567163,0.01,0.01,0.01,0.01,0.3266264488105509,0.01,0.01,0.01,0.01
134,Porthmadog,-4.1333839999999995,52.92784,0.01,0.3317952417033731,0.01,0.01,0.01,0.02830675411441144,0.7682532068838384,0.01,0.01,0.19049854184279127,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
135,Bangor,-4.129263,53.22739,0.01,0.27016378149159725,0.01,0.01,0.01,0.0288109154837545,0.7891864123589912,0.01,0.01,0.3877828963216637,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
136,Tywyn,-4.087249,52.58701,0.01,0.5339482987639365,0.01,0.01,0.01,0.026796015994705377,0.629171707495086,0.01,0.07281004036365142,0.3606631689679032,0.01,0.01,0.01,0.01,0.07971306989393542,0.01,0.01,0.01,0.01
137,Aberystwyth,-4.08292,52.4153,0.01,0.7476032587781716,0.01,0.01,0.01,0.027730857238204443,0.6427466204674883,0.01,0.0753501877007116,0.01,0.01,0.01,0.01,0.01,0.08249404544632717,0.01,0.01,0.01,0.01
138,Lampeter,-4.0785089999999995,52.1129,0.01,0.636289942262944,0.01,0.01,0.01,0.01,0.6978024142793876,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
139,Barnstaple,-4.058338,51.07816,0.01,0.5853519922894364,0.01,0.01,0.01,0.01,0.722288038809662,0.01,0.01,0.18670937788338818,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
140,Tain,-4.05523,57.8115,0.2870942879808762,0.27358961355144906,0.01,0.01,0.01,0.44886549335496423,0.36035003771011226,0.01,0.01,0.18124626355352413,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
141,Okehampton,-4.004263,50.73831,0.01,0.6780855651082363,0.01,0.01,0.01,0.07231267823082488,0.5348884984717459,0.01,0.01,0.5474803759562077,0.01,0.01,0.01,0.01,0.16133740069664532,0.01,0.01,0.01,0.01
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.6431723097145742,0.01,0.01,0.01,0.01,0.7097531265960066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
143,Motherwell,-3.9810968,55.78321,0.49975510868316025,0.4396126702803385,0.976929431130825,0.01,0.01,0.35629830349631086,0.3181195241703841,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
144,Golspie,-3.976086,57.97341,0.27523234016903536,0.26228564181229286,0.01,0.01,0.01,0.40450042674898956,0.3076222772232596,0.01,0.01,0.1737576655236453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9446532770671779,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.6950338272531464,0.4367077127662052,0.4852369367920881,0.01,0.01,0.2980580104218524,0.3588260551119591,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
146,Swansea,-3.9436459999999998,51.62144,0.01,0.7964876420179423,0.01,0.01,0.01,0.01,0.6993655603660406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
147,Stirling,-3.9369029,56.116519999999994,0.14944917090615784,0.33961503885327565,0.48690944893326743,0.01,0.01,0.42526198929080533,0.41853526370904093,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
148,Tregaron,-3.934385,52.22,0.01,0.8264167848595575,0.01,0.01,0.01,0.01,0.6305558369825519,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
149,Tregaron,-3.934385,52.22,0.01,0.8264167848595575,0.01,0.01,0.01,0.01,0.6305558369825519,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.594499599104609,0.4770199905425288,0.47113681641735267,0.01,0.01,0.30296245866174754,0.32552648513965204,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
151,Dolgellau,-3.8844,52.74215,0.01,0.6083245063648,0.01,0.01,0.01,0.02731502894134414,0.6270045103072464,0.01,0.07422030059003365,0.18382443860175857,0.01,0.01,0.01,0.01,0.08125703514148615,0.01,0.01,0.01,0.01
152,Aberfeldy,-3.866969,56.62175,0.404439930171867,0.5016330222602817,0.01,0.01,0.01,0.2777205571112738,0.43432820813267387,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
153,Machynlleth,-3.853485,52.59027,0.01,0.4841249896982528,0.01,0.01,0.01,0.027535071684664267,0.6577518953539249,0.01,0.0748181999584343,0.37061054966070633,0.01,0.01,0.01,0.01,0.08191162060668876,0.01,0.01,0.01,0.01
154,Brora,-3.8525480000000005,58.012159999999994,0.285274194489448,0.271855135730767,0.01,0.01,0.01,0.4192586283304733,0.33369772570849676,0.01,0.01,0.18009721545869956,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9791189600816926,0.01
155,Llandudno,-3.827609,53.324059999999996,0.01,0.4024048626399489,0.01,0.01,0.01,0.028608948304769954,0.73421759542813,0.01,0.01,0.38506450239653117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
156,Llandudno,-3.827609,53.324059999999996,0.01,0.4024048626399489,0.01,0.01,0.01,0.028608948304769954,0.73421759542813,0.01,0.01,0.38506450239653117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
157,Aviemore,-3.823812,57.19449,0.19328978955521695,0.2762964028051095,0.01,0.01,0.01,0.3717112431526386,0.4565151481090603,0.01,0.01,0.1830394436091717,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.6830107462066354,0.408693660395282,0.46575366890945025,0.01,0.01,0.2726798771878677,0.295320052308553,0.4772998750033312,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
159,Falkirk,-3.7839131,56.00188000000001,0.39856641281181526,0.37251397939680636,0.48695256289772076,0.01,0.01,0.3832370424320086,0.3843637638460467,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
160,Kingsbridge,-3.777493,50.28395,0.01,0.6195032642741655,0.01,0.01,0.01,0.07289966545810866,0.5425346806375329,0.01,0.01,0.5519244650943395,0.01,0.01,0.01,0.01,0.32529405552592106,0.01,0.01,0.01,0.01
161,Pitlochry,-3.729711,56.70436,0.3993403869773759,0.4953079809526336,0.01,0.01,0.01,0.2202741232463118,0.4456781560189873,0.01,0.01,0.18151822830928055,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.4010539901690631,0.01,0.01,0.01,0.02851290811173559,0.7303863045251113,0.01,0.01,0.38377184148684373,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
163,Totnes,-3.685797,50.43374,0.01,0.6846733836165244,0.01,0.01,0.01,0.0730152190671821,0.4994568018417859,0.01,0.01,0.5527993232089384,0.01,0.7310551712574634,0.01,0.01,0.16290484523326335,0.01,0.01,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.2862128727743937,0.27274965937675655,0.01,0.01,0.01,0.4474874204079515,0.3579939715265064,0.01,0.01,0.18068981495979644,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.8045122625248311,0.357457792211454,0.9628614350102538,0.01,0.01,0.33730565483654135,0.2738203957380573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
166,Whitehaven,-3.589233,54.5497,0.29375553722637826,0.40375606845117157,0.01,0.20249592604977837,0.01,0.2549005154844865,0.42115626851973614,0.4903947300518281,0.01,0.16999729416691314,0.01,0.09196964731394808,0.01,0.01,0.15028988556847295,0.01,0.01883230226542832,0.01,0.01
167,Dartmouth,-3.578807,50.35252,0.01,0.6795295174080896,0.01,0.01,0.01,0.07246666478268915,0.4926462001342331,0.01,0.01,0.5486462104594985,0.01,0.7255628444313942,0.01,0.01,0.16168096133674112,0.01,0.01,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.01,0.5905213050755208,0.01,0.01,0.01,0.01,0.7550481267482695,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
169,Paignton,-3.564235,50.43508,0.01,0.6514120054368271,0.01,0.01,0.01,0.05557451603800538,0.543080319660165,0.01,0.01,0.5610073305439958,0.01,0.7419099352849963,0.01,0.01,0.16532366904228893,0.01,0.01,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.39146524451287396,0.4681073236241989,0.01,0.20238797255376956,0.01,0.25476462434673475,0.3758686738516859,0.49013329355497537,0.01,0.16990666615984476,0.01,0.09192061696974353,0.01,0.01,0.15020976386489907,0.01,0.018822262493729664,0.01,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.6634894916427744,0.01,0.01,0.01,0.02695471268585909,0.5694744663583086,0.01,0.07324125045438891,0.36279916006253193,0.01,0.01,0.01,0.01,0.24055549705625306,0.01,0.01,0.01,0.01
172,Exeter,-3.533899,50.71841,0.01,0.5318036089069169,0.01,0.01,0.01,0.05671282014216647,0.6087135004854788,0.01,0.01,0.5724981538988222,0.01,0.7571060932447933,0.01,0.01,0.16870990835487445,0.01,0.01,0.01,0.01
173,Torquay,-3.525315,50.46192,0.01,0.6520712951747935,0.01,0.01,0.01,0.05563076263433842,0.5440419575245053,0.01,0.01,0.5615751223145873,0.01,0.7426608173730547,0.01,0.01,0.16549099202303358,0.01,0.01,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.2903774060456271,0.2767182964970283,0.01,0.01,0.01,0.4812384883511276,0.3025951341977812,0.01,0.01,0.18331893760853987,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9966342183436794,0.01
175,Livingston,-3.518068,55.90071,0.49787287736711283,0.3722633969932849,0.4866250000400545,0.01,0.01,0.38297924684708434,0.36101696036524383,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.40081383821267474,0.01,0.01,0.01,0.028495834523557424,0.7297051950749722,0.01,0.01,0.38354203811672644,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.01,0.3859651289084797,0.01,0.01,0.01,0.05488033558026432,0.6205720060790394,0.01,0.01,0.5539997962769084,0.01,0.7326427492581027,0.01,0.01,0.1632586135378429,0.01,0.01,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.01,0.3859651289084797,0.01,0.01,0.01,0.05488033558026432,0.6205720060790394,0.01,0.01,0.5539997962769084,0.01,0.7326427492581027,0.01,0.01,0.1632586135378429,0.01,0.01,0.01,0.01
179,Minehead,-3.481152,51.20428,0.01,0.6372838347112493,0.01,0.01,0.01,0.01,0.6995282336005494,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.5464869920861983,0.3386895525931229,0.4855825701046741,0.01,0.01,0.3122517370662949,0.4162854114778387,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
181,Perth,-3.4308381000000003,56.39499,0.3093367409306932,0.4403885190900372,0.01,0.01,0.01,0.2794936271441935,0.48446295514915433,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.33195098786898125,0.01,0.01,0.01,0.01,0.7688049074800409,0.01,0.01,0.3811759364692625,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.9587349764318741,0.01,0.01,0.01,0.01,0.5917955630226095,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
184,Braemar,-3.3979439,57.00646999999999,0.18348822494447464,0.26228564181229286,0.01,0.01,0.01,0.37868125004615166,0.39170329253685204,0.01,0.01,0.1737576655236453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.6432752277129704,0.01,0.01,0.01,0.01,0.7099318359427074,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.5937904032015174,0.01,0.01,0.01,0.01,0.7614815419509409,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.8584526569399726,0.01,0.01,0.01,0.01,0.5314829635655209,0.01,0.07370442819448682,0.3650935023085294,0.01,0.01,0.01,0.01,0.24207677025685237,0.01,0.01,0.01,0.01
188,Corwen,-3.369242,52.98005,0.01,0.32040814090663594,0.01,0.01,0.01,0.02733527905793438,0.7501712927710156,0.01,0.01,0.1839607176561141,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.3872062326163217,0.590742630448731,0.01,0.20018605860378863,0.01,0.2519928698139317,0.32299257888934424,0.4848008060419535,0.01,0.16805813803986117,0.01,0.09092055117412043,0.01,0.01,0.14857553150264943,0.01,0.018617482526658572,0.01,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.8006916970409851,0.29107656026418705,0.01,0.01,0.01,0.36329591019839436,0.36044149791934027,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.30645110648569307,0.43628037378519763,0.01,0.01,0.01,0.2768863828989132,0.4761463553942678,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
192,Elgin,-3.318485,57.64945,0.29689898189015346,0.28293310288554574,0.01,0.01,0.01,0.46419491282803743,0.3865584665985169,0.01,0.01,0.18743609111449905,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
193,Newtown,-3.313106,52.51211,0.01,0.7282628540737202,0.01,0.01,0.01,0.027013463359177252,0.5496103145056966,0.01,0.07340088757718104,0.3635899195553652,0.01,0.01,0.01,0.01,0.24107981343785015,0.01,0.01,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.3316109148012557,0.01,0.01,0.01,0.028291028463048505,0.7676002645696745,0.01,0.01,0.19039271149424414,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.3316109148012557,0.01,0.01,0.01,0.028291028463048505,0.7676002645696745,0.01,0.01,0.19039271149424414,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.38468083833624717,0.01,0.01,0.01,0.05469772245719276,0.6171525592711138,0.01,0.01,0.5521563740035301,0.01,0.7302048964439178,0.01,0.01,0.1627153740519459,0.01,0.01,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.09872518781656249,0.40708229641284405,0.01,0.20416413035426179,0.01,0.1736489460518987,0.4958386514002545,0.49443470564801534,0.01,0.35837714078618227,0.9795580122050995,0.09272731273726743,0.01,0.01,0.15152800546014925,0.01,0.018987446758038002,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.436763928710753,0.2668069911061519,0.47432957206125514,0.01,0.01,0.4415896708170176,0.330491056476506,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.7135388172132324,0.3138344253833466,0.4981561707797168,0.01,0.01,0.33468058897877545,0.40257268571687393,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
200,Cardiff,-3.17909,51.48158,0.01,0.6705693135290332,0.01,0.01,0.01,0.01,0.7573259586519802,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.41982091719258025,0.01,0.01,0.01,0.02755121035749645,0.7256672036457257,0.01,0.07486205190350459,0.01,0.01,0.01,0.01,0.01,0.0819596301002272,0.01,0.01,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.3992220274108245,0.17558904459470684,0.01,0.01,0.01,0.355779579170934,0.5228693490315232,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
203,Welshpool,-3.146407,52.66035,0.01,0.608921818833754,0.01,0.01,0.01,0.02734185003515158,0.5835000551903752,0.01,0.07429317869752149,0.552014805839984,0.01,0.01,0.01,0.01,0.24401047795601055,0.01,0.01,0.01,0.01
204,Mold,-3.1419029999999997,53.1672,0.01,0.4037695005996877,0.01,0.01,0.01,0.028705967154365283,0.7614584660894826,0.01,0.01,0.1931851622051421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.01,0.4037695005996877,0.01,0.01,0.01,0.028705967154365283,0.7614584660894826,0.01,0.01,0.1931851622051421,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
206,Taunton,-3.106849,51.01534,0.01,0.45731829174239547,0.01,0.01,0.01,0.01,0.7273596562223958,0.01,0.01,0.1875478373646834,0.01,0.7440737055839017,0.01,0.01,0.01,0.01,0.01,0.01,0.01
207,Wick,-3.093716,58.43894,0.28977088502058174,0.21241564330766874,0.01,0.01,0.01,0.4530502929174686,0.3453741769452254,0.01,0.01,0.18293603319644147,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9945525150323339,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.27523234016903536,0.20175820835805577,0.01,0.01,0.01,0.5077771320111903,0.2445614526772409,0.01,0.01,0.1737576655236453,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9446532770671779,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.6434693171949621,0.2721306398990661,0.483793956945918,0.01,0.01,0.394681105500291,0.3452076897425333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
210,Oswestry,-3.056412,52.85715,0.01,0.49352101761940603,0.01,0.01,0.01,0.028069479756681615,0.6327135489125763,0.01,0.07627029169255041,0.5667051938021128,0.01,0.01,0.01,0.01,0.25050415991902186,0.01,0.01,0.01,0.01
211,Blackpool,-3.0356748,53.81751,0.01,0.3471218370506286,0.01,0.20725255381185032,0.01,0.14807163913190052,0.5630749280638556,0.5019140985292211,0.01,0.8066833476503259,0.01,0.09413001362953485,0.01,0.01,0.041950964701395636,0.01,0.01927467290234398,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.2733196199732853,0.01,0.01,0.01,0.01,0.7557002827230388,0.01,0.01,0.9807816637640157,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
213,Cupar,-3.010137,56.32023,0.258390210647008,0.29832410475761656,0.01,0.01,0.01,0.3272297248508497,0.4957631372538365,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
214,Southport,-3.010113,53.64571,0.01,0.1333468906998446,0.01,0.01,0.01,0.08532259218529961,0.7275122690994366,0.01,0.01,0.9570053650988248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.01,0.6577019593744352,0.01,0.01,0.01,0.01,0.7349827680481097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
216,Langholm,-2.998913,55.153059999999996,0.5723101117317783,0.47197137204990125,0.01,0.01,0.01,0.3758135001335721,0.22671258223563803,0.01,0.01,0.2709799661991523,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9377609058362553
217,Newport,-2.997664,51.58415,0.01,0.5942052172088677,0.01,0.01,0.01,0.01,0.739369103323206,0.01,0.01,0.18953328578622725,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
218,Axminster,-2.9949369999999997,50.78273,0.01,0.32141888615073866,0.01,0.01,0.01,0.01,0.6421979276350966,0.01,0.01,0.5536230852977084,0.01,0.7321445639350546,0.01,0.01,0.4894427911056226,0.01,0.01,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.3332229615434295,0.01,0.01,0.01,0.0284285618228258,0.796455393166705,0.01,0.01,0.19131828227450448,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.01,0.3483441193786535,0.01,0.01,0.01,0.01,0.7542896525982011,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.7200469884916004,0.01,0.01,0.01,0.01,0.6841102743870145,0.01,0.01,0.18791424419526162,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.2672005817327826,0.30849610802416716,0.01,0.01,0.01,0.31018838300394835,0.5495047135987333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.2903910712114842,0.21287026886020388,0.01,0.01,0.01,0.5357435293064223,0.28045062947298305,0.01,0.01,0.1833275646009815,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9966811199675971,0.01
224,Ambleside,-2.961333,54.428740000000005,0.09825207170349122,0.5347735033683096,0.01,0.20318572411449587,0.01,0.17281677630664943,0.44648887192545367,0.49206524926836914,0.01,0.3566597067289547,0.9748637220293909,0.09228293996120024,0.01,0.01,0.15080184486678627,0.01,0.01889645410250614,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.29072571130148883,0.21311557573425302,0.01,0.01,0.01,0.5363609080092816,0.2812429093359534,0.01,0.01,0.18353882713210012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9978296727047745,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.3201105040324156,0.01,0.01,0.01,0.05461977138647602,0.5934589614492273,0.01,0.01,0.5513694823630175,0.01,0.7291642634712204,0.01,0.01,0.48745044335190524,0.01,0.01,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.6163540807266303,0.5385162981994409,0.01,0.8267824503893411,0.01,0.3375399798896287,0.20360582487152382,0.5005653555686664,0.01,0.37859558817492,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9826339292973394
228,Chester,-2.893075,53.19339,0.01,0.342042861135687,0.01,0.01,0.01,0.02918101874231682,0.8045534119539891,0.01,0.01,0.19638216015266716,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
229,Forfar,-2.889062,56.64356,0.2604842641320846,0.2362971109808413,0.01,0.01,0.01,0.4398422265974125,0.41355718389018414,0.01,0.01,0.18500289727691832,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.09806915700919111,0.5984782891230006,0.01,0.20280745570785397,0.01,0.11729662994675186,0.4673693209994107,0.49114917734148644,0.01,0.3559957176639468,0.9730488300214398,0.0921111379273148,0.01,0.01,0.1505210988949665,0.01,0.01886127480230831,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.5378808329672078,0.29034216843693555,0.01,0.01,0.01,0.4265984256519608,0.3435670790047543,0.01,0.01,0.18522053860327298,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
