index,placename,longitude,latitude,oursel,ourself,ourselfs,ourseln,ourselns,oursels,ourselves,oursen,oursens,us,ussel,usself,usselfs,ussels,usselves,ussen,ussens,wesels,weselves
233,Lancaster,-2.8007399,54.046569999999996,0.07700416240159076,0.4501620653378694,0.01,0.15721683773024717,0.01,0.13543778155421646,0.22453414582704917,0.45657246680534364,0.01,0.216946997493666,0.7557252860721398,0.07464660128557545,0.01,0.01,0.10729110090099472,0.01,0.01702766087400639,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.16070501886027783,0.1777380722625273,0.01,0.01,0.01,0.29928067116303114,0.17578242550530884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
235,Hawick,-2.780914,55.42706,0.170086451399881,0.199630999754072,0.01,0.01,0.01,0.33183510900548396,0.09797721456684133,0.01,0.01,0.07143228695577267,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.01,0.18761439448171102,0.01,0.01,0.01,0.01,0.1645907998584696,0.01,0.01,0.21818056789395535,0.01,0.3836964134909239,0.01,0.01,0.15040767588074036,0.01,0.01,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.41331543567204704,0.01,0.01,0.01,0.036086446715272426,0.29564244421302993,0.01,0.07830319676283187,0.38452229307194424,0.01,0.01,0.01,0.01,0.5964279381719592,0.01,0.01,0.01,0.01
238,Penrith,-2.752708,54.6641,0.47335004674741565,0.38809217461717144,0.01,0.6268689789605365,0.01,0.291192443239433,0.14772041146867135,0.4551216291341313,0.01,0.35729518992240583,0.01,0.01,0.01,0.01,0.07778193623179393,0.01,0.01,0.01,0.6268689789605364
239,Kendal,-2.74629,54.32801,0.06911435397853351,0.3603588172302424,0.01,0.14110847823532063,0.01,0.17876602110675965,0.17860447579743421,0.6146884223990078,0.01,0.09312634477363171,0.6782940467519373,0.06699834740932313,0.01,0.01,0.0962981077275469,0.2172513479570694,0.015283015156180586,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.01,0.18536473170742485,0.01,0.01,0.01,0.01,0.14401827560920863,0.01,0.01,0.061589825079416814,0.01,0.3249390366793212,0.01,0.01,0.01,0.01,0.01,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.01,0.21382035075303138,0.01,0.01,0.01,0.01,0.17273463848756557,0.01,0.01,0.0710445718556895,0.01,0.3748209174212702,0.01,0.01,0.01,0.01,0.01,0.01,0.01
242,Hereford,-2.715974,52.0564,0.01,0.6496358341622016,0.01,0.01,0.01,0.047266257240967176,0.24250027396128895,0.01,0.01,0.0559610814526371,0.01,0.01,0.01,0.13675123039864048,0.17360113764584656,0.05983530035349713,0.01,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.01,0.5459094023837737,0.01,0.01,0.01,0.01,0.1584820724617712,0.01,0.050043538817488235,0.16383201795613753,0.01,0.01,0.01,0.01,0.12705894484378846,0.01,0.01,0.01,0.01
244,Preston,-2.70309,53.7632,0.01,0.33808235296542666,0.01,0.2080343752256552,0.01,0.2213840117987534,0.35954774981200227,0.01,0.01,0.48677298759971116,1.0,0.09877478319343923,0.01,0.01,0.03871937566625347,0.01,0.022531548418218427,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.01,0.2278150811987548,0.01,0.01,0.01,0.01989046640672153,0.1565104768058571,0.01,0.043159890942957746,0.07064820361594541,0.01,0.01,0.01,0.01,0.25569035888357033,0.01,0.01,0.01,0.01
246,Wells,-2.6445979,51.20935,0.01,0.27400215944541906,0.01,0.01,0.01,0.01,0.20374279114690683,0.01,0.01,0.07966066464050946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.01,0.2957028163106912,0.01,0.01,0.01,0.01,0.24939918322345364,0.01,0.01,0.01,0.01,0.5183585215499197,0.01,0.01,0.20319475960164093,0.01,0.01,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.01,0.4061628357097676,0.01,0.01,0.01,0.16253395851119384,0.38733384976552276,0.01,0.01,0.6297799543612956,0.01,0.01,0.5686319725365236,0.25649725401974177,0.01,0.01,0.01,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.01,0.4193021385812712,0.01,0.01,0.01,0.1677919061125569,0.4210032509271054,0.01,0.01,0.3250766127787489,0.01,0.01,0.5870271260382506,0.2647948992249831,0.01,0.01,0.01,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.15643928605807916,0.13594444933967428,0.01,0.01,0.01,0.33989270481428074,0.15949754036634306,0.01,0.01,0.08623230073011744,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
251,Bristol,-2.58791,51.45451,0.01,0.7155657236198206,0.01,0.01,0.01,0.052063190580448795,0.5073729506257321,0.01,0.01,0.18492129916975522,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01965628035778524,0.01,0.01,0.01,0.01287138046727726,0.023605310425510614,0.01,0.01,0.06857606291649967,0.01,0.12059914247348444,0.01,0.01,0.07091167499719091,0.01,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.41164700449967584,0.01,0.01,0.01,0.03850797404061455,0.20620643037592967,0.01,0.01,0.13677503258242046,0.01,0.01,0.01,0.1114116737309322,0.04714446925922565,0.04874801448691337,0.01,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.24267166411654112,0.16614761871005013,0.01,0.01,0.01,0.2678085955982139,0.05807297456888393,0.01,0.01,0.08917681237359856,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33030309811121245
255,Sedbergh,-2.5281740000000004,54.32363,0.042075766350941755,0.19278932406535582,0.01,0.0859046929992339,0.01,0.07400442098240882,0.09564878071434169,0.37421295216797773,0.01,0.18038968112018597,0.4129350878000472,0.04078757377041345,0.01,0.01,0.05862482172719942,0.13225931271683367,0.01,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.042075766350941755,0.19278932406535582,0.01,0.0859046929992339,0.01,0.07400442098240882,0.09564878071434169,0.37421295216797773,0.01,0.18038968112018597,0.4129350878000472,0.04078757377041345,0.01,0.01,0.05862482172719942,0.13225931271683367,0.01,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.01,0.3360925852929252,0.01,0.01,0.01,0.0244534523429437,0.18909958920453074,0.01,0.01,0.2605659028339508,0.01,0.01,0.01,0.01,0.26944044074984463,0.01,0.01,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.13121461603733417,0.09214095287991414,0.01,0.01,0.01,0.31978072613663167,0.09364333216291697,0.01,0.01,0.06429154098212138,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.29511152156943044,0.06661025978462298,0.01,0.01,0.01,0.3663904363737836,0.18093411813347177,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.42262259165979715,0.01,0.01,0.01,0.03609689706508091,0.18540807346001825,0.01,0.01,0.1282112184607136,0.01,0.01,0.01,0.10443592057770222,0.04419264052279863,0.045695783922708365,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.1178247840804816,0.11701573060654738,0.01,0.01,0.01,0.3482934658018694,0.12077525561049791,0.01,0.01,0.074225433409243,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.2805944380779977,0.01,0.1726599691032069,0.01,0.13707558850658488,0.28857336712547993,0.01,0.01,0.11394915466734225,0.8299588417343162,0.08197900465178502,0.44895426106835845,0.8100531852320328,0.11783011561649531,0.01,0.01870025782766523,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.22540187741982065,0.01,0.01,0.01,0.017364502804910916,0.11992863355284376,0.01,0.03767885739900898,0.18502898025071315,0.01,0.01,0.01,0.01,0.2232192982926766,0.01,0.01,0.01,0.01
264,Telford,-2.4672611,52.67759,0.01,0.5665216723500359,0.01,0.01,0.01,0.01,0.2527542519632619,0.01,0.06999673969426229,0.22915459988321119,0.01,0.01,0.01,0.01,0.4146787932518177,0.01,0.01,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.14366377124925112,0.12484263233782347,0.01,0.01,0.01,0.2898401852872569,0.14776744079095355,0.01,0.01,0.07919019473017104,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.13682694398225678,0.12490660855570852,0.01,0.01,0.01,0.3145834227013111,0.0994897819649219,0.01,0.01,0.06704142680256558,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.2014225289299102,0.01,0.01,0.01,0.01,0.24153051232940093,0.01,0.01,0.09369533613187116,0.01,0.49432308380122614,0.01,0.01,0.19377295057906915,0.01,0.01,0.01,0.01
268,Crewe,-2.4438209,53.1004,0.01,0.32726901913686457,0.01,0.01,0.01,0.030614741872143383,0.2541960845643734,0.01,0.01,0.4349574194517136,0.01,0.01,0.01,0.01,0.33732862860377794,0.01,0.01,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.0977408518441513,0.01,0.01,0.01,0.01,0.13302111373813982,0.01,0.01,0.05683240345430982,0.01,0.29983956614264873,0.01,0.01,0.1175360798144966,0.01,0.01,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.24724093608755401,0.01,0.01,0.01,0.01,0.31325026102072095,0.01,0.01,0.01,0.01,0.6067687791330922,0.01,0.01,0.23785127683650195,0.01,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.34482407732249154,0.16258027957876037,0.01,0.26819650436522424,0.01,0.07701452820548116,0.04199215949272799,0.01,0.01,0.14481795348452847,0.01,0.01,0.01,0.11796313440716386,0.01,0.01,0.01,0.01,0.2681965043652242
272,Kelso,-2.432207,55.600030000000004,0.1878248987706227,0.14838025629297166,0.01,0.01,0.01,0.3497859701002107,0.09112196250960392,0.01,0.01,0.06902176267254044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.01,0.22454949461755852,0.01,0.01,0.01,0.01,0.14730498022307195,0.01,0.01,0.01,0.01,0.34442521639108525,0.01,0.01,0.13501350153571245,0.01,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.2770701452716016,0.01,0.12345925213546209,0.01,0.13138167431115866,0.1670795782024935,0.17926863878661056,0.01,0.08147851230234512,0.5934560189946765,0.05861848961104072,0.01,0.4344169683256861,0.08425356513501976,0.19007850753993283,0.013371483026061707,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01,0.01287138046727726,0.024993861038053712,0.01,0.01,0.06857606291649967,0.01,0.12059914247348444,0.01,0.01,0.07091167499719091,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.5257544645644686,0.01,0.01,0.01,0.0382528871683137,0.36136886176640937,0.01,0.01,0.13586899906236308,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.01,0.36275306665105894,0.01,0.01,0.01,0.01,0.23883434480234958,0.01,0.01,0.25960176932097945,0.01,0.01,0.01,0.01,0.10066630430576061,0.01,0.01,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.01,0.459091541020963,0.01,0.01,0.01,0.1717848959789797,0.6472694938030227,0.01,0.01,0.1525390865792591,0.01,0.01,0.8263705669660167,0.37275740983049627,0.23660156320621067,0.01,0.01,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.01,0.3112065172380096,0.01,0.16085721902292066,0.01,0.10596825107110837,0.2377649009208482,0.3114296507212368,0.01,0.1833668887813709,0.7732242272385927,0.17820844428260352,0.01,0.5660094663830075,0.1097754436865969,0.28893271785639363,0.04065118708512199,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.672177267124039,0.01,0.01,0.01,0.05741177613239257,0.32030746160580614,0.01,0.01,0.20391874012485195,0.01,0.01,0.01,0.1661043518942126,0.07028798015019985,0.07267871562574253,0.01,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.33985934002693236,0.01,0.01,0.01,0.027818454168142912,0.2210446457645457,0.01,0.01,0.3952293012511387,0.01,0.01,0.01,0.01,0.3065177238340606,0.01,0.01,0.01,0.01
282,Worcester,-2.221575,52.19364,0.01,0.6001781789902101,0.01,0.01,0.01,0.0193283760303452,0.33783696658275464,0.01,0.01,0.1601873863573389,0.01,0.01,0.01,0.16776318649534672,0.2129697842263366,0.07340453627325183,0.01,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.01,0.4520730285313088,0.01,0.01,0.01,0.037003463914969024,0.35614355713136703,0.01,0.01,0.13143121934418803,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.1845214620026791,0.01,0.01,0.01,0.01,0.17420266250854408,0.01,0.01,0.01,0.01,0.3773709548146184,0.01,0.01,0.14792811781104975,0.01,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.01965628035778524,0.01,0.01,0.01,0.01287138046727726,0.023605310425510614,0.01,0.01,0.06857606291649967,0.01,0.12059914247348444,0.01,0.01,0.07091167499719091,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.4050900254965958,0.01,0.01,0.01,0.037894593867352395,0.32487677190396264,0.01,0.01,0.5383855538795814,0.01,0.01,0.01,0.01,0.41754170047085765,0.01,0.01,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.2418698827637998,0.01,0.11868828696664638,0.01,0.01,0.1433874329735085,0.4882994115634434,0.01,0.12105522476396935,0.5705224765758303,0.13149086564700213,0.46292386748283043,0.4176293384901329,0.27244669265116933,0.4111494897309322,0.029994424792376247,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.1006543601564685,0.05260436248207997,0.01,0.01,0.01,0.1573381036597321,0.01,0.01,0.01,0.01,0.3368480239660188,0.01,0.01,0.13204326813689973,0.01,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.21401695738216067,0.01,0.01,0.01,0.10192230618647206,0.3500350452818781,0.01,0.01,0.09050350672062828,0.9063867832227178,0.01,0.4902968533398016,0.8846480860033001,0.1403789130113752,0.01,0.01,0.01,0.01
290,Jersey,-2.13125,49.21444,0.01,0.01965628035778524,0.01,0.01,0.01,0.01287138046727726,0.023605310425510614,0.01,0.01,0.06857606291649967,0.01,0.12059914247348444,0.01,0.01,0.07091167499719091,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.4553462416437295,0.01,0.01,0.01,0.03578052911358863,0.31464435001222096,0.01,0.01,0.42362507147559714,0.01,0.01,0.01,0.01,0.13141595976221232,0.01,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.47368481596830553,0.01,0.01,0.01,0.035789954256154624,0.2941467315218178,0.01,0.01,0.46611032235352845,0.01,0.01,0.01,0.01,0.39435172236437793,0.01,0.01,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.41248383580348197,0.01,0.01,0.01,0.03376297582549779,0.29933175857015154,0.01,0.01,0.2398428946276643,0.01,0.01,0.01,0.01,0.24801163366481815,0.01,0.01,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.5871404991522376,0.18932104757504162,0.01,0.5871404991522378,0.01,0.2281079919395709,0.15809860980152632,0.01,0.01,0.21135866988292729,0.01,0.01,0.01,0.5164939170514965,0.1821310641417091,0.01,0.01,0.01,0.5871404991522378
295,Aberdeen,-2.094278,57.149719999999995,0.4272841868536192,0.2284962656902727,0.01,0.01,0.01,0.6801116045469269,0.25923757847945994,0.01,0.01,0.14493978087682047,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.01,0.43979920067098,0.01,0.01,0.01,0.01,0.3248006327756981,0.01,0.01,0.16366443591850008,0.01,0.01,0.01,0.01,0.12692898013211604,0.01,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.5831636004339543,0.01,0.01,0.01,0.054552683589270984,0.3100593770649985,0.01,0.01,0.19376363626690385,0.01,0.01,0.01,0.15783239540943775,0.06678765576631218,0.0690593331943397,0.01,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.01,0.4309980161366664,0.01,0.01,0.01,0.01,0.27229185613563267,0.01,0.01,0.14320465054257633,0.01,0.01,0.01,0.01,0.11106151523716978,0.01,0.01,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.01,0.20190216368582065,0.01,0.07906038279595601,0.46254275511022375,0.01,0.12205608178295331,0.5165972581824303,0.017386661403362078,0.09961046213305101,0.5700527812545337,0.11261366624082673,0.4625427551102238,0.4520593119630142,0.26486503225464025,0.42602622527150924,0.28257175894087827,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.14219058142297922,0.09984844721211973,0.01,0.01,0.01,0.3465300493985573,0.10507716697896179,0.01,0.01,0.06966946113858294,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.31578119948432426,0.06652393520647368,0.01,0.01,0.01,0.3702718120436332,0.10733408305005263,0.01,0.01,0.07736203687191899,0.01,0.01,0.01,0.18904841460817368,0.07999688787123847,0.01,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.2288072992402833,0.09395581699427653,0.01,0.01,0.01,0.3079289389406312,0.01,0.01,0.01,0.01,0.601638909803656,0.01,0.01,0.2358403856832787,0.01,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.4993161127016329,0.01,0.01,0.01,0.03503180795254957,0.3222763386687151,0.01,0.01,0.16590421939910155,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.439142828874142,0.01,0.01,0.01,0.05074600632337773,0.30001823374667297,0.01,0.01,0.18024284167708285,0.01,0.01,0.01,0.14681887688209722,0.06212722415927888,0.06424038431094611,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.01,0.42713506647522254,0.01,0.01,0.01,0.012523779577808775,0.198342446747499,0.01,0.01,0.10379307163390154,0.01,0.01,0.01,0.1087017950002613,0.1379933125367957,0.04756231102158748,0.01,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.34548097872002514,0.01,0.01,0.01,0.02827860129348385,0.2376156314586499,0.01,0.01,0.20088340628815946,0.01,0.01,0.01,0.01,0.31158785636679526,0.01,0.01,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.24238941567308628,0.01,0.09491428739031449,0.5552960210443764,0.01,0.14271072228871592,0.6201900230450659,0.27135147797935866,0.11958525491052954,0.6843649321466283,0.13519597937243374,0.5552960210443764,0.5427103428510098,0.3179781693688909,0.5114568656414249,0.3392356093913709,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,1.0,0.01,0.01,0.01,0.057778477635529575,0.534552545565644,0.01,0.01,0.2736282764273759,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.21493031647606894,0.11232769508165916,0.01,0.01,0.01,0.38483911929895614,0.01,0.01,0.01,0.01,0.7192818302437165,0.01,0.01,0.28195600632780393,0.01,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.18125867120987005,0.01,0.09368945365421233,0.5481301314949821,0.01,0.1464597245232362,0.6121867004273048,0.26784978762579215,0.11804205147317495,0.6755334560881145,0.13345132531587675,0.5481301314949821,0.5357068668187668,0.34874975704199435,0.504856704160756,0.33485789945650046,0.01,0.01
311,Salisbury,-1.794472,51.06878,0.01,0.2149313996344054,0.08825791536120098,0.01,0.01,0.01,0.29965838568194947,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22153796820962957,0.01,0.01,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.14719562471836514,0.07692793423379068,0.01,0.01,0.01,0.2499926330810645,0.01,0.01,0.01,0.01,0.492602160957044,0.01,0.01,0.19309835473646392,0.01,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.23119150464324537,0.01,0.01,0.01,0.01,0.23187190858801834,0.7681784183860326,0.3284966871575798,0.15683339564532026,0.01,0.11820435600708241,0.7282583511979163,0.6570023168485283,0.44018913048890457,0.6468084074287198,0.4314181210668045,0.01,0.01
314,Peterhead,-1.784066,57.50812,0.129185692606053,0.1282986285286503,0.01,0.01,0.01,0.3818766396299364,0.13657114091949432,0.01,0.01,0.08138240268200057,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.48261024950251563,0.01,0.01,0.01,0.053262500852664874,0.312434027731277,0.01,0.01,0.11350865067885833,0.01,0.13307896054248144,0.01,0.15409962520572784,0.11737460863143592,0.06742606506476982,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.01,0.4036366778354223,0.01,0.133738954786917,0.7824397305582792,0.01,0.20114731749246306,0.8738786091311372,0.3823477375498663,0.0722149598573683,0.01,0.1904978635967502,0.7824397305582793,1.0,0.5973960914047822,0.7206681787346678,0.564908918448869,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.10042506986074469,0.01,0.01,0.01,0.01,0.273827965143736,0.39256675467745944,0.2853851204967525,0.11678635566760541,0.01,0.01,0.42178830451880717,0.01,0.724583673605855,0.01,0.14054971772930877,0.01,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.28765344025888606,0.01,0.01,0.01,0.02384329267597555,0.20851455288738657,0.01,0.01,0.03387524076986429,0.01,0.08936044565046235,0.01,0.10347549399859696,0.07881521836808707,0.01,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.4783495526079584,0.01,0.01,0.01,0.01,0.2653005737091081,0.01,0.01,0.06953529270761108,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.32157484693450195,0.23619013042696857,0.01,0.01,0.01,0.18703393014729394,0.0981938708618817,0.01,0.01,0.1533043421034548,0.01,0.01,0.01,0.3746274529352152,0.1321047439421941,0.01,0.01,0.01,0.42586939061778517
321,Otley,-1.691786,53.90583,0.01,0.315551046316328,0.01,0.07635900711020131,0.4467383571540244,0.01,0.09838167415213073,0.5654720213507936,0.21830358743760492,0.041231536779971316,0.01,0.10876582476690175,0.44673835715402443,0.16792812403939056,0.25581498806264685,0.44673835715402443,0.29276518761324194,0.01,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.2070217216581485,0.40559310244059626,0.01,0.5072032135907948,0.01,0.04283735340619385,0.17322895545085693,0.01,0.01,0.33473526177143875,0.01,0.01,0.01,0.22308747460436476,0.01,0.01,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.20845092070318008,0.01,0.01,0.01,0.03149963294208405,0.2650530098471937,0.37608244434565513,0.01,0.41023534032955006,0.01,0.19675841384368012,0.4040769491297696,0.01,0.01,0.01,0.17953050707400395,0.01,0.01
324,Newcastle,-1.61778,54.97825,1.0,0.4772199751275808,0.01,1.0,0.01,0.38850665602003637,0.27766982643319454,0.01,0.01,0.359979715567406,0.01,0.01,0.01,0.8796768708635385,0.31020013847568867,0.01,0.01,0.01,1.0
325,Durham,-1.5848520000000001,54.77525,0.8294261660580708,0.4322288087597129,0.01,0.71301547700404,0.01,0.2288353881553708,0.1882281882986142,0.01,0.01,0.2566711086070726,0.01,0.01,0.01,0.313611621252442,0.08847099828830698,0.01,0.01,0.01,0.71301547700404
326,Ashington,-1.5659829,55.18298000000001,0.4789698346149293,0.26564000653856634,0.01,0.47896983461492937,0.01,0.23462635137104576,0.09485734332477178,0.01,0.01,0.17241942483004974,0.01,0.01,0.01,0.42133868535208757,0.14857650902322878,0.01,0.01,0.01,0.47896983461492937
327,Darlington,-1.559458,54.52361,0.28299219264319947,0.34214661359394966,0.01,0.6028964088730969,0.01,0.08147104869152265,0.21842749501731978,0.01,0.01,0.39788921252382836,0.01,0.01,0.3919161595369114,0.01,0.1309129806236504,0.01,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.6269797107698871,0.01,0.17092556725294714,1.0,0.01,0.27353105388567894,0.8934910383526822,0.4886609442455805,0.09229459731785622,0.01,0.24346650119725888,1.0,0.3758981545913979,0.763504290584188,1.0,0.7664137218809709,0.01,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.44270938247150265,0.01,0.1206902727908462,0.7060984189231364,0.01,0.19632358470337097,0.6308926095028204,0.3450427201212913,0.06516906924128583,0.01,0.17191131155613243,0.7060984189231365,0.26542109263311076,0.40433187729523523,0.7060984189231365,0.46273402043732104,0.01,0.01
330,Leamington Spa,-1.5200789,52.28519,0.01,0.4031930746288279,0.01,0.01,0.01,0.01,0.35570492111302804,0.01,0.01,0.17050231713285047,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.4537360429359582,0.01,0.01,0.01,0.01,0.3882076576864156,0.01,0.01,0.4796898368791753,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
332,Blyth,-1.510277,55.12696,0.5003299461761345,0.27748647319412256,0.01,0.5003299461761346,0.01,0.19438151429557482,0.11194789098313522,0.01,0.01,0.1801086317143404,0.01,0.01,0.01,0.4401286814515446,0.15520241858737077,0.01,0.01,0.01,0.5003299461761345
333,Wakefield,-1.505924,53.6833,0.01,0.3997133887419953,0.01,0.11478049072329985,0.6715232400161643,0.01,0.15900159095930408,1.0,0.32814718054915043,0.06197796702687399,0.01,0.16349341371938264,0.6715232400161644,0.25242434668731256,0.512710874979337,0.3534332825448762,0.7085962223123333,0.01,0.01
334,Andover,-1.4919233,51.2112,0.01,0.23396504630140433,0.08054087991491,0.01,0.01,0.0275219712974934,0.24534721433758508,0.01,0.01,0.03910170299719702,0.01,0.36101617579935025,0.01,0.11944028106238339,0.09097527556506116,0.01,0.01,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.06595219537003924,0.2917697480270372,0.01,0.01,0.01,0.01,0.2513982997729511,0.01,0.01,0.04847212978629448,0.01,0.01,0.01,0.11845059488224015,0.050123027885293735,0.05182788411605918,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.34061206535586963,0.07531275359287425,0.01,0.01,0.01,0.1753578083624952,0.737429510922285,0.29782820233542173,0.24375671206527266,0.01,0.01,0.660268075912098,0.2978322650991519,0.3150734440043786,0.13031607090642527,0.8067280635315932,0.01,0.01
337,Derby,-1.4746186000000001,52.92253,0.01,0.40413918242502334,0.01,0.01,0.01,0.01,0.2966877384314164,0.7583043096384537,0.01,0.4229834587560667,0.01,0.24795553159981995,0.5092189592883508,0.01,0.583186307890795,0.01,0.22624487283825362,0.01,0.01
338,Sheffield,-1.470085,53.381130000000006,0.01,0.3401924877438269,0.10865107998072909,0.01,0.01,0.01,0.3361215870666865,0.7092425310704421,0.4296663485097213,0.01,0.01,0.01,0.01,0.42967220971709896,1.0,0.01,0.9522314276519115,0.01,0.01
