index,placename,longitude,latitude,oursel,ourself,ourselfs,ourseln,ourselns,oursels,ourselves,oursen,oursens,us,ussel,usself,usselfs,ussels,usselves,ussen,ussens,wesels,weselves
119,Carmarthen,-4.312131,51.857620000000004,0.01,0.4177971913074247,0.01,0.01,0.01,0.01,0.21989606664646436,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
120,Llangefni,-4.311401999999999,53.25578,0.01,0.18680118404785284,0.01,0.01,0.01,0.024464331114568395,0.22087305894806852,0.01,0.01,0.17378789020737573,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
121,Caernarfon,-4.273911,53.13955,0.01,0.17722545906212628,0.01,0.01,0.01,0.023210250697964348,0.21235196187648278,0.01,0.01,0.08243962126161125,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
122,Cumnock,-4.265828900000001,55.45355,0.4347511579666338,0.14614899352268024,0.4032913870879286,0.01,0.01,0.2871050698880901,0.11305652727825455,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
123,Aberaeron,-4.2581619,52.24279,0.01,0.34630892948251835,0.01,0.01,0.01,0.01,0.11771685537326712,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
124,Alness,-4.256825,57.69595,0.14418812754498397,0.13162648730923468,0.01,0.01,0.01,0.33150776708040974,0.10143602731007852,0.09499101280983835,0.05754652298367271,0.07064820361594541,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
125,Glasgow,-4.251806,55.86424,0.7798352387296968,0.49285117639961507,1.0,0.01,0.01,0.7024127279305226,0.35426373710589437,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
126,Dalwhinnie,-4.242783,56.9366,0.049244845365045975,0.06388291558546556,0.01,0.01,0.01,0.07401043855566243,0.01,0.030734963135762114,0.018619553683833154,0.022858688096006975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
127,Inverness,-4.224721,57.47776999999999,0.2319973180700472,0.21178575908197841,0.01,0.01,0.01,0.5333928263826773,0.1894235822673179,0.15283963102832213,0.09259180505207168,0.11367228387269623,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
128,Saltash,-4.21643,50.409209999999995,0.01,0.31779576667754883,0.01,0.01,0.01,0.05202497228829465,0.13234208289757943,0.01,0.01,0.2078837492571958,0.01,0.01,0.01,0.01,0.14330933263656453,0.01,0.01,0.01,0.01
129,Bideford,-4.206666,51.01668,0.01,0.38996034385404466,0.01,0.01,0.01,0.014591708747471623,0.1726114540737019,0.01,0.01,0.07774161906585,0.01,0.01,0.01,0.01,0.08038939814415297,0.01,0.01,0.01,0.01
130,Invergordon,-4.1728819999999995,57.688109999999995,0.1458861012316347,0.1331765338749453,0.01,0.01,0.01,0.33541163541552815,0.10313745004472365,0.096109636395328,0.05822419654423708,0.07148016386670597,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
131,Llanelli,-4.160248,51.680890000000005,0.01,0.46853879898055606,0.01,0.01,0.01,0.01,0.2518303447979124,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
132,Plymouth,-4.1426565,50.37546,0.01,0.6386194678223224,0.01,0.01,0.01,0.10454563464947807,0.30940022643726234,0.01,0.01,0.41774819944106706,0.01,0.01,0.01,0.01,0.2879841059531666,0.01,0.01,0.01,0.01
133,Tavistock,-4.141654,50.551120000000004,0.01,0.3566917652986839,0.01,0.01,0.01,0.058392468216719985,0.1538082441643635,0.01,0.01,0.2333272789460874,0.01,0.01,0.01,0.01,0.1608494014137658,0.01,0.01,0.01,0.01
134,Porthmadog,-4.1333839999999995,52.92784,0.01,0.16242523764631606,0.01,0.01,0.01,0.021271946510381928,0.19102358505804123,0.01,0.01,0.07555503112109611,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
135,Bangor,-4.129263,53.22739,0.01,0.18496230047919351,0.01,0.01,0.01,0.03027937821767312,0.29013800623622665,0.01,0.01,0.2150963879861392,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
136,Tywyn,-4.087249,52.58701,0.01,0.1755686997964649,0.01,0.01,0.01,0.01352545602090089,0.09557033851972163,0.01,0.029348593184249625,0.096081119744255,0.01,0.01,0.01,0.01,0.024838378883637022,0.01,0.01,0.01,0.01
137,Aberystwyth,-4.08292,52.4153,0.01,0.47161470570925057,0.01,0.01,0.01,0.02685426376913556,0.2263762997016252,0.01,0.058270483553751425,0.01,0.01,0.01,0.01,0.01,0.04931562951431544,0.01,0.01,0.01,0.01
138,Lampeter,-4.0785089999999995,52.1129,0.01,0.26700767025132505,0.01,0.01,0.01,0.01,0.14557303182602277,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
139,Barnstaple,-4.058338,51.07816,0.01,0.37252641303938916,0.01,0.01,0.01,0.01,0.24935275220250963,0.01,0.01,0.09627077709341601,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
140,Tain,-4.05523,57.8115,0.10848794003551987,0.09903649284741085,0.01,0.01,0.01,0.24942826686689798,0.06996859830648873,0.01,0.01,0.05315609688538825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
141,Okehampton,-4.004263,50.73831,0.01,0.27961912242335485,0.01,0.01,0.01,0.0457752387561304,0.1149765607721089,0.01,0.01,0.18291077990460974,0.01,0.01,0.01,0.01,0.06304682949054634,0.01,0.01,0.01,0.01
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.3311077455243951,0.01,0.01,0.01,0.01,0.19085423707512447,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
143,Motherwell,-3.9810968,55.78321,0.4314287298454516,0.36354716006082827,0.626994698191431,0.01,0.01,0.4523120026076306,0.2009291840950638,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
144,Golspie,-3.976086,57.97341,0.04665301120203088,0.04258861039031037,0.01,0.01,0.01,0.1008258146256921,0.01,0.01,0.01,0.022858688096006975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32022018945747893,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.5289934870883263,0.31840067547492057,0.2745662108808797,0.01,0.01,0.33359360674482047,0.18412702106420706,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
146,Swansea,-3.9436459999999998,51.62144,0.01,0.7456927063287588,0.01,0.01,0.01,0.01,0.37836939014356996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
147,Stirling,-3.9369029,56.116519999999994,0.12143127200227233,0.2643398766952769,0.2941264571506471,0.01,0.01,0.5081198234092927,0.21838187326451627,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
148,Tregaron,-3.934385,52.22,0.01,0.34078580643649975,0.01,0.01,0.01,0.01,0.1310256193958347,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
149,Tregaron,-3.934385,52.22,0.01,0.34078580643649975,0.01,0.01,0.01,0.01,0.1310256193958347,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.25838456636927487,0.1986050640120962,0.15223373438979637,0.01,0.01,0.1936316550171773,0.08104032092829905,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
151,Dolgellau,-3.8844,52.74215,0.01,0.20926418225423452,0.01,0.01,0.01,0.014424310275725665,0.10167006794855596,0.01,0.031298997535818426,0.05123316811890723,0.01,0.01,0.01,0.01,0.026489050244830545,0.01,0.01,0.01,0.01
152,Aberfeldy,-3.866969,56.62175,0.20011905580402828,0.23777121222607145,0.01,0.01,0.01,0.2020761151094553,0.11920204117847424,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
153,Machynlleth,-3.853485,52.59027,0.01,0.1939650450848031,0.01,0.01,0.01,0.016935030567338704,0.13051326626181492,0.01,0.03674695495757268,0.12030179966666132,0.01,0.01,0.01,0.01,0.031099779956266085,0.01,0.01,0.01,0.01
154,Brora,-3.8525480000000005,58.012159999999994,0.09553008859746952,0.08720752678130136,0.01,0.01,0.01,0.2064582490161988,0.05362692193140103,0.01,0.01,0.046807107253527255,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6557060794446592,0.01
155,Llandudno,-3.827609,53.324059999999996,0.01,0.24103003711039617,0.01,0.01,0.01,0.026305323252639276,0.2350578691943467,0.01,0.01,0.18686579281036905,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
156,Llandudno,-3.827609,53.324059999999996,0.01,0.24103003711039617,0.01,0.01,0.01,0.026305323252639276,0.2350578691943467,0.01,0.01,0.18686579281036905,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
157,Aviemore,-3.823812,57.19449,0.0880648692362583,0.12058901491611447,0.01,0.01,0.01,0.24904166807660427,0.11028946102543624,0.01,0.01,0.06472403430188803,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.23862620362890502,0.13678145892928714,0.1209750290048484,0.01,0.01,0.14009293138295095,0.052588370697932464,0.19742241220454915,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
159,Falkirk,-3.7839131,56.00188000000001,0.3243906641856335,0.29043500541384726,0.2946477709346389,0.01,0.01,0.4586777429302315,0.2079834240575988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
160,Kingsbridge,-3.777493,50.28395,0.01,0.2978767806659062,0.01,0.01,0.01,0.05380868642368679,0.14270897371483612,0.01,0.01,0.21501119528472215,0.01,0.01,0.01,0.01,0.14822279767294994,0.01,0.01,0.01,0.01
161,Pitlochry,-3.729711,56.70436,0.15526465384991442,0.1844775092178523,0.01,0.01,0.01,0.12594049157118228,0.08616346524779918,0.01,0.01,0.0547742853610229,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.22535313173945515,0.01,0.01,0.01,0.024594391003996924,0.21696969980492922,0.01,0.01,0.1747117999467648,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
163,Totnes,-3.685797,50.43374,0.01,0.3392702550460337,0.01,0.01,0.01,0.05554046802304213,0.13969984740709318,0.01,0.01,0.22193112692396713,0.01,0.39029221650992124,0.01,0.01,0.07649660629689067,0.01,0.01,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.10201726616710292,0.09312954276542397,0.01,0.01,0.01,0.23455132323674205,0.0632279961306894,0.01,0.01,0.049985645248545416,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.5272248479769578,0.224401991190862,0.4691112516592066,0.01,0.01,0.3250568796615321,0.13084749571992477,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
166,Whitehaven,-3.589233,54.5497,0.17163729430214153,0.22598696840942548,0.01,0.11680872109101498,0.01,0.21901247322930337,0.14554356414275363,0.33922349986716166,0.01,0.07708940928941292,0.01,0.055460815494328256,0.01,0.01,0.07971497494559443,0.01,0.012651184940361755,0.01,0.01
167,Dartmouth,-3.578807,50.35252,0.01,0.2917718633160866,0.01,0.01,0.01,0.04776471147561033,0.1141152712784692,0.01,0.01,0.19086040543595195,0.01,0.33565066655611764,0.01,0.01,0.06578695604650771,0.01,0.01,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.01,0.44414673267062454,0.01,0.01,0.01,0.01,0.3125401502482746,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
169,Paignton,-3.564235,50.43508,0.01,0.4271080273785461,0.01,0.01,0.01,0.055936007843353605,0.21039578224326042,0.01,0.01,0.2980155238915919,0.01,0.5240956551978546,0.01,0.01,0.10272185122237026,0.01,0.01,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.2264219836060305,0.2593639142756979,0.01,0.11556956039422756,0.01,0.21668908807109677,0.13343430972408138,0.3356248607883678,0.01,0.0762716093405926,0.01,0.054872461627164505,0.01,0.01,0.07886932178737684,0.01,0.01251697534539778,0.01,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.2440658567474435,0.01,0.01,0.01,0.01522094053248955,0.10309438076956702,0.01,0.03302758819217523,0.10812537541524636,0.01,0.01,0.01,0.01,0.08385599031550621,0.01,0.01,0.01,0.01
172,Exeter,-3.533899,50.71841,0.01,0.5125530126956798,0.01,0.01,0.01,0.08390784295370818,0.3552372454547109,0.01,0.01,0.4470436976212272,0.01,0.7861793793403089,0.01,0.01,0.15408981249463558,0.01,0.01,0.01,0.01
173,Torquay,-3.525315,50.46192,0.01,0.43583712310233863,0.01,0.01,0.01,0.05707920988024411,0.2155755226875149,0.01,0.01,0.3041062687815732,0.01,0.5348069526902596,0.01,0.01,0.10482124719427159,0.01,0.01,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.13619051199019677,0.12432562238886935,0.01,0.01,0.01,0.33190739059704505,0.0866663612683737,0.01,0.01,0.0667295926888399,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9347939270833906,0.01
175,Livingston,-3.518068,55.90071,0.40006777671416727,0.28655248321236776,0.2907089326715304,0.01,0.01,0.452546159315806,0.1974832694229006,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.22266959098489586,0.01,0.01,0.01,0.024301517103894665,0.2138734037832763,0.01,0.01,0.17263130418511008,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.01,0.19930140205501717,0.01,0.01,0.01,0.043502362778206134,0.17283203426067165,0.01,0.01,0.2317716250000425,0.01,0.40759789984918926,0.01,0.01,0.07988849060588506,0.01,0.01,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.01,0.19930140205501717,0.01,0.01,0.01,0.043502362778206134,0.17283203426067165,0.01,0.01,0.2317716250000425,0.01,0.40759789984918926,0.01,0.01,0.07988849060588506,0.01,0.01,0.01,0.01
179,Minehead,-3.481152,51.20428,0.01,0.2754739998329609,0.01,0.01,0.01,0.01,0.15155376750939653,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.42159913826471107,0.2502997531350013,0.27850425193375644,0.01,0.01,0.35423974487266263,0.20449647145762087,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
181,Perth,-3.4308381000000003,56.39499,0.17273473667479727,0.23557158304750447,0.01,0.01,0.01,0.2295052498222118,0.1509660382923867,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.16395691933333584,0.01,0.01,0.01,0.01,0.19323086853501453,0.01,0.01,0.1525350454338774,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.4381877595131585,0.01,0.01,0.01,0.01,0.14268026642833737,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
184,Braemar,-3.3979439,57.00646999999999,0.03110200715700051,0.04258861039031037,0.01,0.01,0.01,0.09439012419898275,0.01,0.01,0.01,0.022858688096006975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.3321690100684086,0.01,0.01,0.01,0.01,0.1916039294496865,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.49599641718622683,0.01,0.01,0.01,0.01,0.3540511549679291,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.3559656686567593,0.01,0.01,0.01,0.01,0.11528118774382183,0.01,0.037465667714702104,0.12265471409125732,0.01,0.01,0.01,0.01,0.09512413230925403,0.01,0.01,0.01,0.01
188,Corwen,-3.369242,52.98005,0.01,0.1117836330017886,0.01,0.01,0.01,0.01463969377306463,0.12120336517713667,0.01,0.01,0.05199818070656457,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.18192868224367623,0.2658862521754385,0.01,0.0928594365933414,0.01,0.17410836006962963,0.09063286101283535,0.26967252772455075,0.01,0.06128377271034961,0.01,0.044089688096129044,0.01,0.01,0.06337101881059473,0.01,0.010057313313830325,0.01,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.4793458909548092,0.166928178074309,0.01,0.01,0.01,0.3198281828084593,0.13601938325214535,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.1432100330745787,0.1953064846660124,0.01,0.01,0.01,0.19027704010518168,0.11780468297898103,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
192,Elgin,-3.318485,57.64945,0.21235602738172896,0.1938556136286619,0.01,0.01,0.01,0.4882348752425582,0.17816960948390118,0.01,0.01,0.10404859343816049,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
193,Newtown,-3.313106,52.51211,0.01,0.27920731933954684,0.01,0.01,0.01,0.015898374052059135,0.10616835997679296,0.01,0.034497536469297936,0.11293767682763171,0.01,0.01,0.01,0.01,0.0875881419874197,0.01,0.01,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.1606300427402817,0.01,0.01,0.01,0.021036839635549913,0.18843655663848355,0.01,0.01,0.07471996380668523,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.1606300427402817,0.01,0.01,0.01,0.021036839635549913,0.18843655663848355,0.01,0.01,0.07471996380668523,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.1864489974786487,0.01,0.01,0.01,0.04069701389110139,0.15891071323453798,0.01,0.01,0.2168253041858989,0.01,0.3813130214723991,0.01,0.01,0.07473669944096988,0.01,0.01,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.06741452401123083,0.26628484791681406,0.01,0.13763799191609127,0.01,0.1743693679902867,0.19723088839508537,0.3997136591888944,0.01,0.1899297143890373,0.6616117733754102,0.065350559473383,0.01,0.01,0.09392970811318217,0.01,0.014907137705871413,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.2158200456584457,0.126293487687971,0.17425051599125052,0.01,0.01,0.3208754275692405,0.09898614027252117,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.8947126219301883,0.3769686863523559,0.4643872947903634,0.01,0.01,0.6171191486334915,0.3525948786336014,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
200,Cardiff,-3.17909,51.48158,0.01,0.7625987287181094,0.01,0.01,0.01,0.01,0.49566560726301295,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.17008460168320053,0.01,0.01,0.01,0.017134656768395366,0.14364992672572685,0.01,0.0371801195148737,0.01,0.01,0.01,0.01,0.01,0.03146637692824564,0.01,0.01,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.3352311025550354,0.14124268367134687,0.01,0.01,0.01,0.4393224172353098,0.2612713895040615,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
203,Welshpool,-3.146407,52.66035,0.01,0.29370079702000224,0.01,0.01,0.01,0.020244417657330514,0.15132581317092672,0.01,0.043927922072194855,0.21571616515538997,0.01,0.01,0.01,0.01,0.11153158948309135,0.01,0.01,0.01,0.01
204,Mold,-3.1419029999999997,53.1672,0.01,0.25791522515868254,0.01,0.01,0.01,0.02814812398866678,0.2606133407313316,0.01,0.01,0.09997826869892812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.01,0.25791522515868254,0.01,0.01,0.01,0.02814812398866678,0.2606133407313316,0.01,0.01,0.09997826869892812,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
206,Taunton,-3.106849,51.01534,0.01,0.31690653025495313,0.01,0.01,0.01,0.01,0.27676541474922906,0.01,0.01,0.105296285788251,0.01,0.5555280214844986,0.01,0.01,0.01,0.01,0.01,0.01,0.01
207,Wick,-3.093716,58.43894,0.1306126887382788,0.09171827012875161,0.01,0.01,0.01,0.3002960197432821,0.08912884524405618,0.01,0.01,0.06399661321580863,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8965084751378634,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.04665301120203088,0.032760473159860096,0.01,0.01,0.01,0.12656857594638804,0.01,0.01,0.01,0.022858688096006975,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32022018945747893,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.4628042902231291,0.18749328204174154,0.25868951549889224,0.01,0.01,0.4174345646984952,0.16781214119315144,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
210,Oswestry,-3.056412,52.85715,0.01,0.28489610471871796,0.01,0.01,0.01,0.024874194418988263,0.20114401397625173,0.01,0.053973974141111235,0.2650491569580612,0.01,0.01,0.01,0.01,0.13703819435781073,0.01,0.01,0.01,0.01
211,Blackpool,-3.0356748,53.81751,0.01,0.3020192875465061,0.01,0.18584345867132596,0.01,0.19776909658601532,0.3003481182423982,0.5397068634009271,0.01,0.568648909728379,0.01,0.08823852941739854,0.01,0.01,0.03458920038385813,0.01,0.020128120089384943,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.23332262418659797,0.01,0.01,0.01,0.01,0.3607699620585743,0.01,0.01,0.6783389544366423,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
213,Cupar,-3.010137,56.32023,0.1236828699696607,0.1367919622934564,0.01,0.01,0.01,0.23033438904651005,0.12537042807326146,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
214,Southport,-3.010113,53.64571,0.01,0.09881524542729786,0.01,0.01,0.01,0.09705969088335978,0.29899702321134736,0.01,0.01,0.5745711402004373,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.01,0.5176131268414156,0.01,0.01,0.01,0.01,0.3226042922115809,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
216,Langholm,-2.998913,55.153059999999996,0.20321178563674028,0.16053578832603563,0.01,0.01,0.01,0.1962286371634769,0.044654698569935286,0.01,0.01,0.07467612399578996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27659381911310565
217,Newport,-2.997664,51.58415,0.01,0.5029725303282468,0.01,0.01,0.01,0.01,0.35174052465358496,0.01,0.01,0.1299815386411868,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
218,Axminster,-2.9949369999999997,50.78273,0.01,0.16384033066659096,0.01,0.01,0.01,0.01,0.17454461163562127,0.01,0.01,0.22863988395384677,0.01,0.40209036167103374,0.01,0.01,0.23642706292532953,0.01,0.01,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.24490958168072208,0.01,0.01,0.01,0.0320744744254086,0.31681086995307944,0.01,0.01,0.11392412594784387,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.01,0.42995213281752975,0.01,0.01,0.01,0.01,0.5401056855484643,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.5178197754239539,0.01,0.01,0.01,0.01,0.27619453663837484,0.01,0.01,0.10948783569380281,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.24184461459738288,0.2674776176280174,0.01,0.01,0.01,0.41285456241060414,0.29436570871933115,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.13631875187097195,0.09572515678602539,0.01,0.01,0.01,0.36982972491059396,0.08273121977068501,0.01,0.01,0.06679242669163159,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9356741489138746,0.01
224,Ambleside,-2.961333,54.428740000000005,0.061239047921414345,0.31929736164677464,0.01,0.12502972773867788,0.01,0.1583963432064725,0.16428444811463103,0.3630980755101778,0.01,0.17253129131688488,0.6010051348632068,0.05936415189425696,0.01,0.01,0.08532532092682804,0.01,0.01354157629576824,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.13949519893148646,0.0979557075262351,0.01,0.01,0.01,0.3784473547411184,0.0856620084742952,0.01,0.01,0.068348798097013,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9574768676090254,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.15100505475986264,0.01,0.01,0.01,0.039552618507657726,0.1489648483089714,0.01,0.01,0.21072820139137755,0.01,0.37059054285056137,0.01,0.01,0.21790533160241532,0.01,0.01,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.5319131914432533,0.4451927389401963,0.01,0.7044255757591577,0.01,0.42835934250348157,0.16233654927673905,0.5114295433391339,0.01,0.25357891840018776,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7044255757591577
228,Chester,-2.893075,53.19339,0.01,0.29844276348583765,0.01,0.01,0.01,0.039085419195169585,0.38703639888786795,0.01,0.01,0.13882603842722355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
229,Forfar,-2.889062,56.64356,0.1453510883458497,0.1263088969784928,0.01,0.01,0.01,0.3609160986367607,0.13540782916616562,0.01,0.01,0.0801202759071392,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
230,Morecambe,-2.864968,54.074169999999995,0.05899876808891598,0.3449035281597678,0.01,0.12045582290143801,0.01,0.10376922513255472,0.1619678166534548,0.3498150261585896,0.01,0.16621965869796956,0.5790188413370597,0.05719246051798446,0.01,0.01,0.0822039040831318,0.01,0.013046191058646694,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.3069195196790038,0.15870378791693504,0.01,0.01,0.01,0.357956478814892,0.12387526184238512,0.01,0.01,0.08202659707147553,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.29327617608643997,0.15164900590027905,0.01,0.01,0.01,0.342044414190382,0.11645523755774381,0.01,0.01,0.07838030879126,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
