,placename,forget,forgetten,forgot,forgotten,longitude,latitude
314,Peterhead,0.01,0.01,0.5699729080507787,0.8330956,-1.784066,57.50812
315,Swindon,0.01,0.01,0.10796732383018892,0.9683841,-1.7797176,51.55577
316,Bradford,0.01,0.01,0.4322171779001573,0.8734344,-1.759398,53.79598000000001
317,Ashbourne,0.01,0.01,0.5181327690261498,0.8482759,-1.732179,53.016630000000006
318,Marlborough,0.01,0.01,0.1401277654863668,0.9589666,-1.727062,51.42007
319,Stratford-upon-Avon,0.01,0.13694850537729816,0.4645358007782638,0.8621324,-1.708298,52.19173
320,Alnwick,1.0,0.01,0.7104501953001942,0.7859295999999999,-1.7062990000000002,55.41274
321,Otley,0.01,0.01,0.4296680424312249,0.8741809000000001,-1.691786,53.90583
322,Bishop Auckland,0.9095064120284879,0.01,0.7304406204187165,0.7806215999999999,-1.6787880000000002,54.66382
323,Burton upon Trent,0.01,0.01,0.6456868348521451,0.8109244000000001,-1.6371359,52.81403
324,Newcastle,0.9959959543301652,0.01,0.7588813104344386,0.7717718000000001,-1.61778,54.97825
325,Durham,0.8996383340981015,0.01,0.722515406533424,0.7830018,-1.584852,54.77525
326,Ashington,0.9959959543301652,0.01,0.7588813104344386,0.7717718000000001,-1.5659829,55.18298000000001
327,Darlington,0.8972047300308068,0.01,0.7020849630546788,0.7889991,-1.559458,54.52361
328,Leeds,0.01,0.01,0.4451457266704298,0.8696485999999999,-1.5490774,53.80076
329,Harrogate,0.01,0.26862978633623835,0.3324666377464585,0.8990385000000001,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.01,0.14382239677075287,0.5076300754546967,0.8494208000000001,-1.5200789,52.28519
331,Coventry,0.01,0.14163500230465748,0.5778174262911192,0.8288973,-1.519693,52.40682
332,Blyth,0.9959959543301652,0.01,0.7588813104344386,0.7717718000000001,-1.510277,55.12696
333,Wakefield,0.01,0.01,0.4382844112713136,0.8716578000000001,-1.505924,53.6833
334,Andover,0.01,0.01,0.2195335095068724,0.9357143,-1.4919233,51.2112
335,Witney,0.01,0.01,0.09978796818030364,0.9707792,-1.4850544,51.78594
336,Barnsley,0.01,0.07716210730398734,0.6879449892700062,0.7975142,-1.479726,53.55263000000001
337,Derby,0.01,0.01,0.470734646936405,0.8621554,-1.4746186,52.92253
338,Sheffield,0.01,0.11037033278925984,0.8170622216013055,0.7592593000000001,-1.470085,53.38113000000001
339,Nuneaton,0.01,0.11926362115141388,0.5958878551141966,0.8239061,-1.465382,52.52049
340,Northallerton,0.01,0.27815803818855045,0.3888853581935568,0.8823895,-1.429959,54.33796
341,South Shields,0.9959959543301652,0.01,0.7588813104344386,0.7717718000000001,-1.427406,54.99941999999999
342,Chesterfield,0.01,0.08333331470833362,0.5882603579587778,0.8266219000000001,-1.421629,53.23505
343,Southampton,0.01,0.01,0.19893006385405748,0.9417476,-1.4043508999999998,50.9097
344,Wetherby,0.01,0.27058109030599314,0.3348816333536171,0.8983051,-1.384816,53.92706
345,Sunderland,0.9841740281462272,0.01,0.7904075587675511,0.7626113,-1.383801,54.90687
346,Rotherham,0.01,0.11236805025829524,0.8318506632666355,0.7549020000000001,-1.3635008999999998,53.4326
347,Castleford,0.01,0.01,0.4805424290905375,0.8592834,-1.345968,53.72346999999999
348,Thirsk,0.01,0.3000000223499997,0.37816738516980697,0.8852349,-1.341377,54.23385
349,Banbury,0.01,0.1725868463249039,0.21360017694987465,0.9351351,-1.339775,52.0629
350,Stockton,0.8923766585612863,0.01,0.6799304398759561,0.7955156999999999,-1.3289821000000002,54.57046
351,Newbury,0.01,0.01,0.15897253783432214,0.9534483,-1.3231138999999998,51.40141
352,Isle of Wight,0.01,0.01,0.16540701664170954,0.9515641,-1.304734,50.69385
353,Isle of Wight,0.01,0.01,0.16540701664170954,0.9515641,-1.304734,50.69385
354,Abingdon,0.01,0.01,0.1231851291620367,0.9639279,-1.2879528999999998,51.67078
355,Shetland Islands,0.01,0.01,0.5329715472893042,0.8439306000000001,-1.2659409,60.52965
356,Rugby,0.01,0.16067578650952533,0.5229243418737419,0.844716,-1.265032,52.37088
357,Oxford,0.01,0.01,0.12244896495626845,0.9641434,-1.2577263,51.75202
358,Middlesbrough,0.9045453422310652,0.01,0.6892022089775425,0.7927273,-1.234956,54.57423000000001
359,Hartlepool,0.8947840609629841,0.01,0.7001908522009916,0.7895683000000001,-1.212926,54.69174
360,Loughborough,0.01,0.01,0.5092924808699585,0.8508646000000001,-1.206166,52.7721
361,Mansfield,0.01,0.08533788617726276,0.6082785808999794,0.8207331,-1.198674,53.1472
362,Nottingham,0.01,0.01,0.4708751386348107,0.8621141999999999,-1.1581086,52.95478000000001
363,Bicester,0.01,0.01,0.10919947768779076,0.9680233,-1.1535898999999998,51.8996
364,Leicester,0.01,0.16654243791859222,0.5038474201417901,0.8502235,-1.1397592,52.63688000000001
365,Doncaster,0.01,0.1251049425608734,0.8401217449014302,0.752309,-1.128462,53.52282
366,Worksop,0.01,0.08264001771907972,0.6004127532722289,0.8230726999999999,-1.122745,53.3093
367,Basingstoke,0.01,0.01,0.15974373959054353,0.9532225,-1.0923964,51.26654
368,Portsmouth,0.01,0.01,0.20604265244638426,0.9396648,-1.0879769,50.81977
369,York,0.01,0.5305638107762609,0.32832312298361205,0.8967359,-1.0872979,53.95997
370,Selby,0.01,0.28453210908975235,0.4369243327899326,0.8682368,-1.067189,53.78352
371,Helmsley,0.01,0.5916611108292529,0.3729115818535404,0.8828590000000001,-1.0562636,54.24651
372,Towcester,0.01,0.01,0.1219630836035909,0.9642857,-0.989688,52.13511
373,Reading,0.01,0.01,0.2899499362579534,0.9150943,-0.9781303,51.45426
374,Retford,0.01,0.0827777682169446,0.6412547213184611,0.8111111,-0.945503,53.32136
375,Petersfield,0.01,0.01,0.2457066279946818,0.9280501,-0.93899,51.00759
376,Northampton,0.01,0.01,0.16658371145259027,0.9512195,-0.902656,52.24048
377,Melton Mowbray,0.01,0.01,0.4362625123924845,0.8722498,-0.887126,52.7664
378,Aylesbury,0.01,0.01,0.2551020530126334,0.9252988,-0.8084,51.81561
379,Newark-on-Trent,0.01,0.01,0.3746008630506799,0.8903061,-0.80657,53.07004000000001
380,Malton,0.01,0.9085365749176832,0.2602870299354889,0.9115854,-0.7978970000000001,54.13684
381,Chichester,0.01,0.01,0.11878142814489932,0.9652174,-0.774936,50.83761
382,Gainsborough,0.01,0.09834983247557763,0.7483621567271977,0.7795380000000001,-0.774465,53.40057
383,Milton Keynes,0.01,0.01,0.2276644067901953,0.9333333,-0.7594171,52.04062
384,Aldershot,0.01,0.01,0.236724208956438,0.9306804,-0.7557509,51.24837
385,High Wycombe,0.01,0.01,0.353802764339792,0.8963964,-0.748229,51.62861
386,Midhurst,0.01,0.01,0.18492593741412428,0.9458484,-0.737274,50.9869
387,Kettering,0.01,0.01,0.3380534537104271,0.9010082,-0.7302489999999999,52.39632
388,Wellingborough,0.01,0.01,0.17259756890624345,0.9494585,-0.693964,52.30242
389,Corby,0.01,0.01,0.3986341638860592,0.8832684999999999,-0.6842333,52.4923
390,Bognor Regis,0.01,0.01,0.1313448487578181,0.9615385,-0.673061,50.783
391,Scunthorpe,0.01,0.8394366339887324,0.41364375874508746,0.8676056000000001,-0.654413,53.58865
392,Grantham,0.01,0.01,0.4254637754244641,0.8754120000000001,-0.643582,52.91252
393,Whitby,0.01,0.9581993171479108,0.3513791288688277,0.8842443999999999,-0.613347,54.48634000000001
394,Slough,0.01,0.01,0.1033347176466896,0.9697406,-0.5950406,51.51054
395,Guildford,0.01,0.01,0.1258973634038386,0.9631336,-0.570409,51.23622
396,Woking,0.01,0.01,0.12706849182025162,0.9627907,-0.5600349,51.31677
397,Lincoln,0.01,0.01,0.453679043539074,0.8671498,-0.540579,53.23069
398,Bedford,0.01,0.01,0.19657254212351935,0.9424379,-0.4667782,52.13864
399,Heathrow,0.01,0.01,0.2619434250107119,0.9232955,-0.4542955,51.47002
400,Driffield,0.01,0.8948948801291293,0.3589303698350049,0.8828829,-0.443377,54.006
401,Beverley,0.01,0.8739002589545458,0.3605242710336887,0.8826978999999999,-0.435093,53.84196
402,Luton,0.01,0.01,0.3969706998313587,0.8837556000000001,-0.4200255,51.87867
403,Scarborough,0.01,0.8563218352270117,0.34345920818072845,0.8879309999999999,-0.399752,54.28311
404,Worthing,0.01,0.01,0.07889360157981788,0.9768977,-0.372882,50.81787
405,Dorking,0.01,0.01,0.08573135371400938,0.9748954,-0.332378,51.2322
406,Hull,0.01,0.8490028063404567,0.40862840318003,0.8689459,-0.3274198,53.76762
407,Horsham,0.01,0.01,0.09563499396182798,0.9719953,-0.325858,51.06288
408,Biggleswade,0.01,0.01,0.16926353766770597,0.9504348,-0.26421999999999995,52.08694000000001
409,Peterborough,0.01,0.01,0.17378963106381412,0.9491094,-0.2405299,52.5695
410,Welwyn Garden City,0.01,0.01,0.5212030624458279,0.8473768,-0.208661,51.80317
411,Bridlington,0.01,0.993333293103334,0.28458048287549964,0.9033333,-0.198802,54.08535
412,Stevenage,0.01,0.01,0.6026410526919339,0.8235294,-0.196612,51.90376
413,Crawley,0.01,0.01,0.09271400285265764,0.9728507,-0.1872275,51.10914
414,Huntingdon,0.01,0.01,0.1447019416027849,0.9576271,-0.182552,52.33146
415,Hove,0.01,0.01,0.09138165389463716,0.9732408,-0.168749,50.82793
416,Spalding,0.01,0.01,0.3794406552172193,0.8888889000000001,-0.1537024,52.7901
417,Brighton,0.01,0.01,0.09138165389463716,0.9732408,-0.137163,50.82253
418,London,0.01,0.10180685592199376,0.104222301441843,0.9681142,-0.12775830000000002,51.50735
419,Grimsby,0.01,0.7946666791826665,0.4189024989320548,0.8666666999999999,-0.08078400000000001,53.56746999999999
420,Boston,0.01,0.01,0.4149024127383147,0.8785046999999999,-0.026577,52.97894
421,Royston,0.01,0.01,0.24300043824257794,0.9288425,-0.024066,52.04814
422,Louth_Lincs,0.01,0.5137931160362067,0.5063570103052403,0.8448276,-0.007711,53.36596
423,Lewes,0.01,0.01,0.09192828749122907,0.9730808,0.00878,50.87387
424,Chatteris,0.01,0.01,0.21864111060975616,0.9359756,0.054012,52.4561
425,Uckfield,0.01,0.01,0.09332398406727156,0.9726721,0.095913,50.96641
426,Cambridge,0.01,0.01,0.1446076885430864,0.9576547,0.121817,52.20534
427,Bishop's Stortford,0.01,0.01,0.4124005403978688,0.8792373,0.1536502,51.87216
428,Wisbech,0.01,0.01,0.20088035089731127,0.9411765,0.158797,52.66631999999999
429,Sevenoaks,0.01,0.01,0.13193034466670595,0.961367,0.190898,51.27241
430,Tunbridge Wells,0.01,0.01,0.1465459890559221,0.9570871,0.263695,51.13238
431,Eastbourne,0.01,0.01,0.08505911767047143,0.9750923,0.29047199999999995,50.76803
432,Brentwood,0.01,0.01,0.3739342617009283,0.8905013,0.30717490000000003,51.62047000000001
433,Skegness,0.01,0.01,0.33048056186024666,0.9032258,0.337881,53.1464
434,Downham Market,0.01,0.01,0.2115465530375456,0.9380531,0.385472,52.60661
435,King's Lynn,0.01,0.01,0.17823953656999933,0.9478064,0.4022963,52.75168000000001
436,Bexhill,0.01,0.01,0.12892070104196418,0.9622483,0.4662071,50.84991
437,Chelmsford,0.01,0.01,0.3587149196344115,0.894958,0.4685497,51.73559
438,Mildenhall,0.01,0.01,0.20036790110968972,0.9413265,0.5156095,52.34757000000001
439,Medway,0.01,0.01,0.28734339521171914,0.9158576,0.5417860999999999,51.40474
440,Braintree,0.01,0.01,0.3276351097974724,0.904059,0.5509269,51.88009
441,Gillingham,0.01,0.01,0.28734339521171914,0.9158576,0.551438,51.38632
442,Hastings,0.01,0.01,0.12062957355715385,0.9646762,0.573453,50.85426
443,Maldon,0.01,0.01,0.3104514451777249,0.9090909,0.6714479999999999,51.7318
444,Southend,0.01,0.01,0.2836712823460024,0.9169329,0.7077123000000001,51.54593
445,Bury St Edmunds,0.01,0.01,0.1817488921594397,0.9467787,0.7104931999999999,52.24292
446,Thetford,0.01,0.01,0.16759078490567306,0.9509246,0.751657,52.41286
447,Ashford,0.01,0.01,0.21522894495071504,0.9369748,0.8750190000000001,51.14647
448,Faversham,0.01,0.01,0.298295225102431,0.9126506,0.889358,51.31599
449,Colchester,0.01,0.01,0.295525892630261,0.9134615,0.891874,51.89593
450,New Romney,0.01,0.01,0.18763547383284065,0.9450549,0.939473,50.98512
451,Canterbury,0.01,0.01,0.2965090271721668,0.9131737,1.0789089,51.28023
452,Ipswich,0.01,0.01,0.2328385924207085,0.9318182,1.14822,52.05674000000001
453,Clacton,0.01,0.01,0.3016373839598845,0.9116719,1.153035,51.78953
454,Folkestone,0.01,0.01,0.17409629500442733,0.9490196,1.169456,51.0814
455,Sheringham,0.01,0.01,0.2702209267814571,0.9208716,1.2109589,52.94442
456,Harwich,0.01,0.01,0.2773300321085342,0.9187898,1.260297,51.93473
457,Norwich,0.01,0.01,0.22791762651398675,0.9332591999999998,1.297355,52.63089
458,Cromer,0.01,0.01,0.22868076895061065,0.9330357,1.301866,52.93145
459,Dover,0.01,0.01,0.21522894495071504,0.9369748,1.3134027,51.12788
460,Felixstowe,0.01,0.01,0.23785831914215785,0.9303483,1.351255,51.96173
461,Margate,0.01,0.01,0.2758607430166764,0.9192201,1.3868339,51.38965
462,Ramsgate,0.01,0.01,0.2744168954210053,0.9196429,1.419895,51.33555
463,Great Yarmouth,0.01,0.01,0.2357612568631851,0.9309623,1.728047,52.59823000000001
464,Lowestoft,0.01,0.01,0.2372502503084653,0.9305263,1.7534490000000005,52.48114
465,Swaffham,0.01,0.01,0.17088390485235586,0.9499603,0.687481,52.64747
466,Dereham,0.01,0.01,0.2302224211705485,0.9325843,0.937827,52.68162
467,Ely,0.01,0.01,0.2163752465648089,0.9366391,0.262363,52.39954
468,March,0.01,0.01,0.21404343952773205,0.9373219,0.088622,52.55172
469,St Neots,0.01,0.01,0.15936508816810266,0.9533333,-0.26510300000000003,52.23008
470,Banham,0.01,0.01,0.2507094164851129,0.9265851,1.0402849,52.45125
471,Holt,0.01,0.01,0.2702209267814571,0.9208716,1.086747,52.90936
472,Cromer,0.01,0.01,0.22868076895061065,0.9330357,1.301866,52.93145
473,Hunstanton,0.01,0.01,0.2958419818768441,0.913369,0.491032,52.93891
474,Horncastle,0.01,0.01,0.4357025604287613,0.8724138000000001,-0.11245,53.20731
475,Market Weighton,0.01,1.0,0.37816738516980697,0.8758389000000001,-0.6677465,53.86484
476,Hawes,0.01,0.01,0.39334687458390777,0.8848168,-2.1968695,54.30383000000001
477,Reeth,0.01,0.01,0.5353971975901678,0.8432203000000001,-1.9428115,54.38946
478,Aysgarth,0.01,0.01,0.315669103324541,0.907563,-1.9967434,54.29159
479,Stanhope,0.9726295411176272,0.01,0.711033949576457,0.7859238000000001,-2.011302,54.74946
480,Keswick,0.01,0.01,0.663816274286512,0.8056156,-3.134706,54.60128
481,Oxenholme,0.01,0.01,0.6688063932533387,0.8041543000000001,-2.7243328,54.30134
