,placename,dont_got_any,dont_got_none,dont_have,dont_have_negc,got_none,have_none,havent,havent_got,havent_got_negc,havent_negc,not_got_any,not_got_none,longitude,latitude
265,Hastings,0.01,0.01,0.6240086522611767,0.17482652992477846,0.1544800572322323,0.19664410877904825,0.0690534595232349,0.6402693903062502,0.15534831478927674,0.01,0.2883305258393472,0.01,0.573453,50.85426
266,Newcastle,0.03453947281381579,0.01,0.6264027556207448,0.01,0.3962644884210946,0.2301102479545946,0.16334211918364672,0.5638940316968067,0.01,0.01,0.2720566580346523,0.01,-1.61778,54.97825
267,Hexham,0.034155601213662234,0.01,0.6271800500231729,0.01,0.3798031049660277,0.22982886307713224,0.17293769419862512,0.5705105755961858,0.01,0.01,0.2466135703239594,0.01,-2.1121439,54.97266
268,Biggleswade,0.0926044980370418,0.01,0.627263772728084,0.2959669473499138,0.1348472647714865,0.1881379145794956,0.16403884323599974,0.6154590135369364,0.01,0.01,0.27629422859775304,0.01,-0.26421999999999995,52.08694000000001
269,Tipperary,0.01,0.01,0.628382362965833,0.01,0.8125815636704137,0.7749314865812338,0.4383825361699946,0.09232302931973274,0.01,0.01,0.03924483772826813,0.01,-8.161851400000002,52.47379
270,Westmeath,0.01,0.01,0.6297708788642257,0.01,0.7529725871342411,0.7304864719321584,0.4239641521116813,0.1246672907573672,0.01,0.01,0.07273186709131578,0.01,-7.4653217,53.53453
271,March,0.01,0.01,0.6299383242740489,0.01,0.15203663873434356,0.05547740790010377,0.1494335949136615,0.7170367288026256,0.01,0.01,0.29983249320038624,0.01,0.088622,52.55172
272,Bognor Regis,0.01,0.01,0.6311145596528848,0.26207756718938874,0.2315766850175844,0.14462956100760052,0.1953394660422649,0.6368973252550237,0.01,0.01,0.2522690497712774,0.01,-0.673061,50.783
273,Sunderland,0.03379828201351932,0.01,0.6312037723712332,0.16203057612558378,0.387760961490116,0.2353225995643933,0.1577954947559492,0.5581006505989345,0.01,0.01,0.26420172488601396,0.01,-1.383801,54.90687
274,Adare,0.01,0.01,0.6314860505621087,0.01,0.6846710472121437,0.8655963333324449,0.3431626828814397,0.06821200836102825,0.01,0.01,0.033067208624274584,0.01,-8.7925892,52.56363
275,Blyth,0.03441212881376485,0.01,0.6323292251257786,0.01,0.3583600549335489,0.2163985668165787,0.17495103858845185,0.5664918117573408,0.01,0.01,0.27721388963499444,0.01,-1.510277,55.12696
276,Ashington,0.03441212881376485,0.01,0.6323292251257786,0.01,0.3583600549335489,0.2163985668165787,0.17495103858845185,0.5664918117573408,0.01,0.01,0.27721388963499444,0.01,-1.5659829,55.18298000000001
277,Royston,0.09784508163913803,0.01,0.6326686909566214,0.2345369942576187,0.11657322186972975,0.1907458898613469,0.13405835175477476,0.6322810427763483,0.01,0.01,0.23938258643646626,0.01,-0.024066,52.04814
278,Southampton,0.01,0.01,0.6348541738055907,0.29452443565520353,0.4294081388689375,0.1825214137757292,0.17174635019043816,0.5947340155197631,0.01,0.01,0.23535516834349826,0.01,-1.4043508999999998,50.9097
279,Ringwood,0.01,0.01,0.638709535741589,0.3302473894871378,0.3720613727089004,0.1974905294194488,0.21920392450524287,0.5600566700424269,0.01,0.01,0.2639014598114107,0.01,-1.788817,50.84495
280,Omagh,0.01,0.01,0.6388175060058457,0.01,0.5970357927406086,0.3827988664628149,0.5222586186082281,0.3873089822400207,0.01,0.01,0.01,0.01,-7.309959700000001,54.59771
281,Strabane,0.01,0.01,0.6391437043042165,0.01,0.26151396583537473,0.5247608028599688,0.5358708247266866,0.2983415406064255,0.01,0.01,0.0442057226159391,0.01,-7.4633103,54.82739
282,Carlisle,0.01,0.01,0.639602577927309,0.01,0.3893585196906599,0.1094299257015961,0.2707179620008116,0.5424926050895608,0.01,0.01,0.4680268739707889,0.01,-2.932931,54.89247
283,Guernsey,0.01,0.01,0.6414403599252811,0.22043609108607026,0.1947814729684986,0.19990256165541226,0.21539477896830755,0.6098218902651827,0.09793814285429553,0.01,0.16051142035309424,0.01,-2.585278,49.46569
284,Thetford,0.01,0.01,0.6418644634632743,0.01,0.2419369057694637,0.12210630776654255,0.16788430986265235,0.6534158585619261,0.01,0.5430574909968868,0.2390869919514148,0.01,0.751657,52.41286
285,Bexhill,0.01,0.01,0.6419513886760237,0.1730430521342275,0.15290411590630126,0.1701722699268746,0.06737851914026374,0.6444681454236815,0.15376352462399678,0.01,0.2789274636796363,0.01,0.4662071,50.84991
286,Basingstoke,0.1101465456440586,0.01,0.6425781652100596,0.01,0.39854818223434507,0.1374773732435106,0.14611939130085222,0.6200469267295413,0.01,0.8509524923900931,0.24318810039885466,0.01,-1.0923964,51.26654
287,Gloucester,0.01,0.01,0.6438303457747717,0.26580858275330105,0.2642326658908314,0.06938076665715831,0.19160352996223126,0.7130189727536942,0.01,0.01,0.14557575164157802,0.01,-2.238156,51.86424
288,Mullingar,0.01,0.01,0.6466695977238407,0.01,0.7922497811180247,0.7875858750389887,0.3730170394512656,0.07390743227928921,0.01,0.01,0.07652576773654088,0.01,-7.3401868000000015,53.52582
289,Roscommon,0.01,0.01,0.6487137127268121,0.01,0.7454609011229921,0.7259231316763927,0.4187856294328327,0.12211435734799275,0.01,0.01,0.03600314482553706,0.01,-8.1890955,53.62759000000001
290,Alnwick,0.036479444414591784,0.01,0.6490778836181201,0.01,0.3798886384019952,0.20749522138898294,0.1911762473749236,0.5391117722660852,0.01,0.01,0.3003979803943718,0.01,-1.7062990000000002,55.41274
291,Cambridge,0.10727969284291188,0.01,0.6503268616749943,0.2571519823250134,0.11361215483944885,0.12728340295754034,0.25406199030311233,0.6227783901221271,0.01,0.01,0.23365770076527306,0.01,0.121817,52.20534
292,Dingle,0.01,0.01,0.6505533247292627,0.01,0.7327704613503625,0.8311278188473218,0.34268130962105353,0.06245868691222544,0.01,0.01,0.049546337261042996,0.01,-10.2640135,52.14094
293,St Neots,0.1180604376472242,0.01,0.6507065876043737,0.2829936847376819,0.06251462252577968,0.2054935365453775,0.17063572823263606,0.5734332671248953,0.01,0.01,0.2994077402228076,0.01,-0.26510300000000003,52.23008
294,Sark,0.01,0.01,0.651934520609739,0.2124131793886377,0.1876922945538464,0.1898626799143716,0.2660942673484259,0.5921531663297793,0.09437362187200438,0.01,0.15466950979758184,0.01,-2.3666256000000003,49.43007
295,Street,0.01,0.01,0.652912200502611,0.2779733445616834,0.3131686886598943,0.13760513610710493,0.22448118412701232,0.6092800520180841,0.01,0.01,0.2221291549527436,0.01,-2.742919,51.12468
296,Glastonbury,0.01,0.01,0.6547847525856819,0.2713794943787308,0.30573995629299244,0.13532093338203036,0.2292981364137952,0.6100510113020615,0.01,0.01,0.2168599690501714,0.01,-2.718454,51.14743
297,Wells,0.01,0.01,0.6557061598408263,0.43089681976126254,0.30340902560558825,0.1382965351404525,0.2391287329502075,0.602377547730694,0.01,0.01,0.2152066525279129,0.01,-2.6445979,51.20935
298,Kettering,0.01,0.01,0.6575626993847069,0.01,0.12595868170157362,0.11735502214023125,0.02788616440001504,0.6595325386641119,0.01,0.01,0.3690573685792902,0.01,-0.7302489999999999,52.39632
299,Bridgwater,0.08775255723510103,0.01,0.6579136027435425,0.01,0.3949626721944188,0.1266057332668638,0.17448499715150054,0.6576854109207945,0.01,0.01,0.10210902125319296,0.01,-3.003632,51.12789
300,Chatteris,0.01,0.01,0.6580993481981543,0.01,0.16349295957075113,0.03946299608913678,0.2054323594140018,0.6708547560075112,0.01,0.01,0.3224255483702577,0.01,0.054012,52.4561
301,Trowbridge,0.01,0.01,0.65845162406035,0.4298045765325524,0.2848375505216605,0.15795075564702524,0.203508445550271,0.5702660857631232,0.01,0.01,0.298920645551204,0.01,-2.208853,51.31966
302,Tyrone,0.01,0.01,0.6634068186881893,0.01,0.3691217001574028,0.4319830369305989,0.4138099621098516,0.3845024384988647,0.01,0.01,0.01,0.01,-7.1312320000000025,54.49121
303,Eastbourne,0.01,0.01,0.6641090829069806,0.18859045373055447,0.12498156338574695,0.15579524884766832,0.1825011950389777,0.6112709913820861,0.01,0.01,0.24647699091725364,0.01,0.29047199999999995,50.76803
304,High Wycombe,0.01,0.01,0.6651265653972688,0.01,0.2741592592546466,0.11088783526921514,0.28287697189863825,0.5808137661683515,0.01,1.0,0.2703356525497125,0.01,-0.748229,51.62861
305,Banbury,0.01,0.3143712596690369,0.6659665374531006,0.07906156884432468,0.20958084791167647,0.13015003638942285,0.04634334937849542,0.6349645857585376,0.01,0.01,0.3099868285615309,0.01,-1.339775,52.0629
306,Wicklow,0.01,1.0,0.6660182350796303,0.01,1.0,0.5128049446960751,0.29265358508473616,0.2605465466415754,0.01,0.01,0.01,0.01,-6.044589,52.98082
307,Salisbury,0.01,0.01,0.6680294100019809,0.14098358107504874,0.3270113612243797,0.2088652898224249,0.15446347556430848,0.541083210895257,0.01,0.01,0.2842830073695151,0.01,-1.794472,51.06878
308,Athlone,0.01,0.01,0.6681396677718372,0.01,0.5862163690802901,0.6371516012678982,0.6121037938689081,0.13440415378753148,0.01,0.01,0.01,0.01,-7.9406898,53.42393000000001
309,Weston-super-Mare,0.05133469322053389,0.01,0.6700694074948748,0.20508411980309094,0.32618916384327745,0.07983172891079661,0.21641213744415505,0.6356538132805143,0.01,0.01,0.2144266204645412,0.01,-2.977255,51.34741
310,Mildenhall,0.01,0.01,0.6744078906133122,0.01,0.1808446380098669,0.08879798938441898,0.15421597393859865,0.6448453611883777,0.01,0.7538668376979829,0.2620248226436473,0.01,0.5156095,52.34757000000001
311,Brighton,0.01,0.01,0.6752272751187562,0.09597319725402087,0.08480375525143273,0.12081874868371595,0.16551793490641326,0.6256848058437302,0.01,0.01,0.2795330794482455,0.01,-0.137163,50.82253
312,Guildford,0.24080267409632106,0.01,0.6757254938381464,0.01,0.4781563261205325,0.12209451119541255,0.08067662219201104,0.618703341216602,0.01,0.01,0.20655650263679967,0.01,-0.570409,51.23622
313,Worthing,0.01,0.01,0.6757758189613171,0.10429942259664912,0.13824138096067526,0.13556706184069164,0.17489411152803794,0.6043946392429562,0.01,0.01,0.2804161005675793,0.01,-0.372882,50.81787
314,Uckfield,0.01,0.01,0.6759798644607182,0.19626527154202408,0.13006780048211855,0.1402606309099489,0.14896565233060433,0.6144736973383159,0.01,0.01,0.26383632719201283,0.01,0.095913,50.96641
315,Hove,0.01,0.01,0.6771798898977807,0.09556324864699844,0.08444147244542362,0.12754232769674953,0.15955345696282042,0.6232487760643445,0.01,0.01,0.2712021506690476,0.01,-0.168749,50.82793
316,Witney,0.01,0.3509973625811253,0.6773894254106188,0.01,0.23399826424503106,0.16431090696304276,0.14684506183585033,0.6049408109866838,0.01,0.01,0.1779953798666496,0.01,-1.4850544,51.78594
317,Dalbeattie,0.01,0.01,0.6822389372797989,0.01,0.2772651504489993,0.28670626404591737,0.16643629579834146,0.347084811467198,0.01,0.01,0.6512222350161355,0.01,-3.822527,54.93422
318,Donegal,0.01,0.01,0.6837006533573491,0.01,0.4595350788499965,0.5864735316934544,0.3800704908179704,0.2461924941218134,0.01,0.01,0.01,0.01,-8.1096143,54.653830000000006
319,Galway,0.01,0.01,0.6850008715396334,0.01,0.6886109227665543,0.6713406636470999,0.4323407551726429,0.1287968610972232,0.01,0.01,0.025866938449465648,0.01,-9.0567905,53.27067
320,Malton,0.01,0.01,0.6864452025746333,0.21209621421320807,0.18741220924636454,0.1554463502608575,0.12424189115956945,0.5791309081809665,0.01,0.6835888764844272,0.2890775675407812,0.01,-0.7978970000000001,54.13684
321,Clitheroe,0.08963984403585594,0.01,0.6874420975145336,0.01,0.1661293731693487,0.12880269468341202,0.1366536614985441,0.5534649681644205,0.01,0.01,0.4252437233099622,0.01,-2.3930830000000003,53.8711
322,Langholm,0.01,0.01,0.6875843803627711,0.01,0.3026417599943351,0.13106430397564445,0.2842138455748693,0.4512688226181918,0.01,0.01,0.5498179209158724,0.01,-2.998913,55.15306
323,Burnley,0.11033516764413408,0.01,0.6883859223245448,0.01,0.1752720212347096,0.12037681047375565,0.18009678182879654,0.5212558513542126,0.01,0.01,0.487867478237891,0.01,-2.2405035,53.78929
324,Lewes,0.01,0.01,0.6899990712727275,0.09389216442837278,0.08296489757604557,0.12956900527579984,0.1813144505778212,0.6045725141627236,0.01,0.01,0.2594476105766851,0.01,0.00878,50.87387
325,Nenagh,0.01,0.01,0.6912196842601773,0.01,0.6322179233602622,0.6515128269383034,0.39519754241909255,0.1642026371241787,0.01,0.01,0.01,0.01,-8.19834,52.8635
326,Clare,0.01,0.01,0.6949451158781714,0.01,0.8351706638906923,0.7076440447976456,0.3236051942623289,0.10959674999846312,0.01,0.01,0.025668244412167786,0.01,-8.9811351,52.90453
327,Loughrea,0.01,0.01,0.6959273707822399,0.01,0.7131457640978051,0.6309152139778039,0.4511342590299918,0.13806187688979504,0.01,0.01,0.02678856335984119,0.01,-8.5660931,53.19891
328,Cirencester,0.01,0.01,0.6982162488842696,0.01,0.2721363023117245,0.07361846823190057,0.1723862851687883,0.6183787320854005,0.01,0.01,0.2657852818075317,0.01,-1.968243,51.71849
329,Bristol,0.01,0.01,0.6986774100129605,0.4412848691392098,0.3472792716945797,0.07353542570292905,0.2377365573868465,0.5872781337907625,0.01,0.01,0.2512913146295629,0.01,-2.58791,51.45451
330,Monaghan,0.8704663215481866,0.01,0.6995379696191807,0.01,0.4609239852834453,0.6473918247762651,0.540385755423625,0.07762773913519329,0.01,0.01,0.01,0.01,-6.9683132,54.2492
331,Jersey,0.01,0.01,0.6997401851141033,0.3165281653821275,0.3496128266527702,0.14994381633071988,0.26238393541352856,0.5601929232387586,0.01,0.01,0.1359248279408417,0.01,-2.13125,49.21444
332,Cinderford,0.01,0.01,0.7012453637980283,0.3187598885503569,0.4811730365873164,0.04217040913441158,0.20017929340961266,0.6511925228438259,0.01,0.01,0.11902886647947908,0.01,-2.5009579,51.8253
333,Thirsk,0.01,0.01,0.7017627975644468,0.13966473855245698,0.32395230659168783,0.17097217075570034,0.09363730247360268,0.5232402400837755,0.24820808695464544,0.01,0.35202959153211705,0.01,-1.341377,54.23385
334,Ballycastle,0.01,0.01,0.7051496783538377,0.01,0.4982729629476094,0.7723940241369843,0.31707711848926845,0.08702603514385142,0.01,0.01,0.033690769922733184,0.01,-9.3724643,54.27967
335,Dungannon,0.01,0.01,0.7051762134187824,0.01,0.4176447338713652,0.2451097547646152,0.4807128880871641,0.4522996909209114,0.01,0.01,0.01,0.01,-6.7669352,54.50827
336,Bath,0.01,0.01,0.7070400729805785,0.4678138596536514,0.25189681402851544,0.09655526793545344,0.2098809799745842,0.5642536615275091,0.01,0.01,0.2991522457414843,0.01,-2.3590167,51.38106
337,Alderney,0.01,0.01,0.7073937213461332,0.3238006053467043,0.21458724490531186,0.16013132182912174,0.19663054356189605,0.5798306167180455,0.01,0.01,0.13904779223164174,0.01,-2.1973557,49.715
338,Ely,0.01,0.01,0.7076105768768872,0.01,0.200469468699922,0.08031672127301663,0.16399916447695015,0.6177412545754922,0.01,0.01,0.25415177705098063,0.01,0.262363,52.39954
339,Ennistymon,0.01,0.01,0.7079180176293481,0.01,0.7202023837630406,0.6543603992439531,0.4013725876257406,0.1225954762527912,0.01,0.01,0.027053636609820426,0.01,-9.2934951,52.94037
340,Crawley,0.01,0.01,0.7090828154801908,0.01,0.1607422345158683,0.11637763956609945,0.27055812774150256,0.5670172734183417,0.01,0.01,0.2282406228851005,0.01,-0.1872275,51.10914
341,Shaftesbury,0.01,0.01,0.7096116867746033,0.2709959628921608,0.2993214347413243,0.16174391976732105,0.2143951287485274,0.5316898026676803,0.01,0.01,0.2276847595717112,0.01,-2.198083,51.0046
342,Lockerbie,0.01,0.01,0.7101616031205237,0.01,0.4518616221124792,0.2341881959643731,0.17187870982215184,0.3228567860995134,0.01,0.01,0.6858760786999871,0.01,-3.349008,55.12224000000001
343,Offaly,0.01,0.01,0.7143056482630742,0.01,0.7769286655591947,0.6180368906104625,0.35121106226630666,0.13280912469112496,0.01,0.01,0.0875534988326917,0.01,-7.7122229,53.23569000000001
344,Woking,0.21439965968575989,0.01,0.7145677964046817,0.01,0.3973465775683738,0.07221994140369871,0.12988216236480749,0.6093557874300983,0.01,0.01,0.2030988844393094,0.01,-0.5600349,51.31677
345,Claremorris,0.01,0.01,0.715575671371456,0.01,0.4838197693523958,0.633218344534522,0.37182885379870617,0.1647382774633081,0.01,0.01,0.03271351747877991,0.01,-9.0017356,53.72388
346,Castle Douglas,0.01,0.01,0.717584558788208,0.01,0.4201261820560725,0.29572450940926504,0.12910118994267952,0.2761332773942745,0.01,0.01,0.7147534722611573,0.01,-3.931414,54.94042
347,Oxford,0.01,0.3212136322098483,0.7190554248881527,0.01,0.2141424087674485,0.16516952405834034,0.13553911459394266,0.5399454160826944,0.01,0.01,0.2533870274092495,0.01,-1.2577263,51.75202
348,Abingdon,0.01,0.3315217324585598,0.7221751250236188,0.01,0.3038949160135494,0.148736500590495,0.13341867741742305,0.5395760106898292,0.01,0.8061536671624305,0.2334986556123005,0.01,-1.2879528999999998,51.67078
349,Louth,0.4092570049637028,0.01,0.7257834363549602,0.01,0.5417681607099871,0.4961396554068284,0.5024560507915101,0.18791326315017184,0.01,0.01,0.01831585075975883,0.01,-6.4889423,53.925230000000006
350,Horsham,0.01,0.01,0.7273375676586968,0.10241897464443704,0.09049931244105396,0.13379704299283673,0.1934218995534362,0.5627950367959214,0.01,0.01,0.2371159159441065,0.01,-0.325858,51.06288
351,Huntingdon,0.10473815524189528,0.01,0.727454230444229,0.01,0.11092063155433868,0.09239960918026496,0.1979968850027692,0.5745473788744861,0.01,0.01,0.2687466656543146,0.01,-0.182552,52.33146
352,Mayo,0.01,0.01,0.7277877487605153,0.01,0.4668911767390331,0.6905753394346711,0.29111583385786066,0.1367510445490508,0.01,0.01,0.03156888770648154,0.01,-9.4289369,54.01526
353,Derry,0.01,0.01,0.731647228206591,0.01,0.2762681054668631,0.3771035219096316,0.476242067046248,0.3173615092581124,0.01,0.01,0.07004959683406327,0.01,-7.308574799999999,54.99661
354,Antrim,0.01,0.26508567425853097,0.7333084147723453,1.0,0.2650856873338814,0.5722217408806507,0.3160535046294595,0.16156147170786025,0.01,0.01,0.19044027399627145,0.01,-6.2072498,54.719530000000006
355,Aberfeldy,0.12506203085002482,0.01,0.733668468153576,0.01,0.31455488186422503,0.4481971906832415,0.04182897062720066,0.08069530046399655,0.01,0.01,1.0,0.01,-3.866969,56.62175
356,Dumfries,0.01,0.01,0.7365658227448516,0.01,0.4088614329870661,0.2485565528952918,0.12011318442678008,0.27524395318493355,0.01,0.01,0.7740656047639723,0.01,-3.60512,55.07086
357,Montrose,0.10077984004031194,0.01,0.7368105858439089,0.01,0.26682162021944594,0.4368216305127311,0.04282857485151054,0.1806079452342773,0.01,0.01,0.7366810225542153,0.01,-2.4661150000000003,56.70692
358,Castleford,0.01,0.01,0.7432471690974459,0.4690739885152374,0.17270108096827227,0.2060567061840692,0.19954079962266547,0.4309252226938567,0.138937416059009,0.01,0.3561545792332864,0.01,-1.345968,53.72346999999999
359,Selby,0.01,0.01,0.7501833435737335,0.4109416652394307,0.2420771930586169,0.17985625511517986,0.1551994337528315,0.4586698301863917,0.12171892327520127,0.01,0.33332896148507496,0.01,-1.067189,53.78352
360,Rosslare,0.01,0.01,0.7511175608602303,0.01,0.7907407364575618,0.5421195572486932,0.2342200350319901,0.17109632324982416,0.01,0.01,0.13366500844848148,0.01,-6.3414908,52.25131
361,Colne,0.01,0.01,0.758704759429899,0.01,0.12002742941200854,0.10875852085660437,0.14621263945098342,0.5072823906953579,0.01,0.01,0.3963149908570051,0.01,-2.176991,53.85564
362,Wakefield,0.01,0.01,0.7661249700908644,0.38927020328819856,0.14331938941136094,0.13937368871448033,0.203750167078546,0.4741043846621228,0.11529992999706468,0.01,0.3133278354008213,0.01,-1.505924,53.6833
363,York,0.01,0.01,0.7768291237892808,0.2869085328547432,0.19013833732252144,0.19069363838244352,0.11787496818263345,0.44077571403679017,0.12747136250874944,0.01,0.3330118095074879,0.01,-1.0872979,53.95997
364,Slough,0.01,0.01,0.7777921636463204,0.08542487327332808,0.33967364568501385,0.17029350135560598,0.1536741166347617,0.4607595329619358,0.01,0.01,0.24880986769319025,0.01,-0.5950406,51.51054
365,Pitlochry,0.1282116528512847,0.01,0.7808491861283829,0.01,0.23761446490940746,0.42442983239538384,0.04527821694082474,0.09949224520778258,0.01,0.01,0.86452119982778,0.01,-3.729711,56.70436
366,Armagh,1.0,0.01,0.7813753124160769,0.01,0.5295138836378762,0.3460566128778569,1.0,0.048721855325106485,0.01,0.01,0.01,0.01,-6.652792,54.35028000000001
367,Blairgowrie,0.13029989285212,0.01,0.7826146829494367,0.01,0.24148459713173426,0.4450905603437934,0.01,0.09152571632951224,0.01,0.01,0.8786020769684677,0.01,-3.3378318,56.58941
368,Kilkeel,0.7088607626835444,0.01,0.7827542207909552,0.01,0.563027422829092,0.17632494821505218,0.8105470955746319,0.2089416059313677,0.01,0.01,0.12689716028110135,0.01,-6.007004,54.06312
369,Wexford,0.01,0.01,0.7876183726959677,0.01,0.7032279331296662,0.5160304071616517,0.3189703993697762,0.1376360856512585,0.01,0.01,0.11887204233770032,0.01,-6.4633381,52.33692
370,Falkirk,0.14145383285658153,0.2996070763792158,0.7937877752955804,0.01,0.4306851802002238,0.4805795115553079,0.03396173673621724,0.010890832870841742,0.01,0.01,0.8778448474871837,0.01,-3.7839131,56.00188000000001
371,Inchnadamph,0.16992582606797035,0.7198246794933553,0.7965067044501593,0.01,0.5848575305629692,0.3653704656513174,0.27705158425724696,0.13548727599727614,0.01,0.01,0.4258713176158832,0.01,-4.974295,58.15221
372,Skipton,0.01,0.01,0.7970772083464674,0.2445843594297301,0.1350745977882468,0.10476654785675628,0.2121642717796295,0.4517774541876342,0.01,0.01,0.3659321126019233,0.01,-2.0162787,53.96285
373,Limerick,0.01,0.01,0.7989881905235962,0.01,0.8677578799735046,0.6021415775148025,0.285559443058635,0.08324611751455224,0.01,0.01,0.026669785124775875,0.01,-8.6267343,52.66384
374,Carlow,0.01,0.01,0.8035307191414353,0.01,0.7538841876387417,0.4146404111871484,0.2513516458881108,0.196148720766912,0.01,0.01,0.16991314569564112,0.01,-6.9341358999999985,52.83651
375,Wetherby,0.01,0.01,0.8042151408165572,0.3585398436017875,0.22440891191684031,0.13492138285138458,0.12782846461570008,0.4579702728177997,0.10619775924050016,0.01,0.2952868095888021,0.01,-1.384816,53.92706
376,Belfast,0.01,0.21483195530647933,0.804765972164717,0.8104246628625745,0.2148319692759272,0.49801837599204496,0.28747110679544136,0.13343350093215528,0.01,0.01,0.2632815991957876,0.01,-5.93012,54.59728000000001
377,Leeds,0.01,0.01,0.8058159372345065,0.4181965072137061,0.2309539766954079,0.1496493019362372,0.14104334652984266,0.4405942110733335,0.12386776612628705,0.01,0.28976303445117524,0.01,-1.5490774,53.80076
378,Huddersfield,0.01,0.01,0.8109129572094629,0.3900661801218336,0.14361241815611084,0.10953349559727972,0.15733373089773625,0.4590726942043917,0.11553570638143153,0.01,0.3236789204746371,0.01,-1.7850351000000002,53.64579000000001
379,Banchory,0.11011579324404633,0.01,0.8135994037845404,0.01,0.32069314019174794,0.3819225878344695,0.0857564692552325,0.17646885127973702,0.01,0.01,0.558519397668922,0.01,-2.4909599,57.05386
380,Aberdeen,0.10954140124381656,0.01,0.8196818811714043,0.01,0.3190203232425525,0.3771829654846991,0.06481923918156643,0.18143488724796056,0.01,0.01,0.5556060174378069,0.01,-2.094278,57.14972
381,Lairg,0.12834224765133692,0.5436720210153744,0.8198209615118034,0.01,0.5096924995138427,0.36939249658099377,0.20939795087726704,0.1465623832538372,0.01,0.01,0.4212132616647557,0.01,-4.402414,58.02206
382,Altnaharra,0.12804877685121951,0.5424288638905297,0.8224730955029016,0.01,0.5085270564097235,0.3673434921582794,0.20870162545232326,0.14592717327123464,0.01,0.01,0.4202501217394579,0.01,-4.442655,58.28023
383,Ullapool,0.18468303007387324,0.7823378531105409,0.8245240730226684,0.01,0.5378572855717235,0.3549241020610009,0.3093737204635105,0.11433658752055766,0.01,0.01,0.3967338101107037,0.01,-5.161313,57.89542
384,Harrogate,0.01,0.01,0.8250524868159613,0.25180553568342884,0.20859385522102675,0.13070327558123107,0.12776480688479827,0.4374824581568147,0.11187535763205364,0.01,0.3063722343453962,0.01,-1.5418120000000002,53.99211999999999
385,Alness,0.12883435325153375,0.5457566528067804,0.8258993213885892,0.01,0.5116468251038276,0.357495487978161,0.21056562255007047,0.14762761719261375,0.01,0.01,0.42282834281015147,0.01,-4.256825,57.69595
386,Newton Stewart,0.01,0.01,0.8290235965352523,0.01,0.23856525155903924,0.29069690409987503,0.102228152435244,0.17025547373533198,0.01,0.01,0.7635155564849484,0.01,-4.483164,54.9603
387,Laois,0.01,0.01,0.8292665296298312,0.01,0.5112547857358518,0.4595978102364912,0.16921153982194295,0.1873136281515229,0.01,0.01,0.17284268352003845,0.01,-7.3323006999999985,52.99429
388,Invergordon,0.12844036805137615,0.5440876699319891,0.8294275700239776,0.01,0.5100821814860276,0.3547915405922012,0.20963077994794974,0.1467747749781486,0.01,0.01,0.4215352902430886,0.01,-4.172882,57.68811
389,Thurso,0.12753036245101212,0.5402327850991375,0.8306303404677586,0.01,0.4389391345315072,0.3687831403671999,0.2074715379263164,0.15245528360568686,0.01,0.01,0.3957187749130221,0.01,-3.5220800000000003,58.59356999999999
390,Newry,0.7400881070960352,0.01,0.8308014458865384,0.01,0.3918869378745257,0.1485754140796409,0.8504447777310296,0.22392759311651272,0.01,0.01,0.01,0.01,-6.34023,54.1751
391,Stornoway,0.1848862764739545,0.7831988274437668,0.8333222770562726,0.01,0.4405493248151579,0.3485596853181342,0.3098188799569434,0.12015229116501824,0.01,0.01,0.39717042151365456,0.01,-6.3848692000000025,58.20943000000001
392,Keighley,0.01,0.01,0.8347451055386456,0.2721099116512428,0.16530348401747924,0.1165370598945907,0.15868788353897864,0.4192161651920853,0.12089644335492936,0.01,0.3437777605253009,0.01,-1.912358,53.8678
393,Bradford,0.01,0.01,0.8348791533667277,0.405924868823493,0.1942865532898659,0.09621170113220426,0.17274952672960836,0.4322796419483683,0.12023296667702114,0.01,0.3216807818143459,0.01,-1.759398,53.79598000000001
394,Golspie,0.1287027588514811,0.5451991865151834,0.8375921350067506,0.01,0.4429743289383765,0.3514865679042625,0.2102533746339949,0.14734276537350754,0.01,0.01,0.4223964441012301,0.01,-3.976086,57.97341
395,Otley,0.01,0.01,0.8379796384551649,0.2916179080854148,0.2093642343738908,0.1288679423847469,0.1602305256175299,0.4085056259368037,0.12956370347625426,0.01,0.31942153975482146,0.01,-1.691786,53.90583
396,Heathrow,0.14887988645955194,0.31533587046058303,0.8391252212589788,0.15860827038695968,0.2365019075335075,0.20336822097043794,0.17660787208794634,0.3781532108740935,0.01,0.01,0.17545786179595296,0.01,-0.4542955,51.47002
397,Kirkwall,0.12919764485167906,0.27364778929912736,0.8402378639821724,0.01,0.44467765859535857,0.37536496058479,0.1878462519839763,0.14841394527277496,0.01,0.01,0.4008922317745569,0.01,-2.9622491,58.98467
398,Orkney Islands,0.12919764485167906,0.27364778929912736,0.8402378639821724,0.01,0.44467765859535857,0.37536496058479,0.1878462519839763,0.14841394527277496,0.01,0.01,0.4008922317745569,0.01,-2.9605206,58.98094
399,Tain,0.1287027588514811,0.5451991865151834,0.8410970510850326,0.01,0.4429743289383765,0.3361692867939719,0.2102533746339949,0.1550632927338448,0.01,0.01,0.4223964441012301,0.01,-4.05523,57.8115
400,Brora,0.1289992284515997,0.5464550824733598,0.8455004993624722,0.01,0.4439947254825945,0.33815690905843376,0.2109568446886593,0.14798447560105346,0.01,0.01,0.4233694590302584,0.01,-3.852548000000001,58.01216
