index,placename,longitude,latitude,a_load_of,a_lot_of,bare,loads_of,lots_of
218,Axminster,-2.9949369999999997,50.78273,0.3122672920839278,0.20502867059433677,0.1250261156651913,0.23874124485872383,0.8610785012584806
219,Wrexham,-2.9924939999999998,53.043040000000005,0.3781285680850913,0.4009289721449477,0.11168540069180705,0.3999510865452092,0.6034649324338751
220,Liverpool,-2.9915726,53.40837,1.0,0.4262047682375831,0.7042007903578702,0.7392464382561575,0.3191093548981933
221,Weston-super-Mare,-2.977255,51.347409999999996,0.5725083233641108,0.30695777211687936,0.29565240998143266,0.4354794297398127,0.6387354543110744
222,Dundee,-2.9707209999999997,56.462019999999995,0.21247903872451523,0.5652300557193752,0.01,0.419932321851144,0.46704993072558415
223,Kirkwall,-2.9622491,58.984669999999994,0.4494421487922007,0.44405444228731933,0.01,0.14879971696347608,0.6057997813412668
224,Ambleside,-2.961333,54.428740000000005,0.21842465148769716,0.45281213547898597,0.049192446243139426,0.2770591244748946,0.5984753656645263
225,Orkney Islands,-2.9605206,58.980940000000004,0.44996007573980346,0.44607146193158453,0.01,0.14952139635913203,0.6072117456696263
226,Lyme Regis,-2.936639,50.725159999999995,0.2688478038711618,0.16133727182698956,0.16819022776416137,0.32948861127271206,0.8449590101707244
227,Carlisle,-2.932931,54.892469999999996,0.4100773259224558,0.5272175704926061,0.01,0.3364155529405149,0.526413911676304
228,Chester,-2.893075,53.19339,0.4140659225483789,0.3688451044059426,0.24327062654726972,0.3878695994362934,0.658024261057982
229,Forfar,-2.889062,56.64356,0.08517875138510958,0.5389049007115275,0.01,0.3717647957783019,0.44403672431408675
230,Morecambe,-2.864968,54.074169999999995,0.3849682571145144,0.41216588218167594,0.3135976176879231,0.2816496166279763,0.5755527439247041
231,Selkirk,-2.838524,55.55066,0.11482110153913633,0.44666918362979435,0.01,0.259071378643725,0.6185983360191247
232,Galashiels,-2.814449,55.62373,0.11447419247056836,0.4472857083957979,0.01,0.24188022123327027,0.6190878706128716
233,Lancaster,-2.8007399,54.046569999999996,0.3170822275647413,0.38859905243325416,0.332146902044769,0.3741913224607121,0.6070044489178661
234,St Andrews,-2.7967214,56.339780000000005,0.17456498944032803,0.4997490095066875,0.01,0.3637695616472812,0.5034943506312975
235,Hawick,-2.780914,55.42706,0.5505236507636688,0.3436006854285798,0.01,0.3093976366631465,0.6352702807070915
236,Bridport,-2.758301,50.733579999999996,0.37338594661483626,0.11165621035550884,0.14624697494528974,0.2884943386864364,0.9248861584549216
237,Shrewsbury,-2.7553267999999997,52.7073,0.3339740862493205,0.3720955979911339,0.24394339291715306,0.12738766515123498,0.8019819671544379
238,Penrith,-2.752708,54.6641,0.4245678908252879,0.4737746334050228,0.01,0.2921216447913513,0.5911114634058774
239,Kendal,-2.74629,54.32801,0.3305757130691515,0.4002747404712134,0.08508630439562764,0.213667013653691,0.7008117575372395
240,Street,-2.7429189999999997,51.12468,0.6580159684642195,0.1055919448043552,0.12886511370056764,0.44573064077363267,0.7811893485136183
241,Glastonbury,-2.718454,51.14743,0.6534151014075985,0.14883306593242415,0.11429801787651092,0.45788958503646826,0.7521650982342057
242,Hereford,-2.715974,52.0564,0.5051982193627993,0.21454731612050587,0.44401199613899445,0.4015111402012253,0.7567980853073948
243,Ludlow,-2.7139129,52.36775,0.5748661530496816,0.21692379078923457,0.34929869006473196,0.2889638598548334,0.7652065584140897
244,Preston,-2.70309,53.7632,0.16168101871791057,0.41881616522339643,0.3799611681104457,0.5084614331833002,0.5598564452733447
245,Whitchurch,-2.682045,52.96872,0.3327439162946586,0.33609058217507876,0.07785852079354535,0.2543533657797914,0.6868605019929345
246,Wells,-2.6445979,51.20935,0.700258421633911,0.16692947452513435,0.12249204069448177,0.31014492547033606,0.8286420287509486
247,Yeovil,-2.633308,50.94206,0.5092085828894457,0.11413021772797927,0.12602337122816942,0.3475833849524491,0.9321823041982775
248,Wigan,-2.6325074,53.54506,0.41421799236611323,0.5104487706752474,0.17769140584873597,0.5152310794160907,0.4584682193501415
249,Warrington,-2.5969501,53.39004,0.7803482094731088,0.4403774186100087,0.224356469411057,0.5235994170630727,0.49247794795675975
250,Arbroath,-2.591543,56.55911,0.11425645361781833,0.5235718878276435,0.01,0.37745821862076956,0.46946182851365104
251,Bristol,-2.58791,51.45451,0.45066157749369634,0.30163596529553316,0.4541395609783733,0.40849460890347106,0.7509430714909132
252,Guernsey,-2.5852779999999997,49.46569,0.373088109522352,0.1853254659601713,0.11120946975532424,0.2852705724831778,0.6344266462887812
253,Ross-on-Wye,-2.582446,51.91445,0.3578022819711744,0.24044329906065118,0.3036435987050315,0.293662514293818,0.7877846235963377
254,Jedburgh,-2.5549369,55.47772,0.42490613941430166,0.23224363444629456,0.01,0.3029703382645111,0.7525280579889415
255,Sedbergh,-2.5281740000000004,54.32363,0.29423369064754606,0.38551161503167636,0.08835434393853202,0.18030320027402064,0.6479834671852933
256,Sedbergh,-2.5281740000000004,54.32363,0.29423369064754606,0.38551161503167636,0.08835434393853202,0.18030320027402064,0.6479834671852933
257,Nantwich,-2.524102,53.067190000000004,0.3510437531099834,0.4056759331168995,0.18905704752706634,0.32222886381008714,0.5844303555315449
258,Banff,-2.524038,57.666509999999995,0.24788561028641004,0.5101432088002674,0.10633807327063453,0.2783808422514785,0.4537961049674851
259,Dunbar,-2.516737,56.00209,0.1359589218610273,0.46300668160211855,0.01,0.2607013262516983,0.6192564402865123
260,Cinderford,-2.5009579,51.8253,0.3132938832267277,0.2416724844610266,0.23519464498727108,0.2209323397510619,0.8313906699293725
261,Banchory,-2.4909599,57.05386,0.16857424663294748,0.47077385113675735,0.10124106988062608,0.30369737947852354,0.5234449655977638
262,Blackburn,-2.487529,53.748580000000004,0.2869610089175483,0.3590228834262788,0.4033510744784765,0.487572056684441,0.5884070842369654
263,Market Drayton,-2.483485,52.90355,0.42548060672227356,0.3819894311801267,0.23615515268380755,0.36369222066577833,0.5089388320132243
264,Telford,-2.4672611,52.67759,0.38414047619583924,0.4152995014775896,0.36084508803920723,0.2704191805655714,0.623619568288562
265,Montrose,-2.4661150000000003,56.70692,0.141098259215607,0.521120935955579,0.07703613157590514,0.3799113475559068,0.43956960233985437
266,Turriff,-2.4623,57.53893000000001,0.2464461286826459,0.5048687192617022,0.10572056218231769,0.31477735169903337,0.447563527745742
267,Weymouth,-2.457621,50.61443,0.48144237380608024,0.2754173491232407,0.25299845185968434,0.42759844518668394,0.6688240706016652
268,Crewe,-2.4438209,53.10041,0.3552670932336486,0.41239005081817437,0.22611911135852855,0.34161009406258425,0.6016725328172126
269,Fortuneswell,-2.4422189999999997,50.55919,0.45912228701964897,0.24105914116571242,0.24126922563560935,0.400145223162246,0.6364298277186003
270,Dorchester,-2.4411810000000003,50.71116,0.48713961350663054,0.29656676717224106,0.2559923589843048,0.42548277357685454,0.6826193741861782
271,Alston,-2.438685,54.812169999999995,0.5101881353174943,0.30617338248694353,0.05745093938066464,0.5326809143404512,0.47695534614189095
272,Kelso,-2.432207,55.600030000000004,0.37413022038065114,0.23348313110387686,0.01,0.2880632274871875,0.7932252639128783
273,Wincanton,-2.416007,51.055690000000006,0.4153457696625962,0.16417091358727787,0.16629685449094986,0.3110729227340476,0.8212205106538417
274,Clitheroe,-2.3930830000000003,53.8711,0.49269382564641745,0.41241930112409503,0.5121318486593974,0.5853219528738556,0.3639279578569528
275,Sark,-2.3666256000000003,49.43007,0.3566838066736329,0.17980883763586897,0.17213666390698157,0.3281649053914715,0.6090478289194419
276,Bath,-2.3590167,51.38106,0.5342115919547745,0.27595646712300625,0.40361181843013455,0.3350793363802504,0.7612660556311543
277,Kidderminster,-2.2496839,52.3886,0.5757253984697892,0.27510633580044214,0.4380467317428503,0.5352751294085045,0.5750027591549273
278,Manchester,-2.2426305,53.48076,0.722318834463033,0.5433048416819362,0.685526619010165,0.4720008097770799,0.39975731252954677
279,Burnley,-2.2405035,53.78929,0.5995161718624069,0.3564800384830446,0.5170973571697267,0.6063732982725818,0.45547232706740753
280,Gloucester,-2.238156,51.86424,0.39017199539112435,0.3763824413537388,0.27460148621399066,0.2313669521756031,0.7378697456480321
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.28040952664759866,0.3847940211314035,0.21902550073688792,0.4255580793769008,0.5789512533289538
282,Worcester,-2.221575,52.19364,0.7089576608670286,0.14422391259732448,0.4802036076067645,0.6273491049706423,0.7221965174381647
283,Trowbridge,-2.208853,51.31966,0.8029756889769685,0.2328774477512903,0.13857620184166872,0.24767170289381057,0.8656782579227752
284,Shaftesbury,-2.198083,51.0046,0.3454102203460265,0.27396458131894824,0.057623307365875426,0.2581691988545578,0.7627873091599814
285,Alderney,-2.1973557,49.715,0.37413690004779393,0.2146584819678746,0.20385758918440638,0.3239384034146628,0.5627764199889044
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.28550329232535904,0.419632658845699,0.22300419777746416,0.4106772546957756,0.6036679789265108
287,Colne,-2.176991,53.85564,0.6873874268649465,0.29103138908384985,0.3518403769909834,0.5241931002081947,0.5380275015901562
288,Blandford Forum,-2.165353,50.85691,0.46821280312650576,0.2812591407295776,0.22367845313265733,0.35259678104833264,0.63861778464295
289,Rochdale,-2.1561,53.60971,0.6217301183372735,0.47362448158105636,0.6273191531405644,0.48925247554774387,0.39237498469969107
290,Jersey,-2.13125,49.21444,0.3658608540602013,0.18366695879015382,0.19934818302263127,0.3360415483214385,0.5945871983518566
291,Wolverhampton,-2.12882,52.586969999999994,0.5303476498977561,0.5140682796848585,0.5757721564219547,0.34058786165878935,0.43454941890825577
292,Stafford,-2.12066,52.80669,0.5529403196208638,0.4595849560392315,0.2804736440333908,0.372433683393436,0.5257038515561213
293,Macclesfield,-2.119287,53.25866,0.22768749643923497,0.1978627016058427,0.20511430150232932,0.5072820081705177,0.8010298066387915
294,Hexham,-2.1121439,54.97266,0.49915906076483496,0.44320843688631884,0.1278687765298065,0.7004911982707859,0.3550806109003359
295,Aberdeen,-2.094278,57.149719999999995,0.18935181117871022,0.5725712444030496,0.11371950591360722,0.3042581006178348,0.5245385956841893
296,Dudley,-2.081112,52.51226,0.4727853121618704,0.46951883534657807,0.6015718129142166,0.38166040712442517,0.4605453011618449
297,Cheltenham,-2.0782533,51.899390000000004,0.3646700359397125,0.3627510012435073,0.2737635307685413,0.22579019509858736,0.7506127171271769
298,Bromsgrove,-2.061906,52.33559,0.5278730099109971,0.21814424842572855,0.5307355838528423,0.6443345327257453,0.5909404961868387
299,Skipton,-2.0162787,53.96285,0.5035000128845222,0.2883578416392506,0.24299059943896725,0.5094018488857823,0.5885779745173214
300,Fraserburgh,-2.007631,57.69335,0.24803824351951434,0.5201077391095517,0.10640354927214883,0.3049684694055956,0.4418002676698431
301,Berwick,-2.005395,55.77024,0.3887071066803919,0.3485549574996095,0.01,0.3867670079653981,0.6198064109840993
302,Poole,-1.987248,50.71505,0.5364401656087066,0.32632241135362455,0.21966221866870514,0.3109127345758778,0.7101728015016844
303,Walsall,-1.9829189999999999,52.586209999999994,0.6377928552478532,0.5200956467735097,0.7374101642326498,0.28056066373923005,0.41880650865627617
304,Cirencester,-1.968243,51.71849,0.4273895454713586,0.3253174634352003,0.29029109559490196,0.2577198329739039,0.7532291371364583
305,Evesham,-1.9467700000000001,52.09215,0.5954844485155719,0.21731890709065818,0.31789478315013575,0.4757924468357343,0.6771979290387607
306,Buxton,-1.91483,53.259080000000004,0.24034563075295368,0.2491783666536086,0.23198302989176822,0.4892255101307278,0.7104870714175473
307,Keighley,-1.9123580000000002,53.8678,0.4329832675927314,0.2834569795329605,0.24897243599775334,0.386224459434606,0.7060637125226278
308,Birmingham,-1.8904009999999998,52.48624,0.4945099041526094,0.5354400722974595,0.7020419878929791,0.32371654027482055,0.4959963116993263
309,Bournemouth,-1.880769,50.719159999999995,0.47013609355285835,0.3928043629901505,0.2058808243313356,0.2800873479400728,0.6926787838183605
310,Halifax,-1.8575400000000002,53.727019999999996,0.48254304721273633,0.32317958925196827,0.4474885734311291,0.3692825653402806,0.6284268955836437
311,Salisbury,-1.794472,51.06878,0.7142842502762747,0.4340979380875803,0.2032008334333254,0.2257021901610852,0.5993407008015789
312,Ringwood,-1.7888169999999999,50.84495,0.5991351232558072,0.43364350058116885,0.25203198470454946,0.2775470735661846,0.5504676454254638
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.6322653676672931,0.42186248909430096,0.6283482490671117,0.23661448031654847,0.593588240729207
314,Peterhead,-1.784066,57.50812,0.24856634377505718,0.5139494006788315,0.1066300929289416,0.34527769391212,0.45533412375167037
315,Swindon,-1.7797176,51.55577,0.6062996660776321,0.30556864118430327,0.2635129277070211,0.2081214646161302,0.797038581172987
316,Bradford,-1.759398,53.79598000000001,0.5069673681168875,0.43680558063213665,0.32845298148486224,0.4258113293504487,0.545152743533801
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.38618761682106006,0.33360545256746366,0.8283346165554462,0.4986605098531823,0.521273655534639
318,Marlborough,-1.7270619999999999,51.42007,0.7402308410297118,0.2155976526088367,0.1613331099467154,0.24176782555795423,0.8098460075417215
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.2832654741095678,0.17980206855272304,0.04725596445370592,0.17885408551368012,1.0
320,Alnwick,-1.7062990000000002,55.41274,0.45874404583397205,0.4118335284341687,0.08024536730638918,0.7172306205851193,0.33476851743778474
321,Otley,-1.691786,53.90583,0.370999259205525,0.37719743721600923,0.2975822873565853,0.4707643402216593,0.5050709428491083
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.48981275395407686,0.43897837737996176,0.05014229099940496,0.7089948879079632,0.3410081858453925
323,Burton upon Trent,-1.6371358999999999,52.81403,0.5328248578851503,0.48324146201424817,1.0,0.3913867587347534,0.3506179371927121
324,Newcastle,-1.61778,54.97825,0.46562223032079336,0.5028793171957933,0.13176751259978614,0.792889311609002,0.3377746406812742
325,Durham,-1.5848520000000001,54.77525,0.4397577710202036,0.44068155094473893,0.05078970299602633,0.8490029305627776,0.3305867951130603
326,Ashington,-1.5659829,55.18298000000001,0.39563531986906353,0.43195278497841827,0.08775285409916093,0.7853224418540152,0.30068346787309547
327,Darlington,-1.559458,54.52361,0.35230419009385,0.5426985100819665,0.20402765602574172,0.5561294609265258,0.3285076676114329
328,Leeds,-1.5490774,53.80076,0.4049402910576313,0.4938888529510079,0.35495010315865533,0.5388001641149128,0.46888349684155417
329,Harrogate,-1.5418120000000002,53.99211999999999,0.36856783899451584,0.4300250101076002,0.3162940104203177,0.49695488208877703,0.5116354897889764
330,Leamington Spa,-1.5200789,52.28519,0.4070291491132476,0.32584519301451315,0.3269898701670423,0.24447868211336982,0.7686252707373689
331,Coventry,-1.519693,52.40682,0.5179099525088461,0.39493665599455735,0.3237301200433827,0.22303738351349264,0.7084382579031971
332,Blyth,-1.510277,55.12696,0.38774003217831926,0.44434322014427513,0.08600165963179554,0.8009574726370376,0.2865179204285797
333,Wakefield,-1.505924,53.6833,0.4305458713387858,0.47025508089447254,0.2913119604635721,0.5242588165769967,0.43517509845316715
334,Andover,-1.4919233,51.2112,0.4845954937811553,0.20615266426347395,0.3174924720571381,0.3112733630305821,0.8114053324750271
335,Witney,-1.4850543999999999,51.785940000000004,0.33170981942440275,0.2781469055261912,0.21581714052742146,0.27867537302172873,0.77992771189877
336,Barnsley,-1.479726,53.55263000000001,0.47330704617905583,0.4479008010932631,0.28588888493754594,0.45874244427893074,0.4913896173118172
337,Derby,-1.4746186000000001,52.92253,0.49437740507879374,0.3964061048462803,0.9575331854211532,0.5701032128918679,0.4088379930192563
338,Sheffield,-1.470085,53.381130000000006,0.5268380802093,0.3449655346359671,0.48473556124313955,0.614334124156363,0.559152207061894
339,Nuneaton,-1.465382,52.52049,0.6670667642405157,0.46897051247643967,0.5413810915033463,0.367120720942171,0.4559866491061466
340,Northallerton,-1.429959,54.337959999999995,0.5345255530242681,0.39557703779051673,0.1504787775609203,0.6353513080196428,0.38515609921721744
341,South Shields,-1.427406,54.99941999999999,0.4308162688116974,0.4560031727573646,0.10828177016023284,0.82292924857128,0.3004274046203865
342,Chesterfield,-1.421629,53.23505,0.4609401482331559,0.31990434836237897,0.4278676232587479,0.5871614128408389,0.5466932163205963
343,Southampton,-1.4043508999999998,50.9097,0.5888000866489957,0.3622178802604506,0.17139608477324034,0.3457555009461992,0.7228660431616059
344,Wetherby,-1.384816,53.92706,0.36466038691685043,0.4100291480315693,0.2956113110670804,0.4519051622999715,0.4662560355471805
345,Sunderland,-1.383801,54.90687,0.4575674518692002,0.4532918816199648,0.1264781228515578,0.8819139644140547,0.28341841020139114
346,Rotherham,-1.3635008999999998,53.4326,0.5440284772525539,0.3385583032102401,0.46642362017295486,0.5852428587953852,0.5156085387002333
347,Castleford,-1.345968,53.72346999999999,0.4541700701655927,0.5301981719981504,0.1704763081682235,0.4926092573163512,0.3678263697794617
348,Thirsk,-1.341377,54.23385,0.3860338705101332,0.27712974338163554,0.1409846088205489,0.38180027915074527,0.6720548879418597
349,Banbury,-1.339775,52.0629,0.36062450363534215,0.45655483978079847,0.07735042390144012,0.01,0.7483625132421238
350,Stockton,-1.3289821000000002,54.57046,0.5708076885899567,0.44140389018428405,0.12440737867333747,0.6879961545929185,0.36377636561621196
351,Newbury,-1.3231138999999998,51.40141,0.7745239274732159,0.31583241007794044,0.6752291114454607,0.19790391018163622,0.6958460839269075
352,Isle of Wight,-1.304734,50.69385,0.4533425774937152,0.41321205161639807,0.3518032476246174,0.4463096115486659,0.5182638700564586
353,Isle of Wight,-1.304734,50.69385,0.4533425774937152,0.41321205161639807,0.3518032476246174,0.4463096115486659,0.5182638700564586
354,Abingdon,-1.2879528999999998,51.67078,0.43363942408209594,0.24690912913917093,0.30840625350820805,0.3173442199538964,0.7786077057491639
355,Shetland Islands,-1.2659409,60.52965,0.3464340136783473,0.44495474094533105,0.06935292229914146,0.19062315010296113,0.5168072547065088
356,Rugby,-1.265032,52.37088,0.45318275727864116,0.39401149088307147,0.3451277726218716,0.25307352462617866,0.6542793466020265
357,Oxford,-1.2577263,51.75202,0.3419688430267521,0.31348977777535164,0.22249186883730382,0.3116644880128207,0.8123502245407703
358,Middlesbrough,-1.234956,54.57423000000001,0.5788715526410597,0.44931136260413923,0.12616489656969546,0.6926611106690548,0.3843366748459856
359,Hartlepool,-1.212926,54.69174,0.6846336977212777,0.4390377432324242,0.1340778996016018,0.7294765345203845,0.3197089276265739
360,Loughborough,-1.206166,52.7721,0.6294432995337931,0.4227064888265283,0.9531205077767143,0.23767437453273377,0.5307833221755875
361,Mansfield,-1.198674,53.1472,0.5077385582693799,0.33044823653925476,0.5886917515286018,0.6351721260420194,0.46150359910021577
362,Nottingham,-1.1581086,52.95478000000001,0.5249274659652549,0.43648504499418933,0.6655193563023699,0.37296113303461453,0.5570337220223073
363,Bicester,-1.1535898999999998,51.8996,0.3997130450020856,0.3276297803003482,0.18337664254559788,0.21011223720856836,0.7320089260984209
364,Leicester,-1.1397591999999999,52.636880000000005,0.6083030492182937,0.42943417210057105,0.9105743503148256,0.2877071513680878,0.5416643537555764
365,Doncaster,-1.128462,53.522819999999996,0.36261417788741157,0.41328854428416345,0.3266641984734383,0.5247897139178886,0.5111931647010555
366,Worksop,-1.122745,53.3093,0.2532382733687612,0.4433986162054971,0.4073784750620437,0.6375995055670013,0.349668244035204
367,Basingstoke,-1.0923964,51.26654,0.6318849973269969,0.38578237156939615,0.5397957970568843,0.2821012414045307,0.590313613873511
368,Portsmouth,-1.0879769,50.81977,0.2314159200820914,0.36482353590563615,0.4246673944199505,0.6589854996615384,0.522947692238317
369,York,-1.0872979,53.95997,0.40852660753881537,0.39354525462017,0.09857807743119616,0.4291247804610649,0.646726924342254
370,Selby,-1.067189,53.783519999999996,0.37433420969448816,0.37970350722881263,0.09032740091487773,0.36056845706489654,0.6050568730117551
371,Helmsley,-1.0562636,54.24651,0.4583183565581182,0.20736496350027464,0.11716869333103028,0.3845847709515549,0.6705476189908128
372,Towcester,-0.9896879999999999,52.13511,0.43855958107731813,0.3857805166860605,0.4858850323694574,0.35093241485327764,0.5372729471853966
373,Reading,-0.9781303,51.45426,0.5454448884993177,0.47177478716732224,0.40608997163620775,0.23750612229107224,0.5934861544414687
374,Retford,-0.9455030000000001,53.32136,0.4374531616524032,0.3565130221702201,0.5473382789230845,0.5676633532722571,0.41256206103527954
375,Petersfield,-0.93899,51.00759,0.27293514352879134,0.2227139787405203,0.38930373696774206,0.5496730387142732,0.6424595930379786
376,Northampton,-0.9026559999999999,52.24048,0.33758494176150894,0.43131099107557036,0.5828897459178228,0.3663334255790199,0.5608748181273034
377,Melton Mowbray,-0.887126,52.7664,0.5618467081344323,0.3736143137673611,0.8137741406461688,0.2231654484045429,0.5545732419789178
378,Aylesbury,-0.8084,51.81561,0.5525174873125088,0.3482621249576113,0.5777342544237998,0.3164036620063164,0.6358986917820377
379,Newark-on-Trent,-0.80657,53.070040000000006,0.5108319038943389,0.3748925138990482,0.5309235465686974,0.40833570423934595,0.546935772853304
380,Malton,-0.7978970000000001,54.13684,0.519860876653405,0.2875298903163138,0.08651255137235335,0.424965077595277,0.638103590873183
381,Chichester,-0.774936,50.83761,0.19682461235518942,0.32045923442897395,0.36939832938052364,0.5679598430138779,0.5663019151891665
382,Gainsborough,-0.774465,53.400580000000005,0.4564817302197922,0.34783008243086094,0.141106829778693,0.5173420439412835,0.5097896524900475
383,Milton Keynes,-0.7594171,52.040620000000004,0.48018504476824925,0.42520517241643696,0.3136197434419821,0.4358546950322388,0.550259762094082
384,Aldershot,-0.7557509,51.24837,0.3366070153556695,0.4651595879734795,0.2896761090174765,0.2860148440184415,0.5865031225025629
385,High Wycombe,-0.748229,51.628609999999995,0.40735271699060754,0.2970897067804486,0.509676816159645,0.38949263593573324,0.6718420416688582
386,Midhurst,-0.737274,50.9869,0.15849419100397577,0.20057620793220376,0.2379681656896814,0.4433799560180149,0.7620104139617515
387,Kettering,-0.7302489999999999,52.39632,0.22798559814966496,0.509795679733278,0.6632154476709281,0.3038832218900396,0.4470753725796601
388,Wellingborough,-0.693964,52.30242,0.2182292856317174,0.4947817034031516,0.600703240034151,0.34567333528695937,0.43427355076919805
389,Corby,-0.6842333,52.4923,0.3477357473867644,0.45090809709041685,0.4894700495357635,0.20310273598479753,0.5803231614977987
390,Bognor Regis,-0.673061,50.783,0.16185327581046127,0.29278290498236587,0.3797056193986364,0.5630386912225848,0.5957751477488534
391,Scunthorpe,-0.654413,53.58865,0.5908153705774192,0.45982791311224674,0.17230832436733662,0.5440587319894139,0.40329279930748085
392,Grantham,-0.643582,52.912519999999994,0.5366866123844102,0.3265889323883807,0.3165635628960155,0.32505857734016946,0.6526712194908291
393,Whitby,-0.613347,54.48633,0.5816528621124641,0.4025493678535619,0.12475884236400801,0.6125298517343541,0.39183660268634496
394,Slough,-0.5950406,51.51054,0.3656031325256311,0.5036653739741775,0.4051611725461484,0.3237873328876357,0.5029628885930928
395,Guildford,-0.570409,51.23622,0.38340353697904783,0.3528442358917691,0.32457094585703966,0.2510726724730349,0.7264337884992845
396,Woking,-0.5600349,51.31677,0.4930858979835354,0.4151918050601672,0.3325232010292773,0.24955866407621094,0.6698561079435386
397,Lincoln,-0.540579,53.23069,0.5413901709483058,0.342240120805047,0.152411292295035,0.5100423547042707,0.6182261849079397
398,Bedford,-0.46677820000000003,52.13864,0.3171206432554774,0.4125357115113908,0.47613490784070345,0.4057279656470601,0.5551874307385389
399,Heathrow,-0.4542955,51.47002,0.27596663469469646,0.6695869552407544,0.4028354029125054,0.14579678183815506,0.45385921306143234
400,Driffield,-0.443377,54.006,0.5979766956234429,0.4222255745036307,0.17837503645892278,0.49763220910664413,0.3956631175236383
401,Beverley,-0.435093,53.84196,0.5813144647775567,0.4764202228124216,0.1805801010372104,0.5654185549824694,0.37289047257238483
402,Luton,-0.4200255,51.87867,0.48999579471175964,0.37846873027308653,0.4180085779014747,0.24734821092153209,0.684331168334532
403,Scarborough,-0.399752,54.28311,0.6146716815585576,0.38312801439377625,0.0659205289203173,0.3949177174636877,0.5880610657440892
404,Worthing,-0.372882,50.81787,0.3513184845290728,0.34391530401764847,0.224667671840988,0.4365630438044794,0.6568150069689973
405,Dorking,-0.332378,51.2322,0.10969444260853567,0.47341788857823147,0.12809897791433295,0.23238293298211088,0.65137702396705
406,Hull,-0.3274198,53.767619999999994,0.6520717493300512,0.48091384441422,0.18049359714340205,0.5714410028791996,0.41930038372844536
407,Horsham,-0.325858,51.06288,0.37420417488510954,0.2626489314980797,0.14046047820930077,0.3987484334909364,0.7379192144289227
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.25656949337409973,0.34685371569142515,0.2201265740495685,0.31515264906508883,0.656980307638474
409,Peterborough,-0.2405299,52.5695,0.3846076406626831,0.4309572889927509,0.2598579047248967,0.3528995659057814,0.5985956091144474
410,Welwyn Garden City,-0.208661,51.80317,0.4288044254827414,0.39885527521615843,0.36789739995569487,0.2332729733618743,0.7219141167853724
411,Bridlington,-0.198802,54.08535,0.5863532921108049,0.44679114468213943,0.1749078039589397,0.48358600791737133,0.40367086293377524
412,Stevenage,-0.19661199999999998,51.90376,0.47896831900682507,0.3677287065772522,0.499401457519997,0.21753406960674687,0.6799979715405807
413,Crawley,-0.18722750000000002,51.109140000000004,0.477641081458581,0.29207649778350403,0.20489866857957686,0.39126890308481765,0.7137826994658532
414,Huntingdon,-0.182552,52.33146,0.14404938460158037,0.32126949385625564,0.19465224710517226,0.22156058044143895,0.7632734398566433
415,Hove,-0.168749,50.82793,0.33961261281097815,0.33673927746034404,0.20396202190012383,0.43005834601840925,0.6388597059998021
416,Spalding,-0.1537024,52.7901,0.29029032419335576,0.29554747455002056,0.22544018394839024,0.35853198963710603,0.7058178738754978
417,Brighton,-0.137163,50.82253,0.3744317179294398,0.37357802180326216,0.21362975092192438,0.4442351901583356,0.6715774204790427
418,London,-0.12775830000000002,51.50735,0.4055169009331188,0.6870808555518008,0.4630071488515364,0.1908042708955941,0.5191112907652333
419,Grimsby,-0.08078400000000001,53.56746999999999,0.6236520916362023,0.4553650031114901,0.18503136873631224,0.44678647083053274,0.4707592309469945
420,Boston,-0.026576999999999996,52.97894,0.5602851590462304,0.3032767144098142,0.06155339729652003,0.411962071410869,0.7000531330408253
421,Royston,-0.024066,52.048140000000004,0.26104833421441204,0.3004431296205013,0.112239134754379,0.19535950193684282,0.7773277617979162
422,Louth_Lincs,-0.007711,53.36596,0.5492784269758769,0.3518042627357461,0.02027960331768348,0.431034487933697,0.5759177142876992
423,Lewes,0.00878,50.873870000000004,0.3610348649138018,0.34491187246239446,0.21456901941392736,0.4176584007312011,0.6205374426451696
424,Chatteris,0.054012,52.4561,0.22749081064470167,0.307954369123183,0.15370283428864914,0.2232161088225615,0.7130072686254667
425,Uckfield,0.095913,50.966409999999996,0.508887379625694,0.2836625045176015,0.10075510070347352,0.4412933501862136,0.6881835695757312
426,Cambridge,0.12181700000000001,52.20534,0.22367988706682476,0.37135905799455665,0.09104096762471421,0.17589554265789253,0.8555366666835234
427,Bishop's Stortford,0.15365020000000001,51.87216,0.666948551288185,0.3207992492209591,0.2920684467530113,0.14885163930056375,0.7712693569421107
428,Wisbech,0.158797,52.66631999999999,0.3632393270245715,0.26224153981440956,0.23373383646216883,0.3608691013210794,0.695262494213315
429,Sevenoaks,0.190898,51.27241,0.34296782766707473,0.14454270511912298,0.9233455004589957,0.4404855680782035,0.782269989319989
430,Tunbridge Wells,0.26369499999999996,51.13238,0.44737305321322207,0.333520125997476,0.2628391195978855,0.41830840969390004,0.6459179208412621
431,Eastbourne,0.29047199999999995,50.768029999999996,0.36639721333459707,0.36365456278818975,0.2648727373043462,0.38527986800755876,0.6259617558181287
