index,placename,longitude,latitude,merger,no merger
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.9234185131935734
226,Lyme Regis,-2.936639,50.725159999999995,0.48803158465487273,0.4625175700689361
227,Carlisle,-2.932931,54.892469999999996,0.01,0.9541973553200941
228,Chester,-2.893075,53.19339,0.01,0.9570742773314763
229,Forfar,-2.889062,56.64356,0.01,0.9312432393576068
230,Morecambe,-2.864968,54.074169999999995,0.01,0.935166131761434
231,Selkirk,-2.838524,55.55066,0.01,0.9324064239131623
232,Galashiels,-2.814449,55.62373,0.01,0.9301583759856715
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.9484740953272207
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.9362201492864904
235,Hawick,-2.780914,55.42706,0.01,0.9255851136554296
236,Bridport,-2.758301,50.733579999999996,0.6722104995333751,0.28977961714874234
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.9547469378553431
238,Penrith,-2.752708,54.6641,0.01,0.9483140199562947
239,Kendal,-2.74629,54.32801,0.01,0.9430515934162524
240,Street,-2.7429189999999997,51.12468,0.666647107429797,0.2869053963762974
241,Glastonbury,-2.718454,51.14743,0.7324629420252028,0.23156036890015216
242,Hereford,-2.715974,52.0564,0.12488310085859358,0.8296239183622987
243,Ludlow,-2.7139129,52.36775,0.061474684986938505,0.8741134868062952
244,Preston,-2.70309,53.7632,0.01,0.9626607978708963
245,Whitchurch,-2.682045,52.96872,0.01,0.9250427310466964
246,Wells,-2.6445979,51.20935,0.6752782267112073,0.2913645000788972
247,Yeovil,-2.633308,50.94206,0.7444336195775949,0.23628458090767382
248,Wigan,-2.6325074,53.54506,0.01,0.9652109899203878
249,Warrington,-2.5969501,53.39004,0.01,0.9668403279249708
250,Arbroath,-2.591543,56.55911,0.01,0.9348843622739843
251,Bristol,-2.58791,51.45451,0.44820351577789563,0.5489505567696276
252,Guernsey,-2.5852779999999997,49.46569,0.5190664253254185,0.37950577813167125
253,Ross-on-Wye,-2.582446,51.91445,0.1854150171373538,0.7620412720963157
254,Jedburgh,-2.5549369,55.47772,0.01,0.9166019344712923
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.918528773115503
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.918528773115503
257,Nantwich,-2.524102,53.06718000000001,0.01,0.9352416233066856
258,Banff,-2.524038,57.666509999999995,0.01,0.920421674483015
259,Dunbar,-2.516737,56.00209,0.01,0.9386162728130637
260,Cinderford,-2.5009579,51.8253,0.24642207047618653,0.7010459360690856
261,Banchory,-2.4909599,57.05386,0.01,0.9274723372648548
262,Blackburn,-2.487529,53.748580000000004,0.01,0.9531980736211383
263,Market Drayton,-2.483485,52.90355,0.01,0.9183932200817222
264,Telford,-2.4672611,52.67759,0.06251479363897264,0.8898758223772023
265,Montrose,-2.4661150000000003,56.70692,0.01,0.930666153418956
266,Turriff,-2.4623,57.53893000000001,0.01,0.9224717297042209
267,Weymouth,-2.457621,50.61443,0.8045575550977461,0.17696935490985113
268,Crewe,-2.4438209,53.1004,0.01,0.9464585379524958
269,Fortuneswell,-2.4422189999999997,50.55919,0.7846952430340369,0.17118082438598392
270,Dorchester,-2.4411810000000003,50.71116,0.8753715301966972,0.12016214995648215
271,Alston,-2.438685,54.812169999999995,0.01,0.9065097025905365
272,Kelso,-2.432207,55.600030000000004,0.01,0.9238991794175799
273,Wincanton,-2.416007,51.055690000000006,0.8509342485692297,0.11520230614761427
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.9363892645182186
275,Sark,-2.3666256000000003,49.43007,0.5190664253254185,0.37950577813167125
276,Bath,-2.3590167,51.38106,0.7565978986619796,0.24108519750283153
277,Kidderminster,-2.2496839,52.3886,0.15501895767267984,0.7940929733167256
278,Manchester,-2.2426305,53.48076,0.01,0.984505812812136
279,Burnley,-2.2405035,53.78929,0.01,0.9496261555330053
280,Gloucester,-2.238156,51.86424,0.3783096477323061,0.5994121831084958
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.9416619485490608
282,Worcester,-2.221575,52.19364,0.28387324015400067,0.6893628224362207
283,Trowbridge,-2.208853,51.31966,0.8812331568368644,0.12135183844329203
284,Shaftesbury,-2.198083,51.0046,0.976948404025753,0.01
285,Alderney,-2.1973557,49.715,0.6344145220209756,0.2702530438534443
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.9572244708954412
287,Colne,-2.176991,53.85564,0.01,0.9344326970755412
288,Blandford Forum,-2.165353,50.85691,0.9714152217067137,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.9576595348955576
290,Jersey,-2.13125,49.21444,0.692088570368754,0.21562667671433072
291,Wolverhampton,-2.12882,52.586969999999994,0.09425930912630436,0.8650377938577245
292,Stafford,-2.12066,52.80669,0.01,0.9543294643616492
293,Macclesfield,-2.119287,53.25866,0.01,0.9513841383554991
294,Hexham,-2.1121439,54.97266,0.01,0.9450266830744528
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.9609878474092104
296,Dudley,-2.081112,52.51225,0.09409572357698065,0.8634367350645537
297,Cheltenham,-2.0782533,51.899390000000004,0.3773446298496035,0.5977364738413014
298,Bromsgrove,-2.061906,52.33559,0.21809556075838876,0.7392675308991313
299,Skipton,-2.0162787,53.96285,0.01,0.9343918493541754
300,Fraserburgh,-2.007631,57.69335,0.01,0.9243576130092299
301,Berwick,-2.005395,55.77024,0.01,0.9295128253766746
302,Poole,-1.987248,50.71505,1.0,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.0941596947473051,0.8640628392967478
304,Cirencester,-1.968243,51.71849,0.46997793564733553,0.506342386638781
305,Evesham,-1.9467700000000001,52.09215,0.27778030941279064,0.6733323756032074
306,Buxton,-1.91483,53.259080000000004,0.01,0.9424818896417335
307,Keighley,-1.9123580000000002,53.8678,0.01,0.9434974613092977
308,Birmingham,-1.8904009999999998,52.48624,0.09654509608011881,0.8874094478140158
309,Bournemouth,-1.880769,50.719159999999995,0.945909168029818,0.061951415934580374
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.9428475903318646
311,Salisbury,-1.794472,51.06878,0.9034196265195221,0.09002587884996872
312,Ringwood,-1.7888169999999999,50.84495,0.9281737801755165,0.059711656812368716
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.9571611958723028
314,Peterhead,-1.784066,57.50812,0.01,0.9320162537813739
315,Swindon,-1.7797176,51.55577,0.6909710844630321,0.29947191672140017
316,Bradford,-1.759398,53.79598000000001,0.01,0.9608084105234734
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.9500487134179189
318,Marlborough,-1.7270619999999999,51.42007,0.7389247805522163,0.23411052489812098
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.2177763596378047,0.7381013873307973
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.9290580026838776
321,Otley,-1.691786,53.90583,0.01,0.9326691372867734
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.9377173120659947
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.947889916470703
324,Newcastle,-1.61778,54.97825,0.01,0.972077154571459
325,Durham,-1.5848520000000001,54.77525,0.01,0.9548106552466008
326,Ashington,-1.5659829,55.18298000000001,0.01,0.934871364459129
327,Darlington,-1.559458,54.52361,0.01,0.9463549769025591
328,Leeds,-1.5490774,53.80076,0.01,0.9733769114434784
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.9555946843451968
330,Leamington Spa,-1.5200789,52.28519,0.15714748830960007,0.8057860768064783
331,Coventry,-1.519693,52.40682,0.09484691190515447,0.87078883115814
332,Blyth,-1.510277,55.12696,0.01,0.9370386045257026
333,Wakefield,-1.505924,53.6833,0.01,0.9530546888696501
334,Andover,-1.4919233,51.2112,0.7436197821710939,0.23596340105539443
335,Witney,-1.4850543999999999,51.785940000000004,0.2479784662780742,0.7058369263305189
336,Barnsley,-1.479726,53.55263000000001,0.01,0.9522009903558362
337,Derby,-1.4746186000000001,52.92253,0.01,0.9595834211774109
338,Sheffield,-1.470085,53.381130000000006,0.01,0.9708740250247657
339,Nuneaton,-1.465382,52.52049,0.031366499565172706,0.922891784492711
340,Northallerton,-1.429959,54.337959999999995,0.01,0.9303441663710039
341,South Shields,-1.427406,54.99941999999999,0.01,0.9499176230194963
342,Chesterfield,-1.421629,53.23505,0.01,0.951233241849699
343,Southampton,-1.4043508999999998,50.9097,0.7963343347737228,0.21402609094092503
344,Wetherby,-1.384816,53.92706,0.01,0.9296672344762338
345,Sunderland,-1.383801,54.90687,0.01,0.9549673394936905
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.9528346619959549
347,Castleford,-1.345968,53.72346999999999,0.01,0.9451211775617678
348,Thirsk,-1.341377,54.23385,0.01,0.9259096489009523
349,Banbury,-1.339775,52.0629,0.09311736288920615,0.8538612377878697
350,Stockton,-1.3289821000000002,54.57046,0.01,0.9469923805926632
351,Newbury,-1.3231138999999998,51.40141,0.5326243829187182,0.44697364772771464
352,Isle of Wight,-1.304734,50.69385,0.7811045566674074,0.20883309535519523
353,Isle of Wight,-1.304734,50.69385,0.7811045566674074,0.20883309535519523
354,Abingdon,-1.2879528999999998,51.67078,0.2486402216948957,0.707873981270912
355,Shetland Islands,-1.2659409,60.52965,0.01,0.9050248119063685
356,Rugby,-1.265032,52.37088,0.03126721496941627,0.9197885273373692
357,Oxford,-1.2577263,51.75202,0.12711347299859535,0.8454677592430029
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.9559124397202489
359,Hartlepool,-1.212926,54.69174,0.01,0.9447913750483025
360,Loughborough,-1.206166,52.7721,0.01,0.954519813412593
361,Mansfield,-1.198674,53.1472,0.01,0.9474398470689991
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.9706125983964361
363,Bicester,-1.1535898999999998,51.8996,0.06159016002172168,0.8758634542205214
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.9645080804851792
365,Doncaster,-1.128462,53.522819999999996,0.01,0.9546127499187214
366,Worksop,-1.122745,53.3093,0.01,0.9382607036832447
367,Basingstoke,-1.0923964,51.26654,0.4995924010529468,0.47483621394856534
368,Portsmouth,-1.0879769,50.81977,0.5384290354263824,0.45247156382832515
369,York,-1.0872979,53.95997,0.01,0.9617803498240557
370,Selby,-1.067189,53.783519999999996,0.01,0.9348322695835142
371,Helmsley,-1.0562636,54.24651,0.01,0.9052885713766894
372,Towcester,-0.9896879999999999,52.13511,0.01,0.9359901366316727
373,Reading,-0.9781303,51.45426,0.22137713836665585,0.7512561812361584
374,Retford,-0.9455030000000001,53.32136,0.01,0.9287508323695951
375,Petersfield,-0.93899,51.00759,0.46129590516924135,0.49592627727541505
376,Northampton,-0.9026559999999999,52.24048,0.01,0.9596854420517461
377,Melton Mowbray,-0.887126,52.7664,0.01,0.9352666613855635
378,Aylesbury,-0.8084,51.81561,0.06272399003948981,0.8930460910397395
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.9478108673782845
380,Malton,-0.7978970000000001,54.13684,0.01,0.9285814245474429
381,Chichester,-0.774936,50.83761,0.2796119932969964,0.6781515196847329
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.927768031460574
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.9585462073914545
384,Aldershot,-0.7557509,51.24837,0.1882413744891386,0.7745339553555639
385,High Wycombe,-0.748229,51.628609999999995,0.06253040558600162,0.8901124137635973
386,Midhurst,-0.737274,50.9869,0.21501065735014965,0.7279973941844883
387,Kettering,-0.7302489999999999,52.39632,0.01,0.9449791031060757
388,Wellingborough,-0.693964,52.30242,0.01,0.9401964679983078
389,Corby,-0.6842333,52.4923,0.01,0.9430746479951078
390,Bognor Regis,-0.673061,50.783,0.2169700542032355,0.7351556962413829
391,Scunthorpe,-0.654413,53.58865,0.01,0.9443849313538967
392,Grantham,-0.643582,52.912519999999994,0.01,0.9399484172770004
393,Whitby,-0.613347,54.486340000000006,0.01,0.9312991552289209
394,Slough,-0.5950406,51.51054,0.01,0.9542741481677215
395,Guildford,-0.570409,51.23622,0.0940561339928321,0.8630492604246416
