index,placename,longitude,latitude,a load of,a lot of,bare,loads of,lots of
217,Newport,-2.997664,51.58415,0.3833799715356016,0.322112726771019,0.25598641625459234,0.5338791994678862,0.43412528367052095
218,Axminster,-2.9949369999999997,50.78273,0.12473668832315059,0.1387458528196524,0.05434859601733534,0.23417141250696366,0.3084940944222542
219,Wrexham,-2.9924939999999998,53.043040000000005,0.28815085206481444,0.27649913421698336,0.18411952840494197,0.3633679894797635,0.3881430817426795
220,Liverpool,-2.9915726,53.40837,1.0,0.532373401209845,0.77973745514439,0.9625851631999315,0.5251431387880399
221,Weston-super-Mare,-2.977255,51.347409999999996,0.32424994811088914,0.2526805113216192,0.2922095199278172,0.3783042970121124,0.3913679150313564
222,Dundee,-2.9707209999999997,56.462019999999995,0.09420736490374045,0.37221287708979384,0.01,0.41863243591354493,0.4511402755530275
223,Kirkwall,-2.9622491,58.984669999999994,0.09634026175364797,0.1555858398480837,0.027840575782422276,0.15618311405073693,0.19212789745931982
224,Ambleside,-2.961333,54.428740000000005,0.22604690180712994,0.22520017748764948,0.13891733468971473,0.24376241042674301,0.2803227009003913
225,Orkney Islands,-2.9605206,58.980940000000004,0.09905671823363024,0.1607563689938711,0.02848930615805549,0.16146301835040927,0.1980536292657256
226,Lyme Regis,-2.936639,50.725159999999995,0.10760380848393866,0.1257011146488703,0.05026359510826019,0.20443588888283704,0.2757922424895427
227,Carlisle,-2.932931,54.892469999999996,0.34839331836600845,0.35042784259950227,0.027703201842101177,0.4136704227933599,0.40117955579812814
228,Chester,-2.893075,53.19339,0.694411433127125,0.3479840085311843,0.4962179840925624,0.5989625515752705,0.3697691331339691
229,Forfar,-2.889062,56.64356,0.06703804101023267,0.2042883685827396,0.02977538183248008,0.25227477032825835,0.21694178995287172
230,Morecambe,-2.864968,54.074169999999995,0.14072993930354716,0.20256964872059224,0.2154639088240159,0.27489480482414946,0.27510099454904263
231,Selkirk,-2.838524,55.55066,0.07184628875605768,0.19761840636674796,0.01,0.23075765977202456,0.2640171840556637
232,Galashiels,-2.814449,55.62373,0.05453900480894872,0.18710730483383542,0.01,0.2298370507387013,0.2428316624665313
233,Lancaster,-2.8007399,54.046569999999996,0.20437191498902188,0.2848446070697642,0.2769942085777415,0.38319928694910566,0.3758085425191334
234,St Andrews,-2.7967214,56.339780000000005,0.05544430070567787,0.22483747659525263,0.01,0.24956843316687782,0.28086291397841967
235,Hawick,-2.780914,55.42706,0.06909123340018877,0.1644331143271199,0.01,0.1897504363991772,0.22030633855187448
236,Bridport,-2.758301,50.733579999999996,0.13872216523688272,0.1307782308220967,0.05732517884773879,0.2035091972464589,0.293540618829027
237,Shrewsbury,-2.7553267999999997,52.7073,0.30260543460800693,0.3267613342087248,0.3214668915715462,0.3780737430387569,0.46440990171070995
238,Penrith,-2.752708,54.6641,0.26058393952855374,0.3058127865267921,0.06158977722039356,0.3409690671975935,0.3555634313188869
239,Kendal,-2.74629,54.32801,0.22238170757770137,0.2554470481532437,0.2013029241272239,0.28808297544958694,0.33712209903270873
240,Street,-2.7429189999999997,51.12468,0.17818713342904968,0.10709443706819834,0.14906855155606877,0.16266472996736203,0.21405984488308083
241,Glastonbury,-2.718454,51.14743,0.20498216462790153,0.13265808086930378,0.17538875891423106,0.20551467970173098,0.2558698842541809
242,Hereford,-2.715974,52.0564,0.3392959143768599,0.24611852828944344,0.2450208784662757,0.3980367106161947,0.42951155351292164
243,Ludlow,-2.7139129,52.36775,0.22947226593515463,0.17362878009314853,0.25807115466896896,0.2599105113617215,0.27437192942554267
244,Preston,-2.70309,53.7632,0.30033914421184116,0.3947138172274295,0.39848101241756057,0.5906659739274147,0.4972359824236312
245,Whitchurch,-2.682045,52.96872,0.14297958733181962,0.15401069870810347,0.08926429942544828,0.1805117206445348,0.22591904808320337
246,Wells,-2.6445979,51.20935,0.2366635327500539,0.15833328949822736,0.1988836253923165,0.24412214701394,0.2887352542460182
247,Yeovil,-2.633308,50.94206,0.2570280907460963,0.20211977034727105,0.06906555650368744,0.30663779747685566,0.40775262474121327
248,Wigan,-2.6325074,53.54506,0.47734412712441276,0.4361356006609861,0.252544244343738,0.6523676215845495,0.47900664086825107
249,Warrington,-2.5969501,53.39004,0.5741738446410325,0.44432090634432836,0.3307753803101072,0.6207788813685203,0.5253569321557106
250,Arbroath,-2.591543,56.55911,0.053457318640263846,0.21764317662714094,0.016329423083445534,0.24045319293328454,0.2703153327630139
251,Bristol,-2.58791,51.45451,0.5272966137689765,0.46072105409245634,0.4665733002606718,0.6458408750776454,0.7489588256672622
252,Guernsey,-2.5852779999999997,49.46569,0.025285667466780588,0.01,0.03152226054695481,0.018569065306759266,0.038666469546507154
253,Ross-on-Wye,-2.582446,51.91445,0.22111479048084523,0.19997777277510234,0.20435503038921443,0.2914001771705245,0.32446965902366126
254,Jedburgh,-2.5549369,55.47772,0.06156153708706236,0.12419836294331929,0.01,0.14391813308373777,0.17653570743154987
255,Sedbergh,-2.5281740000000004,54.32363,0.14729074208130016,0.13321280995744833,0.06924515600688154,0.12391553717205837,0.1852079798515329
256,Sedbergh,-2.5281740000000004,54.32363,0.14729074208130016,0.13321280995744833,0.06924515600688154,0.12391553717205837,0.1852079798515329
257,Nantwich,-2.524102,53.067190000000004,0.21564805287872488,0.20532676214019252,0.12923466929790478,0.2793296947687477,0.27050224318869465
258,Banff,-2.524038,57.666509999999995,0.08669008968048054,0.1507459493931944,0.021887975056083274,0.15721994031741235,0.17222224039045927
259,Dunbar,-2.516737,56.00209,0.05407756027486593,0.23942020499604633,0.01,0.2716747926039435,0.29515325419026855
260,Cinderford,-2.5009579,51.8253,0.1375816319384642,0.19348393353079327,0.1453743023607608,0.2222069751254736,0.3047854369143374
261,Banchory,-2.4909599,57.05386,0.05733162779227285,0.18469288486136357,0.02924957566026827,0.21969907924473722,0.19933575113079666
262,Blackburn,-2.487529,53.748580000000004,0.24219977899896172,0.3239430695812157,0.26899907450606686,0.4947292703241179,0.38409267126943797
263,Market Drayton,-2.483485,52.90355,0.12599856144691832,0.12255583136357226,0.09587518389966124,0.14135904396578933,0.19803786868609832
264,Telford,-2.4672611,52.67759,0.338291676504228,0.29069381384150406,0.32277517168368,0.3278367272067448,0.39098833881467604
265,Montrose,-2.4661150000000003,56.70692,0.07561700663425859,0.19937215247900042,0.02985854953708093,0.22617456176770268,0.2256585397194471
266,Turriff,-2.4623,57.53893000000001,0.09014783472459412,0.16056428716894708,0.022595772027837517,0.16359201864016462,0.1825441331463658
267,Weymouth,-2.457621,50.61443,0.21938062544072273,0.20491460244188053,0.1250763094614646,0.26376725116143124,0.361462610224837
268,Crewe,-2.4438209,53.10041,0.23149081638896238,0.26971785987706254,0.14041062069410848,0.3641084398248746,0.3683399495771176
269,Fortuneswell,-2.4422189999999997,50.55919,0.13530828795714986,0.09818341091117119,0.07764274340700376,0.1325063016055018,0.19399308560726974
270,Dorchester,-2.4411810000000003,50.71116,0.3134837994581274,0.2649804147076378,0.15318778853523662,0.3451831404624057,0.4566777865803912
271,Alston,-2.438685,54.812169999999995,0.11879109773066983,0.08861640141919162,0.03474645928248522,0.17177236899823617,0.09755766268388708
272,Kelso,-2.432207,55.600030000000004,0.06567239865305188,0.15375834587963774,0.01,0.18324162779758665,0.21592970244300472
273,Wincanton,-2.416007,51.055690000000006,0.2566412022583743,0.11153222472458457,0.04865642601021283,0.15101632767354098,0.2567403184156042
274,Clitheroe,-2.3930830000000003,53.8711,0.1662693412718504,0.2051285500881591,0.20862922824233565,0.3255319987856771,0.27507031394957493
275,Sark,-2.3666256000000003,49.43007,0.025101800952003834,0.01,0.03139494419035191,0.018795835940496712,0.038012402611239
276,Bath,-2.3590167,51.38106,0.4423988645664685,0.31814408741271155,0.33357833693856936,0.4323801518224691,0.5458154997151171
277,Kidderminster,-2.2496839,52.3886,0.3102142621033106,0.2435924919084507,0.49472155818486363,0.31870222044614926,0.2720597008494827
278,Manchester,-2.2426305,53.48076,0.8480752313360008,0.6685165408463585,0.9883424836102557,0.9066394239712902,0.6915111629569642
279,Burnley,-2.2405035,53.78929,0.3182664004440217,0.3022724511951826,0.2895247558308085,0.43211159656219544,0.3440443041239984
280,Gloucester,-2.238156,51.86424,0.34634716510097263,0.33842477318042813,0.32273299733938154,0.39707611076391996,0.5248927092839598
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.2025802901129259,0.24225009189260496,0.13770128202688028,0.29450098362744437,0.33376965102599343
282,Worcester,-2.221575,52.19364,0.3235807360388856,0.326098410781852,0.2793708548354122,0.5121616881965024,0.5262376065407957
283,Trowbridge,-2.208853,51.31966,0.41907386286852844,0.3075307309967214,0.3268160051326139,0.41890852095055986,0.5209316035779807
284,Shaftesbury,-2.198083,51.0046,0.2394351449820336,0.13993032283519793,0.08931331246027806,0.18590550746899703,0.2581305025780174
285,Alderney,-2.1973557,49.715,0.031145443374613585,0.01,0.031714109769448655,0.01737348587054349,0.0362271516474036
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.29063777951212777,0.3519438994955361,0.21234393377241442,0.4322227617112316,0.4771586027885638
287,Colne,-2.176991,53.85564,0.21761137775232223,0.19528147410170993,0.19448487900785524,0.30399740242316303,0.25994480614819365
288,Blandford Forum,-2.165353,50.85691,0.18101257796652476,0.12264700171637315,0.08260585964550089,0.1681568021285662,0.2113510068380413
289,Rochdale,-2.1561,53.60971,0.4999788732338975,0.37413606643943254,0.5820805378732198,0.5024798373145557,0.3783114150677783
290,Jersey,-2.13125,49.21444,0.02244204620809178,0.01,0.03144081678486739,0.013865530795729743,0.034502780622861204
291,Wolverhampton,-2.12882,52.586969999999994,0.36325910308410786,0.35004079611675765,0.6121678994774863,0.3849227391064415,0.37558326976916206
292,Stafford,-2.12066,52.80669,0.3494011367116754,0.3427453853826203,0.36208839877656007,0.4183671867214679,0.3962586809021367
293,Macclesfield,-2.119287,53.25866,0.24275581898973903,0.29673062421473756,0.3603540281989574,0.41026166672003095,0.41451781061044146
294,Hexham,-2.1121439,54.97266,0.2686290717403109,0.26803467425577104,0.07678622466136077,0.5345436274407434,0.26893084063571426
295,Aberdeen,-2.094278,57.149719999999995,0.13064331999543294,0.4237980168576688,0.05689367529449481,0.493881114871608,0.4494540413538363
296,Dudley,-2.081112,52.51226,0.3544292859696903,0.33399687188542804,0.5989345372321695,0.3775062062351185,0.36045663217246016
297,Cheltenham,-2.0782533,51.899390000000004,0.3343326304280427,0.3117317275555894,0.31176425256218177,0.4132918591671374,0.49298888037726263
298,Bromsgrove,-2.061906,52.33559,0.3098957359944663,0.2732484298618696,0.4879352818328983,0.3442005322953125,0.3234678010857196
299,Skipton,-2.0162787,53.96285,0.22392017780655832,0.18744919685285907,0.18057639319961363,0.29162220869873834,0.2809979017757723
300,Fraserburgh,-2.007631,57.69335,0.09307113416597099,0.16829663065100983,0.023194165563875754,0.17384854188822244,0.1942524058430362
301,Berwick,-2.005395,55.77024,0.07130615327682706,0.1829256465550586,0.01,0.21303103252158626,0.24475855062758575
302,Poole,-1.987248,50.71505,0.3623715908708351,0.2770930312192405,0.20466901654765646,0.3691286178484923,0.40323732166345255
303,Walsall,-1.9829189999999999,52.586209999999994,0.3550245480160165,0.3435109760307704,0.6085687249679465,0.37744472009369356,0.36040404534268927
304,Cirencester,-1.968243,51.71849,0.27483311609390504,0.29273277131474457,0.22197211058720698,0.33198353592249,0.46447520573172035
305,Evesham,-1.9467700000000001,52.09215,0.2260818554125651,0.18238968170156367,0.11870477463989362,0.2692929173197377,0.3485815460384814
306,Buxton,-1.91483,53.259080000000004,0.160718662482384,0.239754676191969,0.29324533017754184,0.3291732552502324,0.33712471335069233
307,Keighley,-1.9123580000000002,53.8678,0.25905417061956804,0.25408162351791563,0.25109308519812557,0.3823585119043171,0.30805587041830346
308,Birmingham,-1.8904009999999998,52.48624,0.6044668901642527,0.6000453411977773,0.9693840043908847,0.6881879210145261,0.6489961277939739
309,Bournemouth,-1.880769,50.719159999999995,0.43184976467270053,0.34739633867245934,0.2418349432549782,0.447517212971351,0.4911439706314173
310,Halifax,-1.8575400000000002,53.727019999999996,0.2756826863267869,0.2505639876886035,0.2787001652807723,0.3557503627930211,0.3068147706006701
311,Salisbury,-1.794472,51.06878,0.34681255978820547,0.2597590090384493,0.15811566183706133,0.3015640356407823,0.3857846303431357
312,Ringwood,-1.7888169999999999,50.84495,0.27964998327965856,0.2175878479903638,0.13598293103139975,0.27292137457417603,0.3227354396252816
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.4362484187828758,0.35468161634139905,0.33150690644496444,0.44009331002195073,0.4489305667116259
314,Peterhead,-1.784066,57.50812,0.0944568000139261,0.2083755984809528,0.026507205824603253,0.21337731583919065,0.23777379512191543
315,Swindon,-1.7797176,51.55577,0.45597575829160186,0.2954280840632219,0.31626302749192364,0.3267240833985242,0.5161809110605752
316,Bradford,-1.759398,53.79598000000001,0.38474678590096495,0.38646050817745486,0.3814175585059064,0.5498459155396016,0.46111641473371
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.20475429909021103,0.2954520013537935,0.4558920129077768,0.4452998833672115,0.360611932238374
318,Marlborough,-1.7270619999999999,51.42007,0.3500304709072423,0.1774906872368885,0.21272193622330104,0.1970645454920846,0.32081436541684244
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.19187658824384507,0.24521626696647614,0.2374503669341746,0.30778302831194965,0.38341635148999564
320,Alnwick,-1.7062990000000002,55.41274,0.19608409079750114,0.1776291129123879,0.055531255626119665,0.3751467043279246,0.1718924183887509
321,Otley,-1.691786,53.90583,0.18633491185376155,0.19201253572137822,0.18225195950470502,0.2852910620101948,0.24037336950138452
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.22249417150413586,0.23078591452957187,0.09175841619152472,0.43778857752116573,0.21085220962552348
323,Burton upon Trent,-1.6371358999999999,52.81403,0.40557688502146494,0.2831775666391387,0.6176431793827614,0.35986286482371027,0.3364045284579449
324,Newcastle,-1.61778,54.97825,0.4656024370078891,0.5086660015824267,0.1255362251073351,1.0,0.4750167360066256
325,Durham,-1.5848520000000001,54.77525,0.37644352594045555,0.347242316668212,0.1101384008783425,0.6759298405406754,0.3154596761120292
326,Ashington,-1.5659829,55.18298000000001,0.2331091152065013,0.20708315820645976,0.06258933260412426,0.430781059879441,0.20243211515679888
327,Darlington,-1.559458,54.52361,0.3411771898201641,0.2808972118090284,0.09613881962121036,0.5233074645878297,0.27531057977387924
328,Leeds,-1.5490774,53.80076,0.468596941863112,0.5201539583349727,0.4082488751303185,0.7565684141671907,0.5839564471297158
329,Harrogate,-1.5418120000000002,53.99211999999999,0.3151037184448625,0.3332566438894834,0.25636501832674374,0.501922567552543,0.4319817031267805
330,Leamington Spa,-1.5200789,52.28519,0.2907121744035475,0.32338877553501943,0.33032562696877465,0.3712124738546332,0.4706854670752841
331,Coventry,-1.519693,52.40682,0.39466481706824624,0.3896630950651442,0.5896606795640262,0.4265860628147377,0.4817596892861638
332,Blyth,-1.510277,55.12696,0.2570600693558239,0.22040050846296835,0.06523446768098837,0.45689258863693144,0.2096053892169956
333,Wakefield,-1.505924,53.6833,0.3413569698026847,0.33172392597362615,0.29255794868956003,0.45361168129938617,0.37194042722779846
334,Andover,-1.4919233,51.2112,0.3953226033046856,0.21495702703235492,0.23527204735582094,0.255658859737428,0.35482069388707493
335,Witney,-1.4850543999999999,51.785940000000004,0.22223485561595152,0.2224625911738896,0.21714783115348063,0.2535272802610248,0.36196271949111386
336,Barnsley,-1.479726,53.55263000000001,0.4014725758663769,0.30285673261082724,0.37996247717150017,0.48457314977530774,0.38499640784769873
337,Derby,-1.4746186000000001,52.92253,0.4430947094909304,0.36843582476993314,0.7448418003116508,0.4939257939567982,0.4501546899927538
338,Sheffield,-1.470085,53.381130000000006,0.5100697563094488,0.46064238075407626,0.5198244051756605,0.7570204741314074,0.5909701832738163
339,Nuneaton,-1.465382,52.52049,0.327483280509559,0.32209752340009096,0.5799017439487527,0.3650330436868889,0.3945802292560231
340,Northallerton,-1.429959,54.337959999999995,0.18358432046698303,0.18482898036440187,0.10187950032275746,0.2695125595076033,0.22100667299950866
341,South Shields,-1.427406,54.99941999999999,0.277546394509094,0.3052636583846094,0.08177021701028975,0.6229181988867527,0.28734662854815207
342,Chesterfield,-1.421629,53.23505,0.316186284852329,0.2872701799878876,0.36514626312992204,0.5167978470409639,0.38288112619891534
343,Southampton,-1.4043508999999998,50.9097,0.44972873178782263,0.43783646435432294,0.3848057941650927,0.6296859064991687,0.5961808384123495
344,Wetherby,-1.384816,53.92706,0.15717389668309317,0.17632805750185918,0.15513260637521853,0.26749292121058416,0.22446171411164936
345,Sunderland,-1.383801,54.90687,0.3280169345353658,0.34155810899857286,0.09804973815451003,0.6974794398481861,0.3275772245427533
346,Rotherham,-1.3635008999999998,53.4326,0.36986137923272877,0.30247591588119016,0.36822516337231836,0.5168457470114549,0.3946569086789142
347,Castleford,-1.345968,53.72346999999999,0.26948173170628165,0.28102140102838274,0.20368992180970982,0.39524319616173065,0.29045363871847685
348,Thirsk,-1.341377,54.23385,0.1740898408174626,0.15424370290652953,0.08648179409112337,0.2461110685454765,0.21311639046986955
349,Banbury,-1.339775,52.0629,0.15019765838167382,0.2328452199634471,0.14460109257109846,0.2644306454520981,0.3778397327105394
350,Stockton,-1.3289821000000002,54.57046,0.32024029294621553,0.28887657627648283,0.09979107675019175,0.5406709251293677,0.2697293049848351
351,Newbury,-1.3231138999999998,51.40141,0.432213563764676,0.29248973381336235,0.5034247490434144,0.3336270206360711,0.43408747385918245
352,Isle of Wight,-1.304734,50.69385,0.3081388397770895,0.2798227646040124,0.2661607009961461,0.3978939913700263,0.3800174371981985
353,Isle of Wight,-1.304734,50.69385,0.3081388397770895,0.2798227646040124,0.2661607009961461,0.3978939913700263,0.3800174371981985
354,Abingdon,-1.2879528999999998,51.67078,0.3260031782952805,0.23704311804398137,0.24517809513645597,0.273319516624282,0.3802079942312368
355,Shetland Islands,-1.2659409,60.52965,0.05999261600662545,0.08814212573817627,0.019160215690492158,0.08637355982716378,0.11914960651404284
356,Rugby,-1.265032,52.37088,0.28557489309221745,0.2931662867483137,0.4667129364870496,0.32519406001127493,0.38899531447005037
357,Oxford,-1.2577263,51.75202,0.4414864868803212,0.40175905455774974,0.3668144684739853,0.4545016453948268,0.6486696534802872
358,Middlesbrough,-1.234956,54.57423000000001,0.38009777024879265,0.35971875858201335,0.11733476932188681,0.6566579829109799,0.3307921744642287
359,Hartlepool,-1.212926,54.69174,0.28373906781325786,0.2674660672730343,0.08803979030734801,0.5346181648364324,0.2623066534934393
360,Loughborough,-1.206166,52.7721,0.4043460041315115,0.3365413442940998,0.7546679186264693,0.38849832430897724,0.39635438101949344
361,Mansfield,-1.198674,53.1472,0.26447554431068826,0.27633555378402985,0.4597478837321047,0.3848275353399334,0.3483566016072391
362,Nottingham,-1.1581086,52.95478000000001,0.5708650606969996,0.4704004357254937,1.0,0.6492618690307259,0.5651725229021155
363,Bicester,-1.1535898999999998,51.8996,0.18963097837859172,0.1885889799686219,0.13808514571433084,0.24244570994401027,0.2991014213159106
364,Leicester,-1.1397591999999999,52.636880000000005,0.5098029826348073,0.42692299991777677,0.8419741141517141,0.4359399696250045,0.5148363063838933
365,Doncaster,-1.128462,53.522819999999996,0.419270239747831,0.3212030432248833,0.4020869081819357,0.5353014828244796,0.39678627404666655
366,Worksop,-1.122745,53.3093,0.2709031288886419,0.208992669470115,0.316435035894453,0.38940786996804533,0.26946575130060024
367,Basingstoke,-1.0923964,51.26654,0.3588305064838266,0.27208801405496036,0.3681074673614963,0.3223736559690688,0.39853052332844274
368,Portsmouth,-1.0879769,50.81977,0.3602248963156337,0.3802644151694411,0.3323471410217334,0.5464912599847805,0.5382979835297784
369,York,-1.0872979,53.95997,0.31839024553287526,0.3881459448903893,0.24257834599458203,0.5738039447601547,0.4959507805734933
370,Selby,-1.067189,53.783519999999996,0.19910221729224734,0.1995305148133535,0.09616090980712423,0.2898035845259618,0.2730912201613359
371,Helmsley,-1.0562636,54.24651,0.10801751172874531,0.07838862262214595,0.04808084490463839,0.1317705059819217,0.11980207377187933
372,Towcester,-0.9896879999999999,52.13511,0.1599906081753583,0.21295236256321792,0.2774358265746586,0.24119676128713016,0.2789591926763579
373,Reading,-0.9781303,51.45426,0.4519937965025296,0.3828280837268688,0.6488479486008027,0.4531504659194272,0.4887398221801185
374,Retford,-0.9455030000000001,53.32136,0.18695379917338945,0.1714447041451981,0.17975316882053466,0.29946855344973794,0.2009740374916836
375,Petersfield,-0.93899,51.00759,0.14637284841186654,0.17668141658022835,0.23500441750506718,0.2903187958325316,0.27300017810532023
376,Northampton,-0.9026559999999999,52.24048,0.3203354400032472,0.3894547388653374,0.5014943365716225,0.46651461198956146,0.4448662791590959
377,Melton Mowbray,-0.887126,52.7664,0.2710006558014652,0.20393340561409773,0.45047599034793756,0.23299268521726282,0.26660859998629066
378,Aylesbury,-0.8084,51.81561,0.39228628534206833,0.3134014027575784,0.44048425111365364,0.35580483845495103,0.4178074153626066
379,Newark-on-Trent,-0.80657,53.070040000000006,0.34723211178019986,0.27845516365453854,0.41340638551090936,0.38741308310259154,0.3510321901372736
380,Malton,-0.7978970000000001,54.13684,0.21025239717373911,0.16057744362462784,0.04888820457982313,0.25013508268912943,0.24775464367314357
381,Chichester,-0.774936,50.83761,0.12449145582417538,0.22562561900610065,0.2439776559141819,0.4102252581688141,0.35286075960513846
382,Gainsborough,-0.774465,53.400580000000005,0.17204142985204746,0.16491724430970833,0.1788197619613502,0.28366652010044024,0.20348588673827278
383,Milton Keynes,-0.7594171,52.040620000000004,0.3117866517879768,0.37574755815968264,0.5070539799121253,0.458800018118992,0.4384458273594711
384,Aldershot,-0.7557509,51.24837,0.24909215210259136,0.31914756034607067,0.4207399373405042,0.35620630561177624,0.4269679885613861
385,High Wycombe,-0.748229,51.628609999999995,0.18632171085091892,0.3002481751351706,0.38485509928497874,0.3363623439525536,0.3797223801921942
386,Midhurst,-0.737274,50.9869,0.08727641215131578,0.16989404999331922,0.20389761598515566,0.29638582018400367,0.2663667989026479
387,Kettering,-0.7302489999999999,52.39632,0.15153814578143573,0.2787471568875677,0.39413190368306994,0.31824451534863857,0.31617777591756663
388,Wellingborough,-0.693964,52.30242,0.16020285413271776,0.24259192692948378,0.354265301605886,0.29423545039779864,0.28572158127299696
389,Corby,-0.6842333,52.4923,0.17857377124825563,0.2609828753322051,0.5475976589283211,0.28712574314422284,0.30516232400321197
390,Bognor Regis,-0.673061,50.783,0.1652138683084355,0.22091616284775625,0.21827964723737578,0.35801737162844427,0.32605734076410575
391,Scunthorpe,-0.654413,53.58865,0.3067335850412315,0.26768514503565394,0.10556642886341416,0.3871959422453616,0.30719117475063995
392,Grantham,-0.643582,52.912519999999994,0.2719199142872592,0.22448120113014708,0.31457476952374186,0.29630573572807317,0.3128941059902191
393,Whitby,-0.613347,54.48633,0.261011636380571,0.1795088245146208,0.05827432977050066,0.3252273934833811,0.2271401758436636
394,Slough,-0.5950406,51.51054,0.16326043059963177,0.35860785551235436,0.46705148969422816,0.3453947588572352,0.39445241013766535
395,Guildford,-0.570409,51.23622,0.22442147710481042,0.3069294293526404,0.19918733071196282,0.35144144232622093,0.45077780055756006
396,Woking,-0.5600349,51.31677,0.3109694526470794,0.37701734080967825,0.3702107550736161,0.40347362045734964,0.5287530759126124
397,Lincoln,-0.540579,53.23069,0.3692204176964501,0.3399689706115072,0.22716699133117424,0.5313590595519124,0.43767569428235503
398,Bedford,-0.46677820000000003,52.13864,0.24093575320598964,0.3241493325836413,0.46920005340256293,0.4023579148538015,0.4021332488936347
399,Heathrow,-0.4542955,51.47002,0.30548381908086325,0.4425884932021475,0.8156850874089058,0.3210241061518568,0.5246284526689896
400,Driffield,-0.443377,54.006,0.20327195796519934,0.15270019211918043,0.06903911647265071,0.2224162303159793,0.19379027814230024
401,Beverley,-0.435093,53.84196,0.32328579891696907,0.2654778069725858,0.11274161906119942,0.373843970615422,0.32663372436604504
402,Luton,-0.4200255,51.87867,0.36823826141910704,0.33726782005551453,0.5050191134741555,0.35355133665885446,0.46780425008906057
403,Scarborough,-0.399752,54.28311,0.3200556119554123,0.2498148793307907,0.1178417264872892,0.3971658654701014,0.30573489181569397
404,Worthing,-0.372882,50.81787,0.25902512801894007,0.30566612712918473,0.19293087258832028,0.44008011749219367,0.45538752431581037
405,Dorking,-0.332378,51.2322,0.1882661212138952,0.30097113230332784,0.22710030680573554,0.3352544714051306,0.4269412330630409
406,Hull,-0.3274198,53.767619999999994,0.5140336122722563,0.39017493621322635,0.15145004663789316,0.5705981338280252,0.4794732519394212
407,Horsham,-0.325858,51.06288,0.20527406395495096,0.218922815129096,0.1604601714122696,0.33246954872960255,0.3462032911486053
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.15835842165526776,0.1903144675578228,0.1585874585384309,0.1972619299889308,0.29225134076709963
409,Peterborough,-0.2405299,52.5695,0.2036060635103493,0.339463624836123,0.29298685833177424,0.39877024131926214,0.46090462375533664
410,Welwyn Garden City,-0.208661,51.80317,0.4572496097810614,0.45156249336393084,0.647203650136564,0.4106925771730215,0.5454481072820575
411,Bridlington,-0.198802,54.08535,0.23866304228805313,0.1863880438508363,0.0799709403683784,0.2696573387084854,0.2357073230857841
412,Stevenage,-0.19661199999999998,51.90376,0.3314210960632616,0.29258658240231555,0.375884467468604,0.28225432101954095,0.42426868142026347
413,Crawley,-0.18722750000000002,51.109140000000004,0.18674185291249668,0.27767941284489567,0.25988878739323684,0.34667791381936114,0.40964442615857455
414,Huntingdon,-0.182552,52.33146,0.09360425255876981,0.19681591138287693,0.12725384361156608,0.2278049356016661,0.3026968878915574
415,Hove,-0.168749,50.82793,0.22671447595847927,0.24281963819403454,0.17356827641635478,0.36535822971421755,0.3647835026389415
416,Spalding,-0.1537024,52.7901,0.19073052345910443,0.21764397251830336,0.15541339487548203,0.2616152114320604,0.3042480918366496
417,Brighton,-0.137163,50.82253,0.3574504846071581,0.4330281824020984,0.2886323266771943,0.6410679320960991,0.6046885102103537
418,London,-0.12775830000000002,51.50735,0.7153626669641471,1.0,0.9844316542654644,0.8250876188174205,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.38450586867353453,0.2888081127580145,0.10234464076121838,0.4513164174960513,0.3238282150909899
420,Boston,-0.026576999999999996,52.97894,0.25634386878051896,0.2673918254429281,0.15440687334820624,0.3819909264349339,0.40883777163494767
421,Royston,-0.024066,52.048140000000004,0.09269685115254998,0.1574858053434694,0.09396166304446078,0.1681171969099763,0.281509398754972
422,Louth_Lincs,-0.007711,53.36596,0.24110317788903265,0.18656201720677792,0.06934680562144656,0.28613755507636474,0.23123153532810145
423,Lewes,0.00878,50.873870000000004,0.23868806574135304,0.22547542773787313,0.16756480023220957,0.3358985964931332,0.3384732190589948
424,Chatteris,0.054012,52.4561,0.08527042553696415,0.1232463448381224,0.09496814064939167,0.12758997008085302,0.20357531104271614
425,Uckfield,0.095913,50.966409999999996,0.25691663854462604,0.23611556871942355,0.16679531375744489,0.34404317329102024,0.36048199191053176
426,Cambridge,0.12181700000000001,52.20534,0.3153974167972954,0.4316769058146061,0.18384998414796977,0.4001474484157146,0.6330574411697107
427,Bishop's Stortford,0.15365020000000001,51.87216,0.24326166356478432,0.27337614813607747,0.21350437329255653,0.28591360809162353,0.37887276432419387
428,Wisbech,0.158797,52.66631999999999,0.08525022808766447,0.15636709227094042,0.06501787828787202,0.17606254710777777,0.2703485988801745
429,Sevenoaks,0.190898,51.27241,0.2502493394326479,0.3206040573076324,0.6600130608127915,0.4241536006984312,0.39666825414475715
430,Tunbridge Wells,0.26369499999999996,51.13238,0.26601538773115263,0.27737784106477986,0.32627093858712725,0.3920414215043913,0.40048951998591964
