index,placename,longitude,latitude,a load of,a lot of,bare,loads of,lots of
104,Camelford,-4.682364,50.62206,0.07636463633035129,0.08048808148762644,0.05693105290723523,0.14812994293939608,0.18108354101337523
105,Irvine,-4.6696364,55.61156999999999,0.13107128466925835,0.308897039739407,0.03976798912592331,0.36840784667131093,0.2912037170891382
106,Cardigan,-4.660864,52.0837,0.19058081056967188,0.11623013452671056,0.05201628702533182,0.24251284737177595,0.1681421950813211
107,Holyhead,-4.633038,53.30944,0.12690077996487772,0.1433371573608955,0.07059150887536139,0.17478209090085806,0.20093967862301396
108,Ayr,-4.629179,55.45856,0.1466433182747683,0.33562410446141516,0.04386072598649498,0.40845065786834384,0.31726464904397766
109,Dumbarton,-4.564554,55.94529,0.12050903898173047,0.26392527506362384,0.043784628326706224,0.3111845512131915,0.2542229907173934
110,Bude,-4.543678,50.826640000000005,0.10122010533219439,0.12755601167684824,0.07678047228547373,0.22636640996204116,0.28329721263032803
111,Isle of Man,-4.5126330999999995,54.27697,0.30671323403303286,0.3319887177962809,0.016495941112808693,0.31239610158429454,0.27921889238521824
112,Kilmarnock,-4.498792,55.61472,0.13658125122830853,0.2890798942438627,0.03754342431902273,0.3507974059087285,0.274328749315019
113,Newton Stewart,-4.483164,54.9603,0.05883834006482828,0.13466550486293638,0.01,0.16509869918344866,0.10248338901387702
114,Liskeard,-4.4647190000000005,50.45552,0.10771916843007405,0.13844820318549922,0.08142106184857012,0.23361503475006587,0.2785280179273699
115,Altnaharra,-4.442655,58.28023,0.01948759863808815,0.01,0.01,0.01,0.027221153077172842
116,Pwllheli,-4.417633900000001,52.888819999999996,0.17948140781385433,0.11929166525196143,0.035185517365404845,0.1497587803015973,0.20032128301468471
117,Lairg,-4.402414,58.022059999999996,0.022285666243341787,0.01,0.01,0.01,0.027206914122678876
118,Launceston,-4.360451599999999,50.636829999999996,0.08931728647327568,0.12166642427408407,0.06727727530436077,0.21073218794541307,0.2591989495487618
119,Carmarthen,-4.312131,51.857620000000004,0.3273551270731991,0.19871692356002477,0.06889181043108045,0.38288620688433705,0.258788843514237
120,Llangefni,-4.311401999999999,53.255790000000005,0.23808443110464453,0.19223493304445213,0.1735065066202916,0.23739181147829666,0.27509161146832245
121,Caernarfon,-4.273911,53.13955,0.24341695669183117,0.17941111852424327,0.056668220996931244,0.2018027495343281,0.27108178321884757
122,Cumnock,-4.265828900000001,55.45355,0.10992931190736853,0.21658216351613352,0.029692847466132877,0.2681104871394417,0.20011180755464644
123,Aberaeron,-4.2581619,52.24279,0.18703303750344272,0.1048981996531779,0.0170469754988767,0.20542065149533684,0.1605885197130875
124,Alness,-4.256825,57.69595,0.11243731946787668,0.16819274072459853,0.029704493350558848,0.1633379023081574,0.20898191690566545
125,Glasgow,-4.251806,55.86424,0.3046065915742149,0.6262197058790765,0.09230998913130507,0.7407015936756204,0.6167145576495926
126,Dalwhinnie,-4.242783,56.9366,0.01,0.01,0.01,0.012442600604981419,0.026145803689062153
127,Inverness,-4.224721,57.47776999999999,0.23235089788670374,0.30121434087549814,0.01,0.2929982450823674,0.40057329054479524
128,Saltash,-4.21643,50.409209999999995,0.10021111587096555,0.12573039038603903,0.0723855929837624,0.21130453114871042,0.2603082076355248
129,Bideford,-4.206666,51.01668,0.18134150339785673,0.1549125813541177,0.10029196341363664,0.27277331973426494,0.27130509397872815
130,Invergordon,-4.1728819999999995,57.688109999999995,0.11496416597963717,0.17065887531002746,0.03027022712528657,0.16778963642226113,0.21204715176775873
131,Llanelli,-4.160248,51.680890000000005,0.38566611955895685,0.22751879725665242,0.09347391961569332,0.4761588394209913,0.2876103258932516
132,Plymouth,-4.1426565,50.37546,0.22138779294870817,0.31949541039761803,0.1281252078378405,0.4947177790776517,0.5877043610173985
133,Tavistock,-4.141654,50.551120000000004,0.07821503778867162,0.14939267809617285,0.07557429567714231,0.24737222733630657,0.3014923182507265
134,Porthmadog,-4.1333839999999995,52.92784,0.2269331816096477,0.156278565427068,0.04150414601194625,0.19111226043976873,0.24434293757757966
135,Bangor,-4.129263,53.22739,0.2985552905113719,0.2532000322918789,0.21412279162714473,0.3164716370436468,0.35404329464373946
136,Tywyn,-4.087249,52.58701,0.13127925921495026,0.0772197383929024,0.01,0.10812774879777738,0.1454832608692608
137,Aberystwyth,-4.08292,52.4153,0.26182429497117554,0.22112076274129253,0.01,0.2892462022652096,0.34407851293618913
138,Lampeter,-4.0785089999999995,52.1129,0.19616044569438443,0.1170761053207918,0.017797658761254772,0.2421416779274484,0.17588355310157766
139,Barnstaple,-4.058338,51.07816,0.2709886024391115,0.20875573210343418,0.1268803158119249,0.3881408805433215,0.33237371997523346
140,Tain,-4.05523,57.8115,0.07864716986430281,0.11011453136408086,0.022139252540128947,0.1057445847613311,0.14184115067381772
141,Okehampton,-4.004263,50.73831,0.058771449333138596,0.10278591920664161,0.06064901730996655,0.1823389351780253,0.22125914397554458
142,Llandeilo,-3.9914300000000003,51.88469,0.2762909940701795,0.16288126786591386,0.07391824360649094,0.35462424361440076,0.20911536495465236
143,Motherwell,-3.9810968,55.78321,0.19929412074271838,0.36676849002595396,0.05792770491870867,0.44273963442559144,0.3630592456608822
144,Golspie,-3.976086,57.97341,0.022327442188669833,0.01,0.01,0.01,0.026468646755718202
145,Airdrie,-3.9625660000000003,55.86626999999999,0.16988903471449535,0.3149377250802992,0.05016860445653108,0.3795943690577453,0.306101196197068
146,Swansea,-3.9436459999999998,51.62144,0.5875337387614699,0.3722496555589811,0.1663118910203303,0.6979032957229925,0.43583789000726225
147,Stirling,-3.9369029,56.116519999999994,0.17207104257267059,0.33858165488823283,0.05464778297066276,0.4055691046222027,0.3427715644611287
148,Tregaron,-3.934385,52.22,0.1942312092707545,0.11225930177935857,0.01,0.23622633917439587,0.17541408911918904
149,Tregaron,-3.934385,52.22,0.1942312092707545,0.11225930177935857,0.01,0.23622633917439587,0.17541408911918904
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.10000009376602545,0.14271553938309053,0.01,0.19729449383224212,0.14076341645204038
151,Dolgellau,-3.8844,52.74215,0.1424570472805793,0.08434072197095385,0.0136595938918387,0.11288958518668024,0.15568568886518536
152,Aberfeldy,-3.866969,56.62175,0.05737245097346685,0.16948125167666678,0.01,0.22370596735388787,0.1872240303326448
153,Machynlleth,-3.853485,52.59027,0.14975014529469427,0.10763583096552701,0.02140786436380447,0.11611018472533535,0.21204987537162026
154,Brora,-3.8525480000000005,58.012159999999994,0.061667478481325935,0.08880849532423905,0.01956019870688527,0.08436841798020395,0.11841357162785186
155,Llandudno,-3.827609,53.324059999999996,0.4616447268501802,0.21040710622423325,0.3837646037313892,0.39524848536887797,0.22344992253967452
156,Llandudno,-3.827609,53.324059999999996,0.4616447268501802,0.21040710622423325,0.3837646037313892,0.39524848536887797,0.22344992253967452
157,Aviemore,-3.823812,57.19449,0.10236411227532556,0.14907080637984493,0.01,0.16309746652651594,0.17925738746324596
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.08187894805466939,0.10030128976894666,0.01,0.13177365230356985,0.1018044135135114
159,Falkirk,-3.7839131,56.00188000000001,0.10998127768157515,0.3383893247000983,0.07288654299937837,0.46624743395579976,0.3243122609629649
160,Kingsbridge,-3.777493,50.28395,0.06242750508730776,0.1323395018678847,0.06714474437248232,0.22430366201114466,0.2731276225882356
161,Pitlochry,-3.729711,56.70436,0.04274090902504455,0.11362932373175036,0.01,0.1659353812309501,0.13422363592121603
162,Colwyn Bay,-3.72764,53.29318000000001,0.42104121787508225,0.19152709137130414,0.3587057373200935,0.36842318225502,0.20593408818725895
163,Totnes,-3.685797,50.43374,0.07558797968123603,0.13811131191997875,0.0683035887975377,0.2376666478701587,0.2831047041785123
164,Grantown-on-Spey,-3.609628,57.33041,0.06374583944637004,0.10419442505066348,0.01719132092296826,0.10085413087815914,0.11859733729104173
165,Dumfries,-3.60512,55.070859999999996,0.1757927971403571,0.2516200055250453,0.01,0.35329296867584453,0.2540498393152115
166,Whitehaven,-3.589233,54.5497,0.17654997340997855,0.20409953874997364,0.10636635410234005,0.24480734357606185,0.25695388888095766
167,Dartmouth,-3.578807,50.35252,0.059173942918531786,0.10985682543659384,0.06095797890554498,0.19023134928989113,0.23573677467323909
168,Bridgend,-3.576945,51.504290000000005,0.43750418551949044,0.2753098279041885,0.23953362829670047,0.4910165147249679,0.36071714217735373
169,Paignton,-3.564235,50.43508,0.10496973921194035,0.20804801637952897,0.09611172517837857,0.3405381308170288,0.4027798761352807
170,Workington,-3.5427519999999997,54.64357,0.18841976837895308,0.2023935916429574,0.0950158590734395,0.23540966472893132,0.25336852308620933
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.10730575275807437,0.09101103371156295,0.04797339802052384,0.08153401820401948,0.19907715102066453
172,Exeter,-3.533899,50.71841,0.0918566849143023,0.3465283851278431,0.1445570954629848,0.5347238482152573,0.6417574369857092
173,Torquay,-3.525315,50.46192,0.10752868985734833,0.21411810079565868,0.09807602553210928,0.34648457501754154,0.41228252931414494
174,Thurso,-3.5220800000000003,58.59356999999999,0.09523254162931362,0.15454030282227452,0.027576038023557615,0.14719241056089097,0.19720126045775044
175,Livingston,-3.518068,55.90071,0.06329081089366732,0.3202979075267392,0.012130464093620471,0.3779967709666646,0.3848234324445178
176,Rhyl,-3.4916339999999995,53.319140000000004,0.4468116656909914,0.18952435020115022,0.3622753696144612,0.3594754718604639,0.19950470911321933
177,Tiverton,-3.491207,50.90205,0.10041357119512886,0.1465197336856767,0.05840542659137019,0.23422745254637453,0.306184086075736
178,Tiverton,-3.491207,50.90205,0.10041357119512886,0.1465197336856767,0.05840542659137019,0.23422745254637453,0.306184086075736
179,Minehead,-3.481152,51.20428,0.19629824394689274,0.12011823971723273,0.138514387683377,0.2046458233148428,0.20011966820075106
180,Dunfermline,-3.452151,56.071740000000005,0.06423864986406591,0.30251070358842547,0.011071223879613306,0.3591886039808022,0.3690789884873373
181,Perth,-3.4308381000000003,56.39499,0.059640161779274836,0.2043600197882997,0.016831802834015787,0.2597961193470624,0.21591027728820017
182,Prestatyn,-3.4076129999999996,53.33651,0.3907032262007108,0.15886112574521383,0.3252150645199277,0.31160176363778447,0.16978534796186992
183,Builth Wells,-3.4045919999999996,52.15002,0.17068519242250232,0.11957311640962884,0.06955208773046093,0.2592951545897574,0.2334733277490128
184,Braemar,-3.3979439,57.00646999999999,0.01,0.010022068275213644,0.01,0.01667529634434037,0.021013081035564422
185,Brecon,-3.391463,51.94895,0.16047774759863395,0.14008920235848574,0.07469578612541501,0.4057011520149956,0.24688490584977751
186,Merthyr Tydfil,-3.381646,51.74873,0.3880825497627645,0.3011850224120131,0.11753798550198231,0.6879187858107151,0.4042256747444782
187,Llandrindod Wells,-3.377742,52.2417,0.17709149248949194,0.09999232420913257,0.08156281012244912,0.2246270811785186,0.2059489955139364
188,Corwen,-3.369242,52.98005,0.10987570853606525,0.08995498172981212,0.040726804761024755,0.11750478968334048,0.15144336685898796
189,Cockermouth,-3.367985,54.66326,0.15105073946172423,0.15172469095155972,0.022312503629377232,0.17299286110575077,0.1913257705650072
190,Lockerbie,-3.349008,55.122240000000005,0.24741120967856106,0.21186057088816887,0.01,0.2756347221845594,0.2581546280437958
191,Blairgowrie,-3.3378318,56.58941,0.05146318252388714,0.15656117069595427,0.01,0.21563634458766825,0.16736142387436695
192,Elgin,-3.318485,57.64945,0.17578365564925477,0.2817882778910871,0.043887042821317536,0.28166156770476947,0.3283037880820543
193,Newtown,-3.313106,52.51211,0.12633979514763546,0.09839486786038382,0.06300884395332011,0.0995636857716575,0.2037147205008103
194,Ruthin,-3.3103108,53.114869999999996,0.33236158682607286,0.1554490468717822,0.2684467251060105,0.28970905944109,0.17483731624017243
195,Ruthin,-3.3103108,53.114869999999996,0.33236158682607286,0.1554490468717822,0.2684467251060105,0.28970905944109,0.17483731624017243
196,Sidmouth,-3.2375599999999998,50.67865,0.10628217954429471,0.12854429447976798,0.04287242879958471,0.22153086934994692,0.2885670088295349
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.17450944736379112,0.2377798194865129,0.18527174826869414,0.31448397833039815,0.3371923917262585
198,Peebles,-3.1936419999999996,55.65306999999999,0.039795198988123386,0.16218345170450793,0.01,0.19573713845611085,0.2129589778360617
199,Edinburgh,-3.1882669999999997,55.95325,0.12601175325339875,0.548991311875226,0.019167022820767255,0.6269209480595018,0.6633893729927244
200,Cardiff,-3.17909,51.48158,0.5803584616809982,0.46858255084151007,0.37855783995337217,0.7460077483992958,0.6029648562711636
201,Llangollen,-3.1716599999999997,52.96921,0.11917924878972123,0.11665172844737638,0.07213887867239999,0.13760471492228651,0.19153941308066919
202,Kirkcaldy,-3.158137,56.11682,0.07572120859021995,0.33851688794491447,0.012576096765804895,0.37906133200794934,0.41374468918485596
203,Welshpool,-3.146407,52.66035,0.17748624718743833,0.13711739135028594,0.11291607530719654,0.1485495095185367,0.28567421642074153
204,Mold,-3.1419029999999997,53.1672,0.4889155479203276,0.23213569095232187,0.38704505927697325,0.4236823891776795,0.24223921271949703
205,Mold,-3.1419029999999997,53.1672,0.4889155479203276,0.23213569095232187,0.38704505927697325,0.4236823891776795,0.24223921271949703
206,Taunton,-3.106849,51.01534,0.21897563128942987,0.22353225981224842,0.10786355657083874,0.3861554766967141,0.41736431654750145
207,Wick,-3.093716,58.43894,0.09862686240275671,0.14653036265879815,0.026612485659653868,0.14424710500448312,0.18152525125577737
208,John o' Groats,-3.0688997000000002,58.63734,0.019332802873512113,0.01,0.01,0.01,0.025452944011629394
209,Dalkeith,-3.066606,55.893119999999996,0.06178738076670854,0.2740807502834074,0.01074997065141149,0.31693180783646635,0.3473712492306045
210,Oswestry,-3.056412,52.85715,0.1999129174483989,0.19719449837486924,0.07799628925724973,0.23250679946134545,0.31092214117296657
211,Blackpool,-3.0356748,53.81751,0.234421555628265,0.33457565936987316,0.3998484432423424,0.5105458407109312,0.4633035922925076
212,Birkenhead,-3.023009,53.389990000000004,0.6857863357493655,0.34071498388890653,0.5322779559491176,0.626107461490365,0.3348715059671674
213,Cupar,-3.010137,56.32023,0.0382125425144341,0.15813723390445977,0.01,0.1756756006481898,0.20111070536291661
214,Southport,-3.010113,53.64571,0.4916690019684225,0.2771962938180768,0.4641257328571056,0.5222362368935568,0.3036189650743357
215,Bridgwater,-3.003632,51.12789,0.40274529480198384,0.27990245872843955,0.2444613899402615,0.4425064506421584,0.44089353568784506
216,Langholm,-2.998913,55.153059999999996,0.152275216129796,0.0949075824110778,0.01,0.14244286794494015,0.11483594694668073
