,Unnamed:_0,Unnamed:_0,placename,past_participle,past_participle_was,present_participle,present_participle_was,present_participle_were,longitude,latitude
67,67,469,Keswick,0.7990259851916215,0.11696230755788985,0.2267423616973416,0.01,0.01,-3.134706,54.60128
68,68,161,Whitehaven,0.7950884338669149,0.10983862403524207,0.23080356800309496,0.01,0.01,-3.589233,54.5497
69,69,352,Nottingham,0.7564995438472317,0.3730551628904173,0.24643185555895525,0.6096180952185294,0.01,-1.1581086,52.95478000000001
70,70,382,Grantham,0.7468426010056656,0.3900184832483056,0.2545544027856733,0.6373382187661132,0.01,-0.643582,52.912519999999994
71,71,328,Derby,0.7560484698588136,0.23100503625349245,0.25488488312909285,0.4718633867950511,0.01,-1.4746186000000001,52.92253
72,72,165,Workington,0.7698495150576864,0.11235356819813633,0.2549908253002827,0.01,0.01,-3.5427519999999997,54.64357
73,73,266,Sark,0.7665009342855994,0.01,0.2587277435623304,0.20201544215498848,0.01,-2.3666256000000003,49.43007
74,74,423,Skegness,0.7355750274135179,0.5687331514302335,0.26178983577078857,0.4646900384552559,0.01,0.337881,53.1464
75,75,367,Melton Mowbray,0.734266605042274,0.4824695116429624,0.2627468153069879,0.6570121471600622,0.01,-0.887126,52.7664
76,76,314,Burton upon Trent,0.7500890185561819,0.17690953153463573,0.2647602550204406,0.3613649740961823,0.01,-1.6371358999999999,52.81403
77,77,206,Southport,0.7514085778658497,0.1952799616570801,0.26582183057571823,0.19944467087906906,0.01,-3.010113,53.64571
78,78,341,Stockton,0.7598759669653782,0.01,0.268887692010089,0.01,0.01,-1.3289821000000002,54.57046
79,79,158,Totnes,0.755106139360428,0.01,0.2691554416651039,0.2306046053498305,0.01,-3.685797,50.43374
80,80,168,Torquay,0.7545120900280999,0.01,0.26970615249399565,0.2317203924915779,0.01,-3.525315,50.46192
81,81,318,Darlington,0.7588414209379087,0.01,0.26988303688147164,0.01,0.01,-1.559458,54.52361
82,82,164,Paignton,0.7541589679315215,0.01,0.2700597866537364,0.2309753371748841,0.01,-3.564235,50.43508
83,83,308,Ashbourne,0.740756110254683,0.1723715369581094,0.2707881895613711,0.5281430782048047,0.01,-1.7321790000000001,53.016630000000006
84,84,155,Kingsbridge,0.7533066003905036,0.01,0.2708235933619085,0.23398479460767296,0.01,-3.777493,50.28395
85,85,125,Saltash,0.7518919713615028,0.01,0.27205222639424675,0.2410514704498505,0.01,-4.21643,50.409209999999995
86,86,348,Middlesbrough,0.7559823198024475,0.01,0.2726338987217074,0.01,0.01,-1.234956,54.57423000000001
87,87,350,Loughborough,0.7266231954836859,0.4088830331700088,0.2727086101639061,0.6681652775776422,0.01,-1.206166,52.7721
88,88,189,Sidmouth,0.7497869360970028,0.01,0.2738548586870089,0.2529342838511344,0.01,-3.2375599999999998,50.67865
89,89,129,Plymouth,0.7478895851465254,0.01,0.2758726060872191,0.2426801475801434,0.01,-4.1426565,50.37546
90,90,281,Jersey,0.7524265024324557,0.01,0.276055144313564,0.01,0.01,-2.13125,49.21444
91,91,276,Alderney,0.7486987760644584,0.01,0.27964183199994724,0.01,0.01,-2.1973557,49.715
92,92,244,Guernsey,0.743092334929376,0.01,0.27987175478062354,0.2755754316788154,0.01,-2.5852779999999997,49.46569
93,93,130,Tavistock,0.7428170874549916,0.01,0.28073248444083737,0.2437782637222855,0.01,-4.141654,50.551120000000004
94,94,410,Boston,0.7056030077121059,0.8612244878581633,0.2826448281307022,0.2931972972852604,0.01,-0.026576999999999996,52.97894
95,95,162,Dartmouth,0.7392652995300576,0.01,0.2842973644630112,0.2359058333981031,0.01,-3.578807,50.35252
96,96,349,Hartlepool,0.7421555449179449,0.01,0.28593738158068144,0.01,0.01,-1.212926,54.69174
97,97,272,Newcastle-under-Lyme,0.7350904866453137,0.01,0.2880586480782803,0.2495367827603452,0.01,-2.2273002,53.01321
98,98,293,Poole,0.7394108492416429,0.01,0.288578128178181,0.01,0.01,-1.987248,50.71505
99,99,210,Axminster,0.7325822410435859,0.01,0.2899707225377228,0.2762820561630341,0.01,-2.9949369999999997,50.78273
100,100,326,Witney,0.7241843039067904,0.342532465602868,0.2901165108114188,0.01,0.01,-1.4850543999999999,51.785940000000004
101,101,295,Cirencester,0.7265885534490916,0.2573170738140244,0.2910651442045257,0.01,0.01,-1.968243,51.71849
102,102,300,Bournemouth,0.7356070251247931,0.01,0.2922380465394399,0.01,0.01,-1.880769,50.719159999999995
103,103,313,Bishop Auckland,0.734944097466008,0.01,0.2928758534099581,0.01,0.01,-1.6787880000000002,54.663819999999994
104,104,239,Yeovil,0.7262410837684972,0.1037875062609854,0.2933035259358415,0.21200192743195687,0.01,-2.633308,50.94206
105,105,218,Lyme Regis,0.7293435885694829,0.01,0.2934016604247836,0.25948225120489643,0.01,-2.936639,50.725159999999995
106,106,267,Bath,0.7293989794478993,0.11280406374746055,0.2938930059455501,0.01,0.01,-2.3590167,51.38106
107,107,258,Weymouth,0.7288311354995759,0.01,0.2940642364941569,0.2504357769069344,0.01,-2.457621,50.61443
108,108,259,Crewe,0.7237763365858138,0.04904239584310307,0.29423439012107416,0.4007065813842197,0.01,-2.4438209,53.1004
109,109,248,Nantwich,0.7209740953972796,0.048501286343914735,0.2970341172829642,0.39628538348295983,0.01,-2.524102,53.06718000000001
110,110,212,Liverpool,0.7150281875072036,0.2187176060052569,0.2976852510593879,0.3191174212063776,0.01,-2.9915726,53.40837
111,111,264,Wincanton,0.7259086685423546,0.10081223043211501,0.29771028948866546,0.01,0.01,-2.416007,51.05569000000001
112,112,260,Fortuneswell,0.7299043530066976,0.01,0.2977248279314717,0.01,0.01,-2.4422189999999997,50.55919
113,113,303,Ringwood,0.7275339480046565,0.01,0.3000054788390946,0.01,0.01,-1.7888169999999999,50.84495
114,114,204,Birkenhead,0.7123016942893052,0.2179430425897521,0.3003593822292574,0.3179872673982844,0.01,-3.023009,53.389990000000004
115,115,198,Taunton,0.7184706067793006,0.06868489573030599,0.3034673782247242,0.14029947603331172,0.01,-3.106849,51.01534
116,116,277,Stoke-on-Trent,0.717685102842211,0.01,0.30502703006132664,0.2377013075246709,0.01,-2.179404,53.002669999999995
117,117,183,Cockermouth,0.7168174429975533,0.13105590132008282,0.30529962586394355,0.01,0.01,-3.367985,54.66326
118,118,233,Glastonbury,0.7184524323031544,0.07580384230296093,0.3058414520888981,0.01,0.01,-2.718454,51.14743
119,119,209,Newport,0.7130585024214866,0.08468793750630142,0.3074494307863103,0.17298816746993095,0.01,-2.997664,51.58415
120,120,261,Dorchester,0.7137475375263758,0.01,0.3087652944754859,0.24037925413153,0.01,-2.4411810000000003,50.71116
121,121,334,Southampton,0.7129480704428703,0.01,0.30958671649403824,0.2375964308603465,0.01,-1.4043508999999998,50.9097
122,122,275,Shaftesbury,0.713726382939822,0.08936891271594663,0.3098694084374929,0.01,0.01,-2.198083,51.0046
123,123,232,Street,0.7138454754270869,0.07654634426851381,0.3102456579527099,0.01,0.01,-2.7429189999999997,51.12468
124,124,207,Bridgwater,0.7105679276152728,0.07807585513288623,0.3103518693543221,0.1594819926049022,0.01,-3.003632,51.12789
125,125,279,Blandford Forum,0.7148926834260054,0.01,0.3121682323986236,0.01,0.01,-2.165353,50.85691
126,126,193,Cardiff,0.7080081946600283,0.08358090842462862,0.31239330903169793,0.17072685418710026,0.01,-3.17909,51.48158
127,127,167,Exeter,0.7093114543047919,0.01,0.3142800758314408,0.17386043961711686,0.01,-3.533899,50.71841
128,128,274,Trowbridge,0.7076718339356001,0.11307609901371918,0.314787305947125,0.01,0.01,-2.208853,51.31966
129,129,238,Wells,0.7088652352380229,0.07696516520121892,0.3150214017993477,0.01,0.01,-2.6445979,51.20935
130,130,243,Bristol,0.7081672877841693,0.07830766324920517,0.3156414394619914,0.01,0.01,-2.58791,51.45451
131,131,228,Bridport,0.7061137258820573,0.01,0.31568990093801225,0.2628049019640239,0.01,-2.758301,50.733579999999996
132,132,111,Liskeard,0.7020650010489149,0.01,0.31628113094546584,0.439123765526236,0.01,-4.4647190000000005,50.45552
133,133,83,Falmouth,0.7019955770684393,0.01,0.3165083614219189,0.4305694213839496,0.01,-5.066269999999999,50.152570000000004
134,134,115,Launceston,0.7010317282141546,0.01,0.31742361024265603,0.4312156340361842,0.01,-4.360451599999998,50.636829999999996
135,135,213,Weston-super-Mare,0.7060718364428104,0.07730353535071137,0.3176960714300617,0.01,0.01,-2.977255,51.347409999999996
136,136,325,Andover,0.704341357684016,0.01,0.3178479173882602,0.2386489328368405,0.01,-1.4919233,51.2112
137,137,316,Durham,0.7081114631807639,0.01,0.31869276245355604,0.01,0.01,-1.5848520000000001,54.77525
138,138,96,St Austell,0.6989405721492984,0.01,0.3192747040114391,0.4397959100112248,0.01,-4.7834252,50.340379999999996
139,139,354,Leicester,0.6793329707019331,0.2858884888211673,0.3217588931183492,0.7299640675308026,0.01,-1.1397591999999999,52.63688000000001
140,140,138,Okehampton,0.6958065593265409,0.01,0.3222775655269829,0.4404700658295019,0.01,-4.004263,50.73831
141,141,76,Helston,0.6949744929132274,0.01,0.3227944879378713,0.4556025473248765,0.01,-5.274996,50.10159
142,142,85,Truro,0.6946575798576549,0.01,0.32315323747563635,0.4527310817223392,0.01,-5.0510410000000014,50.2632
143,143,343,Isle of Wight,0.6983579395779677,0.01,0.3237739482143359,0.22962170987178185,0.01,-1.304734,50.69385
144,144,99,Bodmin,0.6930628430292461,0.01,0.32457935102275914,0.4585106479265956,0.01,-4.7188629,50.4715
145,145,406,Spalding,0.6712673928267651,0.6050179211091398,0.3251926579248446,0.3089605472665478,0.01,-0.1537024,52.7901
146,146,306,Swindon,0.6911674508367829,0.23963657149054515,0.3258222532674814,0.01,0.01,-1.7797176,51.55577
147,147,73,Penzance,0.6909779409989066,0.01,0.326557790781308,0.4599786338938106,0.01,-5.537592,50.1188
148,148,77,Redruth,0.6854437500522919,0.01,0.3318686300923419,0.4607162185440046,0.01,-5.226666000000002,50.23302
149,149,66,Scilly Isles,0.6843857129197803,0.01,0.33287272495245057,0.4614561018608138,0.01,-6.327496599999999,49.92773
150,150,166,Llanidloes,0.6864210443812312,0.01,0.333222320655856,0.33830453511119873,0.01,-3.5401949999999998,52.44779000000001
151,151,358,Portsmouth,0.6883671404240056,0.01,0.3335896855671358,0.2187817009472087,0.01,-1.0879769,50.81977
152,152,302,Salisbury,0.6922724561882497,0.01,0.3339322812795606,0.01,0.01,-1.794472,51.06878
153,153,82,Newquay,0.6817813202818116,0.01,0.3354611062328053,0.4570519284591736,0.01,-5.0737190000000005,50.4155
154,154,172,Tiverton,0.6867037771094557,0.01,0.3358979325930484,0.18101640429063365,0.01,-3.491207,50.90205
155,155,220,Chester,0.6737080472858735,0.2260829618942089,0.3369580273810032,0.329863759466376,0.01,-2.893075,53.19339
156,156,101,Camelford,0.6795558074083081,0.01,0.33760243039686844,0.4570519284591736,0.01,-4.682364,50.62206
157,157,94,Wadebridge,0.6795558074083081,0.01,0.33760243039686844,0.4570519284591736,0.01,-4.836456,50.51665
158,158,197,Mold,0.6708561235994216,0.2292410375728051,0.3394947164202691,0.3344715085301363,0.01,-3.1419029999999997,53.1672
159,159,237,Whitchurch,0.6754259480199908,0.04973599855872934,0.3406217149681749,0.4063737284243201,0.01,-2.682045,52.96872
160,160,211,Wrexham,0.6676515535147659,0.22341552099821008,0.34296025041660044,0.32597182955329584,0.01,-2.9924939999999998,53.04304000000001
161,161,188,Ruthin,0.6667735682171477,0.23197738403536725,0.3432432115904774,0.3384639332743056,0.01,-3.3103108,53.114869999999996
162,162,107,Bude,0.6705713621575394,0.01,0.34627393845473303,0.4556025473248765,0.01,-4.543678,50.82664000000001
163,163,344,Abingdon,0.6640009602391429,0.2377464792100469,0.34748237920539593,0.24281691824375554,0.01,-1.2879528999999998,51.67078
164,164,273,Worcester,0.6598662599203049,0.10662309657339868,0.352867391497784,0.4355882007718636,0.01,-2.221575,52.19364
165,165,296,Evesham,0.6566827045109161,0.10355320131133687,0.35364035204031563,0.5640622582359429,0.01,-1.9467700000000001,52.09215
166,166,133,Tywyn,0.6676255300154341,0.01,0.3576462314942786,0.01,0.01,-4.087249,52.58701
167,167,173,Minehead,0.6614688457718991,0.01,0.3600473630158977,0.1879633339688189,0.01,-3.481152,51.20428
168,168,181,Llandrindod Wells,0.6559120871347347,0.01,0.3617175339408697,0.3841354937543074,0.01,-3.377742,52.2417
169,169,126,Bideford,0.65107061095985,0.01,0.3643647420685054,0.4914480981909926,0.01,-4.206666,51.01668
170,170,309,Marlborough,0.6438603947272362,0.12500000087916666,0.3709419066710048,0.2553317212975916,0.01,-1.7270619999999999,51.42007
171,171,347,Oxford,0.6439567376392785,0.22094240758525305,0.3719614822803977,0.01,0.01,-1.2577263,51.75202
172,172,187,Newtown,0.6368104328824431,0.01,0.3729316541072918,0.766449294215966,0.01,-3.313106,52.51211
173,173,230,Penrith,0.643383507106416,0.09846010090230983,0.3772016486055681,0.01,0.01,-2.752708,54.6641
174,174,177,Builth Wells,0.639349137171292,0.01,0.3775986288633051,0.3870678021888191,0.01,-3.4045919999999996,52.15002
175,175,171,Rhyl,0.6298624383834192,0.22175512331736733,0.3784173585776341,0.3774741734030768,0.01,-3.4916339999999995,53.319140000000004
176,176,235,Ludlow,0.6362378179592422,0.01,0.3786402813673297,0.4912240500293296,0.01,-2.7139129,52.36775
177,177,194,Llangollen,0.6303564371546062,0.2075069650220729,0.3789419540555592,0.35322079827806885,0.01,-3.1716599999999997,52.96921
178,178,468,Stanhope,0.6439854754175729,0.01,0.3803913560342142,0.01,0.01,-2.011302,54.74946
179,179,365,Petersfield,0.6394070884262558,0.01,0.3809847398850467,0.20339780279078248,0.01,-0.93899,51.00759
180,180,176,Prestatyn,0.62635973133787,0.2196772515871508,0.3819332386629424,0.3739371719820699,0.01,-3.4076129999999996,53.33651
181,181,342,Newbury,0.6330362419761226,0.1133799038465968,0.3822459497984877,0.2315959053276915,0.01,-1.3231138999999998,51.40141
182,182,196,Welshpool,0.6319419538292195,0.01,0.3830591602891588,0.4759800832031116,0.01,-3.146407,52.66035
183,183,262,Alston,0.6387430274860479,0.01,0.3854353879967115,0.01,0.01,-2.438685,54.812169999999995
184,184,182,Corwen,0.6222073322412605,0.21526951082709567,0.3862378292704891,0.3664342523163017,0.01,-3.369242,52.98005
185,185,336,Sunderland,0.6373913445449472,0.01,0.386735905551814,0.01,0.01,-1.383801,54.90687
186,186,332,South Shields,0.6352215723280771,0.01,0.3888235182466207,0.01,0.01,-1.427406,54.99941999999999
187,187,268,Kidderminster,0.62429560613361,0.03723441737748171,0.3893587483262281,0.4563422151416906,0.01,-2.2496839,52.3886
188,188,163,Bridgend,0.6218757424917097,0.01,0.3936214736031012,0.4291759984150694,0.01,-3.576945,51.50429000000001
189,189,149,Machynlleth,0.6301584067193682,0.01,0.3936951081236105,0.01,0.01,-3.853485,52.59027
190,190,180,Merthyr Tydfil,0.6205057451631758,0.01,0.3948300489689753,0.4350239499511319,0.01,-3.381646,51.74873
191,191,134,Aberystwyth,0.6154770117221314,0.01,0.3959863936329159,0.6315018323964591,0.01,-4.08292,52.4153
192,192,202,Oswestry,0.6092760315652175,0.21012447980147994,0.3990406781591263,0.35767633251189523,0.01,-3.056412,52.85715
193,193,157,Colwyn Bay,0.6060557214608049,0.22773880197505844,0.40090294499043616,0.3876596370089348,0.01,-3.72764,53.29318000000001
194,194,136,Barnstaple,0.6154385641005379,0.01,0.4015451941629229,0.3368503411436757,0.01,-4.058338,51.07816
195,195,310,Stratford-upon-Avon,0.6062883239749938,0.10968256140214283,0.4040658639920599,0.44808705682605576,0.01,-1.7082979999999999,52.19173
196,196,323,Blyth,0.6187797575566856,0.01,0.4046429594023407,0.01,0.01,-1.510277,55.12696
197,197,287,Dudley,0.6112682703503555,0.03744587102716452,0.4047031324017332,0.30595583083365313,0.01,-2.081112,52.51225
198,198,113,Pwllheli,0.6032899131713353,0.2393647190909529,0.4058024002161381,0.2444696595401777,0.01,-4.417633900000001,52.888819999999996
199,199,289,Bromsgrove,0.6027398939209413,0.03483687713107802,0.4080738972894016,0.5692775017861358,0.01,-2.061906,52.33559
200,200,179,Brecon,0.6051996042973025,0.01,0.4094567993537392,0.4403575748320143,0.01,-3.391463,51.94895
201,201,104,Holyhead,0.5970282394982378,0.2205959209691061,0.4100900293070776,0.3755009836138114,0.01,-4.633038,53.30944
202,202,254,Market Drayton,0.6060021074557298,0.01,0.4127546027969541,0.22317732618237307,0.01,-2.483485,52.90355
203,203,145,Tregaron,0.5962712634725125,0.01,0.4134484095953184,0.6857597028513667,0.01,-3.934385,52.22
204,204,135,Lampeter,0.5955678594784762,0.01,0.41393840896397294,0.6957223394622012,0.01,-4.0785089999999995,52.1129
205,205,294,Walsall,0.6014450149622529,0.0369708432112104,0.4142454662606492,0.3020745322536689,0.01,-1.9829189999999999,52.586209999999994
206,206,143,Swansea,0.5998972463527995,0.01,0.4144016199056052,0.4487245776451512,0.01,-3.9436459999999998,51.62144
207,207,131,Porthmadog,0.591414676878661,0.2257891901113162,0.4151266574329606,0.3843410089163842,0.01,-4.1333839999999995,52.92784
208,208,151,Llandudno,0.5905964896649911,0.2358859691295044,0.4152052727162831,0.401527851865878,0.01,-3.827609,53.324059999999996
209,209,147,Dolgellau,0.5934177447973918,0.2410051385884923,0.4152067534836061,0.2461450283360944,0.01,-3.8844,52.74215
210,210,116,Carmarthen,0.5937506776952951,0.01,0.4156551567520096,0.6974109974244878,0.01,-4.312131,51.857620000000004
211,211,282,Wolverhampton,0.5984059179564132,0.037048744411093563,0.4171546355892195,0.30271104740612,0.01,-2.12882,52.586969999999994
212,212,118,Caernarfon,0.5882631891361908,0.2294725397391245,0.4179004038590949,0.39061083760969134,0.01,-4.273911,53.13955
213,213,255,Telford,0.5957678066983424,0.01,0.4180312498443511,0.4670568030690648,0.01,-2.4672611,52.67759
214,214,117,Llangefni,0.5881784308786896,0.2267598076931936,0.4181723265856561,0.3859931755461525,0.01,-4.311401999999998,53.25578
215,215,317,Ashington,0.6040422441423411,0.01,0.4188226526708129,0.01,0.01,-1.5659829,55.18298000000001
216,216,103,Cardigan,0.590089730984454,0.01,0.4191138253725713,0.700813024015176,0.01,-4.660864,52.0837
217,217,120,Aberaeron,0.5898220806929392,0.01,0.4193069982005984,0.7042483812717862,0.01,-4.2581619,52.24279
218,218,315,Newcastle,0.6030362819907508,0.01,0.419790536039117,0.01,0.01,-1.61778,54.97825
219,219,90,Haverfordwest,0.5908772216618153,0.01,0.4199837088671444,0.6139601327882237,0.01,-4.971319,51.80048
220,220,330,Nuneaton,0.5852722216129863,0.09941575506754304,0.4203914583417747,0.6769066038824193,0.01,-1.465382,52.52049
221,221,86,Milford Haven,0.5897347200855048,0.01,0.4211563419716362,0.6100495262088941,0.01,-5.0426971,51.71431
222,222,285,Hexham,0.6000974454129818,0.01,0.42261812854971903,0.01,0.01,-2.1121439,54.97266
223,223,132,Bangor,0.5832715601683871,0.22823147642431946,0.4227901667895928,0.3884982911568715,0.01,-4.129263,53.22739
224,224,139,Llandeilo,0.5856905283780524,0.01,0.4235047043304769,0.6923694468704158,0.01,-3.9914300000000003,51.88469
225,225,340,Banbury,0.5755764533893523,0.254216868402008,0.4248022603509336,0.623132530916707,0.01,-1.339775,52.0629
