,Unnamed:_0,Unnamed:_0,placename,past_participle,past_participle_was,present_participle,present_participle_was,present_participle_were,longitude,latitude
226,226,299,Birmingham,0.5879559159682739,0.035007962964154725,0.4249195101998617,0.429054959251106,0.01,-1.8904009999999998,52.48624
227,227,462,Hunstanton,0.5810932113896405,0.10481867732610532,0.4288658897304881,0.4282165924364961,0.01,0.49103199999999997,52.93891
228,228,100,Tenby,0.5870091222998416,0.01,0.4295190427350795,0.3037350315499177,0.01,-4.703579,51.67274000000001
229,229,92,Pembroke,0.5870091222998416,0.01,0.4295190427350795,0.3037350315499177,0.01,-4.9086370000000015,51.67404000000001
230,230,321,Leamington Spa,0.5853120683474471,0.038202492409362916,0.4295319657953516,0.31213787919558744,0.01,-1.5200789,52.28519
231,231,346,Rugby,0.5641669817702031,0.2312176715031735,0.4306359451421475,0.9445953822373698,0.01,-1.265032,52.37088
232,232,88,Fishguard,0.5779833892283588,0.01,0.4307297719443324,0.7025264644769089,0.01,-4.975989,51.99393
233,233,366,Northampton,0.5593141587899644,0.2937354979260634,0.4318737320088451,1.0,0.01,-0.9026559999999999,52.24048
234,234,379,Corby,0.5541112357969408,0.5040611556772416,0.4321324624447118,0.8236980172707443,0.01,-0.6842333,52.4923
235,235,283,Stafford,0.572934732420084,0.01,0.43714957136497534,0.6191638830053401,0.01,-2.12066,52.80669
236,236,128,Llanelli,0.5719870852928025,0.01,0.4372288597243536,0.6635873393465495,0.01,-4.160248,51.68089000000001
237,237,322,Coventry,0.5701988371637172,0.09988638353350376,0.4373652249332678,0.5440888566820157,0.01,-1.519693,52.40682
238,238,377,Kettering,0.5471250035432533,0.5217606339340257,0.4376347245860278,0.8526211336247949,0.01,-0.7302489999999999,52.39632
239,239,371,Chichester,0.5842938359760104,0.01,0.43782345511208665,0.01,0.01,-0.774936,50.83761
240,240,219,Carlisle,0.581257970920894,0.01,0.4407444705792399,0.01,0.01,-2.932931,54.892469999999996
241,241,357,Basingstoke,0.572008071985812,0.01,0.4448762152556457,0.2544274114844545,0.01,-1.0923964,51.26654
242,242,229,Shrewsbury,0.5671299110715468,0.01,0.4455498297723346,0.4689369686937411,0.01,-2.7553267999999997,52.7073
243,243,311,Alnwick,0.5729955798386829,0.01,0.4486940372596057,0.01,0.01,-1.7062990000000002,55.41274
244,244,378,Wellingborough,0.5429355979113035,0.31969696953712123,0.4490615367860966,0.8707070425542094,0.01,-0.693964,52.30242
245,245,399,Peterborough,0.5357695516719104,0.45157838373929904,0.44993882411728425,0.9224183495659904,0.01,-0.2405299,52.5695
246,246,380,Bognor Regis,0.5643574150225715,0.01,0.4570053150123826,0.01,0.01,-0.673061,50.783
247,247,414,Chatteris,0.5443944249157826,0.25209080075519713,0.4617378473762351,0.25746711074990125,0.01,0.054012,52.4561
248,248,353,Bicester,0.538059409746181,0.24364896155119325,0.4636544987528573,0.4976904865515792,0.01,-1.1535898999999998,51.8996
249,249,362,Towcester,0.5293632377105914,0.2990080292181546,0.4677832818946175,0.6107699426928047,0.01,-0.9896879999999999,52.13511
250,250,418,Wisbech,0.5325652334275711,0.3675958192319396,0.4688323382352563,0.25029038624351474,0.01,0.158797,52.66631999999999
251,251,458,March,0.5367721979260054,0.25529340446705995,0.4688876650870468,0.26073804151018376,0.01,0.088622,52.551719999999996
252,252,363,Reading,0.5327091321859732,0.01,0.482539666727737,0.26232498347474204,0.01,-0.9781303,51.45426
253,253,376,Midhurst,0.5284070979682056,0.01,0.4872917182972091,0.22962170987178185,0.01,-0.737274,50.9869
254,254,445,Sheringham,0.5137220652775136,0.10705225650608828,0.4934303065417204,0.4373414368993746,0.01,1.2109589,52.944419999999994
255,255,368,Aylesbury,0.5066079680988835,0.2508917967736623,0.5029648327183885,0.01,0.01,-0.8084,51.81561
256,256,425,King's Lynn,0.5025393898541539,0.11253333316453333,0.5035602357973884,0.4597333230659559,0.01,0.4022963,52.75168000000001
257,257,461,Holt,0.4985793687767985,0.11128692099973628,0.5075134807037842,0.45464134551301,0.01,1.086747,52.90936
258,258,448,Cromer,0.4981679876204255,0.1107611547171916,0.5079696916544355,0.4524934570609795,0.01,1.301866,52.93145
259,259,424,Downham Market,0.4967061665144106,0.1127136748642628,0.5091518824389207,0.460470045716169,0.01,0.385472,52.606609999999996
260,260,374,Aldershot,0.4995476388277438,0.01,0.5143294526908974,0.2685358370026997,0.01,-0.7557509,51.24837
261,261,373,Milton Keynes,0.4856467669257889,0.2317408002857221,0.5149947210644937,0.4733662837614863,0.01,-0.7594171,52.040620000000004
262,262,457,Ely,0.4899669476374454,0.1329552600172338,0.5234904216565721,0.01,0.01,0.262363,52.39954
263,263,404,Huntingdon,0.4766735145779586,0.2047549729095342,0.5256943418938287,0.418243539992561,0.01,-0.182552,52.33146
264,264,456,Dereham,0.4829235336408714,0.01,0.5271106285305363,0.440020389172878,0.01,0.9378270000000001,52.681619999999995
265,265,455,Swaffham,0.4766639306548176,0.11041339506771324,0.5286996264831735,0.4510727374260423,0.01,0.687481,52.64747
266,266,388,Bedford,0.4730813762379316,0.09896810450154786,0.5334609665022161,0.40431520063696064,0.01,-0.46677820000000003,52.13864
267,267,453,Great Yarmouth,0.4699933942285083,0.01,0.5388724979912044,0.4762430650305716,0.01,1.728047,52.59823000000001
268,268,447,Norwich,0.4668097688634762,0.01,0.5419504747945806,0.4754550533815039,0.01,1.297355,52.63089
269,269,459,St Neots,0.4642211582186506,0.09754969920367547,0.5421486283854209,0.3985205494330411,0.01,-0.26510300000000003,52.23008
270,270,436,Thetford,0.4694071379548514,0.01,0.5438237800732064,0.24213486075898816,0.01,0.751657,52.412859999999995
271,271,208,Langholm,0.4693403163243089,0.01,0.5484257356822251,0.01,0.01,-2.998913,55.153059999999996
272,272,454,Lowestoft,0.4646730996570467,0.01,0.5485314086229925,0.23398479460767296,0.01,1.7534490000000005,52.48114
273,273,416,Cambridge,0.4692191251677431,0.01,0.5485423124550973,0.01,0.01,0.12181700000000001,52.20534
274,274,428,Mildenhall,0.4639389991267018,0.01,0.5536225559093989,0.01,0.01,0.5156095,52.34757000000001
275,275,386,Woking,0.4594425162026365,0.01,0.5579488195659439,0.01,0.01,-0.5600349,51.31677
276,276,460,Banham,0.4546050274994236,0.01,0.5581333770204564,0.2385169031731225,0.01,1.0402849,52.45125
277,277,375,High Wycombe,0.4589086986792459,0.01,0.5584623765965531,0.01,0.01,-0.748229,51.628609999999995
278,278,435,Bury St Edmunds,0.43893736985976783,0.01,0.5731529345914111,0.2414566104408024,0.01,0.7104931999999999,52.24292
279,279,394,Worthing,0.44041595233793296,0.01,0.5762551421327977,0.01,0.01,-0.372882,50.81787
280,280,398,Biggleswade,0.4296460711749423,0.1147986924611353,0.5778285247209393,0.2344940210963002,0.01,-0.26421999999999995,52.08694000000001
281,281,411,Royston,0.4217171866269098,0.01,0.5899838744438539,0.2274406344204925,0.01,-0.024066,52.048140000000004
282,282,392,Luton,0.4200948173193719,0.01,0.5910836807191037,0.2520467830376219,0.01,-0.4200255,51.87867
283,283,385,Guildford,0.4210909856808913,0.01,0.5948485989450744,0.01,0.01,-0.570409,51.23622
284,284,442,Ipswich,0.40909203982849,0.01,0.5994319776549517,0.3714716365371335,0.01,1.14822,52.05674000000001
285,285,450,Felixstowe,0.4057617034881927,0.01,0.605619835066751,0.21226296975946035,0.01,1.3512549999999999,51.961729999999996
286,286,446,Harwich,0.3829530577205972,0.01,0.627128115046467,0.2355835172386348,0.01,1.260297,51.93473
287,287,443,Clacton,0.3741115878137381,0.01,0.6355835656904056,0.2383190741775407,0.01,1.153035,51.78953
288,288,389,Heathrow,0.3727751412117621,0.1472435434791347,0.6356992001567997,0.01,0.01,-0.4542955,51.47002
289,289,402,Stevenage,0.37209868413155,0.01,0.6366339681831563,0.2856195991211623,0.01,-0.19661199999999998,51.90376
290,290,395,Dorking,0.3762501178402812,0.01,0.637992101048639,0.01,0.01,-0.332378,51.2322
291,291,439,Colchester,0.3688471458279391,0.01,0.6408198281744522,0.2291943733813257,0.01,0.891874,51.89593
292,292,384,Slough,0.3713021272028088,0.01,0.6427527679916258,0.01,0.01,-0.5950406,51.51054
293,293,397,Horsham,0.3657250394556824,0.01,0.648118799539239,0.01,0.01,-0.325858,51.06288
294,294,451,Margate,0.3526800468680425,0.01,0.6564948272085879,0.2227966095242091,0.01,1.3868339,51.38965
295,295,430,Braintree,0.3446119365985848,0.01,0.6597873806585671,0.4613326203635716,0.01,0.5509269,51.88009
296,296,452,Ramsgate,0.3484173976774894,0.01,0.6605033989667743,0.2277411132471152,0.01,1.4198950000000001,51.33555
297,297,403,Crawley,0.34826703501764045,0.01,0.6649159509736785,0.01,0.01,-0.18722750000000002,51.109140000000004
298,298,407,Brighton,0.3473622567086133,0.01,0.6657865075443075,0.01,0.01,-0.137163,50.82253
299,299,405,Hove,0.34487936303204103,0.01,0.6681753890817101,0.01,0.01,-0.168749,50.82793
300,300,413,Lewes,0.3374188035340808,0.01,0.6753536106020785,0.01,0.01,0.00878,50.873870000000004
301,301,421,Eastbourne,0.3343113458735446,0.01,0.678343414442139,0.01,0.01,0.29047199999999995,50.768029999999996
302,302,153,Dalbeattie,0.3283680823067879,0.141137122604961,0.6786590871123299,0.01,0.01,-3.8225269999999996,54.934219999999996
303,303,449,Dover,0.32516162341976146,0.01,0.6828744278348716,0.2279820422417345,0.01,1.3134027,51.12788
304,304,432,Hastings,0.3278497949362244,0.01,0.6845603487395505,0.01,0.01,0.573453,50.85426
305,305,434,Southend,0.3190844647516039,0.01,0.6849909828000798,0.4270498036292211,0.01,0.7077123000000001,51.54593
306,306,444,Folkestone,0.3228822167186097,0.01,0.6850765980743833,0.227500687085818,0.01,1.169456,51.0814
307,307,433,Maldon,0.3134115237819386,0.01,0.6884589398702121,0.5332508590907308,0.01,0.6714479999999999,51.7318
308,308,437,Ashford,0.3190432468865331,0.01,0.688763439477876,0.22786150591109305,0.01,0.8750190000000001,51.14647
309,309,415,Uckfield,0.3234592948118573,0.01,0.6887847086812405,0.01,0.01,0.095913,50.966409999999996
310,310,441,Canterbury,0.3183551212050078,0.01,0.6893474002639264,0.2320322928179455,0.01,1.0789089,51.280229999999996
311,311,427,Chelmsford,0.3060437254670806,0.01,0.6908511867878939,0.7838739054934829,0.01,0.4685497,51.73559
312,312,440,New Romney,0.3103593870441757,0.01,0.6960644300708305,0.2841133978214675,0.01,0.939473,50.98512
313,313,400,Welwyn Garden City,0.302102746315849,0.01,0.7043004579205638,0.2685358370026997,0.01,-0.208661,51.80317
314,314,426,Bexhill,0.3040675345065305,0.01,0.7074423769492452,0.01,0.01,0.4662071,50.849909999999994
315,315,146,Castle Douglas,0.2975160206118427,0.14285714185238094,0.7082773951041256,0.01,0.01,-3.9314139999999997,54.940419999999996
316,316,417,Bishop's Stortford,0.2901257945177217,0.01,0.7103327001482517,0.5615635357917477,0.01,0.15365020000000001,51.87216
317,317,408,London,0.29414969908859834,0.05566914974982961,0.7116573138261532,0.17056925185728672,0.01,-0.12775830000000002,51.50735
318,318,438,Faversham,0.2951759623678933,0.01,0.7119191404118768,0.2176218081397797,0.01,0.889358,51.31599
319,319,429,Medway,0.29035971219800605,0.01,0.7167387688173557,0.2077108196944584,0.01,0.5417860999999999,51.404740000000004
320,320,431,Gillingham,0.28425016406697035,0.01,0.7226020689550263,0.20851477834317003,0.01,0.551438,51.38632
321,321,422,Brentwood,0.2613362070738531,0.01,0.7351504950945543,0.7153526650237905,0.01,0.30717490000000003,51.62047000000001
322,322,184,Lockerbie,0.26342130497999394,0.1461218850641505,0.7409565837674786,0.01,0.01,-3.349008,55.12224000000001
323,323,419,Sevenoaks,0.25982001644181474,0.01,0.7456585584783957,0.2324703324748293,0.01,0.190898,51.27241
324,324,160,Dumfries,0.2547010821942153,0.1461218850641505,0.7493467460340003,0.01,0.01,-3.60512,55.070859999999996
325,325,420,Tunbridge Wells,0.2529640835694593,0.01,0.7566113905199391,0.01,0.01,0.26369499999999996,51.13238
326,326,246,Jedburgh,0.246365307642114,0.01,0.7588542145532233,0.21911536677309013,0.01,-2.5549369,55.47772
327,327,292,Berwick,0.23384439475230825,0.01,0.7708353721928858,0.22262399402806413,0.01,-2.005395,55.77024
328,328,345,Shetland Islands,0.2164647406348352,0.1391820563912269,0.7757458658659034,0.5686015501345655,0.01,-1.2659409,60.52965
329,329,217,Orkney Islands,0.21592886641552966,0.13890717614163925,0.7762929420840936,0.5674785796596452,0.01,-2.9605206,58.980940000000004
330,330,215,Kirkwall,0.21592886641552966,0.13890717614163925,0.7762929420840936,0.5674785796596452,0.01,-2.9622491,58.984669999999994
331,331,199,Wick,0.21592886641552966,0.13890717614163925,0.7762929420840936,0.5674785796596452,0.01,-3.093716,58.43894
332,332,186,Elgin,0.21592886641552966,0.13890717614163925,0.7762929420840936,0.5674785796596452,0.01,-3.318485,57.64945
333,333,200,John o' Groats,0.21592886641552966,0.13890717614163925,0.7762929420840936,0.5674785796596452,0.01,-3.0688997000000002,58.63734
334,334,112,Altnaharra,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.442655,58.28023
335,335,121,Alness,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.256825,57.69595
336,336,127,Invergordon,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.1728819999999995,57.688109999999995
337,337,114,Lairg,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.402414,58.022059999999996
338,338,150,Brora,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-3.852548000000001,58.012159999999994
339,339,137,Tain,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.05523,57.8115
340,340,124,Inverness,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-4.224721,57.47776999999999
341,341,141,Golspie,0.21316563249373605,0.13890717614163925,0.7789515925046787,0.5674785796596452,0.01,-3.976086,57.97341
342,342,249,Banff,0.2135048613995421,0.13491048448096762,0.7790841884876801,0.5511508633576307,0.01,-2.524038,57.666509999999995
343,343,169,Thurso,0.21238964252414397,0.14142091057120196,0.7794095534530754,0.5777479445969627,0.01,-3.5220800000000003,58.59356999999999
344,344,159,Grantown-on-Spey,0.21171686511077287,0.13674659592821345,0.7805936288505166,0.5586519871901058,0.01,-3.609628,57.33041
345,345,152,Aviemore,0.20627637275288133,0.13674659592821345,0.7858281413368179,0.5586519871901058,0.01,-3.823812,57.19449
346,346,305,Peterhead,0.2064765438308063,0.13270440211761006,0.7860997948329564,0.5421383662255765,0.01,-1.784066,57.50812
347,347,291,Fraserburgh,0.2064765438308063,0.13270440211761006,0.7860997948329564,0.5421383662255765,0.01,-2.007631,57.69335
348,348,178,Braemar,0.2041625370684461,0.13287153521735934,0.7883069458352813,0.5428211420436612,0.01,-3.3979439,57.00646999999999
349,349,257,Turriff,0.20347155719667145,0.13388324856584174,0.7888556374360055,0.5469542882846877,0.01,-2.4623,57.53893000000001
350,350,89,Inchnadamph,0.2017009099074568,0.14491758146595696,0.7892920599506148,0.5920329364445979,0.01,-4.974295,58.15221
351,351,24,Longford,0.21541599361176256,0.01,0.7927382093565378,0.01,0.01,-7.7932573000000005,53.72763000000001
352,352,45,Meath,0.21513706647053715,0.01,0.7930064974723974,0.01,0.01,-6.656416900000001,53.60555
353,353,78,Ullapool,0.1975403539828308,0.14256756896948194,0.793565015983537,0.5824324116590096,0.01,-5.161313,57.895419999999994
354,354,123,Dalwhinnie,0.20110357265989068,0.14622314748066528,0.7953142060374652,0.2986832806627401,0.01,-4.242783,56.9366
355,355,227,Hawick,0.20674972061814711,0.01,0.7969386077906397,0.2207991400688193,0.01,-2.780914,55.42706
356,356,148,Aberfeldy,0.19241789397080566,0.16356589155465118,0.8086046312209557,0.01,0.01,-3.866969,56.62175
357,357,81,Achnasheen,0.1840824412146639,0.15805243342958802,0.8107853976418912,0.32284643312309635,0.01,-5.078765799999998,57.57859000000001
358,358,263,Kelso,0.19095334459469954,0.01,0.8119417423058319,0.23122316216934946,0.01,-2.432207,55.600030000000004
359,359,156,Pitlochry,0.18741290347511927,0.16458658295312012,0.8133810481436495,0.01,0.01,-3.729711,56.70436
360,360,252,Banchory,0.16952483972392593,0.09586551478953506,0.8222135559940719,0.5874602420467213,0.01,-2.4909599,57.05386
361,361,67,Portree,0.1685783678514532,0.17280917205745291,0.8245728221850175,0.3529893512832379,0.01,-6.1960231,57.41246999999999
362,362,71,Kyle of Lochalsh,0.1685783678514532,0.17280917205745291,0.8245728221850175,0.3529893512832379,0.01,-5.7143293,57.28261
363,363,65,Stornoway,0.1617031132304002,0.17280917205745291,0.8245728221850175,0.7059787025664758,0.01,-6.3848692000000025,58.20943000000001
364,364,286,Aberdeen,0.16592009537696453,0.0897490432820431,0.8266184349339395,0.549978687050476,0.01,-2.094278,57.149719999999995
365,365,32,Mullingar,0.17831830606830787,0.01,0.8284315672131729,0.01,0.01,-7.3401868000000015,53.525819999999996
366,366,110,Newton Stewart,0.1735684997684888,0.06715467801593465,0.8304310069446641,0.01,0.01,-4.483164,54.9603
367,367,29,Westmeath,0.17467477831266484,0.01,0.8319372165424325,0.01,0.01,-7.4653217000000005,53.534530000000004
368,368,95,Invergarry,0.15797961218326215,0.14266396080267071,0.8370783060721824,0.2914131009917741,0.01,-4.800261,57.07095
369,369,256,Montrose,0.15345888263320653,0.09295154149390604,0.8416756847640214,0.3797357021859027,0.01,-2.4661150000000003,56.70692
370,370,48,Louth,0.16374420903686446,0.01,0.8424540299149998,0.01,0.01,-6.4889423,53.925230000000006
371,371,23,Athlone,0.16135935119890402,0.01,0.8447485461893731,0.01,0.01,-7.9406898,53.42393000000001
372,372,223,Selkirk,0.15662662806719468,0.01,0.8452187571219858,0.2178968579669702,0.01,-2.838524,55.55066
373,373,242,Arbroath,0.1497607894757387,0.09295154149390604,0.8452338340256369,0.3797357021859027,0.01,-2.591543,56.55911
374,374,221,Forfar,0.14949070472783466,0.0928288590607567,0.8455077759803652,0.3792344491970973,0.01,-2.889062,56.64356
375,375,64,Dunvegan,0.14853862241276394,0.08019764299637021,0.8509442112834198,0.16381605667477478,0.01,-6.5813982000000015,57.4366
376,376,70,Broadford,0.14729821091799966,0.08065749287901375,0.8521024405603168,0.16475534932046387,0.01,-5.9096592,57.24139
377,377,63,Western Isles,0.14637509023928216,0.08028919237956622,0.8530189009179545,0.1640030388372655,0.01,-7.0194034,57.75989000000001
378,378,185,Blairgowrie,0.14298716641336662,0.09687786817134987,0.8550085137390301,0.19788797074716866,0.01,-3.3378318,56.58941
379,379,62,Balivanich,0.1449030696004646,0.01,0.8578063562879639,0.14810998602554365,0.01,-7.3743509000000005,57.472269999999995
380,380,175,Perth,0.13820036756933607,0.0945340485248656,0.8597935460352387,0.19310035102075884,0.01,-3.4308381000000003,56.39499
381,381,79,Ballachulish,0.14244361106441966,0.07514244873728633,0.860071930291936,0.01,0.01,-5.133719999999999,56.67393000000001
382,382,250,Dunbar,0.1358910478350813,0.09920075310119887,0.8616582359403496,0.202632777807868,0.01,-2.516737,56.00209
383,383,80,Fort William,0.14049149883631584,0.07221081474168377,0.8620623508042787,0.01,0.01,-5.1052179,56.81981999999999
384,384,205,Cupar,0.134338955966868,0.09543193089018544,0.8634401374905918,0.1949343996464651,0.01,-3.010137,56.32023
385,385,226,St Andrews,0.13371998843437338,0.09608378725587433,0.8639857329414594,0.19626590228339488,0.01,-2.7967214,56.33978000000001
386,386,214,Dundee,0.13315077335544007,0.09777571888666976,0.8644038477873498,0.19972194753954325,0.01,-2.9707209999999997,56.462019999999995
387,387,87,Stranraer,0.1372121321777743,0.0679987096646686,0.8653788657618461,0.01,0.01,-5.0240550000000015,54.903369999999995
388,388,75,Lochgilphead,0.1354121734739897,0.07033333322783332,0.8670213059533172,0.01,0.01,-5.4323449,56.03829
389,389,68,Islay,0.1349134736835684,0.06963696289554455,0.8675277283777345,0.01,0.01,-6.177067,55.73625
390,390,195,Kirkcaldy,0.12968603823310962,0.0940285206589572,0.8680243238917364,0.1920677468771537,0.01,-3.158137,56.11682
391,391,69,Mull,0.13671259291963264,0.01,0.8684623617888798,0.01,0.01,-6.0008870000000005,56.4392
392,392,224,Galashiels,0.13214991796581524,0.01,0.8687936498235663,0.2165828826629823,0.01,-2.814449,55.62373
393,393,50,Craigavon,0.13420213671957448,0.01,0.8708778971380939,0.01,0.01,-6.4175653,54.442930000000004
394,394,72,Campbeltown,0.13140524014219354,0.06936226199595663,0.8709137047842649,0.01,0.01,-5.605373999999999,55.424119999999995
395,395,119,Cumnock,0.1306964635547468,0.06961398851224568,0.8715861077640534,0.01,0.01,-4.265828900000002,55.45355
396,396,59,Kilkeel,0.13264279744670854,0.01,0.8723781836665708,0.01,0.01,-6.007004,54.06312
397,397,19,Roscommon,0.13251400910727335,0.01,0.8725020296608464,0.01,0.01,-8.1890955,53.62759000000001
398,398,102,Irvine,0.12875782478355516,0.0688867137133366,0.8734792014787212,0.01,0.01,-4.6696364,55.61156999999999
399,399,93,Girvan,0.1282794820853531,0.06870726173027245,0.8739463162614772,0.01,0.01,-4.8542179,55.240159999999996
400,400,84,Rothesay,0.12804124114630885,0.06861788564707318,0.8741789313463768,0.01,0.01,-5.055793,55.83596
401,401,74,Oban,0.13030952490016562,0.01,0.8746231615432339,0.01,0.01,-5.471047,56.41516
402,402,105,Ayr,0.1267881396978381,0.06918032724622951,0.8753630067438178,0.01,0.01,-4.629179,55.45856
403,403,25,Offaly,0.12951204455693188,0.01,0.8753904682468967,0.01,0.01,-7.7122229,53.23569000000001
404,404,192,Edinburgh,0.12494713102252684,0.01,0.8756469102241731,0.22068614623800945,0.01,-3.1882669999999997,55.95325
405,405,201,Dalkeith,0.12412228403160865,0.01,0.8764594476387884,0.21967379909395188,0.01,-3.066606,55.893119999999996
406,406,31,Cavan,0.1281943180851204,0.01,0.8766582743056849,0.01,0.01,-7.3633319,53.98972
407,407,140,Motherwell,0.12817256188003387,0.01,0.8766791396634158,0.01,0.01,-3.9810968,55.78321
408,408,91,Dunoon,0.12539514095376572,0.06970598099544102,0.8766831781197509,0.01,0.01,-4.926214,55.95097
409,409,109,Kilmarnock,0.12519414439924909,0.0685732872804734,0.8769199662761973,0.01,0.01,-4.498792,55.61472
410,410,142,Airdrie,0.12738385397447813,0.01,0.8774381002239859,0.01,0.01,-3.9625660000000003,55.86626999999999
411,411,154,Falkirk,0.12336996705173145,0.01,0.8812999414019984,0.01,0.01,-3.7839131,56.00188000000001
412,412,174,Dunfermline,0.11390813049951044,0.10388970762749876,0.8824499591510141,0.21221074692729336,0.01,-3.452151,56.07174000000001
413,413,144,Stirling,0.12209379423207888,0.01,0.8825279013582806,0.01,0.01,-3.9369029,56.116519999999994
414,414,97,Greenock,0.1194903529908598,0.01,0.8850326865924999,0.01,0.01,-4.7719830000000005,55.956480000000006
415,415,98,Helensburgh,0.11948601574097115,0.01,0.8850368596640462,0.01,0.01,-4.734014,56.00232
416,416,122,Glasgow,0.11829718953762425,0.01,0.8861806851133478,0.01,0.01,-4.251806,55.86424
417,417,170,Livingston,0.11064191550192153,0.01,0.8894976039165486,0.2160401100084376,0.01,-3.518068,55.90071
418,418,191,Peebles,0.10957039092136928,0.01,0.8905548717850689,0.21464144320634115,0.01,-3.1936419999999996,55.65306999999999
419,419,106,Dumbarton,0.11212823507424297,0.01,0.8921161390042053,0.01,0.01,-4.564554,55.94529
420,420,15,Loughrea,0.10804323124445132,0.01,0.8960464993247027,0.01,0.01,-8.5660931,53.19891
421,421,33,Laois,0.10618178153014872,0.01,0.8978375547093046,0.01,0.01,-7.3323006999999985,52.99429
422,422,4,Mayo,0.09927237456400496,0.01,0.9044853922976676,0.01,0.01,-9.4289369,54.01526
423,423,46,Armagh,0.09721030605565993,0.01,0.906469351279874,0.01,0.01,-6.652792,54.35028000000001
424,424,18,Nenagh,0.09532007658967694,0.01,0.9082881373979768,0.01,0.01,-8.19834,52.8635
425,425,10,Clare,0.091174239332415,0.01,0.9122770553353324,0.01,0.01,-8.9811351,52.90453
426,426,7,Ennistymon,0.091174239332415,0.01,0.9122770553353324,0.01,0.01,-9.2934951,52.940369999999994
427,427,9,Claremorris,0.08887730174703587,0.01,0.9144870332570921,0.01,0.01,-9.0017356,53.72388
428,428,8,Galway,0.08887730174703587,0.01,0.9144870332570921,0.01,0.01,-9.0567905,53.270669999999996
429,429,0,Dingle,0.08853728933802403,0.01,0.9148141482202322,0.01,0.01,-10.264013499999999,52.14094
430,430,11,Adare,0.08853728933802403,0.01,0.9148141482202322,0.01,0.01,-8.7925892,52.56363
431,431,36,Kilkenny,0.08592405430673385,0.01,0.917328491134444,0.01,0.01,-7.2447879,52.65415
432,432,53,Newry,0.08350662512122264,0.01,0.9196543727530194,0.01,0.01,-6.34023,54.1751
433,433,14,Limerick,0.08141005448956992,0.01,0.9216715816923852,0.01,0.01,-8.6267343,52.66384
434,434,42,Dungannon,0.07838167468829375,0.01,0.9245853279381352,0.01,0.01,-6.7669352,54.508269999999996
435,435,51,Drogheda,0.07751218200577997,0.01,0.9254219614755496,0.01,0.01,-6.3560985,53.717859999999995
436,436,6,Abbeyfeale,0.07750617981157923,0.01,0.9254276153144188,0.01,0.01,-9.2970823,52.386179999999996
437,437,1,Tralee,0.07750617981157923,0.01,0.9254276153144188,0.01,0.01,-9.6999325,52.27131
438,438,61,Down,0.07474185458174906,0.01,0.928087342656693,0.01,0.01,-5.7156921999999994,54.32875
439,439,38,Waterford,0.07410132671996933,0.01,0.9287036110934241,0.01,0.01,-7.110070200000001,52.25932
440,440,5,Ballycastle,0.07338484102062375,0.01,0.92939297558982,0.01,0.01,-9.3724643,54.279669999999996
441,441,49,Wexford,0.07232490109461275,0.01,0.9304128204296348,0.01,0.01,-6.4633381,52.33692
442,442,41,Kildare,0.07167221494201616,0.01,0.9310408003897379,0.01,0.01,-6.8194707999999995,53.21204
443,443,60,Belfast,0.07114991211752347,0.01,0.9315433189730312,0.01,0.01,-5.93012,54.59728000000001
444,444,3,Bantry,0.06965213381081885,0.01,0.9329843748085938,0.01,0.01,-9.4539805,51.68035
445,445,2,Killarney,0.06965213381081885,0.01,0.9329843748085938,0.01,0.01,-9.5044265,52.05994000000001
446,446,47,Magherafelt,0.06949841328008832,0.01,0.9331323169256684,0.01,0.01,-6.607980499999999,54.75536999999999
447,447,43,Cookstown,0.06949841328008832,0.01,0.9331323169256684,0.01,0.01,-6.7443895000000005,54.641819999999996
448,448,55,Banbridge,0.06858395311001943,0.01,0.934012161945868,0.01,0.01,-6.2704803,54.34873
449,449,40,Carlow,0.0637017067861815,0.01,0.9387095597396056,0.01,0.01,-6.934135899999999,52.83651
450,450,13,Mallow,0.06276523857070994,0.01,0.93961067396317,0.01,0.01,-8.6539164,52.13898
451,451,12,Charleville,0.06276523857070994,0.01,0.93961067396317,0.01,0.01,-8.681017599999999,52.36206
452,452,57,Antrim,0.06226785394638393,0.01,0.9400892310388752,0.01,0.01,-6.2072498,54.719530000000006
453,453,37,Tyrone,0.061725557799017484,0.01,0.9406109995973658,0.01,0.01,-7.1312320000000025,54.491209999999995
454,454,39,Monaghan,0.06065590802970744,0.01,0.9416401328867521,0.01,0.01,-6.9683132,54.2492
455,455,17,Cork,0.05997108425454889,0.01,0.9422990743454236,0.01,0.01,-8.4756035,51.898509999999995
456,456,34,Omagh,0.0570618529050522,0.01,0.9450981284312576,0.01,0.01,-7.309959700000001,54.59771
457,457,52,Rosslare,0.05676416366027625,0.01,0.945384589600625,0.01,0.01,-6.3414908,52.25131
458,458,56,Dublin,0.05281824564062315,0.01,0.9491811424012204,0.01,0.01,-6.2603097000000005,53.34981
