variant,longitude,latitude,need_to_be_xed,need_xed,need_xing
needs to be Xed,-518845.0071367004,6815274.203126033,0.7275427039681536,0.11793458866909873,0.1545227073627477
needs to be Xed,-326492.3854518067,7341025.219134961,0.4702822814800105,0.34508023237624574,0.18463748614374373
needs to be Xed,52158.7140153411,6752456.634086062,0.7524710098221385,0.14074169094791103,0.10678729922995041
needs to be Xed,-231350.0990954405,6781953.4675142495,0.7663785144533947,0.07978477537994785,0.15383671016665748
needs to be Xed,-322055.63582675,7018850.630265591,0.6926860305505048,0.0888680014130513,0.21844596803644395
needs to be Xed,-158255.01637695075,7026594.338925578,0.4982675702401487,0.06551013209358024,0.4362222976662709
needs to be Xed,-86265.48091737626,6592618.925168484,0.7258363236404839,0.1346018505243813,0.1395618258351347
needs to be Xed,-74924.80779281152,6582997.9758701455,0.7355356826919108,0.13415350241399387,0.13031081489409535
needs to be Xed,-278405.3599234148,6768599.424110748,0.6331196740464914,0.08283022665038019,0.28405009930312847
needs to be Xed,-287476.57372112625,6784671.673753447,0.6303536292431182,0.0888980230061114,0.2807483477507703
needs to be Xed,128355.2690668222,6762159.598165381,0.7105488131166767,0.1483529425933397,0.14109824428998366
needs to be Xed,99282.95953176008,6781329.551805553,0.7328962296832991,0.1377430074738309,0.1293607628428701
needs to be Xed,-741901.0249316063,7387639.85998861,0.6600942432625811,0.3001003886058336,0.03980536813158519
needs to be Xed,-414958.9866606384,7037413.85800091,0.6606089205203255,0.05321242831123982,0.2861786511684347
needs to be Xed,-750782.0048515011,7292657.903372045,0.6493938027177498,0.2654332756517864,0.08517292163046368
needs to be Xed,-735597.0244318814,7314533.01844208,0.6638082410801296,0.26908220297976404,0.06710955594010637
needs to be Xed,-76168.50253980121,6889633.496961147,0.6965809255082015,0.12318333511586846,0.18023573937593002
needs to be Xed,-169171.45092210232,6874021.0070969695,0.6959385435920559,0.09617158476334671,0.20788987164459746
needs to be Xed,-714400.101328582,7254491.56446006,0.6962097581061342,0.17279285767141817,0.13099738422244764
needs to be Xed,-20842.06996249763,6640622.096461417,0.7794916953786859,0.0882990045500561,0.13220930007125797
needs to be Xed,-272044.8981779596,7001591.76587012,0.5308804299777711,0.0635563184659118,0.4055632515563172
needs to be Xed,144923.06020107592,6970327.7086967295,0.7182749141494243,0.13156135643381345,0.15016372941676212
needs to be Xed,134803.32811958273,6972723.919408803,0.7189473152703003,0.13323173582059789,0.1478209489091018
needs to be Xed,-437643.0045775469,7350310.456595217,0.5392720649500674,0.33513239210521556,0.1255955429447171
needs to be Xed,-425521.7591835397,7349109.814531086,0.5531290857966987,0.30981893232752206,0.1370519818757793
needs Xing,-173598.07047349686,7269952.112051287,0.4416030663576572,0.04629569939351029,0.5121012342488325
needs to be Xed,-164153.79166629,6968680.921983317,0.5819861816775991,0.05068315390635077,0.3673306644160502
needs to be Xed,-813586.8251605514,7361208.676721838,0.6708799470954547,0.27384850101339353,0.055271551891151696
needs Xing,-125619.81521955911,7080297.127915944,0.4017226069842363,0.08029177679888679,0.5179856162168769
needs to be Xed,-271751.0258542144,6570360.119708541,0.7740715179431235,0.08219011618950499,0.1437383658673716
needs to be Xed,-273581.11828285584,6553371.8054395765,0.7654816799049325,0.08390503178403765,0.1506132883110298
needs to be Xed,-231668.32812377118,6893283.013297537,0.6736801533833654,0.12143082515563661,0.204889021460998
needs to be Xed,-508123.8269784001,7547531.546302262,0.5078854011487548,0.42364835569519144,0.06846624315605385
needs Xed,-526988.0278882283,7558877.1181585705,0.4687950357365913,0.4858848038233347,0.045320160440073975
needs to be Xed,-401320.1226486465,7375630.562739154,0.5906540863482757,0.27210801338085694,0.13723790027086744
needs to be Xed,-330699.14900888456,7650945.583272922,0.5834061365315488,0.31948640176956217,0.09710746169888901
needs to be Xed,-351562.20269539667,7581707.427770629,0.501775197945001,0.4324946823587648,0.06573011969623421
needs to be Xed,-384291.69146149023,7572710.5359689975,0.4744733786938624,0.4270917925041587,0.09843482880197882
needs to be Xed,-753291.780695079,7267010.799287512,0.6588829091763636,0.2497469658242136,0.09137012499942275
needs Xed,-562808.3023161971,7525829.592341042,0.4715323115894075,0.47940275566046026,0.04906493275013225
needs Xed,-548383.6340186954,7548661.951353563,0.45781001297659607,0.49315083116004876,0.04903915586335511
needs Xing,-186881.8253098582,7296892.292625123,0.38044575491529437,0.07626603623565033,0.5432882088490554
needs to be Xed,-176424.91762270124,7318368.335266828,0.4402784785835219,0.12202451557611912,0.437697005840359
needs to be Xed,32335.195129703767,6580363.918488307,0.769102326566023,0.11336725764968394,0.11753041578429317
needs to be Xed,-354916.25895299803,7549115.074480226,0.6318666820866964,0.2822277060583687,0.08590561185493488
needs to be Xed,-369412.06040511647,7894036.479940738,0.8010104141032628,0.14844003698700348,0.05054954890973367
