variant,longitude,latitude,need_to_be_xed,need_xed,need_xing,majority_variant
NA,-326492.3854518067,7341025.219134961,0.2838166895632592,0.5199101424237244,0.19627316801301645,needs Xed
NA,52158.7140153411,6752456.634086062,0.584295972344882,0.06308994754704247,0.35261408010807554,needs to be Xed
NA,-231350.0990954405,6781953.4675142495,0.6399999999999999,0.019999999999999997,0.33999999999999997,needs to be Xed
NA,-322055.63582675,7018850.630265591,0.534,0.008,0.458,needs to be Xed
NA,-158255.01637695075,7026594.338925578,0.43996375829430606,0.018637343200022305,0.5413988985056716,needs Xing
NA,-86265.48091737626,6592618.925168484,0.5065911524093772,0.049915820922753554,0.4434930266678693,needs to be Xed
NA,-74924.80779281152,6582997.9758701455,0.4991568152059779,0.02868142541908589,0.4721617593749363,needs to be Xed
NA,-278405.3599234148,6768599.424110748,0.5107580613920397,0.041406475765328264,0.447835462842632,needs to be Xed
NA,-287476.57372112625,6784671.673753447,0.5698910937776495,0.020467903031245325,0.4096410031911053,needs to be Xed
NA,128355.2690668222,6762159.598165381,0.5405833682402106,0.044212216125359576,0.41520441563442984,needs to be Xed
NA,99282.95953176008,6781329.551805553,0.5464297409296489,0.030072215236418492,0.4234980438339327,needs to be Xed
NA,-741901.0249316063,7387639.85998861,0.4124867028752255,0.41694532454517813,0.17056797257959638,needs Xed
NA,-414958.9866606384,7037413.85800091,0.48095243946330113,0.032787410158135334,0.48626015037856357,needs Xing
NA,-750782.0048515011,7292657.903372045,0.45789417836723917,0.3903776387769285,0.15172818285583237,needs to be Xed
NA,-735597.0244318814,7314533.01844208,0.45033097285917106,0.43883192996158554,0.11083709717924346,needs to be Xed
NA,-76168.50253980121,6889633.496961147,0.43044558368902897,0.2245872674301444,0.3449671488808266,needs to be Xed
NA,-169171.45092210232,6874021.0070969695,0.994,0,0.006000000000000001,needs to be Xed
NA,-714400.101328582,7254491.56446006,0.3970167728664242,0.47551122182784694,0.12747200530572883,needs Xed
NA,-20842.06996249763,6640622.096461417,0.5880243851727452,0.0193330863966213,0.3926425284306335,needs to be Xed
NA,-272044.8981779596,7001591.76587012,0.4644875348614293,0.01594976373413255,0.5195627014044382,needs Xing
NA,144923.06020107592,6970327.7086967295,0.502514218431744,0.03516296759748935,0.4623228139707666,needs to be Xed
NA,134803.32811958273,6972723.919408803,0.4703433745093361,0.04381466857814836,0.48584195691251547,needs Xing
NA,-437643.0045775469,7350310.456595217,0.4762450297942239,0.36225110279316297,0.1615038674126131,needs to be Xed
NA,-425521.7591835397,7349109.814531086,0.46988064728234064,0.3483673381803724,0.18175201453728687,needs to be Xed
NA,-173598.07047349686,7269952.112051287,0.47524772256803155,0.02139480473061822,0.5033574727013502,needs Xing
NA,-164153.79166629,6968680.921983317,0.8140000000000001,0,0.186,needs to be Xed
NA,-813586.8251605514,7361208.676721838,0.48146005977916045,0.41959664720858725,0.09894329301225227,needs to be Xed
NA,-125619.81521955911,7080297.127915944,0.40399999999999997,0.009999999999999998,0.586,needs Xing
NA,-271751.0258542144,6570360.119708541,0.5673960449256297,0.03413999335797089,0.39846396171639953,needs to be Xed
NA,-273581.11828285584,6553371.8054395765,0.5516283600908993,0.017265820494721782,0.4311058194143789,needs to be Xed
NA,-231668.32812377118,6893283.013297537,0.5493286475576006,0.01979380465055548,0.430877547791844,needs to be Xed
NA,-508123.8269784001,7547531.546302262,0.4338143106793273,0.44636420119386055,0.11982148812681226,needs Xed
NA,-526988.0278882283,7558877.1181585705,0.39729502833885055,0.492022482462326,0.11068248919882336,needs Xed
NA,-401320.1226486465,7375630.562739154,0.5237472053858839,0.27173740752601533,0.20451538708810071,needs to be Xed
NA,-330699.14900888456,7650945.583272922,0.51,0.33599999999999997,0.154,needs to be Xed
NA,-351562.20269539667,7581707.427770629,0.3486595045174666,0.49241014373927416,0.15893035174325923,needs Xed
NA,-384291.69146149023,7572710.5359689975,0.44431608915000614,0.375352676477684,0.18033123437230983,needs to be Xed
NA,-753291.780695079,7267010.799287512,0.48108930934669014,0.33875254436740854,0.18015814628590132,needs to be Xed
NA,-562808.3023161971,7525829.592341042,0.21600922491712843,0.5300008281681655,0.253989946914706,needs Xed
NA,-548383.6340186954,7548661.951353563,0.32028841573489053,0.526600038401848,0.15311154586326156,needs Xed
NA,-186881.8253098582,7296892.292625123,0.3679372385430146,0.012765057306636051,0.6192977041503495,needs Xing
NA,-176424.91762270124,7318368.335266828,0.5419999999999999,0.019999999999999997,0.438,needs to be Xed
NA,32335.195129703767,6580363.918488307,0.4988289082613175,0.06786235728782582,0.43330873445085666,needs to be Xed
NA,-354916.25895299803,7549115.074480226,1,0,0,needs to be Xed
NA,-369412.06040511647,7894036.479940738,0.562562927163895,0.2988779574735241,0.1385591153625809,needs to be Xed
NA,-849538.4343237581,7235543.298687504,0.5903429584660737,0.2597121444132737,0.14994489712065265,needs to be Xed
NA,-216713.44509162122,6816804.355574689,0.47193655148452535,0.019416305850851558,0.5086471426646232,needs Xing
NA,-393391.83719485876,6571634.40722599,0.5034648557744964,0.05180097837966631,0.44473416584583736,needs to be Xed
NA,-421223.2794979973,7558789.4223075,0.4428037679090588,0.40164699152432315,0.15554924056661812,needs to be Xed
NA,-438254.0261305621,7581647.086001243,0.47021406398621496,0.36289297784576413,0.16689295816802088,needs to be Xed
NA,-563974.5966212383,6472740.496640867,0.6640348191556965,0.014889896955441094,0.32107528388886236,needs to be Xed
NA,130183.24642513857,6635704.558994562,0.5748996795408259,0.036788071175788396,0.38831224928338565,needs to be Xed
NA,146207.3197705107,6643944.718683718,0.5461010094643671,0.0460236407805323,0.4078753497551006,needs to be Xed
NA,-568310.2570167056,7723379.654955692,0.32401518762049353,0.3971519739204681,0.27883283845903833,needs Xed
NA,-223488.46062079063,7903174.362922962,0.5384887511894917,0.2904650530151631,0.17104619579534525,needs to be Xed
NA,-355514.6012160119,7489659.636790694,0.40002386097329073,0.3516909204948554,0.2482852185318539,needs to be Xed
NA,-313303.02954363805,7483872.309299967,0.500524610798526,0.3102197478775168,0.18925564132395717,needs to be Xed
NA,-540369.0648275939,7408617.258729385,0.3479884873765746,0.47454905194484054,0.1774624606785849,needs Xed
NA,-473308.8788717854,7531436.41809017,1,0,0,needs to be Xed
NA,-249150.38623591006,6775616.313486872,0.5331701718220562,0.06315467318720891,0.4036751549907348,needs to be Xed
NA,-428863.6816166446,7969871.774816619,0.8127077102004422,0.096069693913204,0.09122259588635379,needs to be Xed
NA,-442615.86887026404,7961733.039632204,0.7717001514831887,0.12098699820079097,0.1073128503160203,needs to be Xed
NA,-71643.2205237166,6966833.591114978,0.3839022399964152,0.022538926105668457,0.5935588338979163,needs Xing
NA,192365.31210684407,6909024.939138601,0.44057008158871436,0.060512492245212275,0.4989174261660733,needs Xing
NA,-531214.7176341581,7549756.133186505,0.3837993561731559,0.5183189452473034,0.09788169857954081,needs Xed
NA,-8992.833744243813,7088662.3541106675,0.4569244952675079,0.02232467796876368,0.5207508267637283,needs Xing
NA,-84129.80535455822,6665344.940044256,0.5534260428188834,0.028662131085241505,0.4179118260958752,needs to be Xed
NA,-63497.63942390041,6663185.155266548,0.5819050697476935,0.028338643829434604,0.38975628642287197,needs to be Xed
NA,-206780.40692813744,7118625.730250776,0.437497238199663,0.015659157586706374,0.5468436042136307,needs Xing
NA,-171633.72673895874,7168664.057554648,0.48474820363506227,0.02987547974187716,0.4853763166230605,needs Xing
NA,-135022.30468992217,7302268.484021072,0.31079688652423904,0.030274966370709498,0.6589281471050514,needs Xing
NA,63836.495953875114,6595554.204347913,0.5467544779339862,0.03987632650409916,0.41336919556191465,needs to be Xed
NA,-553404.699650926,6764128.865791112,0.6504271461031319,0.06399584308241638,0.28557701081445175,needs to be Xed
NA,-561350.4733967175,6748632.247116624,0.6499685116690727,0.06182451860570674,0.2882069697252206,needs to be Xed
NA,-270752.0447438356,7479201.311204906,0.46835116337956567,0.2599494555554621,0.2716993810649722,needs to be Xed
NA,-309569.93041988567,7445194.826567962,0.42278950333585075,0.33990619949938977,0.23730429716475943,needs to be Xed
NA,-302340.8426877705,6810329.367001604,0.4936318477431738,0.036810815141782166,0.46955733711504405,needs to be Xed
NA,-235122.783430119,7356562.753238509,0.3489288993123861,0.036421518628377544,0.6146495820592365,needs Xing
NA,-83292.47127676032,6733250.127288361,0.5245714974007796,0.03369564387301896,0.44173285872620155,needs to be Xed
NA,-89990.67635728238,6766853.0779722445,0.5486506698126474,0.08120831467745952,0.3701410155098931,needs to be Xed
NA,-198709.19838012022,7103356.908346299,0.45199999999999996,0,0.5479999999999999,needs Xing
NA,-36448.205411635485,7126269.245641505,1,0,0,needs to be Xed
NA,-20321.595683293683,6860280.99787033,0.4722794727624021,0.0708552762014685,0.45686525103612946,needs to be Xed
NA,-470293.7904636496,7858404.849876296,0.557859361273076,0.2530297518450704,0.18911088688185357,needs to be Xed
NA,127819.2657186526,6810390.559092446,0.516633617021618,0.050398756232556845,0.43296762674582506,needs to be Xed
NA,-145242.32450067103,6567316.593412411,0.3425373101748172,0.049851273831546916,0.6076114159936359,needs Xing
NA,-305715.6043706594,7232523.0785782365,0.45674740474498177,0.013553641552574937,0.5296989537024434,needs Xing
NA,-81290.94683229725,6872105.2395477295,0.5222916570366917,0.03626077606362872,0.4414475668996795,needs to be Xed
NA,-77251.71910886333,6854992.488078196,0.5313711247902997,0.043205933516810346,0.42542294169288997,needs to be Xed
NA,-500803.2346248529,7482096.331226675,0.39791437729153223,0.497335086555923,0.1047505361525447,needs Xed
NA,-519821.5462377352,7481475.042255444,0.40576548889780695,0.4494382787845745,0.14479623231761862,needs Xed
NA,44783.41926401803,6937196.845840512,0.4650901446954468,0.027062360804734193,0.507847494499819,needs Xing
NA,-420508.5972351555,6495596.626000306,0.6093593197500459,0.025925251671350083,0.36471542857860395,needs to be Xed
NA,-398390.9728874031,6507550.883798935,0.5553109956422471,0.03410348982708327,0.41058551453066966,needs to be Xed
NA,-318926.7788990235,7184214.978049844,0.42819336738468605,0.004167425245496119,0.5676392073698179,needs Xing
NA,-311776.939512404,7178981.980654017,0.5375214392450537,0.03578203721459823,0.42669652354034815,needs to be Xed
NA,-485403.2517407151,6557303.545004205,0.6451661071492399,0.020923445959607233,0.33391044689115273,needs to be Xed
NA,-169214.40911359945,6851856.7320276825,0.5132058446585019,0.02391098439635641,0.46288317094514164,needs to be Xed
NA,-172442.50736736818,7132511.69410009,1,0,0,needs to be Xed
NA,-126877.41377094889,6916110.576139366,1,0,0,needs to be Xed
NA,-60176.97901353705,7025783.4768399205,0.504,0,0.49599999999999994,needs to be Xed
NA,-497010.24561505363,6525540.8245142605,0.4989004102925048,0.026554489418436408,0.4745451002890587,needs to be Xed
NA,-333020.3385031096,7058895.725626909,1,0,0,needs to be Xed
NA,-391629.5383361104,7538674.766064084,0.48582806197307926,0.40066483078525866,0.11350710724166209,needs to be Xed
NA,-378997.4477988529,6827297.124914644,0.5229855258871539,0.06270764322638674,0.4143068308864594,needs to be Xed
NA,-376008.51947105356,6843946.45436555,0.549608885840625,0.04783359200961926,0.4025575221497558,needs to be Xed
NA,-463116.68893373496,6742629.946657462,0.5899273975583844,0.018434790185247726,0.3916378122563679,needs to be Xed
NA,-604725.8680814368,7566042.28975638,0.26002130418719716,0.3270266138766821,0.41295208193612065,needs Xing
NA,-14221.988900614286,6711533.69399216,1,0,0,needs to be Xed
NA,195193.04981197478,6887593.315555863,0.4523587939419039,0.05664814322722643,0.4909930628308697,needs Xing
NA,-302111.4020852964,6866894.2867713105,0.506050722090727,0.013178824763514346,0.4807704531457587,needs to be Xed
NA,-46757.02478019014,6778217.221140644,0.6049934115344356,0.026504157423386694,0.36850243104217767,needs to be Xed
NA,-88821.48774548061,7196114.10586726,0.4233401657832804,0.06187469591831633,0.5147851382984032,needs Xing
NA,-249648.4852974646,7072425.247492292,1,0,0,needs to be Xed
NA,-133435.77930713643,7010271.558978545,0.3348169963720556,0.02730012909677147,0.6378828745311729,needs Xing
NA,158061.9883799152,6680863.755444957,0.5496642977383964,0.04171118009747046,0.40862452216413314,needs to be Xed
NA,154381.64356284973,6690509.169250677,0.5260130544728812,0.03926912001225086,0.43471782551486793,needs to be Xed
NA,60311.352770873615,6693202.81330082,0.5673675380280648,0.02187508143811483,0.41075738053382027,needs to be Xed
NA,-376443.11076311045,6754819.507118552,0.687735041650592,0.023641140059252774,0.2886238182901552,needs to be Xed
NA,-137474.673072098,7279666.914022026,0.454,0.002,0.544,needs Xing
NA,-147941.6106453754,7278942.566279132,0.40619970717384907,0.03072160777905965,0.5630786850470912,needs Xing
NA,-84537.92487170453,6807473.840659261,0.88,0,0.11999999999999998,needs to be Xed
NA,-387520.06801398593,6657508.348796182,0.5385493539260608,0.043267483400572626,0.4181831626733666,needs to be Xed
NA,-443173.668574731,7515379.232708325,0.45667650298938733,0.45156171968992587,0.09176177732068683,needs to be Xed
NA,-441110.829354739,7531839.130658074,0.3773811652484127,0.46290135319360676,0.15971748155798066,needs Xed
NA,-687627.9530359341,7506089.353695541,0.49884602152745516,0.2563199374770377,0.24483404099550723,needs to be Xed
NA,-668015.6851479752,7646349.110890043,0.3267954848139416,0.3274182187535318,0.3457862964325266,needs Xing
NA,-147288.36560950233,6692607.848482865,0.6186385369213351,0.02824046327070278,0.35312099980796213,needs to be Xed
NA,-180090.44581554213,7357646.413223492,1,0,0,needs to be Xed
NA,-333698.43004932767,6725281.072574724,0.6096989042334102,0.014150549608550916,0.37615054615803883,needs to be Xed
NA,-698026.6740252534,7236479.999061002,0.42163596397098996,0.45113094761227673,0.12723308841673336,needs Xed
NA,-705791.175112237,7203388.587227029,0.47553140235434777,0.3287458084531788,0.19572278919247332,needs to be Xed
NA,-499063.5336227356,7354164.767788068,0.4401130722375561,0.408037146688604,0.15184978107383995,needs to be Xed
NA,-350256.42506839155,6920416.96137229,0.44133570464145677,0.022079131259288762,0.5365851640992544,needs Xing
NA,-368813.2728641395,6893256.856745224,0.5467305340252036,0.018577282277416025,0.43469218369738055,needs to be Xed
NA,-159182.3077352587,7234423.671394999,0.40514719409058636,0.026552706670642273,0.5683000992387712,needs Xing
NA,-100483.20628149316,6843724.120888882,0.634,0,0.366,needs to be Xed
NA,144420.89797810747,6915011.533938544,1,0,0,needs to be Xed
NA,-128920.05963531097,6974638.411951572,1,0,0,needs to be Xed
NA,-609034.1661460672,7641509.51967337,0.40748079592720726,0.2664297254701806,0.32608947860261217,needs to be Xed
NA,-813740.9915233509,7284178.990042922,0.5424716471614908,0.33243933609421444,0.1250890167442949,needs to be Xed
NA,-830811.9022281939,7328437.165165312,0.5038908648923045,0.38070320360043647,0.11540593150725906,needs to be Xed
NA,-329563.64567499683,8176268.450063354,0.6167003474103031,0.22149053410676256,0.16180911848293428,needs to be Xed
NA,-340238.2274944509,6956617.756641207,0.3910466360933519,0.015447950676847517,0.5935054132298005,needs Xing
NA,-140009.45127330805,6755411.249871042,1,0,0,needs to be Xed
NA,-523600.01918593503,6741167.220954023,0.6752654974266291,0.04248644616825524,0.2822480564051157,needs to be Xed
NA,-546426.9713290221,6741401.476333774,0.6572018416162081,0.05604206676768477,0.2867560916161072,needs to be Xed
NA,-306430.05286257056,7296945.222087788,0.3655756677371404,0.29137446606655765,0.3430498661963019,needs to be Xed
NA,-616441.9216609055,6466875.037480974,0.5057210397172845,0.014306319946436634,0.4799726403362788,needs to be Xed
NA,-381919.1502861622,7637453.017053499,0.5021527085947837,0.33257477113010064,0.16527252027511566,needs to be Xed
NA,-26775.665988557015,6903760.435211431,0.424,0.032,0.544,needs Xing
NA,-198601.31866159244,7864691.648062552,0.5513833493231104,0.3182928146766467,0.13032383600024297,needs to be Xed
NA,-415189.52932607126,7699931.156011099,0.5035375407032383,0.30898858468433726,0.1874738746124244,needs to be Xed
NA,-430469.01999337436,7683197.82538826,0.4840903754074973,0.32871372499986984,0.18719589959263286,needs to be Xed
NA,-461158.412111445,6511553.989021556,0.844,0,0.15599999999999997,needs to be Xed
NA,-221219.43543995134,6571043.309940638,0.5812150970759365,0.03803406056402353,0.38075084236003987,needs to be Xed
NA,-689738.1364353605,7844896.287747942,0.4587883507845548,0.22079092950535067,0.32042071971009445,needs to be Xed
NA,-121113.03450284433,6589474.389867087,0.8140000000000001,0,0.186,needs to be Xed
NA,-300906.6023683899,7125436.34484105,0.522,0,0.478,needs to be Xed
NA,-491768.75625910336,6962458.311885989,0.3924490025872934,0.060254215678281035,0.5472967817344255,needs Xing
NA,-460126.2021330644,6969661.780930695,0.45422542358594376,0.02949551868310505,0.5162790577309513,needs Xing
NA,-108884.96692547193,6702044.6565726185,0.804,0,0.196,needs to be Xed
NA,-581829.797666516,6486729.373966843,0.4859386402350068,0.03689675586497294,0.4771646039000203,needs to be Xed
NA,-562279.3120959473,6491981.962280233,0.5073618906258425,0.024142793557264907,0.4684953158168925,needs to be Xed
NA,-388686.918916481,7042249.932555723,0.42695807702475885,0.07854709209135746,0.49449483088388363,needs Xing
NA,-199759.70928278725,6633470.02382575,0.474520255077326,0.060063366561815726,0.4654163783608583,needs to be Xed
NA,-44500.189083592704,7223957.88837859,0.3880934992167617,0.010761876280047341,0.601144624503191,needs Xing
NA,-72848.92192849854,7092632.512060979,0.40390053930574676,0.011569241187437653,0.5845302195068155,needs Xing
NA,-163649.1136228296,7053809.999978275,1,0,0,needs to be Xed
NA,-140923.8963623785,8518614.730884068,0.6551858606995813,0.13386200894002223,0.21095213036039653,needs to be Xed
NA,-306721.57634506,6929039.33790663,0.4795010713778939,0.02908928870599158,0.4914096399161146,needs Xing
NA,-360403.5306126709,6564646.278135998,0.5176961736642606,0.04647918322296963,0.43582464311276986,needs to be Xed
NA,-858.3845935069326,7050979.970624981,0.35146549538783056,0.055678819752030456,0.592855684860139,needs Xing
NA,37612.740868722074,7010124.560128249,0.5325715164639824,0.025122712698591607,0.44230577083742595,needs to be Xed
NA,-224451.11818132366,7163123.57120068,0.4074556760569566,0.01833644646349145,0.5742078774795519,needs Xing
NA,-66239.616593324,6712103.801928436,0.5271287845152592,0.04822488237568787,0.424646333109053,needs to be Xed
NA,-50571.94372967562,6704860.164374275,0.6094040464453205,0.09459414885937478,0.2960018046953047,needs to be Xed
NA,-156331.6270830755,6605336.285785035,0.996,0,0.004,needs to be Xed
NA,78782.17286413648,6718435.978232325,0.5922477107248357,0.03889596133050038,0.36885632794466394,needs to be Xed
NA,-17110.072901704054,6944266.381867556,0.40150355642496477,0.04341357344653101,0.5550828701285042,needs Xing
NA,-335086.9180579922,7622431.3141126605,0.2398076146568874,0.5831112608302204,0.17708112451289226,needs Xed
NA,-311329.60213865124,7626354.803112112,0.6377060818649403,0.14469290092050954,0.2176010172145501,needs to be Xed
NA,-532488.4575117129,6505433.307385206,0.56189894475275,0.04537004311826175,0.3927310121289883,needs to be Xed
NA,-564803.8155081572,6518545.980535924,0.3796696954587682,0.0282527361582943,0.5920775683829375,needs Xing
NA,-236070.79134566357,6947321.097169111,0.6579064828825204,0.02138679259405273,0.3207067245234268,needs to be Xed
NA,-21886.747723847107,6782742.879459112,0.5169915302425029,0.015114287818082389,0.4678941819394148,needs to be Xed
NA,-23228.03626841526,6764613.8134363275,0.4308423367371792,0.05814263181893681,0.511015031443884,needs Xing
NA,-242610.14351282362,6983491.443427552,0.63,0,0.37,needs to be Xed
NA,-559275.2443174002,7343134.159706231,0.3768814466679533,0.4207057281339773,0.20241282519806947,needs Xed
NA,-294395.2915809607,6658408.66139071,0.5727472333675234,0.025763556030257016,0.4014892106022195,needs to be Xed
NA,-305340.34636719525,6643377.6971611455,0.6156948612236315,0.037261917863129226,0.3470432209132393,needs to be Xed
NA,-154044.02267922278,7343812.22379611,0.588,0,0.412,needs to be Xed
NA,-439004.66458893026,6731964.262115388,0.984,0,0.016,needs to be Xed
NA,-198117.25698782696,6720198.808868654,0.5457612606039682,0.0641197528997257,0.3901189864963061,needs to be Xed
NA,-345852.8486515913,6624008.347618003,0.5251968659493945,0.03313566802073491,0.44166746602987056,needs to be Xed
NA,-274654.2493060521,6923581.554904753,0.445438649851854,0.04770498259353649,0.5068563675546096,needs Xing
NA,83674.07449119966,6875122.141175383,0.4751825199769453,0.031437714245209296,0.49337976577784554,needs Xing
NA,57397.38698817441,6863215.841530572,0.6306671936151107,0.029983985469338247,0.33934882091555096,needs to be Xed
NA,-392076.1521331731,8093054.675576084,0.5793529049484966,0.3118102364744275,0.10883685857707585,needs to be Xed
NA,-396768.8252675635,6521967.774443236,0.5384929856636445,0.0352764192897046,0.426230595046651,needs to be Xed
NA,-392436.2706858893,6526660.062489587,0.5175483610914897,0.035257760197691564,0.44719387871081867,needs to be Xed
NA,-245888.39119719472,6678034.567725074,0.5059196389884012,0.03421201784173512,0.4598683431698637,needs to be Xed
NA,29354.393124732283,6644743.170257075,0.5825092863615242,0.04849226206425923,0.36899845157421657,needs to be Xed
NA,-274101.9821802776,7871078.875452988,0.4191263620505835,0.3505832630802972,0.23029037486911927,needs to be Xed
NA,-280974.6249028727,7897584.531545545,0.41981618109323976,0.3092080313064841,0.27097578760027613,needs to be Xed
NA,-432409.4300373919,6935444.346397776,0.4953665873904601,0.08583480719373839,0.41879860541580155,needs to be Xed
NA,-454990.4774253167,6906967.607696847,0.6231237712814717,0.026683051251513924,0.35019317746701434,needs to be Xed
NA,-574554.7349847034,7945380.135189484,0.3998253645501322,0.2972552743953823,0.30291936105448547,needs to be Xed
NA,-538391.8191640729,6536236.683771154,0.4277907384884501,0.058125019206866885,0.514084242304683,needs Xing
NA,-167638.69285336975,7110403.433528263,0.3756078246281909,0.02037758419939298,0.6040145911724161,needs Xing
NA,-149832.47238404088,7117957.050985644,0.33500449638506247,0.02799263064870221,0.6370028729662353,needs Xing
NA,-289091.1627475409,7055473.949976353,0.5,0,0.5,needs to be Xed
NA,-293049.3832775246,7084463.462860678,0.49799999999999994,0,0.502,needs Xing
NA,-781396.4121605733,7917046.535759107,0.46846942917973544,0.20878360585172076,0.3227469649685438,needs to be Xed
NA,-331426.51056172774,6682977.2444811,0.4970272334793318,0.06793501021859377,0.43503775630207436,needs to be Xed
NA,-68277.47571958197,7262805.705650329,0.32978130216464435,0.024990693385960504,0.6452280044493951,needs Xing
