placename,aint,am_not,amnt,arent,ent,int,m_not,longitude,latitude
Langholm,0.04691755,0.09885768,0.00043464538,0.00412913107,0.00065196806,0.00000000000,0.8490090, -2.9989130,55.15306
Newport,0.07717600,0.10363762,0.00000000000,0.00017789321,0.00053367963,0.00000000000,0.8184748, -2.9976640,51.58415
Axminster,0.04625376,0.11412957,0.00000000000,0.00000000000,0.00047520988,0.00000000000,0.8391415, -2.9949370,50.78273
Wrexham,0.04743625,0.10042501,0.00000000000,0.00020564848,0.00000000000,0.00000000000,0.8519331, -2.9924940,53.04304
Liverpool,0.03900977,0.08554159,0.00010663264,0.00074642847,0.00026213857,0.00000000000,0.8743334, -2.9915726,53.40837
Weston-super-Mare,0.04818267,0.10335049,0.00015824403,0.00065935013,0.00015824403,0.00000000000,0.8474910, -2.9772550,51.34741
Dundee,0.03672686,0.09924322,0.00189740906,0.00039256739,0.00019628370,0.00000000000,0.8615437, -2.9707210,56.46202
Kirkwall,0.04811615,0.12982626,0.00080072264,0.00043675780,0.00000000000,0.00000000000,0.8208201, -2.9622491,58.98467
Ambleside,0.05015353,0.10184237,0.00030706244,0.00061412487,0.00000000000,0.00000000000,0.8470829, -2.9613330,54.42874
Orkney Islands,0.04811615,0.12982626,0.00080072264,0.00043675780,0.00000000000,0.00000000000,0.8208201, -2.9605206,58.98094
Lyme Regis,0.05624268,0.11339669,0.00000000000,0.00156229658,0.00039057414,0.00000000000,0.8284078, -2.9366390,50.72516
Carlisle,0.04402013,0.10422315,0.00000000000,0.00379598710,0.00059936638,0.00000000000,0.8473614, -2.9329310,54.89247
Chester,0.04319488,0.09828763,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8585175, -2.8930750,53.19339
Forfar,0.03866961,0.10014735,0.00202083991,0.00075781497,0.00018945374,0.00000000000,0.8582149, -2.8890620,56.64356
Morecambe,0.04481598,0.12740058,0.00046313449,0.00027016179,0.00000000000,0.00000000000,0.8270501, -2.8649680,54.07417
Selkirk,0.05293182,0.10721968,0.00112222950,0.00056111475,0.00000000000,0.00000000000,0.8381652, -2.8385240,55.55066
Galashiels,0.04797918,0.10811580,0.00195169554,0.00048792388,0.00000000000,0.00000000000,0.8414654, -2.8144490,55.62373
Lancaster,0.04458997,0.12744579,0.00048153320,0.00028089437,0.00000000000,0.00000000000,0.8272018, -2.8007399,54.04657
St Andrews,0.03990548,0.10119493,0.00155163189,0.00016051364,0.00000000000,0.00000000000,0.8571874, -2.7967214,56.33978
Hawick,0.05538666,0.10460565,0.00062899675,0.00000000000,0.00000000000,0.00000000000,0.8393787, -2.7809140,55.42706
Bridport,0.04362768,0.11494033,0.00000000000,0.00171837709,0.00028639618,0.00000000000,0.8394272, -2.7583010,50.73358
Shrewsbury,0.04865181,0.10664354,0.00000000000,0.00047517978,0.00047517978,0.00000000000,0.8437543, -2.7553268,52.70730
Penrith,0.04209758,0.09941646,0.00000000000,0.00441197326,0.00022059866,0.00000000000,0.8538534, -2.7527080,54.66410
Kendal,0.04897570,0.11307732,0.00022028049,0.00058741464,0.00000000000,0.00000000000,0.8371393, -2.7462900,54.32801
Street,0.05150894,0.11927161,0.00000000000,0.00111773472,0.00018628912,0.00027943368,0.8276360, -2.7429190,51.12468
Glastonbury,0.04915307,0.11690741,0.00000000000,0.00062350618,0.00031175309,0.00031175309,0.8326925, -2.7184540,51.14743
Hereford,0.04384866,0.11964420,0.00000000000,0.00025056377,0.00137810073,0.00000000000,0.8348785, -2.7159740,52.05640
Ludlow,0.05729647,0.08694316,0.00000000000,0.00000000000,0.01351766513,0.00000000000,0.8422427, -2.7139129,52.36775
Preston,0.05484208,0.09893871,0.00000000000,0.00000000000,0.00032471750,0.00000000000,0.8458945, -2.7030900,53.76320
Whitchurch,0.04978190,0.10768811,0.00000000000,0.00218102508,0.00032715376,0.00000000000,0.8400218, -2.6820450,52.96872
Wells,0.04851433,0.12621615,0.00000000000,0.00000000000,0.00052590060,0.00078885091,0.8239548, -2.6445979,51.20935
Yeovil,0.05675220,0.11378535,0.00000000000,0.00224761191,0.00056190298,0.00000000000,0.8266529, -2.6333080,50.94206
Wigan,0.06172801,0.08078785,0.00000000000,0.00000000000,0.00018778167,0.00000000000,0.8572964, -2.6325074,53.54506
Warrington,0.05410024,0.10343986,0.00000000000,0.00021972120,0.00029296160,0.00000000000,0.8419472, -2.5969501,53.39004
Arbroath,0.03832635,0.09959556,0.00203277855,0.00076229196,0.00019057299,0.00000000000,0.8590924, -2.5915430,56.55911
Bristol,0.05316486,0.10461455,0.00012499167,0.00052079861,0.00048955070,0.00000000000,0.8410852, -2.5879100,51.45451
Guernsey,0.03899692,0.11727057,0.00000000000,0.00062954673,0.00000000000,0.00000000000,0.8431030, -2.5852780,49.46569
Ross-on-Wye,0.04784340,0.11639018,0.00039814200,0.00053085601,0.00477770405,0.00000000000,0.8300597, -2.5824460,51.91445
Jedburgh,0.04708232,0.09969523,0.00047292504,0.00000000000,0.00070938756,0.00000000000,0.8520401, -2.5549369,55.47772
Sedbergh,0.06186089,0.10833249,0.00060747190,0.00000000000,0.00000000000,0.00000000000,0.8291991, -2.5281740,54.32363
Sedbergh,0.06186089,0.10833249,0.00060747190,0.00000000000,0.00000000000,0.00000000000,0.8291991, -2.5281740,54.32363
Nantwich,0.04119237,0.10736221,0.00016378675,0.00425845549,0.00016378675,0.00000000000,0.8468594, -2.5241020,53.06719
Banff,0.04917621,0.12422142,0.00135623870,0.00045207957,0.00000000000,0.00000000000,0.8247941, -2.5240380,57.66651
Dunbar,0.03269254,0.14185135,0.00146932778,0.00000000000,0.00018366597,0.00000000000,0.8238031, -2.5167370,56.00209
Cinderford,0.05038760,0.11137711,0.00045599635,0.00060799514,0.00706794346,0.00000000000,0.8301034, -2.5009579,51.82530
Banchory,0.04234795,0.10620827,0.00048727666,0.00178668110,0.00000000000,0.00000000000,0.8491698, -2.4909599,57.05386
Blackburn,0.07100257,0.09657829,0.00000000000,0.00104479561,0.00000000000,0.00000000000,0.8313743, -2.4875290,53.74858
Market Drayton,0.05142385,0.11418682,0.00000000000,0.00661448024,0.00029839760,0.00000000000,0.8274765, -2.4834850,52.90355
Telford,0.04893614,0.10621737,0.00000000000,0.00059378015,0.00089067023,0.00000000000,0.8433620, -2.4672611,52.67759
Montrose,0.03698000,0.09805552,0.00197117162,0.00110878403,0.00018479734,0.00000000000,0.8616997, -2.4661150,56.70692
Turriff,0.04902641,0.12832431,0.00124878590,0.00083252394,0.00000000000,0.00000000000,0.8205680, -2.4623000,57.53893
Weymouth,0.03712023,0.11105612,0.00000000000,0.00137059316,0.00022843219,0.00000000000,0.8502246, -2.4576210,50.61443
Crewe,0.03991255,0.10536700,0.00015997014,0.00447916389,0.00000000000,0.00000000000,0.8500813, -2.4438209,53.10041
Fortuneswell,0.03181703,0.11376487,0.00000000000,0.00101274369,0.00000000000,0.00000000000,0.8534054, -2.4422190,50.55919
Dorchester,0.03903675,0.11156227,0.00000000000,0.00144729436,0.00024121573,0.00000000000,0.8477125, -2.4411810,50.71116
Alston,0.03784568,0.09863350,0.00000000000,0.00358747799,0.00019930433,0.00000000000,0.8597340, -2.4386850,54.81217
Kelso,0.04033696,0.09767571,0.00110680686,0.00000000000,0.00055340343,0.00000000000,0.8603271, -2.4322070,55.60003
Wincanton,0.05268382,0.10483317,0.00000000000,0.00091624036,0.00000000000,0.00045812018,0.8411087, -2.4160070,51.05569
Clitheroe,0.06183581,0.08787505,0.00000000000,0.00088770153,0.00000000000,0.00000000000,0.8494014, -2.3930830,53.87110
Sark,0.03632165,0.11189279,0.00000000000,0.00062147314,0.00000000000,0.00000000000,0.8511641, -2.3666256,49.43007
Bath,0.04112946,0.11589416,0.00000000000,0.00028414136,0.00049724738,0.00021310602,0.8419819, -2.3590167,51.38106
Kidderminster,0.06121674,0.10595084,0.00000000000,0.00000000000,0.01183207314,0.00000000000,0.8210003, -2.2496839,52.38860
Manchester,0.05637082,0.08899369,0.00003665764,0.00061532465,0.00021994583,0.00000000000,0.8537636, -2.2426305,53.48076
Burnley,0.05297687,0.08912022,0.00000000000,0.00080457612,0.00000000000,0.00000000000,0.8570983, -2.2405035,53.78929
Gloucester,0.04396182,0.10550838,0.00030059367,0.00030059367,0.00611207134,0.00000000000,0.8438165, -2.2381560,51.86424
Newcastle-under-Lyme,0.05344317,0.09235116,0.00020424141,0.02757259080,0.00020424141,0.00000000000,0.8262246, -2.2273002,53.01321
Worcester,0.04843563,0.10201936,0.00000000000,0.00021752529,0.01134756915,0.00000000000,0.8379799, -2.2215750,52.19364
Trowbridge,0.04035199,0.11394747,0.00000000000,0.00052851329,0.00042281063,0.00015855399,0.8445907, -2.2088530,51.31966
Shaftesbury,0.04435484,0.12096774,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8346774, -2.1980830,51.00460
Alderney,0.03616767,0.11338507,0.00006499781,0.00064997812,0.00000000000,0.00000000000,0.8497323, -2.1973557,49.71500
Stoke-on-Trent,0.05342916,0.09055158,0.00020341052,0.02786724074,0.00020341052,0.00000000000,0.8277452, -2.1794040,53.00267
Colne,0.04854566,0.08879349,0.00000000000,0.00334204995,0.00000000000,0.00000000000,0.8593188, -2.1769910,53.85564
Blandford Forum,0.03254012,0.12401771,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8434422, -2.1653530,50.85691
Rochdale,0.05565732,0.10267962,0.00000000000,0.00058786040,0.00039190694,0.00019595347,0.8404873, -2.1561000,53.60971
Jersey,0.03774455,0.11451542,0.00005796945,0.00069563335,0.00000000000,0.00000000000,0.8469864, -2.1312500,49.21444
Wolverhampton,0.10528256,0.09369070,0.00000000000,0.00000000000,0.00222781454,0.00000000000,0.7987989, -2.1288200,52.58697
Stafford,0.06383924,0.09853164,0.00000000000,0.00384641238,0.00089625143,0.00022406286,0.8326624, -2.1206600,52.80669
Macclesfield,0.03857387,0.10977594,0.00000000000,0.00150206534,0.00050068845,0.00000000000,0.8496474, -2.1192870,53.25866
Hexham,0.03601316,0.10603202,0.00000000000,0.00087070091,0.00043535046,0.00000000000,0.8566488, -2.1121439,54.97266
Aberdeen,0.04195365,0.10626435,0.00032797639,0.00147589374,0.00000000000,0.00000000000,0.8499781, -2.0942780,57.14972
Dudley,0.10289531,0.09663999,0.00000000000,0.00013655073,0.00275377303,0.00000000000,0.7975744, -2.0811120,52.51226
Cheltenham,0.04231516,0.10420201,0.00029505053,0.00059010105,0.00526173441,0.00000000000,0.8473359, -2.0782533,51.89939
Bromsgrove,0.06535631,0.10021301,0.00000000000,0.00000000000,0.02120449264,0.00000000000,0.8132262, -2.0619060,52.33559
Skipton,0.04380070,0.10494612,0.00000000000,0.00862695242,0.00000000000,0.00000000000,0.8426262, -2.0162787,53.96285
Fraserburgh,0.04586331,0.10965773,0.00049051668,0.00081752780,0.00000000000,0.00000000000,0.8431709, -2.0076310,57.69335
Berwick,0.03890814,0.10252903,0.00109429145,0.00000000000,0.00054714572,0.00000000000,0.8569214, -2.0053950,55.77024
Poole,0.03787458,0.11627025,0.00000000000,0.00049968908,0.00000000000,0.00000000000,0.8453555, -1.9872480,50.71505
Walsall,0.12909469,0.09231041,0.00000000000,0.00057040417,0.00541883963,0.00000000000,0.7726057, -1.9829190,52.58621
Cirencester,0.04397880,0.10903332,0.00000000000,0.00146189925,0.00402022294,0.00000000000,0.8415058, -1.9682430,51.71849
Evesham,0.04741865,0.12735583,0.00000000000,0.00362435567,0.00362435567,0.00000000000,0.8179768, -1.9467700,52.09215
Buxton,0.03762848,0.10510949,0.00000000000,0.00210040220,0.00008937882,0.00000000000,0.8550722, -1.9148300,53.25908
Keighley,0.04862002,0.10431253,0.00031945990,0.01011623016,0.00000000000,0.00000000000,0.8366318, -1.9123580,53.86780
Birmingham,0.09870849,0.09507468,0.00000000000,0.00061293142,0.01158201580,0.00004776089,0.7939741, -1.8904010,52.48624
Bournemouth,0.03742025,0.11751874,0.00000000000,0.00050253501,0.00000000000,0.00000000000,0.8445585, -1.8807690,50.71916
Halifax,0.06594199,0.10608976,0.00045992670,0.01341452865,0.00000000000,0.00000000000,0.8140938, -1.8575400,53.72702
Salisbury,0.03013107,0.12702571,0.00000000000,0.00015666069,0.00015666069,0.00000000000,0.8425299, -1.7944720,51.06878
Ringwood,0.03681479,0.11993943,0.00000000000,0.00048785247,0.00000000000,0.00000000000,0.8427579, -1.7888170,50.84495
Huddersfield,0.06826240,0.09405655,0.00000000000,0.01096251688,0.00000000000,0.00000000000,0.8267185, -1.7850351,53.64579
Peterhead,0.04380844,0.10610237,0.00032430679,0.00113507378,0.00000000000,0.00000000000,0.8486298, -1.7840660,57.50812
Swindon,0.05599082,0.11707171,0.00000000000,0.00059883228,0.00059883228,0.00000000000,0.8257398, -1.7797176,51.55577
Bradford,0.05314559,0.10164291,0.00035377984,0.00993531725,0.00000000000,0.00000000000,0.8349224, -1.7593980,53.79598
Ashbourne,0.03259755,0.10701838,0.00000000000,0.00027335475,0.00123009636,0.00000000000,0.8588806, -1.7321790,53.01663
Marlborough,0.05658604,0.11816788,0.00000000000,0.00074194984,0.00089033981,0.00000000000,0.8236138, -1.7270620,51.42007
Stratford-upon-Avon,0.04251267,0.10746428,0.00000000000,0.00097033210,0.00133420663,0.00000000000,0.8477185, -1.7082980,52.19173
Alnwick,0.03987290,0.10769204,0.00000000000,0.00000000000,0.00026405894,0.00000000000,0.8521710, -1.7062990,55.41274
Otley,0.05271787,0.10847008,0.00035815122,0.00844639968,0.00000000000,0.00000000000,0.8300075, -1.6917860,53.90583
Bishop Auckland,0.04284951,0.09395415,0.00000000000,0.00065328424,0.00000000000,0.00000000000,0.8625431, -1.6787880,54.66382
Burton upon Trent,0.08690950,0.09317018,0.00000000000,0.00142287991,0.00017074559,0.00000000000,0.8183267, -1.6371359,52.81403
Newcastle,0.03951051,0.08718847,0.00000000000,0.00080610851,0.00008396964,0.00000000000,0.8724109, -1.6177800,54.97825
Durham,0.03489073,0.09886963,0.00000000000,0.00015071590,0.00000000000,0.00000000000,0.8660889, -1.5848520,54.77525
Ashington,0.04292787,0.10816304,0.00000000000,0.00050602593,0.00000000000,0.00000000000,0.8484031, -1.5659829,55.18298
Darlington,0.04787316,0.08928848,0.00000000000,0.00185614849,0.00015467904,0.00000000000,0.8608275, -1.5594580,54.52361
Leeds,0.05136387,0.10034832,0.00002782944,0.01051952792,0.00052875934,0.00000000000,0.8372117, -1.5490774,53.80076
Harrogate,0.03548274,0.11700256,0.00000000000,0.00261345932,0.00000000000,0.00000000000,0.8449012, -1.5418120,53.99212
Leamington Spa,0.05765822,0.11090694,0.00000000000,0.00010294579,0.00229054391,0.00000000000,0.8290414, -1.5200789,52.28519
Coventry,0.08547214,0.11041735,0.00000000000,0.00009005493,0.00300183112,0.00000000000,0.8010186, -1.5196930,52.40682
Blyth,0.04151306,0.09919879,0.00000000000,0.00116210755,0.00000000000,0.00000000000,0.8581260, -1.5102770,55.12696
Wakefield,0.04789466,0.08938005,0.00000000000,0.01479956495,0.00000000000,0.00015537601,0.8477704, -1.5059240,53.68330
Andover,0.02681314,0.12635253,0.00000000000,0.00172566314,0.00000000000,0.00000000000,0.8451087, -1.4919233,51.21120
Witney,0.03165803,0.13737028,0.00000000000,0.00016488556,0.00387481064,0.00000000000,0.8269320, -1.4850544,51.78594
Barnsley,0.05463033,0.07708806,0.00000000000,0.00395323408,0.00361678863,0.00016822273,0.8605434, -1.4797260,53.55263
Derby,0.07470218,0.09287455,0.00000000000,0.00028890879,0.00043336319,0.00000000000,0.8317010, -1.4746186,52.92253
Sheffield,0.04837672,0.09376185,0.00013279566,0.00087645135,0.00014607522,0.00000000000,0.8567061, -1.4700850,53.38113
Nuneaton,0.10527408,0.11174564,0.00000000000,0.00044461131,0.00390269928,0.00000000000,0.7786330, -1.4653820,52.52049
Northallerton,0.04337873,0.09522719,0.00000000000,0.00343367289,0.00022891153,0.00000000000,0.8577315, -1.4299590,54.33796
South Shields,0.03762610,0.08908143,0.00000000000,0.00101366028,0.00000000000,0.00000000000,0.8722788, -1.4274060,54.99942
Chesterfield,0.05811177,0.09510163,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8467866, -1.4216290,53.23505
Southampton,0.04547460,0.11015313,0.00000000000,0.00031940017,0.00075857540,0.00000000000,0.8432943, -1.4043509,50.90970
Wetherby,0.03383088,0.11007195,0.00000000000,0.00471362837,0.00000000000,0.00000000000,0.8513835, -1.3848160,53.92706
Sunderland,0.03601026,0.08639996,0.00000000000,0.00029597474,0.00000000000,0.00000000000,0.8772938, -1.3838010,54.90687
Rotherham,0.04960647,0.09154912,0.00011813721,0.00070094746,0.00012995093,0.00000000000,0.8578954, -1.3635009,53.43260
Castleford,0.04070902,0.09095808,0.00052433802,0.01940050686,0.00000000000,0.00000000000,0.8484081, -1.3459680,53.72347
Thirsk,0.02712348,0.11341899,0.00000000000,0.00599571734,0.00057102070,0.00000000000,0.8528908, -1.3413770,54.23385
Banbury,0.04531274,0.14007175,0.00000000000,0.00070191858,0.00304164717,0.00000000000,0.8108719, -1.3397750,52.06290
Stockton,0.04321053,0.08625235,0.00000000000,0.00493473080,0.00029524030,0.00000000000,0.8653072, -1.3289821,54.57046
Newbury,0.04003157,0.11263362,0.00000000000,0.00028696463,0.00028696463,0.00000000000,0.8467609, -1.3231139,51.40141
Isle of Wight,0.05786642,0.11143952,0.00026040392,0.00066102532,0.00012018642,0.00012018642,0.8295323, -1.3047340,50.69385
Isle of Wight,0.05786642,0.11143952,0.00026040392,0.00066102532,0.00012018642,0.00012018642,0.8295323, -1.3047340,50.69385
Abingdon,0.03245315,0.14000185,0.00000000000,0.00016484139,0.00471858484,0.00000000000,0.8226616, -1.2879529,51.67078
Shetland Islands,0.05023161,0.13093000,0.00130158688,0.00043386229,0.00000000000,0.00000000000,0.8171029, -1.2659409,60.52965
Rugby,0.05307928,0.12053420,0.00102075536,0.00127594420,0.00306226608,0.00000000000,0.8210276, -1.2650320,52.37088
Oxford,0.03309195,0.14051318,0.00000000000,0.00017013856,0.00487021618,0.00000000000,0.8213545, -1.2577263,51.75202
Middlesbrough,0.03904588,0.08540035,0.00000000000,0.00720846995,0.00035041173,0.00000000000,0.8679949, -1.2349560,54.57423
Hartlepool,0.03939706,0.08411417,0.00000000000,0.00690167509,0.00033549809,0.00000000000,0.8692516, -1.2129260,54.69174
Loughborough,0.06188336,0.10281332,0.00000000000,0.00000000000,0.00058610921,0.00000000000,0.8347172, -1.2061660,52.77210
Mansfield,0.05990610,0.09009390,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8500000, -1.1986740,53.14720
Nottingham,0.05389639,0.09802217,0.00023702299,0.00036870243,0.00071106897,0.00000000000,0.8467646, -1.1581086,52.95478
Bicester,0.03780310,0.13840814,0.00000000000,0.00000000000,0.00159467192,0.00000000000,0.8221941, -1.1535899,51.89960
Leicester,0.09592665,0.10205775,0.00000000000,0.00016055230,0.00062214016,0.00000000000,0.8012329, -1.1397592,52.63688
Doncaster,0.06092254,0.08505533,0.00000000000,0.00182767624,0.00022379709,0.00000000000,0.8519707, -1.1284620,53.52282
Worksop,0.06982020,0.08544782,0.00000000000,0.00134431188,0.00000000000,0.00000000000,0.8433877, -1.1227450,53.30930
Basingstoke,0.05618756,0.10836173,0.00000000000,0.00023098689,0.00034648034,0.00000000000,0.8348732, -1.0923964,51.26654
Portsmouth,0.06131433,0.11207941,0.00021810991,0.00098149459,0.00013086594,0.00013086594,0.8251449, -1.0879769,50.81977
York,0.03928910,0.10177959,0.00009360119,0.00739449391,0.00000000000,0.00000000000,0.8514432, -1.0872979,53.95997
Selby,0.04613333,0.10160000,0.00000000000,0.02720000000,0.00000000000,0.00000000000,0.8250667, -1.0671890,53.78352
Helmsley,0.03547594,0.11169652,0.00000000000,0.01053740780,0.00000000000,0.00000000000,0.8422901, -1.0562636,54.24651
Towcester,0.05443720,0.10674794,0.00000000000,0.00000000000,0.00446555146,0.00000000000,0.8343493, -0.9896880,52.13511
Reading,0.04265700,0.11728515,0.00000000000,0.00058286380,0.00185652915,0.00000000000,0.8376185, -0.9781303,51.45426
Retford,0.06048605,0.09477948,0.00000000000,0.00108010801,0.00000000000,0.00000000000,0.8436544, -0.9455030,53.32136
Petersfield,0.04452283,0.11049671,0.00000000000,0.00228811135,0.00000000000,0.00000000000,0.8426923, -0.9389900,51.00759
Northampton,0.05618211,0.10800142,0.00000000000,0.00000000000,0.00397696919,0.00000000000,0.8318395, -0.9026560,52.24048
Melton Mowbray,0.05050826,0.11804320,0.00000000000,0.00177890724,0.00019059720,0.00000000000,0.8294790, -0.8871260,52.76640
Aylesbury,0.02607609,0.11853953,0.00031228855,0.00031228855,0.00000000000,0.00000000000,0.8547598, -0.8084000,51.81561
Newark-on-Trent,0.05127851,0.09516240,0.00000000000,0.00041465100,0.00000000000,0.00000000000,0.8531444, -0.8065700,53.07004
Malton,0.04169986,0.09940178,0.00043212294,0.01112716568,0.00000000000,0.00000000000,0.8473391, -0.7978970,54.13684
Chichester,0.06427353,0.10966685,0.00000000000,0.00083063937,0.00013469828,0.00022449713,0.8248698, -0.7749360,50.83761
Gainsborough,0.05987523,0.10088253,0.00000000000,0.00471698113,0.00136944614,0.00000000000,0.8331558, -0.7744650,53.40058
Milton Keynes,0.05300732,0.12132986,0.00000000000,0.00000000000,0.00044694202,0.00000000000,0.8252159, -0.7594171,52.04062
Aldershot,0.03754398,0.10735488,0.00000000000,0.00054969217,0.00000000000,0.00000000000,0.8545515, -0.7557509,51.24837
High Wycombe,0.04546944,0.14301197,0.00000000000,0.00045368620,0.00000000000,0.00000000000,0.8110649, -0.7482290,51.62861
Midhurst,0.03747503,0.10845618,0.00000000000,0.00032399158,0.00000000000,0.00000000000,0.8537448, -0.7372740,50.98690
Kettering,0.10188000,0.10182371,0.00000000000,0.00123832039,0.00664190026,0.00000000000,0.7884161, -0.7302490,52.39632
Wellingborough,0.07456912,0.11031481,0.00000000000,0.00052761168,0.00597959902,0.00000000000,0.8086089, -0.6939640,52.30242
Corby,0.10076020,0.09149106,0.00000000000,0.00146705788,0.00626833822,0.00000000000,0.8000133, -0.6842333,52.49230
Bognor Regis,0.04247303,0.12234226,0.00000000000,0.00094264809,0.00016159682,0.00010773121,0.8339727, -0.6730610,50.78300
Scunthorpe,0.05710845,0.08956075,0.00000000000,0.01356404893,0.00114090131,0.00000000000,0.8386258, -0.6544130,53.58865
Grantham,0.04722582,0.11992660,0.00000000000,0.00053972366,0.00016191710,0.00000000000,0.8321459, -0.6435820,52.91252
Whitby,0.04292805,0.08591414,0.00034830058,0.01796650509,0.00075465126,0.00000000000,0.8520884, -0.6133470,54.48633
Slough,0.05105936,0.13752625,0.00000000000,0.00114525673,0.00000000000,0.00000000000,0.8102691, -0.5950406,51.51054
Guildford,0.03302431,0.12291980,0.00031057347,0.00100936379,0.00000000000,0.00015528674,0.8425807, -0.5704090,51.23622
Woking,0.03140506,0.12888891,0.00032045975,0.00088126432,0.00021363984,0.00016022988,0.8381304, -0.5600349,51.31677
Lincoln,0.04317104,0.10360034,0.00000000000,0.00221129284,0.00022875443,0.00000000000,0.8507886, -0.5405790,53.23069
Bedford,0.04836149,0.12677174,0.00000000000,0.00056695770,0.00090713233,0.00000000000,0.8233927, -0.4667782,52.13864
Heathrow,0.04108796,0.16417824,0.00000000000,0.00208333333,0.00000000000,0.00000000000,0.7926505, -0.4542955,51.47002
Driffield,0.04979410,0.08694008,0.00006303051,0.03691486680,0.00000000000,0.00037818304,0.8259097, -0.4433770,54.00600
Beverley,0.05087806,0.08821443,0.00006448423,0.03613266556,0.00000000000,0.00025793693,0.8244524, -0.4350930,53.84196
Luton,0.07243978,0.11548891,0.00047854522,0.00023927261,0.00000000000,0.00000000000,0.8113535, -0.4200255,51.87867
Scarborough,0.04134228,0.09114094,0.00053691275,0.03525727069,0.00053691275,0.00026845638,0.8309172, -0.3997520,54.28311
Worthing,0.03080250,0.11077536,0.00004191450,0.00101991948,0.00022354400,0.00000000000,0.8571368, -0.3728820,50.81787
Dorking,0.03936556,0.11953188,0.00000000000,0.00000000000,0.00065609264,0.00000000000,0.8404465, -0.3323780,51.23220
Hull,0.05042142,0.08942708,0.00006401366,0.03360716953,0.00000000000,0.00025605462,0.8262243, -0.3274198,53.76762
Horsham,0.04647263,0.11190785,0.00000000000,0.00037988522,0.00000000000,0.00000000000,0.8412396, -0.3258580,51.06288
Biggleswade,0.05672010,0.12998356,0.00000000000,0.00000000000,0.00123304562,0.00000000000,0.8120633, -0.2642200,52.08694
Peterborough,0.06807180,0.10217830,0.00000000000,0.00000000000,0.00407422348,0.00000000000,0.8256757, -0.2405299,52.56950
Welwyn Garden City,0.03954368,0.11573845,0.00014110144,0.00077605791,0.00000000000,0.00000000000,0.8438007, -0.2086610,51.80317
Bridlington,0.05104652,0.08691085,0.00028645634,0.03714383928,0.00022916508,0.00034374761,0.8240394, -0.1988020,54.08535
Stevenage,0.03952162,0.11014503,0.00037490862,0.00056236292,0.00037490862,0.00000000000,0.8490212, -0.1966120,51.90376
Crawley,0.04854664,0.11330592,0.00000000000,0.00036501235,0.00000000000,0.00000000000,0.8377824, -0.1872275,51.10914
Huntingdon,0.05372045,0.11343761,0.00000000000,0.00000000000,0.00199890060,0.00000000000,0.8308430, -0.1825520,52.33146
Hove,0.03237284,0.11022860,0.00004349889,0.00108747224,0.00014499630,0.00000000000,0.8561226, -0.1687490,50.82793
Spalding,0.06314362,0.10593504,0.00000000000,0.00042654317,0.00271159588,0.00018280422,0.8276004, -0.1537024,52.79010
Brighton,0.03284455,0.11103075,0.00004358610,0.00108965258,0.00014528701,0.00000000000,0.8548462, -0.1371630,50.82253
London,0.05151649,0.12373907,0.00012259068,0.00059652786,0.00026841751,0.00002884487,0.8237281, -0.1277583,51.50735
Grimsby,0.05340802,0.08549621,0.00005916693,0.02713789839,0.00000000000,0.00023666772,0.8336620, -0.0807840,53.56747
Boston,0.04878049,0.10499634,0.00000000000,0.00078859911,0.00033797105,0.00033797105,0.8447586, -0.0265770,52.97894
Royston,0.05294386,0.11170698,0.00000000000,0.00068461890,0.00068461890,0.00000000000,0.8339799, -0.0240660,52.04814
Louth_Lincs,0.04517148,0.09036335,0.00000000000,0.00146766549,0.00000000000,0.00000000000,0.8629975, -0.0077110,53.36596
Lewes,0.03047723,0.10874885,0.00004261226,0.00098008193,0.00014204086,0.00000000000,0.8596092,  0.0087800,50.87387
Chatteris,0.06520871,0.11080056,0.00052080169,0.00000000000,0.00412301336,0.00000000000,0.8193469,  0.0540120,52.45610
Uckfield,0.02577664,0.12416648,0.00000000000,0.00108153722,0.00000000000,0.00000000000,0.8489753,  0.0959130,50.96641
Cambridge,0.03246998,0.13183301,0.00015535877,0.00008877644,0.00226379919,0.00000000000,0.8331891,  0.1218170,52.20534
Bishop's Stortford,0.04398617,0.12045215,0.00000000000,0.00000000000,0.00010804095,0.00000000000,0.8354536,  0.1536502,51.87216
Wisbech,0.06989529,0.09943617,0.00000000000,0.00000000000,0.00334273057,0.00096657269,0.8263592,  0.1587970,52.66632
Sevenoaks,0.05052646,0.11320755,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8362660,  0.1908980,51.27241
Tunbridge Wells,0.02847514,0.13303859,0.00000000000,0.00148404650,0.00000000000,0.00000000000,0.8370022,  0.2636950,51.13238
Eastbourne,0.03213181,0.11183299,0.00003613473,0.00095154801,0.00012044911,0.00000000000,0.8549271,  0.2904720,50.76803
Brentwood,0.08388481,0.09683636,0.00000000000,0.00049745994,0.00002009939,0.00000000000,0.8187613,  0.3071749,51.62047
Skegness,0.04678592,0.10851189,0.00000000000,0.00068802831,0.00029486927,0.00058973855,0.8431295,  0.3378810,53.14640
