placename,dinna,dinnae,dinnit,dinny,disna,disnae,disny,divent,divint,divna,divnae,divnt,divny,doesna,doesnae,doesnt,doesny,dusna,dusnae,dusny,longitude,latitude
Louth,0.00000000000,0.00164699424,0.000000000000,0.00247049135,0.00000000000,0.00082349712,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9950590,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.4889423,53.92523
Wexford,0.00000000000,0.00000000000,0.000000000000,0.00189071658,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9981093,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.4633381,52.33692
Craigavon,0.00000000000,0.00000000000,0.000000000000,0.00167550963,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9983245,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.4175653,54.44293
Stornoway,0.00274780176,0.00686950440,0.000000000000,0.00329736211,0.00000000000,0.00109912070,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9843375,0.00164868106,0.0000000000,0.00000000000,0.0000000000, -6.3848692,58.20943
Drogheda,0.00000000000,0.00085425872,0.000000000000,0.00448485826,0.00000000000,0.00021356468,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9944473,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.3560985,53.71786
Rosslare,0.00000000000,0.00000000000,0.000000000000,0.00189358076,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9981064,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.3414908,52.25131
Newry,0.00000000000,0.00139599814,0.000000000000,0.00628199162,0.00000000000,0.00069799907,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9916240,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.3402300,54.17510
Scilly Isles,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,1.0000000,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.3274966,49.92773
Ballymena,0.00000000000,0.00074128984,0.000000000000,0.00370644922,0.00000000000,0.00000000000,0.00074128984,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00074128984,0.9925871,0.00074128984,0.0000000000,0.00000000000,0.0007412898, -6.2802213,54.86529
Banbridge,0.00000000000,0.00000000000,0.000000000000,0.00152014188,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9984799,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.2704803,54.34873
Dublin,0.00003746068,0.00013111239,0.000000000000,0.00368987717,0.00000000000,0.00003746068,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00026222477,0.9958044,0.00003746068,0.0000000000,0.00000000000,0.0000000000, -6.2603097,53.34981
Antrim,0.00000000000,0.00000000000,0.000000000000,0.00379027164,0.00000000000,0.00063171194,0.00063171194,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00063171194,0.9930512,0.00063171194,0.0000000000,0.00000000000,0.0006317119, -6.2072498,54.71953
Antrim,0.00000000000,0.00000000000,0.000000000000,0.00379027164,0.00000000000,0.00063171194,0.00063171194,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00063171194,0.9930512,0.00063171194,0.0000000000,0.00000000000,0.0006317119, -6.2072498,54.71953
Portree,0.00364818254,0.00693154683,0.000000000000,0.00000000000,0.00000000000,0.00145927302,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9879610,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.1960231,57.41247
Islay,0.00000000000,0.00218150087,0.000000000000,0.00472658522,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00072716696,0.9901832,0.00072716696,0.0000000000,0.00145433392,0.0000000000, -6.1770670,55.73625
Wicklow,0.00000000000,0.00060671430,0.000000000000,0.00242685722,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9969664,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.0445890,52.98082
Kilkeel,0.00000000000,0.00205479452,0.000000000000,0.00462328767,0.00000000000,0.00051369863,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9928082,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -6.0070040,54.06312
Mull,0.00000000000,0.00431788174,0.000000000000,0.00353281233,0.00000000000,0.00078506941,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9901866,0.00000000000,0.0011776041,0.00000000000,0.0000000000, -6.0008870,56.43920
Belfast,0.00051679883,0.00051679883,0.000000000000,0.00038759912,0.00000000000,0.00008613314,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9984927,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.9301200,54.59728
Broadford,0.00252461500,0.00479676849,0.000000000000,0.00000000000,0.00000000000,0.00100984600,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9916688,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.9096592,57.24139
Down,0.00000000000,0.00068376068,0.000000000000,0.00000000000,0.00000000000,0.00068376068,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9986325,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.7156922,54.32875
Kyle of Lochalsh,0.00238720458,0.00453568871,0.000000000000,0.00000000000,0.00000000000,0.00095488183,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9921222,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.7143293,57.28261
Campbeltown,0.00093545370,0.00436545058,0.000000000000,0.00358590583,0.00000000000,0.00530090427,0.00491113190,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00389772373,0.9594637,0.01582475834,0.0000000000,0.00124727159,0.0004677268, -5.6053740,55.42412
Penzance,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,1.0000000,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.5375920,50.11880
Oban,0.00000000000,0.00457086733,0.000000000000,0.00373980054,0.00000000000,0.00332426715,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9871185,0.00000000000,0.0012466002,0.00000000000,0.0000000000, -5.4710470,56.41516
Lochgilphead,0.00000000000,0.00273595810,0.000000000000,0.00531097748,0.00000000000,0.00466722264,0.00482816135,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00482816135,0.9607310,0.01545011631,0.0000000000,0.00000000000,0.0014484484, -5.4323449,56.03829
Helston,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,1.0000000,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.2749960,50.10159
Redruth,0.00000000000,0.00022231279,0.000000000000,0.00044462559,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00022231279,0.9991107,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.2266660,50.23302
Ullapool,0.00938159180,0.01013412590,0.000000000000,0.01530152673,0.00177263588,0.00603699579,0.00183952780,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000250844701,0.00000000000,0.00000000000,0.00142145330,0.9493461,0.00359544071,0.0002508447,0.00050168940,0.0001672298, -5.1613130,57.89542
Ballachulish,0.00000000000,0.00228462241,0.000000000000,0.00411232035,0.00000000000,0.00365539586,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9885769,0.00000000000,0.0013707734,0.00000000000,0.0000000000, -5.1337200,56.67393
Fort William,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9979640,0.00000000000,0.0020359688,0.00000000000,0.0000000000, -5.1052179,56.81982
Achnasheen,0.00336117336,0.00168058668,0.000000000000,0.00168058668,0.00000000000,0.00168058668,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.9882359,0.00336117336,0.0000000000,0.00000000000,0.0000000000, -5.0787658,57.57859
Newquay,0.00000000000,0.00023508208,0.000000000000,0.00047016417,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00023508208,0.9990597,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.0737190,50.41550
Falmouth,0.00000000000,0.00022110034,0.000000000000,0.00044220069,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.000000000000,0.00000000000,0.0000000000,0.000000000000,0.00000000000,0.00000000000,0.00022110034,0.9991156,0.00000000000,0.0000000000,0.00000000000,0.0000000000, -5.0662700,50.15257
