variant,longitude,latitude,preposition_dropped,preposition_retained
preposition_retained,144420.89797810747,6915011.533938544,0,1
preposition_retained,-128920.05963531097,6974638.411951572,0,1
preposition_retained,-609034.1661460672,7641509.51967337,0.08274095971289659,0.9172590402871034
preposition_retained,-813740.9915233509,7284178.990042922,0.06879311799717239,0.9312068820028275
preposition_retained,-830811.9022281939,7328437.165165312,0.03139944345602331,0.9686005565439767
preposition_retained,-329563.64567499683,8176268.450063354,0.10043506314384748,0.8995649368561525
preposition_retained,-340238.2274944509,6956617.756641207,0.13683096911003345,0.8631690308899665
preposition_retained,-140009.45127330805,6755411.249871042,0,1
preposition_retained,-523600.01918593503,6741167.220954023,0.10302898514231812,0.8969710148576818
preposition_retained,-546426.9713290221,6741401.476333774,0.1169239231431013,0.8830760768568987
preposition_retained,-306430.05286257056,7296945.222087788,0.16974716349672664,0.8302528365032733
preposition_retained,-616441.9216609055,6466875.037480974,0.15150744327658974,0.8484925567234104
preposition_retained,-381919.1502861622,7637453.017053499,0.1315973193436527,0.8684026806563473
preposition_retained,-26775.665988557015,6903760.435211431,0.036,0.964
preposition_retained,-198601.31866159244,7864691.648062552,0.058158974151884264,0.9418410258481157
preposition_retained,-415189.52932607126,7699931.156011099,0.1040517252305543,0.8959482747694456
preposition_retained,-430469.01999337436,7683197.82538826,0.11878228671811228,0.8812177132818877
preposition_retained,-461158.412111445,6511553.989021556,0,1
preposition_retained,-221219.43543995134,6571043.309940638,0.1392399038031673,0.8607600961968327
preposition_retained,-689738.1364353605,7844896.287747942,0.1490548742610973,0.8509451257389027
preposition_retained,-121113.03450284433,6589474.389867087,0,1
preposition_retained,-300906.6023683899,7125436.34484105,0.005333333333333333,0.9946666666666666
preposition_retained,-491768.75625910336,6962458.311885989,0.14933086295563508,0.850669137044365
preposition_retained,-460126.2021330644,6969661.780930695,0.09841242739077022,0.9015875726092297
preposition_retained,-108884.96692547193,6702044.6565726185,0,1
preposition_retained,-581829.797666516,6486729.373966843,0.21641451910351775,0.7835854808964823
preposition_retained,-562279.3120959473,6491981.962280233,0.13641380667937864,0.8635861933206215
preposition_retained,-388686.918916481,7042249.932555723,0.23092677095105726,0.7690732290489428
preposition_retained,-199759.70928278725,6633470.02382575,0.15157826020904513,0.8484217397909549
preposition_retained,-44500.189083592704,7223957.88837859,0.1156118990682995,0.8843881009317006
preposition_retained,-72848.92192849854,7092632.512060979,0.1612469807474326,0.8387530192525674
preposition_retained,-163649.1136228296,7053809.999978275,0,1
preposition_retained,-140923.8963623785,8518614.730884068,0.08638044638707817,0.9136195536129217
preposition_retained,-306721.57634506,6929039.33790663,0.12644944704290517,0.8735505529570948
preposition_retained,-360403.5306126709,6564646.278135998,0.14621525242915626,0.8537847475708438
preposition_retained,-858.3845935069326,7050979.970624981,0.10612959087489264,0.8938704091251073
preposition_retained,37612.740868722074,7010124.560128249,0.2159137253085465,0.7840862746914535
preposition_retained,-224451.11818132366,7163123.57120068,0.16920684644416165,0.8307931535558384
preposition_retained,-66239.616593324,6712103.801928436,0.14757186587423227,0.8524281341257678
preposition_retained,-50571.94372967562,6704860.164374275,0.11157128627012279,0.8884287137298772
preposition_retained,-156331.6270830755,6605336.285785035,0,1
preposition_retained,78782.17286413648,6718435.978232325,0.19618525423866964,0.8038147457613304
preposition_retained,-17110.072901704054,6944266.381867556,0.24324777152443736,0.7567522284755627
preposition_retained,-335086.9180579922,7622431.3141126605,0.15767394134644533,0.8423260586535546
preposition_retained,-311329.60213865124,7626354.803112112,0.10032779056844011,0.8996722094315598
preposition_retained,-532488.4575117129,6505433.307385206,0.23078000158069192,0.7692199984193081
preposition_retained,-564803.8155081572,6518545.980535924,0.2132114806507424,0.7867885193492575
preposition_retained,-236070.79134566357,6947321.097169111,0.20079495632074015,0.7992050436792599
preposition_retained,-21886.747723847107,6782742.879459112,0.2103679763814837,0.7896320236185164
preposition_retained,-23228.03626841526,6764613.8134363275,0.18517537021379799,0.8148246297862021
preposition_retained,-242610.14351282362,6983491.443427552,0.04666666666666666,0.9533333333333334
preposition_retained,-559275.2443174002,7343134.159706231,0.034867799105438343,0.9651322008945616
preposition_retained,-294395.2915809607,6658408.66139071,0.12453079714558205,0.875469202854418
preposition_retained,-305340.34636719525,6643377.6971611455,0.11321279779290658,0.8867872022070934
preposition_retained,-154044.02267922278,7343812.22379611,0.014666666666666668,0.9853333333333333
preposition_retained,-439004.66458893026,6731964.262115388,0,1
preposition_retained,-198117.25698782696,6720198.808868654,0,1
preposition_retained,-345852.8486515913,6624008.347618003,0.16006329893727284,0.8399367010627271
preposition_retained,-274654.2493060521,6923581.554904753,0.16524658021855698,0.8347534197814429
preposition_retained,83674.07449119966,6875122.141175383,0.16476600047812912,0.8352339995218709
preposition_retained,57397.38698817441,6863215.841530572,0.09131481389091792,0.908685186109082
preposition_retained,-392076.1521331731,8093054.675576084,0.08696656132817378,0.9130334386718262
preposition_retained,-396768.8252675635,6521967.774443236,0.20486957985708804,0.7951304201429119
preposition_retained,-392436.2706858893,6526660.062489587,0.21125333685709718,0.7887466631429029
preposition_retained,-245888.39119719472,6678034.567725074,0.16568649706323907,0.834313502936761
preposition_retained,29354.393124732283,6644743.170257075,0.12063923858299441,0.8793607614170056
preposition_retained,-274101.9821802776,7871078.875452988,0.054590397297686485,0.9454096027023134
preposition_retained,-280974.6249028727,7897584.531545545,0.057316846384978457,0.9426831536150215
preposition_retained,-432409.4300373919,6935444.346397776,0.12336735754622656,0.8766326424537735
preposition_retained,-454990.4774253167,6906967.607696847,0.11515543613825374,0.8848445638617463
preposition_retained,-574554.7349847034,7945380.135189484,0.08403022037392303,0.915969779626077
preposition_retained,-538391.8191640729,6536236.683771154,0.23344922234302665,0.7665507776569733
preposition_retained,-167638.69285336975,7110403.433528263,0.1400393495673132,0.8599606504326869
preposition_retained,-149832.47238404088,7117957.050985644,0.15026980651264324,0.8497301934873568
preposition_retained,-289091.1627475409,7055473.949976353,0.12666666666666665,0.8733333333333333
preposition_retained,-293049.3832775246,7084463.462860678,0.13466666666666668,0.8653333333333333
preposition_retained,-781396.4121605733,7917046.535759107,0.14588077881491526,0.8541192211850847
preposition_retained,-331426.51056172774,6682977.2444811,0.15252188454365675,0.8474781154563432
preposition_retained,-68277.47571958197,7262805.705650329,0.13196410845572107,0.8680358915442788
preposition_retained,-399551.58989841375,7274957.807251951,0.2827736851190312,0.7172263148809687
preposition_retained,-344390.8897790032,8060095.087444382,0.08779643322405338,0.9122035667759466
preposition_retained,17677.20117949947,6921512.540829129,0.13513829702750868,0.8648617029724913
preposition_retained,-236979.1583905367,6906961.561271681,0.11333333333333331,0.8866666666666666
preposition_retained,-220737.53336430728,6906822.4947494725,0.16897348175996163,0.8310265182400385
preposition_retained,-247304.59775906682,6835213.337683194,0.014666666666666668,0.9853333333333333
preposition_retained,-250433.66619382586,6870695.8906193655,0.19950769438609664,0.8004923056139034
preposition_retained,-394377.3486468516,7292995.166584696,0.2723614682328817,0.7276385317671183
preposition_retained,-105252.91250351258,7042662.7158044325,0.17300733319316675,0.8269926668068331
preposition_retained,-124983.40169069398,7040416.613852901,0.2602350577827141,0.7397649422172857
preposition_retained,-41509.03436597744,6589140.048018842,0.1311579969178239,0.8688420030821761
preposition_retained,-333122.9082819265,6990963.127002778,0.17883525635897254,0.8211647436410275
preposition_retained,-293138.5056618537,6611051.376511704,0.16423477164971798,0.8357652283502821
preposition_retained,-121037.44856859572,7162577.806216603,0,1
preposition_retained,-690987.8869626493,7307622.511010473,0.07289305941379554,0.9271069405862045
preposition_retained,-740585.4177935641,7236776.194348565,0.07781988607297155,0.9221801139270285
preposition_retained,-771904.4774793579,6952813.25073283,0.13876760377593578,0.8612323962240642
preposition_retained,-819682.3576498678,7168209.360322094,0.07083651416325286,0.9291634858367471
preposition_retained,-999775.3860775962,6965358.410869109,0.12287387305257581,0.8771261269474242
preposition_retained,-943499.8657856875,6781796.297927367,0,1
preposition_retained,-813586.8251605514,7361208.676721838,0.06711792130094292,0.9328820786990571
preposition_retained,-902758.1344058499,7294968.790375641,0.06471411101521223,0.9352858889847878
preposition_retained,-636267.9452350857,7232665.373229707,0.12141650649497579,0.8785834935050242
preposition_retained,-696894.4880121913,7047966.379937061,0.008,0.9919999999999999
preposition_retained,-849576.1938950352,7235544.196240737,0.07800977487785865,0.9219902251221413
preposition_retained,-1008197.3066813578,7033221.954515885,0,1
preposition_retained,-1079791.5466291253,6849331.158868178,0.0827885996923927,0.9172114003076073
preposition_retained,-1058027.9182620957,6810969.788700419,0.11064153677750435,0.8893584632224957
preposition_retained,-1142584.7563152858,6825649.242315617,0.09035482800968626,0.9096451719903137
preposition_retained,-759140.0169355981,7022316.931181561,0.06606795991507264,0.9339320400849274
preposition_retained,-806486.0999332699,6919278.6643245155,0.08391923986942558,0.9160807601305744
preposition_retained,-816227.9802671636,6981942.71951041,0.08248477027148232,0.9175152297285177
preposition_retained,-890780.0347450539,7193806.715190331,0.10059723132919457,0.8994027686708055
preposition_retained,-960323.6694848676,6921057.2762653055,0.060000000000000005,0.94
preposition_retained,-867541.434256962,7118740.431168648,0.08568665947007398,0.914313340529926
preposition_retained,-722345.7526229335,7156008.902783385,0.12780461960700104,0.8721953803929989
preposition_retained,-1049624.4544299077,7173046.961001092,0.09664826134228965,0.9033517386577102
preposition_retained,-740988.9398157407,7095802.9416097915,0.11417244186473219,0.8858275581352678
preposition_retained,-775709.0771120468,7217494.6487893695,0.11209724838681942,0.8879027516131806
preposition_retained,-858520.7261122237,7026713.204112975,0.1097447265024416,0.8902552734975583
preposition_retained,-911605.9411174883,7099939.53735486,0.11557293698213078,0.8844270630178692
preposition_retained,-943553.8891345693,7222718.00440244,0.12478434939001391,0.8752156506099861
preposition_retained,-908573.1417783671,6886250.22231409,0.14123037206418454,0.8587696279358155
preposition_retained,-793845.114968698,7263739.745891227,0.0792874777951593,0.9207125222048407
preposition_retained,-791489.3941684288,6847150.28194706,0.10057911315340655,0.8994208868465934
preposition_retained,-831035.8102519755,7082490.256395414,0.14553047869786834,0.8544695213021316
preposition_retained,-719495.5061167644,6861274.949851681,0.0990850579538759,0.9009149420461241
preposition_retained,-672880.569534623,6979451.056654229,0.12566146806608128,0.87433853193391875
preposition_retained,-502344.0188288717,7222785.840503286,0.10620862191210871,0.8937913780878913
preposition_retained,-704373.69950817,6433768.670036883,0.1340592732423802,0.8659407267576198
preposition_retained,-145242.32450067103,6567316.593412411,0.14507339705085812,0.8549266029491419
preposition_retained,-707557.6484518901,7116901.653695856,0.25263154848429953,0.7473684515157004
preposition_retained,-883953.5450833417,7061802.310895334,0.1324183407251052,0.8675816592748948
preposition_retained,-690987.8869626493,7307622.511010473,0.07289305941379554,0.9271069405862045
preposition_retained,-1043337.9533541355,7223301.34155758,0.1056885214815978,0.8943114785184022
preposition_retained,-740585.4177935641,7236776.194348565,0.07781988607297155,0.9221801139270285
preposition_retained,-668696.6264731577,7182118.668535905,0.0944470460070529,0.905552953992947
preposition_retained,-587209.8686565551,6463888.583840038,0.16020177262822807,0.8397982273717718
preposition_retained,-525301.4151512703,6528334.629779343,0.27009485127236355,0.7299051487276365
preposition_retained,-521238.37618875573,6554709.970422163,0.21869671081279257,0.7813032891872074
preposition_retained,-461046.81432192476,6542273.388470698,0.1486043866336436,0.8513956133663565
preposition_retained,-469370.84056548256,6517447.734911614,0.21750000632850108,0.7824999936714988
preposition_retained,-410301.0452073754,6521733.762047685,0.2797978337255036,0.7202021662744965
preposition_retained,-445752.5181623461,6575133.333702486,0.15462622949638863,0.8453737705036114
preposition_retained,-326905.15812366817,6572820.245995547,0.15611015810695997,0.8438898418930401
preposition_retained,-333394.86179793446,6582950.2620637985,0.17272065057870556,0.8272793494212944
preposition_retained,-271866.57548565784,6543686.680638515,0.1720253384497607,0.8279746615502392
preposition_retained,-268948.6689929846,6631150.203004739,0.07114705560565157,0.9288529443943484
preposition_retained,-302616.91502493777,6647413.400563115,0.12022047858733106,0.8797795214126689
preposition_retained,-244689.48028135122,6622107.449820127,0.17237406466182434,0.8276259353381756
preposition_retained,-199130.1975623513,6593912.688426713,0.09887911455482581,0.9011208854451741
preposition_retained,-104527.88865997597,6622636.592609932,0.11281387898796878,0.8871861210120313
preposition_retained,-82072.96625512,6618976.440101561,0.05795527091367414,0.9420447290863259
preposition_retained,-18785.052751874126,6590913.1222612,0.12158576067478216,0.8784142393252179
preposition_retained,10676.98632045525,6615354.897103444,0.12518064735685625,0.8748193526431437
preposition_retained,977.385129164942,6599013.392052929,0.10717347955208736,0.8928265204479127
