placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Cheltenham,0.4721907,0.03828982,0.4895195, -2.0782533,51.89939
Bromsgrove,0.4606256,0.02018634,0.5191881, -2.0619060,52.33559
Skipton,0.3582343,0.02263724,0.6191285, -2.0162787,53.96285
Fraserburgh,0.4476792,0.35424933,0.1980714, -2.0076310,57.69335
Berwick,0.3753463,0.35474377,0.2699100, -2.0053950,55.77024
Poole,0.5113926,0.03895793,0.4496495, -1.9872480,50.71505
Walsall,0.4669500,0.01657072,0.5164793, -1.9829190,52.58621
Cirencester,0.4959407,0.03468117,0.4693781, -1.9682430,51.71849
Evesham,0.4618343,0.03154116,0.5066245, -1.9467700,52.09215
Buxton,0.3371261,0.03359341,0.6292805, -1.9148300,53.25908
Keighley,0.3894607,0.01826616,0.5922731, -1.9123580,53.86780
Birmingham,0.5005698,0.02294726,0.4764830, -1.8904010,52.48624
Bournemouth,0.5080418,0.03830211,0.4536561, -1.8807690,50.71916
Halifax,0.3696282,0.01952881,0.6108430, -1.8575400,53.72702
Salisbury,0.4405253,0.02926829,0.5302064, -1.7944720,51.06878
Ringwood,0.4986671,0.03948684,0.4618461, -1.7888170,50.84495
Huddersfield,0.3459231,0.01686973,0.6372071, -1.7850351,53.64579
Peterhead,0.4476792,0.35369567,0.1986251, -1.7840660,57.50812
Swindon,0.4991564,0.03802726,0.4628164, -1.7797176,51.55577
Bradford,0.3847978,0.01767368,0.5975286, -1.7593980,53.79598
Ashbourne,0.4187805,0.02544509,0.5557744, -1.7321790,53.01663
Marlborough,0.4852389,0.02902177,0.4857393, -1.7270620,51.42007
Stratford-upon-Avon,0.4535632,0.02226345,0.5241733, -1.7082980,52.19173
Alnwick,0.4473846,0.16825915,0.3843563, -1.7062990,55.41274
Otley,0.4049130,0.02596526,0.5691217, -1.6917860,53.90583
Bishop Auckland,0.4135229,0.04497969,0.5414974, -1.6787880,54.66382
Burton upon Trent,0.4087254,0.02934132,0.5619333, -1.6371359,52.81403
Newcastle,0.4021815,0.21173251,0.3860860, -1.6177800,54.97825
Durham,0.4185679,0.05387396,0.5275582, -1.5848520,54.77525
Ashington,0.4136900,0.20690870,0.3794013, -1.5659829,55.18298
Darlington,0.3719190,0.02457453,0.6035065, -1.5594580,54.52361
Leeds,0.4031573,0.02681387,0.5700288, -1.5490774,53.80076
Harrogate,0.4525303,0.02902551,0.5184442, -1.5418120,53.99212
Leamington Spa,0.4636775,0.02724964,0.5090729, -1.5200789,52.28519
Coventry,0.4794727,0.02531230,0.4952150, -1.5196930,52.40682
Blyth,0.4109748,0.21081046,0.3782147, -1.5102770,55.12696
Wakefield,0.3333684,0.01575961,0.6508720, -1.5059240,53.68330
Andover,0.5000000,0.02904253,0.4709575, -1.4919233,51.21120
Witney,0.5132921,0.03149162,0.4552162, -1.4850544,51.78594
Barnsley,0.3236366,0.01735200,0.6590114, -1.4797260,53.55263
Derby,0.3973352,0.02867731,0.5739875, -1.4746186,52.92253
Sheffield,0.3613145,0.02203303,0.6166525, -1.4700850,53.38113
Nuneaton,0.4891033,0.02611946,0.4847772, -1.4653820,52.52049
Northallerton,0.3813857,0.02522350,0.5933908, -1.4299590,54.33796
South Shields,0.4035981,0.19136336,0.4050386, -1.4274060,54.99942
Chesterfield,0.3733388,0.01791238,0.6087489, -1.4216290,53.23505
Southampton,0.5184482,0.02371134,0.4578405, -1.4043509,50.90970
Wetherby,0.4110363,0.02835108,0.5606126, -1.3848160,53.92706
Sunderland,0.4123609,0.13986403,0.4477750, -1.3838010,54.90687
Rotherham,0.3614911,0.02255538,0.6159535, -1.3635009,53.43260
Castleford,0.3371024,0.02012922,0.6427684, -1.3459680,53.72347
Thirsk,0.4268930,0.03276762,0.5403394, -1.3413770,54.23385
Banbury,0.4692029,0.02865613,0.5021410, -1.3397750,52.06290
Stockton,0.3689592,0.02258065,0.6084601, -1.3289821,54.57046
Newbury,0.5188890,0.02182734,0.4592836, -1.3231139,51.40141
Isle of Wight,0.5210695,0.02984461,0.4490859, -1.3047340,50.69385
Isle of Wight,0.5210695,0.02984461,0.4490859, -1.3047340,50.69385
Abingdon,0.5096972,0.03235949,0.4579433, -1.2879529,51.67078
Shetland Islands,0.4267174,0.36149027,0.2117923, -1.2659409,60.52965
Rugby,0.4708560,0.02538456,0.5037594, -1.2650320,52.37088
Oxford,0.5058715,0.03403792,0.4600905, -1.2577263,51.75202
Middlesbrough,0.3680156,0.02268003,0.6093043, -1.2349560,54.57423
Hartlepool,0.3690944,0.02267497,0.6082307, -1.2129260,54.69174
Loughborough,0.4567432,0.02809949,0.5151573, -1.2061660,52.77210
Mansfield,0.3606238,0.01695906,0.6224172, -1.1986740,53.14720
Nottingham,0.4264383,0.02029735,0.5532644, -1.1581086,52.95478
Bicester,0.5103301,0.03555314,0.4541168, -1.1535899,51.89960
Leicester,0.4697439,0.02836147,0.5018946, -1.1397592,52.63688
Doncaster,0.3396311,0.02238539,0.6379835, -1.1284620,53.52282
