placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Tiverton,0.4745601,0.03614787,0.4892920, -3.4912070,50.90205
Tiverton,0.4745601,0.03614787,0.4892920, -3.4912070,50.90205
Minehead,0.5141881,0.03678403,0.4490279, -3.4811520,51.20428
Dunfermline,0.3450024,0.48623853,0.1687591, -3.4521510,56.07174
Perth,0.3650716,0.47548539,0.1594430, -3.4308381,56.39499
Prestatyn,0.3982748,0.02239261,0.5793326, -3.4076130,53.33651
Builth Wells,0.5410321,0.02538071,0.4335871, -3.4045920,52.15002
Braemar,0.4562443,0.32862352,0.2151322, -3.3979439,57.00647
Brecon,0.5629278,0.02927757,0.4077947, -3.3914630,51.94895
Merthyr Tydfil,0.5512320,0.03215144,0.4166166, -3.3816460,51.74873
Llandrindod Wells,0.5358333,0.03500000,0.4291667, -3.3777420,52.24170
Corwen,0.4021599,0.01386202,0.5839781, -3.3692420,52.98005
Cockermouth,0.3530247,0.30364305,0.3433322, -3.3679850,54.66326
Lockerbie,0.3474559,0.32129668,0.3312474, -3.3490080,55.12224
Blairgowrie,0.3850444,0.43561470,0.1793409, -3.3378318,56.58941
Elgin,0.4177344,0.35661989,0.2256457, -3.3184850,57.64945
Newtown,0.4428613,0.03038674,0.5267520, -3.3131060,52.51211
Ruthin,0.4073678,0.01131153,0.5813207, -3.3103108,53.11487
Ruthin,0.4073678,0.01131153,0.5813207, -3.3103108,53.11487
Sidmouth,0.4697597,0.04297310,0.4872672, -3.2375600,50.67865
Barrow-in-Furness,0.4040688,0.02909702,0.5668342, -3.2188940,54.10897
Peebles,0.4856400,0.31806875,0.1962913, -3.1936420,55.65307
Edinburgh,0.4454863,0.35573322,0.1987805, -3.1882670,55.95325
Cardiff,0.5684537,0.02913758,0.4024088, -3.1790900,51.48158
Llangollen,0.3981739,0.01330857,0.5885175, -3.1716600,52.96921
Kirkcaldy,0.4232537,0.38215567,0.1945906, -3.1581370,56.11682
Welshpool,0.4372976,0.02016485,0.5425375, -3.1464070,52.66035
Mold,0.4112255,0.01937214,0.5694024, -3.1419030,53.16720
Mold,0.4112255,0.01937214,0.5694024, -3.1419030,53.16720
Taunton,0.4858531,0.03972564,0.4744213, -3.1068490,51.01534
Wick,0.4273917,0.35971803,0.2128902, -3.0937160,58.43894
John o' Groats,0.4260260,0.36116116,0.2128128, -3.0688997,58.63734
Dalkeith,0.4439918,0.36041896,0.1955892, -3.0666060,55.89312
Oswestry,0.4173379,0.01981772,0.5628444, -3.0564120,52.85715
Blackpool,0.3754126,0.02734629,0.5972411, -3.0356748,53.81751
Birkenhead,0.3968719,0.02682417,0.5763039, -3.0230090,53.38999
Cupar,0.3480360,0.48560253,0.1663615, -3.0101370,56.32023
Southport,0.3767404,0.02465192,0.5986077, -3.0101130,53.64571
Bridgwater,0.4920358,0.03583873,0.4721254, -3.0036320,51.12789
Langholm,0.3596774,0.30151210,0.3388105, -2.9989130,55.15306
Newport,0.5290828,0.02564103,0.4452762, -2.9976640,51.58415
Axminster,0.4947997,0.04930663,0.4558937, -2.9949370,50.78273
Wrexham,0.4055230,0.02255372,0.5719233, -2.9924940,53.04304
Liverpool,0.3956005,0.02716644,0.5772331, -2.9915726,53.40837
Weston-super-Mare,0.5616448,0.03096691,0.4073883, -2.9772550,51.34741
Dundee,0.3762590,0.45926259,0.1644784, -2.9707210,56.46202
Kirkwall,0.4236025,0.36459627,0.2118012, -2.9622491,58.98467
Ambleside,0.3918033,0.14344262,0.4647541, -2.9613330,54.42874
Orkney Islands,0.4236025,0.36459627,0.2118012, -2.9605206,58.98094
Lyme Regis,0.4899466,0.04492617,0.4651272, -2.9366390,50.72516
Carlisle,0.3637865,0.29172462,0.3444889, -2.9329310,54.89247
Chester,0.4086838,0.02047017,0.5708460, -2.8930750,53.19339
Forfar,0.3923025,0.43517893,0.1725186, -2.8890620,56.64356
Morecambe,0.4232492,0.02746869,0.5492821, -2.8649680,54.07417
Selkirk,0.3712547,0.42602996,0.2027154, -2.8385240,55.55066
Galashiels,0.3587723,0.44981336,0.1914144, -2.8144490,55.62373
Lancaster,0.4316760,0.02621410,0.5421099, -2.8007399,54.04657
St Andrews,0.3587012,0.47247315,0.1688256, -2.7967214,56.33978
Hawick,0.4001627,0.32675885,0.2730785, -2.7809140,55.42706
Bridport,0.4884749,0.04167982,0.4698453, -2.7583010,50.73358
Shrewsbury,0.4396035,0.03467740,0.5257191, -2.7553268,52.70730
Penrith,0.3562374,0.22525151,0.4185111, -2.7527080,54.66410
Kendal,0.4327670,0.06929914,0.4979338, -2.7462900,54.32801
Street,0.4960153,0.03347147,0.4705132, -2.7429190,51.12468
Glastonbury,0.4905198,0.03236352,0.4771167, -2.7184540,51.14743
Hereford,0.4806950,0.03334503,0.4859600, -2.7159740,52.05640
Ludlow,0.4558777,0.03488372,0.5092386, -2.7139129,52.36775
Preston,0.3809116,0.02428122,0.5948072, -2.7030900,53.76320
Whitchurch,0.3939243,0.01743028,0.5886454, -2.6820450,52.96872
Wells,0.4931950,0.02858115,0.4782239, -2.6445979,51.20935
Yeovil,0.4980892,0.04012739,0.4617834, -2.6333080,50.94206
Wigan,0.3503978,0.02321638,0.6263858, -2.6325074,53.54506
Warrington,0.3527109,0.02465529,0.6226338, -2.5969501,53.39004
Arbroath,0.3819739,0.45424415,0.1637820, -2.5915430,56.55911
Bristol,0.5201539,0.03445975,0.4453864, -2.5879100,51.45451
Guernsey,0.5087772,0.03181728,0.4594055, -2.5852780,49.46569
Ross-on-Wye,0.4666737,0.03585741,0.4974689, -2.5824460,51.91445
Jedburgh,0.3886926,0.31703965,0.2942678, -2.5549369,55.47772
Sedbergh,0.4330134,0.06277408,0.5042126, -2.5281740,54.32363
Sedbergh,0.4330134,0.06277408,0.5042126, -2.5281740,54.32363
Nantwich,0.3942624,0.02200658,0.5837310, -2.5241020,53.06719
Banff,0.4477371,0.35164531,0.2006176, -2.5240380,57.66651
Dunbar,0.4145558,0.38694915,0.1984951, -2.5167370,56.00209
Cinderford,0.4760979,0.03225069,0.4916514, -2.5009579,51.82530
Banchory,0.4482035,0.35725618,0.1945404, -2.4909599,57.05386
Blackburn,0.3684492,0.02463797,0.6069128, -2.4875290,53.74858
Market Drayton,0.4127436,0.02845583,0.5588006, -2.4834850,52.90355
Telford,0.4626475,0.02630273,0.5110498, -2.4672611,52.67759
Montrose,0.4278959,0.39848414,0.1736200, -2.4661150,56.70692
Turriff,0.4476792,0.35424933,0.1980714, -2.4623000,57.53893
Weymouth,0.5165058,0.03224987,0.4512443, -2.4576210,50.61443
Crewe,0.3913020,0.02145215,0.5872458, -2.4438209,53.10041
Fortuneswell,0.5208333,0.03587963,0.4432870, -2.4422190,50.55919
Dorchester,0.5076831,0.03133253,0.4609844, -2.4411810,50.71116
Alston,0.3546512,0.22653654,0.4188123, -2.4386850,54.81217
Kelso,0.3813002,0.32962016,0.2890796, -2.4322070,55.60003
Wincanton,0.4806513,0.02619160,0.4931571, -2.4160070,51.05569
Clitheroe,0.3817416,0.03083055,0.5874278, -2.3930830,53.87110
Sark,0.5140990,0.03762036,0.4482806, -2.3666256,49.43007
Bath,0.5173055,0.03464299,0.4480515, -2.3590167,51.38106
Kidderminster,0.4582182,0.01761050,0.5241713, -2.2496839,52.38860
Manchester,0.4145831,0.03064934,0.5547676, -2.2426305,53.48076
Burnley,0.3847443,0.02732997,0.5879257, -2.2405035,53.78929
Gloucester,0.4676806,0.03645231,0.4958671, -2.2381560,51.86424
Newcastle-under-Lyme,0.4063276,0.02592151,0.5677508, -2.2273002,53.01321
Worcester,0.4663179,0.02560030,0.5080818, -2.2215750,52.19364
Trowbridge,0.5031040,0.02818792,0.4687081, -2.2088530,51.31966
Shaftesbury,0.4585588,0.03204215,0.5093990, -2.1980830,51.00460
Alderney,0.5106881,0.03777452,0.4515373, -2.1973557,49.71500
Stoke-on-Trent,0.4127886,0.02641157,0.5607998, -2.1794040,53.00267
Colne,0.3495620,0.02126902,0.6291689, -2.1769910,53.85564
Blandford Forum,0.5129610,0.03836117,0.4486778, -2.1653530,50.85691
Rochdale,0.3627549,0.02598802,0.6112571, -2.1561000,53.60971
Jersey,0.5022690,0.03800580,0.4597252, -2.1312500,49.21444
Wolverhampton,0.4652095,0.01693823,0.5178523, -2.1288200,52.58697
Stafford,0.4475493,0.03097305,0.5214777, -2.1206600,52.80669
Macclesfield,0.3718377,0.03039353,0.5977688, -2.1192870,53.25866
Hexham,0.4474382,0.13059482,0.4219670, -2.1121439,54.97266
Aberdeen,0.4498846,0.36049838,0.1896170, -2.0942780,57.14972
Dudley,0.4688649,0.01592243,0.5152126, -2.0811120,52.51226
