placename,sel,self,sen,longitude,latitude
Worksop,0.00000000000,0.9814153,0.01858470336, -1.1227450,53.30930
Basingstoke,0.00072568940,0.9985486,0.00072568940, -1.0923964,51.26654
Portsmouth,0.00047323277,0.9992902,0.00023661639, -1.0879769,50.81977
York,0.00104669757,0.9970634,0.00188987062, -1.0872979,53.95997
Selby,0.00000000000,0.9927331,0.00726685507, -1.0671890,53.78352
Helmsley,0.00000000000,0.9986345,0.00136549841, -1.0562636,54.24651
Towcester,0.00000000000,1.0000000,0.00000000000, -0.9896880,52.13511
Reading,0.00059565174,0.9994043,0.00000000000, -0.9781303,51.45426
Retford,0.00000000000,0.9876062,0.01239384898, -0.9455030,53.32136
Petersfield,0.00000000000,1.0000000,0.00000000000, -0.9389900,51.00759
Northampton,0.00026442202,0.9991406,0.00059494954, -0.9026560,52.24048
Melton Mowbray,0.00032051282,0.9974359,0.00224358974, -0.8871260,52.76640
Aylesbury,0.00061977709,0.9993802,0.00000000000, -0.8084000,51.81561
Newark-on-Trent,0.00000000000,0.9959072,0.00409276944, -0.8065700,53.07004
Malton,0.00137236962,0.9972553,0.00137236962, -0.7978970,54.13684
Chichester,0.00054510766,0.9992505,0.00020441537, -0.7749360,50.83761
Gainsborough,0.00000000000,0.9917608,0.00823924321, -0.7744650,53.40058
Milton Keynes,0.00015574949,0.9996885,0.00015574949, -0.7594171,52.04062
Aldershot,0.00079575597,0.9984085,0.00079575597, -0.7557509,51.24837
High Wycombe,0.00060374321,0.9993963,0.00000000000, -0.7482290,51.62861
Midhurst,0.00000000000,0.9969728,0.00302724521, -0.7372740,50.98690
Kettering,0.00058286380,0.9988343,0.00058286380, -0.7302490,52.39632
Wellingborough,0.00000000000,1.0000000,0.00000000000, -0.6939640,52.30242
Corby,0.00548383411,0.9945162,0.00000000000, -0.6842333,52.49230
Bognor Regis,0.00047020101,0.9993535,0.00017632538, -0.6730610,50.78300
Scunthorpe,0.00186668741,0.9927666,0.00536672630, -0.6544130,53.58865
Grantham,0.00000000000,0.9946619,0.00533807829, -0.6435820,52.91252
Whitby,0.00111912460,0.9973887,0.00149216613, -0.6133470,54.48633
Slough,0.00000000000,1.0000000,0.00000000000, -0.5950406,51.51054
Guildford,0.00028540442,0.9997146,0.00000000000, -0.5704090,51.23622
Woking,0.00031179845,0.9993764,0.00031179845, -0.5600349,51.31677
Lincoln,0.00033477472,0.9960664,0.00359882829, -0.5405790,53.23069
Bedford,0.00057142857,0.9994286,0.00000000000, -0.4667782,52.13864
Heathrow,0.00166968137,0.9983303,0.00000000000, -0.4542955,51.47002
Driffield,0.00000000000,0.9964093,0.00359066427, -0.4433770,54.00600
Beverley,0.00000000000,0.9978089,0.00219106047, -0.4350930,53.84196
Luton,0.00118284869,0.9988172,0.00000000000, -0.4200255,51.87867
Scarborough,0.00034714187,0.9965286,0.00312427679, -0.3997520,54.28311
Worthing,0.00000000000,1.0000000,0.00000000000, -0.3728820,50.81787
Dorking,0.00107546155,0.9989245,0.00000000000, -0.3323780,51.23220
Hull,0.00022427810,0.9977572,0.00201850294, -0.3274198,53.76762
Horsham,0.00066441913,0.9993356,0.00000000000, -0.3258580,51.06288
Biggleswade,0.00000000000,1.0000000,0.00000000000, -0.2642200,52.08694
Peterborough,0.00000000000,1.0000000,0.00000000000, -0.2405299,52.56950
Welwyn Garden City,0.00042397553,0.9994064,0.00016959021, -0.2086610,51.80317
Bridlington,0.00000000000,0.9963680,0.00363196126, -0.1988020,54.08535
Stevenage,0.00000000000,0.9993919,0.00060812454, -0.1966120,51.90376
Crawley,0.00000000000,1.0000000,0.00000000000, -0.1872275,51.10914
Huntingdon,0.00000000000,0.9989503,0.00104968509, -0.1825520,52.33146
Hove,0.00050665184,0.9993582,0.00013510716, -0.1687490,50.82793
Spalding,0.00173410405,0.9982659,0.00000000000, -0.1537024,52.79010
Brighton,0.00053291917,0.9993339,0.00013322979, -0.1371630,50.82253
London,0.00060649965,0.9992627,0.00013084037, -0.1277583,51.50735
Grimsby,0.00000000000,0.9976357,0.00236433236, -0.0807840,53.56747
Boston,0.00152768937,0.9971356,0.00133672820, -0.0265770,52.97894
Royston,0.00000000000,1.0000000,0.00000000000, -0.0240660,52.04814
Louth,0.00000000000,0.9987841,0.00121592867, -0.0077110,53.36596
Lewes,0.00000000000,1.0000000,0.00000000000,  0.0087800,50.87387
Chatteris,0.00165061898,0.9983494,0.00000000000,  0.0540120,52.45610
Uckfield,0.00000000000,1.0000000,0.00000000000,  0.0959130,50.96641
Cambridge,0.00020865404,0.9993740,0.00041730808,  0.1218170,52.20534
Bishop's Stortford,0.00000000000,1.0000000,0.00000000000,  0.1536502,51.87216
Wisbech,0.00000000000,1.0000000,0.00000000000,  0.1587970,52.66632
Sevenoaks,0.00104076323,0.9989592,0.00000000000,  0.1908980,51.27241
Tunbridge Wells,0.00040182159,0.9995982,0.00000000000,  0.2636950,51.13238
Eastbourne,0.00048305722,0.9995169,0.00000000000,  0.2904720,50.76803
Brentwood,0.00000000000,1.0000000,0.00000000000,  0.3071749,51.62047
Skegness,0.00000000000,1.0000000,0.00000000000,  0.3378810,53.14640
Downham Market,0.00000000000,1.0000000,0.00000000000,  0.3854720,52.60661
King's Lynn,0.00000000000,1.0000000,0.00000000000,  0.4022963,52.75168
Bexhill,0.00096806000,0.9990319,0.00000000000,  0.4662071,50.84991
Chelmsford,0.00085775554,0.9991422,0.00000000000,  0.4685497,51.73559
Mildenhall,0.00000000000,1.0000000,0.00000000000,  0.5156095,52.34757
Medway,0.00086680150,0.9991332,0.00000000000,  0.5417861,51.40474
Braintree,0.00000000000,1.0000000,0.00000000000,  0.5509269,51.88009
Gillingham,0.00075490689,0.9992451,0.00000000000,  0.5514380,51.38632
Hastings,0.00112461732,0.9988754,0.00000000000,  0.5734530,50.85426
Maldon,0.00070191858,0.9992981,0.00000000000,  0.6714480,51.73181
Southend,0.00029636947,0.9997036,0.00000000000,  0.7077123,51.54593
Bury St Edmunds,0.00000000000,0.9996374,0.00036255967,  0.7104932,52.24292
Thetford,0.00000000000,1.0000000,0.00000000000,  0.7516570,52.41286
Ashford,0.00000000000,1.0000000,0.00000000000,  0.8750190,51.14647
Faversham,0.00000000000,1.0000000,0.00000000000,  0.8893580,51.31599
Colchester,0.00069889342,0.9993011,0.00000000000,  0.8918740,51.89593
New Romney,0.00000000000,1.0000000,0.00000000000,  0.9394730,50.98512
Canterbury,0.00069591844,0.9993041,0.00000000000,  1.0789089,51.28023
Ipswich,0.00000000000,1.0000000,0.00000000000,  1.1482200,52.05674
Clacton,0.00050449844,0.9994955,0.00000000000,  1.1530350,51.78953
Folkestone,0.00000000000,1.0000000,0.00000000000,  1.1694560,51.08140
Sheringham,0.00000000000,0.9990536,0.00094637224,  1.2109589,52.94442
Harwich,0.00000000000,1.0000000,0.00000000000,  1.2602970,51.93473
Norwich,0.00019189868,0.9995203,0.00028784802,  1.2973550,52.63089
Cromer,0.00000000000,0.9990096,0.00099042588,  1.3018660,52.93145
Dover,0.00043789228,0.9995621,0.00000000000,  1.3134027,51.12788
Felixstowe,0.00000000000,1.0000000,0.00000000000,  1.3512550,51.96173
Margate,0.00000000000,1.0000000,0.00000000000,  1.3868339,51.38965
Ramsgate,0.00035744072,0.9996426,0.00000000000,  1.4198950,51.33555
Great Yarmouth,0.00000000000,1.0000000,0.00000000000,  1.7280470,52.59823
Lowestoft,0.00000000000,1.0000000,0.00000000000,  1.7534490,52.48114
Swaffham,0.00088269910,0.9991173,0.00000000000,  0.6874810,52.64747
Dereham,0.00091361283,0.9990864,0.00000000000,  0.9378270,52.68162
Ely,0.00000000000,1.0000000,0.00000000000,  0.2623630,52.39954
March,0.00000000000,1.0000000,0.00000000000,  0.0886220,52.55172
St Neots,0.00147203140,0.9985280,0.00000000000, -0.2651030,52.23008
Banham,0.00129813933,0.9987019,0.00000000000,  1.0402849,52.45125
Holt,0.00000000000,0.9990920,0.00090799031,  1.0867470,52.90936
Cromer,0.00000000000,0.9990096,0.00099042588,  1.3018660,52.93145
Hunstanton,0.00000000000,1.0000000,0.00000000000,  0.4910320,52.93891
Horncastle,0.00250000000,0.9975000,0.00000000000, -0.1124500,53.20731
Market Weighton,0.00000000000,0.9983926,0.00160742990, -0.6677465,53.86484
Hawes,0.00000000000,0.9972299,0.00277008310, -2.1968695,54.30383
Reeth,0.00168539326,0.9966292,0.00168539326, -1.9428115,54.38946
Aysgarth,0.00203114421,0.9959377,0.00203114421, -1.9967434,54.29159
Stanhope,0.01489277204,0.9851072,0.00000000000, -2.0113020,54.74946
Keswick,0.00397460668,0.9960254,0.00000000000, -3.1347060,54.60128
Oxenholme,0.00299593409,0.9952921,0.00171196234, -2.7243328,54.30134
