placename,past participle,present participle,longitude,latitude
Great Yarmouth,0.37099494,0.6290051,  1.7280470,52.59823
Lowestoft,0.36237514,0.6376249,  1.7534490,52.48114
Swaffham,0.37668645,0.6233135,  0.6874810,52.64747
Dereham,0.38235294,0.6176471,  0.9378270,52.68162
Ely,0.39419355,0.6058065,  0.2623630,52.39954
March,0.42839582,0.5716042,  0.0886220,52.55172
St Neots,0.37138111,0.6286189, -0.2651030,52.23008
Banham,0.36332767,0.6366723,  1.0402849,52.45125
Holt,0.39678284,0.6032172,  1.0867470,52.90936
Cromer,0.39293362,0.6070664,  1.3018660,52.93145
Hunstanton,0.45951417,0.5404858,  0.4910320,52.93891
Horncastle,0.65810502,0.3418950, -0.1124500,53.20731
Market Weighton,0.73858173,0.2614183, -0.6677465,53.86484
Hawes,0.67581699,0.3241830, -2.1968695,54.30383
Reeth,0.67392784,0.3260722, -1.9428115,54.38946
Aysgarth,0.70081019,0.2991898, -1.9967434,54.29159
Stanhope,0.50025813,0.4997419, -2.0113020,54.74946
Keswick,0.59459459,0.4054054, -3.1347060,54.60128
Oxenholme,0.67719107,0.3228089, -2.7243328,54.30134
