placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Milford Haven,0.5368349,0.028649386,0.4345157, -5.0426971,51.71431
Stranraer,0.3891553,0.454813722,0.1560310, -5.0240550,54.90337
Fishguard,0.5393285,0.027817746,0.4328537, -4.9759890,51.99393
Inchnadamph,0.4119383,0.358828870,0.2292329, -4.9742950,58.15221
Haverfordwest,0.5328176,0.030004688,0.4371777, -4.9713190,51.80047
Dunoon,0.3884266,0.453591089,0.1579823, -4.9262140,55.95097
Pembroke,0.5434492,0.030748663,0.4258021, -4.9086370,51.67404
Girvan,0.3369887,0.499260720,0.1637506, -4.8542179,55.24016
Wadebridge,0.4673728,0.033844655,0.4987826, -4.8364560,50.51665
Invergarry,0.4378378,0.322702703,0.2394595, -4.8002610,57.07095
St Austell,0.4649393,0.029678610,0.5053821, -4.7834252,50.34038
Greenock,0.3899482,0.454981690,0.1550701, -4.7719830,55.95648
Helensburgh,0.3970287,0.444544057,0.1584273, -4.7340140,56.00232
Bodmin,0.4736348,0.029182317,0.4971829, -4.7188629,50.47150
Tenby,0.5435657,0.030831099,0.4256032, -4.7035790,51.67274
Camelford,0.4703193,0.029380902,0.5002998, -4.6823640,50.62206
Irvine,0.3426607,0.494190183,0.1631492, -4.6696364,55.61157
Cardigan,0.5383972,0.028039339,0.4335635, -4.6608640,52.08370
Holyhead,0.4410267,0.073398388,0.4855749, -4.6330380,53.30944
Ayr,0.3302122,0.507116105,0.1626717, -4.6291790,55.45856
Dumbarton,0.4004654,0.451525336,0.1480093, -4.5645540,55.94529
Bude,0.4661305,0.038818435,0.4950510, -4.5436780,50.82664
Isle of Man,0.3780420,0.311888112,0.3100699, -4.5126331,54.27697
Kilmarnock,0.3390081,0.508265482,0.1527264, -4.4987920,55.61472
Newton Stewart,0.3501755,0.457873621,0.1919509, -4.4831640,54.96030
Liskeard,0.4790570,0.026096491,0.4948465, -4.4647190,50.45552
Altnaharra,0.4163175,0.362734289,0.2209482, -4.4426550,58.28023
Pwllheli,0.4628026,0.080834999,0.4563624, -4.4176339,52.88882
Lairg,0.4170414,0.363084532,0.2198741, -4.4024140,58.02206
Launceston,0.4746936,0.027008625,0.4982978, -4.3604516,50.63683
Carmarthen,0.5342657,0.031701632,0.4340326, -4.3121310,51.85762
Llangefni,0.4411765,0.073212019,0.4856115, -4.3114020,53.25579
Caernarfon,0.4410267,0.073398388,0.4855749, -4.2739110,53.13955
Cumnock,0.3640149,0.481481481,0.1545036, -4.2658289,55.45355
Aberaeron,0.5146709,0.032355274,0.4529738, -4.2581619,52.24279
Alness,0.4177509,0.359200743,0.2230483, -4.2568250,57.69595
Glasgow,0.4346797,0.399019099,0.1663012, -4.2518060,55.86424
Dalwhinnie,0.4303731,0.342354178,0.2272727, -4.2427830,56.93660
Inverness,0.4181176,0.358117647,0.2237647, -4.2247210,57.47777
Saltash,0.4884199,0.023484848,0.4880952, -4.2164300,50.40921
Bideford,0.4696169,0.036162483,0.4942206, -4.2066660,51.01668
Invergordon,0.4178654,0.360092807,0.2220418, -4.1728820,57.68811
Llanelli,0.5763261,0.033005894,0.3906680, -4.1602480,51.68089
Plymouth,0.4834886,0.022967824,0.4935436, -4.1426565,50.37546
Tavistock,0.4817128,0.025423729,0.4928635, -4.1416540,50.55112
Porthmadog,0.4471922,0.092220505,0.4605873, -4.1333840,52.92784
Bangor,0.4394628,0.067768595,0.4927686, -4.1292630,53.22739
Tywyn,0.5016270,0.037335160,0.4610378, -4.0872490,52.58701
Aberystwyth,0.5004399,0.039415802,0.4601443, -4.0829200,52.41530
Lampeter,0.5214941,0.029624859,0.4488810, -4.0785090,52.11290
Barnstaple,0.4694118,0.034789916,0.4957983, -4.0583380,51.07816
Tain,0.4180086,0.359491948,0.2224994, -4.0552300,57.81150
Okehampton,0.4716235,0.034656536,0.4937200, -4.0042630,50.73831
Llandeilo,0.5462506,0.033228559,0.4205209, -3.9914300,51.88469
Motherwell,0.3921569,0.454991087,0.1528520, -3.9810968,55.78321
Golspie,0.4133538,0.366571491,0.2200747, -3.9760860,57.97341
Airdrie,0.3655045,0.477223565,0.1572719, -3.9625660,55.86627
Swansea,0.5878049,0.032585366,0.3796098, -3.9436460,51.62144
Stirling,0.3860072,0.429480054,0.1845128, -3.9369029,56.11652
Tregaron,0.5029178,0.040318302,0.4567639, -3.9343850,52.22000
Tregaron,0.5029178,0.040318302,0.4567639, -3.9343850,52.22000
Castle Douglas,0.3706048,0.405414909,0.2239803, -3.9314140,54.94042
Dolgellau,0.4928853,0.033259043,0.4738556, -3.8844000,52.74215
Aberfeldy,0.4129317,0.371418075,0.2156503, -3.8669690,56.62175
Machynlleth,0.5042234,0.034476814,0.4612998, -3.8534850,52.59027
Brora,0.4133538,0.366571491,0.2200747, -3.8525480,58.01216
Llandudno,0.4148411,0.069469114,0.5156898, -3.8276090,53.32406
Llandudno,0.4148411,0.069469114,0.5156898, -3.8276090,53.32406
Aviemore,0.4606613,0.298175599,0.2411631, -3.8238120,57.19449
Dalbeattie,0.3339346,0.341893039,0.3241723, -3.8225270,54.93422
Falkirk,0.3769450,0.459172020,0.1638829, -3.7839131,56.00188
Kingsbridge,0.4829648,0.028361725,0.4886734, -3.7774930,50.28395
Pitlochry,0.4121014,0.385527392,0.2023712, -3.7297110,56.70436
Colwyn Bay,0.4148547,0.067731383,0.5174139, -3.7276400,53.29318
Totnes,0.4789069,0.031406596,0.4896865, -3.6857970,50.43374
Grantown-on-Spey,0.4432897,0.325350203,0.2313601, -3.6096280,57.33041
Dumfries,0.3419070,0.338355575,0.3197374, -3.6051200,55.07086
Whitehaven,0.3924682,0.275862069,0.3316697, -3.5892330,54.54970
Dartmouth,0.4808143,0.032069158,0.4871166, -3.5788070,50.35252
Bridgend,0.5266961,0.033721397,0.4395825, -3.5769450,51.50429
Paignton,0.4804351,0.036450723,0.4831141, -3.5642350,50.43508
Workington,0.3520915,0.315136476,0.3327721, -3.5427520,54.64357
Llanidloes,0.5016513,0.035807405,0.4625413, -3.5401950,52.44779
Exeter,0.4598458,0.043257476,0.4968967, -3.5338990,50.71841
Torquay,0.4790233,0.036791216,0.4841855, -3.5253150,50.46192
Thurso,0.4183258,0.366302719,0.2153714, -3.5220800,58.59357
Livingston,0.4085138,0.431665422,0.1598208, -3.5180680,55.90071
Rhyl,0.4130158,0.025343861,0.5616403, -3.4916340,53.31914
Tiverton,0.4648496,0.040601504,0.4945489, -3.4912070,50.90205
Tiverton,0.4648496,0.040601504,0.4945489, -3.4912070,50.90205
Minehead,0.5329996,0.035224323,0.4317760, -3.4811520,51.20428
Dunfermline,0.3427788,0.464899452,0.1923218, -3.4521510,56.07174
Perth,0.3675893,0.471493493,0.1609172, -3.4308381,56.39499
Prestatyn,0.3897400,0.023030543,0.5872294, -3.4076130,53.33651
Builth Wells,0.5468915,0.031612223,0.4214963, -3.4045920,52.15002
Braemar,0.4593326,0.313347237,0.2273201, -3.3979439,57.00647
Brecon,0.5603749,0.021795990,0.4178291, -3.3914630,51.94895
Merthyr Tydfil,0.5542925,0.030200204,0.4155073, -3.3816460,51.74873
Llandrindod Wells,0.5567010,0.037113402,0.4061856, -3.3777420,52.24170
Corwen,0.3959235,0.012265512,0.5918110, -3.3692420,52.98005
Cockermouth,0.3457702,0.297561877,0.3566679, -3.3679850,54.66326
Lockerbie,0.3442678,0.327810121,0.3279221, -3.3490080,55.12224
Blairgowrie,0.3799458,0.440921409,0.1791328, -3.3378318,56.58941
Elgin,0.4191494,0.365249033,0.2156015, -3.3184850,57.64945
Newtown,0.4705274,0.040330920,0.4891417, -3.3131060,52.51211
Ruthin,0.4268916,0.009713701,0.5633947, -3.3103108,53.11487
Ruthin,0.4268916,0.009713701,0.5633947, -3.3103108,53.11487
Sidmouth,0.4613426,0.045843187,0.4928143, -3.2375600,50.67865
Barrow-in-Furness,0.4071632,0.029146607,0.5636902, -3.2188940,54.10897
Peebles,0.4077548,0.405878674,0.1863665, -3.1936420,55.65307
Edinburgh,0.4510557,0.352146582,0.1967977, -3.1882670,55.95325
Cardiff,0.5687794,0.030013655,0.4012070, -3.1790900,51.48158
Llangollen,0.4002446,0.015024458,0.5847310, -3.1716600,52.96921
Kirkcaldy,0.4031510,0.404345477,0.1925035, -3.1581370,56.11682
Welshpool,0.4342311,0.021453179,0.5443157, -3.1464070,52.66035
Mold,0.4040008,0.021439510,0.5745597, -3.1419030,53.16720
Mold,0.4040008,0.021439510,0.5745597, -3.1419030,53.16720
Taunton,0.4761303,0.043313310,0.4805564, -3.1068490,51.01534
Wick,0.4250853,0.366045657,0.2088691, -3.0937160,58.43894
John o' Groats,0.4266597,0.365258462,0.2080819, -3.0688997,58.63734
Dalkeith,0.4451207,0.358756728,0.1961225, -3.0666060,55.89312
Oswestry,0.4163732,0.020136444,0.5634903, -3.0564120,52.85715
Blackpool,0.3691425,0.027892715,0.6029648, -3.0356748,53.81751
Birkenhead,0.3981850,0.027410456,0.5744045, -3.0230090,53.38999
Cupar,0.3567759,0.479273694,0.1639504, -3.0101370,56.32023
Southport,0.3774147,0.026087741,0.5964976, -3.0101130,53.64571
Bridgwater,0.4852864,0.037046768,0.4776668, -3.0036320,51.12789
Langholm,0.3609127,0.296842590,0.3422448, -2.9989130,55.15306
Newport,0.5184722,0.028333333,0.4531944, -2.9976640,51.58415
Axminster,0.4786771,0.050478677,0.4708442, -2.9949370,50.78273
Wrexham,0.4079186,0.020955067,0.5711263, -2.9924940,53.04304
Liverpool,0.3976165,0.027811716,0.5745718, -2.9915726,53.40837
Weston-super-Mare,0.5656254,0.034024251,0.4003503, -2.9772550,51.34741
Dundee,0.3779014,0.455879532,0.1662191, -2.9707210,56.46202
Kirkwall,0.4266090,0.369371661,0.2040193, -2.9622491,58.98467
Ambleside,0.4011917,0.150943396,0.4478649, -2.9613330,54.42874
Orkney Islands,0.4266090,0.369371661,0.2040193, -2.9605206,58.98094
Lyme Regis,0.4906524,0.052270126,0.4570775, -2.9366390,50.72516
Carlisle,0.3560000,0.299906977,0.3440930, -2.9329310,54.89247
Chester,0.4186992,0.024390244,0.5569106, -2.8930750,53.19339
Forfar,0.3931324,0.442536790,0.1643308, -2.8890620,56.64356
Morecambe,0.4299554,0.023598122,0.5464465, -2.8649680,54.07417
Selkirk,0.3734030,0.404761905,0.2218351, -2.8385240,55.55066
Galashiels,0.3690289,0.435170604,0.1958005, -2.8144490,55.62373
Lancaster,0.4348527,0.019787112,0.5453602, -2.8007399,54.04657
St Andrews,0.3600539,0.475044883,0.1649013, -2.7967214,56.33978
Hawick,0.3969022,0.302274927,0.3008228, -2.7809140,55.42706
Bridport,0.4931667,0.041000000,0.4658333, -2.7583010,50.73358
Shrewsbury,0.4210475,0.032760391,0.5461922, -2.7553268,52.70730
Penrith,0.3594273,0.217391304,0.4231814, -2.7527080,54.66410
Kendal,0.4324975,0.064845199,0.5026573, -2.7462900,54.32801
Street,0.5003514,0.032677442,0.4669712, -2.7429190,51.12468
Glastonbury,0.4956807,0.033172080,0.4711472, -2.7184540,51.14743
Hereford,0.4894020,0.034822104,0.4757759, -2.7159740,52.05640
Ludlow,0.4523731,0.033687355,0.5139396, -2.7139129,52.36775
Preston,0.3652570,0.023919948,0.6108230, -2.7030900,53.76320
Whitchurch,0.3986004,0.015485408,0.5859142, -2.6820450,52.96872
Wells,0.4885225,0.028797997,0.4826795, -2.6445979,51.20935
Yeovil,0.4864341,0.044767442,0.4687984, -2.6333080,50.94206
Wigan,0.3523276,0.024411013,0.6232614, -2.6325074,53.54506
Warrington,0.3503589,0.024737247,0.6249039, -2.5969501,53.39004
Arbroath,0.3859044,0.448127156,0.1659685, -2.5915430,56.55911
Bristol,0.5224146,0.035306460,0.4422790, -2.5879100,51.45451
Guernsey,0.4947317,0.034672874,0.4705954, -2.5852780,49.46569
Ross-on-Wye,0.4674842,0.036903690,0.4956121, -2.5824460,51.91445
Jedburgh,0.3897024,0.305857345,0.3044402, -2.5549369,55.47772
Sedbergh,0.4294201,0.066014670,0.5045653, -2.5281740,54.32363
Sedbergh,0.4294201,0.066014670,0.5045653, -2.5281740,54.32363
Nantwich,0.3992513,0.019694010,0.5810547, -2.5241020,53.06719
Banff,0.4419279,0.360715339,0.1973568, -2.5240380,57.66651
Dunbar,0.3649698,0.429465056,0.2055651, -2.5167370,56.00209
Cinderford,0.4745315,0.033157136,0.4923114, -2.5009579,51.82530
Banchory,0.4483803,0.359319427,0.1923003, -2.4909599,57.05386
Blackburn,0.3735327,0.025991001,0.6004763, -2.4875290,53.74858
Market Drayton,0.4172560,0.027316124,0.5554279, -2.4834850,52.90355
Telford,0.4555396,0.033494826,0.5109656, -2.4672611,52.67759
Montrose,0.4086468,0.425867123,0.1654861, -2.4661150,56.70692
Turriff,0.4463710,0.353912279,0.1997167, -2.4623000,57.53893
Weymouth,0.5080060,0.030397798,0.4615962, -2.4576210,50.61443
Crewe,0.3976703,0.021326165,0.5810036, -2.4438209,53.10041
Fortuneswell,0.5113573,0.032409972,0.4562327, -2.4422190,50.55919
Dorchester,0.5093207,0.031792646,0.4588866, -2.4411810,50.71116
Alston,0.3529672,0.226306466,0.4207263, -2.4386850,54.81217
Kelso,0.3808511,0.307872340,0.3112766, -2.4322070,55.60003
Wincanton,0.4997283,0.030163043,0.4701087, -2.4160070,51.05569
Clitheroe,0.3931405,0.027998133,0.5788614, -2.3930830,53.87110
Sark,0.5141265,0.032569455,0.4533040, -2.3666256,49.43007
Bath,0.5060720,0.033340693,0.4605873, -2.3590167,51.38106
Kidderminster,0.4605191,0.018774158,0.5207068, -2.2496839,52.38860
Manchester,0.4142936,0.030552739,0.5551537, -2.2426305,53.48076
Burnley,0.3559036,0.022192092,0.6219043, -2.2405035,53.78929
Gloucester,0.4656496,0.034807236,0.4995432, -2.2381560,51.86424
Newcastle-under-Lyme,0.3912899,0.025182846,0.5835273, -2.2273002,53.01321
Worcester,0.4642334,0.025568459,0.5101981, -2.2215750,52.19364
Trowbridge,0.5034874,0.028247602,0.4682650, -2.2088530,51.31966
Shaftesbury,0.4118786,0.026145901,0.5619755, -2.1980830,51.00460
Alderney,0.5074014,0.038616251,0.4539823, -2.1973557,49.71500
Stoke-on-Trent,0.4141672,0.027421896,0.5584109, -2.1794040,53.00267
Colne,0.3695135,0.020598954,0.6098875, -2.1769910,53.85564
Blandford Forum,0.5171106,0.039678135,0.4432112, -2.1653530,50.85691
Rochdale,0.3668953,0.024833673,0.6082710, -2.1561000,53.60971
Jersey,0.5154624,0.035688114,0.4488495, -2.1312500,49.21444
Wolverhampton,0.4654016,0.016718445,0.5178800, -2.1288200,52.58697
Stafford,0.4471814,0.031451071,0.5213675, -2.1206600,52.80669
Macclesfield,0.3709608,0.029513141,0.5995261, -2.1192870,53.25866
Hexham,0.4473108,0.130550344,0.4221388, -2.1121439,54.97266
Aberdeen,0.4538896,0.355564524,0.1905459, -2.0942780,57.14972
Dudley,0.4676715,0.014769808,0.5175587, -2.0811120,52.51226
Cheltenham,0.4751858,0.038519939,0.4862943, -2.0782533,51.89939
Bromsgrove,0.4532736,0.018473241,0.5282532, -2.0619060,52.33559
Skipton,0.3607393,0.015296367,0.6239643, -2.0162787,53.96285
Fraserburgh,0.4485361,0.352649174,0.1988147, -2.0076310,57.69335
Berwick,0.3777778,0.341468254,0.2807540, -2.0053950,55.77024
Poole,0.5128523,0.038291083,0.4488566, -1.9872480,50.71505
Walsall,0.4714682,0.018105174,0.5104266, -1.9829190,52.58621
Cirencester,0.5039537,0.036975164,0.4590712, -1.9682430,51.71849
Evesham,0.4654075,0.031923630,0.5026689, -1.9467700,52.09215
Buxton,0.3364277,0.034312573,0.6292597, -1.9148300,53.25908
Keighley,0.3936814,0.020054114,0.5862645, -1.9123580,53.86780
Birmingham,0.5017116,0.022797768,0.4754907, -1.8904010,52.48624
Bournemouth,0.5101799,0.040917177,0.4489029, -1.8807690,50.71916
Halifax,0.3729258,0.018676520,0.6083977, -1.8575400,53.72702
Salisbury,0.4409036,0.029043969,0.5300524, -1.7944720,51.06878
Ringwood,0.5106984,0.040573274,0.4487283, -1.7888170,50.84495
Huddersfield,0.3444562,0.019007392,0.6365364, -1.7850351,53.64579
Peterhead,0.4579033,0.346480025,0.1956166, -1.7840660,57.50812
Swindon,0.4840535,0.028806584,0.4871399, -1.7797176,51.55577
Bradford,0.3882391,0.018647256,0.5931136, -1.7593980,53.79598
Ashbourne,0.4173956,0.026159432,0.5564450, -1.7321790,53.01663
Marlborough,0.4885625,0.027813881,0.4836236, -1.7270620,51.42007
Stratford-upon-Avon,0.4533736,0.020206712,0.5264197, -1.7082980,52.19173
Alnwick,0.4404125,0.186312002,0.3732755, -1.7062990,55.41274
Otley,0.4281197,0.024926223,0.5469540, -1.6917860,53.90583
Bishop Auckland,0.4112160,0.037851169,0.5509329, -1.6787880,54.66382
Burton upon Trent,0.4056469,0.030289492,0.5640636, -1.6371359,52.81403
Newcastle,0.4033057,0.209792248,0.3869020, -1.6177800,54.97825
Durham,0.4255751,0.060487145,0.5139378, -1.5848520,54.77525
Ashington,0.4524481,0.165354863,0.3821971, -1.5659829,55.18298
Darlington,0.3706936,0.024728219,0.6045782, -1.5594580,54.52361
Leeds,0.4033145,0.026666324,0.5700192, -1.5490774,53.80076
Harrogate,0.4372986,0.026761945,0.5359395, -1.5418120,53.99212
Leamington Spa,0.4691806,0.027559320,0.5032601, -1.5200789,52.28519
Coventry,0.4848290,0.026320792,0.4888502, -1.5196930,52.40682
Blyth,0.4320391,0.189301924,0.3786590, -1.5102770,55.12696
Wakefield,0.3403932,0.013339574,0.6462673, -1.5059240,53.68330
Andover,0.5137872,0.024890190,0.4613226, -1.4919233,51.21120
Witney,0.5150740,0.031719350,0.4532067, -1.4850544,51.78594
Barnsley,0.3252958,0.015955540,0.6587487, -1.4797260,53.55263
Derby,0.3990990,0.028224694,0.5726763, -1.4746186,52.92253
Sheffield,0.3602856,0.022579008,0.6171354, -1.4700850,53.38113
Nuneaton,0.4904328,0.022927660,0.4866396, -1.4653820,52.52049
Northallerton,0.3991826,0.026702997,0.5741144, -1.4299590,54.33796
South Shields,0.4057037,0.192596933,0.4016994, -1.4274060,54.99942
Chesterfield,0.3713650,0.017512639,0.6111223, -1.4216290,53.23505
Southampton,0.5150054,0.019981340,0.4650132, -1.4043509,50.90970
Wetherby,0.4076186,0.029083029,0.5632984, -1.3848160,53.92706
Sunderland,0.4064393,0.142678430,0.4508823, -1.3838010,54.90687
Rotherham,0.3608025,0.022524524,0.6166729, -1.3635009,53.43260
Castleford,0.3384187,0.020695145,0.6408862, -1.3459680,53.72347
Thirsk,0.4268150,0.035860656,0.5373244, -1.3413770,54.23385
Banbury,0.4696786,0.041843542,0.4884779, -1.3397750,52.06290
Stockton,0.3639130,0.022076913,0.6140101, -1.3289821,54.57046
Newbury,0.5313099,0.017891374,0.4507987, -1.3231139,51.40141
Isle of Wight,0.5193911,0.030392846,0.4502160, -1.3047340,50.69385
Isle of Wight,0.5193911,0.030392846,0.4502160, -1.3047340,50.69385
Abingdon,0.5081803,0.033092191,0.4587275, -1.2879529,51.67078
Shetland Islands,0.4355703,0.366675172,0.1977545, -1.2659409,60.52965
Rugby,0.4732948,0.026974952,0.4997303, -1.2650320,52.37088
Oxford,0.5122393,0.033396099,0.4543646, -1.2577263,51.75202
Middlesbrough,0.3698281,0.022087842,0.6080840, -1.2349560,54.57423
Hartlepool,0.3687773,0.022033388,0.6091894, -1.2129260,54.69174
Loughborough,0.4581961,0.027890761,0.5139131, -1.2061660,52.77210
Mansfield,0.3482610,0.022160665,0.6295783, -1.1986740,53.14720
Nottingham,0.4286568,0.020858244,0.5504849, -1.1581086,52.95478
Bicester,0.5209760,0.035627409,0.4433966, -1.1535899,51.89960
Leicester,0.4617347,0.026093294,0.5121720, -1.1397592,52.63688
Doncaster,0.3391930,0.023831996,0.6369750, -1.1284620,53.52282
Worksop,0.3412063,0.020691001,0.6381027, -1.1227450,53.30930
Basingstoke,0.5176325,0.032409908,0.4499576, -1.0923964,51.26654
Portsmouth,0.5319325,0.032097948,0.4359696, -1.0879769,50.81977
York,0.4027188,0.024149885,0.5731313, -1.0872979,53.95997
Selby,0.3950355,0.009929078,0.5950355, -1.0671890,53.78352
Helmsley,0.4163539,0.029094278,0.5545518, -1.0562636,54.24651
Towcester,0.4670735,0.035627761,0.4972988, -0.9896880,52.13511
Reading,0.5181169,0.024396856,0.4574862, -0.9781303,51.45426
Retford,0.3677130,0.011771300,0.6205157, -0.9455030,53.32136
Petersfield,0.5310928,0.040695016,0.4282122, -0.9389900,51.00759
Northampton,0.4469597,0.036341488,0.5166988, -0.9026560,52.24048
Melton Mowbray,0.4510476,0.012190476,0.5367619, -0.8871260,52.76640
Aylesbury,0.5323828,0.026455935,0.4411613, -0.8084000,51.81561
Newark-on-Trent,0.3912552,0.021108179,0.5876366, -0.8065700,53.07004
Malton,0.4069909,0.026451932,0.5665572, -0.7978970,54.13684
Chichester,0.5326755,0.029458029,0.4378664, -0.7749360,50.83761
Gainsborough,0.3642802,0.019830028,0.6158898, -0.7744650,53.40058
Milton Keynes,0.5194291,0.034369819,0.4462011, -0.7594171,52.04062
Aldershot,0.5180797,0.038380847,0.4435394, -0.7557509,51.24837
High Wycombe,0.5440727,0.018708401,0.4372189, -0.7482290,51.62861
Midhurst,0.5098099,0.030656039,0.4595340, -0.7372740,50.98690
