placename,past participle,present participle,longitude,latitude
Swaffham,0.4669180,0.53308200,  0.6874810,52.64747
Dereham,0.4629073,0.53709273,  0.9378270,52.68162
Ely,0.4741520,0.52584795,  0.2623630,52.39954
March,0.5361378,0.46386216,  0.0886220,52.55172
St Neots,0.4853617,0.51463828, -0.2651030,52.23008
Banham,0.4547847,0.54521531,  1.0402849,52.45125
Holt,0.5028292,0.49717078,  1.0867470,52.90936
Cromer,0.4842442,0.51575579,  1.3018660,52.93145
Hunstanton,0.5499488,0.45005123,  0.4910320,52.93891
Horncastle,0.8010886,0.19891143, -0.1124500,53.20731
Market Weighton,0.8590862,0.14091385, -0.6677465,53.86484
Hawes,0.8174224,0.18257757, -2.1968695,54.30383
Reeth,0.7955947,0.20440529, -1.9428115,54.38946
Aysgarth,0.7743733,0.22562674, -1.9967434,54.29159
Stanhope,0.6221884,0.37781155, -2.0113020,54.74946
Keswick,0.7286996,0.27130045, -3.1347060,54.60128
Oxenholme,0.8413462,0.15865385, -2.7243328,54.30134
